"itemID","item","type","category","choices","definition","gloss","complexity_category"
"item_716","P18THOSC","word","pronouns","produces","嗰啲",,
"item_717","P18USC","word","pronouns","produces","我哋",,
"item_718","P18YOUPL","word","pronouns","produces","你哋",,
"item_719","P18THEYC","word","pronouns","produces","佢哋",,
"item_720","P18OURS","word","pronouns","produces","我哋嘅",,
"item_721","P18YOURP","word","pronouns","produces","你哋嘅",,
"item_722","P18THEIC","word","pronouns","produces","佢哋嘅",,
"item_723","P18OTHPL","word","pronouns","produces","人哋",,
"item_724","P18OTHPP","word","pronouns","produces","人哋嘅",,
"item_725","C19GO","word","classifiers","produces","個",,
"item_726","C19LAP","word","classifiers","produces","粒",,
"item_727","C19ZEK","word","classifiers","produces","隻",,
"item_728","C19GAU","word","classifiers","produces","舊",,
"item_729","C19FAAI","word","classifiers","produces","塊",,
"item_730","C19BUN","word","classifiers","produces","本",,
"item_731","C19TIU","word","classifiers","produces","條",,
"item_732","C19GIN","word","classifiers","produces","件",,
"item_733","C19GAA","word","classifiers","produces","架",,
"item_734","C19ZOENG","word","classifiers","produces","張",,
"item_735","C19CI","word","classifiers","produces","次",,
"item_736","C19BOU","word","classifiers","produces","步",,
"item_737","C19ZI","word","classifiers","produces","枝",,
"item_738","C19FO","word","classifiers","produces","棵",,
"item_739","C19CANG","word","classifiers","produces","層",,
"item_740","C19WAI","word","classifiers","produces","位",,
"item_741","C19ZO","word","classifiers","produces","座",,
"item_742","C19GAAN","word","classifiers","produces","間",,
"item_743","C19BAAU","word","classifiers","produces","包",,
"item_744","Q20WHATC","word","question_words","produces","乜嘢",,
"item_745","Q20DOWHC","word","question_words","produces","做咩/乜",,
"item_746","Q20WHOC","word","question_words","produces","邊個",,
"item_747","Q20WHERC","word","question_words","produces","邊度",,
"item_748","Q20WHYC","word","question_words","produces","點解",,
"item_749","Q20WTIME","word","question_words","produces","幾點",,
"item_750","Q20WHEN","word","question_words","produces","幾時",,
"item_751","Q20HOWC","word","question_words","produces","點樣(做)",,
"item_752","Q20HMANY","word","question_words","produces","幾多",,
"item_753","Q20DAKMD","word","question_words","produces","得唔得?",,
"item_754","Q20HOUMH","word","question_words","produces","好唔好?",,
"item_755","S21AA","word","final_particles","produces","呀 (肯定)",,
"item_756","S21LO","word","final_particles","produces","囉",,
"item_757","S21LAA","word","final_particles","produces","啦",,
"item_758","S21NE","word","final_particles","produces","呢",,
"item_759","S21GAA","word","final_particles","produces","㗎",,
"item_760","S21GWAA","word","final_particles","produces","啩",,
"item_761","S21WO","word","final_particles","produces","喎",,
"item_762","S21BO","word","final_particles","produces","噃",,
"item_763","S21TIM","word","final_particles","produces","㖭",,
"item_764","S21MAA","word","final_particles","produces","嘛",,
"item_765","S21GE","word","final_particles","produces","嘅",,
"item_766","S21ZAA","word","final_particles","produces","咋",,
"item_767","Z22WANT","word","helping_verbs","produces","要",,
"item_768","Z22WANT2","word","helping_verbs","produces","想",,
"item_769","Z22LIKE","word","helping_verbs","produces","鍾意",,
"item_770","Z22KNOWH","word","helping_verbs","produces","識(做)",,
"item_771","Z22WILL","word","helping_verbs","produces","會",,
"item_772","Z22OK","word","helping_verbs","produces","可以(做)",,
"item_773","Z22SHOUL","word","helping_verbs","produces","應該",,
"item_774","Z22NOTOK","word","helping_verbs","produces","唔準/唔俾",,
"item_775","Z22UNWIL","word","helping_verbs","produces","唔捨得",,
"item_776","T23MORNC","word","time_words","produces","朝早",,
"item_777","T23DAYTI","word","time_words","produces","日頭",,
"item_778","T23NIGHC","word","time_words","produces","夜晚",,
"item_779","T23AFTNO","word","time_words","produces","晏晝/下晝",,
"item_780","T23TODAC","word","time_words","produces","今日",,
"item_781","T23YESTC","word","time_words","produces","尋日",,
"item_782","T23TOMOC","word","time_words","produces","聽日",,
"item_783","T23TMORN","word","time_words","produces","今朝",,
"item_784","T23TONIG","word","time_words","produces","今晚",,
"item_785","T23NOWC","word","time_words","produces","依家",,
"item_786","T23BEFOC","word","time_words","produces","之前",,
"item_787","T23AFTEC","word","time_words","produces","之後/跟住",,
"item_788","T23JUST","word","time_words","produces","頭先",,
"item_789","T23EARLC","word","time_words","produces","早啲",,
"item_790","T23LATEC","word","time_words","produces","遲啲",,
"item_791","T23LATE2","word","time_words","produces","晏啲",,
"item_792","T23FIRST","word","time_words","produces","先",,
"item_793","T23ALREA","word","time_words","produces","已經",,
"item_794","T23TIME","word","time_words","produces","時間",,
"item_795","J24AND","word","connecting_words","produces","同(埋)",,
"item_796","J24CAUSE","word","connecting_words","produces","因為",,
"item_797","J24SO","word","connecting_words","produces","所以",,
"item_798","J24IF","word","connecting_words","produces","如果",,
"item_799","J24ZAU","word","connecting_words","produces","就",,
"item_800","J24THOUG","word","connecting_words","produces","雖然",,
"item_801","J24BUTC","word","connecting_words","produces","但係",,
"item_802","J24EVEIF","word","connecting_words","produces","就算",,
"item_803","J24THENC","word","connecting_words","produces","咁樣(就)",,
"item_804","J24OR","word","connecting_words","produces","或者",,
"item_805","TALKFIND","talk_functions",,"never; sometimes; often","Talk functions-find absent things",,
"item_806","TALKPOBJ","talk_functions",,"never; sometimes; often","Talk functions-possessed objects",,
"item_807","TALKPAST","talk_functions",,"never; sometimes; often","Talk functions-past event or people seen",,
"item_808","TALKABSO","talk_functions",,"never; sometimes; often","Talk functions-absent toys or animals",,
"item_809","TALKFUT","talk_functions",,"never; sometimes; often","Talk functions-future events",,
"item_810","SENTCLAS","sentence_structure",,"never; sometimes; often","Sentence Structure Markers-classifiers",,
"item_811","SENTVERB","sentence_structure",,"never; sometimes; often","Sentence Structure Markers-verbs",,
"item_812","SENTPOSS","sentence_structure",,"never; sometimes; often","Sentence Structure Markers-possessions",,
"item_813","SENTRVC","sentence_structure",,"never; sometimes; often","Sentence Structure Markers-verb + resultative verb complement",,
"item_814","SENTASP","sentence_structure",,"never; sometimes; often","Sentence Structure Markers-past events",,
"item_815","COMBWORD","combine",,"never; sometimes; often","Combine Words?",,
