item_810,COMPMISS,complexity,complexity,All Gone
item_811,COMPDESO,complexity,complexity,Desire Object
item_812,COMPDEA2,complexity,complexity,Desire Action 2
item_813,COMPPOSS,complexity,complexity,Possessive-mine
item_814,COMPDESA,complexity,complexity,Desired Action
item_815,COMPPOS3,complexity,complexity,Possession-Other's
item_816,COMPFUT,complexity,complexity,Future-self desire
item_817,COMPCANT,complexity,complexity,Can't-bu
item_818,COMPHELP,complexity,complexity,Desire Help
item_819,COMPPOS2,complexity,complexity,Possessive-mine-pro
item_820,COMPDES2,complexity,complexity,Desire Object+Subj
item_821,COMPREP,complexity,complexity,Desire Repeat Action
item_822,COMPPASO,complexity,complexity,Past-Other
item_823,COMPNOW2,complexity,complexity,Current Action
item_824,COMPNDES,complexity,complexity,Negative Desire
item_825,COMPPASL,complexity,complexity,Past-le
item_826,COMPREP2,complexity,complexity,Desire Repeat-Other
item_827,COMPNDEO,complexity,complexity,Negative Desire about other
item_828,COMPNDE2,complexity,complexity,Negative Desire 2
item_829,COMPREP3,complexity,complexity,Repeated Action-comment
item_830,COMPNOW,complexity,complexity,Now aspect
item_831,COMPQUE2,complexity,complexity,Questioning 2
item_832,COMPCLAS,complexity,complexity,Classifiers-person
item_833,COMPCLA2,complexity,complexity,Classifiers-car
item_834,COMPPASG,complexity,complexity,Past-guo
item_835,COMPCAN2,complexity,complexity,Can't 2
item_836,COMPQUES,complexity,complexity,Questioning
