id_twin,id_fam,sex,ethnicity,zygosity,mom_ed,s00s1,s01s1,s02s1,s03s1,s04s1,s05s1,s06s1,s07s1,s08s1,s09s1,s10s1,s11s1,s12s1,vc0001,vc0011,vc0021,vc0031,vc0041,vc0051,vc0061,vc0071,vc0081,vc0091,vc0101,vc0111,vc0121,vc0131,vc0141,vc0151,vc0161,vc0171,vc0181,vc0191,vc0201,vc0211,vc0221,vc0231,vc0241,vc0251,vc0261,vc0271,vc0281,vc0291,vc0301,vc0311,vc0321,vc0331,vc0341,vc0351,vc0361,vc0371,vc0381,vc0391,vc0401,vc0411,vc0421,vc0431,vc0441,vc0451,vc0461,vc0471,vc0481,vc0491,vc0501,vc0511,vc0521,vc0531,vc0541,vc0551,vc0561,vc0571,vc0581,vc0591,vc0601,vc0611,vc0621,vc0631,vc0641,vc0651,vc0661,vc0671,vc0681,vc0691,vc0701,vc0711,vc0721,vc0731,vc0741,vc0751,vc0761,vc0771,vc0781,vc0791,vc0801,vc0811,vc0821,vc0831,vc0841,vc0851,vc0861,vc0871,vc0881,vc0891,vc0901,vc0911,vc0921,vc0931,vc0941,vc0951,vc0961,vc0971,vc0981,vc0991,vc1001,age_months
6755171,675517,male,white,MZ,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35
6755172,675517,male,white,MZ,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35
6755211,675521,female,white,DZ,3,1,1,1,1,1,1,0,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,36
6755212,675521,male,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,36
6756111,675611,female,white,DZ,4,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,36
6756112,675611,male,white,DZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,36
6756161,675616,male,white,DZ,3,1,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,1,1,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,36
6756162,675616,female,white,DZ,3,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,1,NA,36
6757611,675761,male,white,DZ,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,36
6757612,675761,male,white,DZ,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
6759191,675919,female,white,DZ,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,36
6759192,675919,female,white,DZ,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,36
6759411,675941,male,white,MZ,3,1,0,0,0,0,0,0,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,36
6759412,675941,male,white,MZ,3,1,0,1,1,0,0,0,0,0,1,0,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,36
6761271,676127,male,white,DZ,4,1,1,1,1,0,1,1,1,1,1,1,0,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,36
6761272,676127,male,white,DZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,36
6761511,676151,male,white,DZ,3,1,1,1,1,NA,1,1,0,0,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,37
6761512,676151,male,white,DZ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37
6762191,676219,female,white,DZ,2,1,1,1,1,1,1,1,0,0,1,1,0,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,36
6762192,676219,male,white,DZ,2,1,1,1,1,1,1,1,0,0,1,1,0,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,36
6763181,676318,male,white,DZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,37
6763182,676318,female,white,DZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,1,1,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,37
6763911,676391,female,white,MZ,4,1,1,1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,37
6763912,676391,female,white,MZ,4,1,1,1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,36
6764171,676417,female,white,MZ,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
6764172,676417,female,white,MZ,8,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,36
6764211,676421,male,white,DZ,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
6764212,676421,male,white,DZ,4,1,1,1,1,1,0,1,1,0,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,41
6765161,676516,male,white,DZ,3,1,1,1,1,1,1,NA,0,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,35
6765162,676516,male,white,DZ,3,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,35
6765711,676571,male,white,MZ,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,36
6765712,676571,male,white,MZ,NA,1,1,0,1,0,1,0,0,0,0,0,0,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,36
6767511,676751,male,white,MZ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,35
6767512,676751,male,white,MZ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,35
6768191,676819,female,white,DZ,3,1,0,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,35
6768192,676819,female,white,DZ,3,1,0,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,35
6769911,676991,female,white,DZ,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,1,1,NA,36
6769912,676991,male,white,DZ,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,35
6770511,677051,female,white,MZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,36
6770512,677051,female,white,MZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,36
6771411,677141,male,white,MZ,1,1,0,1,0,0,1,1,0,0,0,0,0,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,35
6771412,677141,male,white,MZ,1,1,0,1,0,0,1,1,0,0,0,0,0,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,35
6771861,677186,male,white,MZ,8,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,36
6771862,677186,male,white,MZ,8,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,36
6774161,677416,female,white,MZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35
6774162,677416,female,white,MZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35
6774711,677471,female,white,MZ,4,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
