itemID,item,type,category,choices,definition,gloss,uni_lemma
item_589,item_589,word,time_words,produces,ce soir,,
item_590,item_590,word,time_words,produces,demain,,
item_591,item_591,word,time_words,produces,heure,,
item_592,item_592,word,time_words,produces,hier,,
item_593,item_593,word,time_words,produces,jour,,
item_594,item_594,word,time_words,produces,maintenant,,
item_595,item_595,word,time_words,produces,matin,,
item_596,item_596,word,time_words,produces,nuit,,
item_597,item_597,word,helping_verbs,produces,a fait,,
item_598,item_598,word,helping_verbs,produces,aller,,
item_599,item_599,word,helping_verbs,produces,avoir à faire,,
item_600,item_600,word,helping_verbs,produces,avoir besoin de,,
item_601,item_601,word,helping_verbs,produces,devoir faire,,
item_602,item_602,word,helping_verbs,produces,essayer de,,
item_603,item_603,word,helping_verbs,produces,est,,
item_604,item_604,word,helping_verbs,produces,était,,
item_605,item_605,word,helping_verbs,produces,être,,
item_606,item_606,word,helping_verbs,produces,faire,,
item_607,item_607,word,helping_verbs,produces,fait,,
item_608,item_608,word,helping_verbs,produces,laisse-moi,,
item_609,item_609,word,helping_verbs,produces,ne pas,,
item_610,item_610,word,helping_verbs,produces,peux,,
item_611,item_611,word,helping_verbs,produces,pourrait,,
item_612,item_612,word,helping_verbs,produces,sont,,
item_613,item_613,word,helping_verbs,produces,suis,,
item_614,item_614,word,helping_verbs,produces,vouloir,,
item_615,item_615,word,question_words,produces,comment,,
item_616,item_616,word,question_words,produces,le/la/les/quelles,,
item_617,item_617,word,question_words,produces,où,,
item_618,item_618,word,question_words,produces,pourquoi,,
item_619,item_619,word,question_words,produces,quand,,
item_620,item_620,word,question_words,produces,qui,,
item_621,item_621,word,question_words,produces,quoi,,
item_622,item_622,word,prepositions,produces,à,,
item_623,item_623,word,prepositions,produces,à côté de,,
item_624,item_624,word,prepositions,produces,à l'intérieur de,,
item_625,item_625,word,prepositions,produces,au dessus de,,
item_626,item_626,word,prepositions,produces,au loin,,
item_627,item_627,word,prepositions,produces,au sommet de,,
item_628,item_628,word,prepositions,produces,au sujet de,,
item_629,item_629,word,prepositions,produces,autour de,,
item_630,item_630,word,prepositions,produces,avec,,
item_631,item_631,word,prepositions,produces,chez,,
item_632,item_632,word,prepositions,produces,dans,,
item_633,item_633,word,prepositions,produces,de,,
item_634,item_634,word,prepositions,produces,dehors,,
item_635,item_635,word,prepositions,produces,derrière,,
item_636,item_636,word,prepositions,produces,en bas,,
item_637,item_637,word,prepositions,produces,en haut,,
item_638,item_638,word,prepositions,produces,ici,,
item_639,item_639,word,prepositions,produces,là,,
item_640,item_640,word,prepositions,produces,là-bas,,
item_641,item_641,word,prepositions,produces,loin,,
item_642,item_642,word,prepositions,produces,par-dessus,,
item_643,item_643,word,prepositions,produces,pour,,
item_644,item_644,word,prepositions,produces,près de,,
item_645,item_645,word,prepositions,produces,sous,,
item_646,item_646,word,prepositions,produces,sur,,
item_647,item_647,word,prepositions,produces,vers,,
item_648,item_648,word,quantifiers,produces,aucun/e,,
item_649,item_649,word,quantifiers,produces,aussi,,
item_650,item_650,word,quantifiers,produces,autre,,
item_651,item_651,word,quantifiers,produces,chaque,,
item_652,item_652,word,quantifiers,produces,du/de la/des,,
item_653,item_653,word,quantifiers,produces,encore,,
item_654,item_654,word,quantifiers,produces,le/la même,,
item_655,item_655,word,quantifiers,produces,le/la/les,,
item_656,item_656,word,quantifiers,produces,pas,,
item_657,item_657,word,quantifiers,produces,plein/beaucoup,,
item_658,item_658,word,quantifiers,produces,tous/tout,,
item_659,item_659,word,quantifiers,produces,un autre,,
item_660,item_660,word,quantifiers,produces,un peu,,
item_661,item_661,word,quantifiers,produces,un/une,,
item_662,item_662,word,pronouns,produces,à elle/sa,,
item_663,item_663,word,pronouns,produces,à lui/son,,
item_664,item_664,word,pronouns,produces,à moi,,
item_665,item_665,word,pronouns,produces,ça,,
item_666,item_666,word,pronouns,produces,ces,,
item_667,item_667,word,pronouns,produces,ceux,,
item_668,item_668,word,pronouns,produces,elle,,
item_669,item_669,word,pronouns,produces,eux,,
item_670,item_670,word,pronouns,produces,il,,
item_671,item_671,word,pronouns,produces,ils/elles,,
item_672,item_672,word,pronouns,produces,je,,
item_673,item_673,word,pronouns,produces,leur,,
item_674,item_674,word,pronouns,produces,lui,,
item_675,item_675,word,pronouns,produces,ma/mon/mes,,
item_676,item_676,word,pronouns,produces,moi,,
item_677,item_677,word,pronouns,produces,moi-même,,
item_678,item_678,word,pronouns,produces,notre,,
item_679,item_679,word,pronouns,produces,nous,,
item_680,item_680,word,pronouns,produces,on,,
item_681,item_681,word,pronouns,produces,ses,,
item_682,item_682,word,pronouns,produces,toi-même,,
item_683,item_683,word,pronouns,produces,votre/ta/ton,,
item_684,item_684,word,pronouns,produces,vous/tu,,
item_685,item_685,word,connecting_words,produces,alors,,
item_686,item_686,word,connecting_words,produces,donc,,
item_687,item_687,word,connecting_words,produces,et,,
item_688,item_688,word,connecting_words,produces,mais,,
item_689,item_689,word,connecting_words,produces,parce que,,
item_690,item_690,word,connecting_words,produces,si,,
item_691,item_691,how_use_words,,no; yes,comprend si vous lui demandez quelque chose qui n'est pas dans la pièce,,
item_692,item_692,how_use_words,,no; yes,parle d'évènements passés ou de personnes absentes,,
item_693,item_693,how_use_words,,no; yes,"parle d'objets qui ne sont pas présents comme d'un jouet manquant ou absent, se réfère à un animal domestique hors de vue, ou pose des questions à propos d'une personne absente",,
item_694,item_694,how_use_words,,no; yes,parle de choses qui vont se produire dans le futur,,
item_695,item_695,complexity,,simple; complex,les chiens est là / les chiens sont là,,
item_696,item_696,complexity,,simple; complex,aller école / aller à école,,
item_697,item_697,complexity,,simple; complex,je vais s'attaquer / je vais t'attaquer,,
item_698,item_698,complexity,,simple; complex,c'est dedans la valise / c'est dans la valise,,
item_699,item_699,complexity,,simple; complex,robot Grégoire / robot à Grégoire / robot à moi / mon robot à moi / mon robot,,
item_700,item_700,complexity,,simple; complex,jouer pas / pas jouer / non jouer / non pas jouer / je joue pas,,
item_701,item_701,complexity,,simple; complex,veux la chaise / veux la chaise Grégoire / moi veux la chaise / moi je veux la chaise / je veux la chaise,,
item_702,item_702,complexity,,simple; complex,chien? / ça chien? / est chien? / c'est un chien? / est-ce que c'est un chien?,,
item_703,item_703,complexity,,simple; complex,chaussure maman / chaussure (d)e maman / chaussure à maman / chaussure de maman,,
item_704,item_704,complexity,,simple; complex,chaise;frigidaire / (l)a chaise;(l)e frigidaire / la chaise;le frigidaire / une chaise;un frigidaire,,
item_705,item_705,complexity,,simple; complex,confiture;chocolat / je veux de la confiture;du chocolat,,
item_706,item_706,complexity,,simple; complex,elle monte chaise / elle monte sur la chaise,,
item_707,item_707,complexity,,simple; complex,descendre / veux descendre / je veux descendre,,
item_708,item_708,complexity,,simple; complex,yé beau / l'est beau / il est beau,,
item_709,item_709,complexity,,simple; complex,ça voiture / ça c'est voiture / c'est une voiture,,
item_710,item_710,complexity,,simple; complex,cherche / é cherche / il;elle cherche,,
item_711,item_711,verb_endings,,no; yes,au présent,,
item_712,item_712,verb_endings,,no; yes,au passé composé,,
item_713,item_713,verb_endings,,no; yes,à l'impératif,,
item_714,item_714,verb_endings,,no; yes,au futur,,
item_715,item_715,verb_endings,,no; yes,à l'infinitif,,
item_716,item_716,verb_endings,,no; yes,à l'imparfait,,
