field,column,group,type
data_age,month,admin,data_age
sex,sex,child,sex
study_id,study_id,child,study_id
item_1,Item157,item,word
item_2,Item156,item,word
item_3,Item155,item,word
item_4,Item154,item,word
item_5,Item153,item,word
item_6,Item152,item,word
item_7,Item151,item,word
item_8,Item150,item,word
item_9,Item149,item,word
item_10,Item148,item,word
item_11,Item147,item,word
item_12,Item146,item,word
item_13,Item145,item,word
item_14,Item144,item,word
item_15,Item143,item,word
item_16,Item142,item,word
item_17,Item141,item,word
item_18,Item140,item,word
item_19,Item139,item,word
item_20,Item138,item,word
item_21,Item137,item,word
item_22,Item136,item,word
item_23,Item135,item,word
item_24,Item134,item,word
item_25,Item133,item,word
item_26,Item132,item,word
item_27,Item131,item,word
item_28,Item130,item,word
item_29,Item129,item,word
item_30,Item128,item,word
item_31,Item127,item,word
item_32,Item126,item,word
item_33,Item125,item,word
item_34,Item124,item,word
item_35,Item123,item,word
item_36,Item122,item,word
item_37,Item121,item,word
item_38,Item120,item,word
item_39,Item119,item,word
item_40,Item118,item,word
item_41,Item117,item,word
item_42,Item116,item,word
item_43,Item115,item,word
item_44,Item114,item,word
item_45,Item113,item,word
item_46,Item112,item,word
item_47,Item111,item,word
item_48,Item110,item,word
item_49,Item109,item,word
item_50,Item108,item,word
item_51,Item107,item,word
item_52,Item106,item,word
item_53,Item105,item,word
item_54,Item104,item,word
item_55,Item103,item,word
item_56,Item102,item,word
item_57,Item101,item,word
item_58,Item100,item,word
item_59,Item99,item,word
item_60,Item98,item,word
item_61,Item97,item,word
item_62,Item96,item,word
item_63,Item95,item,word
item_64,Item94,item,word
item_65,Item93,item,word
item_66,Item92,item,word
item_67,Item91,item,word
item_68,Item90,item,word
item_69,Item89,item,word
item_70,Item88,item,word
item_71,Item87,item,word
item_72,Item86,item,word
item_73,Item85,item,word
item_74,Item84,item,word
item_75,Item83,item,word
item_76,Item82,item,word
item_77,Item81,item,word
item_78,Item80,item,word
item_79,Item79,item,word
item_80,Item78,item,word
item_81,Item77,item,word
item_82,Item76,item,word
item_83,Item75,item,word
item_84,Item74,item,word
item_85,Item73,item,word
item_86,Item72,item,word
item_87,Item71,item,word
item_88,Item70,item,word
item_89,Item69,item,word
item_90,Item68,item,word
item_91,Item67,item,word
item_92,Item66,item,word
item_93,Item65,item,word
item_94,Item64,item,word
item_95,Item63,item,word
item_96,Item62,item,word
item_97,Item61,item,word
item_98,Item60,item,word
item_99,Item59,item,word
item_100,Item58,item,word
item_101,Item57,item,word
item_102,Item56,item,word
item_103,Item55,item,word
item_104,Item54,item,word
item_105,Item53,item,word
item_106,Item52,item,word
item_107,Item51,item,word
item_108,Item50,item,word
item_109,Item49,item,word
item_110,Item48,item,word
item_111,Item47,item,word
item_112,Item46,item,word
item_113,Item45,item,word
item_114,Item44,item,word
item_115,Item43,item,word
item_116,Item42,item,word
item_117,Item41,item,word
item_118,Item40,item,word
item_119,Item39,item,word
item_120,Item38,item,word
item_121,Item37,item,word
item_122,Item36,item,word
item_123,Item35,item,word
item_124,Item34,item,word
item_125,Item33,item,word
item_126,Item32,item,word
item_127,Item31,item,word
item_128,Item30,item,word
item_129,Item29,item,word
item_130,Item28,item,word
item_131,Item27,item,word
item_132,Item26,item,word
item_133,Item25,item,word
item_134,Item24,item,word
item_135,Item23,item,word
item_136,Item22,item,word
item_137,Item21,item,word
item_138,Item20,item,word
item_139,Item19,item,word
item_140,Item18,item,word
item_141,Item17,item,word
item_142,Item16,item,word
item_143,Item15,item,word
