field,column,group,type,
,months,,,
,birthord,,,
,sex,,,
,momsed,,,
,prematur,,,
,id,,,
,cdiage,,,
,months,,,
,am,item,,sonidos
,ay,item,,sonidos
,beemee,item,,sonidos
,cuacua,item,,sonidos
,guagua,item,,sonidos
,miau,item,,sonidos
,muu,item,,sonidos
,piopio,item,,sonidos
,pipi,item,,sonidos
,pum,item,,sonidos
,qiqiriqi,item,,sonidos
,tutu,item,,sonidos
,vibora,item,,animales
,venado,item,,animales
,vaca,item,,animales
,tortuga,item,,animales
,tigre,item,,animales
,raton,item,,animales
,rana,item,,animales
,puerco,item,,animales
,pollito,item,,animales
,pinguino,item,,animales
,pescado1,item,,animales
,perro,item,,animales
,pato,item,,animales
,pajaro,item,,animales
,oso,item,,animales
,mosco,item,,animales
,mosca,item,,animales
,mono,item,,animales
,mariposa,item,,animales
,lobo,item,,animales
,leon,item,,animales
,jirafa,item,,animales
,hormiga,item,,animales
,hippotmo,item,,animales
,guajolot,item,,animales
,gato,item,,animales
,ganso,item,,animales
,gallina,item,,animales
,foca,item,,animales
,elefante,item,,animales
,conejo,item,,animales
,cocdrilo,item,,animales
,cebra,item,,animales
,caballo,item,,animales
,burro,item,,animales
,buho,item,,animales
,buey,item,,animales
,borrego,item,,animales
,bicho,item,,animales
,ardilla,item,,animales
,arana,item,,animales
,animal,item,,animales
,abeja,item,,animales
,trineo,item,,vehiculos
,tricicl1,item,,vehiculos
,tren,item,,vehiculos
,tractor,item,,vehiculos
,moto,item,,vehiculos
,helicptr,item,,vehiculos
,carro,item,,vehiculos
,carreola,item,,vehiculos
,camion,item,,vehiculos
,camibomb,item,,vehiculos
,biciclet,item,,vehiculos
,barco,item,,vehiculos
,avion,item,,vehiculos
,autobus,item,,vehiculos
,agua,item,,alimentos
,arroz,item,,alimentos
,atole,item,,alimentos
,atun,item,,alimentos
,azucar,item,,alimentos
,cafe,item,,alimentos
,calabaza,item,,alimentos
,carne,item,,alimentos
,cereal,item,,alimentos
,chicharo,item,,alimentos
,chicle,item,,alimentos
,chile,item,,alimentos
,chocolat,item,,alimentos
,comida,item,,alimentos
,dulce,item,,alimentos
,durazno,item,,alimentos
,ejotes,item,,alimentos
,elote,item,,alimentos
,espgueti,item,,alimentos
,fresa,item,,alimentos
,frijoles,item,,alimentos
,galleta,item,,alimentos
,gellatin,item,,alimentos
,hamburgs,item,,alimentos
,helado,item,,alimentos
,hielo,item,,alimentos
,hotcakes,item,,alimentos
,huevo,item,,alimentos
,jamon,item,,alimentos
,jugo,item,,alimentos
,leche,item,,alimentos
,licuado,item,,alimentos
,limonad,item,,alimentos
,mani,item,,alimentos
,mantqila,item,,alimentos
,manzana,item,,alimentos
,melon,item,,alimentos
,mermelad,item,,alimentos
,naranja,item,,alimentos
,paleta,item,,alimentos
,palomtas,item,,alimentos
,pan,item,,alimentos
,pandulc,item,,alimentos
,papas,item,,alimentos
,papitas,item,,alimentos
,pasas,item,,alimentos
,pastel,item,,alimentos
,pentbttr,item,,alimentos
,pescado2,item,,alimentos
,platano,item,,alimentos
,pollo,item,,alimentos
,quesdila,item,,alimentos
,queso,item,,alimentos
,sal,item,,alimentos
,salchch,item,,alimentos
,salsa,item,,alimentos
,sandia,item,,alimentos
,soda,item,,alimentos
,sopa,item,,alimentos
,taco,item,,alimentos
,te1,item,,alimentos
,torta,item,,alimentos
,tortila,item,,alimentos
,uvas,item,,alimentos
,vainilla,item,,alimentos
,vitamina,item,,alimentos
,yoghurt,item,,alimentos
,zanahori,item,,alimentos
,abrigo,item,,ropa
,aretes,item,,ropa
,bolsa1,item,,ropa
,babero,item,,ropa
,botas,item,,ropa
,boton,item,,ropa
,bufanda,item,,ropa
,calcetin,item,,ropa
,calzon,item,,ropa
,camisa,item,,ropa
,chancla,item,,ropa
,cierre,item,,ropa
,collar,item,,ropa
,falda,item,,ropa
,gorra,item,,ropa
,guantes,item,,ropa
,lentes,item,,ropa
,medias,item,,ropa
,panal,item,,ropa
,pantalon,item,,ropa
,pijama,item,,ropa
,playera,item,,ropa
,ropas,item,,ropa
,shorts,item,,ropa
,sombrero,item,,ropa
,sueter,item,,ropa
,vestido,item,,ropa
,zapato,item,,ropa
,barba,item,,cuerpo
,bigote,item,,cuerpo
,boca,item,,cuerpo
,brazo,item,,cuerpo
,cabeza,item,,cuerpo
,cachete,item,,cuerpo
,cara,item,,cuerpo
,chichi,item,,cuerpo
,dedo,item,,cuerpo
,dientes,item,,cuerpo
,gargnta,item,,cuerpo
,hombro,item,,cuerpo
,labios,item,,cuerpo
,lengua,item,,cuerpo
,mano,item,,cuerpo
,nalgas,item,,cuerpo
,nariz,item,,cuerpo
,ojos,item,,cuerpo
,ombligo,item,,cuerpo
,oreja,item,,cuerpo
,panza,item,,cuerpo
,pelo,item,,cuerpo
,pene,item,,cuerpo
,piernas,item,,cuerpo
,pies,item,,cuerpo
,rodilla,item,,cuerpo
,vagina,item,,cuerpo
,bat,item,,jugetes
,burbujas,item,,jugetes
,colores,item,,jugetes
,crayolas,item,,jugetes
,globo,item,,jugetes
,hoja,item,,jugetes
,juguete,item,,jugetes
,lapiz,item,,jugetes
,libro,item,,jugetes
,muneca,item,,jugetes
,osito,item,,jugetes
,patines,item,,jugetes
,pelota,item,,jugetes
,pintura,item,,jugetes
,plastlin,item,,jugetes
,pluma,item,,jugetes
,tambor,item,,jugetes
,tricicl2,item,,jugetes
,almohada,item,,utensiles
,aspirdor,item,,utensiles
,basura,item,,utensiles
,bolsa2,item,,utensiles
,botlmaml,item,,utensiles
,caja,item,,utensiles
,camara,item,,utensiles
,canasta,item,,utensiles
,cassette,item,,utensiles
,cepidnte,item,,utensiles
,cepillo,item,,utensiles
,cerills,item,,utensiles
,chupete,item,,utensiles
,cigarrs,item,,utensiles
,clavo,item,,utensiles
,cobija,item,,utensiles
,cuadro,item,,utensiles
,cubeta,item,,utensiles
,cuchara,item,,utensiles
,cuchillo,item,,utensiles
,dinero,item,,utensiles
,escoba,item,,utensiles
,espejo,item,,utensiles
,fotos,item,,utensiles
,jabon,item,,utensiles
,lampara,item,,utensiles
,llave,item,,utensiles
,luz,item,,utensiles
,martillo,item,,utensiles
,medicina,item,,utensiles
,olla,item,,utensiles
,panuelo,item,,utensiles
,papel,item,,utensiles
,pastdnte,item,,utensiles
,peine,item,,utensiles
,peridco,item,,utensiles
,plancha,item,,utensiles
,plato,item,,utensiles
,radio,item,,utensiles
,reloj,item,,utensiles
,servleta,item,,utensiles
,tapete,item,,utensiles
,taza,item,,utensiles
,telefono,item,,utensiles
,tenedor,item,,utensiles
,tijeras,item,,utensiles
,toalla,item,,utensiles
,trapo,item,,utensiles
,vasos,item,,utensiles
,vela,item,,utensiles
,bacinica,item,,muebles
,banco1,item,,muebles
,bano,item,,muebles
,cajon,item,,muebles
,cama,item,,muebles
,champu,item,,muebles
,cochera,item,,muebles
,cocina,item,,muebles
,comptdra,item,,muebles
,cuarto,item,,muebles
,cuna,item,,muebles
,escalera,item,,muebles
,estufa,item,,muebles
,horno,item,,muebles
,lavabo,item,,muebles
,lavadora,item,,muebles
,librero,item,,muebles
,mesa,item,,muebles
,mueble,item,,muebles
,patio1,item,,muebles
,puerta,item,,muebles
,recamara,item,,muebles
,refrgrdr,item,,muebles
,regadera,item,,muebles
,ropero,item,,muebles
,sala,item,,muebles
,secadora,item,,muebles
,silla,item,,muebles
,sillon,item,,muebles
,sofa,item,,muebles
,televisn,item,,muebles
,tina,item,,muebles
,ventana,item,,muebles
,albrpisc,item,,objectoscasa
,arbol,item,,objectoscasa
,bandera,item,,objectoscasa
,cielo,item,,objectoscasa
,coldera,item,,objectoscasa
,columpio,item,,objectoscasa
,estrella,item,,objectoscasa
,flor,item,,objectoscasa
,fuego,item,,objectoscasa
,hojas,item,,objectoscasa
,lena,item,,objectoscasa
,lluvia,item,,objectoscasa
,luna,item,,objectoscasa
,maceta,item,,objectoscasa
,manguera,item,,objectoscasa
,muncniev,item,,objectoscasa
,nieve,item,,objectoscasa
,nube,item,,objectoscasa
,pala,item,,objectoscasa
,palo,item,,objectoscasa
,pasto,item,,objectoscasa
,piedra,item,,objectoscasa
,planta,item,,objectoscasa
,reja,item,,objectoscasa
,resbadla,item,,objectoscasa
,sol,item,,objectoscasa
,tanque,item,,objectoscasa
,techo,item,,objectoscasa
,tierra,item,,objectoscasa
,timbre,item,,objectoscasa
,vientair,item,,objectoscasa
,banco2,item,,lugares
,bosque,item,,lugares
,calle,item,,lugares
,campo,item,,lugares
,casa,item,,lugares
,cerro,item,,lugares
,cine,item,,lugares
,circo,item,,lugares
,escuela,item,,lugares
,fabrica,item,,lugares
,fiesta,item,,lugares
,hospitl,item,,lugares
,iglstmpl,item,,lugares
,jardin,item,,lugares
,oficina,item,,lugares
,parque,item,,lugares
,patio2,item,,lugares
,playa,item,,lugares
,rancho,item,,lugares
,rio,item,,lugares
,tienmerc,item,,lugares
,zoologic,item,,lugares
,abuela,item,,personas
,abuelo,item,,personas
,amiga,item,,personas
,amigo,item,,personas
,bebe,item,,personas
,cura,item,,personas
,doctor,item,,personas
,enfermer,item,,personas
,familia,item,,personas
,hermana,item,,personas
,hermano,item,,personas
,madrina,item,,personas
,maestra,item,,personas
,mama,item,,personas
,nana,item,,personas
,nina,item,,personas
,nino,item,,personas
,nombrnin,item,,personas
,padrino,item,,personas
,papa,item,,personas
,payaso,item,,personas
,persona,item,,personas
,policia,item,,personas
,prima,item,,personas
,primo,item,,personas
,senor,item,,personas
,senora,item,,personas
,tia,item,,personas
,tio,item,,personas
,acerrin,item,,rutinas
,adiosbye,item,,rutinas
,ahitevoy,item,,rutinas
,alagapat,item,,rutinas
,aver,item,,rutinas
,besitos,item,,rutinas
,bravo,item,,rutinas
,buendias,item,,rutinas
,buennoch,item,,rutinas
,cosqlits,item,,rutinas
,gracias,item,,rutinas
,hola,item,,rutinas
,manosarb,item,,rutinas
,ojitos,item,,rutinas
,okay,item,,rutinas
,ponetata,item,,rutinas
,porfavor,item,,rutinas
,salud,item,,rutinas
,shhh,item,,rutinas
,siesta,item,,rutinas
,tengmant,item,,rutinas
,tevypagr,item,,rutinas
,tortlita,item,,rutinas
,unodstrs,item,,rutinas
,vamonos,item,,rutinas
,abrir,item,,verbos
,acabarse,item,,verbos
,acompnar,item,,verbos
,acostar,item,,verbos
,agarrar,item,,verbos
,almorzar,item,,verbos
,amararse,item,,verbos
,andar,item,,verbos
,apagar,item,,verbos
,apurar,item,,verbos
,arreglar,item,,verbos
,asustar,item,,verbos
