field,column,group,type
data_age,month,admin,data_age
sex,sex,child,sex
study_id,study_id,child,study_id
item_1,Item1,item,word
item_2,Item2,item,word
item_3,Item3,item,word
item_4,Item4,item,word
item_5,Item5,item,word
item_6,Item6,item,word
item_7,Item7,item,word
item_8,Item8,item,word
item_9,Item9,item,word
item_10,Item10,item,word
item_11,Item11,item,word
item_12,Item12,item,word
item_13,Item13,item,word
item_14,Item14,item,word
item_15,Item15,item,word
item_16,Item16,item,word
item_17,Item17,item,word
item_18,Item18,item,word
item_19,Item19,item,word
item_20,Item20,item,word
item_21,Item21,item,word
item_22,Item22,item,word
item_23,Item23,item,word
item_24,Item24,item,word
item_25,Item25,item,word
item_26,Item26,item,word
item_27,Item27,item,word
item_28,Item28,item,word
item_29,Item29,item,word
item_30,Item30,item,word
item_31,Item31,item,word
item_32,Item32,item,word
item_33,Item33,item,word
item_34,Item34,item,word
item_35,Item35,item,word
item_36,Item36,item,word
item_37,Item37,item,word
item_38,Item38,item,word
item_39,Item39,item,word
item_40,Item40,item,word
item_41,Item41,item,word
item_42,Item42,item,word
item_43,Item43,item,word
item_44,Item44,item,word
item_45,Item45,item,word
item_46,Item46,item,word
item_47,Item47,item,word
item_48,Item48,item,word
item_49,Item49,item,word
item_50,Item50,item,word
item_51,Item51,item,word
item_52,Item52,item,word
item_53,Item53,item,word
item_54,Item54,item,word
item_55,Item55,item,word
item_56,Item56,item,word
item_57,Item57,item,word
item_58,Item58,item,word
item_59,Item59,item,word
item_60,Item60,item,word
item_61,Item61,item,word
item_62,Item62,item,word
item_63,Item63,item,word
item_64,Item64,item,word
item_65,Item65,item,word
item_66,Item66,item,word
item_67,Item67,item,word
item_68,Item68,item,word
item_69,Item69,item,word
item_70,Item70,item,word
item_71,Item71,item,word
item_72,Item72,item,word
item_73,Item73,item,word
item_74,Item74,item,word
item_75,Item75,item,word
item_76,Item76,item,word
item_77,Item77,item,word
item_78,Item78,item,word
item_79,Item79,item,word
item_80,Item80,item,word
item_81,Item81,item,word
item_82,Item82,item,word
item_83,Item83,item,word
item_84,Item84,item,word
item_85,Item85,item,word
item_86,Item86,item,word
item_87,Item87,item,word
item_88,Item88,item,word
item_89,Item89,item,word
item_90,Item90,item,word
item_91,Item91,item,word
item_92,Item92,item,word
item_93,Item93,item,word
item_94,Item94,item,word
item_95,Item95,item,word
item_96,Item96,item,word
item_97,Item97,item,word
item_98,Item98,item,word
item_99,Item99,item,word
item_100,Item100,item,word
item_101,Item101,item,word
item_102,Item102,item,word
item_103,Item103,item,word
item_104,Item104,item,word
item_105,Item105,item,word
item_106,Item106,item,word
item_107,Item107,item,word
item_108,Item108,item,word
item_109,Item109,item,word
item_110,Item110,item,word
item_111,Item111,item,word
item_112,Item112,item,word
item_113,Item113,item,word
item_114,Item114,item,word
item_115,Item115,item,word
item_116,Item116,item,word
item_117,Item117,item,word
item_118,Item118,item,word
item_119,Item119,item,word
item_120,Item120,item,word
item_121,Item121,item,word
item_122,Item122,item,word
item_123,Item123,item,word
item_124,Item124,item,word
item_125,Item125,item,word
item_126,Item126,item,word
item_127,Item127,item,word
item_128,Item128,item,word
item_129,Item129,item,word
item_130,Item130,item,word
item_131,Item131,item,word
item_132,Item132,item,word
item_133,Item133,item,word
item_134,Item134,item,word
item_135,Item135,item,word
item_136,Item136,item,word
item_137,Item137,item,word
item_138,Item138,item,word
item_139,Item139,item,word
item_140,Item140,item,word
item_141,Item141,item,word
item_142,Item142,item,word
item_143,Item143,item,word
item_144,Item144,item,word
item_145,Item145,item,word
item_146,Item146,item,word
item_147,Item147,item,word
item_148,Item148,item,word
item_149,Item149,item,word
item_150,Item150,item,word
item_151,Item151,item,word
item_152,Item152,item,word
item_153,Item153,item,word
item_154,Item154,item,word
item_155,Item155,item,word
item_156,Item156,item,word
