sub,age,sex,sib,bir,way,con,wei,dis,filler_r,mot_age,mot_edu,fat_age,fat_edu,fam,inc,d01_01u,d01_02u,d01_03u,d01_04u,d01_05u,d01_06u,d01_07u,d01_08u,d01_09u,d01_10u,d01_11u,d01_12u,d01_13u,d01_14u,d01_15u,d01_16u,d01_17u,d01_18u,d01_19u,d01_20u,d01_21u,d01_22u,d01_23u,d01_24u,d01_25u,d01_26u,d01_27u,d01_28u,d01_29u,d01_30u,d02_01u,d02_02u,d02_03u,d02_04u,d02_05u,d02_06u,d02_07u,d02_08u,d02_09u,d02_10u,d02_11u,d02_12u,d02_13u,d02_14u,d02_15u,d02_16u,d02_17u,d02_18u,d02_19u,d02_20u,d03_01u,d03_02u,d03_03u,d03_04u,d03_05u,d03_06u,d03_07u,d03_08u,d03_09u,d03_10u,d04_01u,d04_02u,d04_03u,d04_04u,d04_05u,d04_06u,d04_07u,d04_08u,d04_09u,d04_10u,d04_11u,d04_12u,d04_13u,d04_14u,d04_15u,d04_16u,d04_17u,d04_18u,d04_19u,d04_20u,d04_21u,d04_22u,d04_23u,d04_24u,d04_25u,d04_26u,d04_27u,d04_28u,d04_29u,d04_30u,d04_31u,d04_32u,d04_33u,d04_34u,d04_35u,d05_01u,d05_02u,d05_03u,d05_04u,d05_05u,d05_06u,d05_07u,d05_08u,d05_09u,d05_10u,d05_11u,d05_12u,d05_13u,d05_14u,d05_15u,d05_16u,d06_01u,d06_02u,d06_03u,d06_04u,d06_05u,d06_06u,d06_07u,d06_08u,d06_09u,d06_10u,d06_11u,d07_01u,d07_02u,d07_03u,d07_04u,d07_05u,d07_06u,d07_07u,d07_08u,d07_09u,d07_10u,d07_11u,d07_12u,d07_13u,d07_14u,d07_15u,d07_16u,d07_17u,d07_18u,d07_19u,d07_20u,d07_21u,d07_22u,d07_23u,d07_24u,d07_25u,d07_26u,d07_27u,d07_28u,d07_29u,d07_30u,d07_31u,d07_32u,d08_01u,d08_02u,d08_03u,d08_04u,d08_05u,d08_06u,d08_07u,d08_08u,d08_09u,d08_10u,d08_11u,d08_12u,d08_13u,d08_14u,d08_15u,d08_16u,d09_01u,d09_02u,d09_03u,d09_04u,d09_05u,d09_06u,d09_07u,d09_08u,d09_09u,d09_10u,d09_11u,d09_12u,d09_13u,d09_14u,d09_15u,d09_16u,d09_17u,d09_18u,d09_19u,d10_01u,d10_02u,d10_03u,d10_04u,d10_05u,d10_06u,d10_07u,d10_08u,d10_09u,d10_10u,d10_11u,d10_12u,d10_13u,d10_14u,d10_15u,d10_16u,d10_17u,d10_18u,d10_19u,d10_20u,d10_21u,d10_22u,d11_01u,d11_02u,d11_03u,d11_04u,d11_05u,d11_06u,d11_07u,d11_08u,d11_09u,d11_10u,d11_11u,d11_12u,d11_13u,d11_14u,d11_15u,d11_16u,d11_17u,d11_18u,d11_19u,d11_20u,d11_21u,d11_22u,d11_23u,d11_24u,d11_25u,d11_26u,d11_27u,d11_28u,d12_01u,d12_02u,d12_03u,d12_04u,d13_01u,d13_02u,d13_03u,d13_04u,d13_05u,d13_06u,d13_07u,d13_08u,d13_09u,d13_10u,d13_11u,d14_01u,d14_02u,d14_03u,d14_04u,d14_05u,d14_06u,d14_07u,d14_08u,d14_09u,d14_10u,d14_11u,d14_12u,d14_13u,d14_14u,d14_15u,d14_16u,d14_17u,d14_18u,d14_19u,d14_20u,d14_21u,d14_22u,d14_23u,d14_24u,d14_25u,d14_26u,d14_27u,d14_28u,d14_29u,d14_30u,d14_31u,d14_32u,d14_33u,d14_34u,d14_35u,d14_36u,d14_37u,d14_38u,d14_39u,d14_40u,d14_41u,d14_42u,d14_43u,d14_44u,d14_45u,d14_46u,d14_47u,d14_48u,d14_49u,d14_50u,d14_51u,d14_52u,d14_53u,d14_54u,d14_55u,d14_56u,d14_57u,d14_58u,d14_59u,d15_01u,d15_02u,d15_03u,d15_04u,d15_05u,d15_06u,d15_07u,d15_08u,d15_09u,d15_10u,d15_11u,d15_12u,d15_13u,d15_14u,d15_15u,d15_16u,d15_17u,d15_18u,d15_19u,d15_20u,d15_21u,d15_22u,d15_23u,d15_24u,d15_25u,d15_26u,d15_27u,d15_28u,d15_29u,d16_01u,d16_02u,d16_03u,d16_04u,d16_05u,d16_06u,d17_01u,d17_02u,d17_03u,d17_04u,d17_05u,d17_06u,d01_01p,d01_02p,d01_03p,d01_04p,d01_05p,d01_06p,d01_07p,d01_08p,d01_09p,d01_10p,d01_11p,d01_12p,d01_13p,d01_14p,d01_15p,d01_16p,d01_17p,d01_18p,d01_19p,d01_20p,d01_21p,d01_22p,d01_23p,d01_24p,d01_25p,d01_26p,d01_27p,d01_28p,d01_29p,d01_30p,d02_01p,d02_02p,d02_03p,d02_04p,d02_05p,d02_06p,d02_07p,d02_08p,d02_09p,d02_10p,d02_11p,d02_12p,d02_13p,d02_14p,d02_15p,d02_16p,d02_17p,d02_18p,d02_19p,d02_20p,d03_01p,d03_02p,d03_03p,d03_04p,d03_05p,d03_06p,d03_07p,d03_08p,d03_09p,d03_10p,d04_01p,d04_02p,d04_03p,d04_04p,d04_05p,d04_06p,d04_07p,d04_08p,d04_09p,d04_10p,d04_11p,d04_12p,d04_13p,d04_14p,d04_15p,d04_16p,d04_17p,d04_18p,d04_19p,d04_20p,d04_21p,d04_22p,d04_23p,d04_24p,d04_25p,d04_26p,d04_27p,d04_28p,d04_29p,d04_30p,d04_31p,d04_32p,d04_33p,d04_34p,d04_35p,d05_01p,d05_02p,d05_03p,d05_04p,d05_05p,d05_06p,d05_07p,d05_08p,d05_09p,d05_10p,d05_11p,d05_12p,d05_13p,d05_14p,d05_15p,d05_16p,d06_01p,d06_02p,d06_03p,d06_04p,d06_05p,d06_06p,d06_07p,d06_08p,d06_09p,d06_10p,d06_11p,d07_01p,d07_02p,d07_03p,d07_04p,d07_05p,d07_06p,d07_07p,d07_08p,d07_09p,d07_10p,d07_11p,d07_12p,d07_13p,d07_14p,d07_15p,d07_16p,d07_17p,d07_18p,d07_19p,d07_20p,d07_21p,d07_22p,d07_23p,d07_24p,d07_25p,d07_26p,d07_27p,d07_28p,d07_29p,d07_30p,d07_31p,d07_32p,d08_01p,d08_02p,d08_03p,d08_04p,d08_05p,d08_06p,d08_07p,d08_08p,d08_09p,d08_10p,d08_11p,d08_12p,d08_13p,d08_14p,d08_15p,d08_16p,d09_01p,d09_02p,d09_03p,d09_04p,d09_05p,d09_06p,d09_07p,d09_08p,d09_09p,d09_10p,d09_11p,d09_12p,d09_13p,d09_14p,d09_15p,d09_16p,d09_17p,d09_18p,d09_19p,d10_01p,d10_02p,d10_03p,d10_04p,d10_05p,d10_06p,d10_07p,d10_08p,d10_09p,d10_10p,d10_11p,d10_12p,d10_13p,d10_14p,d10_15p,d10_16p,d10_17p,d10_18p,d10_19p,d10_20p,d10_21p,d10_22p,d11_01p,d11_02p,d11_03p,d11_04p,d11_05p,d11_06p,d11_07p,d11_08p,d11_09p,d11_10p,d11_11p,d11_12p,d11_13p,d11_14p,d11_15p,d11_16p,d11_17p,d11_18p,d11_19p,d11_20p,d11_21p,d11_22p,d11_23p,d11_24p,d11_25p,d11_26p,d11_27p,d11_28p,d12_01p,d12_02p,d12_03p,d12_04p,d13_01p,d13_02p,d13_03p,d13_04p,d13_05p,d13_06p,d13_07p,d13_08p,d13_09p,d13_10p,d13_11p,d14_01p,d14_02p,d14_03p,d14_04p,d14_05p,d14_06p,d14_07p,d14_08p,d14_09p,d14_10p,d14_11p,d14_12p,d14_13p,d14_14p,d14_15p,d14_16p,d14_17p,d14_18p,d14_19p,d14_20p,d14_21p,d14_22p,d14_23p,d14_24p,d14_25p,d14_26p,d14_27p,d14_28p,d14_29p,d14_30p,d14_31p,d14_32p,d14_33p,d14_34p,d14_35p,d14_36p,d14_37p,d14_38p,d14_39p,d14_40p,d14_41p,d14_42p,d14_43p,d14_44p,d14_45p,d14_46p,d14_47p,d14_48p,d14_49p,d14_50p,d14_51p,d14_52p,d14_53p,d14_54p,d14_55p,d14_56p,d14_57p,d14_58p,d14_59p,d15_01p,d15_02p,d15_03p,d15_04p,d15_05p,d15_06p,d15_07p,d15_08p,d15_09p,d15_10p,d15_11p,d15_12p,d15_13p,d15_14p,d15_15p,d15_16p,d15_17p,d15_18p,d15_19p,d15_20p,d15_21p,d15_22p,d15_23p,d15_24p,d15_25p,d15_26p,d15_27p,d15_28p,d15_29p,d16_01p,d16_02p,d16_03p,d16_04p,d16_05p,d16_06p,d17_01p,d17_02p,d17_03p,d17_04p,d17_05p,d17_06p
0001,16,2,0,1,1,1,3270,0,1,39,14,44,16,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0002,16,2,0,1,2,1,3100,0,1,33,16,32,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0003,16,2,0,1,2,3,3960,0,1,31,16,32,16,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0004,16,2,1,2,1,1,3200,0,1,40,18,42,18,3,5,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0005,16,2,0,1,1,1,2979,1,1,42,14,42,14,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0006,16,2,1,2,2,1,2750,0,1,28,12,28,9,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
