itemID,category,item,definition,choices,type,gloss,uni_lemma
item_163,clothing,villatakki,villatakki,produces,word,cardigan,sweater
item_164,clothing,yöpuku,yöpuku,produces,word,pyjamas,pajamas
item_165,body_parts,hammas,hammas,produces,word,tooth,tooth
item_166,body_parts,huulet,huulet,produces,word,lips,lip
item_167,body_parts,kasvot,kasvot,produces,word,face,face
item_168,body_parts,korva,korva,produces,word,ear,ear
item_169,body_parts,leuka,leuka,produces,word,chin,chin
item_170,body_parts,nenä,nenä,produces,word,nose,nose
item_171,body_parts,pimppi,pimppi,produces,word,wea wea,vagina
item_172,body_parts,polvi,polvi,produces,word,knee,knee
item_173,body_parts,pylly,pylly,produces,word,bum,butt
item_174,body_parts,silmä,silmä,produces,word,eye,eye
item_175,body_parts,suu,suu,produces,word,mouth,mouth
item_176,body_parts,varvas,varvas,produces,word,toe,toe
item_177,body_parts,hiukset,hiukset,produces,word,hair,hair
item_178,body_parts,jalka,jalka,produces,word,foot,foot
item_179,body_parts,kieli,kieli,produces,word,tongue,tongue
item_180,body_parts,käsi,käsi,produces,word,hand,hand
item_181,body_parts,napa,napa,produces,word,bellybutton,belly button
item_182,body_parts,olkapää,olkapää,produces,word,shoulder,shoulder
item_183,body_parts,pippeli,pippeli,produces,word,willy,penis
item_184,body_parts,poski,poski,produces,word,cheek,cheek
item_185,body_parts,pää,pää,produces,word,head,head
item_186,body_parts,sormi,sormi,produces,word,finger,finger
item_187,body_parts,tissi,tissi,produces,word,boob,breast
item_188,body_parts,vatsa/maha,vatsa/maha,produces,word,stomach,tummy
item_189,furniture_rooms,amme,amme,produces,word,bathtub,bathtub
item_190,furniture_rooms,eteinen,eteinen,produces,word,corridor,corridor
item_191,furniture_rooms,jääkaappi,jääkaappi,produces,word,fridge,refrigerator
item_192,furniture_rooms,katto,katto,produces,word,ceiling,ceiling
item_193,furniture_rooms,keittiö,keittiö,produces,word,kitchen,kitchen
item_194,furniture_rooms,kylpyhuone,kylpyhuone,produces,word,bathroom,bathroom
item_195,furniture_rooms,makuuhuone,makuuhuone,produces,word,bedroom,bedroom
item_196,furniture_rooms,autotalli,autotalli,produces,word,garage,garage
item_197,furniture_rooms,ikkuna,ikkuna,produces,word,window,window
item_198,furniture_rooms,kaappi,kaappi,produces,word,closet,closet
item_199,furniture_rooms,keinutuoli,keinutuoli,produces,word,rocking chair,rocking chair
item_200,furniture_rooms,kuisti,kuisti,produces,word,porch,porch
item_201,furniture_rooms,lattia,lattia,produces,word,floor,floor
item_202,furniture_rooms,nojatuoli,nojatuoli,produces,word,armchair,armchair
item_203,furniture_rooms,olohuone,olohuone,produces,word,livingroom,living room
item_204,furniture_rooms,parveke,parveke,produces,word,balcony,balcony
item_205,furniture_rooms,portaat,portaat,produces,word,stairs,stairs
item_206,furniture_rooms,pöytä,pöytä,produces,word,table,table
item_207,furniture_rooms,sauna,sauna,produces,word,sauna,sauna
item_208,furniture_rooms,suihku,suihku,produces,word,shower,shower
item_209,furniture_rooms,sänky,sänky,produces,word,bed,bed
item_210,furniture_rooms,tiskipöytä,tiskipöytä,produces,word,sink,sink
item_211,furniture_rooms,uuni,uuni,produces,word,oven,oven
item_212,furniture_rooms,ovi,ovi,produces,word,door,door
item_213,furniture_rooms,pesukone,pesukone,produces,word,washing machine,washing machine
item_214,furniture_rooms,pölynimuri,pölynimuri,produces,word,hoover,vacuum
item_215,furniture_rooms,radio,radio,produces,word,radio,radio
item_216,furniture_rooms,sohva,sohva,produces,word,sofa,couch
item_217,furniture_rooms,syöttötuoli,syöttötuoli,produces,word,highchair,high chair
item_218,furniture_rooms,televisio,televisio,produces,word,tv,TV
item_219,furniture_rooms,tuoli,tuoli,produces,word,chair,chair
item_220,furniture_rooms,vessa,vessa,produces,word,toilet,bathroom
item_221,household,avaimet,avaimet,produces,word,keys,key
item_222,household,hammasharja,hammasharja,produces,word,toothbrush,toothbrush
item_223,household,kamera,kamera,produces,word,camera,camera
item_224,household,kannu,kannu,produces,word,jug,jug
item_225,household,kello,kello,produces,word,clock,clock
item_226,household,kortti,kortti,produces,word,card,card
item_227,household,kuppi,kuppi,produces,word,cup,cup
item_228,household,lamppu,lamppu,produces,word,lamp,lamp
item_229,household,laukku,laukku,produces,word,bag,bag
item_230,household,liima,liima,produces,word,glue,glue (object)
item_231,household,lusikka,lusikka,produces,word,spoon,spoon
item_232,household,maljakko,maljakko,produces,word,vase,vase
item_233,household,naula,naula,produces,word,nail,nail (object)
item_234,household,paperi,paperi,produces,word,paper,paper
item_235,household,peitto,peitto,produces,word,blanket,blanket
item_236,household,potta,potta,produces,word,potty,potty
item_237,household,pullo,pullo,produces,word,bottle,bottle
item_238,household,raha,raha,produces,word,money,money
item_239,household,roska,roska,produces,word,rubbish,trash
item_240,household,sakset,sakset,produces,word,scissors,scissors
item_241,household,silmälasit,silmälasit,produces,word,eyeglasses,glasses
item_242,household,tutti,tutti,produces,word,pacifier,pacifier
item_243,household,valokuva,valokuva,produces,word,photograph,photo
item_244,household,veitsi,veitsi,produces,word,knife,knife
item_245,household,haarukka,haarukka,produces,word,fork,fork
item_246,household,harja,harja,produces,word,brush,brush (object)
item_247,household,kampa,kampa,produces,word,comb,comb (object)
item_248,household,kattila,kattila,produces,word,pot,pot
item_249,household,kori,kori,produces,word,basket,basket
item_250,household,kukkaruukku,kukkaruukku,produces,word,flowerpot,flower pot
item_251,household,laatikko,laatikko,produces,word,box,box
item_252,household,lasi,lasi,produces,word,glass,glass
item_253,household,lautanen,lautanen,produces,word,plate,plate
item_254,household,liina,liina,produces,word,cloth,cloth
item_255,household,lääke,lääke,produces,word,medicine,medicine
item_256,household,matto,matto,produces,word,carpet,carpet
item_257,household,ovikello,ovikello,produces,word,doorbell,doorbell
item_258,household,peili,peili,produces,word,mirror,mirror
item_259,household,pesusieni,pesusieni,produces,word,sponge,sponge
item_260,household,puhelin,puhelin,produces,word,telephone,telephone
item_261,household,pyyhe,pyyhe,produces,word,towel,towel
item_262,household,rasva,rasva,produces,word,cream,lotion
item_263,household,saippua,saippua,produces,word,soap,soap
item_264,household,sateenvarjo,sateenvarjo,produces,word,umbrella,umbrella
item_265,household,taulu,taulu,produces,word,painting,painting
item_266,household,tyyny,tyyny,produces,word,pillow,pillow
item_267,household,vasara,vasara,produces,word,hammer,hammer
item_268,household,verho,verho,produces,word,curtain,curtain
item_269,outside,aurinko,aurinko,produces,word,sun,sun
item_270,outside,hiekka,hiekka,produces,word,sand,sand
item_271,outside,huoltoasema,huoltoasema,produces,word,gas station,gas station
item_272,outside,eläintarha,eläintarha,produces,word,zoo,zoo
item_273,outside,hiekkalaatikko,hiekkalaatikko,produces,word,sandbox,sandbox
item_274,outside,juhlat,juhlat,produces,word,party,party
item_275,outside,jää,jää,produces,word,ice,ice
item_276,outside,kauppa,kauppa,produces,word,shop,store
item_277,outside,kesämökki,kesämökki,produces,word,summer cottage,cabin
item_278,outside,kivi,kivi,produces,word,stone,stone
item_279,outside,koulu,koulu,produces,word,school,school
item_280,outside,kuu,kuu,produces,word,moon,moon
item_281,outside,lippu,lippu,produces,word,flag,flag
item_282,outside,lumi,lumi,produces,word,snow,snow
item_283,outside,lätäkkö,lätäkkö,produces,word,puddle,puddle
item_284,outside,piha,piha,produces,word,yard,yard
item_285,outside,puisto,puisto,produces,word,garden,park
item_286,outside,päiväkoti,päiväkoti,produces,word,day care center,nursery
item_287,outside,retki,retki,produces,word,picnic,picnic
item_288,outside,sade,sade,produces,word,rain,rain
item_289,outside,talo,talo,produces,word,house,house
item_290,outside,työpaikka,työpaikka,produces,word,workplace,work (place)
item_291,outside,katu,katu,produces,word,street,street
item_292,outside,keinu,keinu,produces,word,swing,swing (object)
item_293,outside,kirkko,kirkko,produces,word,church,church
item_294,outside,koti,koti,produces,word,home,home
item_295,outside,kukka,kukka,produces,word,flower,flower
item_296,outside,leikkipuisto,leikkipuisto,produces,word,playground,playground
item_297,outside,liukumäki,liukumäki,produces,word,slide,slide (object)
item_298,outside,lumiukko,lumiukko,produces,word,snowman,snowman
item_299,outside,metsä,metsä,produces,word,forest,forest
item_300,outside,posti,posti,produces,word,post,post office
item_301,outside,puu,puu,produces,word,tree,tree
item_302,outside,ranta,ranta,produces,word,shore,beach
item_303,outside,ruoho,ruoho,produces,word,grass,grass
item_304,outside,taivas,taivas,produces,word,sky,sky
item_305,outside,tuuli,tuuli,produces,word,wind,wind
item_306,outside,tähti,tähti,produces,word,star,star
item_307,people,eno,eno,produces,word,maternal uncle,uncle
item_308,people,ihminen,ihminen,produces,word,human being,person
item_309,people,kaveri,kaveri,produces,word,friend,friend
item_310,people,lapsi,lapsi,produces,word,child,child
item_311,people,mies,mies,produces,word,man,man
item_312,people,nainen,nainen,produces,word,woman,woman
item_313,people,opettaja,opettaja,produces,word,teacher,teacher
item_314,people,pappa/ukki,pappa/ukki,produces,word,grandfather,grandpa
item_315,people,poliisi,poliisi,produces,word,police,police
item_316,people,sisko,sisko,produces,word,sister,sister
item_317,people,täti,täti,produces,word,aunt,aunt
item_318,people,veli,veli,produces,word,brother,brother
item_319,people,hoitotäti,hoitotäti,produces,word,childminder,babysitter
item_320,people,isä,isä,produces,word,father,daddy
item_321,people,lapsenvahti,lapsenvahti,produces,word,babysitter,babysitter
item_322,people,lääkäri,lääkäri,produces,word,doctor,doctor
item_323,people,mummo/mummi,mummo/mummi,produces,word,grandmother,grandma
item_324,people,oma nimi,oma nimi,produces,word,ownname,child's own name
item_325,people,palomies,palomies,produces,word,fireman,firefighter
item_326,people,poika,poika,produces,word,boy,boy
item_327,people,setä,setä,produces,word,uncle,uncle
item_328,people,tyttö,tyttö,produces,word,girl,girl
item_329,people,vauva,vauva,produces,word,baby,baby
item_330,people,äiti,äiti,produces,word,mother,mommy
item_331,games_routines,aamupala,aamupala,produces,word,breakfast,breakfast
item_332,games_routines,hei hei,hei hei,produces,word,bye,bye
item_333,games_routines,kakka,kakka,produces,word,poop,poop
item_334,games_routines,kyllä,kyllä,produces,word,yes,yes
item_335,games_routines,käydä ostoksilla,käydä ostoksilla,produces,word,on shopping,shopping
item_336,games_routines,mennä nukkumaan,mennä nukkumaan,produces,word,to sleep,NA
item_337,games_routines,näin iso,näin iso,produces,word,this big,so big
item_338,games_routines,ole hyvä,ole hyvä,produces,word,please,please
item_339,games_routines,ei,ei,produces,word,no,no
item_340,games_routines,hyvää yötä,hyvää yötä,produces,word,good night,good night
item_341,games_routines,kiitos,kiitos,produces,word,thank you,thank you
item_342,games_routines,kylpy,kylpy,produces,word,bath,bath
item_343,games_routines,loppu,loppu,produces,word,end,all done
item_344,games_routines,mennä potalle,mennä potalle,produces,word,to potty,go potty
item_345,games_routines,odota,odota,produces,word,wait,wait
item_346,games_routines,piiloon,piiloon,produces,word,to hiding place,hide and seek
item_347,games_routines,pissa,pissa,produces,word,pee,pee
item_348,games_routines,päivää,päivää,produces,word,hello,hello
item_349,games_routines,välipala,välipala,produces,word,snack,snack
item_350,games_routines,päiväunet,päiväunet,produces,word,nap,nap
item_351,games_routines,terve!,terve!,produces,word,hi,hi
item_352,action_words,älä [don´t],älä [don´t],produces,word,don't,don't
item_353,action_words,ajaa,ajaa,produces,word,drive,drive
item_354,action_words,aukaista,aukaista,produces,word,open (action),open (action)
item_355,action_words,hakea,hakea,produces,word,fetch,fetch
item_356,action_words,haluta,haluta,produces,word,want,want
item_357,action_words,heittää,heittää,produces,word,throw,throw
item_358,action_words,huutaa,huutaa,produces,word,shout,shout
item_359,action_words,hypätä,hypätä,produces,word,jump,jump
item_360,action_words,istua,istua,produces,word,sit,sit
item_361,action_words,juoda,juoda,produces,word,drink,drink (action)
item_362,action_words,kaataa,kaataa,produces,word,pour,pour
item_363,action_words,katsoa,katsoa,produces,word,look,look
item_364,action_words,keittää,keittää,produces,word,boil,boil
item_365,action_words,kiirehtiä,kiirehtiä,produces,word,hurry,hurry
item_366,action_words,kirjoittaa,kirjoittaa,produces,word,write,write
item_367,action_words,koputtaa,koputtaa,produces,word,knock,knock
item_368,action_words,koskettaa,koskettaa,produces,word,touch,touch
item_369,action_words,kutittaa,kutittaa,produces,word,tickle,tickle
item_370,action_words,kävellä,kävellä,produces,word,walk,walk
item_371,action_words,lakaista,lakaista,produces,word,sweep,sweep
item_372,action_words,laulaa,laulaa,produces,word,sing,sing
item_373,action_words,leikkiä,leikkiä,produces,word,play,play
item_374,action_words,lopettaa,lopettaa,produces,word,stop,stop
item_375,action_words,lukea,lukea,produces,word,read,read
item_376,action_words,lähteä,lähteä,produces,word,leave,leave
item_377,action_words,maalata,maalata,produces,word,paint,paint (action)
item_378,action_words,maistaa,maistaa,produces,word,taste,taste
item_379,action_words,nauraa,nauraa,produces,word,laugh,laugh
item_380,action_words,nukkua,nukkua,produces,word,sleep,sleep
item_381,action_words,ostaa,ostaa,produces,word,buy,buy
item_382,action_words,ottaa,ottaa,produces,word,take,take
item_383,action_words,peittää,peittää,produces,word,cover,cover (action)
item_384,action_words,pestä,pestä,produces,word,wash,wash
item_385,action_words,piirtää,piirtää,produces,word,draw,draw
item_386,action_words,pitää kiinni,pitää kiinni,produces,word,hold,hold
item_387,action_words,potkaista,potkaista,produces,word,kick,kick
item_388,action_words,pudottaa,pudottaa,produces,word,drop,drop
item_389,action_words,puhua,puhua,produces,word,talk,speak
item_390,action_words,purra,purra,produces,word,bite,bite
item_391,action_words,pyöriä,pyöriä,produces,word,roll,roll (action)
item_392,action_words,antaa,antaa,produces,word,give,give
item_393,action_words,auttaa,auttaa,produces,word,help,help
item_394,action_words,halata,halata,produces,word,hug,hug
item_395,action_words,heiluttaa,heiluttaa,produces,word,wave,wave
item_396,action_words,hiihtää,hiihtää,produces,word,ski,ski (action)
item_397,action_words,hymyillä,hymyillä,produces,word,smile,smile
item_398,action_words,irvistää,irvistää,produces,word,grin,smile
item_399,action_words,itkeä,itkeä,produces,word,cry,cry
item_400,action_words,juosta,juosta,produces,word,run,run
item_401,action_words,kaatua,kaatua,produces,word,fall,fall
item_402,action_words,keinua,keinua,produces,word,sway,swing (action)
item_403,action_words,kiinnittää,kiinnittää,produces,word,fasten,fix
item_404,action_words,kiivetä,kiivetä,produces,word,climb,climb
item_405,action_words,kiusata,kiusata,produces,word,tease,tease
item_406,action_words,korjata,korjata,produces,word,fix,fix
item_407,action_words,kuivata,kuivata,produces,word,dry,dry (action)
item_408,action_words,kuunnella,kuunnella,produces,word,listen,listen
item_409,action_words,laittaa,laittaa,produces,word,put,put
item_410,action_words,laskea mäkeä,laskea mäkeä,produces,word,glide,sled (action)
item_411,action_words,leikata,leikata,produces,word,cut,cut
item_412,action_words,leipoa,leipoa,produces,word,bake,bake
item_413,action_words,luistella,luistella,produces,word,skate,skate (action)
item_414,action_words,lyödä,lyödä,produces,word,hit,hit
item_415,action_words,löytää,löytää,produces,word,find,find
item_416,action_words,mahtua,mahtua,produces,word,fit,fit
item_417,action_words,mennä,mennä,produces,word,go,go
item_418,action_words,niistää,niistää,produces,word,blow,blow
item_419,action_words,odottaa,odottaa,produces,word,wait for,wait
item_420,action_words,ottaa kiinni,ottaa kiinni,produces,word,catch,catch
item_421,action_words,painaa,painaa,produces,word,press,press
item_422,action_words,pelata,pelata,produces,word,to play,play
item_423,action_words,piilottaa,piilottaa,produces,word,hide,hide
item_424,action_words,pitää hyvänä,pitää hyvänä,produces,word,caress,caress
item_425,action_words,poimia,poimia,produces,word,pick,pick
item_426,action_words,pudota,pudota,produces,word,fall down,fall
item_427,action_words,puhaltaa,puhaltaa,produces,word,blow on,blow
item_428,action_words,pukea,pukea,produces,word,get dressed,dress (action)
item_429,action_words,pysähtyä,pysähtyä,produces,word,pause,stop
item_430,action_words,rakentaa,rakentaa,produces,word,build,build
item_431,action_words,ratsastaa,ratsastaa,produces,word,ride,ride
item_432,action_words,repiä,repiä,produces,word,tear,tear
item_433,action_words,rikkoa,rikkoa,produces,word,break,break
item_434,action_words,saada,saada,produces,word,get,get
item_435,action_words,seisoa,seisoa,produces,word,stand,stand
item_436,action_words,silittää,silittää,produces,word,pet,pet (action)
item_437,action_words,sulkea,sulkea,produces,word,close,close
item_438,action_words,syödä,syödä,produces,word,eat,eat
item_439,action_words,tanssia,tanssia,produces,word,dance,dance
item_440,action_words,tehdä,tehdä,produces,word,make,make
item_441,action_words,työntää,työntää,produces,word,push,push
item_442,action_words,uida,uida,produces,word,swim,swim
item_443,action_words,vetää,vetää,produces,word,pull,pull
item_444,action_words,vilkuttaa,vilkuttaa,produces,word,wink,wink
item_445,action_words,ravistaa,ravistaa,produces,word,shake,shake
item_446,action_words,riisua,riisua,produces,word,take off,remove
item_447,action_words,roiskuttaa,roiskuttaa,produces,word,splatter,splash
item_448,action_words,sanoa,sanoa,produces,word,say,say
item_449,action_words,siivota,siivota,produces,word,clean up,clean (action)
item_450,action_words,soittaa,soittaa,produces,word,ring,call
item_451,action_words,suukottaa,suukottaa,produces,word,kiss,kiss
item_452,action_words,syöttää,syöttää,produces,word,feed,feed
item_453,action_words,taputtaa,taputtaa,produces,word,clap,clap
item_454,action_words,tuoda,tuoda,produces,word,bring,bring
item_455,action_words,törmätä,törmätä,produces,word,crash,crash
item_456,action_words,valvoa,valvoa,produces,word,stay up,NA
item_457,action_words,viedä,viedä,produces,word,carry,carry
item_458,action_words,yskittää,yskittää,produces,word,cough,cough
item_459,time_words,aamu,aamu,produces,word,morning,morning
item_460,time_words,ennen,ennen,produces,word,before,before
item_461,time_words,ilta,ilta,produces,word,evening,evening
item_462,time_words,myöhemmin,myöhemmin,produces,word,later,later
item_463,time_words,pian,pian,produces,word,soon,soon
item_464,time_words,tänään,tänään,produces,word,today,today
item_465,time_words,eilen,eilen,produces,word,yesterday,yesterday
item_466,time_words,huomenna,huomenna,produces,word,tomorrow,tomorrow
item_467,time_words,jälkeen,jälkeen,produces,word,after,after
item_468,time_words,nyt,nyt,produces,word,now,now
