field,column,group,type
study_id,participantid,child,study_id
sex,gender,child,sex
birth_order,border,child,birth_order
mom_ed,mothered,child,mom_ed
,language,,
,cdiform,,
,cdiage,,
date_of_test,cdidate,admin,date_of_test
data_age,age_months,admin,data_age
,abajo,,word
,abeja,,word
,abrir,,word
,abuela,,word
,abuelo,,word
,acabarse,,word
,acerrin,,word
,adentro,,word
,adiosbye,,word
,afuera,,word
,agua,,word
,ahi,,word
,ahorita,,word
,albrpisc,,word
,allaalli,,word
,almohada,,word
,am,,word
,amarillo,,word
,animal,,word
,apagar,,word
,apurar,,word
,aquel,,word
,aquela,,word
,aqui,,word
,arana,,word
,arbol,,word
,ardilla,,word
,aretes,,word
,arriba,,word
,arroz,,word
,aspirdor,,word
,atole,,word
,atras,,word
,aventar,,word
,avion,,word
,ay,,word
,ayer,,word
,ayudar,,word
,azul,,word
,babera,,word
,bacinica,,word
,bailar,,word
,bano,,word
,barco,,word
,basura,,word
,bebe,,word
,beemee,,word
,besitos,,word
,biciclet,,word
,bigote,,word
,boca,,word
,bolsa,,word
,bonita,,word
,borrego,,word
,botas,,word
,botlmaml,,word
,boton,,word
,brazos,,word
,brincar,,word
,buendias,,word
,buennoch,,word
,buho,,word
,burro,,word
,caballo,,word
,cabeza,,word
,cabra,,word
,cachete,,word
,caer,,word
,cafe,,word
,caja,,word
,cajon,,word
,calcetin,,word
,caliente,,word
,calle,,word
,calzon,,word
,cama,,word
,camibomb,,word
,caminar,,word
,camion,,word
,campo,,word
,cansado,,word
,cantar,,word
,cara,,word
,carne,,word
,carreola,,word
,carro,,word
,casa,,word
,cenar,,word
,cepidnte,,word
,cepillo,,word
,cereal,,word
,cerrar,,word
,chichi,,word
,chico,,word
,chile,,word
,chupete,,word
,cielo,,word
,cierre,,word
,cigarrs,,word
,cobija,,word
,cochera,,word
,cocina,,word
,collar,,word
,columpio,,word
,comer,,word
,comida,,word
,como,,word
,conejo,,word
,contento,,word
,correr,,word
,cosqlits,,word
,cuacua,,word
,cuadro,,word
,cual,,word
,cuarto,,word
,cuchara,,word
,cuchillo,,word
,cuidado,,word
,cuna,,word
,dar,,word
,de,,word
,decir,,word
,dedos,,word
,despues,,word
,desyunar,,word
,dia,,word
,dibujar,,word
,dientes,,word
,difernte,,word
,dificil,,word
,dinero,,word
,doler,,word
,dondesta,,word
,dormir,,word
,dulce,,word
,el1,,word
,el2,,word
,elefante,,word
,ella,,word
,ellas,,word
,ellos,,word
,empujar,,word
,en,,word
,encima,,word
,enfermo,,word
,enojado,,word
,ensenar,,word
,esa,,word
,esas,,word
,escalera,,word
,escoba,,word
,escribir,,word
,escuela,,word
,ese,,word
,eso,,word
,esos,,word
,espejo,,word
,esperse,,word
,esta,,word
,estar,,word
,estas,,word
,este,,word
,esto,,word
,estos,,word
,estrella,,word
,estufa,,word
,falda,,word
,familia,,word
,feo,,word
,fiesta,,word
,flor,,word
,fotos,,word
,frijoles,,word
,frio,,word
,fuchi,,word
,galleta,,word
,gallina,,word
,gato,,word
,globo,,word
,gracias,,word
,grande,,word
,guagua,,word
,guajolot,,word
,guapo,,word
,hacermem,,word
,hambre,,word
,helado,,word
,hermana,,word
,hermano,,word
,hippotmo,,word
,hola,,word
,hormiga,,word
,horno,,word
,hoy,,word
,huevo,,word
,iglstmpl,,word
,igual,,word
,ir,,word
,jabon,,word
,jamon,,word
,jardin,,word
,jirafa,,word
,jugar,,word
,jugo,,word
,juguete,,word
,la,,word
,lapiz,,word
,las,,word
,lavabo,,word
,lavar,,word
,le,,word
,leche,,word
,leer,,word
,lengua,,word
,lentes,,word
,leon,,word
,les,,word
,libro,,word
,limpio,,word
,llaves,,word
,lleno,,word
,llevar,,word
,llorar,,word
,lluvia,,word
,lo,,word
,lobo,,word
,los,,word
,luna,,word
,luz,,word
,madrina,,word
,maestra,,word
,malo,,word
,mama,,word
,manana,,word
,manos1,,word
,manos2,,word
,manzana,,word
,mariposa,,word
,martillo,,word
,mas,,word
,me,,word
,medicina,,word
,mesa,,word
,meterse,,word
,mia,,word
,mias,,word
,miau,,word
,miedo,,word
,mio,,word
,mios,,word
,mirar,,word
,mojarse,,word
,mono,,word
,morder,,word
,mosca,,word
,moto,,word
,mucho,,word
,muneca,,word
,muu,,word
,nada,,word
,nana,,word
,naranja,,word
,nariz,,word
,nieve,,word
,nina,,word
,nino,,word
,no,,word
,noche,,word
,nohay,,word
,nombrnin,,word
,nube,,word
,nuevo,,word
,ojitos,,word
,ojos,,word
,ombligo,,word
,orejas,,word
,oscuro,,word
,osito,,word
,oso,,word
,otravez,,word
,padrino,,word
,pajaro,,word
,paleta,,word
,pan,,word
,panal,,word
,pantalon,,word
,panza,,word
,papa,,word
,papel,,word
,para,,word
,parar,,word
,parque,,word
,pastel,,word
,pato,,word
,pegar,,word
,peinarse,,word
,peine,,word
,pelo,,word
,pelota,,word
,perro,,word
,persona,,word
,pesado,,word
,pescado1,,word
,piedra,,word
,piernas,,word
,pies,,word
,pijama,,word
,pinguino,,word
,pintar,,word
,piopio,,word
,pipi,,word
,planta,,word
,platano,,word
,plato,,word
,playa,,word
,playera,,word
,poco,,word
,poder,,word
,pollito,,word
,pollo,,word
,poner,,word
,porfavor,,word
,porque,,word
,prender,,word
,puerco,,word
,puerta,,word
,pum,,word
,qiqiriqi,,word
,que,,word
,querer,,word
,quesdila,,word
,queso,,word
,quien,,word
,radio,,word
,rana,,word
,raton,,word
,recamara,,word
,refrig,,word
,regadera,,word
,reloj,,word
,resbald,,word
,rodillas,,word
,rojo,,word
,romper,,word
,ropero,,word
,roto,,word
,sacar,,word
,sala,,word
,salchch,,word
,salud,,word
,se,,word
,secarse,,word
,sed,,word
,senor,,word
,senora,,word
,sentarse,,word
,ser,,word
,shhh,,word
,shorts,,word
,si,,word
,silla,,word
,soda,,word
,sofa,,word
,sol,,word
,sombrero,,word
,sopa,,word
,soplar,,word
,su,,word
,suave,,word
,subir,,word
,sucio,,word
,sueno,,word
,sueter,,word
,tambien,,word
,tambor,,word
,taza,,word
,te,,word
,techo,,word
,telefono,,word
,televisn,,word
,temprano,,word
,tenedor,,word
,tener,,word
,tengmant,,word
,tia,,word
,tienmerc,,word
,tigre,,word
,tijeras,,word
,tina,,word
,tio,,word
,tirar,,word
,toalla,,word
,tocar,,word
,todo,,word
,tomar,,word
,tortila,,word
,tortlita,,word
,tortuga,,word
,trabajar,,word
,trapo,,word
,tren,,word
,triste,,word
,tu,,word
,tutu,,word
,tuya,,word
,tuyas,,word
,tuyo,,word
,tuyos,,word
,un,,word
,una,,word
,unas,,word
,unodstrs,,word
,unos,,word
,uvas,,word
,vaca,,word
,vacio,,word
,vaso,,word
,vela,,word
,venado,,word
,ventana,,word
,ver,,word
,verde,,word
,vestido,,word
,viejo,,word
,ya,,word
,yo,,word
,zapato,,word
,zoologic,,word
,respnam,,
,respno,,
,abraboca,,
,avienbes,,
,avienpel,,
,aviental,,
,adios,,
,acostrlo,,
,sacalo,,
,sanasana,,
,sacude,,
,nomuevas,,
,nophrase,,
,notoques,,
,mira,,
,manoven,,
,manecoch,,
,manoalgo,,
,manadio,,
,limpcara,,
,aguaplnt,,
,aprilabi,,
,barrtrap,,
,bramostr,,
,bravo,,
,cabezno,,
,cabezsi,,
,cambpanl,,
,chuctene,,
,secacara,,
,secarair,,
,mecerarr,,
,escrbmaq,,
,escrplum,,
,levanten,,
,levhombr,,
,empucart,,
,empujcar,,
,muybien,,
,soplcali,,
,ssubst,,
,dndeguag,,
,dormhacr,,
,quiermas,,
,quileche,,
,reactmd,,
,ponesomb,,
,ponetele,,
,ponezapa,,
,ponecoll,,
,ponelent,,
,persigna,,
,peinpelo,,
,llavpuer,,
,lavadnto,,
,lavaplat,,
,juegcern,,
,juegesco,,
,juegleye,,
,juegtort,,
,juepntat,,
,gestoshh,,
,label,,
,hablarle,,
,hacedorm,,
,hacehoyo,,
,haceojit,,
,hacevuel,,
,pegamart,,
,peinarlo,,
,parate,,
,huelflor,,
,imitate,,
,darlbesi,,
,darlbotl,,
,darlcuch,,
,fumacig,,
,baila,,
,senala,,
,cuidfras,,
,damedale,,
,cosquita,,
,yafrase,,
,yllegopm,,
,tienhamb,,
,estquiet,,
,hazmojit,,
,vamanos,,
,ven,,
,sientate,,
,silencio,,
,taparlo,,
,tocainst,,
,tomataza,,
,traemeso,,
,tratdarl,,
,tratvest,,
,trponpan,,
