itemID,item,type,category,choices,uni_lemma,definition,gloss,complexity_category
item_566,a15_71,word,action_words,produces,,,forget,
item_567,a15_72,word,action_words,produces,,,pour,
item_568,a15_73,word,action_words,produces,,,tie,
item_569,a15_74,word,action_words,produces,,,push,
item_570,a15_75,word,action_words,produces,,,squat,
item_571,a15_76,word,action_words,produces,,,miss,
item_572,a15_77,word,action_words,produces,,,teach me,
item_573,a15_78,word,action_words,produces,,,pinch,
item_574,a15_79,word,action_words,produces,,,tear,
item_575,a15_80,word,action_words,produces,,,run,
item_576,a15_81,word,action_words,produces,,,slip,
item_577,a15_82,word,action_words,produces,,,hate,
item_578,a15_83,word,action_words,produces,,,count,
item_579,a15_84,word,action_words,produces,,,pack,
item_580,a15_85,word,action_words,produces,,,hide,
item_581,a15_86,word,action_words,produces,,,pull,
item_582,a15_87,word,action_words,produces,,,throw,
item_583,a15_88,word,action_words,produces,,,tell,
item_584,a15_89,word,action_words,produces,,,pinch,
item_585,a15_90,word,action_words,produces,,,hang,
item_586,a15_91,word,action_words,produces,,,to take apart,
item_587,a15_92,word,action_words,produces,,,swallow,
item_588,a15_93,word,action_words,produces,,,smell,
item_589,a15_94,word,action_words,produces,,,pretend,
item_590,a15_95,word,action_words,produces,,,note,
item_591,a15_96,word,action_words,produces,,,think,
item_592,a16_01,word,connecting_words,produces,,,and,
item_593,a16_02,word,connecting_words,produces,,,because,
item_594,a16_03,word,connecting_words,produces,,,but,
item_595,a16_04,word,connecting_words,produces,,,as soon as ….,
item_596,a16_05,word,connecting_words,produces,,,if,
item_597,a16_06,word,connecting_words,produces,,,so,
item_598,a16_07,word,connecting_words,produces,,,…and then,
item_599,a16_08,word,connecting_words,produces,,,then,
item_600,a17_01,word,descriptive_words,produces,,,hot,
item_601,a17_02,word,descriptive_words,produces,,,very hot,
item_602,a17_03,word,descriptive_words,produces,,,good,
item_603,a17_04,word,descriptive_words,produces,,,hurt,
item_604,a17_05,word,descriptive_words,produces,,,smelly,
item_605,a17_06,word,descriptive_words,produces,,,dirty,
item_606,a17_07,word,descriptive_words,produces,,,scared,
item_607,a17_08,word,descriptive_words,produces,,,dark,
item_608,a17_09,word,descriptive_words,produces,,,bright,
item_609,a17_10,word,descriptive_words,produces,,,wet,
item_610,a17_11,word,descriptive_words,produces,,,broken,
item_611,a17_12,word,descriptive_words,produces,,,cute,
item_612,a17_13,word,descriptive_words,produces,,,awake,
item_613,a17_14,word,descriptive_words,produces,,,pretty,
item_614,a17_15,word,descriptive_words,produces,,,high,
item_615,a17_16,word,descriptive_words,produces,,,thirsty,
item_616,a17_17,word,descriptive_words,produces,,,cold,
item_617,a17_18,word,descriptive_words,produces,,,smell good,
item_618,a17_19,word,descriptive_words,produces,,,yummy,
item_619,a17_20,word,descriptive_words,produces,,,hungry,
item_620,a17_21,word,descriptive_words,produces,,,full,
item_621,a17_22,word,descriptive_words,produces,,,careful,
item_622,a17_23,word,descriptive_words,produces,,,bad,
item_623,a17_24,word,descriptive_words,produces,,,sweet,
item_624,a17_25,word,descriptive_words,produces,,,sleepy,
item_625,a17_26,word,descriptive_words,produces,,,happy,
item_626,a17_27,word,descriptive_words,produces,,,clean,
item_627,a17_28,word,descriptive_words,produces,,,empty,
item_628,a17_29,word,descriptive_words,produces,,,naughty,
item_629,a17_30,word,descriptive_words,produces,,,heavy,
item_630,a17_31,word,descriptive_words,produces,,,spicy,
item_631,a17_32,word,descriptive_words,produces,,,red,
item_632,a17_33,word,descriptive_words,produces,,,big,
item_633,a17_34,word,descriptive_words,produces,,,little,
item_634,a17_35,word,descriptive_words,produces,,,circular,
item_635,a17_36,word,descriptive_words,produces,,,angry,
item_636,a17_37,word,descriptive_words,produces,,,triangular,
item_637,a17_38,word,descriptive_words,produces,,,sick,
item_638,a17_39,word,descriptive_words,produces,,,hard,
item_639,a17_40,word,descriptive_words,produces,,,same,
item_640,a17_41,word,descriptive_words,produces,,,sour,
item_641,a17_42,word,descriptive_words,produces,,,yellow,
item_642,a17_43,word,descriptive_words,produces,,,fast,
item_643,a17_44,word,descriptive_words,produces,,,tired,
item_644,a17_45,word,descriptive_words,produces,,,green,
item_645,a17_46,word,descriptive_words,produces,,,loud,
item_646,a17_47,word,descriptive_words,produces,,,blue,
item_647,a17_48,word,descriptive_words,produces,,,black,
item_648,a17_49,word,descriptive_words,produces,,,white,
item_649,a17_50,word,descriptive_words,produces,,,fine,
item_650,a17_51,word,descriptive_words,produces,,,long,
item_651,a17_52,word,descriptive_words,produces,,,awake,
item_652,a17_53,word,descriptive_words,produces,,,soft,
item_653,a17_54,word,descriptive_words,produces,,,sticky,
item_654,a17_55,word,descriptive_words,produces,,,slow,
item_655,a17_56,word,descriptive_words,produces,,,new,
item_656,a17_57,word,descriptive_words,produces,,,first,
item_657,a17_58,word,descriptive_words,produces,,,poor,
item_658,a17_59,word,descriptive_words,produces,,,yucky,
item_659,a17_60,word,descriptive_words,produces,,,bitter,
item_660,a17_61,word,descriptive_words,produces,,,rectangle,
item_661,a17_62,word,descriptive_words,produces,,,dry,
item_662,a17_63,word,descriptive_words,produces,,,enough,
item_663,a17_64,word,descriptive_words,produces,,,sad,
item_664,a17_65,word,descriptive_words,produces,,,quiet,
item_665,a17_66,word,descriptive_words,produces,,,"full, filled",
item_666,a17_67,word,descriptive_words,produces,,,noise,
item_667,a17_68,word,descriptive_words,produces,,,cold,
item_668,a17_69,word,descriptive_words,produces,,,quickly,
item_669,a17_70,word,descriptive_words,produces,,,over,
item_670,a18_01,word,quantifiers,produces,,,this,
item_671,a18_02,word,quantifiers,produces,,,"one (two, three...)",
item_672,a18_03,word,quantifiers,produces,,,much,
item_673,a18_04,word,quantifiers,produces,,,none,
item_674,a18_05,word,quantifiers,produces,,,furthermore,
item_675,a18_06,word,quantifiers,produces,,,that,
item_676,a18_07,word,quantifiers,produces,,,as many as,
item_677,a18_08,word,quantifiers,produces,,,all,
item_678,a18_09,word,quantifiers,produces,,,also,
item_679,a18_10,word,quantifiers,produces,,,half,
item_680,a18_11,word,quantifiers,produces,,,these,
item_681,a18_12,word,quantifiers,produces,,,those,
item_682,a18_13,word,quantifiers,produces,,,much,
item_683,a18_14,word,quantifiers,produces,,,more,
item_684,a19_01,word,question_words,produces,,,what,
item_685,a19_02,word,question_words,produces,,,where,
item_686,a19_03,word,question_words,produces,,,which,
item_687,a19_04,word,question_words,produces,,,who,
item_688,a19_05,word,question_words,produces,,,how,
item_689,a19_06,word,question_words,produces,,,why,
item_690,a19_07,word,question_words,produces,,,Right?,
item_691,a19_08,word,question_words,produces,,,Anything else?,
item_692,a19_09,word,question_words,produces,,,All right? OK?,
item_693,a19_10,word,question_words,produces,,,What for?,
item_694,a19_11,word,question_words,produces,,,How many?,
item_695,a19_12,word,question_words,produces,,,What time?,
item_696,a19_13,word,question_words,produces,,,How much?,
