SubID,AGE,GENDER,BIRTH_ORDER,SCHOOL,MOTHER_EDUCATION,FATHER_EDUCATION,aupa,ay,beee,brumbrum,cuacua,guauguau,miau,muu,ninonino,piipii,piopio,quiquiri,tictac,tocotoc,b_iii_1c,b_iii_1d,a_ver,a_vestir,adios,bien,caca,cochino,espera,est_quie,c_lobito,hola,malo,no,no_hay,pupa,se_acabo,shh,si,porfa,tonto,vale,vamos,y_tres,ya_esta,otra_vez,b_iii_2c,b_iii_2d,animal,bicho,burro,caballo,cerdo,conejo,gallina,gato,hormiga,leon,lobo,mono,mosca,oso,oveja,pajaro,pato,perro,pez,pollito,pulpo,tigre,vaca,b_iii_3c,b_iii_3d,abuela,abuelo,bebe,hermana,hermano,mama,nena,nene,nombre_n,nombre1,nombre2,nombre3,papa,tata,tia,tio,b_iii_4c,b_iii_4d,barriga,bigote,boca,brazos,cabeza,culo,dedos,dientes,lengua,mano,nariz,ojos,ombligo,oreja,piernas,pie,teta,unna,b_iii_5c,b_iii_5d,balon,caja,cubo,cuento,fotos,futbol,globo,gol,juguete,lapiz,muneca,musica,osito,papel,pelota,puzzle,tambor,b_iii_6c,b_iii_6d,avion,autobus,barco,bici,camion,coche,moto,tren,triciclo,b_iii_7c,b_iii_7d,agua,biberon,caramelo,carne,chocolat,comida,galleta,gusanito,leche,pan,pure,patatas,potito,queso,yogur,zumo,b_iii_8c,b_iii_8d,abrigo,babero,botas,boton,bufanda,calcetin,camiseta,chaqueta,gorro,jersey,pantalon,panal,pendient,pijama,ropa,zapatill,zapatos,b_iii_9c,b_iii_9d,banera,bano,basura,botella,cajon,cama,cepillo,chupete,cocina,colonia,cuchara,cuna,escalera,espejo,esponja,flor,jarabe,habitaci,lavadora,luz,llaves,mando,medicina,mesa,movil,orinal,peine,plato,puerta,radio,reloj,silla,sofa,suelo,televisi,telefono,tenedor,toallita,vaso,ventana,vater,b_iii10c,b_iii10d,arbol,arena,caballit,casa,calle,columpio,luna,lluvia,mar,parque,sol,tobogan,b_iii11c,b_iii11d,abrir,andar,apagar,bailar,bajar,banarse,beber,caer,cantar,cenar,cerrar,coger,comer,correr,dar,dormir,encender,ensenar,esperar,estar,ir,jugar,llorar,mirar,pegar,peinar,pintar,poder,poner,quemar,querer,quitar,reir,sentar,ser,subir,terminar,traer,tirar,tocar,toser,b_iii12c,b_iii12d,apagado,bonito,caliente,contento,encendid,enfadado,enfermo,feo,frio,grande,guapo,hambre,limpio,lleno,malo_,pequeno,roto,sed,sueno,sucio,susto,vacio,b_iii13c,b_iii13d,ahora,despues,dia,manana,noche,tarde,ya,b_iii14c,b_iii14d,ese,mio,otra,parami,yo,tu_tuyo,este,b_iii15c,b_iii15d,como,cual,donde,porque,que,quien,b_iii16c,b_iii16d,abajo,alli,aqui,arriba,delante,dentro,detras,fuera,para,b_iii17c,b_iii17d,mas,poco,todo,uno,b_iii18c,b_iii18d,TOTALvoc_com,TOTALvoc_dic
335,15,1,2,0,5,5,1,2,2,2,2,2,1,1,0,1,1,1,1,1,8,5,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,0,0,0,0,2,1,0,12,7,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,4,3,0,0,1,0,0,2,1,1,2,1,1,1,2,2,0,0,6,4,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,9,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,108,20
336,13,0,1,0,5,4,1,0,0,2,0,2,0,0,0,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,2,1,1,0,0,0,0,1,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,2,2,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,4,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,10,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,2,2,0,0,0,2,2,1,0,0,0,2,1,0,0,2,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,55,20
337,13,0,1,0,5,5,1,0,1,1,1,1,1,0,0,1,1,1,1,1,11,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,10,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,11,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,1,1,0,0,1,1,0,1,0,5,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,9,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,5,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,100,0
338,12,0,1,0,5,5,1,1,0,1,1,1,1,0,1,0,0,0,0,0,7,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,1,1,0,1,0,0,1,1,0,0,5,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,4,0,1,1,1,0,0,1,4,0,1,1,1,1,0,1,0,1,0,6,0,1,0,0,1,2,0,93,0
339,15,0,1,1,5,5,1,1,1,1,0,0,0,1,0,0,0,1,1,0,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
340,9,1,1,0,3,5,1,0,0,0,1,2,1,0,0,2,2,1,1,1,6,3,0,0,1,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,8,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,1,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6
341,14,0,2,0,4,3,1,1,1,2,1,2,2,2,1,1,1,1,2,1,9,5,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,17,7,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,19,4,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,4,12,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,17,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,8,9,1,1,1,1,2,2,2,2,2,4,5,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,5,11,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,14,3,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,27,14,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,19,3,1,1,1,1,1,1,2,6,1,1,2,1,1,1,1,1,6,1,1,1,1,1,1,1,6,0,1,1,1,1,1,1,1,1,1,9,0,1,1,1,1,4,0,303,95
342,15,0,2,0,5,5,1,1,2,2,2,2,0,0,0,0,0,0,0,0,2,4,1,1,2,2,2,0,0,0,1,2,0,1,0,0,0,2,1,0,0,0,1,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,1,0,0,1,2,0,0,1,1,1,0,2,0,0,0,6,2,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,7,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,2,0,0,7,1,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,0,1,2,1,0,2,0,0,0,0,1,0,5,3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,7,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,19,1,0,1,0,0,1,1,0,0,0,1,0,2,4,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,4,1,0,0,1,0,0,1,2,0,0,1,1,0,0,1,0,1,0,4,0,2,0,0,0,0,1,127,19
343,8,1,2,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
344,13,1,3,0,5,5,2,0,0,0,1,2,0,0,0,0,1,0,0,1,3,2,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,1,0,0,0,2,1,2,0,1,1,0,2,0,0,0,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,10,1,1,0,1,1,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,18
345,15,0,1,0,5, ,1,2,0,2,2,2,1,2,0,2,1,1,1,1,6,6,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,19,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,11,0,2,1,2,0,0,2,2,2,2,1,2,2,2,2,1,1,4,10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,13,0,1,1,0,1,1,1,1,1,0,7,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,37,0,0,1,0,1,2,1,0,0,0,1,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,39,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,12,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,5,0,0,1,1,1,1,1,5,0,0,1,1,1,1,1,0,0,0,5,0,1,1,1,1,4,0,235,18
346,14,1,2,0,4,2,2,0,1,2,2,2,2,2,0,2,2,0,0,0,1,8,0,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,0,2,0,2,2,2,1,8,13,1,1,1,2,1,1,1,1,0,2,1,2,0,1,1,1,1,2,2,1,0,0,2,13,6,2,2,1,0,2,2,2,2,2,2,1,1,2,0,2,2,3,11,1,0,1,0,2,2,2,2,0,2,1,0,0,1,1,2,2,0,5,7,2,1,2,1,2,0,2,2,1,0,2,1,2,2,2,0,0,4,9,0,0,0,0,2,2,2,0,0,0,3,2,2,2,2,2,1,2,2,0,2,1,0,0,0,2,0,2,9,0,1,0,0,0,2,0,2,2,1,1,2,0,1,1,2,2,5,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,0,1,1,1,1,36,2,0,1,2,1,2,1,0,1,0,1,0,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,34,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,1,0,0,0,5,2,0,0,0,0,1,0,1,2,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,2,1,1,0,0,0,1,0,1,0,0,0,2,0,2,0,2,0,0,2,211,84
347,14,1,2,1,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,2,2,2,2,6,7,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,3,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,8,0,0,1,1,1,0,1,0,0,0,1,0,1,6,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,93,7
348,11,1,1,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,2,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,1,1,1,0,0,2,1,1,0,0,0,0,2,2,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,17,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,21,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7
349,9,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0,0,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,19,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,0,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,7,9,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,14,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,12,0,0,0,0,0,1,1,1,1,0,4,0,2,1,1,0,0,1,1,1,0,2,1,0,1,0,0,1,8,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,0,0,0,1,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,30,1,1,0,1,1,1,1,1,1,0,1,1,1,10,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,25,0,0,1,1,1,0,0,1,0,1,0,2,1,1,0,0,0,0,1,1,1,1,0,11,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,6,0,0,1,1,1,0,1,4,0,1,0,1,1,0,0,0,0,0,3,0,1,0,1,1,3,0,228,18
350,12,0,2,0,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
351,14,0,1,1,2,4,1,2,0,1,1,2,2,1,2,1,2,0,0,0,5,5,0,1,2,1,2,1,1,0,0,1,2,2,0,2,0,2,2,0,1,0,1,0,0,0,7,7,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,18,0,1,1,1,0,0,2,1,1,0,0,0,0,2,2,0,0,5,3,0,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,0,0,12,1,1,0,0,1,1,0,2,0,1,1,0,1,1,1,0,0,1,9,1,1,0,1,1,1,1,1,0,1,7,0,1,1,0,2,0,1,0,1,1,1,2,0,2,0,1,2,7,4,0,1,1,0,0,1,1,0,0,1,1,2,0,0,1,1,1,9,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,2,1,2,0,2,1,0,1,2,0,1,1,1,1,2,1,1,1,1,1,2,1,0,1,1,1,26,6,1,1,2,2,1,1,2,1,1,1,2,0,7,4,1,1,0,0,0,1,2,2,1,0,1,1,1,0,1,1,0,0,1,0,1,2,1,2,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,20,4,0,1,2,1,0,1,1,1,2,1,1,2,0,1,2,1,1,1,1,1,1,0,14,4,0,0,1,0,1,0,1,3,0,1,2,2,2,2,1,2,2,5,0,0,1,1,2,1,3,1,1,1,1,1,0,0,1,0,0,5,0,2,1,0,1,2,1,208,47
