itemID,category,definition,choices,item,type,gloss,uni_lemma
item_1,sounds,au/ai(pijn),understands;produces,au/ai(pijn),word,ouch,ouch
item_74,action_words,slapen,understands;produces,slapen,word,to sleep,sleep
item_75,action_words,springen,understands;produces,springen,word,to jump,jump
item_76,action_words,zingen,understands;produces,zingen,word,to sing,sing
item_77,pronouns,dat,understands;produces,dat,word,that,that
item_78,question_words,waar,understands;produces,waar,word,where,where (question)
item_79,question_words,wat,understands;produces,wat,word,what,what
item_80,question_words,wie,understands;produces,wie,word,who,who
item_81,locations,daar,understands;produces,daar,word,there,there
item_82,locations,uit,understands;produces,uit,word,out,out
item_83,quantifiers,meer/nog,understands;produces,meer/nog,word,more/still,more
item_84,sounds,bah(vies/vuil),understands;produces,bah(vies/vuil),word,yuk,yucky
item_85,sounds,boem(ietsdatvaltofbotst),understands;produces,boem(ietsdatvaltofbotst),word,boom,boom
item_86,sounds,toktok(kip),understands;produces,toktok(kip),word,cluck-cluck,cluck
item_87,vehicles,buggy,understands;produces,buggy,word,buggy,stroller
item_88,vehicles,kinderwagen/koets,understands;produces,kinderwagen/koets,word,pram/stroller,stroller
item_89,toys,naamvanknuffel/doekje/lappenpopvanhetkind,understands;produces,naamvanknuffel/doekje/lappenpopvanhetkind,word,NA,NA
item_90,games_routines,bravo!,understands;produces,bravo!,word,bravo!/well done,bravo
item_91,games_routines,eenbadnemen,understands;produces,eenbadnemen,word,to take a bath,take a bath
item_92,games_routines,eendutje/tukjedoen,understands;produces,eendutje/tukjedoen,word,to take a nap,take a nap
item_93,games_routines,handjesdraaien,understands;produces,handjesdraaien,word,to turn hands,turn hands
item_94,games_routines,hebben/willen,understands;produces,hebben/willen,word,have/want,have/want
item_95,games_routines,kiekeboe,understands;produces,kiekeboe,word,peekaboo!,peekaboo
item_96,games_routines,sst,understands;produces,sst,word,shush,shh
item_97,clothing,jas(je)/mantel,understands;produces,jas(je)/mantel,word,jacket/coat,jacket
item_98,people,naamvanzusjeofbroertje,understands;produces,naamvanzusjeofbroertje,word,name of brother or sister,NA
item_99,action_words,etengeven,understands;produces,etengeven,word,to feed,feed
item_100,action_words,gaan/weggaan,understands;produces,gaan/weggaan,word,to go (away)/leave,go
item_101,descriptive_words,lekker,understands;produces,lekker,word,nice/tasty,yummy
item_102,locations,weg,understands;produces,weg,word,away,away
item_103,action_words,drankje/drinken,understands;produces,drankje/drinken,word,drink/to drink,drink (action)
item_104,action_words,eendutjedoen/tukjedoen,understands;produces,eendutjedoen/tukjedoen,word,take a nap,take a nap
