itemID,type,category,choices,definition,gloss,uni_lemma,form.age,orig_category,sub_category,category_id
item_1,first_signs,,no; yes,quand on lui dit non non,,,8_16,1st_comp,reaction,1
item_2,first_signs,,no; yes,quant on l'appelle par son nom,,,8_16,1st_comp,reaction,1
item_3,phrases,,understands,assieds toi,,,8_16,1st_comp,phrase,2
item_4,phrases,,understands,attention,,,8_16,1st_comp,phrase,2
item_5,phrases,,understands,chut,,,8_16,1st_comp,phrase,2
item_6,phrases,,understands,crache ça,,,8_16,1st_comp,phrase,2
item_7,phrases,,understands,dis aurevoir,,,8_16,1st_comp,phrase,2
item_8,phrases,,understands,donne à maman,,,8_16,1st_comp,phrase,2
item_9,phrases,,understands,fais bravo,,,8_16,1st_comp,phrase,2
item_10,phrases,,understands,fais moi un bisou,,,8_16,1st_comp,phrase,2
item_11,phrases,,understands,fais un calin à maman,,,8_16,1st_comp,phrase,2
item_12,phrases,,understands,faut pas faire ça,,,8_16,1st_comp,phrase,2
item_13,phrases,,understands,ne touche pas,,,8_16,1st_comp,phrase,2
item_14,phrases,,understands,oh regarde là,,,8_16,1st_comp,phrase,2
item_15,phrases,,understands,on change la couche,,,8_16,1st_comp,phrase,2
item_16,phrases,,understands,on s'en va,,,8_16,1st_comp,phrase,2
item_17,phrases,,understands,on va faire dodo,,,8_16,1st_comp,phrase,2
item_18,phrases,,understands,on va manger?,,,8_16,1st_comp,phrase,2
item_19,phrases,,understands,on va se promener,,,8_16,1st_comp,phrase,2
item_20,phrases,,understands,ouvre la bouche,,,8_16,1st_comp,phrase,2
item_21,phrases,,understands,papa est là,,,8_16,1st_comp,phrase,2
item_22,phrases,,understands,quand il entend voila papa et maman,,,8_16,1st_comp,phrase,2
item_23,phrases,,understands,regarde papa qui arrive,,,8_16,1st_comp,phrase,2
item_24,phrases,,understands,sois sage,,,8_16,1st_comp,phrase,2
item_25,phrases,,understands,t'en veux encore?,,,8_16,1st_comp,phrase,2
item_26,phrases,,understands,t'es un vrai petit cochon,,,8_16,1st_comp,phrase,2
item_27,phrases,,understands,tu as faim?,,,8_16,1st_comp,phrase,2
item_28,phrases,,understands,tu es fatigué?,,,8_16,1st_comp,phrase,2
item_29,phrases,,understands,tu es un amour,,,8_16,1st_comp,phrase,2
item_30,phrases,,understands,va chercher la balle,,,8_16,1st_comp,phrase,2
item_31,phrases,,understands,viens avec maman,,,8_16,1st_comp,phrase,2
item_32,phrases,,understands,viens voir,,,8_16,1st_comp,phrase,2
item_33,starting_to_talk,,no; yes,désigne les objets qui l'entourent par des gestes ou les nomme,,,8_16,1st_comp,interact,3
item_34,starting_to_talk,,no; yes,imite les mots et les phrases qu'il vient d'entendre,,,8_16,1st_comp,interact,3
item_35,starting_to_talk,,no; yes,substitue des objets pour faire semblant,,,8_16,1st_comp,interact,3
item_36,word,sounds,understands; produces,aïe,,,8_16,words,sounds,4
item_37,word,sounds,understands; produces,allô,,,8_16,words,sounds,4
item_38,word,sounds,understands; produces,bêe bêe,,,8_16,words,sounds,4
item_39,word,sounds,understands; produces,cocorico,,,8_16,words,sounds,4
item_40,word,sounds,understands; produces,coin-coin,,,8_16,words,sounds,4
item_41,word,sounds,understands; produces,grrrr,,,8_16,words,sounds,4
item_42,word,sounds,understands; produces,meuh,,,8_16,words,sounds,4
item_43,word,sounds,understands; produces,miam-miam,,,8_16,words,sounds,4
item_44,word,sounds,understands; produces,miaou,,,8_16,words,sounds,4
item_45,word,sounds,understands; produces,ohoh,,,8_16,words,sounds,4
item_46,word,sounds,understands; produces,ouaf-ouaf,,,8_16,words,sounds,4
item_47,word,sounds,understands; produces,tchou tchou,,,8_16,words,sounds,4
item_48,word,sounds,understands; produces,vroum,,,8_16,words,sounds,4
item_49,word,games_routines,understands; produces,ainsi font font,,,8_16,words,play_routines,5
item_50,word,games_routines,understands; produces,attends,,,8_16,words,play_routines,5
item_51,word,games_routines,understands; produces,au revoir,,,8_16,words,play_routines,5
item_52,word,games_routines,understands; produces,bain,,,8_16,words,play_routines,5
item_53,word,games_routines,understands; produces,bonjour,,,8_16,words,play_routines,5
item_54,word,games_routines,understands; produces,bonne nuit,,,8_16,words,play_routines,5
item_55,word,games_routines,understands; produces,bravo,,,8_16,words,play_routines,5
item_56,word,games_routines,understands; produces,chut,,,8_16,words,play_routines,5
item_57,word,games_routines,understands; produces,coucou,,,8_16,words,play_routines,5
item_58,word,games_routines,understands; produces,déjeuner,,,8_16,words,play_routines,5
item_59,word,games_routines,understands; produces,dîner,,,8_16,words,play_routines,5
item_60,word,games_routines,understands; produces,merci,,,8_16,words,play_routines,5
item_61,word,games_routines,understands; produces,ne fais pas,,,8_16,words,play_routines,5
item_62,word,games_routines,understands; produces,non,,,8_16,words,play_routines,5
item_63,word,games_routines,understands; produces,oui,,,8_16,words,play_routines,5
item_64,word,games_routines,understands; produces,petit déjeuner,,,8_16,words,play_routines,5
item_65,word,games_routines,understands; produces,s'il te plaît,,,8_16,words,play_routines,5
item_66,word,games_routines,understands; produces,salut,,,8_16,words,play_routines,5
item_67,word,games_routines,understands; produces,sieste,,,8_16,words,play_routines,5
item_68,word,games_routines,understands; produces,veux,,,8_16,words,play_routines,5
item_69,word,animals,understands; produces,abeille,,,8_16,words,animals,6
item_70,word,animals,understands; produces,agneau,,,8_16,words,animals,6
item_71,word,animals,understands; produces,âne,,,8_16,words,animals,6
item_72,word,animals,understands; produces,animal,,,8_16,words,animals,6
item_73,word,animals,understands; produces,bébé chat,,,8_16,words,animals,6
item_74,word,animals,understands; produces,bébé chien,,,8_16,words,animals,6
item_75,word,animals,understands; produces,biche,,,8_16,words,animals,6
item_76,word,animals,understands; produces,canard,,,8_16,words,animals,6
item_77,word,animals,understands; produces,chat,,,8_16,words,animals,6
item_78,word,animals,understands; produces,cheval,,,8_16,words,animals,6
item_79,word,animals,understands; produces,chèvre,,,8_16,words,animals,6
item_80,word,animals,understands; produces,chien,,,8_16,words,animals,6
item_81,word,animals,understands; produces,cochon,,,8_16,words,animals,6
item_82,word,animals,understands; produces,dindon,,,8_16,words,animals,6
item_83,word,animals,understands; produces,écureuil,,,8_16,words,animals,6
item_84,word,animals,understands; produces,éléphant,,,8_16,words,animals,6
item_85,word,animals,understands; produces,girafe,,,8_16,words,animals,6
item_86,word,animals,understands; produces,grenouille,,,8_16,words,animals,6
item_87,word,animals,understands; produces,hibou,,,8_16,words,animals,6
item_88,word,animals,understands; produces,lapin,,,8_16,words,animals,6
item_89,word,animals,understands; produces,lion,,,8_16,words,animals,6
item_90,word,animals,understands; produces,mouton,,,8_16,words,animals,6
item_91,word,animals,understands; produces,nounours,,,8_16,words,animals,6
item_92,word,animals,understands; produces,oie,,,8_16,words,animals,6
item_93,word,animals,understands; produces,oiseau,,,8_16,words,animals,6
item_94,word,animals,understands; produces,ours,,,8_16,words,animals,6
item_95,word,animals,understands; produces,papillon,,,8_16,words,animals,6
item_96,word,animals,understands; produces,petite bête,,,8_16,words,animals,6
item_97,word,animals,understands; produces,pingouin,,,8_16,words,animals,6
item_98,word,animals,understands; produces,poisson,,,8_16,words,animals,6
item_99,word,animals,understands; produces,poney,,,8_16,words,animals,6
item_100,word,animals,understands; produces,poule,,,8_16,words,animals,6
item_101,word,animals,understands; produces,singe,,,8_16,words,animals,6
item_102,word,animals,understands; produces,souris,,,8_16,words,animals,6
item_103,word,animals,understands; produces,tigre,,,8_16,words,animals,6
item_104,word,animals,understands; produces,tortue,,,8_16,words,animals,6
item_105,word,animals,understands; produces,vache,,,8_16,words,animals,6
item_106,word,food_drink,understands; produces,baguette,,,8_16,words,food_drink,7
item_107,word,food_drink,understands; produces,banane,,,8_16,words,food_drink,7
item_108,word,food_drink,understands; produces,beurre,,,8_16,words,food_drink,7
item_109,word,food_drink,understands; produces,boisson,,,8_16,words,food_drink,7
item_110,word,food_drink,understands; produces,café,,,8_16,words,food_drink,7
item_111,word,food_drink,understands; produces,carotte,,,8_16,words,food_drink,7
item_112,word,food_drink,understands; produces,céréales,,,8_16,words,food_drink,7
item_113,word,food_drink,understands; produces,clémentine,,,8_16,words,food_drink,7
item_114,word,food_drink,understands; produces,cornflakes,,,8_16,words,food_drink,7
item_115,word,food_drink,understands; produces,eau,,,8_16,words,food_drink,7
item_116,word,food_drink,understands; produces,fromage,,,8_16,words,food_drink,7
item_117,word,food_drink,understands; produces,gâteau,,,8_16,words,food_drink,7
item_118,word,food_drink,understands; produces,gâteaux apéro,,,8_16,words,food_drink,7
item_119,word,food_drink,understands; produces,glace,,,8_16,words,food_drink,7
item_120,word,food_drink,understands; produces,jus de fruit,,,8_16,words,food_drink,7
item_121,word,food_drink,understands; produces,lait,,,8_16,words,food_drink,7
item_122,word,food_drink,understands; produces,nourriture,,,8_16,words,food_drink,7
item_123,word,food_drink,understands; produces,œuf,,,8_16,words,food_drink,7
item_124,word,food_drink,understands; produces,orange,,,8_16,words,food_drink,7
item_125,word,food_drink,understands; produces,pain,,,8_16,words,food_drink,7
item_126,word,food_drink,understands; produces,pâtes,,,8_16,words,food_drink,7
item_127,word,food_drink,understands; produces,petits gâteaux,,,8_16,words,food_drink,7
item_128,word,food_drink,understands; produces,petits pois,,,8_16,words,food_drink,7
item_129,word,food_drink,understands; produces,pizza,,,8_16,words,food_drink,7
item_130,word,food_drink,understands; produces,poisson,,,8_16,words,food_drink,7
item_131,word,food_drink,understands; produces,pomme,,,8_16,words,food_drink,7
item_132,word,food_drink,understands; produces,poulet,,,8_16,words,food_drink,7
item_133,word,food_drink,understands; produces,purée,,,8_16,words,food_drink,7
item_134,word,food_drink,understands; produces,raisin,,,8_16,words,food_drink,7
item_135,word,food_drink,understands; produces,soupe,,,8_16,words,food_drink,7
item_136,word,food_drink,understands; produces,spaghetti,,,8_16,words,food_drink,7
item_137,word,food_drink,understands; produces,sucre,,,8_16,words,food_drink,7
item_138,word,food_drink,understands; produces,tartine,,,8_16,words,food_drink,7
item_139,word,food_drink,understands; produces,viande,,,8_16,words,food_drink,7
item_140,word,toys,understands; produces,balle,,,8_16,words,toys,8
item_141,word,toys,understands; produces,ballon,,,8_16,words,toys,8
item_142,word,toys,understands; produces,bulles,,,8_16,words,toys,8
item_143,word,toys,understands; produces,crayon,,,8_16,words,toys,8
item_144,word,toys,understands; produces,cube,,,8_16,words,toys,8
item_145,word,toys,understands; produces,livre,,,8_16,words,toys,8
