itemID,type,category,choices,definition,gloss,uni_lemma,form.age,orig_category,sub_category,category_id
item_146,word,toys,understands; produces,poupée,,,8_16,words,toys,8
item_147,word,body_parts,understands; produces,aïe bobo,,,8_16,words,body_parts,9
item_148,word,body_parts,understands; produces,bouche,,,8_16,words,body_parts,9
item_149,word,body_parts,understands; produces,bras,,,8_16,words,body_parts,9
item_150,word,body_parts,understands; produces,cheveux,,,8_16,words,body_parts,9
item_151,word,body_parts,understands; produces,cœur,,,8_16,words,body_parts,9
item_152,word,body_parts,understands; produces,dent,,,8_16,words,body_parts,9
item_153,word,body_parts,understands; produces,doigt,,,8_16,words,body_parts,9
item_154,word,body_parts,understands; produces,doigt de pied,,,8_16,words,body_parts,9
item_155,word,body_parts,understands; produces,figure,,,8_16,words,body_parts,9
item_156,word,body_parts,understands; produces,genou,,,8_16,words,body_parts,9
item_157,word,body_parts,understands; produces,jambe,,,8_16,words,body_parts,9
item_158,word,body_parts,understands; produces,joue,,,8_16,words,body_parts,9
item_159,word,body_parts,understands; produces,langue,,,8_16,words,body_parts,9
item_160,word,body_parts,understands; produces,main,,,8_16,words,body_parts,9
item_161,word,body_parts,understands; produces,nez,,,8_16,words,body_parts,9
item_162,word,body_parts,understands; produces,nombril,,,8_16,words,body_parts,9
item_163,word,body_parts,understands; produces,oreille,,,8_16,words,body_parts,9
item_164,word,body_parts,understands; produces,pied,,,8_16,words,body_parts,9
item_165,word,body_parts,understands; produces,pouce,,,8_16,words,body_parts,9
item_166,word,body_parts,understands; produces,tête,,,8_16,words,body_parts,9
item_167,word,body_parts,understands; produces,ventre,,,8_16,words,body_parts,9
item_168,word,body_parts,understands; produces,yeux,,,8_16,words,body_parts,9
item_169,word,people,understands; produces,bébé,,,8_16,words,persons,10
item_170,word,people,understands; produces,dame,,,8_16,words,persons,10
item_171,word,people,understands; produces,enfant,,,8_16,words,persons,10
item_172,word,people,understands; produces,fille,,,8_16,words,persons,10
item_173,word,people,understands; produces,frère,,,8_16,words,persons,10
item_174,word,people,understands; produces,garçon,,,8_16,words,persons,10
item_175,word,people,understands; produces,gens,,,8_16,words,persons,10
item_176,word,people,understands; produces,grand-mère,,,8_16,words,persons,10
item_177,word,people,understands; produces,grand-père,,,8_16,words,persons,10
item_178,word,people,understands; produces,maître/sse,,,8_16,words,persons,10
item_179,word,people,understands; produces,maman,,,8_16,words,persons,10
item_180,word,people,understands; produces,nom de l'enfant,,,8_16,words,persons,10
item_181,word,people,understands; produces,nom de la nounou,,,8_16,words,persons,10
item_182,word,people,understands; produces,nounou,,,8_16,words,persons,10
item_183,word,people,understands; produces,oncle,,,8_16,words,persons,10
item_184,word,people,understands; produces,papa,,,8_16,words,persons,10
item_185,word,people,understands; produces,personne,,,8_16,words,persons,10
item_186,word,people,understands; produces,sœur,,,8_16,words,persons,10
item_187,word,people,understands; produces,tante,,,8_16,words,persons,10
item_188,word,clothing,understands; produces,basket,,,8_16,words,clothes,11
item_189,word,clothing,understands; produces,bavoir/bavette,,,8_16,words,clothes,11
item_190,word,clothing,understands; produces,body,,,8_16,words,clothes,11
item_191,word,clothing,understands; produces,bottes,,,8_16,words,clothes,11
item_192,word,clothing,understands; produces,boutons,,,8_16,words,clothes,11
item_193,word,clothing,understands; produces,ceinture,,,8_16,words,clothes,11
item_194,word,clothing,understands; produces,chapeau,,,8_16,words,clothes,11
item_195,word,clothing,understands; produces,chaussettes,,,8_16,words,clothes,11
item_196,word,clothing,understands; produces,chausson/pantoufle,,,8_16,words,clothes,11
item_197,word,clothing,understands; produces,chaussure,,,8_16,words,clothes,11
item_198,word,clothing,understands; produces,chemise,,,8_16,words,clothes,11
item_199,word,clothing,understands; produces,collants,,,8_16,words,clothes,11
item_200,word,clothing,understands; produces,collier,,,8_16,words,clothes,11
item_201,word,clothing,understands; produces,combinaison de ski,,,8_16,words,clothes,11
item_202,word,clothing,understands; produces,couche,,,8_16,words,clothes,11
item_203,word,clothing,understands; produces,culotte/slip,,,8_16,words,clothes,11
item_204,word,clothing,understands; produces,écharpe,,,8_16,words,clothes,11
item_205,word,clothing,understands; produces,gants,,,8_16,words,clothes,11
item_206,word,clothing,understands; produces,grenouillère,,,8_16,words,clothes,11
item_207,word,clothing,understands; produces,jeans,,,8_16,words,clothes,11
item_208,word,clothing,understands; produces,manteau,,,8_16,words,clothes,11
item_209,word,clothing,understands; produces,moufles,,,8_16,words,clothes,11
item_210,word,clothing,understands; produces,pantalon,,,8_16,words,clothes,11
item_211,word,clothing,understands; produces,perles,,,8_16,words,clothes,11
item_212,word,clothing,understands; produces,pull,,,8_16,words,clothes,11
item_213,word,clothing,understands; produces,pyjama,,,8_16,words,clothes,11
item_214,word,clothing,understands; produces,robe,,,8_16,words,clothes,11
item_215,word,clothing,understands; produces,salopette,,,8_16,words,clothes,11
item_216,word,clothing,understands; produces,short,,,8_16,words,clothes,11
item_217,word,clothing,understands; produces,sweat,,,8_16,words,clothes,11
item_218,word,clothing,understands; produces,tee-shirt,,,8_16,words,clothes,11
item_219,word,clothing,understands; produces,veste,,,8_16,words,clothes,11
item_220,word,household,understands; produces,argent,,,8_16,words,objects,12
item_221,word,household,understands; produces,aspirateur,,,8_16,words,objects,12
item_222,word,household,understands; produces,assiette,,,8_16,words,objects,12
item_223,word,household,understands; produces,balai,,,8_16,words,objects,12
item_224,word,household,understands; produces,biberon,,,8_16,words,objects,12
item_225,word,household,understands; produces,boîte,,,8_16,words,objects,12
item_226,word,household,understands; produces,bol,,,8_16,words,objects,12
item_227,word,household,understands; produces,bouteille,,,8_16,words,objects,12
item_228,word,household,understands; produces,brosse,,,8_16,words,objects,12
item_229,word,household,understands; produces,brosse à dent,,,8_16,words,objects,12
item_230,word,household,understands; produces,ciseaux,,,8_16,words,objects,12
item_231,word,household,understands; produces,clefs,,,8_16,words,objects,12
item_232,word,household,understands; produces,couverture,,,8_16,words,objects,12
item_233,word,household,understands; produces,cuillère,,,8_16,words,objects,12
item_234,word,household,understands; produces,dent,,,8_16,words,objects,12
item_235,word,household,understands; produces,feuille,,,8_16,words,objects,12
item_236,word,household,understands; produces,fourchette,,,8_16,words,objects,12
item_237,word,household,understands; produces,horloge,,,8_16,words,objects,12
item_238,word,household,understands; produces,lampe,,,8_16,words,objects,12
item_239,word,household,understands; produces,lumière,,,8_16,words,objects,12
item_240,word,household,understands; produces,lunettes,,,8_16,words,objects,12
item_241,word,household,understands; produces,marteau,,,8_16,words,objects,12
item_242,word,household,understands; produces,médicaments,,,8_16,words,objects,12
item_243,word,household,understands; produces,montre,,,8_16,words,objects,12
item_244,word,household,understands; produces,musique,,,8_16,words,objects,12
item_245,word,household,understands; produces,oreiller,,,8_16,words,objects,12
item_246,word,household,understands; produces,papier,,,8_16,words,objects,12
item_247,word,household,understands; produces,peigne,,,8_16,words,objects,12
item_248,word,household,understands; produces,photo,,,8_16,words,objects,12
item_249,word,household,understands; produces,plante,,,8_16,words,objects,12
item_250,word,household,understands; produces,plat,,,8_16,words,objects,12
item_251,word,household,understands; produces,porte-monnaie,,,8_16,words,objects,12
item_252,word,household,understands; produces,poubelle,,,8_16,words,objects,12
item_253,word,household,understands; produces,radio,,,8_16,words,objects,12
item_254,word,household,understands; produces,savon,,,8_16,words,objects,12
item_255,word,household,understands; produces,serviette,,,8_16,words,objects,12
item_256,word,household,understands; produces,sirop,,,8_16,words,objects,12
item_257,word,household,understands; produces,sous/pièces,,,8_16,words,objects,12
item_258,word,household,understands; produces,sucette,,,8_16,words,objects,12
item_259,word,household,understands; produces,tasse,,,8_16,words,objects,12
item_260,word,household,understands; produces,télécommande,,,8_16,words,objects,12
item_261,word,household,understands; produces,téléphone,,,8_16,words,objects,12
item_262,word,household,understands; produces,verre,,,8_16,words,objects,12
item_263,word,furniture_rooms,understands; produces,baignoire,,,8_16,words,environment,13
item_264,word,furniture_rooms,understands; produces,berceau,,,8_16,words,environment,13
item_265,word,furniture_rooms,understands; produces,canapé,,,8_16,words,environment,13
item_266,word,furniture_rooms,understands; produces,chaise,,,8_16,words,environment,13
item_267,word,furniture_rooms,understands; produces,chaise haute,,,8_16,words,environment,13
item_268,word,furniture_rooms,understands; produces,chambre,,,8_16,words,environment,13
item_269,word,furniture_rooms,understands; produces,cuisinière,,,8_16,words,environment,13
item_270,word,furniture_rooms,understands; produces,escalier,,,8_16,words,environment,13
item_271,word,furniture_rooms,understands; produces,évier,,,8_16,words,environment,13
item_272,word,furniture_rooms,understands; produces,fauteuil,,,8_16,words,environment,13
item_273,word,furniture_rooms,understands; produces,fenêtre,,,8_16,words,environment,13
item_274,word,furniture_rooms,understands; produces,four,,,8_16,words,environment,13
item_275,word,furniture_rooms,understands; produces,frigo,,,8_16,words,environment,13
item_276,word,furniture_rooms,understands; produces,garage,,,8_16,words,environment,13
item_277,word,furniture_rooms,understands; produces,lavabo,,,8_16,words,environment,13
item_278,word,furniture_rooms,understands; produces,lit,,,8_16,words,environment,13
item_279,word,furniture_rooms,understands; produces,parc,,,8_16,words,environment,13
item_280,word,furniture_rooms,understands; produces,porte,,,8_16,words,environment,13
item_281,word,furniture_rooms,understands; produces,pot,,,8_16,words,environment,13
item_282,word,furniture_rooms,understands; produces,salle de bain,,,8_16,words,environment,13
item_283,word,furniture_rooms,understands; produces,salon,,,8_16,words,environment,13
item_284,word,furniture_rooms,understands; produces,table,,,8_16,words,environment,13
item_285,word,furniture_rooms,understands; produces,télé,,,8_16,words,environment,13
item_286,word,furniture_rooms,understands; produces,tiroir,,,8_16,words,environment,13
item_287,word,outside_places,understands; produces,arbre,,,8_16,words,outside,14
item_288,word,outside_places,understands; produces,balançoire,,,8_16,words,outside,14
item_289,word,outside_places,understands; produces,caillou,,,8_16,words,outside,14
item_290,word,outside_places,understands; produces,ciel,,,8_16,words,outside,14
item_291,word,outside_places,understands; produces,cour,,,8_16,words,outside,14
item_292,word,outside_places,understands; produces,crèche,,,8_16,words,outside,14
item_293,word,outside_places,understands; produces,dehors,,,8_16,words,outside,14
item_294,word,outside_places,understands; produces,eau,,,8_16,words,outside,14
item_295,word,outside_places,understands; produces,école,,,8_16,words,outside,14
item_296,word,outside_places,understands; produces,église,,,8_16,words,outside,14
item_297,word,outside_places,understands; produces,étoile,,,8_16,words,outside,14
item_298,word,outside_places,understands; produces,fête,,,8_16,words,outside,14
item_299,word,outside_places,understands; produces,fleur,,,8_16,words,outside,14
item_300,word,outside_places,understands; produces,garderie,,,8_16,words,outside,14
item_301,word,outside_places,understands; produces,jardin,,,8_16,words,outside,14
item_302,word,outside_places,understands; produces,lune,,,8_16,words,outside,14
item_303,word,outside_places,understands; produces,magasin,,,8_16,words,outside,14
item_304,word,outside_places,understands; produces,maison,,,8_16,words,outside,14
item_305,word,outside_places,understands; produces,neige,,,8_16,words,outside,14
item_306,word,outside_places,understands; produces,parc,,,8_16,words,outside,14
item_307,word,outside_places,understands; produces,pelle,,,8_16,words,outside,14
item_308,word,outside_places,understands; produces,piscine,,,8_16,words,outside,14
item_309,word,outside_places,understands; produces,plage,,,8_16,words,outside,14
item_310,word,outside_places,understands; produces,pluie,,,8_16,words,outside,14
item_311,word,outside_places,understands; produces,soleil,,,8_16,words,outside,14
item_312,word,outside_places,understands; produces,toboggan,,,8_16,words,outside,14
item_313,word,outside_places,understands; produces,travail,,,8_16,words,outside,14
item_314,word,outside_places,understands; produces,zoo,,,8_16,words,outside,14
item_315,word,vehicles,understands; produces,avion,,,8_16,words,vehicles,15
item_316,word,vehicles,understands; produces,bus,,,8_16,words,vehicles,15
item_317,word,vehicles,understands; produces,camion,,,8_16,words,vehicles,15
item_318,word,vehicles,understands; produces,camion de pompier,,,8_16,words,vehicles,15
item_319,word,vehicles,understands; produces,moto,,,8_16,words,vehicles,15
item_320,word,vehicles,understands; produces,poussette,,,8_16,words,vehicles,15
item_321,word,vehicles,understands; produces,train,,,8_16,words,vehicles,15
item_322,word,vehicles,understands; produces,vélo,,,8_16,words,vehicles,15
item_323,word,vehicles,understands; produces,voiture,,,8_16,words,vehicles,15
item_324,word,descriptive_words,understands; produces,attention,,,8_16,words,descriptors,16
item_325,word,descriptive_words,understands; produces,avoir faim,,,8_16,words,descriptors,16
item_326,word,descriptive_words,understands; produces,avoir peur,,,8_16,words,descriptors,16
item_327,word,descriptive_words,understands; produces,avoir soif,,,8_16,words,descriptors,16
item_328,word,descriptive_words,understands; produces,beau/belle,,,8_16,words,descriptors,16
item_329,word,descriptive_words,understands; produces,bien,,,8_16,words,descriptors,16
item_330,word,descriptive_words,understands; produces,blessé,,,8_16,words,descriptors,16
item_331,word,descriptive_words,understands; produces,bleu,,,8_16,words,descriptors,16
item_332,word,descriptive_words,understands; produces,bon/ne,,,8_16,words,descriptors,16
item_333,word,descriptive_words,understands; produces,cassé,,,8_16,words,descriptors,16
item_334,word,descriptive_words,understands; produces,chaud/e,,,8_16,words,descriptors,16
item_335,word,descriptive_words,understands; produces,content/e,,,8_16,words,descriptors,16
item_336,word,descriptive_words,understands; produces,dégoûtant/e,,,8_16,words,descriptors,16
item_337,word,descriptive_words,understands; produces,doux/ce,,,8_16,words,descriptors,16
item_338,word,descriptive_words,understands; produces,dur,,,8_16,words,descriptors,16
item_339,word,descriptive_words,understands; produces,endormi,,,8_16,words,descriptors,16
item_340,word,descriptive_words,understands; produces,fatigué,,,8_16,words,descriptors,16
item_341,word,descriptive_words,understands; produces,froid,,,8_16,words,descriptors,16
item_342,word,descriptive_words,understands; produces,gentil/le,,,8_16,words,descriptors,16
item_343,word,descriptive_words,understands; produces,grand,,,8_16,words,descriptors,16
item_344,word,descriptive_words,understands; produces,joli,,,8_16,words,descriptors,16
item_345,word,descriptive_words,understands; produces,malade,,,8_16,words,descriptors,16
item_346,word,descriptive_words,understands; produces,méchant/e,,,8_16,words,descriptors,16
item_347,word,descriptive_words,understands; produces,mignon/ne,,,8_16,words,descriptors,16
item_348,word,descriptive_words,understands; produces,mouillé,,,8_16,words,descriptors,16
item_349,word,descriptive_words,understands; produces,parti,,,8_16,words,descriptors,16
item_350,word,descriptive_words,understands; produces,pas bon,,,8_16,words,descriptors,16
item_351,word,descriptive_words,understands; produces,petit/e,,,8_16,words,descriptors,16
item_352,word,descriptive_words,understands; produces,propre,,,8_16,words,descriptors,16
item_353,word,descriptive_words,understands; produces,rouge,,,8_16,words,descriptors,16
item_354,word,descriptive_words,understands; produces,sale,,,8_16,words,descriptors,16
item_355,word,descriptive_words,understands; produces,sec/che,,,8_16,words,descriptors,16
item_356,word,descriptive_words,understands; produces,sombre,,,8_16,words,descriptors,16
item_357,word,descriptive_words,understands; produces,tendre,,,8_16,words,descriptors,16
item_358,word,descriptive_words,understands; produces,vide,,,8_16,words,descriptors,16
item_359,word,descriptive_words,understands; produces,vieux/vieille,,,8_16,words,descriptors,16
item_360,word,descriptive_words,understands; produces,vilain/e,,,8_16,words,descriptors,16
item_361,word,descriptive_words,understands; produces,vite,,,8_16,words,descriptors,16
item_362,word,action_words,understands; produces,aider,,,8_16,words,actions,17
item_363,word,action_words,understands; produces,aimer,,,8_16,words,actions,17
item_364,word,action_words,understands; produces,aller,,,8_16,words,actions,17
item_365,word,action_words,understands; produces,apporter,,,8_16,words,actions,17
item_366,word,action_words,understands; produces,arrêter,,,8_16,words,actions,17
item_367,word,action_words,understands; produces,avoir sommeil,,,8_16,words,actions,17
item_368,word,action_words,understands; produces,balancer,,,8_16,words,actions,17
item_369,word,action_words,understands; produces,boire,,,8_16,words,actions,17
item_370,word,action_words,understands; produces,casser,,,8_16,words,actions,17
item_371,word,action_words,understands; produces,chanter,,,8_16,words,actions,17
item_372,word,action_words,understands; produces,chatouiller,,,8_16,words,actions,17
item_373,word,action_words,understands; produces,conduire,,,8_16,words,actions,17
item_374,word,action_words,understands; produces,courir,,,8_16,words,actions,17
item_375,word,action_words,understands; produces,danser,,,8_16,words,actions,17
item_376,word,action_words,understands; produces,dessiner,,,8_16,words,actions,17
item_377,word,action_words,understands; produces,dire,,,8_16,words,actions,17
item_378,word,action_words,understands; produces,donner,,,8_16,words,actions,17
item_379,word,action_words,understands; produces,donner un coup de pied,,,8_16,words,actions,17
item_380,word,action_words,understands; produces,dormir,,,8_16,words,actions,17
item_381,word,action_words,understands; produces,éclabousser,,,8_16,words,actions,17
item_382,word,action_words,understands; produces,écrire,,,8_16,words,actions,17
item_383,word,action_words,understands; produces,essuyer,,,8_16,words,actions,17
item_384,word,action_words,understands; produces,faire du vélo/de la moto,,,8_16,words,actions,17
item_385,word,action_words,understands; produces,faire un bisou,,,8_16,words,actions,17
item_386,word,action_words,understands; produces,fermer,,,8_16,words,actions,17
item_387,word,action_words,understands; produces,finir,,,8_16,words,actions,17
item_388,word,action_words,understands; produces,jeter,,,8_16,words,actions,17
item_389,word,action_words,understands; produces,jouer,,,8_16,words,actions,17
item_390,word,action_words,understands; produces,laver,,,8_16,words,actions,17
item_391,word,action_words,understands; produces,lire,,,8_16,words,actions,17
item_392,word,action_words,understands; produces,manger,,,8_16,words,actions,17
item_393,word,action_words,understands; produces,marcher,,,8_16,words,actions,17
item_394,word,action_words,understands; produces,mettre,,,8_16,words,actions,17
item_395,word,action_words,understands; produces,montrer,,,8_16,words,actions,17
item_396,word,action_words,understands; produces,mordre,,,8_16,words,actions,17
item_397,word,action_words,understands; produces,nager,,,8_16,words,actions,17
item_398,word,action_words,understands; produces,nettoyer,,,8_16,words,actions,17
