item,itemID,complexity_category,choices,type,definition,gloss,uni_lemma,is_both,category,lexical_class
ahah,item_1,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,ahah,ahah,,1,sounds,other
baabaa,item_2,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,baabaa,baa baa,baa baa,1,sounds,other
bowwow,item_3,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,bowwow,bow wow,woof woof,1,sounds,other
choochoo,item_4,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,choochoo,choo choo,choo choo,1,sounds,other
cockadoodledoo,item_5,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,cockadoodledoo,cockadoodledoo,cockadoodledoo,1,sounds,other
grr,item_6,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,grr,grr,grrr,1,sounds,other
meow,item_7,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,meow,meow,meow,1,sounds,other
moo,item_8,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,moo,moo,moo,1,sounds,other
ouch,item_9,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,ouch,ouch,ouch,1,sounds,other
quackquack,item_10,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,quackquack,quack quack,quack quack,1,sounds,other
uhoh,item_11,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,uhoh,uhoh,uh oh,1,sounds,other
vroom,item_12,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,vroom,vroom,vroom,1,sounds,other
yumyum,item_13,SOUND EFFECTS AND ANIMAL NOISES ,produces; doesn't produce,word,yumyum,yum yum,yum yum,1,sounds,other
animal,item_15,ANIMALS (Real or toy),produces; doesn't produce,word,animal,animal,animal,0,animals,nouns
donkey,item_17,ANIMALS (Real or toy),produces; doesn't produce,word,donkey,donkey,donkey,0,animals,nouns
bee,item_19,ANIMALS (Real or toy),produces; doesn't produce,word,bee,bee,bee,0,animals,nouns
cow,item_22,ANIMALS (Real or toy),produces; doesn't produce,word,cow,cow,cow,0,animals,nouns
ladybird,item_24,ANIMALS (Real or toy),produces; doesn't produce,word,ladybird,ladybird,ladybug,0,animals,nouns
sheep,item_26,ANIMALS (Real or toy),produces; doesn't produce,word,sheep,sheep,sheep,0,animals,nouns
pony,item_28,ANIMALS (Real or toy),produces; doesn't produce,word,pony,pony,pony,0,animals,nouns
horse,item_30,ANIMALS (Real or toy),produces; doesn't produce,word,horse,horse,horse,0,animals,nouns
hen,item_33,ANIMALS (Real or toy),produces; doesn't produce,word,hen,hen,hen,0,animals,nouns
cock,item_35,ANIMALS (Real or toy),produces; doesn't produce,word,cock,cock,rooster,0,animals,nouns
puppy,item_37,ANIMALS (Real or toy),produces; doesn't produce,word,puppy,puppy,puppy,0,animals,nouns
rabbit,item_39,ANIMALS (Real or toy),produces; doesn't produce,word,rabbit,rabbit,rabbit,0,animals,nouns
fly,item_41,ANIMALS (Real or toy),produces; doesn't produce,word,fly,fly,fly (animal),0,animals,nouns
spider,item_43,ANIMALS (Real or toy),produces; doesn't produce,word,spider,spider,spider,0,animals,nouns
swan,item_45,ANIMALS (Real or toy),produces; doesn't produce,word,swan,swan,swan,0,animals,nouns
bird,item_47,ANIMALS (Real or toy),produces; doesn't produce,word,bird,bird,bird,0,animals,nouns
seagull,item_50,ANIMALS (Real or toy),produces; doesn't produce,word,seagull,seagull,seagull,0,animals,nouns
butterfly,item_52,ANIMALS (Real or toy),produces; doesn't produce,word,butterfly,butterfly,butterfly,0,animals,nouns
deer,item_54,ANIMALS (Real or toy),produces; doesn't produce,word,deer,deer,deer,0,animals,nouns
goat,item_57,ANIMALS (Real or toy),produces; doesn't produce,word,goat,goat,goat,0,animals,nouns
goose,item_59,ANIMALS (Real or toy),produces; doesn't produce,word,goose,goose,goose,0,animals,nouns
fish,item_61,ANIMALS (Real or toy),produces; doesn't produce,word,fish,fish,fish (animal),0,animals,nouns
duck,item_63,ANIMALS (Real or toy),produces; doesn't produce,word,duck,duck,duck,0,animals,nouns
calf,item_65,ANIMALS (Real or toy),produces; doesn't produce,word,calf,calf,calf (animal),0,animals,nouns
lion,item_67,ANIMALS (Real or toy),produces; doesn't produce,word,lion,lion,lion,0,animals,nouns
mouse,item_69,ANIMALS (Real or toy),produces; doesn't produce,word,mouse,mouse,mouse,0,animals,nouns
wolf,item_71,ANIMALS (Real or toy),produces; doesn't produce,word,wolf,wolf,wolf,0,animals,nouns
fox,item_73,ANIMALS (Real or toy),produces; doesn't produce,word,fox,fox,fox,0,animals,nouns
dog,item_75,ANIMALS (Real or toy),produces; doesn't produce,word,dog,dog,dog,0,animals,nouns
pig,item_78,ANIMALS (Real or toy),produces; doesn't produce,word,pig,pig,pig,0,animals,nouns
snake,item_80,ANIMALS (Real or toy),produces; doesn't produce,word,snake,snake,snake,0,animals,nouns
penguin,item_82,ANIMALS (Real or toy),produces; doesn't produce,word,penguin,penguin,penguin,0,animals,nouns
kitten,item_84,ANIMALS (Real or toy),produces; doesn't produce,word,kitten_apussycat,kitten,kitten,0,animals,nouns
crow,item_86,ANIMALS (Real or toy),produces; doesn't produce,word,crow,crow,crow,0,animals,nouns
zebra,item_88,ANIMALS (Real or toy),produces; doesn't produce,word,zebra,zebra,zebra,0,animals,nouns
snail,item_90,ANIMALS (Real or toy),produces; doesn't produce,word,snail,snail,snail,0,animals,nouns
chicken,item_92,ANIMALS (Real or toy),produces; doesn't produce,word,chicken,chicken,chicken (animal),0,animals,nouns
giraffe,item_94,ANIMALS (Real or toy),produces; doesn't produce,word,giraffe,giraffe,giraffe,0,animals,nouns
robin,item_96,ANIMALS (Real or toy),produces; doesn't produce,word,robin,robin,robin,0,animals,nouns
tiger,item_99,ANIMALS (Real or toy),produces; doesn't produce,word,tiger,tiger,tiger,0,animals,nouns
lamb,item_102,ANIMALS (Real or toy),produces; doesn't produce,word,lamb,lamb,lamb,0,animals,nouns
boat,item_104,VEHICLES (Real or toy),produces; doesn't produce,word,boat,boat,boat,0,vehicles,nouns
car,item_107,VEHICLES (Real or toy),produces; doesn't produce,word,car,car,car,0,vehicles,nouns
aeroplane,item_109,VEHICLES (Real or toy),produces; doesn't produce,word,aeroplane,aeroplane,airplane,0,vehicles,nouns
motorbike,item_111,VEHICLES (Real or toy),produces; doesn't produce,word,motorbike,motorbike,motorcycle,0,vehicles,nouns
héileacaptar,item_112,VEHICLES (Real or toy),produces; doesn't produce,word,héileacaptar_helicopter,helicopter,helicopter,1,vehicles,nouns
lorry,item_115,VEHICLES (Real or toy),produces; doesn't produce,word,lorry,lorry,truck,0,vehicles,nouns
ship,item_116,VEHICLES (Real or toy),produces; doesn't produce,word,ship,ship,boat,0,vehicles,nouns
ambulance,item_118,VEHICLES (Real or toy),produces; doesn't produce,word,ambulance,ambulance,ambulance,0,vehicles,nouns
bike,item_121,VEHICLES (Real or toy),produces; doesn't produce,word,bike_bicycle,bike,bicycle,0,vehicles,nouns
tractor,item_123,VEHICLES (Real or toy),produces; doesn't produce,word,tractor,tractor,tractor,0,vehicles,nouns
digger,item_125,VEHICLES (Real or toy),produces; doesn't produce,word,digger,digger,digger,0,vehicles,nouns
truck,item_127,VEHICLES (Real or toy),produces; doesn't produce,word,truck_trucail,truck,truck,0,vehicles,nouns
doll,item_130,TOYS,produces; doesn't produce,word,doll,doll,doll,0,toys,nouns
blocks,item_133,TOYS,produces; doesn't produce,word,blocks,blocks,block,0,toys,nouns
bubbles,item_135,TOYS,produces; doesn't produce,word,bubbles,bubbles,bubbles,0,toys,nouns
toy,item_137,TOYS,produces; doesn't produce,word,toy,toy,toy (object),0,toys,nouns
present,item_139,TOYS,produces; doesn't produce,word,present,present,present,0,toys,nouns
hurley,item_141,TOYS,produces; doesn't produce,word,hurley,hurley,,0,toys,nouns
game,item_143,TOYS,produces; doesn't produce,word,game,game,game,0,toys,nouns
crayon,item_144,TOYS,produces; doesn't produce,word,crayon_crián,crayon,crayon,1,toys,nouns
drum,item_147,TOYS,produces; doesn't produce,word,drum,drum,drum,0,toys,nouns
gliú,item_148,TOYS,produces; doesn't produce,word,gliú_glue_ie,glue,glue,1,toys,nouns
gun,item_150,TOYS,produces; doesn't produce,word,gun,gun,gun,0,toys,nouns
book,item_152,TOYS,produces; doesn't produce,word,book,book,book,0,toys,nouns
(foot)ball,item_154,TOYS,produces; doesn't produce,word,(foot)ball,(foot)ball,ball,0,toys,nouns
jigsaw,item_156,TOYS,produces; doesn't produce,word,jigsaw,jigsaw,puzzle,0,toys,nouns
pen,item_158,TOYS,produces; doesn't produce,word,pen,pen,pen,0,toys,nouns
pencil,item_160,TOYS,produces; doesn't produce,word,pencil,pencil,pencil,0,toys,nouns
story,item_162,TOYS,produces; doesn't produce,word,story,story,story,0,toys,nouns
soup,item_165,FOOD AND DRINK,produces; doesn't produce,word,soup,soup,soup,0,food_drink,nouns
bread,item_167,FOOD AND DRINK,produces; doesn't produce,word,bread,bread,bread,0,food_drink,nouns
bacon,item_169,FOOD AND DRINK,produces; doesn't produce,word,bacon,bacon,bacon,0,food_drink,nouns
milk,item_171,FOOD AND DRINK,produces; doesn't produce,word,milk,milk,milk,0,food_drink,nouns
food,item_174,FOOD AND DRINK,produces; doesn't produce,word,food,food,food,0,food_drink,nouns
muffin,item_176,FOOD AND DRINK,produces; doesn't produce,word,muffin,muffin,muffin,0,food_drink,nouns
biscuit,item_179,FOOD AND DRINK,produces; doesn't produce,word,biscuit,biscuit,biscuit,0,food_drink,nouns
cabbage,item_181,FOOD AND DRINK,produces; doesn't produce,word,cabbage,cabbage,cabbage,0,food_drink,nouns
cake,item_183,FOOD AND DRINK,produces; doesn't produce,word,cake,cake,cake,0,food_drink,nouns
