itemID,item,type,category,choices,definition,complexity_category,new_lemma,gloss,uni_lemma
item_40,i_02_28,word,animals,produces,flue,NA,fly (animal),fly,fly (animal)
item_41,i_02_29,word,animals,produces,kat,NA,cat,cat,cat
item_42,i_02_30,word,animals,produces,ugle,NA,owl,owl,owl
item_43,i_02_31,word,animals,produces,frø,NA,frog,seed,frog
item_44,i_02_32,word,animals,produces,killing,NA,kitty,kitten,kitty
item_45,i_02_33,word,animals,produces,ulv,NA,NA,wolf,wolf
item_46,i_02_34,word,animals,produces,fugl,NA,bird,bird,bird
item_47,i_02_35,word,animals,produces,ko,NA,cow,cow,cow
item_48,i_02_36,word,animals,produces,zebra,NA,NA,zebra,zebra
item_49,i_02_37,word,animals,produces,får,NA,sheep,sheep,sheep
item_50,i_02_38,word,animals,produces,krokodille,NA,NA,crocodile,crocodile
item_51,i_02_39,word,animals,produces,æsel,NA,donkey,donkey,donkey
item_52,i_02_40,word,animals,produces,giraf,NA,giraffe,Giraffe,giraffe
item_53,i_02_41,word,animals,produces,kylling (animal),NA,chicken (animal),chicken,chicken (animal)
item_54,i_02_42,word,animals,produces,gris,NA,pig,pig,pig
item_55,i_02_43,word,animals,produces,lam,NA,lamb,lamb,lamb
item_56,i_03_1,word,vehicles,produces,barnevogn,NA,stroller,pram,stroller
item_57,i_03_2,word,vehicles,produces,flyvemaskine,NA,airplane,airplane,airplane
item_58,i_03_3,word,vehicles,produces,motorcykel,NA,motorcycle,motorcycle,motorcycle
item_59,i_03_4,word,vehicles,produces,bil,NA,car,car,car
item_60,i_03_5,word,vehicles,produces,helikopter,NA,NA,helicopter,helicopter
item_61,i_03_6,word,vehicles,produces,skib,NA,NA,ship,boat
item_62,i_03_7,word,vehicles,produces,brandbil,NA,firetruck,fire truck,firetruck
item_63,i_03_8,word,vehicles,produces,klapvogn,NA,stroller,stroller,stroller
item_64,i_03_9,word,vehicles,produces,tog,NA,train,train,train
item_65,i_03_10,word,vehicles,produces,bus,NA,bus,bus,bus
item_66,i_03_11,word,vehicles,produces,kælk,NA,NA,toboggan,sled
item_67,i_03_12,word,vehicles,produces,traktor,NA,NA,tractor,tractor
item_68,i_03_13,word,vehicles,produces,cykel,NA,bicycle,bicycle,bicycle
item_69,i_03_14,word,vehicles,produces,lastbil,NA,truck,truck,truck
item_70,i_04_1,word,toys,produces,ballon,NA,balloon,balloon,balloon
item_71,i_04_2,word,toys,produces,farveblyant,NA,NA,crayon,pen/pencil
item_72,i_04_3,word,toys,produces,legetøj,NA,toy (object),toy,toy (object)
item_73,i_04_4,word,toys,produces,blyant,NA,pen/pencil,pencil,pen/pencil
item_74,i_04_5,word,toys,produces,gave,NA,NA,gift,present
item_75,i_04_6,word,toys,produces,lego,NA,NA,lego,blocks
item_76,i_04_7,word,toys,produces,bog,NA,book,book,book
item_77,i_04_8,word,toys,produces,historie,NA,NA,history,NA
item_78,i_04_9,word,toys,produces,puslespil,NA,NA,puzzles,puzzle
item_79,i_04_10,word,toys,produces,bold,NA,ball,ball,ball
item_80,i_04_11,word,toys,produces,klods,NA,block,block,blocks
item_81,i_04_12,word,toys,produces,spil,NA,NA,game,game
item_82,i_04_13,word,toys,produces,dukke,NA,doll,doll,doll
item_83,i_04_14,word,toys,produces,kridt,NA,NA,chalk,chalk
item_84,i_04_15,word,toys,produces,sæbebobler,NA,bubbles,bubble blower,bubbles
item_85,i_04_16,word,toys,produces,duplo,NA,NA,duplicate,blocks
item_86,i_04_17,word,toys,produces,kuglepen,NA,NA,pen,pen/pencil
item_87,i_04_18,word,toys,produces,modellérvoks,NA,NA,modellérvoks,NA
item_88,i_05_1,word,food_drink,produces,agurk,NA,NA,cucumber,cucumber
item_89,i_05_2,word,food_drink,produces,kiks,NA,cracker,biscuits,cracker
item_90,i_05_3,word,food_drink,produces,sandwich,NA,NA,sandwich,sandwich
item_91,i_05_4,word,food_drink,produces,appelsin,NA,orange (food),orange,orange (food)
item_92,i_05_5,word,food_drink,produces,kinderæg,NA,NA,Kinder,chocolate
item_93,i_05_6,word,food_drink,produces,slik,NA,candy,candy,candy
item_94,i_05_7,word,food_drink,produces,banan,NA,banana,banana,banana
item_95,i_05_8,word,food_drink,produces,kylling (food),NA,chicken (food),chicken,chicken (food)
item_96,i_05_9,word,food_drink,produces,slikkepind,NA,NA,lollipop,lollipop
item_97,i_05_10,word,food_drink,produces,boller,NA,bun,buns,bun
item_98,i_05_11,word,food_drink,produces,kød,NA,meat,meat,meat
item_99,i_05_12,word,food_drink,produces,smør,NA,butter,butter,butter
item_100,i_05_13,word,food_drink,produces,burger,NA,NA,burger,hamburger
item_101,i_05_14,word,food_drink,produces,leverpostej,NA,NA,pâté,NA
item_102,i_05_15,word,food_drink,produces,småkager,NA,NA,cookies,cookie
item_103,i_05_16,word,food_drink,produces,brød,NA,bread,bread,bread
item_104,i_05_17,word,food_drink,produces,mad,NA,food,food,food
item_105,i_05_18,word,food_drink,produces,sodavand,NA,NA,soda,soda
item_106,i_05_19,word,food_drink,produces,bønner,NA,NA,beans,beans
item_107,i_05_20,word,food_drink,produces,melon,NA,NA,melon,melon
item_108,i_05_21,word,food_drink,produces,sovs,NA,NA,sauce,sauce
item_109,i_05_22,word,food_drink,produces,chips,NA,NA,potato chips,chips
item_110,i_05_23,word,food_drink,produces,mælk,NA,milk,milk,milk
item_111,i_05_24,word,food_drink,produces,spaghetti,NA,pasta,spaghetti,pasta
item_112,i_05_25,word,food_drink,produces,chokolade,NA,NA,chocolate,chocolate
item_113,i_05_26,word,food_drink,produces,mælkesnitte,NA,NA,milk chop,NA
item_114,i_05_27,word,food_drink,produces,spegepølse,NA,NA,sausage,sausage
item_115,i_05_28,word,food_drink,produces,cola,NA,NA,cola,soda
item_116,i_05_29,word,food_drink,produces,nødder,NA,NA,nuts,nut
item_117,i_05_30,word,food_drink,produces,syltetøj,NA,NA,jam,jam
item_118,i_05_31,word,food_drink,produces,cornflakes,NA,cheerios,cornflakes,cheerios
item_119,i_05_32,word,food_drink,produces,ost,NA,cheese,cheese,cheese
item_120,i_05_33,word,food_drink,produces,suppe,NA,NA,soup,soup
item_121,i_05_34,word,food_drink,produces,dessert,NA,NA,dessert,dessert
item_122,i_05_35,word,food_drink,produces,ostehaps,NA,NA,cheese haps,NA
item_123,i_05_36,word,food_drink,produces,te,NA,NA,tea,tea
item_124,i_05_37,word,food_drink,produces,fisk (food),NA,fish (food),fish,fish (food)
item_125,i_05_38,word,food_drink,produces,pandekager,NA,NA,pancakes,pancake
item_126,i_05_39,word,food_drink,produces,tun,NA,NA,tuna,tuna
item_127,i_05_40,word,food_drink,produces,frikadeller,NA,NA,Meatballs,NA
item_128,i_05_41,word,food_drink,produces,pasta,NA,pasta,pasta,pasta
item_129,i_05_42,word,food_drink,produces,tyggegummi,NA,NA,gum,gum
item_130,i_05_43,word,food_drink,produces,gulerødder,NA,carrots,carrots,carrot
item_131,i_05_44,word,food_drink,produces,peanutbutter,NA,NA,peanutbutter,peanut butter
item_132,i_05_45,word,food_drink,produces,vand (beverage),NA,water (beverage),water,water (beverage)
item_133,i_05_46,word,food_drink,produces,grød,NA,NA,porridge,porridge
item_134,i_05_47,word,food_drink,produces,pizza,NA,pizza,pizza,pizza
item_135,i_05_48,word,food_drink,produces,vindruer,NA,NA,grapes,grapes
item_136,i_05_49,word,food_drink,produces,havregryn,NA,cereal,oatmeal,cereal
item_137,i_05_50,word,food_drink,produces,pomfritter,NA,NA,French fries,french fries
item_138,i_05_51,word,food_drink,produces,vingummi,NA,NA,gummi,NA
item_139,i_05_52,word,food_drink,produces,is,NA,ice cream,ice,ice cream
item_140,i_05_53,word,food_drink,produces,popcorn,NA,NA,popcorn,popcorn
item_141,i_05_54,word,food_drink,produces,vitaminer,NA,NA,vitamins,vitamin
item_142,i_05_55,word,food_drink,produces,jordbær,NA,NA,strawberries,strawberry
item_143,i_05_56,word,food_drink,produces,pølser,NA,NA,sausages,sausage
item_144,i_05_57,word,food_drink,produces,yoghurt,NA,NA,yogurt,yogurt
item_145,i_05_58,word,food_drink,produces,juice,NA,juice,juice,juice
item_146,i_05_59,word,food_drink,produces,rosiner,NA,raisin,raisins,raisin
item_147,i_05_60,word,food_drink,produces,æble,NA,apple,apple,apple
item_148,i_05_61,word,food_drink,produces,kaffe,NA,coffee,coffee,coffee
item_149,i_05_62,word,food_drink,produces,rugbrød,NA,NA,rye bread,NA
item_150,i_05_63,word,food_drink,produces,æg,NA,egg,eggs,egg
item_151,i_05_64,word,food_drink,produces,kage(r),NA,cake,cake (s),cake
item_152,i_05_65,word,food_drink,produces,saft(evand),NA,NA,juice (evand),juice
item_153,i_05_66,word,food_drink,produces,ærter,NA,peas,peas,peas
item_154,i_05_67,word,food_drink,produces,kartofler,NA,NA,potatoes,potato
item_155,i_05_68,word,food_drink,produces,salt,NA,NA,salt,salt
item_156,i_06_1,word,clothing,produces,ble,NA,diaper,diaper,diaper
item_157,i_06_2,word,clothing,produces,hue,NA,hat,hat,hat
item_158,i_06_3,word,clothing,produces,strømpebukser,NA,NA,tights,tights
item_159,i_06_4,word,clothing,produces,bluse,NA,shirt,blouse,shirt
item_160,i_06_5,word,clothing,produces,jakke,NA,jacket,jacket,jacket
item_161,i_06_6,word,clothing,produces,strømper,NA,sock,stockings,tights
item_162,i_06_7,word,clothing,produces,bukser,NA,pants,pants,pants
item_163,i_06_8,word,clothing,produces,kjole,NA,dress (object),dress,dress (object)
item_164,i_06_9,word,clothing,produces,støvler,NA,boots,boots,boots
item_165,i_06_10,word,clothing,produces,bælte,NA,NA,belt,belt
item_166,i_06_11,word,clothing,produces,knap,NA,button,button,button
item_167,i_06_12,word,clothing,produces,sut,NA,pacifier,pacifier,pacifier
item_168,i_06_13,word,clothing,produces,flyverdragt,NA,NA,snowsuit,NA
item_169,i_06_14,word,clothing,produces,kondisko,NA,NA,sneakers,sneaker
item_170,i_06_15,word,clothing,produces,sweater,NA,sweater,sweater,sweater
item_171,i_06_16,word,clothing,produces,frakke,NA,coat,coat,coat
item_172,i_06_17,word,clothing,produces,lynlås,NA,zipper,zipper,zipper
item_173,i_06_18,word,clothing,produces,t-shirt,NA,t-shirt,T-shirt,t-shirt
item_174,i_06_19,word,clothing,produces,hagesmæk,NA,bib,Bib,bib
item_175,i_06_20,word,clothing,produces,nattøj,NA,pajamas,sleepwear,pajamas
item_176,i_06_21,word,clothing,produces,trusser,NA,NA,briefs,underpants
item_177,i_06_22,word,clothing,produces,halskæde,NA,necklace,necklace,necklace
item_178,i_06_23,word,clothing,produces,shorts,NA,shorts,shorts,shorts
item_179,i_06_24,word,clothing,produces,trøje,NA,sweater,Hoodie,sweater
item_180,i_06_25,word,clothing,produces,halstørklæde,NA,NA,scarf,scarf
item_181,i_06_26,word,clothing,produces,sko,NA,shoe,shoes,shoe
item_182,i_06_27,word,clothing,produces,underbukser,NA,NA,underpants,underpants
item_183,i_06_28,word,clothing,produces,hjemmesko/sutsko,NA,NA,slippers / slippers,slipper
item_184,i_06_29,word,clothing,produces,sokker,NA,sock,socks,sock
item_185,i_06_30,word,clothing,produces,vanter,NA,NA,mittens,mitten
item_186,i_07_1,word,body_parts,produces,ankel,NA,NA,ankle,ankle
item_187,i_07_2,word,body_parts,produces,hår,NA,hair,hair,hair
item_188,i_07_3,word,body_parts,produces,sår,NA,owie,wound,owie
item_189,i_07_4,word,body_parts,produces,ansigt,NA,face,face,face
item_190,i_07_5,word,body_parts,produces,kind,NA,cheek,cheek,cheek
item_191,i_07_6,word,body_parts,produces,tænder,NA,tooth,teeth,tooth
item_192,i_07_7,word,body_parts,produces,arm,NA,arm,arm,arm
item_193,i_07_8,word,body_parts,produces,knæ,NA,knee,knee,knee
item_194,i_07_9,word,body_parts,produces,tissekone,NA,vagina,vagina,vagina
item_195,i_07_10,word,body_parts,produces,ben,NA,leg,legs,leg
item_196,i_07_11,word,body_parts,produces,læber,NA,NA,lips,lip
item_197,i_07_12,word,body_parts,produces,tissemand,NA,penis,willy,penis
item_198,i_07_13,word,body_parts,produces,bryster,NA,NA,breasts,breast
item_199,i_07_14,word,body_parts,produces,mave,NA,NA,stomach,tummy
item_200,i_07_15,word,body_parts,produces,tunge,NA,tongue,tongue,tongue
item_201,i_07_16,word,body_parts,produces,finger,NA,finger,finger,finger
item_202,i_07_17,word,body_parts,produces,mund,NA,mouth,mouth,mouth
item_203,i_07_18,word,body_parts,produces,tå,NA,toe,toe,toe
item_204,i_07_19,word,body_parts,produces,fødder,NA,NA,feet,foot
item_205,i_07_20,word,body_parts,produces,navle,NA,belly button,navel,belly button
item_206,i_07_21,word,body_parts,produces,øje,NA,eye,eye,eye
item_207,i_07_22,word,body_parts,produces,hage,NA,NA,chin,chin
item_208,i_07_23,word,body_parts,produces,numse,NA,NA,bum,butt
item_209,i_07_24,word,body_parts,produces,øre,NA,ear,ear,ear
item_210,i_07_25,word,body_parts,produces,hoved,NA,head,main,head
item_211,i_07_26,word,body_parts,produces,næse,NA,nose,nose,nose
item_212,i_07_27,word,body_parts,produces,hånd,NA,hand,hand,hand
item_213,i_07_28,word,body_parts,produces,skulder,NA,NA,shoulder,shoulder
item_214,i_08_1,word,household,produces,affald,NA,trash,waste,trash
item_215,i_08_2,word,household,produces,klokke,NA,clock,bell,clock
item_216,i_08_3,word,household,produces,saks,NA,scissors,scissors,scissors
item_217,i_08_4,word,household,produces,bakke,NA,NA,tray,tray
item_218,i_08_5,word,household,produces,kop,NA,cup,cup,cup
item_219,i_08_6,word,household,produces,serviet,NA,NA,napkin,napkin
item_220,i_08_7,word,household,produces,billede,NA,picture,picture,picture
item_221,i_08_8,word,household,produces,kost,NA,broom,diet,broom
item_222,i_08_9,word,household,produces,ske,NA,spoon,spoon,spoon
item_223,i_08_10,word,household,produces,briller,NA,glasses,glasses,glasses
item_224,i_08_11,word,household,produces,kniv,NA,NA,knife,knife
item_225,i_08_12,word,household,produces,skrald,NA,trash,garbage,trash
item_226,i_08_13,word,household,produces,børste,NA,brush (object),brush,brush (object)
item_227,i_08_14,word,household,produces,krukke,NA,NA,jar,jar
item_228,i_08_15,word,household,produces,skål,NA,bowl,bowl,bowl
item_229,i_08_16,word,household,produces,bånd,NA,NA,tape,tape (object)
item_230,i_08_17,word,household,produces,krus,NA,cup,Mug,cup
item_231,i_08_18,word,household,produces,småpenge,NA,penny,petty cash,penny
item_232,i_08_19,word,household,produces,dyne,NA,blanket,quilt,blanket
item_233,i_08_20,word,household,produces,køkkenrulle,NA,NA,paper towels,NA
item_234,i_08_21,word,household,produces,spand,NA,NA,bucket,bucket
item_235,i_08_22,word,household,produces,dåse,NA,NA,can,can (object)
item_236,i_08_23,word,household,produces,lampe,NA,lamp,lamp,lamp
item_237,i_08_24,word,household,produces,støvsuger,NA,vacuum,vacuum cleaner,vacuum
item_238,i_08_25,word,household,produces,flaske,NA,bottle,bottle,bottle
item_239,i_08_26,word,household,produces,lys,NA,light,light,light (object)
item_240,i_08_27,word,household,produces,sæbe,NA,soap,soap,soap
item_241,i_08_28,word,household,produces,gaffel,NA,fork,fork,fork
item_242,i_08_29,word,household,produces,medicin,NA,medicine,medicine,medicine
item_243,i_08_30,word,household,produces,tallerken,NA,plate,plate,plate
item_244,i_08_31,word,household,produces,glas,NA,glass,glass,glass
item_245,i_08_32,word,household,produces,nøgler,NA,keys,Keys,key
item_246,i_08_33,word,household,produces,tandbørste,NA,toothbrush,toothbrush,toothbrush
item_247,i_08_34,word,household,produces,gåvogn,NA,NA,buggy,stroller
item_248,i_08_35,word,household,produces,papir,NA,paper,paper,paper
item_249,i_08_36,word,household,produces,telefon,NA,telephone,phone,telephone
item_250,i_08_37,word,household,produces,hammer,NA,hammer,hammer,hammer
item_251,i_08_38,word,household,produces,penge,NA,money,money,money
item_252,i_08_39,word,household,produces,toilet-/wc-papir,NA,NA,commode / toilet paper,NA
item_253,i_08_40,word,household,produces,håndklæde,NA,towel,towel,towel
item_254,i_08_41,word,household,produces,plante,NA,plant,plant,plant
item_255,i_08_42,word,household,produces,tæppe,NA,carpet,carpet,carpet
item_256,i_08_43,word,household,produces,kam,NA,comb (object),comb,comb (object)
item_257,i_08_44,word,household,produces,pude,NA,pillow,pillow,pillow
item_258,i_08_45,word,household,produces,ur,NA,watch (object),watch,watch (object)
item_259,i_08_46,word,household,produces,kamera,NA,NA,camera,camera
item_260,i_08_47,word,household,produces,pung,NA,purse,purse,purse
item_261,i_08_48,word,household,produces,æske,NA,box,box,box
item_262,i_08_49,word,household,produces,kasse,NA,box,box,box
item_263,i_08_50,word,household,produces,radio,NA,radio,radio,radio
item_264,i_09_1,word,furniture_rooms,produces,altan,NA,NA,balcony,balcony
item_265,i_09_2,word,furniture_rooms,produces,kælder,NA,NA,basement,basement
item_266,i_09_3,word,furniture_rooms,produces,stue,NA,living room,living room,living room
item_267,i_09_4,word,furniture_rooms,produces,badekar,NA,bathtub,bathtub,bathtub
item_268,i_09_5,word,furniture_rooms,produces,køkken,NA,kitchen,kitchen,kitchen
item_269,i_09_6,word,furniture_rooms,produces,terrasse,NA,NA,terrace,NA
item_270,i_09_7,word,furniture_rooms,produces,badeværelse,NA,bathroom,Bathroom,bathroom
item_271,i_09_8,word,furniture_rooms,produces,køleskab,NA,refrigerator,refrigerator,refrigerator
item_272,i_09_9,word,furniture_rooms,produces,toilet/wc,NA,NA,toilet / wc,toilet
item_273,i_09_10,word,furniture_rooms,produces,bord,NA,table,table,table
item_274,i_09_11,word,furniture_rooms,produces,ovn,NA,oven,oven,oven
item_275,i_09_12,word,furniture_rooms,produces,trapper,NA,stairs,stairs,stairs
item_276,i_09_13,word,furniture_rooms,produces,bruser,NA,NA,shower,shower
item_277,i_09_14,word,furniture_rooms,produces,potte,NA,potty,potty,potty
item_278,i_09_15,word,furniture_rooms,produces,tv/fjernsyn,NA,tv,TV / Television,TV
item_279,i_09_16,word,furniture_rooms,produces,dør,NA,door,dies,door
item_280,i_09_17,word,furniture_rooms,produces,seng,NA,bed,bed,bed
item_281,i_09_18,word,furniture_rooms,produces,tørretumbler,NA,NA,dryer,dryer
item_282,i_09_19,word,furniture_rooms,produces,garage,NA,garage,garage,garage
item_283,i_09_20,word,furniture_rooms,produces,skab,NA,NA,cupboard,cupboard
item_284,i_09_21,word,furniture_rooms,produces,vask,NA,sink,sink,sink
item_285,i_09_22,word,furniture_rooms,produces,gyngestol,NA,rocking chair,rocking chair,rocking chair
item_286,i_09_23,word,furniture_rooms,produces,skuffe,NA,drawer,drawer,drawer
item_287,i_09_24,word,furniture_rooms,produces,vaskemaskine,NA,NA,washing machine,washing machine
item_288,i_09_25,word,furniture_rooms,produces,høj stol,NA,high chair,high chair,high chair
item_289,i_09_26,word,furniture_rooms,produces,sofa,NA,couch,bed,couch
item_290,i_09_27,word,furniture_rooms,produces,vindue,NA,window,window,window
item_291,i_09_28,word,furniture_rooms,produces,komfur,NA,stove,stove,stove
item_292,i_09_29,word,furniture_rooms,produces,soveværelse,NA,bedroom,bedroom,bedroom
item_293,i_09_30,word,furniture_rooms,produces,vugge,NA,crib,Crib,crib
item_294,i_09_31,word,furniture_rooms,produces,kravlegård,NA,play pen,Playpen,play pen
item_295,i_09_32,word,furniture_rooms,produces,stol,NA,chair,chair,chair
item_296,i_09_33,word,furniture_rooms,produces,værelse,NA,NA,room,room
item_297,i_10_1,word,outside,produces,baggård,NA,NA,backyard,yard
item_298,i_10_2,word,outside,produces,måne,NA,moon,moon,moon
item_299,i_10_3,word,outside,produces,sol,NA,sun,sun,sun
item_300,i_10_4,word,outside,produces,blomst,NA,flower,flower,flower
item_301,i_10_5,word,outside,produces,pind,NA,NA,stick,stick
item_302,i_10_6,word,outside,produces,sten,NA,rock (object),stone,rock (object)
item_303,i_10_7,word,outside,produces,flag,NA,NA,flag,flag
item_304,i_10_8,word,outside,produces,græsslåmaskine,NA,NA,lawnmower,lawn mower
item_305,i_10_9,word,outside,produces,stige,NA,NA,increase,ladder
item_306,i_10_10,word,outside,produces,fortov,NA,NA,pavement,sidewalk
item_307,i_10_11,word,outside,produces,regn,NA,rain,rain,rain
item_308,i_10_12,word,outside,produces,stjerne,NA,star,star,star
item_309,i_10_13,word,outside,produces,gade,NA,NA,street,street
item_310,i_10_14,word,outside,produces,rutschebane,NA,NA,slide,slide (object)
item_311,i_10_15,word,outside,produces,badebassin,NA,NA,Recreational Pond,swimming pool
item_312,i_10_16,word,outside,produces,græs,NA,NA,grass,grass
item_313,i_10_17,word,outside,produces,sandkasse,NA,NA,sandpit,sandbox
item_314,i_10_18,word,outside,produces,tag,NA,NA,tag,tag
item_315,i_10_19,word,outside,produces,gynge (object),NA,swing (object),swing,swing (object)
item_316,i_10_20,word,outside,produces,skovl,NA,shovel,shovel,shovel
item_317,i_10_21,word,outside,produces,træ,NA,tree,wood,tree
item_318,i_10_22,word,outside,produces,haveslange,NA,NA,garden hose,hose
item_319,i_10_23,word,outside,produces,sky,NA,NA,cloud,cloud
item_320,i_10_24,word,outside,produces,vand (not beverage),NA,water (not beverage),water,water (not beverage)
item_321,i_10_25,word,outside,produces,himmel,NA,sky,sky,sky
item_322,i_10_26,word,outside,produces,slæde,NA,sled,sledge,sled
item_323,i_10_27,word,outside,produces,vind,NA,NA,wind,wind
item_324,i_10_28,word,outside,produces,kælk,NA,sled,toboggan,sled
item_325,i_10_29,word,outside,produces,sne,NA,snow,snow,snow
item_326,i_10_30,word,outside,produces,køkkenhave,NA,NA,vegetable garden,garden
item_327,i_10_31,word,outside,produces,snemand,NA,NA,snowman,snowman
item_328,i_11_1,word,outside,produces,arbejde,NA,NA,job,work (place)
item_329,i_11_2,word,places,produces,fest,NA,party,celebration,party
item_330,i_11_3,word,places,produces,skole,NA,school,school,school
item_331,i_11_4,word,places,produces,(benzin)tanken,NA,NA,(Petrol) tank,gas station
item_332,i_11_5,word,places,produces,forretning,NA,business,business,business
item_333,i_11_6,word,places,produces,skoven,NA,NA,woods,forest
item_334,i_11_7,word,places,produces,biografen,NA,NA,theater,theater
item_335,i_11_8,word,places,produces,have,NA,garden,have,garden
item_336,i_11_9,word,places,produces,stranden,NA,beach,beach,beach
item_337,i_11_10,word,places,produces,bondegård,NA,NA,Farmhouse,farm
item_338,i_11_11,word,places,produces,hjem,NA,home,home,home
item_339,i_11_12,word,places,produces,svømmehal,NA,pool,swimming pool,pool
item_340,i_11_13,word,places,produces,butik,NA,store,shop,store
item_341,i_11_14,word,places,produces,hus,NA,house,house,house
item_342,i_11_15,word,places,produces,udenfor,NA,outside,outside,outside
item_343,i_11_16,word,places,produces,byen,NA,NA,town,town
item_344,i_11_17,word,places,produces,kirke,NA,church,church,church
item_345,i_11_18,word,places,produces,zoologisk have,NA,zoo,zoo,zoo
item_346,i_11_19,word,places,produces,camping,NA,NA,camping,camping
item_347,i_11_20,word,places,produces,legeplads,NA,NA,playground,playground
item_348,i_11_21,word,places,produces,cirkus,NA,NA,circus,circus
item_349,i_11_22,word,places,produces,park,NA,park,park,park
item_350,i_12_1,word,people,produces,baby,NA,baby,baby,baby
item_351,i_12_2,word,people,produces,farfar,NA,grandpa,grandfather,grandpa
item_352,i_12_3,word,people,produces,moster,NA,aunt,aunt,aunt
item_353,i_12_4,word,people,produces,babysitters navn,NA,babysitter's name,babysitters name,babysitter's name
item_354,i_12_5,word,people,produces,farmor,NA,grandma,grandmother,grandma
item_355,i_12_6,word,people,produces,oldefar,NA,great grandpa,great-grandfather,great grandpa
item_356,i_12_7,word,people,produces,barn,NA,child,child,child
item_357,i_12_8,word,people,produces,faster,NA,aunt,fasts,aunt
item_358,i_12_9,word,people,produces,olde(mor),NA,great grandma,olde (mother),great grandma
item_359,i_12_10,word,people,produces,barnets eget navn,NA,child's own name,the child's own name,child's own name
item_360,i_12_11,word,people,produces,folk,NA,NA,people,people
item_361,i_12_12,word,people,produces,onkel,NA,uncle,uncle,uncle
item_362,i_12_13,word,people,produces,bedstefar,NA,grandpa,grandfather,grandpa
item_363,i_12_14,word,people,produces,klovn,NA,NA,clown,clown
item_364,i_12_15,word,people,produces,person,NA,person,person,person
item_365,i_12_16,word,people,produces,bedste(mor),NA,grandma,best (mother),grandma
item_366,i_12_17,word,people,produces,kæledyrets navn,NA,NA,pet's name,pet's name
item_367,i_12_18,word,people,produces,pige,NA,girl,girl,girl
item_368,i_12_19,word,people,produces,brandmand,NA,NA,firefighter,firefighter
item_369,i_12_20,word,people,produces,læge/doktor,NA,NA,physician / doctor,doctor
item_370,i_12_21,word,people,produces,politi,NA,NA,police,police
item_371,i_12_22,word,people,produces,bror,NA,brother,brother,brother
item_372,i_12_23,word,people,produces,lærer,NA,teacher,teacher,teacher
item_373,i_12_24,word,people,produces,postbud,NA,NA,postman,mailman
