field,column,group,type
study_id,child_id,child,study_id
,region,,
birth_order,child.order,child,birth_order
,no.siblings,,
,mom.job,,
,dad.job,,
mom_ed,mom.edu,child,mom_ed
,dad.edu,,
item_983,first.signs.1,item,first_signs
item_984,first.signs.2,item,first_signs
item_985,first.signs.3,item,first_signs
item_986,starting.talk.1,item,starting_to_talk
item_987,starting.talk.2,item,starting_to_talk
item_988,phrases.1,item,phrases
item_989,phrases.2,item,phrases
item_990,phrases.3,item,phrases
item_991,phrases.4,item,phrases
item_992,phrases.5,item,phrases
item_993,phrases.6,item,phrases
item_994,phrases.7,item,phrases
item_995,phrases.8,item,phrases
item_996,phrases.9,item,phrases
item_997,phrases.10,item,phrases
item_998,phrases.11,item,phrases
item_999,phrases.12,item,phrases
item_1000,phrases.13,item,phrases
item_1001,phrases.14,item,phrases
item_1002,phrases.15,item,phrases
item_1003,phrases.16,item,phrases
item_1004,phrases.17,item,phrases
item_1005,phrases.18,item,phrases
item_1006,phrases.19,item,phrases
item_1007,phrases.20,item,phrases
item_1008,phrases.21,item,phrases
item_1009,phrases.22,item,phrases
item_1010,phrases.23,item,phrases
item_1011,phrases.24,item,phrases
item_1012,phrases.25,item,phrases
item_1013,phrases.26,item,phrases
item_1014,first.gestures.1,item,gestures_first
item_1015,first.gestures.2,item,gestures_first
item_1016,first.gestures.3,item,gestures_first
item_1017,first.gestures.4,item,gestures_first
item_1018,first.gestures.5,item,gestures_first
item_1019,first.gestures.6,item,gestures_first
item_1020,first.gestures.7,item,gestures_first
item_1021,first.gestures.8,item,gestures_first
item_1022,first.gestures.9,item,gestures_first
item_1023,first.gestures.10,item,gestures_first
item_1024,first.gestures.11,item,gestures_first
item_1025,first.gestures.12,item,gestures_first
item_1026,games.routines.1,item,gestures_games
item_1027,games.routines.2,item,gestures_games
item_1028,games.routines.3,item,gestures_games
item_1029,games.routines.4,item,gestures_games
item_1030,games.routines.5,item,gestures_games
item_1031,games.routines.6,item,gestures_games
item_1032,games.routines.7,item,gestures_games
item_1033,games.routines.8,item,gestures_games
item_1034,actions.objects.1,item,gestures_objects
item_1035,actions.objects.2,item,gestures_objects
item_1036,actions.objects.3,item,gestures_objects
item_1037,actions.objects.4,item,gestures_objects
item_1038,actions.objects.5,item,gestures_objects
item_1039,actions.objects.6,item,gestures_objects
item_1040,actions.objects.7,item,gestures_objects
item_1041,actions.objects.8,item,gestures_objects
item_1042,actions.objects.9,item,gestures_objects
item_1043,actions.objects.10,item,gestures_objects
item_1044,actions.objects.11,item,gestures_objects
item_1045,actions.objects.12,item,gestures_objects
item_1046,actions.objects.13,item,gestures_objects
item_1047,actions.objects.14,item,gestures_objects
item_1048,actions.objects.15,item,gestures_objects
item_1049,actions.objects.16,item,gestures_objects
item_1050,actions.objects.17,item,gestures_objects
item_1051,pretend.parent.1,item,gestures_parent
item_1052,pretend.parent.2,item,gestures_parent
item_1053,pretend.parent.3,item,gestures_parent
item_1054,pretend.parent.4,item,gestures_parent
item_1055,pretend.parent.5,item,gestures_parent
item_1056,pretend.parent.6,item,gestures_parent
item_1057,pretend.parent.7,item,gestures_parent
