"field","column","group","type"
"data_age","month","admin","data_age"
"sex","sex","child","sex"
"study_id","study_id","child","study_id"
"item_1","a1ajaj","item","word"
"item_2","a1brr","item","word"
"item_3","a1baba","item","word"
"item_4","a1grr","item","word"
"item_5","a1kuckel","item","word"
"item_6","a1kvack","item","word"
"item_7","a1mjau","item","word"
"item_8","a1mu","item","word"
"item_9","a1namnam","item","word"
"item_10","a1pippip","item","word"
"item_11","a1tuff","item","word"
"item_12","a1vovvov","item","word"
"item_13","a2anka","item","word"
"item_14","a2apa","item","word"
"item_15","a2bi","item","word"
"item_16","a2bjorn","item","word"
"item_17","a2djur","item","word"
"item_18","a2ekorre","item","word"
"item_19","a2elefan","item","word"
"item_20","a2fisk","item","word"
"item_21","a2fjaril","item","word"
"item_22","a2fluga","item","word"
"item_23","a2fagel","item","word"
"item_24","a2far","item","word"
"item_25","a2giraff","item","word"
"item_26","a2gris","item","word"
"item_27","a2groda","item","word"
"item_28","a2gas","item","word"
"item_29","a2hare","item","word"
"item_30","a2hund","item","word"
"item_31","a2hast","item","word"
"item_32","a2hona","item","word"
"item_33","a2kanin","item","word"
"item_34","a2katt","item","word"
"item_35","a2kisse","item","word"
"item_36","a2ko","item","word"
"item_37","a2kroko","item","word"
"item_38","a2kyckl","item","word"
"item_39","a2lamm","item","word"
"item_40","a2lejon","item","word"
"item_41","a2mus","item","word"
"item_42","a2mygga","item","word"
"item_43","a2myra","item","word"
"item_44","a2nalle","item","word"
"item_45","a2nasse","item","word"
"item_46","a2nyckpi","item","word"
"item_47","a2pingv","item","word"
"item_48","a2pippi","item","word"
"item_49","a2ponny","item","word"
"item_50","a2ratta","item","word"
"item_51","a2skalb","item","word"
"item_52","a2skoldp","item","word"
"item_53","a2tiger","item","word"
"item_54","a2tupp","item","word"
"item_55","a2uggla","item","word"
"item_56","a2valp","item","word"
"item_57","a2varg","item","word"
"item_58","a2vovve","item","word"
"item_59","a2zebra","item","word"
"item_60","a2asna","item","word"
"item_61","a2alg","item","word"
"item_62","a3vagn","item","word"
"item_63","a3bil","item","word"
"item_64","a3branbi","item","word"
"item_65","a3buss","item","word"
"item_66","a3bat","item","word"
"item_67","a3cykel","item","word"
"item_68","a3flygpl","item","word"
"item_69","a3heliko","item","word"
"item_70","a3kalke","item","word"
"item_71","a3lastbi","item","word"
"item_72","a3mcykel","item","word"
"item_73","a3trakto","item","word"
"item_74","a3trehju","item","word"
"item_75","a3tag","item","word"
"item_76","a4ballon","item","word"
"item_77","a4boll","item","word"
"item_78","a4docka","item","word"
"item_79","a4kliste","item","word"
"item_80","a4kloss","item","word"
"item_81","a4krita","item","word"
"item_82","a4lego","item","word"
"item_83","a4leksak","item","word"
"item_84","a4lera","item","word"
"item_85","a4paket","item","word"
"item_86","a4penna","item","word"
"item_87","a4pulka","item","word"
"item_88","a4pussel","item","word"
"item_89","a4saga","item","word"
"item_90","a4skidor","item","word"
"item_91","a4skrdsk","item","word"
"item_92","a4spel","item","word"
"item_93","a4sapbub","item","word"
"item_94","a5apelsi","item","word"
"item_95","a5bacon","item","word"
"item_96","a5banan","item","word"
"item_97","a5blodp","item","word"
"item_98","a5brod","item","word"
"item_99","a5bulle","item","word"
"item_100","a5chips","item","word"
"item_101","a5chokla","item","word"
"item_102","a5druvor","item","word"
"item_103","a5fil","item","word"
"item_104","a5fiskbu","item","word"
"item_105","a5fiskp","item","word"
"item_106","a5fling","item","word"
"item_107","a5glass","item","word"
"item_108","a5godis","item","word"
