"field","column","group","type"
"study_id","Participant_ID","child","study_id"
"sex","Gender","child","sex"
"data_age","Age_Group","admin","data_age"
"item_1","άου","item","word"
"item_2","βρεκεκέξ κουάξ κουάξ","item","word"
"item_3","γαβ γαβ","item","word"
"item_4","γιάμι","item","word"
"item_5","κοκοκό","item","word"
"item_6","κικιρίκου","item","word"
"item_7","κουκουβά","item","word"
"item_8","μιαμ μιαμ","item","word"
"item_9","μιάου","item","word"
"item_10","μουουου","item","word"
"item_11","μπεεε","item","word"
"item_12","μπουά","item","word"
"item_13","μπλουμ","item","word"
"item_14","ουφ(φου)","item","word"
"item_15","παπαπά","item","word"
"item_16","πουφ(φου)","item","word"
"item_17","τσίου","item","word"
"item_18","αγελάδα","item","word"
"item_19","άλογο","item","word"
"item_20","αράχνη","item","word"
"item_21","αρκούδα","item","word"
"item_22","αρνί","item","word"
"item_23","βάτραχος","item","word"
"item_24","γάιδαρος","item","word"
"item_25","γάτα","item","word"
"item_26","γουρούνι","item","word"
"item_27","δελφίνι","item","word"
"item_28","ελάφι","item","word"
"item_29","ελέφαντας","item","word"
"item_30","έντομο","item","word"
"item_31","ζώο","item","word"
"item_32","καμήλα","item","word"
"item_33","καμηλοπάρδαλη","item","word"
"item_34","καράολος","item","word"
"item_35","κατσαρίδα","item","word"
"item_36","κατσίκα","item","word"
"item_37","κόκορας","item","word"
"item_38","κότα","item","word"
"item_39","κουκουβάγια","item","word"
"item_40","κουνέλι","item","word"
"item_41","κουνούπι","item","word"
"item_42","κουρκουτάς","item","word"
"item_43","κουτάβι","item","word"
"item_44","κουφή","item","word"
"item_45","κροκόδειλος","item","word"
"item_46","λαγός","item","word"
"item_47","λιοντάρι","item","word"
"item_48","μαϊμού","item","word"
"item_49","μέλισσα","item","word"
"item_50","μύγα","item","word"
"item_51","μυρμήγκι","item","word"
"item_52","νυχτερίδα","item","word"
"item_53","παπαρούνα","item","word"
"item_54","πάπια","item","word"
"item_55","πασχαλίτσα","item","word"
"item_56","πεταλούδα","item","word"
"item_57","πετεινός","item","word"
"item_58","πιγκουίνος","item","word"
"item_59","πίθηκος","item","word"
"item_60","ποντίκι","item","word"
"item_61","πουλί","item","word"
"item_62","πρόβατο","item","word"
"item_63","σαλιγκάρι","item","word"
"item_64","σαύρα","item","word"
"item_65","σκίουρος","item","word"
"item_66","σκύλος","item","word"
"item_67","σφήκα","item","word"
"item_68","τίγρη","item","word"
"item_69","φάλαινα","item","word"
"item_70","φίδι","item","word"
"item_71","χελώνα","item","word"
"item_72","χήνα","item","word"
"item_73","ψάρι (animal)","item","word"
"item_74","αρκουδάκι","item","word"
"item_75","αυτοκινητάκι","item","word"
"item_76","βιβλίο","item","word"
"item_77","γόμμα","item","word"
"item_78","δώρο","item","word"
"item_79","κόλλα","item","word"
"item_80","κούκλα","item","word"
"item_81","κύβος","item","word"
"item_82","μάππα","item","word"
"item_83","μαρκαδόρος","item","word"
"item_84","μπάλα","item","word"
"item_85","μπαλόνι","item","word"
"item_86","μπούλουκκος","item","word"
"item_87","μολύβι","item","word"
"item_88","παζλ","item","word"
"item_89","παιχνίδι","item","word"
"item_90","παραμύθι","item","word"
"item_91","πέννα","item","word"
"item_92","πλαστελίνη","item","word"
"item_93","πλαστισίνη","item","word"
"item_94","στρατιωτάκι","item","word"
"item_95","στυλό","item","word"
"item_96","τούβλο","item","word"
"item_97","φούσκα","item","word"
"item_98","αλάτι","item","word"
"item_99","αυγό","item","word"
"item_100","βαζάνι","item","word"
"item_101","βούτυρος","item","word"
"item_102","γάλα","item","word"
"item_103","γιαούρτι","item","word"
"item_104","γλυκό/γλύκισμα","item","word"
"item_105","γλειφιτζούρι","item","word"
"item_106","δημητριακά*","item","word"
"item_107","ζαμπόν","item","word"
"item_108","ζάχαρη","item","word"
"item_109","ζαχαρωτά","item","word"
"item_110","ζελέ","item","word"
"item_111","ζελεδάκια","item","word"
"item_112","καλαμπόκι","item","word"
"item_113","καπίρα","item","word"
"item_114","καραμέλα","item","word"
"item_115","καρότο","item","word"
"item_116","καρπούζι","item","word"
"item_117","καφές","item","word"
"item_118","κέϊκ","item","word"
"item_119","κέτσαπ","item","word"
"item_120","κοτόπουλο","item","word"
"item_121","κουπέπι","item","word"
"item_122","κουφέττα","item","word"
"item_123","κρέας","item","word"
"item_124","κρέμα","item","word"
"item_125","κούννες","item","word"
"item_126","λουκουμάδες","item","word"
"item_127","μαγιονέζα","item","word"
"item_128","μακαρόνια","item","word"
"item_129","μαρμελάδα","item","word"
"item_130","μελιτζάνα","item","word"
"item_131","μήλο","item","word"
"item_132","μηλούιν","item","word"
"item_133","μπανάνα","item","word"
"item_134","μπιζέλι","item","word"
"item_135","μπισκότο","item","word"
"item_136","μπιφτέκι","item","word"
"item_137","νάγκετς","item","word"
"item_138","νερό (beverage)","item","word"
"item_139","ξηροί καρποί","item","word"
"item_140","παγάκι","item","word"
"item_141","παγωτό","item","word"
"item_142","πατατάκια","item","word"
"item_143","πατάτα","item","word"
"item_144","πεπόνι","item","word"
"item_145","πίσσα","item","word"
"item_146","πίτσα","item","word"
"item_147","ποπ κορν","item","word"
"item_148","πορτοκάλι","item","word"
"item_149","ρύζι","item","word"
"item_150","σάντουιτς","item","word"
"item_151","σιάμισι","item","word"
"item_152","σιεφταλιά","item","word"
"item_153","σιρόπι","item","word"
"item_154","σιταροπούλα","item","word"
"item_155","σίταρος","item","word"
"item_156","σοκολάτα","item","word"
"item_157","σούβλα","item","word"
"item_158","σουβλάκι","item","word"
"item_159","σούπα","item","word"
"item_160","σταφύδα","item","word"
"item_161","σταφύλι","item","word"
"item_162","τζέλλι","item","word"
"item_163","τοστ","item","word"
"item_164","τσάι","item","word"
"item_165","τσιπς","item","word"
"item_166","τσίχλα","item","word"
"item_167","τυρί","item","word"
"item_168","φαγητό/φαΐ","item","word"
"item_169","φακές","item","word"
"item_170","φασολάκι","item","word"
"item_171","φασόλια","item","word"
"item_172","φίσφιγκερς","item","word"
"item_173","φράουλα","item","word"
"item_174","φρουτάκια","item","word"
"item_175","φρυγανιά","item","word"
"item_176","χαμ","item","word"
"item_177","χάμπουργκερ","item","word"
"item_178","χυμός","item","word"
"item_179","χωνάκι","item","word"
"item_180","ψάρι (food)","item","word"
"item_181","ψωμί","item","word"
"item_182","αεροπλάνο","item","word"
"item_183","αμάξι","item","word"
"item_184","αμαξούα","item","word"
"item_185","αυτοκίνητο","item","word"
"item_186","βάρκα","item","word"
"item_187","καράβι","item","word"
"item_188","καροτσάκι","item","word"
"item_189","λεωφορείο","item","word"
"item_190","μοτοσικλέτα","item","word"
"item_191","μοτόρα","item","word"
"item_192","μπουλντόζα","item","word"
"item_193","πλοίο","item","word"
"item_194","ποδήλατο","item","word"
"item_195","πυροσβεστική","item","word"
"item_196","σιοίρος","item","word"
"item_197","τρακτέρ","item","word"
"item_198","τρένο","item","word"
"item_199","φορτηγό","item","word"
"item_200","άχρηστα","item","word"
"item_201","βούρτσα","item","word"
"item_202","γλάστρα","item","word"
"item_203","δίσκος","item","word"
"item_204","ηλεκτρική σκούπα*","item","word"
"item_205","κάδρο","item","word"
"item_206","κάλαθος","item","word"
"item_207","κάμερα","item","word"
"item_208","κέρμα","item","word"
"item_209","κινητό","item","word"
"item_210","κλειδιά","item","word"
"item_211","κολλητική ταινία*","item","word"
"item_212","κουβάς","item","word"
"item_213","κουβέρτα","item","word"
"item_214","κούπα","item","word"
"item_215","κουτάλι","item","word"
"item_216","κουτί","item","word"
"item_217","λάμπα","item","word"
"item_218","λεφτά","item","word"
"item_219","μαντηλιά","item","word"
"item_220","μαξιλάρι","item","word"
"item_221","μαχαίρι","item","word"
"item_222","μόμπαϊλ","item","word"
"item_223","μπιμπερό","item","word"
"item_224","μπολ","item","word"
"item_225","μπουκάλι","item","word"
"item_226","νόμισμα","item","word"
"item_227","οδοντόβουρτσα","item","word"
"item_228","οδοντόκρεμα","item","word"
"item_229","περπατούσα","item","word"
"item_230","πετσέτα","item","word"
"item_231","πιάτο","item","word"
"item_232","πίνακας","item","word"
"item_233","πιρούνι","item","word"
"item_234","πιστολάκι","item","word"
"item_235","πορτοφόλι","item","word"
"item_236","ραδιόφωνο","item","word"
"item_237","ρολόι","item","word"
"item_238","σαπούνι","item","word"
"item_239","σεσουάρ","item","word"
"item_240","σίκλα","item","word"
"item_241","σκούπα","item","word"
"item_242","σκουπίδια","item","word"
