Concept	Feature	BR_Label
harpsichord	made_of_wood	visual-form_and_surface
hatchet	a_tool	taxonomic
hatchet	an_axe	taxonomic
hatchet	has_a_handle	visual-form_and_surface
hatchet	is_sharp	tactile
hatchet	is_small	visual-form_and_surface
hatchet	made_of_metal	visual-form_and_surface
hatchet	used_for_chopping	function
hatchet	used_for_cutting	function
hawk	a_bird	taxonomic
hawk	a_predator	taxonomic
hawk	beh_-_eats_mice	visual-motion
hawk	beh_-_eats_rodents	visual-motion
hawk	beh_-_flies	visual-motion
hawk	beh_-_sees_well	encyclopaedic
hawk	beh_-_soars	visual-motion
hawk	has_a_beak	visual-form_and_surface
hawk	has_claws	visual-form_and_surface
hawk	has_eyes	visual-form_and_surface
hawk	has_feathers	visual-form_and_surface
hawk	has_wings	visual-form_and_surface
hawk	is_large	visual-form_and_surface
helicopter	has_blades	visual-form_and_surface
helicopter	has_propellers	visual-form_and_surface
helicopter	inbeh_-_flies	visual-motion
helicopter	inbeh_-_hovers	visual-motion
helicopter	is_loud	sound
helicopter	made_of_metal	visual-form_and_surface
helicopter	requires_pilots	encyclopaedic
helicopter	used_by_people	function
helicopter	used_by_the_police	function
helicopter	used_for_transportation	function
helmet	a_safety_accessory	taxonomic
helmet	different_colours	visual-colour
helmet	has_a_strap	visual-form_and_surface
helmet	is_hard	tactile
helmet	is_not_illegal_to_wear	encyclopaedic
helmet	made_of_plastic	visual-form_and_surface
helmet	worn_by_hockey_players	function
helmet	worn_for_protection	function
helmet	worn_for_riding_bicycles	function
helmet	worn_for_sports	function
helmet	worn_on_heads	function
helmet	worn_on_motorcycles	function
hoe	a_tool	taxonomic
hoe	has_a_blade	visual-form_and_surface
hoe	has_a_handle	visual-form_and_surface
hoe	has_a_long_handle	visual-form_and_surface
hoe	has_a_metal_blade	visual-form_and_surface
hoe	has_a_wooden_handle	visual-form_and_surface
hoe	has_an_end	visual-form_and_surface
hoe	is_long	visual-form_and_surface
hoe	made_of_metal	visual-form_and_surface
hoe	used_for_aerating_soil	function
hoe	used_for_digging	function
hoe	used_for_farming	function
hoe	used_for_gardening	function
hoe	used_for_tilling_soil	function
hoe	used_for_weeding	function
honeydew	a_fruit	taxonomic
honeydew	a_melon	taxonomic
honeydew	eaten_in_fruit_salads	function
honeydew	eaten_in_summer	encyclopaedic
honeydew	has_rind	visual-form_and_surface
honeydew	has_seeds	visual-form_and_surface
honeydew	is_expensive	encyclopaedic
honeydew	is_green	visual-colour
honeydew	is_juicy	tactile
honeydew	is_nutritious	encyclopaedic
honeydew	is_round	visual-form_and_surface
honeydew	is_yellow	visual-colour
honeydew	tastes_good	taste
honeydew	tastes_sweet	taste
hook	found_on_walls	encyclopaedic
hook	is_curved	visual-form_and_surface
hook	is_sharp	tactile
hook	made_of_metal	visual-form_and_surface
hook	made_of_plastic	visual-form_and_surface
hook	used_as_a_hand	function
hook	used_by_hanging_things_on	function
hook	used_for_catching	function
hook	used_for_fishing	function
hornet	an_insect	taxonomic
hornet	beh_-_buzzes	sound
hornet	beh_-_flies	visual-motion
hornet	beh_-_likes_flowers	encyclopaedic
hornet	beh_-_stings	visual-motion
hornet	has_a_stinger	visual-form_and_surface
hornet	has_wings	visual-form_and_surface
hornet	is_black	visual-colour
hornet	is_large	visual-form_and_surface
hornet	is_yellow	visual-colour
hornet	like_a_bee	encyclopaedic
hornet	lives_in_a_nest	encyclopaedic
horse	an_animal	taxonomic
horse	associated_with_saddles	encyclopaedic
horse	beh_-_eats	visual-motion
horse	has_4_legs	visual-form_and_surface
horse	has_a_mane	visual-form_and_surface
horse	has_a_tail	visual-form_and_surface
horse	has_hooves	visual-form_and_surface
horse	has_legs	visual-form_and_surface
horse	is_beautiful	encyclopaedic
horse	is_fast	visual-motion
horse	is_large	visual-form_and_surface
horse	is_strong	encyclopaedic
horse	lives_in_stables	encyclopaedic
horse	lives_on_farms	encyclopaedic
horse	used_by_riding	function
horse	used_for_pulling	function
horse	used_for_racing	function
horse	used_for_transportation	function
horse	used_for_working	function
hose	a_tube	taxonomic
hose	found_outdoors	encyclopaedic
hose	has_a_nozzle	visual-form_and_surface
hose	inbeh_-_sprays_water	encyclopaedic
hose	inbeh_-_water_flows_through_it	encyclopaedic
hose	is_green	visual-colour
hose	is_long	visual-form_and_surface
hose	is_round	visual-form_and_surface
hose	is_thin	visual-form_and_surface
hose	made_of_plastic	visual-form_and_surface
hose	made_of_rubber	visual-form_and_surface
hose	used_by_firemen	function
hose	used_for_washing_cars	function
hose	used_for_watering_gardens	function
hose	used_for_watering_lawns	function
hose	used_with_sprinklers	encyclopaedic
hose_(leggings)	clothing	taxonomic
hose_(leggings)	different_colours	visual-colour
hose_(leggings)	different_sizes	visual-form_and_surface
hose_(leggings)	has_runs	visual-form_and_surface
hose_(leggings)	inbeh_-_runs_easily	encyclopaedic
hose_(leggings)	is_tight	tactile
hose_(leggings)	is_transparent	visual-colour
hose_(leggings)	made_of_nylon	visual-form_and_surface
hose_(leggings)	worn_by_women	function
hose_(leggings)	worn_for_warmth	function
hose_(leggings)	worn_on_the_legs	function
hose_(leggings)	worn_under_dresses	function
hose_(leggings)	worn_under_skirts	function
house	a_house	taxonomic
house	has_a_roof	visual-form_and_surface
house	has_bathrooms	visual-form_and_surface
house	has_bedrooms	visual-form_and_surface
house	has_doors	visual-form_and_surface
house	has_rooms	visual-form_and_surface
house	has_windows	visual-form_and_surface
house	is_expensive	encyclopaedic
house	is_large	visual-form_and_surface
house	is_small	visual-form_and_surface
house	is_warm	tactile
house	made_by_humans	encyclopaedic
house	made_of_brick	visual-form_and_surface
house	made_of_wood	visual-form_and_surface
house	used_for_living_in	function
house	used_for_shelter	function
housefly	a_pest	taxonomic
housefly	an_insect	taxonomic
housefly	beh_-_buzzes	sound
housefly	beh_-_eats_garbage	visual-motion
housefly	beh_-_flies	visual-motion
housefly	has_eyes	visual-form_and_surface
housefly	has_legs	visual-form_and_surface
housefly	has_wings	visual-form_and_surface
housefly	is_annoying	encyclopaedic
housefly	is_black	visual-colour
housefly	is_dirty	visual-form_and_surface
housefly	is_fast	visual-motion
housefly	is_killed	function
housefly	is_small	visual-form_and_surface
housefly	lives_in_houses	encyclopaedic
hut	a_house	taxonomic
hut	is_small	visual-form_and_surface
hut	made_by_humans	encyclopaedic
hut	made_of_grass	visual-form_and_surface
hut	made_of_straw	visual-form_and_surface
hut	made_of_wood	visual-form_and_surface
hyena	a_carnivore	taxonomic
hyena	a_mammal	taxonomic
hyena	a_predator	taxonomic
hyena	a_scavenger	taxonomic
hyena	an_animal	taxonomic
hyena	associated_with_Lion_King	encyclopaedic
hyena	beh_-_laughs	sound
hyena	beh_-_runs	visual-motion
hyena	has_4_legs	visual-form_and_surface
hyena	is_fast	visual-motion
hyena	is_furry	tactile
hyena	is_ugly	encyclopaedic
hyena	like_a_dog	encyclopaedic
hyena	lives_in_packs	encyclopaedic
iguana	a_lizard	taxonomic
iguana	a_pet	taxonomic
iguana	a_reptile	taxonomic
iguana	an_animal	taxonomic
iguana	beh_-_eats_bugs	visual-motion
iguana	has_4_legs	visual-form_and_surface
iguana	has_a_long_tail	visual-form_and_surface
iguana	has_a_long_tongue	visual-form_and_surface
iguana	has_a_tail	visual-form_and_surface
iguana	has_a_tongue	visual-form_and_surface
iguana	has_eyes	visual-form_and_surface
iguana	has_legs	visual-form_and_surface
iguana	is_green	visual-colour
iguana	is_scaly	tactile
iguana	is_slimy	tactile
iguana	lives_in_deserts	encyclopaedic
iguana	lives_in_hot_climates	encyclopaedic
inn	a_building	taxonomic
inn	a_hotel	taxonomic
inn	found_in_the_country	encyclopaedic
inn	has_beds	visual-form_and_surface
inn	has_food	encyclopaedic
inn	has_rooms	visual-form_and_surface
inn	is_small	visual-form_and_surface
inn	used_as_a_place_to_stay	function
inn	used_for_sleeping_in	function
inn	used_for_vacations	encyclopaedic
jacket	clothing	taxonomic
jacket	different_colours	visual-colour
jacket	has_a_hood	visual-form_and_surface
jacket	has_a_zipper	visual-form_and_surface
jacket	has_buttons	visual-form_and_surface
jacket	has_pockets	visual-form_and_surface
jacket	has_sleeves	visual-form_and_surface
jacket	is_warm	tactile
jacket	made_of_leather	visual-form_and_surface
jacket	worn_by_people	function
jacket	worn_for_keeping_warm	function
jacket	worn_for_the_rain	function
jacket	worn_in_cold_temperatures	function
jacket	worn_in_fall	encyclopaedic
jacket	worn_in_winter	encyclopaedic
jar	a_container	taxonomic
jar	has_a_label	visual-form_and_surface
jar	has_a_lid	visual-form_and_surface
jar	has_a_screw_on_lid	visual-form_and_surface
jar	is_breakable	encyclopaedic
jar	is_transparent	visual-colour
jar	made_of_glass	visual-form_and_surface
jar	made_of_plastic	visual-form_and_surface
jar	used_for_holding_food	function
jar	used_for_holding_jam	function
jar	used_for_holding_things	function
jar	used_for_preserves	function
jeans	clothing	taxonomic
jeans	different_colours	visual-colour
jeans	has_a_zipper	visual-form_and_surface
jeans	has_buttons	visual-form_and_surface
jeans	has_pockets	visual-form_and_surface
jeans	has_rips	visual-form_and_surface
jeans	inbeh_-_fades	visual-colour
jeans	is_blue	visual-colour
jeans	is_casual	encyclopaedic
jeans	is_comfortable	tactile
jeans	is_durable	encyclopaedic
jeans	made_of_denim	visual-form_and_surface
jeans	worn_by_people	function
jeans	worn_for_pants	function
jeep	a_car	taxonomic
jeep	a_vehicle	taxonomic
jeep	has_4_wheels	visual-form_and_surface
jeep	has_a_roof	visual-form_and_surface
jeep	has_four-wheel_drive	encyclopaedic
jeep	has_wheels	visual-form_and_surface
jeep	is_convertible	encyclopaedic
jeep	is_green	visual-colour
jeep	is_high_off_ground	encyclopaedic
jeep	is_open	encyclopaedic
jeep	used_by_the_army	function
jeep	used_for_off_roading	function
jeep	used_for_rugged_terrain	function
jeep	used_in_summer	encyclopaedic
jet	an_airplane	taxonomic
jet	beh_-_flies	visual-motion
jet	has_an_engine	visual-form_and_surface
jet	has_engines	visual-form_and_surface
jet	has_wheels	visual-form_and_surface
jet	has_wings	visual-form_and_surface
jet	is_fast	visual-motion
jet	is_large	visual-form_and_surface
jet	is_loud	sound
jet	made_of_metal	visual-form_and_surface
jet	requires_fuel	encyclopaedic
jet	requires_pilots	encyclopaedic
jet	used_for_passengers	function
jet	used_for_transportation	function
jet	used_for_travel	function
kettle	an_appliance	taxonomic
kettle	found_in_kitchens	encyclopaedic
kettle	has_a_handle	visual-form_and_surface
kettle	has_a_plug	visual-form_and_surface
kettle	has_a_spout	visual-form_and_surface
kettle	inbeh_-_gets_hot	encyclopaedic
kettle	inbeh_-_produces_steam	encyclopaedic
kettle	inbeh_-_whistles	sound
kettle	is_electrical	visual-form_and_surface
kettle	made_of_metal	visual-form_and_surface
kettle	made_of_plastic	visual-form_and_surface
kettle	used_for_boiling_water	function
kettle	used_for_heating_water	function
kettle	used_for_holding_water	function
kettle	used_for_making_coffee	function
kettle	used_for_making_tea	function
kettle	used_on_stove_tops	encyclopaedic
key	found_on_chains	encyclopaedic
key	has_ridges	visual-form_and_surface
key	is_easily_lost	encyclopaedic
key	is_gold	visual-colour
key	is_silver	visual-colour
key	is_small	visual-form_and_surface
key	made_of_metal	visual-form_and_surface
key	used_for_locking/unlocking_cars	function
key	used_for_locking/unlocking_doors	function
key	used_for_locks	function
key	used_for_opening_things	function
key	used_for_unlocking_things	function
keyboard_(musical)	a_musical_instrument	taxonomic
keyboard_(musical)	a_piano	taxonomic
keyboard_(musical)	has_keys	visual-form_and_surface
keyboard_(musical)	inbeh_-_produces_music	sound
keyboard_(musical)	inbeh_-_produces_notes	sound
keyboard_(musical)	inbeh_-_produces_sound	sound
keyboard_(musical)	is_black	visual-colour
keyboard_(musical)	is_electrical	visual-form_and_surface
keyboard_(musical)	is_portable	encyclopaedic
keyboard_(musical)	is_white	visual-colour
kite	a_toy	taxonomic
kite	different_colours	visual-colour
kite	has_a_string	visual-form_and_surface
kite	inbeh_-_flies_in_the_wind	visual-motion
kite	is_colourful	visual-colour
kite	is_popular	encyclopaedic
kite	like_a_diamond	encyclopaedic
kite	made_of_paper	visual-form_and_surface
kite	made_of_plastic	visual-form_and_surface
kite	made_of_wood	visual-form_and_surface
kite	requires_wind	encyclopaedic
kite	used_by_children	function
kite	used_by_flying	function
kite	used_for_playing	function
knife	a_cutlery	taxonomic
knife	a_utensil	taxonomic
knife	a_weapon	taxonomic
knife	found_in_kitchens	encyclopaedic
knife	has_a_blade	visual-form_and_surface
knife	has_a_handle	visual-form_and_surface
knife	is_dangerous	encyclopaedic
knife	is_serrated	tactile
knife	is_sharp	tactile
knife	is_shiny	visual-form_and_surface
knife	made_of_metal	visual-form_and_surface
knife	made_of_stainless_steel	visual-form_and_surface
knife	made_of_steel	visual-form_and_surface
knife	used_by_butchers	function
knife	used_for_cutting	function
knife	used_for_killing	function
knife	used_with_forks	encyclopaedic
ladle	a_spoon	taxonomic
ladle	a_utensil	taxonomic
ladle	found_in_kitchens	encyclopaedic
ladle	has_a_long_handle	visual-form_and_surface
ladle	made_of_metal	visual-form_and_surface
ladle	made_of_plastic	visual-form_and_surface
ladle	made_of_wood	visual-form_and_surface
ladle	used_for_cooking	function
ladle	used_for_serving_food	function
ladle	used_for_soup	function
ladle	used_for_stirring	function
lamb	an_animal	taxonomic
lamb	beh_-_bahs	sound
lamb	beh_-_eats_grass	visual-motion
lamb	eaten_as_meat	function
lamb	has_4_legs	visual-form_and_surface
lamb	has_fur	visual-form_and_surface
lamb	has_wool	visual-form_and_surface
lamb	is_black	visual-colour
lamb	is_edible	function
lamb	is_fluffy	tactile
lamb	is_soft	tactile
lamb	is_white	visual-colour
lamb	lives_on_farms	encyclopaedic
lamb	requires_shepherds	encyclopaedic
lamb	used_by_clipping/shearing	function
lamb	used_for_wool	function
lamp	found_on_floors	encyclopaedic
lamp	found_on_tables	encyclopaedic
lamp	furniture	taxonomic
lamp	has_a_cord	visual-form_and_surface
lamp	has_a_shade	visual-form_and_surface
lamp	has_a_switch	visual-form_and_surface
lamp	has_lightbulbs	visual-form_and_surface
lamp	inbeh_-_produces_heat	encyclopaedic
lamp	is_bright	visual-form_and_surface
lamp	is_electrical	visual-form_and_surface
lamp	requires_oil	encyclopaedic
lamp	used_by_hanging	function
lamp	used_by_hanging_from_ceilings	function
lamp	used_for_making_light	function
lantern	has_a_candle	visual-form_and_surface
lantern	is_bright	visual-form_and_surface
lantern	is_hand_held	function
lantern	is_lit_by_flames	function
lantern	is_old-fashioned	encyclopaedic
lantern	made_of_glass	visual-form_and_surface
lantern	made_of_metal	visual-form_and_surface
lantern	requires_gas	encyclopaedic
lantern	requires_oil	encyclopaedic
lantern	used_at_night	encyclopaedic
lantern	used_for_camping	function
lantern	used_for_light	function
lemon	a_fruit	taxonomic
lemon	eaten_in_pies	function
lemon	grows_on_trees	encyclopaedic
lemon	has_peel	visual-form_and_surface
lemon	has_seeds	visual-form_and_surface
lemon	has_skin	visual-form_and_surface
lemon	is_citrus	encyclopaedic
lemon	is_juicy	tactile
lemon	is_oval	visual-form_and_surface
lemon	is_yellow	visual-colour
lemon	tastes_sour	taste
lemon	tastes_tart	taste
lemon	used_for_drinks	function
lemon	used_for_juice	function
lemon	used_for_lemonade	function
lemon	used_for_tea	function
lemon	used_in_cooking	function
leopard	a_carnivore	taxonomic
leopard	a_predator	taxonomic
leopard	an_animal	taxonomic
leopard	has_4_legs	visual-form_and_surface
leopard	has_spots	visual-form_and_surface
leopard	is_fast	visual-motion
leopard	is_furry	tactile
leopard	is_large	visual-form_and_surface
leopard	like_a_cat	encyclopaedic
leotards	a_tights	taxonomic
leotards	clothing	taxonomic
leotards	different_colours	visual-colour
leotards	is_colourful	visual-colour
leotards	is_stretchy	tactile
leotards	is_tight	tactile
leotards	worn_by_women	function
leotards	worn_for_aerobics	encyclopaedic
leotards	worn_for_ballet	encyclopaedic
leotards	worn_for_dancing	function
leotards	worn_for_exercising	encyclopaedic
leotards	worn_on_legs	function
lettuce	a_vegetable	taxonomic
lettuce	different_kinds	encyclopaedic
lettuce	eaten_by_rabbits	function
lettuce	eaten_in_salads	function
lettuce	eaten_in_sandwiches	function
lettuce	eaten_with_dressings	encyclopaedic
lettuce	eg_-_iceberg	taxonomic
lettuce	eg_-_romaine	taxonomic
lettuce	grows_in_gardens	encyclopaedic
lettuce	grows_on_the_ground	encyclopaedic
lettuce	has_leaves	visual-form_and_surface
lettuce	has_lots_of_water_inside	encyclopaedic
lettuce	has_water	encyclopaedic
lettuce	is_crunchy	tactile
lettuce	is_edible	function
lettuce	is_green	visual-colour
lettuce	is_leafy	visual-form_and_surface
lettuce	is_nutritious	encyclopaedic
level	a_tool	taxonomic
level	has_bubbles	visual-form_and_surface
level	is_straight	visual-form_and_surface
level	made_of_wood	visual-form_and_surface
level	used_for_carpentry	function
level	used_for_construction	function
level	used_for_making_straight_lines	function
level	used_for_measuring	function
level	used_for_measuring_evenness	function
lime	a_fruit	taxonomic
lime	grows_on_trees	encyclopaedic
lime	has_seeds	visual-form_and_surface
lime	is_citrus	encyclopaedic
lime	is_green	visual-colour
lime	is_juicy	tactile
lime	is_small	visual-form_and_surface
lime	like_a_lemon	encyclopaedic
lime	tastes_sour	taste
lime	tastes_tart	taste
lime	used_for_drinks	function
lime	used_in_alcoholic_drinks	function
lime	used_in_sprite	function
limousine	a_car	taxonomic
limousine	has_4_wheels	visual-form_and_surface
limousine	has_a_bar	encyclopaedic
limousine	has_a_sun_roof	visual-form_and_surface
limousine	has_a_television	encyclopaedic
limousine	has_alcohol	encyclopaedic
limousine	has_leather_seats	visual-form_and_surface
limousine	has_tinted_windows	visual-form_and_surface
limousine	is_black	visual-colour
limousine	is_expensive	encyclopaedic
limousine	is_large	visual-form_and_surface
limousine	is_long	visual-form_and_surface
limousine	is_luxurious	encyclopaedic
limousine	is_white	visual-colour
limousine	requires_drivers	encyclopaedic
limousine	requires_gasoline	encyclopaedic
limousine	used_at_special_occasions	encyclopaedic
limousine	used_by_many_passengers	function
limousine	used_by_rich_people	function
lion	a_carnivore	taxonomic
lion	a_cat	taxonomic
lion	a_mammal	taxonomic
lion	a_predator	taxonomic
lion	an_animal	taxonomic
lion	beh_-_roars	sound
lion	has_a_mane	visual-form_and_surface
lion	has_a_tail	visual-form_and_surface
lion	has_fur	visual-form_and_surface
lion	has_teeth	visual-form_and_surface
lion	is_dangerous	encyclopaedic
lion	is_ferocious	encyclopaedic
lion	is_large	visual-form_and_surface
lion	king_of_the_beasts	taxonomic
lion	king_of_the_jungle	taxonomic
lion	lives_in_Africa	encyclopaedic
lion	lives_in_jungles	encyclopaedic
lion	lives_in_wilderness	encyclopaedic
lion	lives_in_zoos	encyclopaedic
lion	used_in_circuses	function
lobster	a_crustacean	taxonomic
lobster	a_seafood	taxonomic
lobster	an_animal	taxonomic
lobster	beh_-_swims	visual-motion
lobster	eaten_by_boiling	function
lobster	eaten_with_butter	encyclopaedic
lobster	has_a_shell	visual-form_and_surface
lobster	has_a_tail	visual-form_and_surface
lobster	has_claws	visual-form_and_surface
lobster	has_eyes	visual-form_and_surface
lobster	hunted_by_people	function
lobster	is_edible	function
lobster	is_expensive	encyclopaedic
lobster	is_red	visual-colour
lobster	lives_in_oceans	encyclopaedic
lobster	lives_in_water	encyclopaedic
lobster	tastes_good	taste
machete	a_knife	taxonomic
machete	a_weapon	taxonomic
machete	has_a_handle	visual-form_and_surface
machete	is_dangerous	encyclopaedic
machete	is_long	visual-form_and_surface
machete	is_sharp	tactile
machete	made_of_metal	visual-form_and_surface
machete	used_for_cutting	function
mackerel	a_fish	taxonomic
mackerel	beh_-_lays_eggs	encyclopaedic
mackerel	beh_-_swims	visual-motion
mackerel	has_fins	visual-form_and_surface
mackerel	has_gills	visual-form_and_surface
mackerel	has_scales	visual-form_and_surface
mackerel	hunted_by_people	function
mackerel	is_edible	function
mackerel	lives_in_water	encyclopaedic
magazine	bought/sold_in_stores	encyclopaedic
magazine	has_a_cover	visual-form_and_surface
magazine	has_advertisements	encyclopaedic
magazine	has_articles	visual-form_and_surface
magazine	has_glossy_pages	visual-form_and_surface
magazine	has_pages	visual-form_and_surface
magazine	has_pictures	visual-form_and_surface
magazine	has_words_in_it	visual-form_and_surface
magazine	is_colourful	visual-colour
magazine	is_smooth	tactile
magazine	like_a_book	encyclopaedic
magazine	made_of_paper	visual-form_and_surface
magazine	requires_money	encyclopaedic
magazine	used_for_reading	function
mandarin	a_Chinese_language	taxonomic
mandarin	a_fruit	taxonomic
mandarin	eaten_at_Christmas	encyclopaedic
mandarin	eaten_by_peeling	function
mandarin	grows_on_trees	encyclopaedic
mandarin	has_peel	visual-form_and_surface
mandarin	has_seeds	visual-form_and_surface
mandarin	has_skin	visual-form_and_surface
mandarin	has_vitamin_C	encyclopaedic
mandarin	is_juicy	tactile
mandarin	is_orange	visual-colour
mandarin	is_round	visual-form_and_surface
mandarin	is_small	visual-form_and_surface
mandarin	tastes_good	taste
mandarin	tastes_sweet	taste
marble	comes_in_bags	encyclopaedic
marble	different_colours	visual-colour
marble	different_designs	visual-form_and_surface
marble	inbeh_-_rolls	visual-motion
marble	is_colourful	visual-colour
marble	is_hard	tactile
marble	is_round	visual-form_and_surface
marble	is_small	visual-form_and_surface
marble	is_smooth	tactile
marble	made_of_glass	visual-form_and_surface
marble	used_by_children	function
marble	used_for_collecting	function
marble	used_for_games	function
marble	used_for_playing	function
mat	a_rug	taxonomic
mat	found_by_doors	encyclopaedic
mat	found_in_bathrooms	encyclopaedic
mat	found_in_cars	encyclopaedic
mat	found_on_floors	encyclopaedic
mat	is_small	visual-form_and_surface
mat	made_of_material	visual-form_and_surface
mat	made_of_rubber	visual-form_and_surface
mat	used_for_covering_floors	function
mat	used_for_protecting_things	function
mat	used_for_welcoming	function
mat	used_for_wiping_feet	function
mat	used_for_wiping_shoes	function
medal	a_prize	taxonomic
medal	a_reward	taxonomic
medal	an_award	taxonomic
medal	associated_with_achievements	encyclopaedic
medal	associated_with_Olympics	encyclopaedic
medal	associated_with_winning	encyclopaedic
medal	has_a_ribbon	encyclopaedic
medal	is_engraved	visual-form_and_surface
medal	is_round	visual-form_and_surface
medal	made_of_bronze	visual-form_and_surface
medal	made_of_gold	visual-form_and_surface
medal	made_of_metal	visual-form_and_surface
medal	made_of_silver	visual-form_and_surface
medal	worn_around_neck	function
menu	has_lists_of_foods	visual-form_and_surface
menu	has_lists_of_prices	visual-form_and_surface
menu	has_words_on_it	visual-form_and_surface
menu	made_of_paper	visual-form_and_surface
menu	made_of_plastic	visual-form_and_surface
menu	used_at_restaurants	encyclopaedic
menu	used_for_ordering_food	function
menu	used_for_selecting_meals	function
microscope	an_instrument	taxonomic
microscope	found_in_laboratories	encyclopaedic
microscope	has_a_light_inside	visual-form_and_surface
microscope	has_eyepieces	visual-form_and_surface
microscope	has_glass	visual-form_and_surface
microscope	has_lenses	visual-form_and_surface
microscope	is_expensive	encyclopaedic
microscope	is_scientific	encyclopaedic
microscope	made_of_metal	visual-form_and_surface
microscope	used_for_looking	function
microscope	used_for_magnifying	function
microscope	used_for_science	function
microscope	used_for_seeing_things_close-up	function
microwave	an_appliance	taxonomic
microwave	an_oven	taxonomic
microwave	found_in_kitchens	encyclopaedic
microwave	has_a_finish_signal	sound
microwave	has_a_turntable	visual-form_and_surface
microwave	has_doors	visual-form_and_surface
microwave	inbeh_-_produces_radiation	encyclopaedic
microwave	is_box_shaped	visual-form_and_surface
microwave	is_convenient	encyclopaedic
microwave	is_electrical	visual-form_and_surface
microwave	is_fast	visual-motion
microwave	is_modern	encyclopaedic
microwave	used_for_cooking	function
microwave	used_for_cooking_fast	function
microwave	used_for_heating_food	function
microwave	uses_radiation	encyclopaedic
mink	a_mammal	taxonomic
mink	an_animal	taxonomic
mink	has_4_legs	visual-form_and_surface
mink	has_a_tail	visual-form_and_surface
mink	has_eyes	visual-form_and_surface
mink	has_teeth	visual-form_and_surface
mink	hunted_by_people	function
mink	is_brown	visual-colour
mink	is_expensive	encyclopaedic
mink	is_fast	visual-motion
mink	is_furry	tactile
mink	is_small	visual-form_and_surface
mink	is_soft	tactile
mink	used_for_coats	function
mink	used_for_fur	function
mink_(coat)	different_colours	visual-colour
mink_(coat)	is_black	visual-colour
mink_(coat)	is_brown	visual-colour
mink_(coat)	is_expensive	encyclopaedic
mink_(coat)	is_soft	tactile
mink_(coat)	is_warm	tactile
mink_(coat)	made_of_animals	visual-form_and_surface
mink_(coat)	made_of_fur	visual-form_and_surface
mink_(coat)	made_of_mink	visual-form_and_surface
mink_(coat)	worn_by_rich_people	function
mink_(coat)	worn_by_women	function
minnow	a_baby_fish	taxonomic
minnow	a_fish	taxonomic
minnow	an_animal	taxonomic
minnow	beh_-_eats_water_plants	visual-motion
minnow	beh_-_swims	visual-motion
minnow	beh_-_swims_in_schools	visual-motion
minnow	eaten_by_fish	function
minnow	has_fins	visual-form_and_surface
minnow	has_gills	visual-form_and_surface
minnow	is_edible	function
minnow	is_small	visual-form_and_surface
minnow	lives_in_water	encyclopaedic
minnow	used_for_bait	function
mirror	different_sizes	visual-form_and_surface
mirror	found_in_bathrooms	encyclopaedic
mirror	found_in_bedrooms	encyclopaedic
mirror	found_in_houses	encyclopaedic
mirror	found_on_walls	encyclopaedic
mirror	inbeh_-_breaks	encyclopaedic
mirror	inbeh_-_gives_bad_luck_if_breaks	encyclopaedic
mirror	is_breakable	encyclopaedic
mirror	is_shiny	visual-form_and_surface
mirror	made_of_glass	visual-form_and_surface
mirror	used_for_showing_reflections	function
missile	a_weapon	taxonomic
missile	beh_-_flies	visual-motion
missile	has_warheads	visual-form_and_surface
missile	inbeh_-_explodes	sound
missile	is_dangerous	encyclopaedic
missile	is_destructive	encyclopaedic
missile	is_expensive	encyclopaedic
missile	is_fast	visual-motion
missile	is_launched	function
missile	is_long	visual-form_and_surface
missile	is_long_range	encyclopaedic
missile	is_nuclear	taxonomic
missile	launched_from_airplanes	function
missile	made_of_metal	visual-form_and_surface
missile	used_by_the_army	function
missile	used_for_killing	function
missile	used_for_war	function
mittens	clothing	taxonomic
mittens	comes_in_pairs	encyclopaedic
mittens	has_a_thumb	visual-form_and_surface
mittens	has_a_thumb_(1)_and_all_fingers_(2)	visual-form_and_surface
mittens	has_no_fingers	encyclopaedic
mittens	is_attached_by_string	encyclopaedic
mittens	is_colourful	visual-colour
mittens	is_easily_lost	encyclopaedic
mittens	is_knitted	encyclopaedic
mittens	made_of_wool	visual-form_and_surface
mittens	worn_by_children	function
mittens	worn_for_keeping_hands_warm	function
mittens	worn_for_warmth	function
mittens	worn_in_winter	encyclopaedic
mittens	worn_on_hands	function
mixer	an_appliance	taxonomic
mixer	found_in_kitchens	encyclopaedic
mixer	has_blades	visual-form_and_surface
mixer	has_bowls	visual-form_and_surface
mixer	is_electrical	visual-form_and_surface
mixer	is_loud	sound
mixer	used_for_cooking	function
mixer	used_for_making_cakes	function
mixer	used_for_mixing	function
mole_(animal)	a_rodent	taxonomic
mole_(animal)	an_animal	taxonomic
mole_(animal)	beh_-_burrows	visual-motion
mole_(animal)	beh_-_digs_holes	visual-motion
mole_(animal)	has_4_legs	visual-form_and_surface
mole_(animal)	has_a_nose	visual-form_and_surface
mole_(animal)	has_claws	visual-form_and_surface
mole_(animal)	has_feet	visual-form_and_surface
mole_(animal)	has_hair	visual-form_and_surface
mole_(animal)	is_brown	visual-colour
mole_(animal)	is_furry	tactile
mole_(animal)	is_short-sighted	encyclopaedic
mole_(animal)	is_small	visual-form_and_surface
mole_(animal)	lives_in_ground	encyclopaedic
moose	a_herbivore	taxonomic
moose	a_mammal	taxonomic
moose	an_animal	taxonomic
moose	eaten_as_meat	function
moose	has_4_legs	visual-form_and_surface
moose	has_antlers	visual-form_and_surface
moose	has_fur	visual-form_and_surface
moose	has_hair	visual-form_and_surface
