"field","column","group","type"
"data_age","month","admin","data_age"
"sex","sex","child","sex"
"study_id","study_id","child","study_id"
"item_1","Krokodil","item","word"
"item_2","Tier","item","word"
"item_3","Ameise","item","word"
"item_4","Baer","item","word"
"item_5","Giraffe","item","word"
"item_6","Schaf","item","word"
"item_7","Hase","item","word"
"item_8","Schmetterling","item","word"
"item_9","Schildkroete","item","word"
"item_10","Wolf","item","word"
"item_11","Zebra","item","word"
"item_12","Eule","item","word"
"item_13","Ente","item","word"
"item_14","Nilpferd","item","word"
"item_15","Spinne","item","word"
"item_16","Elefant","item","word"
"item_17","Fischsaid","item","word"
"item_18","Frosch","item","word"
"item_19","Vogel","item","word"
"item_20","Huhn","item","word"
"item_21","Pferd","item","word"
"item_22","Tiger","item","word"
"item_23","Kueken","item","word"
"item_24","Kuh","item","word"
"item_25","Reh","item","word"
"item_26","Hund","item","word"
"item_27","Fliege","item","word"
"item_28","Igel","item","word"
"item_29","Schlange","item","word"
"item_30","Fuchs","item","word"
"item_31","Pinguin","item","word"
"item_32","Schwein","item","word"
"item_33","Pony","item","word"
"item_34","Biene","item","word"
"item_35","Gans","item","word"
"item_36","Eichhoernchen","item","word"
"item_37","Teddy","item","word"
"item_38","Katze","item","word"
"item_39","Loewe","item","word"
"item_40","Affe","item","word"
"item_41","Maus","item","word"
"item_42","Esel","item","word"
"item_43","Kaefer","item","word"
"item_44","Schnecke","item","word"
"item_45","Maulwurf","item","word"
"item_46","Flugzeug","item","word"
"item_47","Fahrrad","item","word"
"item_48","Schiff","item","word"
"item_49","Bus","item","word"
"item_50","Bagger","item","word"
"item_51","Auto","item","word"
"item_52","Feuerwehr","item","word"
"item_53","Hubschrauber","item","word"
"item_54","Motorrad","item","word"
"item_55","Muellabfuhr","item","word"
"item_56","Trecker","item","word"
"item_57","Bahn","item","word"
"item_58","Dreirad","item","word"
"item_59","Lastwagen","item","word"
"item_60","Ball","item","word"
"item_61","Knete","item","word"
"item_62","Papier","item","word"
"item_63","Buch","item","word"
"item_64","Puppenwagen","item","word"
"item_65","Stift","item","word"
"item_66","Puppe","item","word"
"item_67","Spiel","item","word"
"item_68","Geschichte","item","word"
"item_69","Fussball","item","word"
"item_70","Luftballon","item","word"
"item_71","Geschenk","item","word"
"item_72","Puzzle","item","word"
"item_73","Spielzeug","item","word"
"item_74","Apfel","item","word"
"item_75","Pommes","item","word"
"item_76","Bohnen","item","word"
"item_77","Butter","item","word"
"item_78","Pudding","item","word"
"item_79","Muesli","item","word"
"item_80","Saft","item","word"
"item_81","Fleisch","item","word"
"item_82","Suppe","item","word"
"item_83","Nudeln","item","word"
"item_84","Orangesaid","item","word"
"item_85","Broetchen","item","word"
"item_86","Pfannkuchen","item","word"
"item_87","Fisch2","item","word"
"item_88","Spaghetti","item","word"
"item_89","Essensaid","item","word"
"item_90","Banane","item","word"
"item_91","Kartoffeln","item","word"
"item_92","Kuchen","item","word"
"item_93","Bonbon","item","word"
"item_94","Tee","item","word"
"item_95","Butterbrot","item","word"
"item_96","Sosse","item","word"
"item_97","Schokolade","item","word"
"item_98","Kaffee","item","word"
"item_99","Erdbeere","item","word"
"item_100","Toast","item","word"
"item_101","Wasser","item","word"
"item_102","Joghurt","item","word"
"item_103","Marmelade","item","word"
"item_104","Pizza","item","word"
"item_105","Weintrauben","item","word"
"item_106","Brot","item","word"
"item_107","Eis","item","word"
"item_108","Moehre","item","word"
"item_109","Salz","item","word"
"item_110","Kaese","item","word"
"item_111","Zucker","item","word"
