Baby_ID,data_age,Today_Date,Age (days),LanguageExpEng (%),LanguageExpFr (%),LanguageExpOther (%),OtherLang,A1Eng,A2Eng,A3Eng,airplane,animaleng,apple,arm,aunt,baa baa,baby,babysitter,babysitters name,backyard,ball,balloon,banana,bathroom,bathtub,beach,beads,bear,bed,bedroom,bee,belly button,bib,bicycle,bird,blanket,block,book,boots,bottle,bowl,box,boy,bread,broom,brother,brush,bubbles,bug,bunny,bus,butter,butterfly,button,C1Eng,C2Eng,cake,candy,car,carrots,cat,cereal,chair,cheek,cheerioseng,cheese,chickenanimal,chickenfood,child,childs own name,choo choo,church,clock,coat,cockadoodledoo,coffee,comb,cookie,couch,cow,cracker,crib,cup,daddy,deer,diaper,dish,dog,doll,donkey,door,drawer,dress,drinkfood,duck,ear,egg,elephant,eye,face,finger,firetruck,fishanimal,fishfood,flower,food,foot,fork,frog,garageeng,garden,giraffe,girl,glass,glasses,goose,grandma,grandpa,grreng,hair,hammer,hand,hat,head,high chair,home,horse,house,ice cream,jacket,jeanseng,juice,keys,kitchen,kitty,knee,lady,lamb,lamp,leg,light,lioneng,living room,man,meat,medicine,meow,milk,mommy,money,monkey,moo,moon,motorcycle,mouse,mouth,necklace,noodles,nose,orangefood,ouch,outside,oven,owiebooboo,owl,pajamas,pants,paper,park,party,peas,pen,penguin,penny,people,person,picture,pig,pillow,pizzaeng,plant,plate,play pen,pony,pool,potty,puppy,purse,quack quack,radioeng,rain,raisineng,refrigerator,rock,rocking chair,school,scissors,sheep,shirt,shoe,shorts,shovel,sink,sister,sky,slideoutsidethings,snow,soap,sock,spaghettieng,spoon,squirrel,stairs,star,store,stove,stroller,sun,sweater,swingoutsidethings,tableeng,teacher,teddybear,telephone,tiger,toasteng,toe,tongue,tooth,toothbrush,towel,toy,traineng,trash,tree,truck,tummy,turkey,turtle,TV,uh oh,uncle,vacuum,vroom,watchhouseholditems,waterfood,wateroutsidethings,window,woof woof,workplacestogo,yum yum,zipper,zooeng,2A10Eng,2A11Eng,2A12Eng,2A1Eng,2A2Eng,2A3Eng,2A4Eng,2A5Eng,2A6Eng,2A7Eng,2A8Eng,2A9Eng,2B1Eng,2B2Eng,2B3Eng,2B4Eng,2B5Eng,2B6Eng,2C10Eng,2C11Eng,2C12Eng,2C13Eng,2C14Eng,2C15Eng,2C16Eng,2C17Eng,2C1Eng,2C2Eng,2C3Eng,2C4Eng,2C5Eng,2C6Eng,2C7Eng,2C8Eng,2C9Eng,2D10Eng,2D11Eng,2D12Eng,2D13Eng,2D1Eng,2D2Eng,2D3Eng,2D4Eng,2D5Eng,2D6Eng,2D7Eng,2D8Eng,2D9Eng,all,allgone,another,asleep,away,back,bad,bath,big,bite,blow,blue,break,breakfast,bring,broken,bump,bye,careful,cleanaction,cleandescriptivewords,close,cold,cry,cute,dance,dark,day,dinner,dirty,dont,down,draw,drinkaction,drive,drydescriptiveword,eat,empty,fall,fast,feed,fine,finish,gentle,get,give,go,good,happy,hard,hello,help,her,hi,his,hit,hot,how,hug,hungry,hurry,hurt,I,in,inside,it,jump,kick,kiss,later,little,look,love,lunch,me,mine,more,morning,my,nap,naughty,nice,night,night night,no,none,notarticles,now,off,old,on,open,otherarticles,out,patty cake,peekaboo,play,please,pretty,pull,push,put,read,red,ride,run,same,say,scared,see,shhshushhush,show,sick,sing,sleep,sleepy,smile,soft,some,splash,stop,swim,swingaction,take,thank you,that,there,thirsty,this,throw,tickle,tired,today,tomorrow,tonight,touch,under,up,wait,walk,wannawanto,wash,watchaction,wet,what,when,where,who,why,wipe,write,yes,you,your,yucky,2E10Eng,2E11Eng,2E12Eng,2E13Eng,2E14Eng,2E15Eng,2E1Eng,2E2Eng,2E3Eng,2E4Eng,2E5Eng,2E6Eng,2E7Eng,2E8Eng,2E9Eng
5436,14,10/1/2013,438,97,3,,,Yes,Yes,Yes,Understands,,Understands,,,Understands,,,,,Says,Understands,Says,Understands,Says,,,Understands,Understands,,,Understands,Understands,Understands,Understands,Understands,Understands,Says,Understands,Says,Says,,Understands,Understands,,,Understands,Understands,Understands,Understands,Says,,,Understands,Sometimes,Sometimes,,,Says,,Understands,,Understands,,,Understands,Understands,Says,,Understands,Understands,,,Understands,,,,Says,,,Says,Understands,Says,,,Understands,,Says,,,Says,,,Says,Says,Understands,,Says,Understands,,,Understands,Says,,Understands,Understands,Understands,Understands,,,,,Understands,,Understands,,Says,Says,Says,Understands,,Understands,Says,Understands,Understands,Understands,Says,,Understands,Understands,,Understands,Understands,Understands,Understands,,,,,,,Understands,Understands,,Understands,,Understands,Says,Says,,Understands,Says,,Understands,,,,Understands,Understands,,,Understands,,Understands,Understands,Understands,Understands,,Understands,,,,,,,,,,,,,,,,,,Understands,,Says,,,,,,,Understands,,,Understands,Understands,,,,,,Understands,,,Understands,,Understands,Understands,,,,,Understands,,,,Understands,,Understands,,Understands,,Understands,,Understands,Understands,,Understands,Understands,Understands,Understands,Says,Understands,,,Understands,Says,Says,,Says,,Understands,Understands,Understands,Says,,Says,,,Often,Often,Never,Often,Often,Often,Often,Often,Often,Often,Never,Often,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,Understands,,,,Understands,,Says,,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,Says,Understands,,,Understands,,,,Understands,,,Understands,,Understands,,,Understands,,,Understands,Understands,Understands,,,,Understands,Understands,Understands,Understands,Says,,,,,,,Says,,,Understands,,Understands,Understands,,,,,,,Understands,,Understands,,,Understands,Understands,Understands,,Understands,Says,,,Understands,,Understands,,Says,Says,,,,,,,Understands,,,,Understands,Understands,Understands,,,Understands,,,,,,,,,,Understands,Understands,,,Understands,,Understands,Understands,,Understands,Understands,,,,Understands,,,Understands,,Understands,,,,,,,,,,Understands,Understands,Understands,,,,,,,,,,Understands,Understands,,Understands,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes
5624,15,10/19/2013,445,93.5,6.5,,,Yes,Yes,Yes,,,,,,,,,,,,,Says,,,,,,,,,,,,,,,Understands,,Understands,,,,,,,,,,,,,,,Sometimes,Never,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,Says,,,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,Understands,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,Says,,,,,,,Understands,,,Understands,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
5839,15,10/27/2013,448,90,10,,,Yes,Yes,Yes,Understands,Understands,Understands,Understands,,Says,Says,,,Understands,Says,Understands,Understands,Understands,Understands,,,Understands,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,Says,Says,Understands,Understands,Understands,Says,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,Says,Understands,Understands,Understands,Sometimes,Sometimes,Understands,Understands,Says,Understands,Says,Understands,Understands,Understands,Says,Says,Understands,Understands,Understands,Understands,Understands,,,Understands,Understands,Understands,Understands,Says,Understands,Says,Understands,Understands,Says,Says,Understands,Understands,,Says,Understands,Understands,Understands,Understands,Understands,Says,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Says,Says,Understands,Understands,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,,,Says,Understands,Understands,Understands,Says,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Says,Says,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Says,Understands,Understands,Understands,Understands,,Says,Understands,Says,Understands,Understands,Says,,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Says,Understands,Says,Says,Understands,Understands,,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,Understands,,Understands,,Understands,Understands,,Understands,,Understands,Says,Says,Understands,,Understands,Understands,Understands,Understands,,Understands,Says,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,Understands,Understands,,Understands,Says,Understands,Understands,Understands,Understands,Understands,Says,Understands,Understands,Says,Says,Says,Understands,Understands,Understands,Understands,Says,Says,,,Says,Understands,Says,Says,Understands,Says,,Says,Understands,,Often,Often,Often,Often,Often,Often,Often,Often,Never,Never,Never,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Understands,Says,Understands,Understands,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Says,Understands,Understands,Understands,Understands,Understands,Understands,,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Says,Understands,Understands,Says,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,,Understands,,Understands,Understands,Says,,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,,Understands,,Understands,Understands,Says,Says,,,Understands,Understands,,Understands,Understands,Understands,Understands,Understands,Says,Says,Understands,,Understands,Says,Understands,Understands,Understands,Understands,Understands,,Understands,,Understands,Says,Understands,,Says,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Says,Understands,Understands,Understands,Understands,Understands,Understands,Understands,,,,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,,,Understands,,Understands,Understands,Understands,Says,Understands,Understands,Understands,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
6111,14,12/8/2013,426,91,9,,,Yes,Yes,Yes,,,,,,,,,Understands,,Says,,,,,,,,,,,,,,,,,Understands,,Understands,,,,,,Understands,,,,,,,,,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,Says,,,,,,,,Understands,,,,,Says,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,Says,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,Understands,,,,,,,,,,,,,,Understands,,,,,,,,,,Understands,,,,Says,,,,,,,,,,,,,Sometimes,Never,Sometimes,Often,Often,Sometimes,Often,Often,Sometimes,Never,Never,Often,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,,Understands,,,,,,,,,,,,,,,,Says,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,Understands,Understands,Understands,,,,,,,Says,,,Understands,,,,,,,,,,,,,,,,,,,Understands,Says,,,Understands,,Understands,,,Says,,,,,,,,,,Understands,Understands,,Understands,,,,,,,,,,,,,Understands,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,Understands,,,,,Understands,,,Understands,Yes,No,No,Yes,Yes,Yes,No,No,,No,Yes,Yes,Yes,No,Yes
5575,13,3/28/2014,392,97,0,3,Arabic,Yes,Yes,Yes,,,Says,,,,,,,,Says,Says,,,Says,,,,,,,,,,,,,Says,,Says,,,,,,,,Says,,,,,,,Often,Sometimes,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Says,,,,,,,,,,Understands,,,Often,Never,Never,Often,Often,Sometimes,Sometimes,Often,Never,Never,Never,Sometimes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,Says,,,,,,,,,,Understands,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,Understands,,,Understands,,,Says,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,Understands,Understands,,,,,,,,,,,Understands,,,,,,,Understands,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes
5818,10,4/1/2014,289,97,3,,,Yes,Yes,Yes,,,,,,,Understands,,,,,,Understands,,,,,,Understands,,,,,,,,,,,,,,,,,Understands,,,,,,,,,Never,Never,,,,,Understands,,,,,,,,,,,,,,,Understands,,,Understands,,,,Understands,Understands,,Understands,,Understands,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,Understands,Understands,,,,,,,,,,Understands,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,Understands,,,,,,,,,,,,,,,,Understands,,,,,,,,,Understands,,,,,Understands,,,,,,,,,Understands,,,,,,,,Never,Never,Never,Often,Often,Sometimes,Often,Often,Never,Never,Never,Sometimes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Understands,,,,,,,,,,,,,,,,Understands,,,,,,Understands,,Understands,,,,,,,,,,,Understands,,,,,,,,,Understands,,,Understands,,Understands,,,Understands,,,,,Understands,,,,,,,,,,Understands,,,,Understands,,,,,,,,,,,,Understands,,,,,,,,,,,Understands,Understands,,,,,,,,,,,,,,Understands,,,,,,Understands,,,,,,,,,,,,,,,,,,,Understands,,,,,Understands,,,,,,,,,,,Understands,,,Understands,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
7083,13,5/12/2014,405,93,7,,,Yes,Yes,Yes,,,,,,,,,,,Understands,,Understands,,,,,,,,,Understands,,,Says,,,Understands,,Understands,,,,,,,,,,,,,,,Never,Never,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,Understands,Says,,,,Says,Understands,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,Understands,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,Says,,Understands,,,,,Understands,,,Understands,,Understands,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,Understands,,,Understands,,,,,,,,,,,,Understands,,,,,,,,,,,Understands,,Understands,,,,,,,,,Understands,,,Says,,Understands,,,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,Sometimes,Never,,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,Understands,,,,,,,,,Understands,,,,,,,Says,Understands,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,Understands,,,Understands,,,,,Understands,,,,,,,,,,Understands,,,,,,,,Understands,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,Understands,,,Understands,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
7044,9,5/27/2014,271,95,5,,,Yes,Yes,Yes,Understands,,,,,,,,,,Understands,,,,,,,,,,,,,,,Understands,,,,,,,,,,Understands,,,,,,,,,Never,Never,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,Says,,,,,,,,,,,,,,,,,Understands,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,Understands,,,,,,,,,,Understands,,,Never,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Never,Never,Often,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
7000,10,5/29/2014,289,94,0,7,Luxembourgish,Yes,No,No,,,,,,Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,Understands,,,,,,Understands,,Never,Sometimes,Never,Often,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,Understands,Understands,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
7119,14,6/19/2014,437,96,5,,,Yes,Yes,Yes,Understands,,,,,,Understands,,,,Understands,,,Understands,,,,,Understands,,,,Understands,,Understands,,,Understands,,,,,,,,,,,,,,,,,Sometimes,Never,,,Understands,Understands,Understands,Understands,,,,,,,,Understands,,,,,,,,Understands,,,,,Understands,Understands,,,,Says,,,Understands,,,Understands,Understands,,,,,,,Understands,,,,,Understands,,,,,,,,,,,,Understands,,,,Understands,,,Understands,,,,,,Understands,Understands,,,,,,,,,,,,,,,,Understands,,Understands,,,,,,,,,,Understands,Understands,,,,Understands,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,Understands,,,,,,,,,Understands,,Understands,Understands,,,,,,,,,,,,Understands,,,,,,Understands,,,,,,Understands,,,,,Says,,,Says,Understands,Understands,Understands,,Understands,,Says,,,Never,Sometimes,Sometimes,Often,Often,Often,Often,Often,Often,Never,Never,Sometimes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,Understands,Understands,,,,,,,Understands,,,,,Understands,,,Understands,,,,Understands,,,,Understands,,,,,Understands,,,,,,,,,,,,,,Understands,Understands,Understands,,,,Understands,,,Says,,,,,Understands,,,,,,,,Understands,,Understands,,,Understands,,,Understands,,,,,,,,Understands,Understands,Understands,,,,,,,,,,,Understands,,,Understands,,,Understands,Understands,,,,,Understands,,,,,,,,,,,,,Understands,,Understands,,Says,,Understands,,,,,Understands,,,,,,Understands,Understands,Understands,Understands,,,,,,Understands,,,,,,Understands,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
7227,14,7/8/2014,438,96,4,,,Yes,Yes,Yes,Understands,,Says,,Understands,Says,Understands,,,,Understands,Understands,,,Understands,,,,,,,,,,Understands,Says,,Understands,,Understands,,,,Understands,,,,,,,,,,,Never,Never,,,,,Understands,,,,,Understands,,,,Understands,Understands,,,,,,,,,,,,,Says,,Understands,,Says,,,,,,,Understands,,,,,,,,Understands,,Understands,,,,,,,,,,,,Understands,Understands,,,,,Understands,,,,,,Understands,,,Understands,,,Understands,,,,,,,,,,,,,Understands,Says,,,,,,,,,,,,Understands,,,Understands,,,,,Understands,,,,,,,,,,,,,,,,Understands,,,,,,,Understands,,,,,,,,Understands,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,Understands,,,,,,,,Understands,,Says,,,Often,Never,Never,Often,Often,Often,Often,Often,Often,Never,Never,Sometimes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Understands,,,,,,Understands,,,,,,,,,,Says,Understands,Understands,,Understands,,,,Understands,,,,,,,,,,,,,,,,,,,,,,Understands,,,Understands,,,Understands,,,,,Understands,,,,,,,,,,Understands,,,Understands,,,,,Understands,,,,,,,,Says,,,,Understands,,Understands,Understands,,,Understands,Understands,Understands,Understands,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,Understands,,Understands,,,,,,,,,,,,Understands,Understands,,,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
6937,12,9/10/2014,377,96,4,,,Yes,Yes,Yes,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,Says,,,,,,Understands,,,,,,,,,Often,Never,,,Understands,,Understands,Understands,,,Understands,,,,,,Understands,,,,,,,,,,Understands,,Says,Says,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,Understands,Understands,,,,,,,,Understands,,Understands,,,,,,,,,,,,,,,,,,,,Understands,Says,,Understands,,,,,,,,Says,,Says,Understands,,Says,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,Understands,,,,,,,,,,Understands,Understands,,,,Understands,,,,Says,,,Says,,Understands,Understands,,,,Says,,,Often,Often,Sometimes,Often,Often,Often,Often,Often,Sometimes,Never,Never,Sometimes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,No,No,,Says,,,,,,Understands,,,,,,,Understands,,,Says,Understands,,,,,,,,,,,,Understands,,,,,,,,,,,,Understands,Understands,,,Says,,,,,,,Says,,,,,Understands,,,,,,,,,,,,,Understands,,,,,Says,,,,,,,Understands,Understands,,,,Understands,,,,,,Understands,Says,,Understands,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,Says,,,,,,,,,,,,Understands,,Understands,,,,,,,,,,,,,Understands,,,,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No
6760,15,9/14/2014,442,95,0,5,Cantonese,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never,Never,Never,Often,Often,Often,Sometimes,Often,Sometimes,Never,Never,Often,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No
6817,14,10/15/2014,426,99,0.5,0.5,,Yes,Yes,Yes,,,Understands,,Understands,Understands,,,,Understands,Understands,Understands,Understands,,Understands,,,,Understands,Understands,,Understands,,,,Understands,,,,Understands,Understands,Understands,,Understands,,Understands,Understands,,,Understands,,,,,Sometimes,Never,Understands,,Understands,Understands,Understands,Understands,Understands,,Understands,,,Understands,,Understands,,,,,Understands,,,,Understands,Understands,,Understands,Understands,Understands,,Understands,,Understands,,,Understands,,,,,Understands,Understands,Understands,Understands,Understands,Understands,,,Understands,,Understands,Understands,,,,,,,Understands,,,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,,Understands,Understands,,,,,Understands,Understands,Understands,,,,,Understands,,Understands,,,,,Understands,Understands,Understands,,Understands,Understands,,,,Understands,,,Understands,,Understands,Understands,,,Understands,Understands,,,Understands,,,,,,,,,Understands,Understands,,,Understands,Understands,,,,Understands,,Understands,,,,Understands,,,,,Understands,Understands,Understands,,,,Understands,,Understands,,,Understands,Understands,Understands,Understands,,,,,Understands,Understands,Understands,Understands,Understands,,,,,Understands,Understands,,Understands,Understands,,Understands,,,Understands,,Understands,,Understands,,Understands,Understands,Understands,Understands,,Understands,Understands,Understands,Understands,,Understands,,,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Often,Often,Never,Never,Often,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Understands,,,Understands,,Understands,Understands,,,,,,,,,,Understands,Understands,,,,,,,,Understands,,,Understands,,Understands,,,,,,Understands,,Understands,,,,Understands,,,,Understands,Understands,,,,,,,,Understands,,,,,,,,Understands,Understands,,,,,Understands,,,,Understands,Understands,Understands,,Understands,,,,,,Says,Understands,,,,,,,,Understands,,,,,,,,,,,,,,,,,,,,,,Understands,,Understands,,,,,,,,Understands,,Understands,Understands,,,,,,,,Understands,Understands,,,,,,Understands,,,,,,,,Says,,,Understands,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
