Subject,DOB,Sex,Maternal Education,Birth Order,Language Grp,L1,L1%,L2,L2%,L3,L3%,EnglishExposure,FrenchExposure,OtherExposure,Wave,Age at English Visit,MCDIc_E (# of words comprehended on MCDI_,MCDIcp_E (comprehension percentile on MCDI),MCDIp_E (# of words produced on MCDI),MCDIpp_E (production percentile on MCDI),MCDIrc_E (total correct items (comprehension) in common with CCT (aka ReducedCDI_E)),MCDIrp_E (total correct items (production) in common with CCT),baa baa,choo choo,cockadoodledoo,grrr,meow,moo,ouch,quack quack,uh oh,vroom,woof woof,yum yum,animal,bear,bee,bird,bug,bunny,butterfly,cat,chicken (animal),cow,deer,dog,donkey,duck,elephant,fish (animal),frog,giraffe,goose,horse,kitty,lamb,lion,monkey,mouse,owl,penguin,pig,pony,puppy,sheep,squirrel,teddy bear,tiger,turkey,turtle,airplane,bicycle,bus,car,firetruck,motorcycle,stroller,train,truck,ball,balloon,block,book,bubbles,doll,pen,toy (object),apple,banana,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken (food),coffee,cookie,cracker,drink (beverage),egg,fish (food),food,ice cream,juice,meat,milk,noodles,orange (food),peas,pizza,raisin,spaghetti,toast,water (beverage),beads,bib,boots,button,coat,diaper,dress (object),hat,jacket,jeans,necklace,pajamas,pants,shirt,shoe,shorts,sock,sweater,zipper,arm,belly button,cheek,ear,eye,face,foot,finger,hair,hand,head,knee,leg,mouth,nose,owie/boo boo,tooth,toe,tongue,tummy,bathroom,bathtub,bed,bedroom,chair,couch,crib,door,drawer,garage,high chair,kitchen,living room,oven,play pen,potty,refrigerator,rocking chair,sink,stairs,stove,table,TV,window,blanket,bottle,bowl,box,broom,brush,clock,comb,cup,dish,fork,glass,glasses,hammer,keys,lamp,light,medicine,money,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,telephone,toothbrush,towel,trash,vacuum,watch (object),backyard,beach,church,flower,garden,home,house,moon,outside,park,party,pool,rain,rock,school,shovel,sky,slide (object),snow,star,store,sun,swing (object),tree,water (not beverage),work (place),zoo,aunt,baby,babysitter,babysitter's name,boy,brother,child,daddy,girl,grandma,grandpa,lady,man,mommy,child's own name,people,person,sister,teacher,uncle,bath,breakfast,bye,dinner,don't,hello,hi,lunch,nap,night night,no,pattycake,peekaboo,please,shh/shush/hush,thank you,wait,wanna/want to,yes,bite,blow,break,bring,bump,clean (action),close,cry,dance,draw,drink (action),drive,eat,fall,feed,finish,get,give,go,help,hit,hug,hurry,jump,kick,kiss,look,love,open,play,pull,push,put,read,ride,run,say,see,show,sing,sleep,smile,splash,stop,swim,swing (action),take,throw,tickle,touch,watch (action),walk,wash,wipe,write,day,later,morning,night,now,today,tomorrow,tonight,all gone,asleep,bad,big,blue,broken,careful,clean (description),cold,cute,dark,dirty,dry (description),empty,fast,fine,gentle,good,happy,hard,hot,hungry,hurt,little (description),naughty,nice,old,pretty,red,scared,sick,sleepy,soft,thirsty,tired,wet,yucky,her,his,I,it,me,mine,my,that,this,you,your,how,what,when,where,who,why,away,back,down,in,inside,off,on,out,there,under,up,all,another,more,none,not,other,same,some
449,2/3/11,1,18,2,2,1,0.71,2,0.29,,,English;71;,French;29;,,1,19.1,176,23,12,10,22,0,0,0,0,0,1,0,1,1,2,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,1,1,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,2,0,0,0,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
450,23/3/11,2,19,1,2,1,0.58,2,0.42,,,English;58;,French;42;,,1,17.6,332,86,29,15,37,6,2,0,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,1
451,9/3/11,2,18,3,2,1,0.6,2,0.4,,,English;60;,French;40;,,1,18.4,253,53,84,59,27,11,1,2,0,2,2,2,2,1,2,0,2,2,1,2,2,2,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,2,0,1,0,0,1,0,0,2,2,0,1,2,1,1,1,2,2,1,1,1,0,1,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,2,0,0,1,1,0,0,2,0,1,1,1,1,1,0,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,0,0,1,1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,2,1,2,1,2,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,2,0,2,0,2,2,0,0,2,0,0,0,2,0,0,2,1,2,1,0,2,1,1,1,2,2,0,2,2,2,2,0,0,2,1,2,1,1,0,1,1,1,2,1,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,1,1,1,0,1,1,1,0,0,1,1,1,0,2,2,2,0,0,1,0,2,0,0,0,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,0,0,0,1,2,0,1,0,2,0,1,1,1,2,1,1,2,2,1,2,0,0,0,0,0
452,8/3/11,1,16,2,2,2,0.58,1,0.42,,,English;42;,French;58;,,1,18.1,54,1,7,8,2,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
453,30/3/11,1,16,2,2,2,0.7,1,0.3,,,English;30;,French;70;,,1,17.3,160,28,15,16,23,2,1,2,0,2,1,1,1,1,2,2,2,2,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,2,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,1,1,0,0,2,1,0,0,0,0,0,1,1,2,0,1,1,1,0,2,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
454,17/3/11,1,16,1,2,2,0.57,1,0.43,,,English;43;,French;57;,,1,18.2,111,14,17,17,12,2,2,1,0,2,2,2,0,1,1,2,2,2,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,2,0,0,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,1,0,0,1,0,0,1,0,2,1,1,1,0,1,1,0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,1/3/11,1,18,2,2,1,0.77,2,0.23,,,English;77;,French;23;,,1,18.7,260,61,60,32,31,9,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,0,2,0,2,1,1,2,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,2,1,0,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,0,0,1,2,2,1,0,0,0,2,1,1,2,1,0,2,2,1,1,1,1,0,2,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,2,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,2,2,1,1,1,1,1,2,0,1,0,0,1,1,0,2,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,2,0,2,0,0,0,2,1,0,0,0,0,1,1,1,2,0,1,0,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,2,0,1,1,1,1,1,1,2,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0
456,4/5/11,1,11,1,2,2,0.64,1,0.36,,,English;36;,French;64;,,1,17.8,234,63,5,10,32,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
457,29/5/11,1,16,1,2,2,0.61,1,0.39,,,English;39;,French;61;,,1,17.4,223,57,46,43,24,6,2,0,2,2,2,2,1,1,1,2,2,2,0,0,2,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,1,1,0,2,2,2,2,2,2,2,2,0,2,1,1,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,2,1,1,1,0,1,0,2,0,0,0,2,0,0,1,1,0,1,0,1,0,1,1,1,2,0,0,1,1,0,0,0,2,2,1,1,0,1,1,1,0,0,2,2,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,2,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,2,0,2,2,1,1,2,1,1,0,0,0,0,2,1,2,1,1,1,1,1,0,0,2,0,2,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,2,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0
458,14/5/11,2,14,1,2,2,0.51,1,0.46,3,0.03,English;46;,French;51;,Other;3;,1,18.9,91,1,46,15,18,6,2,0,0,2,2,0,0,0,2,0,2,2,0,1,0,0,1,2,2,2,0,1,0,2,0,1,0,2,0,0,0,0,2,1,1,2,1,0,1,1,0,2,0,1,0,1,0,1,1,0,1,2,0,0,0,1,1,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,1,0,2,0,0,2,0,1,0,2,0,0,2,0,2,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1,0,1,1,0,2,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0
459,26/6/11,2,16,1,2,2,0.71,1,0.29,,,English;29;,French;71;,,1,16.9,135,24,79,71,23,16,2,2,0,2,1,2,0,2,0,0,2,1,0,2,0,0,1,2,0,2,0,2,0,2,0,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,2,2,0,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,1,2,1,0,2,0,2,2,2,2,0,2,0,0,0,0,0,1,2,0,2,1,2,1,0,0,0,2,2,2,2,0,1,0,1,2,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,2,0,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,2,0,2,2,0,0,2,1,0,0,0,0,1,2,1,2,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,15/6/11,1,16,1,2,2,0.78,1,0.22,,,English;22;,French;78;,,1,17.4,19,1,1,5,2,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,19/5/11,2,12,1,2,1,0.67,2,0.33,,,English;67;,French;33;,,1,18.1,248,37,109,55,30,12,2,2,0,2,1,1,2,2,2,0,2,2,1,0,0,2,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,2,2,0,2,1,0,0,1,2,2,1,0,0,2,0,2,0,2,2,0,2,2,2,2,0,1,1,2,0,1,1,1,1,1,2,1,1,2,0,2,2,1,1,2,0,2,2,1,0,1,2,2,2,0,2,1,1,0,2,1,2,2,2,2,0,2,2,2,1,1,2,2,2,2,0,1,2,1,1,1,1,2,1,1,2,0,1,1,2,0,1,1,2,1,0,1,2,1,1,2,1,2,1,1,1,1,1,0,2,2,1,1,1,2,0,1,0,1,0,2,2,0,1,1,0,0,1,1,1,1,2,2,1,1,0,1,1,0,0,0,1,0,1,1,0,2,1,0,0,2,1,1,0,0,1,0,1,0,1,0,2,2,0,0,2,2,0,0,1,0,0,0,1,2,2,0,0,2,1,0,0,0,0,2,1,1,2,1,2,2,2,2,1,0,2,0,2,2,1,2,1,1,1,2,1,1,1,0,2,2,0,1,1,1,1,1,2,1,2,1,1,2,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,2,0,0,1,1,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,1,1,1,0,0,1,2,2,0,0,2,0,0,0,0,1,1,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,2,2,1,0,0,1,0,1,0,0,1,1,2,1,1,1,1,0,0,1,2,0,0,2,0,0,0,0,2
462,30/6/11,2,5,1,2,1,0.54,2,0.46,,,English;54;,French;46;,,1,17.3,200,47,4,9,21,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,2,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
