itemID,item,type,category,choices,definition,gloss,complexity_category,uni_lemma
item_56,bicycle/bike,word,vehicles,produces,bicycle/bike,bicycle/bike,,bicycle
item_57,boat,word,vehicles,produces,boat,boat,,boat
item_58,bus,word,vehicles,produces,bus,bus,,bus
item_59,car,word,vehicles,produces,car,car,,car
item_60,fire_truck_engine,word,vehicles,produces,fire truck/engine,fire truck/engine,,firetruck
item_61,helicopter,word,vehicles,produces,helicopter,helicopter,,
item_62,motorbike,word,vehicles,produces,motorbike,motorbike,,motorcycle
item_63,pram,word,vehicles,produces,pram,pram,,stroller
item_64,stroller,word,vehicles,produces,stroller,stroller,,stroller
item_65,tractor,word,vehicles,produces,tractor,tractor,,tractor
item_66,train,word,vehicles,produces,train,train,,train
item_67,three_wheeler_tricycle,word,vehicles,produces,three wheeler/tricycle,three wheeler/tricycle,,
item_68,truck,word,vehicles,produces,truck,truck,,truck
item_69,ball,word,toys,produces,ball,ball,,ball
item_70,balloon,word,toys,produces,balloon,balloon,,balloon
item_71,bat,word,toys,produces,bat,bat,,
item_72,block_brick,word,toys,produces,block/brick,block/brick,,block
item_73,book,word,toys,produces,book,book,,book
item_74,bubbles,word,toys,produces,bubbles,bubbles,,bubbles
item_75,crayon,word,toys,produces,crayon,crayon,,crayon
item_76,doll,word,toys,produces,doll,doll,,doll
item_77,game,word,toys,produces,game,game,,
item_78,glue,word,toys,produces,glue,glue,,
item_79,pen,word,toys,produces,pen,pen,,pen
item_80,play_dough,word,toys,produces,play dough,play dough,,
item_81,present_pressie,word,toys,produces,present/pressie,present/pressie,,
item_82,puzzle,word,toys,produces,puzzle,puzzle,,present
item_83,story,word,toys,produces,story,story,,
item_84,teddy_bear,word,toys,produces,teddy bear,teddy bear,,teddybear
item_85,toy,word,toys,produces,toy,toy,,toy (object)
item_86,apple,word,food_drink,produces,apple,apple,,apple
item_87,banana,word,food_drink,produces,banana,banana,,banana
item_88,beans,word,food_drink,produces,beans,beans,,beans
item_89,biscuit_bickie,word,food_drink,produces,biscuit/bickie,biscuit/bickie,,cookie
item_90,bread,word,food_drink,produces,bread,bread,,bread
item_91,butter,word,food_drink,produces,butter,butter,,butter
item_92,cake,word,food_drink,produces,cake,cake,,cake
item_93,carrot,word,food_drink,produces,carrot,carrot,,carrots
item_94,cereal,word,food_drink,produces,cereal,cereal,,cereal
item_95,cheese,word,food_drink,produces,cheese,cheese,,cheese
item_96,chicken,word,food_drink,produces,chicken,chicken,,chicken (food)
item_97,chocolate,word,food_drink,produces,chocolate,chocolate,,chocolate
item_98,chewing_gum_chewie,word,food_drink,produces,chewing gum/chewie,chewing gum/chewie,,
item_99,coffee,word,food_drink,produces,coffee,coffee,,coffee
item_100,coke,word,food_drink,produces,coke,coke,,soda
item_101,cordial,word,food_drink,produces,cordial,cordial,,
item_102,corn,word,food_drink,produces,corn,corn,,
item_103,fish,word,food_drink,produces,fish,fish,,fish (food)
item_104,food,word,food_drink,produces,food,food,,food
item_105,grapes,word,food_drink,produces,grapes,grapes,,grapes
item_106,hamburger,word,food_drink,produces,hamburger,hamburger,,
item_107,ice,word,food_drink,produces,ice,ice,,
item_108,ice_cream,word,food_drink,produces,ice cream,ice cream,,ice cream
item_109,jam,word,food_drink,produces,jam,jam,,jam
item_110,jelly,word,food_drink,produces,jelly,jelly,,
item_111,juice,word,food_drink,produces,juice,juice,,juice
item_112,lolly,word,food_drink,produces,lolly,lolly,,lollipop
item_113,mango,word,food_drink,produces,mango,mango,,
item_114,meat,word,food_drink,produces,meat,meat,,meat
item_115,milk,word,food_drink,produces,milk,milk,,milk
item_116,muffin,word,food_drink,produces,muffin,muffin,,
item_117,noodles,word,food_drink,produces,noodles,noodles,,noodles
item_118,nuts,word,food_drink,produces,nuts,nuts,,
item_119,orange,word,food_drink,produces,orange,orange,,orange (food)
item_120,pineapple,word,food_drink,produces,pineapple,pineapple,,
item_121,pizza,word,food_drink,produces,pizza,pizza,,pizza
item_122,popcorn,word,food_drink,produces,popcorn,popcorn,,
item_123,potato,word,food_drink,produces,potato,potato,,potato
item_124,potato_chip_crisps,word,food_drink,produces,potato chip/crisps,potato chip/crisps,,
item_125,pudding,word,food_drink,produces,pudding,pudding,,pudding
item_126,pumpkin,word,food_drink,produces,pumpkin,pumpkin,,
item_127,raisin,word,food_drink,produces,raisin,raisin,,raisin
item_128,salt,word,food_drink,produces,salt,salt,,
item_129,sandwich,word,food_drink,produces,sandwich,sandwich,,sandwich
item_130,soup,word,food_drink,produces,soup,soup,,soup
item_131,spaghetti,word,food_drink,produces,spaghetti,spaghetti,,spaghetti
item_132,strawberry,word,food_drink,produces,strawberry,strawberry,,
item_133,toast,word,food_drink,produces,toast,toast,,toast
item_134,tomato_sauce,word,food_drink,produces,(tomato) sauce,(tomato) sauce,,sauce
item_135,tuna,word,food_drink,produces,tuna,tuna,,
item_136,vanilla,word,food_drink,produces,vanilla,vanilla,,
item_137,custard,word,food_drink,produces,custard,custard,,
item_138,doughnut,word,food_drink,produces,doughnut,doughnut,,
item_139,drink,word,food_drink,produces,drink,drink,,drink (beverage)
item_140,egg,word,food_drink,produces,egg,egg,,egg
item_141,pancake,word,food_drink,produces,pancake,pancake,,pancake
item_142,pasta,word,food_drink,produces,pasta,pasta,,pasta
item_143,peanut_butter,word,food_drink,produces,peanut butter,peanut butter,,
item_144,peas,word,food_drink,produces,peas,peas,,peas
item_145,vegemite,word,food_drink,produces,vegemite,vegemite,,
item_146,vitamins,word,food_drink,produces,vitamins,vitamins,,
item_147,water,word,food_drink,produces,water,water,,water (beverage)
item_148,yoghurt,word,food_drink,produces,yoghurt,yoghurt,,yogurt
item_149,beanie,word,clothing,produces,beanie,beanie,,cap
item_150,belt,word,clothing,produces,belt,belt,,
item_151,bib,word,clothing,produces,bib,bib,,bib
item_152,boots,word,clothing,produces,boot(s),boot(s),,boots
item_153,button,word,clothing,produces,button,button,,button
item_154,coat,word,clothing,produces,coat,coat,,coat
item_155,dress,word,clothing,produces,dress,dress,,dress (object)
item_156,hat,word,clothing,produces,hat,hat,,hat
item_157,jacket,word,clothing,produces,jacket,jacket,,jacket
item_158,jeans,word,clothing,produces,jeans,jeans,,jeans
item_159,jumper,word,clothing,produces,jumper,jumper,,sweater
item_160,nappy,word,clothing,produces,nappy,nappy,,diaper
item_161,necklace,word,clothing,produces,necklace,necklace,,necklace
item_162,pyjamas_jamies,word,clothing,produces,pyjamas/jamies,pyjamas/jamies,,pajamas
item_163,pants,word,clothing,produces,pants,pants,,pants
item_164,shirt,word,clothing,produces,shirt,shirt,,shirt
item_165,shoes,word,clothing,produces,shoe(s),shoe(s),,shoe
item_166,shorts,word,clothing,produces,shorts,shorts,,shorts
item_167,slippers,word,clothing,produces,slipper(s),slipper(s),,slipper
item_168,socks,word,clothing,produces,sock(s),sock(s),,sock
item_169,sunglasses_sunnies,word,clothing,produces,sunglasses/sunnies,sunglasses/sunnies,,
item_170,thongs,word,clothing,produces,thongs,thongs,,sandals
item_171,underpants_undies,word,clothing,produces,underpants/undies,underpants/undies,,underpants
item_172,zipper,word,clothing,produces,zipper,zipper,,zipper
item_173,ankle,word,body_parts,produces,ankle,ankle,,
item_174,arm,word,body_parts,produces,arm,arm,,arm
item_175,bellybutton_navel,word,body_parts,produces,bellybutton/navel,bellybutton/navel,,belly button
item_176,breasts,word,body_parts,produces,breasts,breasts,,breast
item_177,bottom,word,body_parts,produces,bottom,bottom,,butt
item_178,cheek,word,body_parts,produces,cheek,cheek,,cheek
item_179,chin,word,body_parts,produces,chin,chin,,chin
item_180,ear,word,body_parts,produces,ear,ear,,ear
item_181,eye,word,body_parts,produces,eye,eye,,eye
item_182,face,word,body_parts,produces,face,face,,face
item_183,fingers,word,body_parts,produces,finger(s),finger(s),,finger
item_184,foot_feet,word,body_parts,produces,foot/feet,foot/feet,,foot
item_185,hair,word,body_parts,produces,hair,hair,,hair
item_186,hand,word,body_parts,produces,hand,hand,,hand
item_187,head,word,body_parts,produces,head,head,,head
item_188,knee,word,body_parts,produces,knee,knee,,knee
item_189,leg,word,body_parts,produces,leg,leg,,leg
item_190,lips,word,body_parts,produces,lips,lips,,
item_191,mouth,word,body_parts,produces,mouth,mouth,,mouth
item_192,nails,word,body_parts,produces,nail(s),nail(s),,nail (body part)
item_193,neck,word,body_parts,produces,neck,neck,,neck
item_194,nose,word,body_parts,produces,nose,nose,,nose
item_195,shoulder,word,body_parts,produces,shoulder,shoulder,,
item_196,stomach_tummy,word,body_parts,produces,stomach/tummy,stomach/tummy,,tummy
item_197,tooth_teeth,word,body_parts,produces,tooth/teeth,tooth/teeth,,tooth
item_198,toes,word,body_parts,produces,toe(s),toe(s),,toe
item_199,tongue,word,body_parts,produces,tongue,tongue,,tongue
item_200,basket,word,household,produces,basket,basket,,
item_201,bin,word,household,produces,bin,bin,,
item_202,blanket,word,household,produces,blanket,blanket,,blanket
item_203,bottle,word,household,produces,bottle,bottle,,bottle
item_204,box,word,household,produces,box,box,,box
item_205,bowl,word,household,produces,bowl,bowl,,bowl
item_206,broom,word,household,produces,broom,broom,,broom
item_207,brush,word,household,produces,brush,brush,,brush (object)
item_208,bucket,word,household,produces,bucket,bucket,,bucket
item_209,camera,word,household,produces,camera,camera,,camera
item_210,can,word,household,produces,can,can,,can (object)
item_211,garbage_rubbish,word,household,produces,garbage/rubbish,garbage/rubbish,,trash
item_212,glass,word,household,produces,glass,glass,,glass
item_213,hammer,word,household,produces,hammer,hammer,,hammer
item_214,jar,word,household,produces,jar,jar,,jar
item_215,keys,word,household,produces,keys,keys,,keys
item_216,knife,word,household,produces,knife,knife,,knife
item_217,lamp,word,household,produces,lamp,lamp,,lamp
item_218,light,word,household,produces,light,light,,light (object)
item_219,medicine,word,household,produces,medicine,medicine,,medicine
item_220,money,word,household,produces,money,money,,money
item_221,mop,word,household,produces,mop,mop,,
item_222,plate,word,household,produces,plate,plate,,plate
item_223,purse_wallet,word,household,produces,purse/wallet,purse/wallet,,purse
item_224,radio,word,household,produces,radio,radio,,radio
item_225,serviette_napkin,word,household,produces,serviette/napkin,serviette/napkin,,
item_226,scissors,word,household,produces,scissors,scissors,,scissors
item_227,soap,word,household,produces,soap,soap,,soap
item_228,spoon,word,household,produces,spoon,spoon,,spoon
item_229,tape,word,household,produces,tape,tape,,
item_230,telephone_phone,word,household,produces,telephone/phone,telephone/phone,,telephone
item_231,tissue,word,household,produces,tissue,tissue,,tissue
item_232,toothbrush,word,household,produces,toothbrush,toothbrush,,toothbrush
item_233,clock,word,household,produces,clock,clock,,clock
item_234,comb,word,household,produces,comb,comb,,comb (object)
item_235,cot,word,household,produces,cot,cot,,crib
item_236,cup,word,household,produces,cup,cup,,cup
item_237,dish,word,household,produces,dish,dish,,dish
item_238,fork,word,household,produces,fork,fork,,fork
item_239,mug,word,household,produces,mug,mug,,cup
item_240,newspaper_paper,word,household,produces,newspaper/paper,newspaper/paper,,
item_241,photo,word,household,produces,photo,photo,,photos
item_242,picture,word,household,produces,picture,picture,,picture
item_243,pillow,word,household,produces,pillow,pillow,,pillow
item_244,plant,word,household,produces,plant,plant,,plant
item_245,towel,word,household,produces,towel,towel,,towel
item_246,tray,word,household,produces,tray,tray,,
item_247,vacuum_cleaner,word,household,produces,vacuum cleaner,vacuum cleaner,,vacuum
item_248,watch,word,household,produces,watch,watch,,watch (object)
item_249,Bathroom,word,furniture_rooms,produces,Bathroom,Bathroom,,bathroom
item_250,Bath_tub,word,furniture_rooms,produces,Bath (tub),Bath (tub),,bathtub
item_251,bed,word,furniture_rooms,produces,bed,bed,,bed
item_252,bedroom,word,furniture_rooms,produces,bedroom,bedroom,,bedroom
item_253,bench,word,furniture_rooms,produces,bench,bench,,
item_254,chair,word,furniture_rooms,produces,chair,chair,,chair
item_255,computer,word,furniture_rooms,produces,computer,computer,,computer
item_256,couch_lounge_sofa,word,furniture_rooms,produces,couch/lounge/sofa,couch/lounge/sofa,,couch
item_257,crib,word,furniture_rooms,produces,crib,crib,,crib
item_258,door,word,furniture_rooms,produces,door,door,,door
item_259,drawer,word,furniture_rooms,produces,drawer,drawer,,drawer
item_260,fridge,word,furniture_rooms,produces,fridge,fridge,,refrigerator
item_261,garage,word,furniture_rooms,produces,garage,garage,,garage
item_262,high_chair,word,furniture_rooms,produces,high chair,high chair,,high chair
item_263,kitchen,word,furniture_rooms,produces,kitchen,kitchen,,kitchen
item_264,living_lounge_room,word,furniture_rooms,produces,living/lounge room,living/lounge room,,living room
item_265,oven_stove,word,furniture_rooms,produces,oven/stove,oven/stove,,oven
item_266,play_pen,word,furniture_rooms,produces,play pen,play pen,,play pen
item_267,potty,word,furniture_rooms,produces,potty,potty,,potty
item_268,rocking_chair,word,furniture_rooms,produces,rocking chair,rocking chair,,rocking chair
item_269,room,word,furniture_rooms,produces,room,room,,room
item_270,shower,word,furniture_rooms,produces,shower,shower,,shower
item_271,sink,word,furniture_rooms,produces,sink,sink,,sink
item_272,stairs,word,furniture_rooms,produces,stairs,stairs,,stairs
item_273,table,word,furniture_rooms,produces,table,table,,table
item_274,TV,word,furniture_rooms,produces,TV,TV,,tv
item_275,veranda/porch,word,furniture_rooms,produces,veranda/porch,veranda/porch,,porch
item_276,wardrobe,word,furniture_rooms,produces,wardrobe,wardrobe,,wardrobe
item_277,washing_machine,word,furniture_rooms,produces,washing machine,washing machine,,washing machine
item_278,window,word,furniture_rooms,produces,window,window,,window
item_279,backyard,word,outside,produces,backyard,backyard,,backyard
item_280,cloud,word,outside,produces,cloud,cloud,,cloud
item_281,flag,word,outside,produces,flag,flag,,
item_282,flower,word,outside,produces,flower,flower,,flower
item_283,footpath,word,outside,produces,footpath,footpath,,
item_284,garden,word,outside,produces,garden,garden,,garden
item_285,grass,word,outside,produces,grass,grass,,grass
item_286,hose,word,outside,produces,hose,hose,,
item_287,ladder,word,outside,produces,ladder,ladder,,ladder
item_288,lawn_mower,word,outside,produces,lawn mower,lawn mower,,
item_289,moon,word,outside,produces,moon,moon,,moon
item_290,pool,word,outside,produces,pool,pool,,pool
item_291,rain,word,outside,produces,rain,rain,,rain
item_292,rock,word,outside,produces,rock,rock,,rock (object)
item_293,roof,word,outside,produces,roof,roof,,roof
item_294,sandpit,word,outside,produces,sandpit,sandpit,,
item_295,shed,word,outside,produces,shed,shed,,
item_296,shovel,word,outside,produces,shovel,shovel,,shovel
item_297,sky,word,outside,produces,sky,sky,,sky
item_298,slide,word,outside,produces,slide,slide,,slide (object)
item_299,sprinkler,word,outside,produces,sprinkler,sprinkler,,
item_300,star,word,outside,produces,star,star,,star
item_301,stick,word,outside,produces,stick,stick,,stick
item_302,stone,word,outside,produces,stone,stone,,stone
item_303,street,word,outside,produces,street,street,,street
item_304,sun,word,outside,produces,sun,sun,,sun
item_305,swing,word,outside,produces,swing,swing,,swing (object)
item_306,tree,word,outside,produces,tree,tree,,tree
item_307,wall,word,outside,produces,wall,wall,,wall
item_308,water,word,outside,produces,water,water,,water (not beverage)
item_309,waves,word,outside,produces,waves,waves,,
item_310,wind,word,outside,produces,wind,wind,,wind
item_311,barbecue,word,places,produces,barbecue,barbecue,,
item_312,beach,word,places,produces,beach,beach,,beach
item_313,bush,word,places,produces,bush,bush,,
item_314,church_mosque,word,places,produces,church/mosque,church/mosque,,church
item_315,city,word,places,produces,city,city,,
item_316,country,word,places,produces,country,country,,country
item_317,home/house,word,places,produces,home/house,home/house,,house
item_318,movies,word,places,produces,movies,movies,,
item_319,outside,word,places,produces,outside,outside,,outside
item_320,park,word,places,produces,park,park,,park
item_321,party,word,places,produces,party,party,,party
item_322,petrol_station,word,places,produces,petrol station,petrol station,,
item_323,playground,word,places,produces,playground,playground,,playground
item_324,school_kindie_preschool,word,places,produces,school/kindie/preschool,school/kindie/preschool,,school
item_325,shop,word,places,produces,shop,shop,,
item_326,show,word,places,produces,show,show,,show
item_327,yard,word,places,produces,yard,yard,,yard
item_328,work,word,places,produces,work,work,,work (place)
item_329,farm,word,places,produces,farm,farm,,
item_330,picnic,word,places,produces,picnic,picnic,,
item_331,zoo,word,places,produces,zoo,zoo,,zoo
item_332,aunt,word,people,produces,aunt,aunt,,aunt
item_333,baby,word,people,produces,baby,baby,,baby
item_334,babysitter,word,people,produces,babysitter,babysitter,,babysitter
item_335,boy,word,people,produces,boy,boy,,boy
item_336,brother,word,people,produces,brother,brother,,brother
item_337,child/kid,word,people,produces,child/kid,child/kid,,child
item_338,childs_own_name,word,people,produces,child's own name,child's own name,,child's own name
item_339,clown,word,people,produces,clown,clown,,clown
item_340,cowboy,word,people,produces,cowboy,cowboy,,
item_341,daddy,word,people,produces,daddy,daddy,,daddy
item_342,doctor,word,people,produces,doctor,doctor,,doctor
item_343,fireman,word,people,produces,fireman,fireman,,
item_344,friend,word,people,produces,friend,friend,,friend
item_345,friends_name,word,people,produces,friend's name,friend's name,,friends' names
item_346,girl,word,people,produces,girl,girl,,girl
item_347,grandma/nanna,word,people,produces,grandma/nanna,grandma/nanna,,grandma
item_348,grandpa/pop,word,people,produces,grandpa/pop,grandpa/pop,,grandpa
item_349,lady,word,people,produces,lady,lady,,lady
item_350,man,word,people,produces,man,man,,man
item_351,mummy,word,people,produces,mummy,mummy,,mommy
item_352,nurse,word,people,produces,nurse,nurse,,
item_353,people,word,people,produces,people,people,,people
item_354,person,word,people,produces,person,person,,person
item_355,pets_name,word,people,produces,pet's name,pet's name,,pet's name
item_356,policeman,word,people,produces,police(man),police(man),,policeman
item_357,postman,word,people,produces,postman,postman,,
item_358,sister,word,people,produces,sister,sister,,sister
item_359,teacher,word,people,produces,teacher,teacher,,teacher
item_360,uncle,word,people,produces,uncle,uncle,,uncle
item_361,bath,word,games_routines,produces,bath,bath,,bath
item_362,breakfast,word,games_routines,produces,breakfast,breakfast,,breakfast
item_363,call_phone,word,games_routines,produces,call(phone),call(phone),,
item_364,dinner,word,games_routines,produces,dinner,dinner,,dinner
item_365,give_me_five,word,games_routines,produces,give me five!,give me five!,,
item_366,goodbye_bye_bye,word,games_routines,produces,goodbye/bye bye,goodbye/bye bye,,bye
item_367,go_potty,word,games_routines,produces,go potty,go potty,,go potty
item_368,hello,word,games_routines,produces,hello,hello,,hello
item_369,hi,word,games_routines,produces,hi,hi,,hi
item_370,hide_and_seek_hidie,word,games_routines,produces,hide and seek/hidie,hide and seek/hidie,,hide and seek
item_371,lunch,word,games_routines,produces,lunch,lunch,,lunch
item_372,nap,word,games_routines,produces,nap,nap,,nap
item_373,night_night,word,games_routines,produces,night night,night night,,good night
item_374,no_dont,word,games_routines,produces,no/don't,no/don't,,no
item_375,patty_cake_pat-a-cake,word,games_routines,produces,patty cake/pat-a-cake,patty cake/pat-a-cake,,pattycake
item_376,peekaboo,word,games_routines,produces,peekaboo,peekaboo,,peekaboo
item_377,please,word,games_routines,produces,please,please,,please
item_378,shh_shush_hush,word,games_routines,produces,shh/shush/hush,shh/shush/hush,,shh
item_379,shopping,word,games_routines,produces,shopping,shopping,,
item_380,snack,word,games_routines,produces,snack,snack,,
item_381,thank_you,word,games_routines,produces,thank you,thank you,,thank you
item_382,wait,word,games_routines,produces,wait,wait,,wait
item_383,want_to,word,games_routines,produces,want to,want to,,wanna
item_384,yes,word,games_routines,produces,yes,yes,,yes
item_385,bite,word,action_words,produces,bite,bite,,bite
item_386,blow,word,action_words,produces,blow,blow,,blow
item_387,break,word,action_words,produces,break,break,,break
item_388,bring,word,action_words,produces,bring,bring,,bring
item_389,build,word,action_words,produces,build,build,,
item_390,bump,word,action_words,produces,bump,bump,,bump
item_391,buy,word,action_words,produces,buy,buy,,buy
item_392,call,word,action_words,produces,call,call,,
item_393,carry,word,action_words,produces,carry,carry,,carry
item_394,catch,word,action_words,produces,catch,catch,,catch
item_395,chase,word,action_words,produces,chase,chase,,
item_396,clap,word,action_words,produces,clap,clap,,clap
item_397,clean,word,action_words,produces,clean,clean,,clean (action)
item_398,drive,word,action_words,produces,drive,drive,,drive
item_399,drink,word,action_words,produces,drink,drink,,drink (action)
item_400,drop,word,action_words,produces,drop,drop,,drop
item_401,dry,word,action_words,produces,dry,dry,,dry (action)
item_402,dump,word,action_words,produces,dump,dump,,dump
item_403,eat,word,action_words,produces,eat,eat,,eat
item_404,fall,word,action_words,produces,fall,fall,,fall
item_405,feed,word,action_words,produces,feed,feed,,feed
item_406,find,word,action_words,produces,find,find,,find
item_407,finish,word,action_words,produces,finish,finish,,finish
item_408,fit,word,action_words,produces,fit,fit,,
item_409,fix,word,action_words,produces,fix,fix,,
item_410,get,word,action_words,produces,get,get,,get
item_411,hug,word,action_words,produces,hug,hug,,hug
item_412,hurry,word,action_words,produces,hurry,hurry,,hurry
item_413,jump,word,action_words,produces,jump,jump,,jump
item_414,kick,word,action_words,produces,kick,kick,,kick
item_415,kiss,word,action_words,produces,kiss,kiss,,kiss
item_416,knock,word,action_words,produces,knock,knock,,
item_417,know,word,action_words,produces,know,know,,
item_418,lick,word,action_words,produces,lick,lick,,lick
item_419,like,word,action_words,produces,like,like,,
item_420,listen,word,action_words,produces,listen,listen,,
item_421,look,word,action_words,produces,look,look,,look
item_422,love,word,action_words,produces,love,love,,love
item_423,make,word,action_words,produces,make,make,,make
item_424,read,word,action_words,produces,read,read,,read
item_425,ride,word,action_words,produces,ride,ride,,ride
item_426,rip,word,action_words,produces,rip,rip,,tear
item_427,run,word,action_words,produces,run,run,,run
item_428,say,word,action_words,produces,say,say,,say
item_429,scratch,word,action_words,produces,scratch,scratch,,
item_430,see,word,action_words,produces,see,see,,see
item_431,shake,word,action_words,produces,shake,shake,,shake
item_432,share,word,action_words,produces,share,share,,
item_433,show,word,action_words,produces,show,show,,show
item_434,shut,word,action_words,produces,shut,shut,,close
item_435,sing,word,action_words,produces,sing,sing,,sing
item_436,sit,word,action_words,produces,sit,sit,,sit
item_437,sweep,word,action_words,produces,sweep,sweep,,sweep
item_438,swim,word,action_words,produces,swim,swim,,swim
item_439,swing,word,action_words,produces,swing,swing,,swing (action)
item_440,take,word,action_words,produces,take,take,,take
item_441,talk,word,action_words,produces,talk,talk,,talk
item_442,taste,word,action_words,produces,taste,taste,,
item_443,tear,word,action_words,produces,tear,tear,,tear
item_444,tell,word,action_words,produces,tell,tell,,tell
item_445,think,word,action_words,produces,think,think,,
item_446,throw,word,action_words,produces,throw,throw,,throw
item_447,tickle,word,action_words,produces,tickle,tickle,,tickle
item_448,touch,word,action_words,produces,touch,touch,,touch
item_449,wake,word,action_words,produces,wake,wake,,wake
item_450,climb,word,action_words,produces,climb,climb,,climb
item_451,close,word,action_words,produces,close,close,,close
item_452,cook,word,action_words,produces,cook,cook,,
item_453,cover,word,action_words,produces,cover,cover,,cover (action)
item_454,cry,word,action_words,produces,cry,cry,,cry
item_455,cuddle,word,action_words,produces,cuddle,cuddle,,
item_456,cut,word,action_words,produces,cut,cut,,
item_457,dance,word,action_words,produces,dance,dance,,dance
item_458,draw,word,action_words,produces,draw,draw,,draw
item_459,give,word,action_words,produces,give,give,,give
item_460,go,word,action_words,produces,go,go,,go
item_461,hate,word,action_words,produces,hate,hate,,
item_462,have,word,action_words,produces,have,have,,have
item_463,hear,word,action_words,produces,hear,hear,,hear
item_464,help,word,action_words,produces,help,help,,help
item_465,hide,word,action_words,produces,hide,hide,,hide
item_466,hit,word,action_words,produces,hit,hit,,hit
item_467,hold,word,action_words,produces,hold,hold,,hold
item_468,open,word,action_words,produces,open,open,,open (action)
item_469,paint,word,action_words,produces,paint,paint,,paint (action)
item_470,pick,word,action_words,produces,pick,pick,,
item_471,play,word,action_words,produces,play,play,,play
item_472,pour,word,action_words,produces,pour,pour,,
item_473,pretend,word,action_words,produces,pretend,pretend,,pretend
item_474,pull,word,action_words,produces,pull,pull,,pull
item_475,push,word,action_words,produces,push,push,,push
item_476,put,word,action_words,produces,put,put,,put
item_477,sleep,word,action_words,produces,sleep,sleep,,sleep
item_478,slide,word,action_words,produces,slide,slide,,
item_479,smell,word,action_words,produces,smell,smell,,smell
item_480,smile,word,action_words,produces,smile,smile,,smile
item_481,spill,word,action_words,produces,spill,spill,,spill
item_482,splash,word,action_words,produces,splash,splash,,splash
item_483,stand,word,action_words,produces,stand,stand,,stand
item_484,stay,word,action_words,produces,stay,stay,,
item_485,stop,word,action_words,produces,stop,stop,,stop
item_486,walk,word,action_words,produces,walk,walk,,walk
item_487,wash,word,action_words,produces,wash,wash,,wash
item_488,watch,word,action_words,produces,watch,watch,,watch (action)
item_489,wipe,word,action_words,produces,wipe,wipe,,wipe
