itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_1,achis,word,sounds,produces,achís/achús,NA,achoo,achoo
item_2,auuuuu,word,sounds,produces,auuuuu (lobo),NA,awoo (wolf),awoo
item_3,beee,word,sounds,produces,beee (oveja),NA,baa (sheep),baa baa
item_4,brumbrum,word,sounds,produces,brumbrum (carro),NA,vroom (cart),vroom
item_5,cua_cua,word,sounds,produces,cua-cuá (pato),NA,quack quack (duck),quack quack
item_6,ah,word,sounds,produces,¿ah?/¿eh?,NA,huh,NA
item_7,guau_guau,word,sounds,produces,guau-guau (perro),NA,woof woof (dog),woof woof
item_8,iii_aaaa,word,sounds,produces,iii-aaaa (burro),NA,hee haw (donkey),hee haw
item_9,miau,word,sounds,produces,miau (gato),NA,meow (cat),meow
item_10,pacatan,word,sounds,produces,pacatán/tacatá (caballo),NA,galloping (horse),clip clop
item_11,pio_pio,word,sounds,produces,pío-pío (pollito),NA,peep peep (chick),tweet tweet
item_12,pucha,word,sounds,produces,pucha/uuyy,NA,wow,wow
item_13,pum,word,sounds,produces,pum/pumba,NA,thump,thump
item_14,quiquiriqui,word,sounds,produces,quiquiriquí (gallo),NA,cockadoodledoo (rooster),cockadoodledoo
item_15,rin_rin,word,sounds,produces,rin rin (timbre/teléfono),NA,ring ring,ring ring
item_16,tic_tac,word,sounds,produces,tic-tac (reloj),NA,tick tock (clock),tick tock
item_17,tiii_tiii,word,sounds,produces,tiii-tiii/piii-piii (carro),NA,beep beep,beep beep
item_18,upa,word,sounds,produces,upa,NA,upa,uh oh
item_19,uuuuuu,word,sounds,produces,uuuuuu (sirena de carro),NA,wee woo (siren),wee woo
item_20,a_ver,word,games_routines,produces,a ver,NA,let's see,NA
item_21,a_comer,word,games_routines,produces,a comer/ven a comer/vamos a comer,NA,come eat,NA
item_22,chau,word,games_routines,produces,chau/adiós,NA,bye,bye
item_23,a_dormir,word,games_routines,produces,a dormir/ven a dormir/vamos a dormir/a la cama,NA,go to bed,go to bed
item_24,aplausos,word,games_routines,produces,aplausos,NA,applause,clap
item_25,besitos,word,games_routines,produces,besitos,NA,little kisses,kiss
item_26,bueno_bien,word,games_routines,produces,bueno/bien,NA,ok,ok
item_27,buenos_dias,word,games_routines,produces,buenos días/buenas noches,NA,good morning,good morning
item_28,carino,word,games_routines,produces,cariño,NA,dear,NA
item_29,cochino,word,games_routines,produces,cochino(a),NA,pig,pig
item_30,cuidado,word,games_routines,produces,cuidado,NA,watch out,watch out
item_31,dejame,word,games_routines,produces,déjame/suéltame,NA,let me,let me
item_32,eso_no,word,games_routines,produces,eso no,NA,not that,don't
item_33,espera,word,games_routines,produces,espera(te)/un ratito,NA,wait a little while,wait
item_34,gol_gr,word,games_routines,produces,gol,NA,goal,goal
item_35,gracias,word,games_routines,produces,gracias,NA,thank you,thank you
item_36,hasta_luego,word,games_routines,produces,hasta luego/hasta mañana,NA,see you later,see you later
item_37,hola,word,games_routines,produces,hola,NA,hello,hello
item_38,mira,word,games_routines,produces,mira,NA,look,look
item_39,no,word,games_routines,produces,no,NA,not,not
item_40,no_hay_pp,word,games_routines,produces,no hay/pau pau,NA,none,none
item_41,ya,word,games_routines,produces,ya/ok,NA,yeah/ok,ok
item_42,por_favor,word,games_routines,produces,por favor,NA,please,please
item_43,por_que_gr,word,games_routines,produces,¿por qué?,NA,why?,NA
item_44,que_tal,word,games_routines,produces,¿qué tal?,NA,how are you?,how are you
item_45,quedate_quieto,word,games_routines,produces,quédate quieto,NA,stay still,be quiet
item_46,basta,word,games_routines,produces,basta/se acabó/ya para,NA,finished,finished
item_47,si,word,games_routines,produces,sí,NA,yes,yes
item_48,te_quiero,word,games_routines,produces,te quiero,NA,I love you,NA
item_49,tonto,word,games_routines,produces,tonto(a),NA,silly,silly
item_50,vamos,word,games_routines,produces,vamos,NA,let's go,NA
item_51,vamos_a_contestar,word,games_routines,produces,vamos a contestar/vamos a abrir la puerta,NA,open the door,NA
item_52,ven_a_banarte,word,games_routines,produces,ven a bañarte/vamos a bañarte/al agua pato,NA,take a bath,bath
item_53,vistete,word,games_routines,produces,vístete/ven a vestirte/vamos a vestirte,NA,get dressed,dress (action)
item_54,ya_esta,word,games_routines,produces,ya está/listo,NA,ready,ready
item_55,abeja,word,animals,produces,abeja,NA,bee,bee
item_56,animal,word,animals,produces,animal,NA,animal,animal
item_57,arana,word,animals,produces,araña,NA,spider,spider
item_58,bicho,word,animals,produces,bicho,NA,bug,bug
item_59,burro,word,animals,produces,burro,NA,donkey,donkey
item_60,caballo,word,animals,produces,caballo,NA,horse,horse
item_61,caracol,word,animals,produces,caracol,NA,snail,snail
item_62,cebra,word,animals,produces,cebra,NA,zebra,zebra
item_63,cocodrilo,word,animals,produces,cocodrilo,NA,alligator/crocodile,crocodile
item_64,conejo,word,animals,produces,conejo,NA,rabbit,bunny
item_65,cuy,word,animals,produces,cuy/cuye,NA,guinea pig,guinea pig
item_66,chancho,word,animals,produces,chancho,NA,pig,pig
item_67,dinosaurio,word,animals,produces,dinosaurio,NA,dinosaur,dinosaur
item_68,elefante,word,animals,produces,elefante,NA,elephant,elephant
item_69,gallina,word,animals,produces,gallina,NA,chicken,chicken (animal)
item_70,gato,word,animals,produces,gato,NA,cat,cat
item_71,gaviota,word,animals,produces,gaviota,NA,seagull,seagull
item_72,gusano,word,animals,produces,gusano,NA,worm,worm
item_73,hormiga,word,animals,produces,hormiga,NA,ant,ant
item_74,jirafa,word,animals,produces,jirafa,NA,giraffe,giraffe
item_75,leon,word,animals,produces,león,NA,lion,lion
item_76,lobo,word,animals,produces,lobo,NA,wolf,wolf
item_77,loro,word,animals,produces,loro,NA,parrot,parrot
item_78,llama,word,animals,produces,llama,NA,llama,llama
item_79,oveja,word,animals,produces,oveja,NA,sheep,sheep
item_80,paloma,word,animals,produces,paloma,NA,dove,pigeon
item_81,pajaro,word,animals,produces,pájaro,NA,bird,bird
item_82,pantera,word,animals,produces,pantera,NA,panther,panther
item_83,pato,word,animals,produces,pato,NA,duck,duck
item_84,pelicano,word,animals,produces,pelícano,NA,pelican,pelican
item_85,perro,word,animals,produces,perro,NA,dog,dog
item_86,pescado_pez,word,animals,produces,pescado/pez,NA,fish,fish (animal)
item_87,pollito,word,animals,produces,pollito,NA,chicken,chicken (animal)
item_88,pulpo,word,animals,produces,pulpo,NA,octopus,octopus
item_89,rana,word,animals,produces,rana,NA,frog,frog
item_90,rata,word,animals,produces,rata,NA,rat,rat
item_91,raton,word,animals,produces,ratón/pericote,NA,mouse,mouse
item_92,serpiente,word,animals,produces,serpiente,NA,snake,snake
item_93,tigre,word,animals,produces,tigre,NA,tiger,tiger
item_94,toro,word,animals,produces,toro,NA,bull,bull
item_95,tortuga,word,animals,produces,tortuga,NA,turtle,turtle
item_96,vaca,word,animals,produces,vaca,NA,cow,cow
item_97,zorro,word,animals,produces,zorro,NA,fox,fox
item_98,abuela,word,people,produces,abuela/mamama,NA,grandma,grandma
