Subject,DOB,Sex,Maternal Education,Birth Order,Language Grp,L1,L1%,L2,L2%,L3,L3%,EnglishExposure,FrenchExposure,OtherExposure,Wave,Age at French Visit,MCDIc_Fr (# of words comprehended on MCDI),MCDIcp_Fr (comprehension percentile on MCDI),MCDIp_Fr (# of words produced on MCDI),MCDIpp_Fr (production percentile on MCDI),MCDIrc_Fr (total correct items (comprehension) in common with CCT),MCDIrp_Fr (total correct items (production) in common with CCT),bêêê bêêê,cocorico,coin coin,grr,meuh,miaou,miam miam,oh oh,aïe,tchou tchou,vroum,wouf wouf,abeille,âne,animal,bibitte,canard,chat,petit minou,cheval,chien,petit chien,cochon,écureuil,éléphant,girafe,grenouille,hibou,lapin,lion,mouton,oiseau,ours,ourson/nounours,papillon,poisson (animal),poule,singe,souris,tigre,tortue,vache,auto,autobus,avion,bicyclette,camion,camion de pompier,moto,poussette,train,balle,ballon,bloc,bulles,crayon/stylo,jouet,livre,poupée,toutou,banane,beurre,biscuit,biscuit soda,bonbon,café,carotte,céréales,cheerios,crème glacée,eau (beverage),fromage,gâteau,jus,lait,nouilles/pâtes,nourriture,oeuf,orange,pain,pizza,pois,poisson (food),pomme,poulet,raisin,raisin sec,spaghetti,toast/rôtie,viande,bas,bavette,botte,bouton,chandail,chapeau,chemise,collier,couche,jeans,manteau,pantalon,pyjama,robe,soulier,zip/fermeture-éclair,bedaine/ventre,bobo,bouche,bras,cheuveux,dent,doigt,genou,jambe,joue,langue,main,moustache,nez,nombril,yeux,oreille,orteil,pied,tête,visage,bain (object),bassinette/berceau,chaise,chaise berçante,chaise haute,chambre,cuisine,divan,escalier,évier/lavabo,fenêtre,four,frigidaire/frigo,garage,lit,parc (d'enfant),poêle,porte,pot,salle de bain/toilette,salon,table,télévision,tiroir,aspirateur,assiette,balai,boîte,bol,bouteille,brosse,brosse à dents,ciseaux,clés,couverte/couverture,cuillère,fourchette,horloge,image,lampe,lumière,lunettes,marteau,médicament,montre,oreiller,papier,peigne,photo,plante,plat,radio,sacoche/sac à main,savon,serviette,tasse,téléphone,verre,vidanges,arbre,balançoire,chez-nous,ciel,cour,dehors,eau (not beverage),école,étoile,fête,fleur,glissoire,lune,magasin,maison,neige,parc,pelle,piscine,pluie,roche,soleil,travail/bureau,bébé,bonhomme,dame/madame,enfant,fille,frère,garçon,gardienne,gens/monde,grand-maman,grand-papa,maman,monsieur,nom du (de la) gardien(ne),oncle/mononcle,papa,soeur,son propre nom,tante/matante,allô,attends,bain (routine),bonjour,bonne nuit,bravo!,bye/au revoir,caca,chut,coucou,déjener,dîner,dodo,faire le tour de la maison,menouche menouche,merci,non,o.k.,oui,pipi,s'il-vous-plaît,souper,tape tape,(je) veux,aider,aimer,aller,allumer,amener,apporter,arrêter,arroser,asseoir,attacher,attendre,attraper,avoir,balancer,balayer,bercer,boire,brasser,briser/casser,brosser,cacher,chanter,chatouiller,chercher,choisir,cogner (à),couper,courir,courir après,cracher,danser,débarquer,déchirer,descendre,dessiner,dire,donner,dormir,écouter,écrire,embarquer,enlever,entendre,essuyer,faire,fermer,finir,glisser,goûter,grimper,jeter,jouer,lancer,laver,lécher,lire,manger,marcher,mettre,monter,montrer,mordre,nager,nettoyer,ouvrir,parler,partager,peinturer,pleurer,pousser,prendre,ramasser,regarder,renverser,rester,réveiller,sauter,sécher,souffler,sourire,taper,tenir,tirer,tomber,toucher,tourner,travailler,trouver,venir,verser,voir,aujourd'hui,ce soir,demain,maintenant/tout de suite,matin,nuit,plus tard,tantôt/tout à l'heure,avoir faim,avoir mal,avoir peur,avoir soif,beau/belle,bien,bleu,bon,brisé/cassé,capable,chaud,content,debout,dégueulasse,doux,endormi,fatigué,fini,froid,gentil,gros/grand,malade,mal,parti,petit,propre,prudent,rouge,sale,tannant/méchant,vide,vite,à moi,ça,je,(à) lui/ (à) elle,moi,mon,son,toi,ton,tu,où,qui,quoi,à terre/par terre,dans,en bas,en haut,là/là-bas,sous/en dessous,sur/dessus,encore,plus,pas,un autre,un peu
447,23/3/11,2,18,1,2,1,0.56,2,0.44,,,English;56;,French;44;,,1,17.5,209,57,39,47,23,3,2,1,2,1,2,2,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,2,2,2,1,1,1,1,0,0,2,1,0,0,0,1,1,1,0,0,2,1,0,2,1,0,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,0,2,0,1,1,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,1,0,0,1,2,1,1,1,2,2,0,1,0,0,2,0,0,2,2,1,1,2,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,2,1,0,0,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,0,1,1,1,0,1,0
448,14/3/11,1,16,2,2,1,0.75,2,0.25,,,English;75;,French;25;,,1,17.6,131,8,6,21,14,0,0,0,0,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
449,2/3/11,1,18,2,2,1,0.71,2,0.29,,,English;71;,French;29;,,1,18,143,25,0,5,11,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0
450,23/3/11,2,19,1,2,1,0.58,2,0.42,,,English;58;,French;42;,,1,17.3,245,70,3,17,28,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1
451,9/3/11,2,18,3,2,1,0.6,2,0.4,,,English;60;,French;40;,,1,18,62,1,27,36,9,3,2,0,1,2,2,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,8/3/11,1,16,2,2,2,0.58,1,0.42,,,English;42;,French;58;,,1,18.5,65,1,11,25,3,0,1,0,0,0,2,2,0,2,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,0,0,1,0,1,0,0,1,2,2,1,1,0,0,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
453,30/3/11,1,16,2,2,2,0.7,1,0.3,,,English;30;,French;70;,,1,17.6,242,69,24,34,,,1,0,1,2,1,1,1,2,0,0,2,2,1,0,1,1,1,2,0,0,1,0,0,1,1,1,0,0,1,1,0,0,2,2,1,1,0,1,1,1,0,0,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,0,1,2,0,1,0,0,0,1,0,2,1,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2,0,1,0,2,0,1,0,2,1,1,1,1,1,2,2,0,1,1,1,2,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,2,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,1,1,2,0,1,1,1
454,17/3/11,1,16,1,2,2,0.57,1,0.43,,,English;43;,French;57;,,1,17.8,165,38,11,25,20,0,2,0,1,2,2,2,2,2,0,1,2,2,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,2,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0
455,1/3/11,1,18,2,2,1,0.77,2,0.23,,,English;77;,French;23;,,1,19.2,116,6,29,38,11,1,1,2,2,2,1,1,2,2,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,1,2,1,1,0,0,0,1,2,1,2,1,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,1,0,1,1,0,1,1,2,2,2,0,0,2,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,2,0,1,0,0
456,4/5/11,1,11,1,2,2,0.64,1,0.36,,,English;36;,French;64;,,1,17.5,129,31,11,25,16,0,2,1,2,2,2,1,1,2,1,1,2,2,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
457,29/5/11,1,16,1,2,2,0.61,1,0.39,,,English;39;,French;61;,,1,17.7,305,89,90,71,28,8,2,2,1,2,2,0,2,1,0,1,2,2,1,1,1,0,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,0,1,2,0,2,0,1,1,1,0,0,0,2,2,0,2,2,2,1,1,2,2,0,1,1,2,1,2,0,2,2,1,2,2,0,0,1,1,1,0,2,0,1,2,1,0,1,1,2,1,1,2,1,2,1,0,2,2,0,1,0,2,1,1,1,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,0,2,1,1,1,0,0,2,2,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,2,1,0,1,1,2,2,1,1,1,2,1,1,0,1,0,2,1,1,1,2,1,0,2,0,1,1,1,0,1,0,1,2,2,2,1,0,0,0,0,0,0,2,2,2,1,0,1,2,2,1,2,1,1,1,0,1,1,2,2,2,2,2,1,2,1,1,0,1,0,0,1,1,0,2,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,2,1,0,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,2,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,1,1,0,1,0,1,2,2,0,0,0,0,1,1,2,0,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,2,2,2,1,1,1,1,2,1,0,0,0
458,14/5/11,2,14,1,2,2,0.51,1,0.46,3,0.03,English;46;,French;51;,Other;3;,1,17.9,104,1,51,56,9,4,2,0,0,2,2,2,2,2,0,0,0,2,0,2,0,0,1,2,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,1,0,0,0,2,2,2,2,1,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,2,0
459,26/6/11,2,16,1,2,2,0.71,1,0.29,,,English;29;,French;71;,,1,17.2,281,83,93,74,30,18,2,0,0,0,1,1,0,1,1,2,1,1,0,0,0,0,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,0,2,1,2,2,1,2,0,0,1,2,2,2,1,2,2,1,2,2,1,2,0,1,0,1,2,1,1,0,1,2,1,0,0,2,1,0,0,1,2,0,0,0,2,0,0,0,2,2,0,2,0,2,2,2,1,0,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,0,1,0,0,1,0,2,0,1,1,0,2,2,0,2,1,2,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,2,1,2,1,1,1,1,1,0,1,1,2,0,1,0,2,2,1,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,0,0,1,2,1,0,0,2,2,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,1,2,0,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,0,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,2,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,1,1,1,0,0,0,0,1,1,0,2,0,0,1,0,1,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,2,2,0,2,1,1,0,1,0,0,2,1,1,2,1,0,1,2,2,0,0,1,1,1,0,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,2,1,0,1,1
