itemID,category,item,definition,choices,type,gloss,uni_lemma
item_1,sounds,sheep.sound,(صوت الغنمة) باع باع/ ماء ماء/ باء باء,understands; produces,word,"Sheep sound: baa baa, maa maa",baa baa
item_2,sounds,cat.sound,(صوت القطة) مياو/ ميوميو,understands; produces,word,Cat sound: meow meow,meow
item_3,sounds,desire.to.eat.sound,(للتعبير عن الرغبة في الأكل) إممم/ هم هم,understands; produces,word,"To express desire to eat: amm, hm hm",
item_4,sounds,car.sound,(صوت السيارة) بيب بيب/ عن عن/ أن أن,understands; produces,word,"Car sound: beep beep, ann ann",beep beep
item_5,sounds,crying.sound,(صوت البكاء) واء واء,understands; produces,word,Crying sound: wa wa,
item_6,sounds,rooster.sound,(صوت الديك) كوكوكو/ أوأوأواو/ كككوو,understands; produces,word,"Rooster sound: ko ko ko, aw aw aw",cockadoodledoo
item_7,sounds,train.sound,(صوت القطار) تشو تشو/ تووت تووت,understands; produces,word,Train sound: choo choo,choo choo
item_8,sounds,cow.sound,(صوت البقرة) مووو,understands; produces,word,Cow sound: moo,moo
item_9,sounds,surprise.sound,(للتعبير عن المفاجأة) واو,understands; produces,word,To express surprise: wow ,wow
item_10,sounds,pain.sound,(للتعبير عن الألم) أي/أفو/واوا/ دا/ وا/ أح/ اه,understands; produces,word,"Sounds used to express pain: aay, afo, wawa, da, wa, ah",ouch
item_11,sounds,falling.sound,(للتعبير عن طاح) دو,understands; produces,word,To express something has fallen down: doo,
item_12,sounds,to.express.bad.smell.sound,(للرائحة الكريهة) أفو/ إف,understands; produces,word,"To express something has a bad smell: aphw, eph",
item_13,sounds,bird.sound,(صوت العصفور) سَوسَو/ صَوصَو,understands; produces,word,Bird sound: saw saw,
item_14,sounds,gunshot.sound,(صوت المسدس) طع طع/ طخ طخ,understands; produces,word,"Gunshot sound: ta ta, tak tak",
item_15,sounds,to.express.disgust.sound,(للتعبير عن عدم الرغبة/ القرف)  يع/ يخ/ إخ/ إع,understands; produces,word,"To express refusal and disgust: ya, yakh, akh, e’e",yuck
item_16,sounds,hot.sound,(للتعبير عن الحرارة)  أح/ أوف,understands; produces,word,"To describe something hot: ah, of",
item_17,sounds,yummy.sound,(للتعبير عن لذيذ) يمي يمي,understands; produces,word,To express something is delicious: yummy yummy,yum yum
item_18,sounds,dog.sound,(صوت الكلب) وو/ هوهو,understands; produces,word,Dog sound: haw haw,woof woof
item_19,sounds,motorcycle.sound,(صوت الدباب) فوووم فرووم/ بووم بووم,understands; produces,word,"Motorcycle sound: voom voom, boom boom",vroom
item_20,sounds,boredom.sound,(للتعبير عن الطفش) ووف/ اوف,understands; produces,word,"To express boredom: woof, off",
item_21,sounds,turkey.sound,(صوت الديك الرومي) كوكادوودليدوو,understands; produces,word,Turkey sound: cockadoodledoo ,
item_22,sounds,wolf.sound,(صوت الذئب) قرررررر/ أووو,understands; produces,word,"Wolf sound: grrrr, awww",grrr
item_23,sounds,expressing.agreement,(للتعبير عن الموافقة) آه/ ايوه/ ايه,understands; produces,word,"To express agreement: ah, ewah, eeh = [yes]",
item_24,sounds,crow.sound,(صوت الغراب) واق واق,understands; produces,word,Crow sound: waq waq ,
item_25,sounds,monster.sound,(صوت الوحش) عووو/ أوو/ هووو,understands; produces,word,"Monster sound: aww, haw",grrr
item_26,sounds,duck.sound,(صوت البطة) كواك كواك,understands; produces,word,Duck sound: quack quack,quack quack
item_27,sounds,fly.sound,(صوت الذبابة) ززززز,understands; produces,word,Fly sound: zzzz,
item_28,animals,sheep,خروف,understands; produces,word,Sheep  ,sheep
item_29,animals,pigeon,حمامة,understands; produces,word,Pigeon  ,pigeon
item_30,animals,animals,حيوانات,understands; produces,word,Animals ,animal
item_31,animals,cat,قطة (بسة/ هره/ بسبوسه),understands; produces,word,Cat ,cat
item_32,animals,goat,عنزة (معزة/ غنمة),understands; produces,word,Goat ,goat
item_33,animals,pony,(الحصان الصغير) سي سي,understands; produces,word,Pony ,pony
item_34,animals,horse,حصان,understands; produces,word,Horse ,horse
item_35,animals,fish.animal,سمكة,understands; produces,word,Fish ,fish (animal)
item_36,animals,tiger,نمر,understands; produces,word,Tiger ,tiger
item_37,animals,camel,جمل,understands; produces,word,Camel ,camel
item_38,animals,elephant,فيل,understands; produces,word,Elephant ,elephant
item_39,animals,turtle,سلحفاة,understands; produces,word,Turtle ,turtle
item_40,animals,dog,كلب,understands; produces,word,Dog ,dog
item_41,animals,bear,دب (دبدوب),understands; produces,word,Teddy/ bear ,teddybear
item_42,animals,frog,ضفدع,understands; produces,word,Frog ,frog
item_43,animals,chicken.animal,دجاجة,understands; produces,word,Chicken ,chicken
item_44,animals,giraffe,زرافة,understands; produces,word,Giraffe ,giraffe
item_45,animals,ant.1,نملة,understands; produces,word,Ant ,ant
item_46,animals,mouse,فأر,understands; produces,word,Mouse ,mouse
item_47,animals,rabbit,ارنب (ارنوب),understands; produces,word,Bunny/ rabbit ,bunny
item_48,animals,butterfly,فراشة,understands; produces,word,Butterfly ,butterfly
item_49,animals,duck,بطة,understands; produces,word,Duck ,duck
item_50,animals,monkey,قرد,understands; produces,word,Monkey ,monkey
item_51,animals,flies,ذبابة (دُبّانة),understands; produces,word,Fly ,fly (animal)
item_52,animals,sparrow,عصفور/ عصفورة,understands; produces,word,Sparrow ,sparrow
item_53,animals,cockroach,صرصور/ صرصار,understands; produces,word,Cockroach,cockroach
item_54,animals,mosquito,بعوضة (ناموسة),understands; produces,word,Mosquito ,mosquito
item_55,animals,owl,بومة,understands; produces,word,Owl ,owl
item_56,animals,penguin,بطريق,understands; produces,word,Penguin ,penguin
item_57,animals,dinosaur,دايناصور,understands; produces,word,Dinosaur ,dinosaur
item_58,animals,squirrel,سنجاب,understands; produces,word,squirrel,squirrel
item_59,animals,bee,نحلة,understands; produces,word,Bee  ,bee
item_60,animals,crocodile,تمساح,understands; produces,word,Crocodile ,crocodile
item_61,animals,deer,غزال,understands; produces,word,Deer,deer
item_62,animals,donkey,حمار,understands; produces,word,Donkey  ,donkey
item_63,animals,goose,وزة,understands; produces,word,Goose ,goose
item_64,animals,rooster,ديك,understands; produces,word,Rooster ,rooster
item_65,animals,cow,بقرة,understands; produces,word,Cow  ,cow
item_66,animals,wolf,ذئب,understands; produces,word,Wolf  ,wolf
item_67,animals,animal,حيوان,understands; produces,word,Animal ,animal
item_68,animals,worm,دودة,understands; produces,word,Worm  ,worm
item_69,animals,bull,ثور,understands; produces,word,Bull ,bull
item_70,animals,hegoat,تيس,understands; produces,word,he-goat,goat
item_71,animals,pig,خنزير,understands; produces,word,Pig  ,pig
item_72,animals,ant.2,نملة,understands; produces,word,Ant  ,ant
item_73,animals,chick,صوص,understands; produces,word,Chick,chick
item_74,animals,carriage,حنطور,understands; produces,word,Carriage,
item_75,animals,spider,عنكبوت,understands; produces,word,Spider   ,spider
item_76,animals,turkey,ديك رومي,understands; produces,word,Turkey ,turkey
item_77,animals,gecko,وزغة,understands; produces,word,Gecko ,lizard
item_78,animals,lion,أسد,understands; produces,word,Lion ,lion
item_79,animals,lizard,ضب,understands; produces,word,Lizard ,lizard
item_80,animals,puppy,جرو,understands; produces,word,Puppy  ,puppy
item_81,animals,crow,غراب,understands; produces,word,Crow ,crow
item_82,animals,bird,طائر/ طير,understands; produces,word,Bird  ,bird
item_83,animals,leopard,فهد,understands; produces,word,Leopard ,leopard
item_84,toys,ball,كرة (كورة),understands; produces,word,Ball ,ball
item_85,toys,walker,مشاية,understands; produces,word,Walker ,walker
item_86,toys,pen,قلم,understands; produces,word,Pen ,pen
item_87,toys,colored.paper,ورق ملون,understands; produces,word,Colored paper ,paper
item_88,toys,scissors,مقص,understands; produces,word,Scissors ,scissors
item_89,toys,book,كتاب,understands; produces,word,Book ,book
item_90,toys,glue,صمغ/ غراء (غرا),understands; produces,word,Glue ,glue
item_91,toys,cartoon.character,شخصيات كرتونية (يرجى التحديد),understands; produces,word,Cartoon characters (please specify) ,
item_92,toys,playdough,صلصال (عجينة),understands; produces,word,Playdough ,play dough
item_93,toys,balloon,بالونة / نفيخة,understands; produces,word,Balloon,balloon
item_94,toys,bubbles,فقاعات الصابون,understands; produces,word,Bubbles ,bubbles
item_95,toys,racket,مضرب,understands; produces,word,Racket,racket
item_96,toys,blocks,مكعبات,understands; produces,word,Blocks  ,blocks
item_97,toys,toy,لعبة,understands; produces,word,Toy ,toy (object)
item_98,toys,chalks,طباشير,understands; produces,word,Chalks ,chalk
item_99,toys,colors,الوان (تلاوين),understands; produces,word,Colors ,colors
item_100,toys,doll,عروسة,understands; produces,word,Doll ,doll
item_101,toys,pencil,قلم رصاص,understands; produces,word,Pencil ,pencil
item_102,toys,gift,هدية,understands; produces,word,Gift ,present
item_103,toys,story,حكاية/ قصة,understands; produces,word,Story ,story
item_104,toys,scooter.1,سكوتر,understands; produces,word,Scooter ,scooter
item_105,toys,playstation,بلاي ستيشن,understands; produces,word,Playstation ,
item_106,toys,playdough.molds,قالب,understands; produces,word,playdough molds?,
item_107,toys,pacifier.1,مصاصة,understands; produces,word,Pacifier ,pacifier
item_108,toys,toys,ألعاب,understands; produces,word,Toys ,toy (object)
item_109,toys,toy.box,صندوق ألعاب,understands; produces,word,Toy box ,
item_110,toys,game.boy,جيم بوي,understands; produces,word,Game boy ,
item_111,toys,rattle,خشخيشة,understands; produces,word,Rattle ,
item_112,toys,eraser,مساحة,understands; produces,word,Eraser ,eraser
item_113,toys,circle,دائرة,understands; produces,word,Circle ,circle
item_114,vehicles,car,سيارة,understands; produces,word,Car ,car
item_115,vehicles,pickup.truck,وانيت/ ونيت,understands; produces,word,Pickup truck,truck
item_116,vehicles,police.car,سيارة بوليس,understands; produces,word,Police car ,police car
item_117,vehicles,airplane,طائرة (طيارة),understands; produces,word,Airplane ,airplane
item_118,vehicles,ship,سفينة,understands; produces,word,Ship ,ship
item_119,vehicles,skating.shoes,سكيت,understands; produces,word,Skating shoes,skates
item_120,vehicles,truck,شاحنة ( ترلة),understands; produces,word,Truck ,truck
item_121,vehicles,train,قطار,understands; produces,word,Train ,train
item_122,vehicles,helicopter,هيليوكوبتر,understands; produces,word,Helicopter ,helicopter
item_123,vehicles,bicycle,دراجة (بسكليتة/ سيكل),understands; produces,word,Bicycle ,bicycle
item_124,vehicles,motorcycle,دباب (دبابة/ موتور),understands; produces,word,Motorcycle ,motorcycle
item_125,vehicles,boat,قارب/زورق/ مركب,understands; produces,word,Boat ,boat
item_126,vehicles,wheel,عجلة,understands; produces,word,Wheel,wheel
item_127,vehicles,ambulance,إسعاف,understands; produces,word,Ambulance ,ambulance
item_128,vehicles,firetruck,مطافئ/ إطفاء,understands; produces,word,Fire fighting ,firetruck
item_129,vehicles,bus,حافلة/ باص/ اتوبيس,understands; produces,word,Bus ,bus
item_130,vehicles,stroller,عربة أطفال (عربية),understands; produces,word,Stroller ,stroller
item_131,vehicles,taxi,تاكسي/ تكسي,understands; produces,word,Taxi ,taxi
item_132,vehicles,scooter.2,السكوتر,understands; produces,word,Scooter,scooter
item_133,food_drink,dates,تمر,understands; produces,word,Dates ,
item_134,food_drink,toast,توست,understands; produces,word,Toast (bread),toast
