9335,6
9336,6
9337,6
9338,4
9339,\N
9340,6
9341,4
9342,4
9343,6
9344,3
9345,3
9346,3
9347,4
9348,4
9349,2
9350,4
9351,4
9352,6
9353,6
9354,6
9355,3
9356,6
9357,6
9358,\N
9359,6
9360,\N
9361,6
9362,4
9363,3
9364,3
9365,6
9366,6
9367,4
9368,4
9369,3
9370,3
9371,2
9372,2
9373,3
9374,4
9375,4
9376,3
9377,3
9378,6
9379,1
9380,3
9381,2
9382,6
9383,6
9384,4
9385,6
9386,3
9387,1
9388,2
9389,3
9390,2
9391,3
9392,4
9393,4
9394,4
9395,4
9396,4
9397,2
9398,3
9399,2
9400,6
9401,6
9402,4
9403,6
9404,4
9405,4
9406,4
9407,6
9408,6
9409,4
9410,4
9411,4
9412,2
9413,3
9414,6
9415,4
9416,6
9417,6
9418,\N
9419,6
9420,6
9421,6
9422,6
9423,6
9424,4
9425,4
9426,6
9427,3
9428,6
9429,3
9430,6
9431,6
9432,4
9433,6
9434,2
9435,6
9436,3
9437,6
9438,4
9439,6
9440,6
9441,2
9442,3
9443,3
9444,1
9445,3
9446,3
9447,1
9448,4
9449,2
9450,2
9451,\N
9452,2
9453,2
9454,4
9455,3
9456,3
9457,4
9458,4
9459,3
9460,6
9461,4
9462,4
9463,2
9464,3
9465,6
9466,6
9467,6
9468,6
9469,6
9470,4
9471,6
9472,6
9473,4
9474,6
9475,4
9476,4
9477,6
9478,3
9479,3
9480,6
9481,6
9482,3
9483,6
9484,4
9485,6
9486,6
9487,4
9488,4
9489,6
9490,6
9491,4
9492,4
9493,6
9494,6
9495,4
9496,6
9497,3
9498,6
9499,6
9500,3
9501,4
9502,4
9503,6
9504,3
9505,4
9506,4
9507,4
9508,3
9509,6
9510,3
9511,3
9512,4
9513,3
9514,6
9515,3
9516,4
9517,6
9518,6
9519,2
9520,4
9521,3
9522,3
9523,4
9524,3
9525,6
9526,6
9527,4
9528,6
9529,2
9530,6
9531,6
9532,4
9533,4
9534,3
9535,4
9536,3
9537,4
9538,3
9539,4
9540,6
9541,6
9542,6
9543,4
9544,6
9545,4
9546,\N
9547,4
9548,4
9549,6
9550,6
9551,\N
9552,6
9553,4
9554,6
9555,4
9556,2
9557,6
9558,6
9559,4
9560,6
9561,4
9562,6
9563,4
9564,3
9565,4
9566,6
9567,2
9568,4
9569,2
9570,6
9571,2
9572,4
9573,4
9574,3
9575,4
9576,4
9577,6
9578,4
9579,3
9580,4
9581,2
9582,3
9583,4
9584,4
9585,4
9586,3
9587,4
9588,6
9589,4
9590,4
9591,2
9592,3
9593,3
9594,3
9595,3
9596,3
9597,3
9598,3
9599,4
9600,6
9601,3
9602,4
9603,4
9604,3
9605,2
9606,\N
9607,6
9608,6
9609,4
9610,6
9611,6
9612,6
9613,6
9614,\N
9615,6
9616,6
9617,\N
9618,6
9619,2
9620,\N
9621,6
9622,2
9623,4
9624,3
9625,6
9626,3
9627,4
9628,6
9629,6
9630,3
9631,2
9632,3
9633,6
9634,3
9635,6
9636,3
9637,4
9638,4
9639,6
9640,6
9641,6
9642,6
9643,4
9644,6
9645,6
9646,4
9647,4
9648,4
9649,6
9650,4
9651,4
9652,4
9653,6
9654,4
9655,3
9656,2
9657,3
9658,6
9659,4
9660,6
9661,2
9662,6
9663,4
9664,3
9665,4
9666,4
9667,4
9668,4
9669,3
9670,4
9671,3
9672,2
9673,1
9674,3
9675,1
9676,3
9677,4
9678,2
9679,6
9680,4
9681,4
9682,4
9683,4
9684,4
9685,6
9686,3
9687,4
9688,2
9689,3
9690,4
9691,3
9692,3
9693,3
9694,3
9695,1
9696,6
9697,4
9698,6
9699,2
9700,6
9701,4
9702,4
