itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_1,a14sheba,word,sounds,produces,Baa baa,NA,Sheep,baa baa
item_2,a1birchr,word,sounds,produces,chri chri chri,NA,bird,bird
item_3,a16dovgi,word,sounds,produces,Giya,NA,Dove,coo
item_4,a17ducha,word,sounds,produces,Ha ha ha,NA,Duck,quack quack
item_5,a9donhih,word,sounds,produces,Hi hoo hihoo,NA,Donkey,hee haw
item_6,a8doghuu,word,sounds,produces,Huu huu huu,NA,Dog,woof woof
item_7,a11monki,word,sounds,produces,Kima/Tsalu,NA,monkey,monkey
item_8,a5cockok,word,sounds,produces,Kokoikoo,NA,Cockerel,cockadoodledoo
item_9,a4chikru,word,sounds,produces,Kru kru kru,NA,Chicken calling chicks,tweet tweet
item_10,a7crokun,word,sounds,produces,Kunguru,NA,Crow,crow
item_11,a12ouclu,word,sounds,produces,Lumira,NA,Ouch,ouch
item_12,a10goame,word,sounds,produces,Mee mee,NA,Goat,baa baa
item_13,a3catmia,word,sounds,produces,Miau miau,NA,Cat,cat
item_14,a6cowmoo,word,sounds,produces,Moo moo,NA,Cow,cow
item_15,a18motpi,word,sounds,produces,Pikipiki/Honda,NA,Motorbike,motorcycle
item_16,a13phosi,word,sounds,produces,Simu,NA,Phone,ring ring
item_17,a15sweta,word,sounds,produces,Tamu tamu/Pamu pamu,NA,Sweetness,yum yum
item_18,a2carvru,word,sounds,produces,Vruum vruum,NA,Car,car
item_19,b8ducbat,word,animals,produces,Batha,NA,Duck,duck
item_20,b37turba,word,animals,produces,Batha muzinga,NA,Turkey,turkey
item_21,b21butbo,word,animals,produces,Boho,NA,Butterfly,butterfly
item_22,b10froch,word,animals,produces,Chula,NA,Frog,frog
item_23,b27horfa,word,animals,produces,Farasi,NA,Horse,horse
item_24,b31milgo,word,animals,produces,Gongolo,NA,Millipede,NA
item_25,b22cocjo,word,animals,produces,Jogolo,NA,Cockerel,rooster
item_26,b36spiju,word,animals,produces,Juijui,NA,Spider,spider
item_27,b30lizka,word,animals,produces,Kajonjoloka,NA,Lizard,lizard
item_28,b26harka,word,animals,produces,Katsungula,NA,"Hare, rabbit",bunny
item_29,b16torko,word,animals,produces,Kobe,NA,Tortoise,turtle
item_30,b12henko,word,animals,produces,Kolo,NA,Hen,hen
item_31,b4chikuk,word,animals,produces,Kuku,NA,Chicken,chicken (animal)
item_32,b19bedku,word,animals,produces,Kunguni,NA,Bed bug,bed bug
item_33,b6crokun,word,animals,produces,Kunguru,NA,Crow,crow
item_34,b7dogkur,word,animals,produces,Kuro,NA,Dog,dog
item_35,b32mosmb,word,animals,produces,Mbu/Usunye,NA,Mosquito,mosquito
item_36,b11goamb,word,animals,produces,Mbuzi/Mee,NA,Goat,goat
item_37,b13insmu,word,animals,produces,Mududu,NA,Insect,bug
item_38,b1animun,word,animals,produces,Munyama,NA,Animal,animal
item_39,b17antmu,word,animals,produces,Mutswa/Tsungu,NA,Ant,ant
item_40,b33pupmw,word,animals,produces,Mwana wa kuro,NA,Puppy,puppy
item_41,b18batnd,word,animals,produces,Ndema,NA,Bat,bat (animal)
item_42,b5cowngo,word,animals,produces,Ng’ombe,NA,Cow,cow
item_43,b34sheng,word,animals,produces,Ng’onzi,NA,Sheep,sheep
item_44,b35snany,word,animals,produces,Nyoka,NA,snake,snake
item_45,b20beeny,word,animals,produces,Nyuchi,NA,Bee,bee
item_46,b28hounz,word,animals,produces,Nzi,NA,House Fly,fly (animal)
item_47,b25elenz,word,animals,produces,Nzovu,NA,Elephant,elephant
item_48,b24donnz,word,animals,produces,Nzowe/Punda,NA,Donkey,donkey
item_49,b3catpak,word,animals,produces,Paka/Nyau,NA,Cat,cat
item_50,b23cocpa,word,animals,produces,Pambaiko,NA,Cockroach,cockroach
item_51,b15ratpa,word,animals,produces,Panya/Thali/ Pinji,NA,Rat/Mouse,mouse
item_52,b38zebpu,word,animals,produces,Punda milia,NA,Zebra,zebra
item_53,b9fissam,word,animals,produces,Samaki,NA,Fish,fish (animal)
item_54,b29liosi,word,animals,produces,Simba,NA,Lion,lion
item_55,b2birtso,word,animals,produces,Tsongo/Kachongo,NA,Bird,bird
item_56,b14montu,word,animals,produces,Tumbiri/ Tsalu,NA,Monkey,monkey
item_57,c7busbas,word,vehicles,produces,Basi,NA,Bus,bus
item_58,c2bicbas,word,vehicles,produces,Basikili,NA,Bicycle,bicycle
item_59,c13smada,word,vehicles,produces,Dau,NA,Small boat,boat
item_60,c3cargar,word,vehicles,produces,Gari,NA,Car,car
item_61,c6tragar,word,vehicles,produces,Gari ra moshi,NA,Train,train
item_62,c9helhel,word,vehicles,produces,Helikoputa,NA,Helicopter,helicopter
item_63,c5trajon,word,vehicles,produces,Jongoo,NA,Tractor,tractor
item_64,c10lorlo,word,vehicles,produces,Lori,NA,Lorry,truck
item_65,c11minma,word,vehicles,produces,Matatu,NA,Minibus,bus
item_66,c12shime,word,vehicles,produces,Meli,NA,Ship,ship
item_67,c8hanmuk,word,vehicles,produces,Mukokoteni,NA,Handcart,cart
item_68,c1aernde,word,vehicles,produces,Ndege,NA,Aeroplane,airplane
item_69,c4motpik,word,vehicles,produces,Pikipiki/ Honda,NA,Motorbike,motorcycle
item_70,d15gunbu,word,toys,produces,Bunduki,NA,Gun,gun
item_71,d4chacho,word,toys,produces,Choki/Makala,NA,Chalk,chalk
item_72,d5doldol,word,toys,produces,Doli,NA,Doll,doll
item_73,d14gluga,word,toys,produces,Gamu/Ulimbo,NA,Glue,glue (object)
item_74,d9penkal,word,toys,produces,Kalamu,NA,Pen,pen
item_75,d2balkib,word,toys,produces,Kibofu,NA,Balloon,balloon
item_76,d3bookit,word,toys,produces,Kithabu,NA,Book,book
item_77,d17roplu,word,toys,produces,Lugwe,NA,Rope,rope
item_78,d7gammuc,word,toys,produces,Muchezo,NA,Game,game
item_79,d1balmup,word,toys,produces,Mupira,NA,Ball,ball
item_80,d18stong,word,toys,produces,Ngano,NA,Story,story
item_81,d13colpe,word,toys,produces,Penseli ya rangi,NA,colouring pencil/crayons,crayon
item_82,d16penpe,word,toys,produces,Penseli/Kalamu ya mahe,NA,Pencil,pencil
item_83,d6foapov,word,toys,produces,Povu,NA,Foam,NA
item_84,d8mudulo,word,toys,produces,Ulongo,NA,Mud/Clay,clay
item_85,d11boavi,word,toys,produces,"Vibao, Bao",NA,Board,game
item_86,d12cocvi,word,toys,produces,Vifudu,NA,Coconut shell,NA
item_87,d10preza,word,toys,produces,Zawadi,NA,Present,present
item_88,e41appap,word,food_drink,produces,Apple,NA,Apple,apple
item_89,e42avoav,word,food_drink,produces,Avocado,NA,Avocado,avocado
