sno,sex,dtest,data_age,old_data_age,a14sheba,a1birchr,a16dovgi,a17ducha,a9donhih,a8doghuu,a11monki,a5cockok,a4chikru,a7crokun,a12ouclu,a10goame,a3catmia,a6cowmoo,a18motpi,a13phosi,a15sweta,a2carvru,b8ducbat,b37turba,b21butbo,b10froch,b27horfa,b31milgo,b22cocjo,b36spiju,b30lizka,b26harka,b16torko,b12henko,b4chikuk,b19bedku,b6crokun,b7dogkur,b32mosmb,b11goamb,b13insmu,b1animun,b17antmu,b33pupmw,b18batnd,b5cowngo,b34sheng,b35snany,b20beeny,b28hounz,b25elenz,b24donnz,b3catpak,b23cocpa,b15ratpa,b38zebpu,b9fissam,b29liosi,b2birtso,b14montu,c7busbas,c2bicbas,c13smada,c3cargar,c6tragar,c9helhel,c5trajon,c10lorlo,c11minma,c12shime,c8hanmuk,c1aernde,c4motpik,d15gunbu,d4chacho,d5doldol,d14gluga,d9penkal,d2balkib,d3bookit,d17roplu,d7gammuc,d1balmup,d18stong,d13colpe,d16penpe,d6foapov,d8mudulo,d11boavi,d12cocvi,d10preza,e41appap,e42avoav,e49friba,e19iceba,e68ricbi,e3bisbis,e35teach,e17fooch,e10chach,e45choch,e24orach,e56iceic,e1banizu,e57jamja,e46cofka,e6bunkai,e8carkar,e7cakkek,e58kinki,e58kinko,e48driki,e66potki,e43bunki,e74sweko,e11chiku,e30sarku,e47cowku,e50fruku,e75unrma,e39watma,e25orama,e21manma,e14dumma,e2beamah,e65popma,e51fruma,e59maima,e23milma,e72souma,e53gremb,e9casmug,e28ricmu,e4bremuk,e29salmu,e26pormu,e71soumu,e13cocna,e22meany,e38tomny,e18gronz,e62pawpa,e32sompa,e70shapa,e34swepe,e5bubper,e64pilpi,e63peppi,e54grepo,e16fissa,e69samsa,e44butsi,e52ginsi,e31sodso,e20kalsu,e73spasu,e33sousu,e61nooth,e76watti,e37toato,e40alcuc,e55honuk,e60maiun,e27potvi,e12chivi,e67potvi,e36thiwa,e15eggya,f16banba,f18bibbi,f29mosbu,f4hatche,f37tsful,f6niphom,f27jacja,f28jeaji,f31petka,f20cloka,f19butki,f21cloki,f10shoki,f9shokir,f32petki,f26heaki,f33pieki,f25hatko,f22coako,f3colles,f1boomab,f30necmu,f14undnd,f5napnep,f2clongu,f23dreri,f7sansap,f8shisha,f34shesh,f35skisi,f11socso,f13trosu,f36suisu,f12swesw,f17beluk,f24earvi,f15zipzi,g5fincha,g14teedz,g3eyedzi,g22palga,g20knego,g10legki,g18chiki,g15umbki,g9heakit,g23shoki,g6finkom,g24tonlu,g1butmah,g16bacmo,g8hanmuk,g11moumu,g13stond,g19feeny,g7hainye,g21nospu,g12grise,g2earsik,g17chets,g4facuso,h1bagbag,h5bowbak,h46letba,h36blabu,h37brubu,h19medda,h2basdis,h30stifi,h15keyfu,h12glagi,h18matgo,h14jugja,h39carka,h22papka,h54tolka,h41copki,h49opeki,h29spoki,h3baskik,h11cupki,h16kniki,h9comkit,h48mugko,h7brolus,h52scima,h40cocma,h35atmbu,h13glami,h53tinmu,h47matmu,h31toomu,h50pilmu,h10coomw,h8bucndo,h43hamny,h27shipe,h21monpe,h24picpi,h38campi,h26radre,h51remre,h34watsa,h28soasa,h25plasa,h6boxsan,h23phosi,h20metsi,h17ligta,h44lamta,h45lamta,h32towta,h4botthu,h33wasuc,h55waluk,h42forum,i12batba,i11verba,i18strbo,i20toich,i7roochu,i21windi,i16frifu,i17loggo,i13cooji,i5kitjik,i3cupkab,i2chakih,i1bedkit,i14couko,i10tabme,i4doomur,i6potpot,i15flosa,i8sofsof,i9stostu,i19teltv,j9roabar,j16sundz,j15stoiw,j4hoejem,j14stiko,j26winlu,j2floluw,j18watma,j19cloma,j10sanmt,j7pipmuf,j17tremu,j22skymu,j20hosmu,j24swimu,j8raimvu,j6moomwe,j13spamw,j1bucndo,j21ladng,j25wayng,j3granya,j23stany,j11slapa,j5holshi,j12smavi,k11beaba,k21verba,k9shoduk,k19parha,k5moskan,k22worka,k20petki,k17islma,k3hommud,k1farmun,k16houny,k8schsik,k13cinsi,k15hossi,k18marso,k12busts,k14comuw,l11matah,l7fatbab,l30youba,l24oldba,l4docdak,l5dogdzi,l1cardzi,l3chidzi,l6expfun,l9grahaw,l12motma,l29youma,l23oldma,l27wifmu,l2chimuh,l28winmu,l21maimu,l17farmu,l20hermu,l18frimu,l19girmu,l13permu,l16boymu,l26teamw,l10infmw,l22nurna,l14sisnd,l25polpo,l15aunts,l8gratsa,m11thaas,m15dinch,m19lunch,m12yesee,m8nohaah,m7howkam,m23welka,m2gamkib,m14breku,m6howkun,m13batku,m22relku,m20makku,m3goikwe,m9sorpor,m16donse,m10telsh,m21pleta,m18gooud,m1byeuka,m17gamuk,m4gooula,m24youun,m5hivika,n20falag,n96spran,n16drian,n19eatar,n4breban,n29knobi,n3blobus,n28kisbu,n18drobw,n40runch,n61chach,n14drach,n57bedim,n68fildz,n101thif,n25hidfi,n10clofu,n64covfu,n107wipf,n77hugga,n90shaga,n106wasg,n11coogi,n76hitgo,n60buygu,n53tougu,n7catgwi,n50takha,n66dohen,n108worh,n30lauhe,n84lovhe,n92slihe,n17drihi,n88recho,n79jumhu,n87preig,n26keeik,n45staim,n42sinim,n59buije,n104tryj,n46staka,n65cutka,n103tigk,n43sitke,n1bekuha,n67dozku,n24gokwe,n63clikw,n44slela,n81licla,n55wakla,n71grela,n23givla,n15drelo,n32loolo,n49taklo,n2bitlum,n70getlu,n105wanm,n22finma,n36poumw,n94spimw,n56wrind,n93spene,n98talne,n78isni,n72hanni,n48swioj,n41seeon,n91shoon,n95spipa,n69getpa,n8clapig,n86paipi,n27kicpi,n5brireh,n31leari,n12cryri,n21feeri,n9clesaf,n75helsa,n47swesh,n39reash,n74heasi,n82lissi,n38pussu,n99talsu,n83loota,n102tict,n85makte,n97swite,n54waith,n100teat,n51tasth,n62chots,n33movts,n52thrts,n73hatts,n6cartsu,n89shatu,n13danvi,n34opevu,n37pulvu,n58brevu,n35plaza,o19bigbo,o21blubu,o6fewcha,o5dircha,o29findz,o26dryfu,o44oneid,o2agakah,o37hotka,o42okkar,o51thiki,o24darki,o36harko,o47rotko,o13sicko,o25dozku,o11noiku,o30firkw,o49sofla,o7gotlum,o53winlu,o32getlw,o45quima,o16alema,o33goomb,o17badmb,o41newmb,o9hotmoh,o18beamu,o39lonmu,o38lasmw,o12quiny,o52whiny,o20blany,o10hunnz,o50thinz,o28feaog,o23colpe,o15slopo,o8haprah,o35grera,o22clesa,o40lousa,o34goote,o48smath,o43oldth,o46redth,o31getts,o3angtsu,o27emptu,o14sleut,p4latbaa,p11yesdz,p3evedzi,p9tommac,p5mormad,p2daymut,p8todrer,p1daysik,p10whosi,p6nigusi,p7nowvik,v10idyuy,v20idyuy,v30idiye,v40idmun,v50idmwe,v60ipwan,v70ipwak,v80ipwak,v90ipweh,v100ipwe,v110ipwo,v1202daa,v1302dar,v1402dao,v151502d,v1602dan,v1702den,v1805dri,v1905dri,v2005dri,v2105dro,v2205dri,v2305dre,v2405pra,v2505pra,v2605pra,v2705pre,v2805pre,v2905pra,v3006dga,v3106dga,v3206dga,v3306dgo,v3406dma,v3506dge,v3607dki,v3707dki,v3807dki,v3907dch,v4007dki,v4107pch,v4207pch,v4307pch,v4407pch,v4507pch,v4607pch,v4708dvi,v4808dvi,v4908dvi,v5008dvi,v5109dli,v5209dir,v5309diy,v5409dyo,v5509din,v5609dye,v5709pya,v5809pya,v5909pya,v6009pye,v6109pye,v6209pya,v6310dzi,v6410dzi,v6510dzi,v6610dzo,v6710dze,v6810pza,v6910pza,v7010pza,v7110pze,v7210pze,v7310pza,v7416dha,v7516dha,v7616dha,v7716dha,v7816dhe,v7917dku,v8017dku,v8117dku,v8217dko,v8317dku,v8417pkw,v8517pkw,v8617pkw,v8717pkw,v8817pkw,v8917pkw,v90permi,v91persi,v92peruw,v93periy,w8whohan,w5whehik,w6whihiy,w7whihiy,w9whykwa,w2hownga,w3whanon,w4wherin,w1howvid,x13ondzu,x7herhah,x15theha,x10neahe,x11nexhe,x16whehe,x4beskan,x2atkand,x14outko,x6farkur,x1atkwa,x8insnda,x9insnda,x3behnyu,x5dowtsi,x12ofya,y12witbi,y3anoing,y8nonkah,y5evekil,y6mannyi,y2alspia,y11versa,y10samsa,y9notsoz,y1allyos,y4anyyoy,y7morzai,z7theala,z5orama,z2atlang,z8togham,z3beckwa,z6sokwa,z4butlak,z1andna,a1noun,a2plur,a3adj,a4verb,a5past,b1n1,b2n7,b3n3,b4n11,b5n6,b6n8,b7n4,b8n2,b9n9,b10vperf,b11vpres,b12vperf,b13vneg,b14vsubn,b15vsubp,b16vfut,b17vpres,b18vneg,b19vinf,b20vtens,b21vobj,b22vpass,b23vstat,b24vcaus,b25vneg,b26vprep,b27nloc,combine,d1a4pl,d2a2pl,d3a8pl,d4a6pl,d5v8pl,d6v6pl,d7v2pl,d8v4pl,d9comp1,d10comp2,d11comp3,d12comp4,d13comp5,d14comp6,d15comp7,d16comp8,d17comp9,d18comp1,d19comp1,d20comp1,d21comp1,d22comp1
ITS124,M,2004-10-13,18,18,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ITS140,M,2004-12-15,22,22,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,1,1,9,1,9,0,9,9,1,1,1,9,1,1,1,0,1,9,0,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,0,9,0,0,9,0,9,9,0,9,9,9,9
ITS141,F,2004-12-15,24,23,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ITS142,M,2004-12-15,25,25,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9,9,0,9,0,9,0,1,0,1,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9
ITS143,F,2004-12-15,27,27,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITS144,F,2004-10-18,22,21,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
