"id","corpora","itemid","native","translation","ingroup"
"7801","14","i_17_21","jeg","I","293"
"7802","14","i_17_22","man","one","293"
"7803","14","i_17_23","meg","me","293"
"7804","14","i_17_24","meg selv","myself","293"
"7805","14","i_17_25","min","my/mine","293"
"7806","14","i_17_26","oss","us","293"
"7807","14","i_17_27","seg","himself/herself","293"
"7808","14","i_17_28","seg selv","himself/herself","293"
"7809","14","i_17_29","sin","his/her","293"
"7810","14","i_17_30","vår","our(s)","293"
"7811","14","i_17_31","vi","we","293"
"7812","14","i_18_1","hva","what","294"
"7813","14","i_18_2","hvem","who","294"
"7814","14","i_18_3","hvilken","which","294"
"7815","14","i_18_4","hvor","where","294"
"7816","14","i_18_5","hvordan","how","294"
"7817","14","i_18_6","hvorfor","why","294"
"7818","14","i_18_7","når","when","294"
"7819","14","i_19_1","av","by","295"
"7820","14","i_19_2","bak","behind","295"
"7821","14","i_19_3","bort","away","295"
"7822","14","i_19_4","borte","away","295"
"7823","14","i_19_5","der","there","295"
"7824","14","i_19_6","for","for","295"
"7825","14","i_19_7","foran","in front of","295"
"7826","14","i_19_8","fra","from","295"
"7827","14","i_19_9","frem","forward","295"
"7828","14","i_19_10","gjennom","through","295"
"7829","14","i_19_11","her","here","295"
"7830","14","i_19_12","hit","here (hither)","295"
"7831","14","i_19_13","hjem","home","295"
"7832","14","i_19_14","hjemme","(at) home","295"
"7833","14","i_19_15","hos","at","295"
"7834","14","i_19_16","i","at","295"
"7835","14","i_19_17","i stedet for","instead of","295"
"7836","14","i_19_18","inn","inside","295"
"7837","14","i_19_19","inne","inside","295"
"7838","14","i_19_20","inni","inside","295"
"7839","14","i_19_21","med","with","295"
"7840","14","i_19_22","mot","towards/against","295"
"7841","14","i_19_23","ned","down","295"
"7842","14","i_19_24","nede","down(stairs)","295"
"7843","14","i_19_25","nedi","down in","295"
"7844","14","i_19_26","om","about","295"
"7845","14","i_19_27","opp","up","295"
"7846","14","i_19_28","oppå","on top of","295"
"7847","14","i_19_29","oppe","up(stairs)","295"
"7848","14","i_19_30","oppi","up in","295"
"7849","14","i_19_31","over","over","295"
"7850","14","i_19_32","på","on","295"
"7851","14","i_19_33","til","to","295"
"7852","14","i_19_34","tilbake","back","295"
"7853","14","i_19_35","under","under","295"
"7854","14","i_19_36","ut","out","295"
"7855","14","i_19_37","ute","outside","295"
"7856","14","i_19_38","utenfor","outside","295"
"7857","14","i_19_39","utenpå","outside","295"
"7858","14","i_19_40","ved siden av","next to","295"
"7859","14","i_19_41","vekk","away","295"
"7860","14","i_20_1","alle","everyone","296"
"7861","14","i_20_2","alt","everything","296"
"7862","14","i_20_3","andre","other(s)","296"
"7863","14","i_20_4","den","it/that","296"
"7864","14","i_20_5","det","it/that","296"
"7865","14","i_20_6","ei","a","296"
"7866","14","i_20_7","en","a","296"
"7867","14","i_20_8","en annen","another","296"
"7868","14","i_20_9","et","a","296"
"7869","14","i_20_10","hver","each","296"
"7870","14","i_20_11","hvert","each","296"
"7871","14","i_20_12","ikke","not","296"
"7872","14","i_20_13","ingen","no one","296"
"7873","14","i_20_14","ingenting","nothing","296"
"7874","14","i_20_15","litt","a little","296"
"7875","14","i_20_16","mange","many","296"
"7876","14","i_20_17","mer","more","296"
"7877","14","i_20_18","mye","a lot","296"
"7878","14","i_20_19","noe","something","296"
"7879","14","i_20_20","noen","someone","296"
"7880","14","i_20_21","også","too","296"
"7881","14","i_20_22","samme","same","296"
"7882","14","i_21_1","bli","be(come)","297"
"7883","14","i_21_2","bør","should","297"
"7884","14","i_21_3","burde","should","297"
"7885","14","i_21_4","er","is","297"
"7886","14","i_21_5","få","get","297"
"7887","14","i_21_6","gjør","does","297"
"7888","14","i_21_7","gjorde","did","297"
"7889","14","i_21_8","gjøre","do","297"
"7890","14","i_21_9","ha","have","297"
"7891","14","i_21_10","hadde","had","297"
"7892","14","i_21_11","har","has","297"
"7893","14","i_21_12","kan","can","297"
"7894","14","i_21_13","kunne","could","297"
"7895","14","i_21_14","la","let","297"
"7896","14","i_21_15","må","have to","297"
"7897","14","i_21_16","måtte","had to","297"
"7898","14","i_21_17","skal","will","297"
"7899","14","i_21_18","skulle","would","297"
"7900","14","i_21_19","være","be","297"
"7901","14","i_21_20","var","was","297"
"7902","14","i_21_21","vil","will/want to","297"
"7903","14","i_21_22","ville","would","297"
"7904","14","i_22_1","at","that","298"
"7905","14","i_22_2","eller","or","298"
"7906","14","i_22_3","for","for","298"
"7907","14","i_22_4","fordi","because","298"
"7908","14","i_22_5","hvis","if","298"
"7909","14","i_22_6","men","but","298"
"7910","14","i_22_7","og","and","298"
"7911","14","i_22_8","så","then","298"
"7912","14","i_22_9","som","that","298"
"8094","15","Item157","Koltuk","armchair","328"
"8093","15","Item156","Kapı","door","328"
"8092","15","Item155","Fırın","oven","328"
"8091","15","Item154","Dolap","cupboard","328"
"8090","15","Item153","Çekmece","drawer","328"
"8089","15","Item152","Buzdolabı","refrigerator","328"
"8088","15","Item151","Bilgisayar","computer","328"
"8087","15","Item150","Beşik","crib","328"
"8086","15","Item149","Banyo","bathroom","328"
"8085","15","Item148","Balkon","balcony/porch","328"
"8084","15","Item147","Telefon","telephone","327"
"8083","15","Item146","Tarak","comb","327"
"8082","15","Item145","Tabak","plate","327"
"8081","15","Item144","Şişe","bottle","327"
"8080","15","Item143","Süpürge","broom/vacuum cleaner","327"
"8079","15","Item142","Sabun","soap","327"
"8078","15","Item141","Saat","clock","327"
"8077","15","Item140","Resim","picture","327"
"8076","15","Item139","Radyo","radio","327"
"8075","15","Item138","Pipet/Kamış","pipet","327"
"8074","15","Item137","Pil","battery","327"
"8073","15","Item136","Lamba/Işık","lamp/light","327"
"8072","15","Item135","Kürek","shovel","327"
"8071","15","Item134","Kutu","box/can","327"
"8070","15","Item133","Kumanda ","remote control","327"
"8069","15","Item132","Kaşık","spoon","327"
"8068","15","Item131","Kağıt","paper","327"
"8067","15","Item130","İp","rope","327"
"8066","15","Item129","İlaç","medicine","327"
"8065","15","Item128","Emzik","pacifier","327"
"8064","15","Item127","Çatal","fork","327"
"8063","15","Item126","Çanta","purse/bag","327"
"8062","15","Item125","Biberon","baby bottle","327"
"8061","15","Item124","Battaniye","blanket","327"
"8060","15","Item123","Bardak","glass","327"
"8059","15","Item122","Ayna","mirror","327"
"8058","15","Item121","Anahtar","keys","327"
"8057","15","Item120","Yanak","cheek","326"
"8056","15","Item119","Saç","hair","326"
"8055","15","Item118","Popo","buttocks","326"
"8054","15","Item117","Parmak","finger","326"
"8053","15","Item116","Meme ","breast","326"
"8052","15","Item115","Kulak","ear","326"
"8051","15","Item114","Göz","eye","326"
"8050","15","Item113","Göbek","belly ","326"
"8049","15","Item112","El","hand","326"
"8048","15","Item111","Diz","knee","326"
"8047","15","Item110","Diş","tooth","326"
"8046","15","Item109","Dil","tongue","326"
"8045","15","Item108","Burun","nose","326"
"8044","15","Item107","Baş/Kafa","head","326"
"8043","15","Item106","Bacak","leg","326"
"8042","15","Item105","Ayak","foot","326"
"8041","15","Item104","Ağız","mouth","326"
"8040","15","Item103","Yelek","vest","325"
"8039","15","Item102","Tişört","t-shirt","325"
"8038","15","Item101","Terlik","slipper","325"
"8037","15","Item100","Şapka","hat","325"
"8036","15","Item99","Pijama","pyjamas","325"
"8035","15","Item98","Pantolon","pants","325"
"8034","15","Item97","Palto","coat","325"
"8033","15","Item96","Önlük ","bib","325"
"8032","15","Item95","Kolye","necklace","325"
"8031","15","Item94","Kazak","sweater","325"
"8030","15","Item93","Gözlük","eyeglasses/spectacles","325"
"8029","15","Item92","Gömlek","shirt","325"
"8028","15","Item91","Elbise","dress","325"
"8027","15","Item90","Çorap","sock","325"
"8026","15","Item89","Ceket","jacket","325"
"8025","15","Item88","Boncuk","bead","325"
"8024","15","Item87","Bez (çocuk bezi)","diaper","325"
"8023","15","Item86","Ayakkabı/Pabuç","shoe","325"
"8022","15","Item85","Zeytin","olive","324"
"8021","15","Item84","Yumurta","egg","324"
"8020","15","Item83","Yoğurt","yogurt","324"
"8019","15","Item82","Yemek","food","324"
"8018","15","Item81","Tost","toast","324"
"8017","15","Item80","Tarhana","kind of soup","324"
"8016","15","Item79","Şeker","sugar/candy","324"
"8015","15","Item78","Şeftali","peach","324"
"8014","15","Item77","Süt","milk","324"
"8013","15","Item76","Su","water","324"
"8012","15","Item75","Simit","pretzel, common turkish snack","324"
"8011","15","Item74","Reçel","jam","324"
"8010","15","Item73","Portakal","orange","324"
"8009","15","Item72","Pilav","rice","324"
"8008","15","Item71","Patates","potato","324"
"8007","15","Item70","Peynir","cheese","324"
"8006","15","Item69","Pasta","cake","324"
"8005","15","Item68","Muz","banana","324"
"8004","15","Item67","Muhallebi","pudding","324"
"8003","15","Item66","Meyve","fruit","324"
"8002","15","Item65","Makarna","pasta/spaghetti","324"
"8001","15","Item64","Limon","lemon","324"
"8000","15","Item63","Kurabiye","cookie","324"
"7999","15","Item62","Köfte","meatball","324"
"7998","15","Item61","Kola","coke","324"
"7997","15","Item60","Kek","cake","324"
"7996","15","Item59","Karpuz","watermelon","324"
"7995","15","Item58","Havuç","carrots","324"
"7994","15","Item57","Fıstık","peanut","324"
"7993","15","Item56","Et","meat","324"
"7992","15","Item55","Elma","apple","324"
"7991","15","Item54","Ekmek","bread","324"
"7990","15","Item53","Dondurma","ice cream","324"
"7989","15","Item52","Domates","tomato","324"
"7988","15","Item51","Çorba","soup","324"
"7987","15","Item50","Çikolata","chocolate","324"
"7986","15","Item49","Çay","tea","324"
"7985","15","Item48","Börek","pastry","324"
"7984","15","Item47","Bisküvi","biscuit","324"
"7983","15","Item46","Balık","fish","324"
"7982","15","Item45","Bal","honey","324"
"7981","15","Item44","Ayran","yoghurt drink","324"
"7980","15","Item43","Armut","pear","324"
"7979","15","Item42","Top","ball","323"
"7978","15","Item41","Oyuncak","toy","323"
"7977","15","Item40","Kova","bucket/pail","323"
"7976","15","Item39","Kitap","book","323"
"7975","15","Item38","Kalem","pencil","323"
"7974","15","Item37","Boya","crayon","323"
"7973","15","Item36","Bebek","doll","323"
"7972","15","Item35","Balon","balloon","323"
"7971","15","Item34","Uçak","airplane","322"
"7970","15","Item33","Tren","train","322"
"7969","15","Item32","Otobüs","bus","322"
"7968","15","Item31","Kamyon","truck","322"
"7967","15","Item30","Gemi/Vapur","boat/ship","322"
"7966","15","Item29","Bisiklet","bicycle","322"
"7965","15","Item28","Araba","car","322"
"7964","15","Item27","Tavuk","chicken","321"
"7963","15","Item26","Tavşan","rabbit/bunny","321"
"7962","15","Item25","Ördek","duck","321"
"7961","15","Item24","Maymun","monkey","321"
"7960","15","Item23","Kuzu","lamb","321"
"7959","15","Item22","Kuş","bird","321"
"7958","15","Item21","Kurbağa","frog","321"
"7957","15","Item20","Köpek","dog","321"
"7956","15","Item19","Kelebek","butterfly","321"
"7955","15","Item18","Kedi","cat","321"
"7954","15","Item17","İnek","cow","321"
"7953","15","Item16","Eşek","donkey","321"
"7952","15","Item15","Böcek","bug","321"
"7951","15","Item14","Balık","fish","321"
"7950","15","Item13","Ayı","bear","321"
"7949","15","Item12","At","horse","321"
"7948","15","Item11","Arı","bee","321"
"7947","15","Item10","Uf","ouch","320"
"7946","15","Item9","Pisi-pisi","meow","320"
"7945","15","Item8","Möö","moo","320"
"7944","15","Item7","Mee","baa","320"
"7943","15","Item6","Hop/Hoppa","up up up","320"
"7942","15","Item5","Havhav","woof woof","320"
"7941","15","Item4","Ham","yum yum","320"
"7940","15","Item3","Düt ","beep","320"
"7939","15","Item2","Cıss","don´t-touch-it","320"
"7938","15","Item1","Cee","peekaboo","320"
"8095","15","Item158","Lazımlık/Oturak","potty","328"
"8096","15","Item159","Masa","table","328"
"8097","15","Item160","Merdiven","stairs","328"
"8098","15","Item161","Mutfak","kitchen","328"
"8099","15","Item162","Oda","room","328"
"8100","15","Item163","Pencere","window","328"
"8101","15","Item164","Sandalye/İskemle","chair","328"
"8102","15","Item165","Televizyon","TV","328"
"8103","15","Item166","Tuvalet","toilet","328"
"8104","15","Item167","Yatak","bed","328"
"8105","15","Item168","Yastık","pillow","328"
"8106","15","Item169","Zil","bell","328"
"8107","15","Item170","Ay/Aydede","moon","329"
"8108","15","Item171","Ağaç","tree","329"
"8109","15","Item172","Ateş","fire","329"
"8110","15","Item173","Bahçe","garden","329"
"8111","15","Item174","Çamur","mud","329"
"8112","15","Item175","Çiçek ","flower","329"
"8113","15","Item176","Duvar","wall","329"
"8114","15","Item177","Güneş","sun","329"
"8115","15","Item178","Havuz","pool","329"
"8116","15","Item179","Kaydırak","slide","329"
"8117","15","Item180","Köprü","bridge","329"
"8118","15","Item181","Kum","sand","329"
"8119","15","Item182","Salıncak","swing","329"
"8120","15","Item183","Sokak","street","329"
"8121","15","Item184","Taş","stone/rock","329"
"8122","15","Item185","Toprak","ground/earth","329"
"8123","15","Item186","Toz","dust","329"
"8124","15","Item187","Yağmur","rain","329"
"8125","15","Item188","Yaprak","leaf","329"
"8126","15","Item189","Yıldız","star","329"
"8127","15","Item190","Yol","road/path","329"
"8128","15","Item191","Atta","outing","330"
"8129","15","Item192","Bakkal","grocer","330"
"8130","15","Item193","Çarşı","bazaar/market","330"
"8131","15","Item194","Dışarı ","outside","330"
"8132","15","Item195","Deniz","sea","330"
"8133","15","Item196","Dükkan","shop/store","330"
"8134","15","Item197","Ev","home/house","330"
"8135","15","Item198","İş","work","330"
"8136","15","Item199","Köy","village","330"
"8137","15","Item200","Market","market","330"
"8138","15","Item201","Okul","school","330"
"8139","15","Item202","Park","park","330"
"8140","15","Item203","Pazar","bazaar/marketplace","330"
"8141","15","Item204","Abi","brother","331"
"8142","15","Item205","Abla","sister","331"
"8143","15","Item206","Adam","man","331"
"8144","15","Item207","Amca","uncle (paternal)","331"
"8145","15","Item208","Anne","mommy/mother","331"
"8146","15","Item209","Anneanne/Babaanne/ Büyükanne","grandma/grandmother","331"
"8147","15","Item210","Arkadaş","friend","331"
"8148","15","Item211","Baba","daddy/father","331"
"8149","15","Item212","Çocuk","child","331"
"8150","15","Item213","Bebek","baby","331"
"8151","15","Item214","Dayı","uncle (maternal)","331"
"8152","15","Item215","Dede","grandpa/grandfather","331"
"8153","15","Item216","Doktor","doctor","331"
"8154","15","Item217","Hala","aunt (paternal) ","331"
"8155","15","Item218","Kardeş","sibling","331"
"8156","15","Item219","Kendi ismi","child´s own name","331"
"8157","15","Item220","Kız","girl","331"
"8158","15","Item221","Nine","grandma/grandmother","331"
"8159","15","Item222","Palyaço ","clown","331"
"8160","15","Item223","Polis","policeman","331"
"8161","15","Item224","Teyze","aunt (maternal)","331"
"8162","15","Item225","Aferin","well done/bravo","332"
"8163","15","Item226","Alkış","handclap","332"
"8164","15","Item227","Alo","hello (on the phone)","332"
"8165","15","Item228","Ayıp","shameful","332"
"8166","15","Item229","Banyo","bathroom","332"
"8167","15","Item230","Bay-bay","bye","332"
"8168","15","Item231","Çiş","pee/go potty","332"
"8169","15","Item232","Dikkat","watch out/attention","332"
"8170","15","Item233","Evet ","yes","332"
"8171","15","Item234","Gol","goal","332"
"8172","15","Item235","Güle-güle","goodbye ","332"
"8173","15","Item236","Günaydın","good morning","332"
"8174","15","Item237","Hoşçakal","goodbye","332"
"8175","15","Item238","Hadi","come on","332"
"8176","15","Item239","Hayır","no/don´t","332"
"8177","15","Item240","İyi geceler","good night","332"
"8178","15","Item241","Kaka","poo-poo/go potty","332"
"8179","15","Item242","Kucak","(take in) arms/lap ","332"
"8180","15","Item243","Mama","food (baby word)","332"
"8181","15","Item244","Müzik","music","332"
"8182","15","Item245","Ninni","lullaby","332"
"8183","15","Item246","Öcü","boogeyman","332"
"8184","15","Item247","Saklambaç","hide-and-seek","332"
"8185","15","Item248","Sürpriz","surprise","332"
"8186","15","Item249","Şarkı","song","332"
"8187","15","Item250","Takla","somersault","332"
"8188","15","Item251","Tamam","ok/allright","332"
"8189","15","Item252","Teşekkür/Sağol","thank you","332"
"8190","15","Item253","Uyku","nap/sleep","332"
"8191","15","Item254","Var","present/there is","332"
"8192","15","Item255","Yok","absent/all gone","332"
"8193","15","Item256","Acı (canı)","hurt","333"
"8194","15","Item257","Acık","get hungry","333"
"8195","15","Item258","Aç","open","333"
"8196","15","Item259","Açıl","be opened","333"
"8197","15","Item260","Ağla","cry","333"
"8198","15","Item261","Al","take ","333"
"8199","15","Item262","Anla","understand","333"
"8200","15","Item263","Ara","look for","333"
"8201","15","Item264","Atla","jump","333"
"8202","15","Item265","At","throw","333"
"8203","15","Item266","Bağır","yell/shout","333"
"8204","15","Item267","Bak","look","333"
"8205","15","Item268","Bas","press/step","333"
"8206","15","Item269","Başla","begin/start","333"
"8207","15","Item270","Bırak","drop/let go","333"
"8208","15","Item271","Bin","get on (a vehicle)","333"
"8209","15","Item272","Bit","finish/all gone","333"
"8210","15","Item273","Boya","paint","333"
"8211","15","Item274","Bul","find","333"
"8212","15","Item275","Çarp","strike/crash","333"
"8213","15","Item276","Çek","pull","333"
"8214","15","Item277","Çık","exit/get out/climb","333"
"8215","15","Item278","Çıkar","take off","333"
"8216","15","Item279","Çiz","draw","333"
"8217","15","Item280","Dön","turn","333"
"8218","15","Item281","Döv","beat/kick","333"
"8219","15","Item282","Dur","stop","333"
"8220","15","Item283","Dök","spill/pour/dump","333"
"8221","15","Item284","Düş","fall","333"
"8222","15","Item285","Elle","touch","333"
"8223","15","Item286","El salla","wave-hand","333"
"8224","15","Item287","Geç","pass","333"
"8225","15","Item288","Gel","come ","333"
"8226","15","Item289","Getir","bring","333"
"8227","15","Item290","Gez","travel/wonder around","333"
"8228","15","Item291","Gıdıkla","tickle","333"
"8229","15","Item292","Gir","enter/go into","333"
"8230","15","Item293","Git","go","333"
"8231","15","Item294","Giy","wear","333"
"8232","15","Item295","Giydir","dress up/put on someone","333"
"8233","15","Item296","Gör","see","333"
"8234","15","Item297","Göster","show","333"
"8235","15","Item298","Götür","take away","333"
"8236","15","Item299","Gül","laugh","333"
"8237","15","Item300","Isır","bite","333"
"8238","15","Item301","Islan","get wet","333"
"8239","15","Item302","İç","drink","333"
"8240","15","Item303","İn","get off/get down","333"
"8241","15","Item304","İste","want","333"
"8242","15","Item305","İt","push","333"
"8243","15","Item306","Kaldır","lift/pick up","333"
"8244","15","Item307","Kalk","stand","333"
"8245","15","Item308","Kapat","close","333"
"8246","15","Item309","Kır","break","333"
"8247","15","Item310","Kokla","smell","333"
"8248","15","Item311","Kork","be afraid of/fear","333"
"8249","15","Item312","Koş","run","333"
"8250","15","Item313","Koy","put","333"
"8251","15","Item314","Ol","be","333"
"8252","15","Item315","Otur","sit","333"
"8253","15","Item316","Oyna","play","333"
"8254","15","Item317","Öksür","cough","333"
"8255","15","Item318","Öl","die","333"
"8256","15","Item319","Öp","kiss","333"
"8257","15","Item320","Ört ","cover","333"
"8258","15","Item321","Sakla ","hide","333"
"8259","15","Item322","Salla","shake","333"
"8260","15","Item323","Sallan","swing","333"
"8261","15","Item324","Sarıl","hug/cuddle","333"
"8262","15","Item325","Say","count","333"
"8263","15","Item326","Sev","love/like","333"
"8264","15","Item327","Seyret","watch","333"
"8265","15","Item328","Sil","wipe/erase","333"
"8266","15","Item329","Sok","put in/insert","333"
"8267","15","Item330","Söyle","say/tell","333"
"8268","15","Item331","Sus","be quiet/shut up","333"
"8269","15","Item332","Tak","put sth. on/hang sth. on/attach","333"
"8270","15","Item333","Tara","comb","333"
"8271","15","Item334","Taşı","carry","333"
"8272","15","Item335","Tut ","hold","333"
"8273","15","Item336","Uç","fly","333"
"8274","15","Item337","Uyan ","wake up","333"
"8275","15","Item338","Ver","give","333"
"8276","15","Item339","Vur","hit/knock","333"
"8277","15","Item340","Yakala","catch","333"
"8278","15","Item341","Yap","do/make","333"
"8279","15","Item342","Yat","lie/go to bed","333"
"8280","15","Item343","Yaz","write","333"
"8281","15","Item344","Ye ","eat","333"
"8282","15","Item345","Yedir","feed","333"
"8283","15","Item346","Yıka","wash","333"
"8284","15","Item347","Yıkan","take a bath/wash yourself","333"
"8285","15","Item348","Yırt ","rip/tear","333"
"8286","15","Item349","Yut","swallow","333"
"8287","15","Item350","Yürü","walk","333"
"8288","15","Item351","Acı (lezzet)","bitter","334"
"8289","15","Item352","Açık","open","334"
"8290","15","Item353","Boş","empty","334"
"8291","15","Item354","Büyük","big","334"
"8292","15","Item355","Çok","many/much/a lot","334"
"8293","15","Item356","Cici","cute","334"
"8294","15","Item357","Çirkin","ugly","334"
"8295","15","Item358","Güzel","beautiful","334"
"8296","15","Item359","Hasta","sick","334"
"8297","15","Item360","Islak","wet","334"
"8298","15","Item361","İyi","good","334"
"8299","15","Item362","Kapalı","closed","334"
"8300","15","Item363","Karanlık ","dark","334"
"8301","15","Item364","Kırmızı","red","334"
"8302","15","Item365","Kirli","dirty","334"
"8303","15","Item366","Kocaman","huge/giant","334"
"8304","15","Item367","Komik","funny","334"
"8305","15","Item368","Küçük","little/small","334"
"8306","15","Item369","Sıcak","hot","334"
"8307","15","Item370","Soğuk","cold","334"
"8308","15","Item371","Pis","dirty","334"
"8309","15","Item372","Tatlı","sweet","334"
"8310","15","Item373","Temiz ","clean","334"
"8311","15","Item374","Yaramaz","naughty","334"
"8312","15","Item375","Yeni","new","334"
"8313","15","Item376","Akşam","evening","335"
"8314","15","Item377","Bugün","today","335"
"8315","15","Item378","Gece","night","335"
"8316","15","Item379","Hemen","immediately/right now","335"
"8317","15","Item380","Sabah","morning","335"
"8318","15","Item381","Şimdi","now","335"
"8319","15","Item382","Bana","me","336"
"8320","15","Item383","Ben","I","336"
"8321","15","Item384","Benim","my","336"
"8322","15","Item385","Bu","this","336"
"8323","15","Item386","Sen","you","336"
"8324","15","Item387","Senin","your","336"
"8325","15","Item388","Şu","that","336"
"8326","15","Item389","O","that/s/he/it","336"
"8327","15","Item390","Ona","him/her/it","336"
"8328","15","Item391","Onun","his/hers/its","336"
"8329","15","Item392","Sana","(to) you","336"
"8330","15","Item393","Biri","someone","336"
"8331","15","Item394","Kim","who","337"
"8332","15","Item395","Nasıl","how","337"
"8333","15","Item396","Ne","what","337"
"8334","15","Item397","Neden","why","337"
"8335","15","Item398","Nereye","where to","337"
"8336","15","Item399","Nerede","where at","337"
"8337","15","Item400","Niye","why","337"
"8338","15","Item401","Altında","under","338"
"8339","15","Item402","Arkasında","behind","338"
"8340","15","Item403","Burada ","here","338"
"8341","15","Item404","Dışarıda","out/outside","338"
"8342","15","Item405","İçeride","inside","338"
"8343","15","Item406","İçinde","in","338"
"8344","15","Item407","Orada","there","338"
"8345","15","Item408","Önünde","in front of","338"
"8346","15","Item409","Şurada","over there","338"
"8347","15","Item410","Üstünde/Üzerinde","on/above","338"
"8348","15","Item411","Biraz","some/a little","339"
"8349","15","Item412","Çok","much/many","339"
"8350","15","Item413","Daha/Bir daha","more /once again","339"
"8351","15","Item414","Hepsi ","all","339"
"8352","15","Item415","Hiç","none/any","339"
"8353","15","Item416","İşte","here/there/behold","339"
"8354","15","Item417","Öbürü","other","339"
"8355","15","Item418","Yine/Gene","again","339"
"8356","17","1_1","а-а-а",,"299"
"8357","17","1_2","ав","Woof-woof","299"
"8358","17","1_3","алё","Ring-ring","299"
"8359","17","1_4","ам-ам, ням-ням","Yum-yum","299"
"8360","17","1_5","бе","Baa-baa","299"
"8361","17","1_6","биби","Beep-beep","299"
"8362","17","1_7","бл-бл","Gooble-gooble","299"
"8363","17","1_8","брр, ввв     и т.п.","Vroom","299"
"8364","17","1_9","бух, бах, бам","Thump","299"
"8365","17","1_10","га-га","Honk-honk","299"
"8366","17","1_11","динь-динь","Ding-a-ling","299"
"8367","17","1_12","жж","Bzzz","299"
"8368","17","1_13","иа","E-haw","299"
"8369","17","1_14","иго-го, цока-ющий звук","neigh-neigh","299"
"8370","17","1_15","кап-кап","Pit-a-pat","299"
"8371","17","1_16","кар","Caw","299"
"8372","17","1_17","ква","Croak-croak","299"
"8373","17","1_18","ко-ко","Cluck-cluck","299"
"8374","17","1_19","кря","quack -quack","299"
"8375","17","1_20","кукареку","Cock-a-doodle-do","299"
"8376","17","1_21"," ля-ля-ля","Lah-lah","299"
"8377","17","1_22","ме","Bleat, Baa","299"
"8378","17","1_23","му","Moo-moo","299"
"8379","17","1_24","мяу","Meow","299"
"8380","17","1_25","пи-пи","Squeak-squeak","299"
"8381","17","1_26","прыг","Hop-hop","299"
"8382","17","1_27","ррр","Grrrr","299"
"8383","17","1_28","тик-так","Tick-tock","299"
"8384","17","1_29","топ-топ","Stomp-stomp","299"
"8385","17","1_30","тсс","Shh","299"
"8386","17","1_31","тук-тук","Rat-a-tat","299"
"8387","17","1_32","ту-ту, чух-чух","Choo-choo","299"
"8388","17","1_33","уу","Awooooo","299"
"8389","17","1_34","фу",,"299"
"8390","17","1_35","хрр, хрю","Oink-oink","299"
"8391","17","1_36","чик","Click-click","299"
"8392","17","1_37","шш","Sss","299"
"8393","17","2_1","Бабочка","butterfly","300"
"8394","17","2_2","баран","lamb","300"
"8395","17","2_3","бегемот","hippopotamus","300"
"8396","17","2_4","белка","squirrel","300"
"8397","17","2_5","волк","wolf","300"
"8398","17","2_6","воробей","sparrow","300"
"8399","17","2_7","ворона","crow","300"
"8400","17","2_8","голубь","pigeon","300"
"8401","17","2_9","гусь","goose","300"
"8402","17","2_10","ёж","hedgehog","300"
"8403","17","2_11","жираф","giraffe","300"
"8404","17","2_12","жук","bug","300"
"8405","17","2_13","заяц","hare","300"
"8406","17","2_14","звери","animals","300"
"8407","17","2_15","змея","snake","300"
"8408","17","2_16","коза","goat","300"
"8409","17","2_17","комар","mosquito","300"
"8410","17","2_18","конь","horse","300"
"8411","17","2_19","корова","cow","300"
"8412","17","2_20","кошка","cat","300"
"8413","17","2_21","крокодил","crocodile","300"
"8414","17","2_22","курица","hen","300"
"8415","17","2_23","лев","lion","300"
"8416","17","2_24","лиса","fox","300"
"8417","17","2_25","лошадь","horse","300"
"8418","17","2_26","лягушка","frog","300"
"8419","17","2_27","медведь","bear","300"
"8420","17","2_28","муха","fly","300"
"8421","17","2_29","мышка","mouse","300"
"8422","17","2_30","обезьяна","monkey","300"
"8423","17","2_31","овечка","sheep","300"
"8424","17","2_32","ослик","donkey","300"
"8425","17","2_33","петух","rooster","300"
"8426","17","2_34","поросенок","piglet","300"
"8427","17","2_35","птичка","bird","300"
"8428","17","2_36","рыбка","fish","300"
"8429","17","2_37","свинка","pig","300"
"8430","17","2_38","слон","elephant","300"
"8431","17","2_39","собака","dog","300"
"8432","17","2_40","сова","owl","300"
"8433","17","2_41","тигр","tiger","300"
"8434","17","2_42","утка","duck","300"
"8435","17","2_43","цыпленок","chicken","300"
"8436","17","2_44","черепаха","tortoise","300"
"8437","17","3_1","автобус","bus","301"
"8438","17","3_2","велосипед","bicycle","301"
"8439","17","3_3","вертолет","helicopter","301"
"8440","17","3_4","грузовик ","truck","301"
"8441","17","3_5","коляска","stroller","301"
"8442","17","3_6","кораблик","ship","301"
"8443","17","3_7","машина","car","301"
"8444","17","3_8","паровоз","steam engine","301"
"8445","17","3_9","поезд","train","301"
"8446","17","3_10","пожарная   машина","firetruck","301"
"8447","17","3_11","самолет","aeroplane/plane","301"
"8448","17","3_12","санки","sled","301"
"8449","17","3_13","трактор","tractor","301"
"8450","17","4_1","альбом","album","302"
"8451","17","4_2","ведро","bucket","302"
"8452","17","4_3","грабли","rake","302"
"8453","17","4_4","игрушка","toy","302"
"8454","17","4_5","карандаш","pencil","302"
"8455","17","4_6","кисточка","brush","302"
"8456","17","4_7","клей","glue","302"
"8457","17","4_8","книга","book","302"
"8458","17","4_9","краски","paint","302"
"8459","17","4_10","кубики","block","302"
"8460","17","4_11","кукла","doll","302"
"8461","17","4_12","лопатка","shovel/scoop","302"
