itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_102,nene_a,word,people,produces,nene/a,NA,baby,baby
item_103,nombre1,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_103,nombre1,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_103,nombre1,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_104,nombre2,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_104,nombre2,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_104,nombre2,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_105,nombre3,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_105,nombre3,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_105,nombre3,word,people,produces,nombre propio*,NA,child's own name,child's own name
item_106,novio,word,people,produces,novio/a,NA,boyfriend/girlfriend,NA
item_107,papa,word,people,produces,papá (papi),NA,daddy,daddy
item_108,primo,word,people,produces,primo,NA,cousin,cousin
item_109,prima,word,people,produces,prima,NA,cousin,cousin
item_110,senor,word,people,produces,señor/a,NA,mister/miss,NA
item_111,sobrino,word,people,produces,sobrino,NA,nephew,nephew
item_112,sobrina,word,people,produces,sobrina,NA,niece,niece
item_113,tata,word,people,produces,tata,NA,babysitter,babysitter
item_114,tio,word,people,produces,tío,NA,uncle,uncle
item_115,tia,word,people,produces,tía,NA,aunt,aunt
item_116,barba,word,body_parts,produces,barba,NA,beard,beard
item_117,barbilla,word,body_parts,produces,barbilla,NA,chin,chin
item_118,barriga,word,body_parts,produces,barriga,NA,belly,tummy
item_119,bigote,word,body_parts,produces,bigote,NA,mustache,mustache
item_120,brazos,word,body_parts,produces,brazos,NA,arms,arm
item_121,cara,word,body_parts,produces,cara,NA,face,face
item_122,cejas,word,body_parts,produces,cejas,NA,eyebrows,eyebrow
item_123,cuello,word,body_parts,produces,cuello,NA,neck,neck
item_124,culo,word,body_parts,produces,culo,NA,butt,butt
item_125,dedo,word,body_parts,produces,dedo/s,NA,finger,finger
item_126,dientes,word,body_parts,produces,dientes,NA,teeth,tooth
item_127,labios,word,body_parts,produces,labios,NA,lips,lip
item_128,lengua,word,body_parts,produces,lengua,NA,tongue,tongue
item_129,lunar,word,body_parts,produces,lunar,NA,mole (skin),NA
item_130,mano,word,body_parts,produces,mano/s,NA,hand,hand
item_131,nariz,word,body_parts,produces,nariz,NA,nose,nose
item_132,ojos,word,body_parts,produces,ojos,NA,eyes,eye
item_133,ombligo,word,body_parts,produces,ombligo,NA,belly button,belly button
item_134,oreja,word,body_parts,produces,oreja/s,NA,ear,ear
item_135,pie,word,body_parts,produces,pié/s,NA,foot,foot
item_136,piernas,word,body_parts,produces,pierna/s (pata/s),NA,leg,leg
item_137,rodillas,word,body_parts,produces,rodillas,NA,knee,knee
item_138,tripa,word,body_parts,produces,tripa,NA,gut,gut
item_139,una,word,body_parts,produces,uña,NA,fingernail,fingernail
item_140,balon,word,toys,produces,balón,NA,ball,ball
item_141,boligraf,word,toys,produces,bolígrafo/boli,NA,pen,pen
item_142,caja,word,toys,produces,caja,NA,box,box
item_143,cartas,word,toys,produces,cartas,NA,cards,card
item_144,cubo,word,toys,produces,cubo,NA,block,blocks
item_145,cuento,word,toys,produces,cuento/libro,NA,book,book
item_146,cocinita,word,toys,produces,cocinitas,NA,kitchen toys?,NA
item_147,fotos,word,toys,produces,fotos (cámara),NA,photos,photo
item_148,futbol,word,toys,produces,fútbol,NA,soccer ball,ball
item_149,globo,word,toys,produces,globo,NA,balloon,balloon
item_150,gol,word,toys,produces,gol,NA,goal,goal
item_151,guitarra,word,toys,produces,guitarra,NA,guitar,guitar
item_152,juguete,word,toys,produces,juguete,NA,toy,toy (object)
item_153,lapiz,word,toys,produces,lápiz,NA,pencil,pen/pencil
item_154,muneca,word,toys,produces,muñeca,NA,doll,doll
item_155,musica,word,toys,produces,música,NA,music,music
item_156,osito,word,toys,produces,osito,NA,teddybear,teddybear
item_157,palo,word,toys,produces,palo,NA,stick,stick
item_158,papel,word,toys,produces,papel,NA,paper,paper
item_159,payaso,word,toys,produces,payaso,NA,clown,clown
item_160,pelota,word,toys,produces,pelota,NA,ball,ball
item_161,piano,word,toys,produces,piano,NA,piano,piano
item_162,pintura,word,toys,produces,pintura,NA,painting,painting
item_163,puzzle,word,toys,produces,puzzle/rompecabezas,NA,puzzle,puzzle
item_164,pulsera,word,toys,produces,pulsera,NA,bracelet,bracelet
item_165,raqueta,word,toys,produces,raqueta,NA,racket,racket
item_166,rastrill,word,toys,produces,rastrillo,NA,rake,rake (object)
item_167,rueda,word,toys,produces,rueda,NA,wheel,wheel
item_168,tambor,word,toys,produces,tambor,NA,drum,drum (object)
item_169,ambulanc,word,vehicles,produces,ambulancia,NA,ambulance,ambulance
item_170,autobus,word,vehicles,produces,autobús/bus,NA,bus,bus
item_171,avion,word,vehicles,produces,avión,NA,airplane,airplane
item_172,barco,word,vehicles,produces,barco,NA,boat,boat
item_173,bici,word,vehicles,produces,bici,NA,bicycle,bicycle
item_174,camion,word,vehicles,produces,camión,NA,truck,truck
item_175,carro,word,vehicles,produces,carro/carrito,NA,trolley,trolley
item_176,coche,word,vehicles,produces,coche,NA,car,car
item_177,cochepol,word,vehicles,produces,coche policía,NA,police car,police car
item_178,grua,word,vehicles,produces,grúa,NA,crane,crane
item_179,helicopt,word,vehicles,produces,helicóptero,NA,helicopter,helicopter
item_180,moto,word,vehicles,produces,moto,NA,motorcycle,motorcycle
item_181,patines,word,vehicles,produces,patines,NA,skates,skate (object)
item_182,tractor,word,vehicles,produces,tractor,NA,tractor,tractor
item_183,tren,word,vehicles,produces,tren,NA,train,train
item_184,triciclo,word,vehicles,produces,triciclo,NA,tricycle,tricycle
item_185,aceituna,word,food_drink,produces,aceituna/s,NA,olive,olive
item_186,agua,word,food_drink,produces,agua,NA,water,water (beverage)
item_187,arroz,word,food_drink,produces,arroz,NA,rice,rice
item_188,azucar,word,food_drink,produces,azúcar,NA,sugar,sugar
item_189,batido,word,food_drink,produces,batido,NA,smoothie,smoothie
item_190,biberon,word,food_drink,produces,biberón,NA,bottle,bottle
item_191,bizcocho,word,food_drink,produces,bizcocho,NA,cake,cake
item_192,bocadill,word,food_drink,produces,bocadillo,NA,sandwich/snack,sandwich
item_193,bollo,word,food_drink,produces,bollo,NA,bun,bun
item_194,caramelo,word,food_drink,produces,caramelo,NA,candy,candy
item_195,carne,word,food_drink,produces,carne (chicha),NA,meat,meat
item_196,cereales,word,food_drink,produces,cereales,NA,cereal,cereal
item_197,chocolat,word,food_drink,produces,chocolate,NA,chocolate,chocolate
item_198,chorizo,word,food_drink,produces,chorizo,NA,sausage,sausage
item_199,chuches,word,food_drink,produces,chuches,NA,sweets,sweets
item_200,cupachup,word,food_drink,produces,chupa-chups,NA,lollipop,lollipop
item_201,colacao,word,food_drink,produces,colacao,NA,chocolate drink,cocoa
item_202,comida,word,food_drink,produces,comida,NA,food,food
item_203,croqueta,word,food_drink,produces,croqueta/s,NA,croquette,croquette
item_204,filete,word,food_drink,produces,filete,NA,steak,steak
item_205,fresas,word,food_drink,produces,fresa/s,NA,strawberry,strawberry
item_206,fruta,word,food_drink,produces,fruta,NA,fruit,fruit
item_207,galleta,word,food_drink,produces,galleta,NA,cookie,cookie
item_208,gusanito,word,food_drink,produces,gusanitos,NA,chips,chips
item_209,helado,word,food_drink,produces,helado,NA,ice cream,ice cream
item_210,huevo,word,food_drink,produces,huevo,NA,egg,egg
item_211,jamon,word,food_drink,produces,jamón (york),NA,ham,ham
item_212,leche,word,food_drink,produces,leche,NA,milk,milk
item_213,lechuga,word,food_drink,produces,lechuga,NA,lettuce,lettuce
item_214,lentejas,word,food_drink,produces,lentejas,NA,lentils,beans
item_215,limon,word,food_drink,produces,limón,NA,lemon,lemon
item_216,macarron,word,food_drink,produces,macarrones,NA,macaroni,pasta
item_217,mandarin,word,food_drink,produces,mandarina,NA,tangerine,tangerine
item_218,manzana,word,food_drink,produces,manzana,NA,apple,apple
item_219,melon,word,food_drink,produces,melón,NA,melon/cantaloupe,melon
item_220,naranja,word,food_drink,produces,naranja,NA,orange,orange (food)
item_221,nesquic,word,food_drink,produces,nesquic,NA,chocolate milk,NA
item_222,paella,word,food_drink,produces,paella,NA,paella..rice pilaf?,NA
item_223,pan,word,food_drink,produces,pan,NA,bread,bread
item_224,pastel,word,food_drink,produces,pastel,NA,pie,pie
item_225,patata,word,food_drink,produces,patata/s,NA,potato,potato
item_226,pera,word,food_drink,produces,pera,NA,pear,pear
item_227,pescado,word,food_drink,produces,pescado,NA,fish,fish (food)
item_228,piruleta,word,food_drink,produces,piruleta,NA,lollipop,lollipop
item_229,platano,word,food_drink,produces,plátano,NA,plantain,plantain
item_230,pollo,word,food_drink,produces,pollo,NA,chicken (food),chicken (food)
item_231,potito,word,food_drink,produces,potito,NA,baby food,applesauce
item_232,pure,word,food_drink,produces,puré,NA,puree,NA
item_233,queso,word,food_drink,produces,queso (quesitos),NA,cheese,cheese
item_234,salchich,word,food_drink,produces,salchicha/s,NA,sausage,sausage
item_235,sandia,word,food_drink,produces,sandía,NA,watermelon,watermelon
item_236,sopa,word,food_drink,produces,sopa,NA,soup,soup
item_237,tarta,word,food_drink,produces,tarta,NA,cake,cake
item_238,tomate,word,food_drink,produces,tomate,NA,tomato,tomato
item_239,tortilla,word,food_drink,produces,torilla,NA,tortilla=potato omelette?,NA
item_240,uvas,word,food_drink,produces,uvas,NA,grapes,grapes
item_241,yogur,word,food_drink,produces,yogur,NA,yogurt,yogurt
item_242,zanahori,word,food_drink,produces,zanahoria,NA,carrot,carrot
item_243,zumo,word,food_drink,produces,zumo,NA,juice,juice
item_244,abrigo,word,clothing,produces,abrigo,NA,coat,coat
item_245,babero,word,clothing,produces,babero,NA,bib,bib
item_246,baby,word,clothing,produces,baby,NA,NA,NA
item_247,banador,word,clothing,produces,bañador,NA,swimsuit,swimsuit
item_248,body,word,clothing,produces,body,NA,NA,NA
item_249,botas,word,clothing,produces,bota/s,NA,boots,boots
item_250,boton,word,clothing,produces,botón,NA,button,button
item_251,bufanda,word,clothing,produces,bufanda,NA,scarf,scarf
item_252,calcetin,word,clothing,produces,calcetín/es,NA,socks,sock
item_253,camiseta,word,clothing,produces,camiseta,NA,shirt,shirt
item_254,chaqueta,word,clothing,produces,chaqueta,NA,jacket,jacket
item_255,cinturon,word,clothing,produces,cinturón,NA,belt,belt
item_256,cremalle,word,clothing,produces,cremallera,NA,zipper,zipper
item_257,falda,word,clothing,produces,falda,NA,skirt,skirt
item_258,gafas,word,clothing,produces,gafas,NA,glasses,glasses
item_259,gorro,word,clothing,produces,gorro,NA,hat,hat
item_260,guantes,word,clothing,produces,guantes,NA,gloves,glove
item_261,jersey,word,clothing,produces,jersey,NA,sweater,sweater
item_262,pantalon,word,clothing,produces,pantalón/es,NA,pants,pants
item_263,panal,word,clothing,produces,pañal,NA,diaper,diaper
item_264,pendient,word,clothing,produces,pendientes,NA,earrings,earring
item_265,pijama,word,clothing,produces,pijima,NA,pajamas,pajamas
item_266,ropa,word,clothing,produces,ropa,NA,clothing,clothes
item_267,sandalia,word,clothing,produces,sandalia,NA,sandal,sandal
item_268,sombrero,word,clothing,produces,sombrero,NA,hat,hat
item_269,vestido,word,clothing,produces,vestido,NA,dress,dress (object)
item_270,zapatill,word,clothing,produces,zapatilla/s,NA,sneakers,sneaker
item_271,zapatos,word,clothing,produces,zapato/s,NA,shoes,shoe
item_272,arbol,word,outside_places,produces,árbol,NA,tree,tree
item_273,arena,word,outside_places,produces,arena/tierra,NA,sand/land,ground
item_274,banco,word,outside_places,produces,banco,NA,bank,bank
item_275,caballit,word,outside_places,produces,caballitos,NA,little horses,pony
item_276,calle,word,outside_places,produces,calle,NA,street,street
item_277,campo,word,outside_places,produces,campo,NA,countryside,country
item_278,casa,word,outside_places,produces,casa,NA,home,house
item_279,cielo,word,outside_places,produces,cielo,NA,sky,sky
item_280,cole,word,outside_places,produces,cole,NA,school,school
item_281,columpio,word,outside_places,produces,columpio,NA,swing,swing (object)
item_282,estrella,word,outside_places,produces,estrella,NA,star,star
item_283,fiesta,word,outside_places,produces,fiesta,NA,party,party
item_284,flor,word,outside_places,produces,flor,NA,flower,flower
item_285,guarderi,word,outside_places,produces,guardería,NA,kindergarten,kindergarten
item_286,hierba,word,outside_places,produces,hierba/césped,NA,grass,grass
item_287,jardin,word,outside_places,produces,jardín,NA,yard/garden,yard
item_288,luna,word,outside_places,produces,luna,NA,moon,moon
item_289,lluvia,word,outside_places,produces,lluvia,NA,rain,rain
item_290,mar,word,outside_places,produces,mar,NA,sea,sea
item_291,metro,word,outside_places,produces,metro,NA,subway,subway
item_292,nieve,word,outside_places,produces,nieve,NA,snow,snow
item_293,nube,word,outside_places,produces,nube,NA,cloud,cloud
item_294,parque,word,outside_places,produces,parque,NA,park,park
item_295,piedra,word,outside_places,produces,piedra,NA,stone,stone
item_296,piscina,word,outside_places,produces,piscina,NA,pool,pool
item_297,planta,word,outside_places,produces,planta,NA,plant,plant
item_298,playa,word,outside_places,produces,playa,NA,beach,beach
item_299,plaza,word,outside_places,produces,plaza,NA,plaza,plaza
item_300,sol,word,outside_places,produces,sol,NA,sun,sun
item_301,tienda,word,outside_places,produces,tienda,NA,store,store
item_302,tobogan,word,outside_places,produces,tobogán,NA,sled,sled
item_303,zoo,word,outside_places,produces,zoo,NA,zoo,zoo
item_304,almohada,word,household,produces,almohada,NA,pillow,pillow
item_305,basura,word,household,produces,basura,NA,trash,trash
item_306,batidora,word,household,produces,batidora,NA,blender,blender
item_307,banera,word,household,produces,bañera,NA,bathtub,bathtub
item_308,bano,word,household,produces,baño,NA,bath,bath
item_309,botella,word,household,produces,botella,NA,bottle,bottle
item_310,cama,word,household,produces,cama,NA,bed,bed
item_311,cd,word,household,produces,CD/compact,NA,CD,CD
item_312,cepillo,word,household,produces,cepillo,NA,brush,brush (object)
item_313,chupete,word,household,produces,chupete,NA,pacifier,pacifier
item_314,cocina,word,household,produces,cocina,NA,kitchen,kitchen
item_315,colonia,word,household,produces,colonia,NA,suburb,neighborhood
item_316,cojin,word,household,produces,cojín,NA,cushion,cushion
item_317,crema,word,household,produces,crema,NA,NA,NA
item_318,cuchara,word,household,produces,cuchara,NA,spoon,spoon
item_319,cuchillo,word,household,produces,cuchillo,NA,knife,knife
item_320,cuna,word,household,produces,cuna,NA,crib,crib
item_321,ducha,word,household,produces,ducha,NA,shower,shower
item_322,enchufe,word,household,produces,enchufe,NA,outlet/plug,plug
item_323,escalera,word,household,produces,escalera,NA,stairs,stairs
item_324,escoba,word,household,produces,escoba,NA,broom,broom
item_325,esponja,word,household,produces,esponja,NA,sponge,sponge
item_326,garaje,word,household,produces,garaje/cochera,NA,garage,garage
item_327,grifo,word,household,produces,grifo,NA,tap,faucet
item_328,habitaci,word,household,produces,habitación/cuarto,NA,room,room
item_329,jabon,word,household,produces,jabón,NA,soap,soap
item_330,jarabe,word,household,produces,jarabe,NA,syrup,syrup
item_331,lavabo,word,household,produces,lavabo,NA,sink,sink
item_332,lavadora,word,household,produces,lavadora,NA,washer,washing machine
item_333,luz,word,household,produces,luz,NA,light,light (object)
item_334,llaves,word,household,produces,llaves,NA,keys,key
item_335,martillo,word,household,produces,martillo,NA,hammer,hammer
item_336,mechero,word,household,produces,mechero,NA,lighter,lighter
item_337,mesa,word,household,produces,mesa,NA,table,table
item_338,microond,word,household,produces,microondas,NA,microwave,microwave
item_339,monedas,word,household,produces,monedas,NA,coin,coin
item_340,movil,word,household,produces,móvil,NA,mobile,cell phone
item_341,nevera,word,household,produces,nevera/frigorífico,NA,refrigerator,refrigerator
item_342,pasillo,word,household,produces,pasillo,NA,hall,corridor
item_343,peine,word,household,produces,peine,NA,comb,comb (object)
item_344,pila,word,household,produces,pila,NA,battery,battery
item_345,plato,word,household,produces,plato,NA,plate,plate
item_346,puerta,word,household,produces,puerta,NA,door,door
item_347,radio,word,household,produces,radio,NA,radio,radio
item_348,reloj,word,household,produces,reloj,NA,clock,clock
item_349,salon,word,household,produces,salón,NA,living room,living room
item_350,silla,word,household,produces,silla,NA,chair,chair
item_351,sofa,word,household,produces,sofá,NA,sofa,couch
item_352,suelo,word,household,produces,suelo,NA,floor,floor
item_353,taza,word,household,produces,taza,NA,cup,cup
item_354,telefono,word,household,produces,teléfono,NA,telephone,telephone
item_355,televisi,word,household,produces,televisión,NA,television,TV
item_356,tenedor,word,household,produces,tenedor,NA,fork,fork
item_357,terraza,word,household,produces,terraza,NA,terrace,terrace
item_358,tijeras,word,household,produces,tijeras,NA,scissors,scissors
item_359,toalla,word,household,produces,toalla,NA,towel,towel
item_360,toallita,word,household,produces,toallitas,NA,washcloth,towel
item_361,vaso,word,household,produces,vaso,NA,glass,glass
item_362,video,word,household,produces,vídeo,NA,video,video
item_363,abrir,word,action_words,produces,abrir,NA,to open,open (action)
item_364,andar,word,action_words,produces,andar,NA,to walk,walk
item_365,apagar,word,action_words,produces,apagar,NA,to turn off,turn off
item_366,aprender,word,action_words,produces,aprender,NA,learn,learn
item_367,bailar,word,action_words,produces,bailar,NA,to dance,dance
item_368,bajar,word,action_words,produces,bajar(se),NA,to get down,lower (action)
item_369,banar,word,action_words,produces,bañar(se),NA,to bathe,bathe
item_370,beber,word,action_words,produces,beber,NA,to drink,drink (action)
item_371,buscar,word,action_words,produces,buscar,NA,to search,search
item_372,caber,word,action_words,produces,caber,NA,to fit,fit
item_373,caer,word,action_words,produces,caer(se),NA,to fall,fall
item_374,callar,word,action_words,produces,callar,NA,to silence,quiet (action)
item_375,cansar,word,action_words,produces,cansar(se),NA,to tire,tire (action)
item_376,cantar,word,action_words,produces,cantar,NA,to sing,sing
item_377,cenar,word,action_words,produces,cenar,NA,to have dinner,dine
item_378,cerrar,word,action_words,produces,cerrar,NA,to close,close
item_379,cocinar,word,action_words,produces,cocinar,NA,to cook,cook
item_380,coger,word,action_words,produces,coger,NA,take,take
item_381,comer,word,action_words,produces,comer(se),NA,to eat,eat
item_382,comprar,word,action_words,produces,comprar,NA,to buy,buy
item_383,conducir,word,action_words,produces,conducir,NA,to drive,drive
item_384,jugar,word,action_words,produces,jugar,NA,to play,play
item_385,correr,word,action_words,produces,correr,NA,run,run
item_386,cortar,word,action_words,produces,cortar,NA,to cut,cut
item_387,crecer,word,action_words,produces,crecer,NA,to grow up,grow
item_388,cuidar,word,action_words,produces,cuidar,NA,to look after,care
item_389,dar,word,action_words,produces,dar,NA,to give,give
item_390,decir,word,action_words,produces,decir,NA,to tell,tell
item_391,desayuna,word,action_words,produces,desayunar,NA,to breakfast,breakfast (action)
item_392,desperta,word,action_words,produces,despertar(se),NA,to wake,wake
item_393,dibujar,word,action_words,produces,dibujar,NA,to draw,draw
item_394,dormir,word,action_words,produces,dormir(se),NA,to sleep,sleep
item_395,enfriar,word,action_words,produces,enfriar(se),NA,cool,cool (action)
item_396,ensenar,word,action_words,produces,enseñar,NA,to teach,show
item_397,entrar,word,action_words,produces,entrar,NA,get in,enter
item_398,escribir,word,action_words,produces,escribir,NA,to write,write
item_399,esperar,word,action_words,produces,esperar(se),NA,wait,wait
item_400,estar,word,action_words,produces,"estar [estoy, estás…]",NA,be,be
item_401,guardar,word,action_words,produces,guardar,NA,save,save
item_402,gustar,word,action_words,produces,gustar,NA,like,like
item_403,haber,word,action_words,produces,haber [hay],NA,have,have
item_404,hacer,word,action_words,produces,"hacer [haz, haces...]",NA,do,do
item_405,ir,word,action_words,produces,"ir(se) [voy, vas, vamos…]",NA,go,go
item_406,reir,word,action_words,produces,reír(se),NA,laugh,laugh
item_407,lavar,word,action_words,produces,lavar(se),NA,wash,wash
item_408,leer,word,action_words,produces,leer,NA,read,read
item_409,llamar,word,action_words,produces,llamar,NA,call,call
item_410,llover,word,action_words,produces,llover,NA,rain,rain
item_411,llorar,word,action_words,produces,llorar,NA,to cry,cry
item_412,meter,word,action_words,produces,meter(se),NA,put,put
item_413,mirar,word,action_words,produces,mirar,NA,to look,look
item_414,mojar,word,action_words,produces,mojar(se),NA,to get wet,flood (action)
item_415,morder,word,action_words,produces,morder,NA,to bite,bite
item_416,oir,word,action_words,produces,oír,NA,hear,hear
item_417,pasar,word,action_words,produces,pasar,NA,pass,pass
item_418,pasear,word,action_words,produces,pasear,NA,walk,walk
item_419,pegar,word,action_words,produces,pegar(se),NA,to hit,hit
item_420,peinar,word,action_words,produces,peinar(se),NA,to comb,comb (action)
item_421,perder,word,action_words,produces,perder(se),NA,to miss,miss
item_422,pintar,word,action_words,produces,pintar,NA,to paint,paint (action)
item_423,poder,word,action_words,produces,poder,NA,to be able,can
item_424,poner,word,action_words,produces,poner(se),NA,put,put
item_425,querer,word,action_words,produces,querer,NA,to want,want
item_426,quitar,word,action_words,produces,quitar(se),NA,to remove,remove
item_427,regalar,word,action_words,produces,regalar,NA,to give a present,gift (action)
item_428,romper,word,action_words,produces,romper(se),NA,break,break
item_429,saber,word,action_words,produces,saber (no sé),NA,to know,know
item_430,sacar,word,action_words,produces,sacar,NA,to take,take
item_431,salir,word,action_words,produces,salir,NA,get out,leave
item_432,saltar,word,action_words,produces,saltar,NA,jump,jump
