itemID,item,type,choices,category,definition,complexity_category,gloss,uni_lemma
item_105,confiture,word,produces,food_drink,confiture,NA,jam,jam
item_106,cornichon,word,produces,food_drink,cornichon,NA,pickle,cucumber
item_107,cr`eme_glac'ee,word,produces,food_drink,crème glacée,NA,ice cream,ice cream
item_108,cr^epe,word,produces,food_drink,crêpe,NA,crepe,pancake
item_109,eau_(beverage),word,produces,food_drink,eau (beverage),NA,water,water (beverage)
item_110,fraise,word,produces,food_drink,fraise,NA,strawberry,strawberry
item_111,fromage,word,produces,food_drink,fromage,NA,cheese,cheese
item_112,g^ateau,word,produces,food_drink,gâteau,NA,Cake,cake
item_113,glace,word,produces,food_drink,glace,NA,ice,ice cream
item_114,gomme,word,produces,food_drink,gomme,NA,gum,gum
item_115,hamburger,word,produces,food_drink,hamburger,NA,Hamburger,hamburger
item_116,haricot,word,produces,food_drink,haricot,NA,bean,beans
item_117,jello,word,produces,food_drink,jello,NA,jello,jello
item_118,jus,word,produces,food_drink,jus,NA,juice,juice
item_119,lait,word,produces,food_drink,lait,NA,milk,milk
item_120,melon,word,produces,food_drink,melon,NA,melon,melon
item_121,muffin,word,produces,food_drink,muffin,NA,muffin,muffin
item_122,noix,word,produces,food_drink,noix,NA,nuts,nut
item_123,nouilles/p^ates,word,produces,food_drink,nouilles/pâtes,NA,noodles / pasta,pasta
item_124,nourriture,word,produces,food_drink,nourriture,NA,food,food
item_125,oeuf,word,produces,food_drink,oeuf,NA,egg,egg
item_126,orange1,word,produces,food_drink,orange,NA,orange,orange (food)
item_127,pain,word,produces,food_drink,pain,NA,bread,bread
item_128,patate,word,produces,food_drink,patate,NA,potato,potato
item_129,patate_frite,word,produces,food_drink,patate frite,NA,fried potato,french fries
item_130,pizza,word,produces,food_drink,pizza,NA,Pizza,pizza
item_131,pois,word,produces,food_drink,pois,NA,peas,peas
item_132,poisson_(food),word,produces,food_drink,poisson (food),NA,fish,fish (food)
item_133,pomme,word,produces,food_drink,pomme,NA,apple,apple
item_134,popcorn,word,produces,food_drink,popcorn,NA,pop corn,popcorn
item_135,popsicle,word,produces,food_drink,popsicle,NA,popsicle,popsicle
item_136,pouding,word,produces,food_drink,pouding,NA,pudding,pudding
item_137,poulet_(food),word,produces,food_drink,poulet (food),NA,chicken,chicken (food)
item_138,raisin,word,produces,food_drink,raisin,NA,grapes,grapes
item_139,raisin_sec,word,produces,food_drink,raisin sec,NA,raisin,raisin
item_140,sandwich,word,produces,food_drink,sandwich,NA,sandwich,sandwich
item_141,sauce,word,produces,food_drink,sauce,NA,sauce,sauce
item_142,sel,word,produces,food_drink,sel,NA,salt,salt
item_143,soupe,word,produces,food_drink,soupe,NA,soup,soup
item_144,spaghetti,word,produces,food_drink,spaghetti,NA,spaghetti,pasta
item_145,sucon,word,produces,food_drink,suçon,NA,lollipop,lollipop
item_146,thon,word,produces,food_drink,thon,NA,tuna,tuna
item_147,toast,word,produces,food_drink,toast,NA,toast,toast
item_148,vanille,word,produces,food_drink,vanille,NA,vanilla,vanilla
item_149,viande,word,produces,food_drink,viande,NA,meat,meat
item_150,vitamine,word,produces,food_drink,vitamine,NA,vitamin,vitamin
item_151,yogourt,word,produces,food_drink,yogourt,NA,yogurt,yogurt
item_152,bas,word,produces,clothing,bas,NA,low,sock
item_153,bavette,word,produces,clothing,bavette,NA,bib,bib
item_154,bottes,word,produces,clothing,bottes,NA,boots,boots
item_155,bouton,word,produces,clothing,bouton,NA,button,button
item_156,ceinture,word,produces,clothing,ceinture,NA,belt,belt
item_157,chandail,word,produces,clothing,chandail,NA,sweater,sweater
item_158,chapeau,word,produces,clothing,chapeau,NA,hat,hat
item_159,chemise,word,produces,clothing,chemise,NA,shirt,shirt
item_160,collants,word,produces,clothing,collants,NA,tights,tights
item_161,collier,word,produces,clothing,collier,NA,necklace,necklace
item_162,couche,word,produces,clothing,couche,NA,layer,diaper
item_163,espadrille,word,produces,clothing,espadrille,NA,sandal,sandal
item_164,foulard,word,produces,clothing,foulard,NA,scarf,scarf
item_165,gants,word,produces,clothing,gants,NA,gloves,glove
item_166,habit_de_neige,word,produces,clothing,habit de neige,NA,snowsuit,snowsuit
item_167,jeans,word,produces,clothing,jeans,NA,jeans,jeans
item_168,manteau,word,produces,clothing,manteau,NA,coat,coat
item_169,mitaine,word,produces,clothing,mitaine,NA,mitt,mitten
item_170,pantalons,word,produces,clothing,pantalons,NA,pants,pants
item_171,pantoufle,word,produces,clothing,pantoufle,NA,slipper,slipper
item_172,perles/boules,word,produces,clothing,perles/boules,NA,beads / balls,beads
item_173,petite_culotte,word,produces,clothing,petite culotte,NA,panties,underpants
item_174,pyjama,word,produces,clothing,pyjama,NA,pajamas,pajamas
item_175,robe,word,produces,clothing,robe,NA,dress,dress (object)
item_176,shorts,word,produces,clothing,shorts,NA,shorts,shorts
item_177,soulier,word,produces,clothing,soulier,NA,shoe,shoe
item_178,zip/fermeture_',word,produces,clothing,zip/fermeture éclair,NA,zip / zipper,zipper
item_179,bedaine/ventre,word,produces,body_parts,bedaine/ventre,NA,belly / belly,tummy
item_180,bobo,word,produces,body_parts,bobo,NA,hurts,owie
item_181,bouche,word,produces,body_parts,bouche,NA,mouth,mouth
item_182,bras,word,produces,body_parts,bras,NA,arms,arm
item_183,cheveux,word,produces,body_parts,cheveux,NA,hair,hair
item_184,dent,word,produces,body_parts,dent,NA,tooth,tooth
item_185,doigt,word,produces,body_parts,doigt,NA,finger,finger
item_186,'epaule,word,produces,body_parts,épaule,NA,shoulder,shoulder
item_187,fesses,word,produces,body_parts,fesses,NA,buttocks,butt
item_188,genou,word,produces,body_parts,genou,NA,knee,knee
item_189,jambe,word,produces,body_parts,jambe,NA,leg,leg
item_190,joue,word,produces,body_parts,joue,NA,cheek,cheek
item_191,langue,word,produces,body_parts,langue,NA,tongue,tongue
item_192,l`evres,word,produces,body_parts,lèvres,NA,lips,lip
item_193,main,word,produces,body_parts,main,NA,hand,hand
item_194,menton,word,produces,body_parts,menton,NA,chin,chin
item_195,moustache,word,produces,body_parts,moustache,NA,mustache,mustache
item_196,nez,word,produces,body_parts,nez,NA,nose,nose
item_197,nombril,word,produces,body_parts,nombril,NA,belly button,belly button
item_198,oreille,word,produces,body_parts,oreille,NA,hear,ear
item_199,orteil,word,produces,body_parts,orteil,NA,toe,toe
item_200,p'enis,word,produces,body_parts,pénis,NA,penis,penis
item_201,pied,word,produces,body_parts,pied,NA,foot,foot
item_202,t^ete,word,produces,body_parts,tête,NA,head,head
item_203,vagin_vulve,word,produces,body_parts,vagin vulve,NA,vagina,vagina
item_204,visage,word,produces,body_parts,visage,NA,face,face
item_205,yeux,word,produces,body_parts,yeux,NA,eyes,eye
item_206,argent,word,produces,household,argent,NA,money,money
item_207,aspirateur,word,produces,household,aspirateur,NA,vacuum,vacuum
item_208,assiette,word,produces,household,assiette,NA,plate,plate
item_209,balai,word,produces,household,balai,NA,broom,broom
item_210,bo^ite,word,produces,household,boîte,NA,box,box
item_211,bol,word,produces,household,bol,NA,bowl,bowl
item_212,bouteille,word,produces,household,bouteille,NA,bottle,bottle
item_213,brosse,word,produces,household,brosse,NA,brush,brush (object)
item_214,brosse_`a_dents,word,produces,household,brosse à dents,NA,toothbrush,toothbrush
item_215,cam'era,word,produces,household,caméra,NA,camera,camera
item_216,ciseaux,word,produces,household,ciseaux,NA,scissors,scissors
item_217,cl'es,word,produces,household,clés,NA,keys,key
item_218,clou,word,produces,household,clou,NA,nail,nail (object)
item_219,couteau,word,produces,household,couteau,NA,knife,knife
item_220,couverte/couver,word,produces,household,couverte/couverture,NA,blanket,blanket
item_221,cuill`ere,word,produces,household,cuillère,NA,spoon,spoon
item_222,fourchette,word,produces,household,fourchette,NA,fork,fork
item_223,horloge,word,produces,household,horloge,NA,clock,clock
item_224,image,word,produces,household,image,NA,picture,picture
item_225,lampe,word,produces,household,lampe,NA,lamp,lamp
item_226,lumi`ere,word,produces,household,lumière,NA,light,light (object)
item_227,lunettes,word,produces,household,lunettes,NA,glasses,glasses
item_228,marteau,word,produces,household,marteau,NA,hammer,hammer
item_229,m'edicament,word,produces,household,médicament,NA,drug,medicine
item_230,montre,word,produces,household,montre,NA,watch,watch (object)
item_231,mouchoir/kleene,word,produces,household,mouchoir/kleenex,NA,handkerchief / Kleenex,tissue
item_232,oreiller,word,produces,household,oreiller,NA,pillow,pillow
item_233,panier,word,produces,household,panier,NA,basket,basket
item_234,papier,word,produces,household,papier,NA,paper,paper
item_235,peigne,word,produces,household,peigne,NA,comb,comb (object)
item_236,photo,word,produces,household,photo,NA,Photo,photo
item_237,plante,word,produces,household,plante,NA,plant,plant
item_238,plat,word,produces,household,plat,NA,dish,dish
item_239,pot1,word,produces,household,pot,NA,pot,pot
item_240,poubelle,word,produces,household,poubelle,NA,trash can,trash
item_241,radio,word,produces,household,radio,NA,radio,radio
item_242,ruban,word,produces,household,ruban,NA,ribbon,ribbon
item_243,sacoche/sac_`a_,word,produces,household,sacoche/sac à main,NA,bag / purse,purse
item_244,savon,word,produces,household,savon,NA,soap,soap
item_245,seau,word,produces,household,seau,NA,bucket,bucket
item_246,serviette,word,produces,household,serviette,NA,towel,towel
item_247,serviette_de_ta,word,produces,household,serviette de table,NA,table napkin,napkin
item_248,sou,word,produces,household,sou,NA,Sun,penny
item_249,tasse,word,produces,household,tasse,NA,Cup,cup
item_250,t'el'ephone,word,produces,household,téléphone,NA,phone,telephone
item_251,verre,word,produces,household,verre,NA,glass,glass
item_252,vidanges,word,produces,household,vidanges,NA,sewage,trash
item_253,bain_(object),word,produces,furniture_rooms,bain (object),NA,bath,bathtub
item_254,banc,word,produces,furniture_rooms,banc,NA,bench,bench
item_255,bassinette/berc,word,produces,furniture_rooms,bassinette/berceau,NA,bassinet / cradle,crib
item_256,chaise,word,produces,furniture_rooms,chaise,NA,chair,chair
item_257,chaise_bercante,word,produces,furniture_rooms,chaise berçante,NA,rocking chair,rocking chair
item_258,chaise_haute,word,produces,furniture_rooms,chaise haute,NA,high chair,high chair
item_259,chambre,word,produces,furniture_rooms,chambre,NA,bedroom,bedroom
item_260,cuisine,word,produces,furniture_rooms,cuisine,NA,kitchen room,kitchen
item_261,divan/sofa,word,produces,furniture_rooms,divan/sofa,NA,couch / sofa,couch
item_262,douche,word,produces,furniture_rooms,douche,NA,shower,shower
item_263,entr'ee,word,produces,furniture_rooms,entrée,NA,Entrance,NA
item_264,escalier,word,produces,furniture_rooms,escalier,NA,staircase,stairs
item_265,'evier/lavabo,word,produces,furniture_rooms,évier/lavabo,NA,sink / sink,sink
item_266,fen^etre,word,produces,furniture_rooms,fenêtre,NA,window,window
item_267,four,word,produces,furniture_rooms,four,NA,oven,oven
item_268,foyer,word,produces,furniture_rooms,foyer,NA,home,home
item_269,frigidaire/frig,word,produces,furniture_rooms,frigidaire/frigo,NA,fridge / refrigerator,refrigerator
item_270,garage,word,produces,furniture_rooms,garage,NA,garage,garage
item_271,garde-robe,word,produces,furniture_rooms,garde-robe,NA,wardrobe,closet
item_272,laveuse,word,produces,furniture_rooms,laveuse,NA,washer,washing machine
item_273,lit,word,produces,furniture_rooms,lit,NA,bed,bed
item_274,marche,word,produces,furniture_rooms,marche,NA,market,step
item_275,parc_(d'enfant),word,produces,furniture_rooms,parc (d'enfant),NA,Park (for children),play pen
item_276,pi`ece,word,produces,furniture_rooms,pièce,NA,piece,room
item_277,po^ele,word,produces,furniture_rooms,poêle,NA,stove,stove
item_278,porte,word,produces,furniture_rooms,porte,NA,door,door
item_279,pot2,word,produces,furniture_rooms,pot,NA,pot,pot
item_280,salle_de_bain/t,word,produces,furniture_rooms,salle de bain/toilette,NA,bathroom / toilet,bathroom
item_281,salon,word,produces,furniture_rooms,salon,NA,living room,living room
item_282,s'echeuse,word,produces,furniture_rooms,sécheuse,NA,dryer,dryer
item_283,sous-sol,word,produces,furniture_rooms,sous-sol,NA,subsoil,basement
item_284,table,word,produces,furniture_rooms,table,NA,table,table
item_285,t'el'evision,word,produces,furniture_rooms,télévision,NA,television,TV
item_286,tiroir,word,produces,furniture_rooms,tiroir,NA,drawer,drawer
item_287,arbre,word,produces,outside,arbre,NA,tree,tree
item_288,arrosoir,word,produces,outside,arrosoir,NA,watering can,watering can
item_289,balancoire,word,produces,outside,balançoire,NA,swing,swing (object)
item_290,b^aton2,word,produces,outside,bâton,NA,stick,stick
item_291,bonhomme_de_nei,word,produces,outside,bonhomme de neige,NA,snowman,snowman
item_292,ciel,word,produces,outside,ciel,NA,sky,sky
item_293,cour,word,produces,outside,cour,NA,court,yard
item_294,drapeau,word,produces,outside,drapeau,NA,flag,flag
item_295,eau_(not_bevera,word,produces,outside,eau (not beverage),NA,water,water (not beverage)
item_296,'echelle,word,produces,outside,échelle,NA,ladder,ladder
item_297,'etoile,word,produces,outside,étoile,NA,star,star
item_298,fleur,word,produces,outside,fleur,NA,flower,flower
item_299,gazon,word,produces,outside,gazon,NA,grass,grass
item_300,glissoire,word,produces,outside,glissoire,NA,slide,slide (object)
item_301,jardin,word,produces,outside,jardin,NA,garden,garden
item_302,lune,word,produces,outside,lune,NA,Moon,moon
item_303,neige,word,produces,outside,neige,NA,snow,snow
item_304,nuage,word,produces,outside,nuage,NA,cloud,cloud
item_305,pelle,word,produces,outside,pelle,NA,shovel,shovel
item_306,pierre,word,produces,outside,pierre,NA,rock,stone
item_307,piscine,word,produces,outside,piscine,NA,swimming pool,pool
item_308,pluie,word,produces,outside,pluie,NA,rain,rain
item_309,roche,word,produces,outside,roche,NA,rock,rock (object)
item_310,roue,word,produces,outside,roue,NA,wheel,wheel
item_311,rue,word,produces,outside,rue,NA,street,street
item_312,sable,word,produces,outside,sable,NA,sand,sand
item_313,soleil,word,produces,outside,soleil,NA,Sun,sun
item_314,toit,word,produces,outside,toit,NA,roof,roof
item_315,tondeuse,word,produces,outside,tondeuse,NA,mower,lawn mower
item_316,trottoir,word,produces,outside,trottoir,NA,pavement,sidewalk
item_317,tuyau/boyau,word,produces,outside,tuyau/boyau,NA,pipe / hose,pipe
item_318,vent,word,produces,outside,vent,NA,wind,wind
item_319,v'eranda/balcon,word,produces,outside,véranda/balcon,NA,verandah / balcony,balcony
item_320,campagne,word,produces,places,campagne,NA,campaign,country
item_321,camping,word,produces,places,camping,NA,camping,camping
item_322,chez_nous,word,produces,places,chez nous,NA,home,home
item_323,cirque,word,produces,places,cirque,NA,circus,circus
item_324,dehors,word,produces,places,dehors,NA,outside,outside
item_325,'ecole,word,produces,places,école,NA,school,school
item_326,'eglise,word,produces,places,église,NA,church,church
item_327,ferme,word,produces,places,ferme,NA,closed,farm
item_328,f^ete,word,produces,places,fête,NA,Party,party
item_329,for^et,word,produces,places,forêt,NA,forest,forest
item_330,garage_(essence,word,produces,places,garage (essence),NA,Garage (petrol),garage
item_331,magasin,word,produces,places,magasin,NA,shop,store
item_332,maison,word,produces,places,maison,NA,House,house
item_333,parc,word,produces,places,parc,NA,Park,park
item_334,pique-nique,word,produces,places,pique-nique,NA,picnic,picnic
item_335,plage,word,produces,places,plage,NA,beach,beach
item_336,terrain_de_jeu,word,produces,places,terrain de jeu,NA,playing field,playground
item_337,travail/bureau,word,produces,places,travail/bureau,NA,work / office,work (place)
item_338,zoo,word,produces,places,zoo,NA,zoo,zoo
item_339,ami,word,produces,people,ami,NA,friend,friend
item_340,b'eb'e,word,produces,people,bébé,NA,baby,baby
item_341,bonhomme,word,produces,people,bonhomme,NA,fellow,friend
item_342,clown,word,produces,people,clown,NA,clown,clown
item_343,cowboy,word,produces,people,cowboy,NA,cowboy,cowboy
item_344,docteur,word,produces,people,docteur,NA,doctor,doctor
item_345,enfant,word,produces,people,enfant,NA,child,child
item_346,facteur,word,produces,people,facteur,NA,postman,mailman
item_347,fille,word,produces,people,fille,NA,girl,girl
item_348,fr`ere,word,produces,people,frère,NA,brother,brother
item_349,garcon,word,produces,people,garçon,NA,boy,boy
item_350,gardienne,word,produces,people,gardienne,NA,guardian,babysitter
item_351,gens/monde,word,produces,people,gens/monde,NA,people / world,people
item_352,grand-maman,word,produces,people,grand-maman,NA,grandma,grandma
item_353,grand-papa,word,produces,people,grand-papa,NA,Grandpa,grandpa
item_354,madame,word,produces,people,madame,NA,Mrs,lady
item_355,maman,word,produces,people,maman,NA,mom,mommy
item_356,monsieur,word,produces,people,monsieur,NA,gentleman,man
item_357,nom_animal_dome,word,produces,people,nom animal domestique,NA,pet name,pet's name
item_358,nom_gardien(ne),word,produces,people,nom gardien(ne),NA,guardian name,babysitter's name
item_359,oncle/mononcle,word,produces,people,oncle/mononcle,NA,uncle / my uncle,uncle
item_360,papa,word,produces,people,papa,NA,dad,daddy
item_361,personne,word,produces,people,personne,NA,no one,person
item_362,police,word,produces,people,police,NA,police,police
item_363,pompier,word,produces,people,pompier,NA,firefighter,firefighter
item_364,professeur(e),word,produces,people,professeur(e),NA,Professor,teacher
item_365,soeur,word,produces,people,sœur,NA,sister,sister
item_366,son_propre_nom,word,produces,people,son propre nom,NA,his/her own name,child's own name
item_367,tante/matante,word,produces,people,tante/matante,NA,aunt / aunt,aunt
item_368,aller_au_magasi,word,produces,games_routines,aller au magasin,NA,go to the store,shopping
item_369,all^o,word,produces,games_routines,allô,NA,Hello,hello
item_370,bain_(routine),word,produces,games_routines,bain (routine),NA,Bath,bath
item_371,bonjour,word,produces,games_routines,bonjour,NA,Hello,hi
item_372,bonne_nuit,word,produces,games_routines,bonne nuit,NA,good night,good night
item_373,bravo,word,produces,games_routines,bravo,NA,Bravo,bravo
item_374,bye/au_revoir,word,produces,games_routines,bye/au revoir,NA,bye / bye,bye
item_375,chut,word,produces,games_routines,chut,NA,hush,shh
item_376,collation,word,produces,games_routines,collation,NA,sorting,snack
item_377,coucou,word,produces,games_routines,coucou,NA,Hello,peekaboo
item_378,d'ejeuner,word,produces,games_routines,déjeuner,NA,lunch,lunch
item_379,d^iner,word,produces,games_routines,dîner,NA,having dinner,dinner
item_380,dodo,word,produces,games_routines,dodo,NA,nap,nap
item_381,donne_moi/tape_,word,produces,games_routines,donne moi/tape dedans,NA,gives me / tape in,NA
item_382,faire_caca/fair,word,produces,games_routines,faire caca/faire pipi,NA,poop / pee,go potty
item_383,faire_le_tour_d,word,produces,games_routines,faire le tour de la maison,NA,go around the house,go around the house
item_384,gros_comme_ca,word,produces,games_routines,gros comme ça,NA,this big,NA
item_385,je_te_tiens_par,word,produces,games_routines,je te tiens par la barbichette,NA,I hold you by the goatee,NA
item_386,j'vais_t'attrap,word,produces,games_routines,j'vais t'attraper,NA,I'm gonna catch you,gonna get you
item_387,menouche_menouc,word,produces,games_routines,menouche menouche,NA,menouche menouche,NA
item_388,merci,word,produces,games_routines,merci,NA,thank you,thank you
item_389,non,word,produces,games_routines,non,NA,no,no
item_390,okay,word,produces,games_routines,okay,NA,okay,ok
item_391,oui,word,produces,games_routines,oui,NA,Yes,yes
item_392,parler_(au_t'el,word,produces,games_routines,parler (au téléphone),NA,talk (on the phone),call
item_393,retourne-toi,word,produces,games_routines,retourne-toi,NA,turn around,turn around
item_394,s'il-vous-pla^i,word,produces,games_routines,s'il-vous-plaît,NA,please,please
item_395,souper,word,produces,games_routines,souper,NA,supper,dinner
item_396,tape_tape,word,produces,games_routines,tape tape,NA,tape tape,pattycake
item_397,acheter,word,produces,action_words,acheter,NA,buy,buy
item_398,aider,word,produces,action_words,aider,NA,help,help
item_399,aimer1,word,produces,action_words,aimer,NA,like,love
item_400,aller,word,produces,action_words,aller,NA,go,go
item_401,allumer,word,produces,action_words,allumer,NA,light up,turn on
item_402,amener,word,produces,action_words,amener,NA,lead,bring
item_403,applaudir,word,produces,action_words,applaudir,NA,applaud,clap
item_404,apporter,word,produces,action_words,apporter,NA,to bring,bring
item_405,arr^eter,word,produces,action_words,arrêter,NA,Stop,stop
item_406,arroser,word,produces,action_words,arroser,NA,water,splash
item_407,asseoir,word,produces,action_words,asseoir,NA,seat,sit
item_408,attacher,word,produces,action_words,attacher,NA,to attach,attach
item_409,attendre,word,produces,action_words,attendre,NA,expect,wait
item_410,attraper,word,produces,action_words,attraper,NA,to catch,catch
item_411,avoir,word,produces,action_words,avoir,NA,to have,have
item_412,balancer,word,produces,action_words,balancer,NA,swing,swing (action)
item_413,balayer,word,produces,action_words,balayer,NA,sweep,sweep
item_414,bercer,word,produces,action_words,bercer,NA,rock,rock (action)
item_415,boire,word,produces,action_words,boire,NA,to drink,drink (action)
item_416,brasser,word,produces,action_words,brasser,NA,brew,stir
item_417,briser/casser,word,produces,action_words,briser/casser,NA,break / break,break
item_418,brosser,word,produces,action_words,brosser,NA,brush,brush (action)
item_419,cacher,word,produces,action_words,cacher,NA,hide,hide
item_420,chanter,word,produces,action_words,chanter,NA,sing,sing
item_421,chatouiller,word,produces,action_words,chatouiller,NA,tickle,tickle
