ID,computed_age_mo,Relation to child,Gender,Child's L1,Exposure to L1,Child's L2,Exposure to L2,L3,Exposure to L3,l1_exp,l2_exp,l3_exp,Father's Education,Father's L1,Mother's Education,Mother's L1,"No. of siblings, age (in years), gender",Household Income,Child's Age Group,sheep.sound,car.sound,pain.sound,bird.sound,hot.sound,monster.sound,cat.sound,crying.sound,falling.sound,gunshot.sound,yummy.sound,boredom.sound,desire.to.eat.sound,surprise.sound,to.express.bad.smell.sound,to.express.disgust.sound,dog.sound,rooster.sound,expressing.agreement,duck.sound,sheep,cat,sparrow,mosquito,animal,donkey,worm,wolf,bull,pigeon,goat,fish.animal,deer,bird,cow,puppy,monkey,ant,animals,spider,cockroach,rooster,frog,goose,fly.insect,crow,lion,ball,whistle,glue,balloon,blocks,colors,gift,playstation,walker,scissors,cartoon.character,bubbles,toy,doll,story,toy.box,pen,book,playdough,iPad,chalks,pencil,scooter.1,toys,pacifier.1,car,airplane,bicycle,ambulance,scooter.2,taxi,train,motorcycle,stroller,firetruck,helicopter,dates,biscuit,candy,lollipop,chocolate,food,rice,fries,sugar,lemon,pepsi,apple,medicine,pears,orange.food,toast,Nutella,salad,cerelac,cheese,cucumber,carrot,fruit,bread,cake,candies,rusk,hamburger,fish.food,milk,gello,soup,pistachio,almonds,yogurt,buttermilk,ice.cream,feeding.bottle,eggs,chicken.food,lettuce,oil,banana,pancake,watermelon,potato,ice,honey,tangerine,water,juice,thoub,dress,pants,apron,undershirt,necklace,swaddle,baby.bodysuit,diapers,abaya,taqiyah,coat,glasses,zipper,tarboosh,cap,pajamas,shoes,socks,slipper,sandal,hair.clip,headband,underpants,long.sirwal,eye,mouth,nose,ear,hair,head,cheeck,chin,shoulder,underarm,face,finger,hand,leg.1,tongue,lips,chest,butt,teeth,belly.button,palm,forehead,belly,blanket,basket,trash.can,pillow,pot,hair.brush,comb,soap,plate,mug,cup,key,hammer,pacifier.2,spoon,money,fork,phone,glass.to.drink,tooth.brush,wallet,television,video,tray,telephone,paper,shaver,glass.bottle,decorative.accent,broom,floor.wiper,tissue,towel,lipstick,lamp.light,mattress,carry.bag,perfume,bag,iron,clock,matches,candle,remote.control,hair.dryer,frying.pan,bathroom,bathtub,sink,high.chair,bedroom,bed,knife,door,living.room,closet,roof,cooker,fridge,playroom,drawer,shower,chair,crib,dining.room,kitchen,mat,side.table,vacuum.machine,plastic.sheets,fan,mirror,computer,stairs,coach,window,backyard,theme.park,work.noun,swimming.pool,rain,wall,flower,tree,palm.tree,star,stick,house,mountain,ladder,swing.noun,zoo,tent,mama,papa,domestic.worker,baby,boy,girl,uncle.maternal,woman,man,dada.child.nanny,nurse,people,uncle.paternal,aunt.paternal,aunt.maternal,grandfather,grandmother,sister,brother,children,baby.own.name,prayer,call.for.prayer,lets.go,we.go.shopping,give.me.five,gonna.get.you,go.potty,call.on.phone.1,time.to.sleep,in.the.name.of.allah,taking.shower,bye.bye,ululation,good.night,do.not.do,last.night,finger.game,incy.wincy.spider,nap,want.2,a.lullaby,no,peekaboo,give.me,allah.is.the.greatest,calm.down,kiss.noun,lunch,sneeze.noun.1,dinner,clap.noun,hi,marhaba,wait.imperative,yes,hello.on.phone,hide.and.seek,sleep,want.2,bite,bring,kiss.verb,i.have,play,pour,feed,speak,say.u,carry,choose,build,look.2,return,chase,hate,pretend,swing,knock,get.out,wear,fall.down,make,pray,cry,call,swim,love,get,open,drink,say.aaaa,give.me,watch.verb,give,get.hit,come.imperative,blow.nose,run,clap.verb,go.out,dry.verb,measure,hear,dance,come.present,share,lick,drive,blow,tickle,brush,taste,curse,hit,peel,fly,sneeze,look.1,call.on.phone.2,because,finish,crash,hold,spray,say.hi,get.sth.out,own,put.to.sleep,put,clean.verb,wipe,throw,spit,wakeup,jump,wash,cough.verb,hug,sing,sweep,spill,stop.enough,hurry,slide.verb,push,walk.present,smell,splash,close,pull,color,swing.causative.verb,play.with,take,go.down,enter,get.hurt,break.present,scratch,be.alert,eat,ride,sit.down,laugh,smile,nice,asleep,hiccup,big,fast,naughty.1,empty,it.huts,tired,hot,clean.adj,noisy,black,full,bad,yuck.1,saliva,dry.adj,heavy,light,dark,good.boy.good.girl,alert,colorful,soft.not.firm,dirty,white,red,old,cold,old.in.age,afraid,mucus,orange.color,cough.noun,sneeze.noun.2,brings.shame,little,thirsty,small,crazy,ugly,sleepy,hungry,poor,happy,naughty.2,yuck.2,why,what,who,where,he,she,i,mine,this.masculine,these,this.feminie,you,there,here.1,you.feminine,those,yours,this.masculine,that.masculine,hers,ours,not.this,not.here,not.nice,not.mine,finished.no.more.1,i.dont.like,i.dont.want,dont.go,finished,finished.no.more.2,more,five,ten,eight,two,none,another,again,any.one,some,three,me.too,a.lot,nine,four,more.than,above,below,with.accompanied.by,out,here.2,behind,in.front.of,inside,away,on,also,but,because,if,Total understood words (8-16 mths),Total produced words (8-16 mths),Notes
A6,5,Mother,F,Arabic,85,,,,,Arabic;85;,,,Doctoral Degree,Arabic,Master Degree,Arabic,1 sister (9),10000 to 19999 SR,8 mths to 16 mths & 14 days,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands & Says,Understands ONLY,Understands & Says,Understands & Says,Understands & Says,Understands & Says,Understands & Says,Understands ONLY,Understands & Says,Understands & Says,Understands & Says,Understands & Says,Understands & Says,Understands & Says,Understands & Says,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,550,30,
A7,7,Mother,M,Arabic,70,English,30,,,Arabic;70;,English;30;,,University Student/ Higher than High School,Arabic,Bachelor's Degree,Arabic,No siblings,10000 to 19999 SR,8 mths to 16 mths & 14 days,,Understands ONLY,Understands ONLY,,,,,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,Understands ONLY,,,,Understands ONLY,,,,Understands ONLY,,,Understands ONLY,,Understands ONLY,,,,,,Understands ONLY,Understands ONLY,,,,,,,,,Understands ONLY,,,Understands ONLY,Understands ONLY,,,,Understands ONLY,Understands ONLY,Understands ONLY,,,,Understands ONLY,,Understands ONLY,Understands ONLY,,,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,Understands ONLY,,,Understands ONLY,,Understands ONLY,,,Understands ONLY,Understands ONLY,,Understands ONLY,Understands ONLY,,,,,Understands ONLY,Understands ONLY,Understands ONLY,,,,Understands ONLY,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,Understands ONLY,Understands ONLY,,,,Understands ONLY,,,Understands ONLY,,,,,Understands ONLY,Understands ONLY,Understands & Says,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,Understands ONLY,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,,,,,,Understands ONLY,Understands ONLY,Understands ONLY,,Understands ONLY,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3,
A8,10,Mother,F,Arabic,100,NA,NA,,,Arabic;100;,,,Bachelor's Degree,Arabic,Bachelor's Degree,Arabic,"2 brothers (13, 15) 2 sisters (6, 7)",10000 to 19999 SR,8 mths to 16 mths & 14 days,Understands ONLY,,Understands & Says,Understands ONLY,Understands & Says,,Understands ONLY,Understands & Says,,,Understands & Says,,Understands & Says,,,Understands ONLY,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,Understands ONLY,,,,Understands ONLY,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,Understands ONLY,,,,,Understands ONLY,Understands ONLY,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,Understands & Says,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,,Understands & Says,,,,,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,15,
A16,13,Mother,M,Arabic,100,NA,NA,,,Arabic;100;,,,Master Degree,Arabic,Master Degree,Arabic,1 sister (19) 1 brother (15),20000 SR or more,8 mths to 16 mths & 14 days,,,Understands & Says,,Understands & Says,Understands & Says,,,,,,,Understands & Says,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,Understands & Says,,,,,,,,,,,,,,Understands & Says,Understands & Says,Understands & Says,,,Understands ONLY,Understands ONLY,,,,Understands ONLY,,,,Understands ONLY,,,Understands & Says,,,Understands ONLY,,,,,Understands & Says,,,,Understands ONLY,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,14,
A18,10,Mother,M,Arabic,80,English,20,,,Arabic;80;,English;20;,,Bachelor's Degree,Arabic,Bachelor's Degree,Arabic,No siblings,10000 to 19999 SR,8 mths to 16 mths & 14 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,Understands ONLY,,Understands ONLY,,,,,,,Understands ONLY,,,,,,,,Understands ONLY,,,,,Understands ONLY,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,
A22,12,Mother,F,Arabic,100,NA ,NA,,,Arabic;100;,,,Bachelor's Degree,Urdu,Master Degree,Arabic,"1 brother (15) 4 sisters (2, 6, 9, 12)",Less than 10000 SR,8 mths to 16 mths & 14 days,,Understands ONLY,,,Understands ONLY,Understands ONLY,,Understands & Says,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,Understands ONLY,,,,Understands ONLY,,,,,,Understands ONLY,,Understands ONLY,Understands ONLY,,,Understands ONLY,,Understands ONLY,,,Understands ONLY,,,,,,,,,,,,,,,Understands ONLY,,Understands ONLY,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,Understands ONLY,,,,,,,,,,,,Understands & Says,,,Understands ONLY,,,,,,,Understands ONLY,,,,,,,,,Understands ONLY,,,,,,,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,,,,,,Understands ONLY,Understands ONLY,,,,,Understands ONLY,,,,Understands ONLY,Understands ONLY,,Understands ONLY,Understands ONLY,,Understands ONLY,,,,,,,,Understands ONLY,,,,Understands ONLY,,,,,,,,,,,,,,Understands ONLY,Understands ONLY,,Understands ONLY,,,,Understands ONLY,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,Understands ONLY,Understands & Says,Understands & Says,,,,,,Understands & Says,,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,Understands & Says,Understands ONLY,,,Understands ONLY,,,,,Understands ONLY,,Understands ONLY,Understands & Says,,,,,Understands & Says,,,,Understands ONLY,Understands & Says,,,Understands ONLY,,,,,,,,,Understands ONLY,Understands ONLY,Understands & Says,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,Understands ONLY,,Understands ONLY,Understands ONLY,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,,,Understands ONLY,Understands ONLY,,Understands ONLY,,,Understands ONLY,Understands ONLY,,,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,,Understands ONLY,,Understands ONLY,Understands ONLY,,,,,Understands ONLY,Understands ONLY,Understands ONLY,,,Understands ONLY,,Understands ONLY,,,,,Understands ONLY,Understands ONLY,Understands ONLY,,Understands ONLY,Understands ONLY,Understands ONLY,,,,Understands ONLY,Understands ONLY,,Understands ONLY,,,,Understands ONLY,Understands ONLY,Understands ONLY,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,,,,,,,,Understands ONLY,,Understands ONLY,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,,,,,Understands ONLY,,Understands ONLY,,,,,,Understands ONLY,,,,,,,Understands ONLY,,,Understands ONLY,,,,,,,Understands ONLY,,,,,,,,,,,Understands ONLY,,,,Understands ONLY,,,Understands ONLY,Understands ONLY,,,,,,,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,Understands ONLY,,,,,,Understands ONLY,Understands ONLY,,Understands ONLY,,Understands ONLY,Understands ONLY,Understands ONLY,Understands ONLY,,,,,,,,,,Understands ONLY,,,,,,,,,,,,Understands ONLY,Understands ONLY,Understands ONLY,,,,,,,171,10,
A24,13,Father,M,Arabic,100,NA,NA,,,Arabic;100;,,,Bachelor's Degree,Arabic,High School,Arabic,No siblings,10000 to 19999 SR,8 mths to 16 mths & 14 days,Understands & Says,Understands ONLY,Understands & Says,,Understands & Says,Understands ONLY,,Understands & Says,,,Understands & Says,,Understands & Says,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,Understands ONLY,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,Understands ONLY,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,Understands & Says,,,,,,,,,,,,,,,,Understands ONLY,Understands ONLY,,Understands ONLY,,,Understands & Says,,,,,,Understands ONLY,Understands ONLY,,Understands & Says,,,,,,,,,,Understands & Says,,Understands ONLY,Understands ONLY,,,,,,,,,,,,,Understands ONLY,,Understands ONLY,,,,,,,,,,Understands ONLY,Understands ONLY,Understands ONLY,,,,,,Understands ONLY,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,12,
A25,11,Mother,M,Arabic,100,NA ,NA,,,Arabic;100;,,,University Student/ Higher than High School,Arabic,Bachelor's Degree,Arabic,No siblings,10000 to 19999 SR,8 mths to 16 mths & 14 days,Understands ONLY,Understands ONLY,,,,,Understands ONLY,Understands ONLY,,,Understands ONLY,,Understands ONLY,,,,,,,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands & Says,Understands & Says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,Understands ONLY,,,,,,,,,,,,,,,,,,,,,,,Understands ONLY,,,,,,,,,,Understands ONLY,,,,13,2,
