itemID,category,item,definition,choices,type,gloss,uni_lemma
item_86,toys,playstation,بلاي ستيشن,understands; produces,word,Playstation ,
item_87,toys,walker,مشاية,understands; produces,word,Walker ,walker
item_88,toys,scissors,مقص,understands; produces,word,Scissors,scissors
item_89,toys,cartoon.character,شخصيات كرتونية (يرجى التحديد),understands; produces,word,Cartoon characters (please specify),
item_90,toys,bubbles,فقاعات الصابون,understands; produces,word,Bubbles ,bubbles
item_91,toys,toy,لعبة,understands; produces,word,Toy ,toy (object)
item_92,toys,doll,عروسة,understands; produces,word,Doll ,doll
item_93,toys,story,حكاية/ قصة,understands; produces,word,Story ,story
item_94,toys,toy.box,صندوق ألعاب,understands; produces,word,Toy box ,
item_95,toys,pen,قلم,understands; produces,word,Pen ,pen
item_96,toys,book,كتاب,understands; produces,word,Book ,book
item_97,toys,playdough,صلصال (عجينة),understands; produces,word,Play dough ,play dough
item_98,toys,game.boy,جيم بوي,understands; produces,word,Game boy ,
item_99,toys,chalks,طباشير,understands; produces,word,Chalks ,chalk
item_100,toys,pencil,قلم رصاص,understands; produces,word,Pencil ,pencil
item_101,toys,scooter.1,سكوتر,understands; produces,word,Scooter,scooter
item_102,toys,toys,ألعاب,understands; produces,word,Toys ,toy (object)
item_103,toys,pacifier.1,مصاصة,understands; produces,word,Pacifier ,pacifier
item_104,vehicles,car,سيارة,understands; produces,word,Car ,car
item_105,vehicles,airplane,طائرة (طيارة),understands; produces,word,Airplane ,airplane
item_106,vehicles,bicycle,دراجة (بسكليتة/ سيكل),understands; produces,word,Bicycle ,bicycle
item_107,vehicles,ambulance,إسعاف,understands; produces,word,Ambulance ,ambulance
item_108,vehicles,scooter.2,سكوتر,understands; produces,word,Scooter ,scooter
item_109,vehicles,taxi,تاكسي/ تكسي,understands; produces,word,Taxi ,taxi
item_110,vehicles,train,قطار,understands; produces,word,Train ,train
item_111,vehicles,motorcycle,دباب (دبابة/ موتور),understands; produces,word,Motorcycle ,motorcycle
item_112,vehicles,stroller,عربة أطفال (عربية),understands; produces,word,Stroller ,stroller
item_113,vehicles,firetruck,مطافئ/ إطفاء,understands; produces,word,Firefighting ,firetruck
item_114,vehicles,helicopter,هيلوكوبتر,understands; produces,word,Helicopter ,helicopter
item_115,food_drink,dates,تمر,understands; produces,word,Dates ,
item_116,food_drink,biscuit,بسكويت/ بسكوت,understands; produces,word,Biscuits,biscuit
item_117,food_drink,candy,حلاوة,understands; produces,word,Candy ,candy
item_118,food_drink,lollipop,حلاوة مصاصة,understands; produces,word,Lollipop ,lollipop
item_119,food_drink,chocolate,شوكولاتة,understands; produces,word,Chocolate ,chocolate
item_120,food_drink,food,أكل,understands; produces,word,Food ,food
item_121,food_drink,rice,أرز (رز),understands; produces,word,Rice ,rice
item_122,food_drink,fries,بطاطس مقلية,understands; produces,word,Fries ,fries
item_123,food_drink,sugar,سكر,understands; produces,word,Sugar ,sugar
item_124,food_drink,lemon,ليمون,understands; produces,word,Lemon ,lemon
item_125,food_drink,pepsi,بيبسي,understands; produces,word,Pepsi ,coke
item_126,food_drink,apple,تفاح/ تفاحة,understands; produces,word,Apple ,apple
item_127,food_drink,medicine,دواء (دوا),understands; produces,word,Medicine  ,medicine
item_128,food_drink,pears,كمثري,understands; produces,word,Pear ,pear
item_129,food_drink,orange.food,برتقال/ برتقالة,understands; produces,word,Orange ,orange
item_130,food_drink,toast,توست,understands; produces,word,Toast (bread),toast
item_131,food_drink,pickles,مخلل (طرشي),understands; produces,word,Pickles ,pickle
item_132,food_drink,salad,سلطة,understands; produces,word,Salad ,salad
item_133,food_drink,cerelac,سيريلاك,understands; produces,word,Cerelac ,cereal
item_134,food_drink,cheese,جبن (جبنة),understands; produces,word,Cheese ,cheese
item_135,food_drink,cucumber,خيار,understands; produces,word,Cucumber ,cucumber
item_136,food_drink,carrot,جزر/ جزرة,understands; produces,word,Carrot ,carrot
item_137,food_drink,fruit,فاكهة,understands; produces,word,Fruit ,fruit
item_138,food_drink,bread,عيش/ خبز,understands; produces,word,Bread ,bread
item_139,food_drink,cake,كيك,understands; produces,word,Cake ,cake
item_140,food_drink,candies,حلويات,understands; produces,word,Candies ,candy
item_141,food_drink,rusk,شابورة,understands; produces,word,Rusk ,
item_142,food_drink,hamburger,هامبورجر,understands; produces,word,Hamburger ,hamburger
item_143,food_drink,fish.food,سمك,understands; produces,word,Fish ,fish (food)
item_144,food_drink,milk,حليب,understands; produces,word,Milk ,milk
item_145,food_drink,gello,جيلي,understands; produces,word,Gello ,jelly
item_146,food_drink,soup,شوربة,understands; produces,word,Soup ,soup
item_147,food_drink,pistachio,فستق,understands; produces,word,Pistachio ,nut
item_148,food_drink,almonds,لوز,understands; produces,word,Almonds ,nut
item_149,food_drink,yogurt,لبن/ زبادي,understands; produces,word,Yogurt ,yogurt
item_150,food_drink,buttermilk,لبن شرب (رايب),understands; produces,word,Buttermilk ,
item_151,food_drink,ice.cream,ايس كريم,understands; produces,word,Ice cream,ice cream
item_152,food_drink,feeding.bottle,رضاعة,understands; produces,word,Feeding bottle  ,bottle
item_153,food_drink,eggs,بيض,understands; produces,word,Eggs ,egg
item_154,food_drink,chicken.food,دجاج/ توتو,understands; produces,word,Chicken ,chicken
item_155,food_drink,lettuce,خس,understands; produces,word,Lettuce,lettuce
item_156,food_drink,oil,زيت,understands; produces,word,Oil ,oil
item_157,food_drink,banana,موز/ موزة,understands; produces,word,Banana ,banana
item_158,food_drink,pancake,بان كيك,understands; produces,word,Pancake ,pancake
item_159,food_drink,watermelon,حبحب/ بطيخ,understands; produces,word,Watermelon ,watermelon
item_160,food_drink,potato,بطاطس,understands; produces,word,Potatoes ,potato
item_161,food_drink,ice,ثلج,understands; produces,word,Ice ,ice
item_162,food_drink,honey,عسل,understands; produces,word,Honey ,honey
item_163,food_drink,tangerine,يوسفي/ يوسف / افندي,understands; produces,word,Tangerine ,tangerine
item_164,food_drink,water,ماء (موية / بو / امبو),understands; produces,word,Water ,water (beverage)
item_165,food_drink,juice,عصير,understands; produces,word,Juice ,juice
item_166,clothing,thoub,ثوب,understands; produces,word,Thoub (Saudi dress for men),
item_167,clothing,dress,فستان,understands; produces,word,Dress ,dress (object)
item_168,clothing,pants,بنطلون,understands; produces,word,Trousers  ,pants
item_169,clothing,apron,مريلة,understands; produces,word,Apron ,apron
item_170,clothing,undershirt,فنيلة/ فلينة,understands; produces,word,Undershirt ,undershirt
item_171,clothing,necklace,سلسلة/ عقد,understands; produces,word,Necklace  ,necklace
item_172,clothing,swaddle,كوفلة,understands; produces,word,Swaddle ,
item_173,clothing,baby.bodysuit,بربتوز,understands; produces,word,Baby bodysuits,
item_174,clothing,diapers,حفاظة (حفاظة بامبرز),understands; produces,word,Diaper ,diaper
item_175,clothing,abaya,عباية,understands; produces,word,Abaya ,
item_176,clothing,taqiyah,كوفية/ طاقية,understands; produces,word,Taqiyah (head cap),
item_177,clothing,coat,بالطو,understands; produces,word,Coat,coat
item_178,clothing,glasses,نظارة (نضاره/ عوينات),understands; produces,word,Glasses ,glasses
item_179,clothing,zipper,سحاب (سوسته),understands; produces,word,Zipper ,zipper
item_180,clothing,tarboosh,طربوش,understands; produces,word,Hat ,hat
item_181,clothing,cap,قبعة (كاب),understands; produces,word,Cap ,cap
item_182,clothing,pajamas,بيجامة,understands; produces,word,Pajamas,pajamas
item_183,clothing,shoes,حذاء (جزمة),understands; produces,word,Shoes ,shoe
item_184,clothing,socks,جورب (شراب),understands; produces,word,Socks ,sock
item_185,clothing,slipper,شبشب/ مداس,understands; produces,word,Slipper,slipper
item_186,clothing,sandal,صندل,understands; produces,word,Sandal ,sandal
item_187,clothing,hair.clip,بكلة/ توكة,understands; produces,word,Hair tie ,hair tie
item_188,clothing,headband,طوق,understands; produces,word,Head band ,
item_189,clothing,underpants,سروال داخلي (كلسون/ كلوت),understands; produces,word,Underwear ,underpants
item_190,clothing,long.sirwal,سروال,understands; produces,word,Pants ,pants
item_191,body_parts,eye,عين/ عيون,understands; produces,word,Eye,eye
item_192,body_parts,mouth,فم,understands; produces,word,Mouth ,mouth
item_193,body_parts,nose,انف (خشم/ نخرة),understands; produces,word,Nose ,nose
item_194,body_parts,ear,أذن,understands; produces,word,Ear ,ear
item_195,body_parts,shoulder,كتف,understands; produces,word,Shoulder ,shoulder
item_196,body_parts,underarm,إبط (باط),understands; produces,word,Underarm ,
item_197,body_parts,face,وجه (وش),understands; produces,word,Face ,face
item_198,body_parts,finger,اصبع/ اصبع القدم,understands; produces,word,Toe ,toe
item_199,body_parts,chest,صدر,understands; produces,word,Chest ,
item_200,body_parts,butt,مؤخرة ,understands; produces,word,Butt ,butt
item_201,body_parts,teeth,أسنان,understands; produces,word,Teeth ,
item_202,body_parts,belly.button,سرة البطن,understands; produces,word,Bellybutton ,
item_203,body_parts,hair,شعر,understands; produces,word,Hair ,hair
item_204,body_parts,head,رأس,understands; produces,word,Head ,head
item_205,body_parts,cheeck,خد,understands; produces,word,Cheek ,cheek
item_206,body_parts,chin,ذقن,understands; produces,word,Chin ,chin
item_207,body_parts,hand,يد,understands; produces,word,Hand ,hand
item_208,body_parts,leg.1,رجل,understands; produces,word,Leg ,leg
item_209,body_parts,tongue,لسان,understands; produces,word,Tongue ,tongue
item_210,body_parts,lips,شفاه (شفايف),understands; produces,word,Lips ,lips
item_211,body_parts,palm,كف,understands; produces,word,Palm ,palm
item_212,body_parts,forehead,جبهه (جبين),understands; produces,word,Forehead ,forehead
item_213,body_parts,belly,بطن,understands; produces,word,Tummy ,tummy
item_214,household,blanket,بطانية/ لحاف,understands; produces,word,Blanket ,blanket
item_215,household,basket,سلة,understands; produces,word,Basket ,basket
item_216,household,trash.can,سلة قمامة (زباله/ كدافة),understands; produces,word,Trash can ,trash can
item_217,household,pillow,وسادة ( مخدة),understands; produces,word,Pillow ,pillow
item_218,household,pot,قدر,understands; produces,word,Stockpot,pot
item_219,household,hair.brush,فرشاة شعر,understands; produces,word,Hairbrush,brush (object)
item_220,household,comb,مشط,understands; produces,word,Comb,comb (object)
item_221,household,soap,صابون,understands; produces,word,Soap,soap
item_222,household,plate,صحن,understands; produces,word,Plate ,plate
item_223,household,mug,كوب,understands; produces,word,Mug,mug
item_224,household,cup,فنجان,understands; produces,word,Cup,cup
item_225,household,key,مفتاح,understands; produces,word,Key,key
item_226,household,hammer,مطرقة (شاكوش),understands; produces,word,Hammer ,hammer
item_227,household,pacifier.2,لهاية/ مصاصة/ كدابة,understands; produces,word,Pacifier ,pacifier
item_228,household,spoon,ملعقة,understands; produces,word,Spoon ,spoon
item_229,household,money,نقود (فلوس/ ريال),understands; produces,word,Money ,money
item_230,household,fork,شوكة,understands; produces,word,Fork ,fork
item_231,household,phone,جوال,understands; produces,word,Phone ,phone
item_232,household,glass.to.drink,كأس (كأسة/ كْباية),understands; produces,word,Cup ,cup
item_233,household,tooth.brush,فرشاة أسنان,understands; produces,word,Toothbrush ,toothbrush
item_234,household,wallet,محفظة,understands; produces,word,Wallet ,wallet
item_235,household,television,تلفزيون,understands; produces,word,Television ,television
item_236,household,video,فيديو,understands; produces,word,Video ,video
item_237,household,tray,صينية (تبسي),understands; produces,word,Tray ,tray
item_238,household,telephone,هاتف ( تيلفون),understands; produces,word,Telephone,telephone
item_239,household,paper,ورقة,understands; produces,word,Paper ,paper
item_240,household,shaver,مكينة حلاقة,understands; produces,word,Shaver ,
item_241,household,glass.bottle,قارورة,understands; produces,word,Bottle ,bottle
item_242,household,decorative.accent,تحفة,understands; produces,word,Decorative accent,
item_243,household,broom,مقشة/ مكنسة,understands; produces,word,Broom ,broom
item_244,household,floor.wiper,ممسحة ارض,understands; produces,word,Floor wiper ,
item_245,household,tissue,منديل,understands; produces,word,Tissue ,tissue
item_246,household,towel,منشفه/ محرمه,understands; produces,word,Towel ,towel
item_247,household,lipstick,روج,understands; produces,word,Lipstick ,
item_248,household,lamp.light,ضوء/ نور (لمبة),understands; produces,word,Lamp/ Light ,lamp
item_249,household,mattress,مرتبة  (طراحة/ طواله),understands; produces,word,Mattress ,
item_250,household,carry.bag,كيس,understands; produces,word,Carry bag ,bag
item_251,household,perfume,عطر (كلونيا),understands; produces,word,Perfume ,perfume
item_252,household,bag,حقيبة/ شنطة,understands; produces,word,Bag ,bag
item_253,household,iron,مكوى,understands; produces,word,Iron ,iron
item_254,household,clock,ساعة,understands; produces,word,Clock/ watch?,clock
item_255,household,matches,كبريت,understands; produces,word,Matches ,matches
item_256,household,candle,شمعة,understands; produces,word,Candle ,candle
item_257,household,remote.control,جهاز التحكم (ريموت),understands; produces,word,Remote control ,remote control
item_258,household,hair.dryer,سشوار/ استشوار,understands; produces,word,Hair dryer ,hair dryer
item_259,household,frying.pan,طاوة/ صاج,understands; produces,word,Frying pan ,pan
item_260,furniture_rooms,bathroom,حمام,understands; produces,word,Bathroom ,bathroom
item_261,furniture_rooms,bathtub,بانيو,understands; produces,word,Bathtub ,bathtub
item_262,furniture_rooms,sink,مغسلة (حوض),understands; produces,word,Sink ,sink
item_263,furniture_rooms,high.chair,كرسي أطفال,understands; produces,word,High chair ,high chair
item_264,furniture_rooms,bedroom,غرفة نوم,understands; produces,word,Bedroom ,bedroom
item_265,furniture_rooms,bed,سرير,understands; produces,word,Bed ,bed
item_266,furniture_rooms,knife,سكين,understands; produces,word,Knife ,knife
item_267,furniture_rooms,door,باب,understands; produces,word,Door ,door
item_268,furniture_rooms,living.room,غرفة معيشة/ مجلس,understands; produces,word,Living room ,living room
item_269,furniture_rooms,closet,خزانه (دولاب/ كبت),understands; produces,word,Closet ,closet
item_270,furniture_rooms,roof,سقف,understands; produces,word,Ceiling ,ceiling
item_271,furniture_rooms,cooker,بوتوجاز,understands; produces,word,Stove ,stove
item_272,furniture_rooms,fridge,ثلاجة,understands; produces,word,Fridge ,refrigerator
item_273,furniture_rooms,playroom,غرفة الألعاب,understands; produces,word,Play room ,
item_274,furniture_rooms,drawer,دُرج,understands; produces,word,Drawer ,drawer
item_275,furniture_rooms,shower,دُش,understands; produces,word,Shower ,shower
item_276,furniture_rooms,chair,كرسي,understands; produces,word,Chair ,chair
item_277,furniture_rooms,crib,هندول,understands; produces,word,Crib ,crib
item_278,furniture_rooms,dining.room,غرفة سفرة,understands; produces,word,Dining room ,dining room
item_279,furniture_rooms,kitchen,مطبخ,understands; produces,word,Kitchen ,kitchen
item_280,furniture_rooms,mat,سجادة,understands; produces,word,Mat  ,mat
item_281,furniture_rooms,side.table,كومودينو,understands; produces,word,Side table ,table
item_282,furniture_rooms,vacuum.machine,مكنسة كهربائية,understands; produces,word,Vacuum cleaner ,vacuum
item_283,furniture_rooms,plastic.sheets,سفره,understands; produces,word,Table sheet,tablecloth
item_284,furniture_rooms,fan,مروحة,understands; produces,word,Fan ,fan
item_285,furniture_rooms,mirror,مرآه (مرايه),understands; produces,word,Mirror  ,mirror
item_286,furniture_rooms,computer,كمبيوتر,understands; produces,word,Computer ,computer
item_287,furniture_rooms,stairs,درج/ سلالم,understands; produces,word,Stairs ,stairs
item_288,furniture_rooms,coach,كنبة,understands; produces,word,Couch ,couch
item_289,furniture_rooms,window,شباك (طاقة),understands; produces,word,Window ,window
item_290,outside,backyard,حوش,understands; produces,word,Backyard ,backyard
item_291,outside,theme.park,ملاهي,understands; produces,word,Theme park ,
item_292,outside,work.noun,عمل/ شغل,understands; produces,word,Work ,work (place)
item_293,outside,swimming.pool,مسبح,understands; produces,word,Swimming pool,swimming pool
item_294,outside,rain,مطر,understands; produces,word,Rain ,rain
item_295,outside,wall,جدر (جدار/ حيطة/ طوفه),understands; produces,word,Wall ,wall
item_296,outside,flower,وردة,understands; produces,word,Flower ,flower
item_297,outside,tree,شجرة,understands; produces,word,Tree ,tree
item_298,outside,palm.tree,نخلة,understands; produces,word,Palm tree ,tree
item_299,outside,star,نجمة,understands; produces,word,Star ,star
item_300,outside,stick,عصى (عصايا),understands; produces,word,Stick ,stick
item_301,outside,house,البيت/ بيت,understands; produces,word,House ,house
item_302,outside,mountain,جبل,understands; produces,word,Mountain ,mountain
item_303,outside,ladder,سُلّم,understands; produces,word,Stairs/ ladder? ,stairs
item_304,outside,swing.noun,مرجيحة,understands; produces,word,Swing ,swing
item_305,outside,zoo,حديقة حيوانات,understands; produces,word,Zoo ,zoo
item_306,outside,tent,خيمة,understands; produces,word,Tent ,
item_307,people,mama,ماما,understands; produces,word,Mama ,mommy
item_308,people,papa,بابا,understands; produces,word,Papa ,daddy
item_309,people,domestic.worker,خادمة (شغالة/  دادا),understands; produces,word,Domestic worker/ dada ,
item_310,people,baby,بيبي/ نونو,understands; produces,word,Baby ,baby
item_311,people,boy,ولد ,understands; produces,word,Boy ,boy
item_312,people,girl,بنت,understands; produces,word,Girl ,girl
item_313,people,uncle.maternal,خال,understands; produces,word,Uncle (maternal uncle),uncle
item_314,people,woman,ست/ حرمة,understands; produces,word,Woman/ lady,woman
item_315,people,man,رجل (رجال),understands; produces,word,Man ,man
item_316,people,dada.child.nanny,اسم حاضنة الطفل (الدادة),understands; produces,word,The name of the child’s babysitter ,babysitter's name
item_317,people,nurse,ممرضة,understands; produces,word,Nurse ,nurse
item_318,people,people,ناس,understands; produces,word,people,people
item_319,people,uncle.paternal,عم,understands; produces,word,Uncle (paternal uncle),uncle
item_320,people,aunt.paternal,عمّة,understands; produces,word,Aunt (paternal aunt),aunt
item_321,people,aunt.maternal,خالة,understands; produces,word,Aunt (maternal aunt),aunt
item_322,people,grandfather,جد (جدو/سيدي),understands; produces,word,Grandfather ,grandpa
item_323,people,grandmother,جدة (سيتي/ حبابه/تيته/ستو),understands; produces,word,Grandmother ,grandma
item_324,people,sister,أخت,understands; produces,word,Sister ,sister
item_325,people,brother,أخ,understands; produces,word,Brother ,brother
item_326,people,children,أطفال,understands; produces,word,Children ,children
item_327,people,baby.own.name,(إسم الطفل),understands; produces,word,Child’s name  ,child's own name
item_328,games_routines,prayer,الصلاة/ يصلي ,understands; produces,word,Praying/ prays,
item_329,games_routines,call.for.prayer,الأذان,understands; produces,word,Call for prayer ,
item_330,games_routines,lets.go,هيا/ ياللا,understands; produces,word,Let’s go ,
item_331,games_routines,we.go.shopping,نروح السوق,understands; produces,word,We go shopping ,
item_332,games_routines,give.me.five,كفّك,understands; produces,word,High five ,give me five
item_333,games_routines,gonna.get.you,سأمسك بك ( رح امسكك),understands; produces,word,I will catch you,gonna get you
item_334,games_routines,go.potty,اروح الحمام,understands; produces,word,I go to the restroom,go potty
item_335,games_routines,call.on.phone.1,يتصل,understands; produces,word,calls,call on phone
item_336,games_routines,time.to.sleep,ياللا نوم ,understands; produces,word,Time to sleep,
item_337,games_routines,in.the.name.of.allah,بسم الله,understands; produces,word,In the name of Allah,
item_338,games_routines,taking.shower,حمام (ترويش/ استحم),understands; produces,word,Shower time ,
item_339,games_routines,bye.bye,مع السلامة,understands; produces,word,Bye bye ,bye
item_340,games_routines,ululation,زغروطة,understands; produces,word,Ululation,
item_341,games_routines,good.night,تصبح على خير,understands; produces,word,Good night ,good night
item_342,games_routines,do.not.do,لا تفعل/ لا تسوي,understands; produces,word,Don’t do,don't
item_343,games_routines,last.night,أمس (البارحة),understands; produces,word,yesterday/ last night ,yesterday
item_344,games_routines,finger.game,صغير و عاقل,understands; produces,word,A finger game,
item_345,games_routines,incy.wincy.spider,العنكبوت النونو,understands; produces,word,Incy wincy spider (finger game),
item_346,games_routines,nap,قيلولة (غفوة/ نام),understands; produces,word,Nap time ,
item_347,games_routines,want.2,تبغى,understands; produces,word,Do you want ,
item_348,games_routines,a.lullaby,دوها يا دوها,understands; produces,word,A lullaby,
item_349,games_routines,no,لا ,understands; produces,word,No ,no
item_350,games_routines,peekaboo,اتيه/ بيكا بو/ واء,understands; produces,word,Peek a poo ,peekaboo
item_351,games_routines,give.me,أديني/ اعطيني/ هات,understands; produces,word,Give me ,give me
item_352,games_routines,allah.is.the.greatest,الله اكبر,understands; produces,word,Allah is the greatest ,
item_353,games_routines,calm.down,اهدأ,understands; produces,word,Calm down ,
item_354,games_routines,kiss.noun,بوسة,understands; produces,word,Kiss ,kiss
item_355,games_routines,lunch,غذاء (غدا),understands; produces,word,Lunch ,lunch
item_356,games_routines,sneeze.noun.1,عطسة,understands; produces,word,Sneeze ,sneeze
item_357,games_routines,dinner,عشاء (عشا),understands; produces,word,Dinner ,dinner
item_358,games_routines,clap.noun,صفقة,understands; produces,word,Clap ,clap
item_359,games_routines,hi,أهلا,understands; produces,word,Welcome ,welcome
item_360,games_routines,marhaba,مرحبا,understands; produces,word,Marhaba ,
item_361,games_routines,wait.imperative,انتظر/ استنى,understands; produces,word,Wait ,wait
item_362,games_routines,yes,نعم/ حاضر (ايوة/ ايوا),understands; produces,word,Yes,yes
item_363,games_routines,hello.on.phone,الوه,understands; produces,word,"Hello (e.g., when picking up a phone)",hello
item_364,games_routines,hide.and.seek,لعبة غميمة,understands; produces,word,Hide and seek ,hide and seek
item_365,action_words,sleep,ينام,understands; produces,word,Sleep ,sleep
item_366,action_words,want.2,يريد (يبى/ يبغى),understands; produces,word,Want ,want
item_367,action_words,bite,يعض,understands; produces,word,Bite ,bite
