itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_1,baa_baa,word,sounds,produces,baa baa,NA,baa baa,baa baa
item_2,choo_choo,word,sounds,produces,choo choo,NA,choo choo,choo choo
item_3,cockadoodledoo,word,sounds,produces,cockadoodledoo,NA,cockadoodledoo,cockadoodledoo
item_4,grrr,word,sounds,produces,grrr,NA,grrr,grrr
item_5,meow,word,sounds,produces,meow,NA,meow,meow
item_6,moo,word,sounds,produces,moo,NA,moo,moo
item_7,ouch,word,sounds,produces,ouch,NA,ouch,ouch
item_8,quack_quack,word,sounds,produces,quack quack,NA,quack quack,quack quack
item_9,uh_oh,word,sounds,produces,uh oh,NA,uh oh,uh oh
item_10,vroom,word,sounds,produces,vroom,NA,vroom,vroom
item_11,woof_woof,word,sounds,produces,woof woof,NA,woof woof,woof woof
item_12,yum_yum,word,sounds,produces,yum yum,NA,yum yum,yum yum
item_13,alligator,word,animals,produces,alligator,NA,alligator,alligator
item_14,animal,word,animals,produces,animal,NA,animal,animal
item_15,ant,word,animals,produces,ant,NA,ant,ant
item_16,bear,word,animals,produces,bear,NA,bear,bear
item_17,bee,word,animals,produces,bee,NA,bee,bee
item_18,bird,word,animals,produces,bird,NA,bird,bird
item_19,bug,word,animals,produces,bug,NA,bug,bug
item_20,bunny,word,animals,produces,bunny,NA,bunny,bunny
item_21,butterfly,word,animals,produces,butterfly,NA,butterfly,butterfly
item_22,cat,word,animals,produces,cat,NA,cat,cat
item_23,chicken.animal,word,animals,produces,chicken (animal),NA,chicken (animal),chicken (animal)
item_24,cow,word,animals,produces,cow,NA,cow,cow
item_25,deer,word,animals,produces,deer,NA,deer,deer
item_26,dog,word,animals,produces,dog,NA,dog,dog
item_27,donkey,word,animals,produces,donkey,NA,donkey,donkey
item_28,duck,word,animals,produces,duck,NA,duck,duck
item_29,elephant,word,animals,produces,elephant,NA,elephant,elephant
item_30,fish.animal,word,animals,produces,fish (animal),NA,fish (animal),fish (animal)
item_31,frog,word,animals,produces,frog,NA,frog,frog
item_32,giraffe,word,animals,produces,giraffe,NA,giraffe,giraffe
item_33,goose,word,animals,produces,goose,NA,goose,goose
item_34,hen,word,animals,produces,hen,NA,hen,hen
item_35,horse,word,animals,produces,horse,NA,horse,horse
item_36,kitty,word,animals,produces,kitty,NA,kitty,kitty
item_37,lamb,word,animals,produces,lamb,NA,lamb,lamb
item_38,lion,word,animals,produces,lion,NA,lion,lion
item_39,monkey,word,animals,produces,monkey,NA,monkey,monkey
item_40,moose,word,animals,produces,moose,NA,moose,moose
item_41,mouse,word,animals,produces,mouse,NA,mouse,mouse
item_42,owl,word,animals,produces,owl,NA,owl,owl
item_43,penguin,word,animals,produces,penguin,NA,penguin,penguin
item_44,pig,word,animals,produces,pig,NA,pig,pig
item_45,pony,word,animals,produces,pony,NA,pony,pony
item_46,puppy,word,animals,produces,puppy,NA,puppy,puppy
item_47,rooster,word,animals,produces,rooster,NA,rooster,rooster
item_48,sheep,word,animals,produces,sheep,NA,sheep,sheep
item_49,squirrel,word,animals,produces,squirrel,NA,squirrel,squirrel
item_50,teddybear,word,animals,produces,teddybear,NA,teddybear,teddybear
item_51,tiger,word,animals,produces,tiger,NA,tiger,tiger
item_52,turkey,word,animals,produces,turkey,NA,turkey,turkey
item_53,turtle,word,animals,produces,turtle,NA,turtle,turtle
item_54,wolf,word,animals,produces,wolf,NA,wolf,wolf
item_55,zebra,word,animals,produces,zebra,NA,zebra,zebra
item_56,airplane,word,vehicles,produces,airplane,NA,airplane,airplane
item_57,bicycle,word,vehicles,produces,bicycle,NA,bicycle,bicycle
item_58,boat,word,vehicles,produces,boat,NA,boat,boat
item_59,bus,word,vehicles,produces,bus,NA,bus,bus
item_60,car,word,vehicles,produces,car,NA,car,car
item_61,firetruck,word,vehicles,produces,firetruck,NA,firetruck,firetruck
item_62,helicopter,word,vehicles,produces,helicopter,NA,helicopter,helicopter
item_63,motorcycle,word,vehicles,produces,motorcycle,NA,motorcycle,motorcycle
item_64,sled,word,vehicles,produces,sled,NA,sled,sled
item_65,stroller,word,vehicles,produces,stroller,NA,stroller,stroller
item_66,tractor,word,vehicles,produces,tractor,NA,tractor,tractor
item_67,train,word,vehicles,produces,train,NA,train,train
item_68,tricycle,word,vehicles,produces,tricycle,NA,tricycle,tricycle
item_69,truck,word,vehicles,produces,truck,NA,truck,truck
item_70,ball,word,toys,produces,ball,NA,ball,ball
item_71,balloon,word,toys,produces,balloon,NA,balloon,balloon
item_72,bat,word,toys,produces,bat,NA,bat,bat (object)
item_73,block,word,toys,produces,block,NA,block,blocks
item_74,book,word,toys,produces,book,NA,book,book
item_75,bubbles,word,toys,produces,bubbles,NA,bubbles,bubbles
item_76,chalk,word,toys,produces,chalk,NA,chalk,chalk
item_77,crayon,word,toys,produces,crayon,NA,crayon,crayon
item_78,doll,word,toys,produces,doll,NA,doll,doll
item_79,game,word,toys,produces,game,NA,game,game
item_80,glue,word,toys,produces,glue,NA,glue,glue (object)
item_81,pen,word,toys,produces,pen,NA,pen,pen
item_82,pencil,word,toys,produces,pencil,NA,pencil,pencil
item_83,play_dough,word,toys,produces,play dough,NA,play dough,play dough
item_84,present,word,toys,produces,present,NA,present,present
item_85,puzzle,word,toys,produces,puzzle,NA,puzzle,puzzle
item_86,story,word,toys,produces,story,NA,story,story
item_87,toy,word,toys,produces,toy (object),NA,toy (object),toy (object)
item_88,apple,word,food_drink,produces,apple,NA,apple,apple
item_89,applesauce,word,food_drink,produces,applesauce,NA,applesauce,applesauce
item_90,banana,word,food_drink,produces,banana,NA,banana,banana
item_91,beans,word,food_drink,produces,beans,NA,beans,beans
item_92,bread,word,food_drink,produces,bread,NA,bread,bread
item_93,butter,word,food_drink,produces,butter,NA,butter,butter
item_94,cake,word,food_drink,produces,cake,NA,cake,cake
item_95,candy,word,food_drink,produces,candy,NA,candy,candy
item_96,carrots,word,food_drink,produces,carrots,NA,carrots,carrot
item_97,cereal,word,food_drink,produces,cereal,NA,cereal,cereal
item_98,cheerios,word,food_drink,produces,cheerios,NA,cheerios,cheerios
