itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_99,cheese,word,food_drink,produces,cheese,NA,cheese,cheese
item_100,chicken.food,word,food_drink,produces,chicken (food),NA,chicken (food),chicken (food)
item_101,chocolate,word,food_drink,produces,chocolate,NA,chocolate,chocolate
item_102,coffee,word,food_drink,produces,coffee,NA,coffee,coffee
item_103,coke,word,food_drink,produces,coke,NA,coke,coke
item_104,cookie,word,food_drink,produces,cookie,NA,cookie,cookie
item_105,corn,word,food_drink,produces,corn,NA,corn,corn
item_106,cracker,word,food_drink,produces,cracker,NA,cracker,cracker
item_107,donut,word,food_drink,produces,donut,NA,donut,pastry
item_108,drink.beverage,word,food_drink,produces,drink (beverage),NA,drink (beverage),drink (beverage)
item_109,egg,word,food_drink,produces,egg,NA,egg,egg
item_110,fish.food,word,food_drink,produces,fish (food),NA,fish (food),fish (food)
item_111,food,word,food_drink,produces,food,NA,food,food
item_112,french_fries,word,food_drink,produces,french fries,NA,french fries,french fries
item_113,grapes,word,food_drink,produces,grapes,NA,grapes,grapes
item_114,green_beans,word,food_drink,produces,green beans,NA,green beans,green beans
item_115,gum,word,food_drink,produces,gum,NA,gum,gum
item_116,hamburger,word,food_drink,produces,hamburger,NA,hamburger,hamburger
item_117,ice,word,food_drink,produces,ice,NA,ice,ice
item_118,ice_cream,word,food_drink,produces,ice cream,NA,ice cream,ice cream
item_119,jello,word,food_drink,produces,jello,NA,jello,jello
item_120,jelly,word,food_drink,produces,jelly,NA,jelly,jelly
item_121,juice,word,food_drink,produces,juice,NA,juice,juice
item_122,lollipop,word,food_drink,produces,lollipop,NA,lollipop,lollipop
item_123,meat,word,food_drink,produces,meat,NA,meat,meat
item_124,melon,word,food_drink,produces,melon,NA,melon,melon
item_125,milk,word,food_drink,produces,milk,NA,milk,milk
item_126,muffin,word,food_drink,produces,muffin,NA,muffin,muffin
item_127,noodles,word,food_drink,produces,noodles,NA,noodles,pasta
item_128,nuts,word,food_drink,produces,nuts,NA,nuts,nut
item_129,orange.food,word,food_drink,produces,orange (food),NA,orange (food),orange (food)
item_130,pancake,word,food_drink,produces,pancake,NA,pancake,pancake
item_131,peas,word,food_drink,produces,peas,NA,peas,peas
item_132,peanut_butter,word,food_drink,produces,peanut butter,NA,peanut butter,peanut butter
item_133,pickle,word,food_drink,produces,pickle,NA,pickle,pickle
item_134,pizza,word,food_drink,produces,pizza,NA,pizza,pizza
item_135,popcorn,word,food_drink,produces,popcorn,NA,popcorn,popcorn
item_136,popsicle,word,food_drink,produces,popsicle,NA,popsicle,popsicle
item_137,potato_chip,word,food_drink,produces,potato chip,NA,potato chip,chips
item_138,potato,word,food_drink,produces,potato,NA,potato,potato
item_139,pretzel,word,food_drink,produces,pretzel,NA,pretzel,pretzel
item_140,pudding,word,food_drink,produces,pudding,NA,pudding,pudding
item_141,pumpkin,word,food_drink,produces,pumpkin,NA,pumpkin,pumpkin
item_142,raisin,word,food_drink,produces,raisin,NA,raisin,raisin
item_143,salt,word,food_drink,produces,salt,NA,salt,salt
item_144,sandwich,word,food_drink,produces,sandwich,NA,sandwich,sandwich
item_145,sauce,word,food_drink,produces,sauce,NA,sauce,sauce
item_146,soda,word,food_drink,produces,soda/pop,NA,soda/pop,soda
item_147,soup,word,food_drink,produces,soup,NA,soup,soup
item_148,spaghetti,word,food_drink,produces,spaghetti,NA,spaghetti,pasta
item_149,strawberry,word,food_drink,produces,strawberry,NA,strawberry,strawberry
item_150,toast,word,food_drink,produces,toast,NA,toast,toast
item_151,tuna,word,food_drink,produces,tuna,NA,tuna,tuna
item_152,vanilla,word,food_drink,produces,vanilla,NA,vanilla,vanilla
item_153,vitamins,word,food_drink,produces,vitamins,NA,vitamins,vitamin
item_154,water.beverage,word,food_drink,produces,water (beverage),NA,water (beverage),water (beverage)
item_155,yogurt,word,food_drink,produces,yogurt,NA,yogurt,yogurt
item_156,beads,word,clothing,produces,beads,NA,beads,beads
item_157,belt,word,clothing,produces,belt,NA,belt,belt
item_158,bib,word,clothing,produces,bib,NA,bib,bib
item_159,boots,word,clothing,produces,boots,NA,boots,boots
item_160,button,word,clothing,produces,button,NA,button,button
item_161,coat,word,clothing,produces,coat,NA,coat,coat
item_162,diaper,word,clothing,produces,diaper,NA,diaper,diaper
item_163,dress,word,clothing,produces,dress (object),NA,dress (object),dress (object)
item_164,gloves,word,clothing,produces,gloves,NA,gloves,glove
item_165,hat,word,clothing,produces,hat,NA,hat,hat
item_166,jacket,word,clothing,produces,jacket,NA,jacket,jacket
item_167,jeans,word,clothing,produces,jeans,NA,jeans,jeans
item_168,mittens,word,clothing,produces,mittens,NA,mittens,mitten
item_169,necklace,word,clothing,produces,necklace,NA,necklace,necklace
item_170,pajamas,word,clothing,produces,pajamas,NA,pajamas,pajamas
item_171,pants,word,clothing,produces,pants,NA,pants,pants
item_172,scarf,word,clothing,produces,scarf,NA,scarf,scarf
item_173,shirt,word,clothing,produces,shirt,NA,shirt,shirt
item_174,shoe,word,clothing,produces,shoe,NA,shoe,shoe
item_175,shorts,word,clothing,produces,shorts,NA,shorts,shorts
item_176,slipper,word,clothing,produces,slipper,NA,slipper,slipper
item_177,sneaker,word,clothing,produces,sneaker,NA,sneaker,sneaker
item_178,snowsuit,word,clothing,produces,snowsuit,NA,snowsuit,snowsuit
item_179,sock,word,clothing,produces,sock,NA,sock,sock
item_180,sweater,word,clothing,produces,sweater,NA,sweater,sweater
item_181,tights,word,clothing,produces,tights,NA,tights,tights
item_182,underpants,word,clothing,produces,underpants,NA,underpants,underpants
item_183,zipper,word,clothing,produces,zipper,NA,zipper,zipper
item_184,ankle,word,body_parts,produces,ankle,NA,ankle,ankle
item_185,arm,word,body_parts,produces,arm,NA,arm,arm
item_186,belly_button,word,body_parts,produces,belly button,NA,belly button,belly button
item_187,buttocks,word,body_parts,produces,buttocks/bottom*,NA,buttocks/bottom*,butt
item_188,cheek,word,body_parts,produces,cheek,NA,cheek,cheek
item_189,chin,word,body_parts,produces,chin,NA,chin,chin
item_190,ear,word,body_parts,produces,ear,NA,ear,ear
item_191,eye,word,body_parts,produces,eye,NA,eye,eye
item_192,face,word,body_parts,produces,face,NA,face,face
item_193,finger,word,body_parts,produces,finger,NA,finger,finger
item_194,foot,word,body_parts,produces,foot,NA,foot,foot
item_195,hair,word,body_parts,produces,hair,NA,hair,hair
item_196,hand,word,body_parts,produces,hand,NA,hand,hand
item_197,head,word,body_parts,produces,head,NA,head,head
item_198,knee,word,body_parts,produces,knee,NA,knee,knee
item_199,leg,word,body_parts,produces,leg,NA,leg,leg
item_200,lips,word,body_parts,produces,lips,NA,lips,lip
item_201,mouth,word,body_parts,produces,mouth,NA,mouth,mouth
item_202,nose,word,body_parts,produces,nose,NA,nose,nose
item_203,owie,word,body_parts,produces,owie/boo boo,NA,owie/boo boo,owie
item_204,penis,word,body_parts,produces,penis*,NA,penis*,penis
item_205,shoulder,word,body_parts,produces,shoulder,NA,shoulder,shoulder
item_206,toe,word,body_parts,produces,toe,NA,toe,toe
item_207,tongue,word,body_parts,produces,tongue,NA,tongue,tongue
item_208,tooth,word,body_parts,produces,tooth,NA,tooth,tooth
item_209,tummy,word,body_parts,produces,tummy,NA,tummy,tummy
item_210,vagina,word,body_parts,produces,vagina*,NA,vagina*,vagina
item_211,basket,word,household,produces,basket,NA,basket,basket
item_212,blanket,word,household,produces,blanket,NA,blanket,blanket
item_213,bottle,word,household,produces,bottle,NA,bottle,bottle
item_214,bowl,word,household,produces,bowl,NA,bowl,bowl
item_215,box,word,household,produces,box,NA,box,box
item_216,broom,word,household,produces,broom,NA,broom,broom
item_217,brush,word,household,produces,brush,NA,brush,brush (object)
item_218,bucket,word,household,produces,bucket,NA,bucket,bucket
item_219,camera,word,household,produces,camera,NA,camera,camera
item_220,can.object,word,household,produces,can (object),NA,can (object),can (object)
item_221,clock,word,household,produces,clock,NA,clock,clock
item_222,comb,word,household,produces,comb,NA,comb,comb (object)
item_223,cup,word,household,produces,cup,NA,cup,cup
item_224,dish,word,household,produces,dish,NA,dish,dish
item_225,fork,word,household,produces,fork,NA,fork,fork
item_226,garbage,word,household,produces,garbage,NA,garbage,trash
item_227,glass,word,household,produces,glass,NA,glass,glass
item_228,glasses,word,household,produces,glasses,NA,glasses,glasses
item_229,hammer,word,household,produces,hammer,NA,hammer,hammer
item_230,jar,word,household,produces,jar,NA,jar,jar
item_231,keys,word,household,produces,keys,NA,keys,key
item_232,knife,word,household,produces,knife,NA,knife,knife
item_233,lamp,word,household,produces,lamp,NA,lamp,lamp
item_234,light,word,household,produces,light,NA,light,light (object)
item_235,medicine,word,household,produces,medicine,NA,medicine,medicine
item_236,money,word,household,produces,money,NA,money,money
item_237,mop,word,household,produces,mop,NA,mop,mop (object)
item_238,nail,word,household,produces,nail,NA,nail,nail (object)
item_239,napkin,word,household,produces,napkin,NA,napkin,napkin
item_240,paper,word,household,produces,paper,NA,paper,paper
item_241,penny,word,household,produces,penny,NA,penny,penny
item_242,picture,word,household,produces,picture,NA,picture,picture
item_243,pillow,word,household,produces,pillow,NA,pillow,pillow
item_244,plant,word,household,produces,plant,NA,plant,plant
item_245,plate,word,household,produces,plate,NA,plate,plate
item_246,purse,word,household,produces,purse,NA,purse,purse
item_247,radio,word,household,produces,radio,NA,radio,radio
item_248,scissors,word,household,produces,scissors,NA,scissors,scissors
item_249,soap,word,household,produces,soap,NA,soap,soap
item_250,spoon,word,household,produces,spoon,NA,spoon,spoon
item_251,tape,word,household,produces,tape,NA,tape,tape (object)
item_252,telephone,word,household,produces,telephone,NA,telephone,telephone
item_253,tissue,word,household,produces,tissue/kleenex,NA,tissue/kleenex,tissue
item_254,toothbrush,word,household,produces,toothbrush,NA,toothbrush,toothbrush
item_255,towel,word,household,produces,towel,NA,towel,towel
item_256,trash,word,household,produces,trash,NA,trash,trash
item_257,tray,word,household,produces,tray,NA,tray,tray
item_258,vacuum,word,household,produces,vacuum,NA,vacuum,vacuum
item_259,walker,word,household,produces,walker,NA,walker,walker
item_260,watch.object,word,household,produces,watch (object),NA,watch (object),watch (object)
item_261,basement,word,furniture_rooms,produces,basement,NA,basement,basement
item_262,bathroom,word,furniture_rooms,produces,bathroom,NA,bathroom,bathroom
item_263,bathtub,word,furniture_rooms,produces,bathtub,NA,bathtub,bathtub
item_264,bed,word,furniture_rooms,produces,bed,NA,bed,bed
item_265,bedroom,word,furniture_rooms,produces,bedroom,NA,bedroom,bedroom
item_266,bench,word,furniture_rooms,produces,bench,NA,bench,bench
item_267,chair,word,furniture_rooms,produces,chair,NA,chair,chair
item_268,closet,word,furniture_rooms,produces,closet,NA,closet,closet
item_269,couch,word,furniture_rooms,produces,couch,NA,couch,couch
item_270,crib,word,furniture_rooms,produces,crib,NA,crib,crib
item_271,door,word,furniture_rooms,produces,door,NA,door,door
item_272,drawer,word,furniture_rooms,produces,drawer,NA,drawer,drawer
item_273,dryer,word,furniture_rooms,produces,dryer,NA,dryer,dryer
item_274,garage,word,furniture_rooms,produces,garage,NA,garage,garage
item_275,high_chair,word,furniture_rooms,produces,high chair,NA,high chair,high chair
item_276,kitchen,word,furniture_rooms,produces,kitchen,NA,kitchen,kitchen
item_277,living_room,word,furniture_rooms,produces,living room,NA,living room,living room
item_278,oven,word,furniture_rooms,produces,oven,NA,oven,oven
item_279,play_pen,word,furniture_rooms,produces,play pen,NA,play pen,play pen
item_280,porch,word,furniture_rooms,produces,porch,NA,porch,porch
item_281,potty,word,furniture_rooms,produces,potty,NA,potty,potty
item_282,rocking_chair,word,furniture_rooms,produces,rocking chair,NA,rocking chair,rocking chair
item_283,refrigerator,word,furniture_rooms,produces,refrigerator,NA,refrigerator,refrigerator
item_284,room,word,furniture_rooms,produces,room,NA,room,room
item_285,shower,word,furniture_rooms,produces,shower,NA,shower,shower
item_286,sink,word,furniture_rooms,produces,sink,NA,sink,sink
item_287,sofa,word,furniture_rooms,produces,sofa,NA,sofa,couch
item_288,stairs,word,furniture_rooms,produces,stairs,NA,stairs,stairs
item_289,stove,word,furniture_rooms,produces,stove,NA,stove,stove
item_290,table,word,furniture_rooms,produces,table,NA,table,table
item_291,tv,word,furniture_rooms,produces,TV,NA,TV,TV
item_292,window,word,furniture_rooms,produces,window,NA,window,window
item_293,washing_machine,word,furniture_rooms,produces,washing machine,NA,washing machine,washing machine
item_294,backyard,word,outside,produces,backyard,NA,backyard,yard
item_295,cloud,word,outside,produces,cloud,NA,cloud,cloud
item_296,flag,word,outside,produces,flag,NA,flag,flag
item_297,flower,word,outside,produces,flower,NA,flower,flower
item_298,garden,word,outside,produces,garden,NA,garden,garden
item_299,grass,word,outside,produces,grass,NA,grass,grass
item_300,hose,word,outside,produces,hose,NA,hose,hose
item_301,ladder,word,outside,produces,ladder,NA,ladder,ladder
item_302,lawn_mower,word,outside,produces,lawn mower,NA,lawn mower,lawn mower
item_303,moon,word,outside,produces,moon,NA,moon,moon
item_304,pool,word,outside,produces,pool,NA,pool,pool
item_305,rain,word,outside,produces,rain,NA,rain,rain
item_306,rock,word,outside,produces,rock,NA,rock,rock (object)
item_307,roof,word,outside,produces,roof,NA,roof,roof
item_308,sandbox,word,outside,produces,sandbox,NA,sandbox,sandbox
item_309,shovel,word,outside,produces,shovel,NA,shovel,shovel
item_310,sidewalk,word,outside,produces,sidewalk,NA,sidewalk,sidewalk
item_311,sky,word,outside,produces,sky,NA,sky,sky
item_312,slide.object,word,outside,produces,slide (object),NA,slide (object),slide (object)
item_313,snow,word,outside,produces,snow,NA,snow,snow
item_314,snowman,word,outside,produces,snowman,NA,snowman,snowman
item_315,sprinkler,word,outside,produces,sprinkler,NA,sprinkler,sprinkler
item_316,star,word,outside,produces,star,NA,star,star
item_317,stick,word,outside,produces,stick,NA,stick,stick
item_318,stone,word,outside,produces,stone,NA,stone,stone
item_319,street,word,outside,produces,street,NA,street,street
item_320,sun,word,outside,produces,sun,NA,sun,sun
item_321,swing.object,word,outside,produces,swing (object),NA,swing (object),swing (object)
item_322,tree,word,outside,produces,tree,NA,tree,tree
item_323,water.not_beverage,word,outside,produces,water (not beverage),NA,water (not beverage),water (not beverage)
item_324,wind,word,outside,produces,wind,NA,wind,wind
item_325,beach,word,places,produces,beach,NA,beach,beach
item_326,camping,word,places,produces,camping,NA,camping,camping
item_327,church,word,places,produces,church*,NA,church*,church
item_328,circus,word,places,produces,circus,NA,circus,circus
item_329,country,word,places,produces,country,NA,country,country
item_330,downtown,word,places,produces,downtown,NA,downtown,downtown
item_331,farm,word,places,produces,farm,NA,farm,farm
item_332,gas_station,word,places,produces,gas station,NA,gas station,gas station
item_333,home,word,places,produces,home,NA,home,home
item_334,house,word,places,produces,house,NA,house,house
item_335,movie,word,places,produces,movie,NA,movie,movie
item_336,outside,word,places,produces,outside,NA,outside,outside
item_337,park,word,places,produces,park,NA,park,park
item_338,party,word,places,produces,party,NA,party,party
item_339,picnic,word,places,produces,picnic,NA,picnic,picnic
item_340,playground,word,places,produces,playground,NA,playground,playground
item_341,school,word,places,produces,school,NA,school,school
item_342,store,word,places,produces,store,NA,store,store
item_343,woods,word,places,produces,woods,NA,woods,forest
item_344,work.place,word,places,produces,work (place),NA,work (place),work (place)
item_345,yard,word,places,produces,yard,NA,yard,yard
item_346,zoo,word,places,produces,zoo,NA,zoo,zoo
item_347,aunt,word,people,produces,aunt,NA,aunt,aunt
item_348,baby,word,people,produces,baby,NA,baby,baby
item_349,babysitter,word,people,produces,babysitter,NA,babysitter,babysitter
item_350,babysitter_name,word,people,produces,babysitter's name,NA,babysitter's name,babysitter's name
item_351,boy,word,people,produces,boy,NA,boy,boy
item_352,brother,word,people,produces,brother,NA,brother,brother
item_353,child,word,people,produces,child,NA,child,child
item_354,clown,word,people,produces,clown,NA,clown,clown
item_355,cowboy,word,people,produces,cowboy,NA,cowboy,cowboy
item_356,daddy,word,people,produces,daddy*,NA,daddy*,daddy
item_357,doctor,word,people,produces,doctor,NA,doctor,doctor
item_358,fireman,word,people,produces,fireman,NA,fireman,firefighter
item_359,friend,word,people,produces,friend,NA,friend,friend
item_360,girl,word,people,produces,girl,NA,girl,girl
item_361,grandma,word,people,produces,grandma*,NA,grandma*,grandma
item_362,grandpa,word,people,produces,grandpa*,NA,grandpa*,grandpa
item_363,lady,word,people,produces,lady,NA,lady,lady
item_364,mailman,word,people,produces,mailman,NA,mailman,mailman
item_365,man,word,people,produces,man,NA,man,man
item_366,mommy,word,people,produces,mommy*,NA,mommy*,mommy
item_367,nurse,word,people,produces,nurse,NA,nurse,nurse
item_368,child_own_name,word,people,produces,child's own name,NA,child's own name,child's own name
item_369,people,word,people,produces,people,NA,people,people
item_370,person,word,people,produces,person,NA,person,person
item_371,pet_name,word,people,produces,pet's name,NA,pet's name,pet's name
item_372,police,word,people,produces,police,NA,police,police
item_373,sister,word,people,produces,sister,NA,sister,sister
item_374,teacher,word,people,produces,teacher,NA,teacher,teacher
item_375,uncle,word,people,produces,uncle,NA,uncle,uncle
item_376,bath,word,games_routines,produces,bath,NA,bath,bath
item_377,breakfast,word,games_routines,produces,breakfast,NA,breakfast,breakfast
item_378,bye,word,games_routines,produces,bye,NA,bye,bye
item_379,call,word,games_routines,produces,call (on phone),NA,call (on phone),call
item_380,dinner,word,games_routines,produces,dinner,NA,dinner,dinner
item_381,give_me_five,word,games_routines,produces,give me five!,NA,give me five!,give me five
item_382,gonna_get_you,word,games_routines,produces,gonna get you!,NA,gonna get you!,gonna get you
item_383,go_potty,word,games_routines,produces,go potty,NA,go potty,go potty
item_384,hello,word,games_routines,produces,hello,NA,hello,hello
item_385,hi,word,games_routines,produces,hi,NA,hi,hi
item_386,lunch,word,games_routines,produces,lunch,NA,lunch,lunch
item_387,nap,word,games_routines,produces,nap,NA,nap,nap
item_388,nightnight,word,games_routines,produces,night night,NA,good night,good night
item_389,no,word,games_routines,produces,no,NA,no,no
item_390,pattycake,word,games_routines,produces,pattycake,NA,pattycake,pattycake
item_391,peekaboo,word,games_routines,produces,peekaboo,NA,peekaboo,peekaboo
item_392,please,word,games_routines,produces,please,NA,please,please
item_393,shh,word,games_routines,produces,shh/shush/hush,NA,shh/shush/hush,shh
item_394,shopping,word,games_routines,produces,shopping,NA,shopping,shopping
item_395,snack,word,games_routines,produces,snack,NA,snack,snack
item_396,so_big,word,games_routines,produces,so big!,NA,so big!,so big
item_397,thank_you,word,games_routines,produces,thank you,NA,thank you,thank you
item_398,this_little_piggy,word,games_routines,produces,this little piggy,NA,this little piggy,this little piggy
item_399,turn_around,word,games_routines,produces,turn around,NA,turn around,turn around
item_400,yes,word,games_routines,produces,yes,NA,yes,yes
item_401,bite,word,action_words,produces,bite,NA,bite,bite
item_402,blow,word,action_words,produces,blow,NA,blow,blow
item_403,break,word,action_words,produces,break,NA,break,break
item_404,bring,word,action_words,produces,bring,NA,bring,bring
item_405,build,word,action_words,produces,build,NA,build,build
item_406,bump,word,action_words,produces,bump,NA,bump,bump
item_407,buy,word,action_words,produces,buy,NA,buy,buy
item_408,carry,word,action_words,produces,carry,NA,carry,carry
item_409,catch,word,action_words,produces,catch,NA,catch,catch
item_410,chase,word,action_words,produces,chase,NA,chase,chase
item_411,clap,word,action_words,produces,clap,NA,clap,clap
item_412,clean.action,word,action_words,produces,clean (action),NA,clean (action),clean (action)
item_413,climb,word,action_words,produces,climb,NA,climb,climb
item_414,close,word,action_words,produces,close,NA,close,close
item_415,cook,word,action_words,produces,cook,NA,cook,cook
item_416,cover,word,action_words,produces,cover,NA,cover,cover (action)
item_417,cry,word,action_words,produces,cry,NA,cry,cry
item_418,cut,word,action_words,produces,cut,NA,cut,cut
item_419,dance,word,action_words,produces,dance,NA,dance,dance
item_420,draw,word,action_words,produces,draw,NA,draw,draw
item_421,drink.action,word,action_words,produces,drink (action),NA,drink (action),drink (action)
item_422,drive,word,action_words,produces,drive,NA,drive,drive
item_423,drop,word,action_words,produces,drop,NA,drop,drop
item_424,dry.action,word,action_words,produces,dry (action),NA,dry (action),dry (action)
item_425,dump,word,action_words,produces,dump,NA,dump,dump
item_426,eat,word,action_words,produces,eat,NA,eat,eat
item_427,fall,word,action_words,produces,fall,NA,fall,fall
item_428,feed,word,action_words,produces,feed,NA,feed,feed
item_429,find,word,action_words,produces,find,NA,find,find
item_430,finish,word,action_words,produces,finish,NA,finish,finish
item_431,fit,word,action_words,produces,fit,NA,fit,fit
item_432,fix,word,action_words,produces,fix,NA,fix,fix
item_433,get,word,action_words,produces,get,NA,get,get
item_434,give,word,action_words,produces,give,NA,give,give
item_435,go,word,action_words,produces,go,NA,go,go
item_436,hate,word,action_words,produces,hate,NA,hate,hate
item_437,have,word,action_words,produces,have,NA,have,have
item_438,hear,word,action_words,produces,hear,NA,hear,hear
item_439,help,word,action_words,produces,help,NA,help,help
item_440,hide,word,action_words,produces,hide,NA,hide,hide
item_441,hit,word,action_words,produces,hit,NA,hit,hit
item_442,hold,word,action_words,produces,hold,NA,hold,hold
item_443,hug,word,action_words,produces,hug,NA,hug,hug
item_444,hurry,word,action_words,produces,hurry,NA,hurry,hurry
item_445,jump,word,action_words,produces,jump,NA,jump,jump
item_446,kick,word,action_words,produces,kick,NA,kick,kick
item_447,kiss,word,action_words,produces,kiss,NA,kiss,kiss
item_448,knock,word,action_words,produces,knock,NA,knock,knock
item_449,lick,word,action_words,produces,lick,NA,lick,lick
item_450,like,word,action_words,produces,like,NA,like,like
item_451,listen,word,action_words,produces,listen,NA,listen,listen
item_452,look,word,action_words,produces,look,NA,look,look
item_453,love,word,action_words,produces,love,NA,love,love
item_454,make,word,action_words,produces,make,NA,make,make
item_455,open,word,action_words,produces,open,NA,open,open (action)
