Baby_ID,data_age,Today_Date,Age (days),LangExpEng (%),LangExpFr (%),LangExpOther (%),OtherLang,airplane,alligator,animaleng,ankle,ant,apple,applesauce,arm,aunt,baa baa,baby,babysitter,babysitters name,backyard,ball,balloon,banana,basement,basket,bat,bathroom,bathtub,beach,beads,beans,bear,bed,bedroom,bee,belly button,belt,bench,bib,bicycle,bird,blanket,block,boat,book,boots,bottle,bowl,box,boy,bread,broom,brother,brush,bubbles,bucket,bug,bunny,bus,butter,butterfly,buttocksbottom,button,cake,camera,campingeng,candy,canhouseholditem,car,carrots,cat,cereal,chair,chalk,cheek,cheerioseng,cheese,chickenanimal,chickenfood,child,childs own name,chin,chocolate,choo choo,church,circus,clock,closet,cloud,clowneng,coat,cockadoodledoo,coffee,cokeeng,comb,cookie,corn,couch,country,cow,cowboyeng,cracker,crayoneng,crib,cup,daddy,deer,diaper,dish,doctor,dog,doll,donkey,donut,door,downtown,drawer,dress,drinkfood,dryer,duck,ear,egg,elephant,eye,face,farm,feet,finger,fireman,firetruck,fishanimal,fishfood,flag,flower,food,fork,french fries,friend,frog,game,garageeng,garbage,garden,gas station,giraffe,girl,glass,glasses,gloves,glue,goose,grandma,grandpa,grapes,grass,green beans,grreng,gum,hair,hamburgereng,hammer,hand,hat,head,helicopter,hen,high chair,home,horse,hose,house,ice,ice cream,jacket,jar,jeanseng,jelloeng,jelly,juice,keys,kitchen,kitty,knee,knife,ladder,lady,lamb,lamp,lawn mower,leg,light,lioneng,lips,living room,lollipop,mailman,man,meat,medicine,meloneng,meow,milk,mittens,mommy,money,monkey,moo,moon,moose,mop,motorcycle,mouse,mouth,movie,muffineng,nail,napkin,necklace,noodles,nose,nurse,nuts,orangefood,ouch,outside,oven,owiebooboo,owl,pajamas,pancake,pants,paper,park,party,peanut butter,peas,pen,pencil,penguin,penis,penny,people,person,pets name,pickle,picnic,picture,pig,pillow,pizzaeng,plant,plate,play dough,play pen,playground,policeeng,pony,pool,popcorneng,popsicleeng,porch,potato,potato chip,potty,present,pretzel,pudding,pumpkin,puppy,purse,puzzle,quack quack,radioeng,rain,raisineng,refrigerator,rock,rocking chair,roof,room,rooster,salt,sandbox,sandwicheng,sauceeng,scarf,school,scissors,sheep,shirt,shoe,shorts,shoulder,shovel,shower,sidewalk,sink,sister,sky,sled,slideoutsidethings,slipper,sneaker,snow,snowman,snowsuit,soap,sock,sodapop,sofa,soup,spaghettieng,spoon,sprinkler,squirrel,stairs,star,stick,stone,store,story,stove,strawberry,street,stroller,sun,sweater,swingoutsidethings,tableeng,tape,teacher,teddybear,telephone,tiger,tights,tissuekleenex,toasteng,toe,tongue,tooth,toothbrush,towel,toy,tractor,traineng,trash,tray,tree,tricycleeng,truck,tummy,tuna,turkey,turtle,TV,uh oh,uncle,underpants,vacuum,vagina,vanilla,vitamins,vroom,walker,washing machine,watchhouseholditems,waterfood,wateroutsidethings,wind,window,wolf,woods,woof woof,workplacestogo,yard,yogurt,yum yum,zebra,zipper,zooeng,a,a lot,about,above,after,all,allgone,am,an,andconnectingwords,another,any,are,around,asleep,at,awake,away,back,bad,bath,be,because,before,behind,beside,better,big,bite,black,blow,blue,break,breakfast,bring,broken,brown,build,bump,but,buy,by,bye,callonphone,canhelpingverbs,careful,carry,catch,chase,clap,cleanaction,cleandescriptivewords,climb,close,cold,cook,could,cover,cry,cut,cute,dance,dark,day,diddidya,dinner,dirty,do,does,dont,down,draw,drinkaction,drive,drop,dryaction,drydescriptiveword,dump,each,eat,empty,every,fall,fast,feed,find,fine,finish,first,fit,fix,for,full,gentle,get,give,give me five,go,go potty,gonna get you,gonnagointo,good,gottagotto,green,haftahaveto,happy,hard,hate,have,he,hear,heavy,hello,help,her,here,hers,hi,hide,high,him,his,hit,hold,hot,how,hug,hungry,hurry,hurt,I,if,insidein,into,is,it,jump,kick,kiss,knock,last,later,lemmeletme,lick,like,listen,little,long,look,loud,love,lunch,mad,make,me,mine,more,morning,much,my,myself,nap,naughty,needneedto,new,next to,nice,night,night night,no,noisy,none,notarticles,now,of,off,old,on,on top of,open,orangedescriptiveword,otherarticles,our,out,over,paint,patty cake,peekaboo,pick,play,please,poor,pour,pretend,pretty,pull,push,put,quiet,read,red,ride,rip,run,sad,same,say,scared,see,shake,share,she,shhshushhush,shopping,show,sick,sing,sit,skate,sleep,sleepy,slideaction,slow,smile,snack,so,so big,soft,some,spill,splash,stand,stay,sticky,stop,stuck,sweep,swim,swingaction,take,talk,taste,tear,thank you,that,the,their,them,then,there,these,they,think,thirsty,this,this little piggy,those,throw,tickle,time,tiny,tired,to,today,tomorrow,tonight,too,touch,trytryto,turn around,under,up,us,wait,wake,walk,wannawanto,was,wash,watchaction,we,were,wet,what,when,where,which,white,who,why,will,windy,wipe,wish,with,workaction,would,write,yellow,yes,yesterday,you,your,yourself,yucky,B1Eng,B2Eng,B3Eng,B4Eng,B5Eng,C1Eng,C2Eng,C3Eng,C4Eng,D-Nouns,D-Verbs,E-Nouns,E-Verbs,E1Eng,E21Eng,E22Eng,E23Eng,F10Eng,F11Eng,F12Eng,F13Eng,F14Eng,F15Eng,F16Eng,F17Eng,F18Eng,F19Eng,F1Eng,F20Eng,F21Eng,F22Eng,F23Eng,F24Eng,F25Eng,F26Eng,F27Eng,F28Eng,F29Eng,F2Eng,F30Eng,F31Eng,F32Eng,F33Eng,F34Eng,F35Eng,F36Eng,F37Eng,F3Eng,F4Eng,F5Eng,F6Eng,F7Eng,F8Eng,F9Eng
1509,26,2/2/2013,785,96.37,3.65,,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,,,1,,1,,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,1,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,"teeth
feet
mice","ate
bought
broke
came
drank
fell
flew
got
had
heard
held
lost
made
ran
sat 
saw
took
went",mans,"doed
blowed
getted
taked",Often,The princesses at the castle,The kitty went down get her food,That's about the spiderman,Doggie kiss me,Daddy pick me up,Kitty go away,Doggie on table,That's my truck,Baby crying,Can you fix it?,"Read me story, Mommy",Don't wash dolly,Want juice in there,Two shoes,There's a kitty,Wanna go bye-bye,Where did mommy go?,Coffee hot,I can't do it,I like read stories,Don't read book,Turn on light,I want that,Want cookies and milk,Two foot,Cookie for mommy,Baby want to eat,Lookit me dancing!,Lookit!,Where's my dolly name Sam?,Me and Paul made this,I sing song for you,Baby crying cuz she's sad,Daddy's car,Kitty sleeping,I make tower,I fell down,More cookies!,These my teeth,Baby's blanket
2116,24,8/16/2012,742,90,5,15,Greek,1,,1,,1,1,,1,1,1,1,,,,1,1,1,,,1,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,,1,,1,1,,,,1,1,,,,1,1,1,1,,1,,1,,,,1,1,1,,1,,1,1,1,,,1,,,1,1,,1,1,1,1,1,1,,1,1,,,1,1,,1,1,1,1,1,,1,,1,,,1,1,1,1,1,,,1,1,1,1,,,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,,,,,1,1,1,,,1,,,1,1,,1,1,1,1,1,,,,1,,,,1,,1,1,1,1,1,,1,,,1,1,,,,1,1,1,,,1,1,1,,1,,,,1,1,1,,1,,1,,,,1,1,,,,,1,1,1,1,,,,,,,1,1,1,1,,,,1,1,1,,,,1,1,1,1,1,,1,,,,1,,1,,1,,,,1,1,1,1,1,,,1,,,1,1,,1,,,1,,,1,1,,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,,1,,,1,1,1,,,1,1,1,1,1,1,1,,1,,,1,,1,1,,,1,1,1,1,,,,,,,,,,1,1,1,1,,,,,,1,1,1,,,,1,,,1,1,1,,,,,,1,,,,,,1,1,1,,,,,,1,1,1,1,1,1,,,1,1,1,1,,,1,,1,1,1,,,1,,,1,1,,1,1,,,,1,1,1,1,1,1,,,1,1,,,1,1,1,1,,,,,,1,,,1,1,1,1,1,1,,,1,,1,,1,1,1,1,1,1,,1,,1,,1,,,1,,1,1,1,1,,,,1,1,1,,,1,1,1,,1,1,1,1,1,,,,,1,1,1,1,,,1,1,1,1,1,,,1,,1,,1,1,,1,1,1,,1,,1,,,1,,1,1,1,1,,1,,1,,1,,,,1,1,,,,,,1,1,,1,1,,,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1,,1,,1,1,,1,,1,,1,,1,1,,,1,,1,1,,1,1,1,1,,1,1,1,,1,,,,,,,,,1,1,,1,,1,1,,,1,,,,,1,1,,1,,1,,1,1,1,,,1,1,,,1,1,1,1,,1,,1,,1,1,,1,,,1,1,1,,1,1,,1,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Not Yet,"children
feet
men
teeth","lost
ran
saw
took",,,Often,Help me auntie Bern,Mommy put on shoes,Run mommy run,Doggie kiss me,Daddy pick me up,Kitty go away,Doggie table,That's my truck,Baby is crying,You fix it?,"Read me story, Mommy",No wash dolly,Want more juice,Two shoes,,Go bye-bye,Where mommy go?,Coffee hot,I no do it,I like read stories,Don't read book,Turn on light,I want that,Want cookies,Two feet,Cookie mommy,Baby want eat,Lookit me dancing!,Lookit!,Where's my dolly?,We made this,I sing song,Baby crying,Daddy's car,Kitty sleeping,I making tower,I fall down,More cookie!,These my teeth,Baby's blanket
1513,27,3/2/2013,813,97.48,2.53,,,1,,1,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,Often,Often,Often,Often,Often,Often,Often,Often,Often,teeth,"ate
broke
came
got
made
ran
saw
went",,,Often,where does this one go?,no diaper change,"no mama, dada, baby movie watch.",Doggie kiss me,Daddy pick me up,Kitty go away,Doggie on table,,Baby crying,You fix it?,,No wash dolly,,Two shoes,,Go bye-bye,Where mommy go?,,,,,,,Want cookies and milk,Two feet,Cookie mommy,,Lookit me!,Lookit!,Where's my dolly?,We made this,I sing song,Baby crying,Daddy's car,,,,More cookies!,,Baby's blanket
4875,27,12/2/2013,829,91.61,8.39,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,1,1,,,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,1,,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,,1,,1,1,1,1,,1,1,,,1,,1,1,,,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,1,1,,1,,1,1,,1,,1,1,1,1,1,1,,,,1,1,,1,1,1,1,,,,,,1,,1,1,1,1,,1,1,1,,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,,1,,1,,1,,1,1,1,,1,,,,,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,,1,1,,,,,,1,,,1,1,,1,,1,1,1,1,1,1,1,,1,,,,1,1,1,,1,,,1,,1,1,,1,,1,1,1,,,1,,1,,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,,1,1,,1,,,1,,,,,,1,,1,1,1,1,,,1,1,,1,1,1,1,1,,1,,,,,1,,,1,,,,,1,1,,,1,1,1,,,,,,1,1,1,1,,1,,1,1,,1,1,1,,,,1,1,1,1,1,1,,1,1,1,,1,1,,,,1,,,1,,1,1,1,,,,,1,1,1,1,,1,,,,1,,,1,,,,,,1,,,,1,1,,,,1,1,,,1,,1,,1,,1,,,1,,1,1,,,,1,,,,,1,,1,,1,1,,,,,,,,1,1,1,1,,,,,,1,1,,,1,,1,1,,,1,,1,1,,,1,1,,,,,1,1,1,1,,,,1,,1,,1,,1,1,,,,,1,1,1,,1,1,,,,,,1,,1,1,1,,,1,1,,,,,,1,,1,1,,,1,1,,1,1,1,,,1,,,1,,,1,1,1,1,1,,,1,1,,1,,,1,1,,,,,,,,,1,1,1,1,,1,,,1,,1,1,1,1,,,,,,,,,1,,,,,,,1,1,,1,,1,,1,,,,,,1,,,1,1,1,1,,,,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Not Yet,"children
feet
mice
teeth","broke
fell
got
lost
saw","feets
sockses
teeths",,Often,The cow jumped over the moon.,Mommy go to work.,Go see Debi and Megan and play.,Doggie kiss me,Daddy pick me up,Kitty go away,Doggie on table,That my truck,Baby crying,Can you fix it?,"Read me a story, Mommy",No wash dolly,Want juice in there,Two shoes,There's a kitty,Go bye-bye,Where did mommy go?,Coffee hot,I can't do it,I like to read stories,Don't read book,Turn on light,I want that,Want cookies and milk,Two feet,Cookie for mommy,Baby want to eat,Lookit me!,Lookit!,Where's my dolly name Sam?,Me and Paul made this,I sing song,Baby crying,Daddy's car,Kitty sleeping,I making tower,I fall down,More cookies!,These my teeth,Baby blanket
4875,20,4/28/2013,611,90.84,9.17,,,,,,,,1,,,,1,1,,1,,1,1,1,,,,,,,,,1,,,1,,,,1,,1,,,1,1,1,,,,,,,,,1,,,,,,1,,1,,,,,,1,1,1,,,,,,1,1,1,,1,,,,,,,,,,,1,,,,1,1,,,1,,1,1,,,1,,,,,1,,1,,,,,,,,1,1,,1,,,1,1,,,,1,1,,,,,1,,,,,,,,1,,,,,,1,1,1,,1,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,,1,,1,1,1,,,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,1,,,1,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,1,,1,,,,Sometimes,Sometimes,Often,Often,Often,Not Yet,Not Yet,Not Yet,Not Yet,"teeth
feet",,teeths,,Often,Bye bye dog/daddy/grandma/toys...,Pun pun daddy.,,,,,,,,You fix it?,,,Want more juice,Two shoes,There a kitty,Go bye-bye,,,,,,,,,Two foot,Cookie mommy,,,,,,,,Daddy car,Kitty sleep,,,More cookie!,,
5072,25,3/29/2014,751,92,8,,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,,,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,,,,1,,1,,1,,1,1,1,1,1,,1,1,1,1,,1,,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,1,,1,,,,1,1,1,,,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,1,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,1,,,1,,1,1,,,1,,,1,,1,1,,,1,,,,1,,1,1,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,,1,,1,1,1,,,1,1,,,1,1,,1,1,1,,1,1,,,,1,1,1,1,1,,,,,1,,,1,,,1,,1,,,1,,,1,1,1,1,1,1,1,,1,,1,,1,,,1,,1,,1,1,,1,,1,1,,,,1,1,1,,1,,,1,1,,1,,,,1,1,1,,,,,1,1,,1,,1,1,1,1,1,1,,,1,1,,,1,1,,1,1,,1,1,1,1,,,,,,1,1,1,1,1,1,,,1,,,,1,,1,1,,,,,,,,1,1,1,1,1,,1,1,,1,1,1,,,1,,,,1,,1,1,,,,1,1,,1,,,,1,,1,1,1,,,,,,1,1,,1,,,,,,,,,,1,,1,,1,1,,,1,,1,,,1,,,1,,1,,,,1,1,,1,,,,1,1,1,1,,1,1,1,,1,,,,1,,,1,1,,,,,1,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Often,Often,Not Yet,"feet
teeth",,,,Often,Win wants wear new hat,That one orange shirt,I put that one there,Doggie kiss me,Daddy pick me up,Kitty go away,Doggie on table,That my truck,Baby crying,You fix it?,"Read me story, Mommy",No wash dolly,Want more juice,Two shoes,There a kitty,Go bye-bye,Where mommy go?,Coffee hot,I can't do it,I like read stories,Don't read book,Turn on light,I want that,Want cookies,,Cookie for mommy,Baby want eat,Lookit me!,Lookit!,Where's my dolly?,We made this,I sing song,Baby crying,Daddy's car,Kitty sleeping,I make tower,I fell down,More cookie!,These my teeth,Baby blanket
5198,25,4/10/2014,750,91,9,,,,,,,,1,,1,1,1,1,,,,1,1,1,,1,,1,1,,,,,1,1,,,1,,,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,,,,1,,,,1,1,,,1,,1,,1,,1,,,,1,1,1,,1,,1,1,1,,,1,,,,,,,1,,,1,,,,,,1,1,1,,1,,,1,,,,1,,1,,,1,1,,1,,1,1,,1,1,,,1,1,,1,1,1,,,,1,1,1,,,,,,,1,,,1,,1,,,,,1,,,1,1,1,,,,1,,,1,1,,1,,,,,1,1,1,,,,,,,,,,1,1,1,1,,,,1,1,,1,1,1,1,1,1,,,,1,,,,1,,,,,1,1,,,1,1,1,1,1,,1,,1,1,,1,,,1,,,1,,,,,,,1,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,,,,1,,,1,1,,,,1,,,1,1,,,,,1,1,,1,1,,1,1,,1,,,1,1,,,1,,1,,1,,,,,1,,1,,1,,,,,1,1,1,1,1,,,1,,,,,,1,,,,1,1,1,,,,,,,,,,1,1,1,1,,,1,1,,,,,1,,,,,,,,1,,,,1,,,1,,,,1,,1,1,,,,,,,,1,,1,,1,,1,1,,,1,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,,1,1,1,,1,,,,,1,1,,,1,,1,1,1,,,1,,1,,,1,1,,1,,1,,,1,,,1,1,1,1,1,,1,,1,,,,,,,,,1,,1,1,,1,,1,1,,,,1,1,1,1,1,,1,1,,,,,,,1,1,1,,,1,1,,,1,,,1,,1,1,1,1,,1,,1,,1,,1,,,,,,1,1,1,,,,,,1,,1,1,1,,,,1,,,,1,,1,1,,1,,,,1,1,,,,1,,1,,,,,1,1,,,1,,,,1,1,,1,,1,1,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,1,,,1,,,,,,,,,1,1,1,1,1,1,,,,1,1,,1,1,,,1,1,,,,,1,,,,1,,,,,1,,1,,1,1,,,Sometimes,Not Yet,Sometimes,Often,Often,Not Yet,Not Yet,Sometimes,Sometimes,men,"came
fell
lost","shoeses
sockses",,Sometimes,more please,time to go                      here is kadirah/baby,I wanna go home.                 etc...,Doggie kissed me,,Kitty go away,,,Baby crying,Can you fix it?,,,Want more juice,Two shoe,,,,,,,Don't want you read that book,Turn on light,,,,,Baby want eat,Lookit me!,,,,,Baby crying cuz she's sad,Daddy's car,Kitty sleeping,,,More cookie!,These my teeth,Baby's blanket
5203,25,4/12/2014,765,96,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
