itemID,definition,uni_lemma,category,item,type,choices,gloss
item_1,bras,arm,body_parts,bras,word,understands; produces,
item_2,bouche,mouth,body_parts,bouche,word,understands; produces,
item_3,bobo,owie,body_parts,bobo,word,understands; produces,
item_4,bedaine/ventre,tummy,body_parts,bedaine/ventre,word,understands; produces,
item_5,zip/fermeture-éclair,zipper,clothing,zip/fermeture-eclair,word,understands; produces,
item_6,soulier,shoe,clothing,soulier,word,understands; produces,
item_7,robe,dress (object),clothing,robe,word,understands; produces,
item_8,pyjama,pajamas,clothing,pyjama,word,understands; produces,
item_9,pantalon,pants,clothing,pantalon,word,understands; produces,
item_10,manteau,coat,clothing,manteau,word,understands; produces,
item_11,jeans,jeans,clothing,jeans,word,understands; produces,
item_12,couche,diaper,clothing,couche,word,understands; produces,
item_13,collier,necklace,clothing,collier,word,understands; produces,
item_14,chemise,shirt,clothing,chemise,word,understands; produces,
item_15,chapeau,hat,clothing,chapeau,word,understands; produces,
item_16,chandail,sweater,clothing,chandail,word,understands; produces,
item_17,bouton,button,clothing,bouton,word,understands; produces,
item_18,bottes,boots,clothing,bottes,word,understands; produces,
item_19,bavette,bib,clothing,bavette,word,understands; produces,
item_20,bas,sock,clothing,bas,word,understands; produces,
item_21,viande,meat,food_drink,viande,word,understands; produces,
item_22,toast/rôtie,toast,food_drink,toast/r^otie,word,understands; produces,
item_23,spaghetti,pasta,food_drink,spaghetti,word,understands; produces,
item_24,raisin sec,raisin,food_drink,raisin_sec,word,understands; produces,
item_25,raisin,grapes,food_drink,raisin,word,understands; produces,
item_26,poulet,chicken (food),food_drink,poulet,word,understands; produces,
item_27,pomme,apple,food_drink,pomme,word,understands; produces,
item_28,poisson (food),fish (food),food_drink,poisson,word,understands; produces,
item_29,pois,peas,food_drink,pois,word,understands; produces,
item_30,pizza,pizza,food_drink,pizza,word,understands; produces,
item_31,pain,bread,food_drink,pain,word,understands; produces,
item_32,orange,orange (food),food_drink,orange,word,understands; produces,
item_33,oeuf,egg,food_drink,oeuf,word,understands; produces,
item_34,nourriture,food,food_drink,nourriture,word,understands; produces,
item_35,nouilles/pâtes,pasta,food_drink,nouilles/p^ates,word,understands; produces,
item_36,lait,milk,food_drink,lait,word,understands; produces,
item_37,jus,juice,food_drink,jus,word,understands; produces,
item_38,gâteau,cake,food_drink,g^ateau,word,understands; produces,
item_39,fromage,cheese,food_drink,fromage,word,understands; produces,
item_40,eau (beverage),water (beverage),food_drink,eau,word,understands; produces,
item_41,crème glacée,ice cream,food_drink,cr`eme_glacee,word,understands; produces,
item_42,cheerios,cheerios,food_drink,cheerios,word,understands; produces,
item_43,céréales,cereal,food_drink,cereales,word,understands; produces,
item_44,carotte,carrots,food_drink,carotte,word,understands; produces,
item_45,café,coffee,food_drink,cafe,word,understands; produces,
item_46,bonbon,candy,food_drink,bonbon,word,understands; produces,
item_47,biscuit soda,cracker,food_drink,biscuit_soda,word,understands; produces,
item_48,biscuit,cookie,food_drink,biscuit,word,understands; produces,
item_49,beurre,butter,food_drink,beurre,word,understands; produces,
item_50,banane,banana,food_drink,banane,word,understands; produces,
item_51,toutou,teddybear,toys,toutou,word,understands; produces,
item_52,poupée,doll,toys,poupee,word,understands; produces,
item_53,livre,book,toys,livre,word,understands; produces,
item_54,jouet,toy (object),toys,jouet,word,understands; produces,
item_55,crayon/stylo,pen/pencil,toys,crayon/stylo,word,understands; produces,
item_56,bulles,bubbles,toys,bulles,word,understands; produces,
item_57,bloc,block,toys,bloc,word,understands; produces,
item_58,ballon,ball,toys,ballon,word,understands; produces,
item_59,balle,ball,toys,balle,word,understands; produces,
item_60,train,train,vehicles,train,word,understands; produces,
item_61,poussettte,stroller,vehicles,poussettte,word,understands; produces,
item_62,moto,motorcycle,vehicles,moto,word,understands; produces,
item_63,camion de pompier,firetruck,vehicles,camion_de_pompier,word,understands; produces,
item_64,camion,truck,vehicles,camion,word,understands; produces,
item_65,bicyclette,bicycle,vehicles,bicyclette,word,understands; produces,
item_66,avion,airplane,vehicles,avion,word,understands; produces,
item_67,autobus,bus,vehicles,autobus,word,understands; produces,
item_68,auto,car,vehicles,auto,word,understands; produces,
item_69,vache,cow,animals,vache,word,understands; produces,
item_70,tortue,turtle,animals,tortue,word,understands; produces,
item_71,tigre,tiger,animals,tigre,word,understands; produces,
item_72,souris,mouse,animals,souris,word,understands; produces,
item_73,singe,monkey,animals,singe,word,understands; produces,
item_74,poule,chicken (animal),animals,poule,word,understands; produces,
item_75,poisson (animal),fish (animal),animals,poisson,word,understands; produces,
item_76,papillon,butterfly,animals,papillon,word,understands; produces,
item_77,ourson/nounours,teddybear,animals,ourson/nounours,word,understands; produces,
item_78,ours,bear,animals,ours,word,understands; produces,
item_79,oiseau,bird,animals,oiseau,word,understands; produces,
item_80,mouton,sheep,animals,mouton,word,understands; produces,
item_81,lion,lion,animals,lion,word,understands; produces,
item_82,lapin,bunny,animals,lapin,word,understands; produces,
item_83,hibou,owl,animals,hibou,word,understands; produces,
item_84,grenouille,frog,animals,grenouille,word,understands; produces,
item_85,girafe,giraffe,animals,girafe,word,understands; produces,
item_86,éléphant,elephant,animals,elephant,word,understands; produces,
item_87,écureuil,squirrel,animals,ecureuil,word,understands; produces,
item_88,cochon,pig,animals,cochon,word,understands; produces,
item_89,petit chien,puppy,animals,petit_chien,word,understands; produces,
item_90,chien,dog,animals,chien,word,understands; produces,
item_91,cheval,horse,animals,cheval,word,understands; produces,
item_92,petit minou,kitty,animals,petit_minou,word,understands; produces,
item_93,chat,cat,animals,chat,word,understands; produces,
item_94,canard,duck,animals,canard,word,understands; produces,
item_95,bibitte,bug,animals,bibitte,word,understands; produces,
item_96,animal,animal,animals,animal,word,understands; produces,
item_97,âne,donkey,animals,^ane,word,understands; produces,
item_98,abeille,bee,animals,abeille,word,understands; produces,
item_99,wouf wouf,woof woof,sounds,wouf_wouf,word,understands; produces,
item_100,vroum,vroom,sounds,vroum,word,understands; produces,
item_101,tchou tchou,choo choo,sounds,tchou_tchou,word,understands; produces,
item_102,aïe,ouch,sounds,"a""ie",word,understands; produces,
item_103,oh oh,uh oh,sounds,oh_oh,word,understands; produces,
item_104,miam miam,yum yum,sounds,miam_miam,word,understands; produces,
item_105,miaou,meow,sounds,miaou,word,understands; produces,
item_106,meuh,moo,sounds,meuh,word,understands; produces,
item_107,grrrr,grrr,sounds,grrrr,word,understands; produces,
item_108,coin coin,quack quack,sounds,coin_coin,word,understands; produces,
item_109,cocorico,cockadoodledoo,sounds,cocorico,word,understands; produces,
item_110,bêêêê bêêêê,baa baa,sounds,b^e^e^e^e_b^e^e^e^e,word,understands; produces,
item_111,cheveux,hair,body_parts,cheveux,word,understands; produces,
item_112,dent,tooth,body_parts,dent,word,understands; produces,
item_113,doigt,finger,body_parts,doigt,word,understands; produces,
item_114,genou,knee,body_parts,genou,word,understands; produces,
item_115,jambe,leg,body_parts,jambe,word,understands; produces,
item_116,joue,cheek,body_parts,joue,word,understands; produces,
item_117,langue,tongue,body_parts,langue,word,understands; produces,
item_118,main,hand,body_parts,main,word,understands; produces,
item_119,moustache,mustache,body_parts,moustache,word,understands; produces,
item_120,nez,nose,body_parts,nez,word,understands; produces,
item_121,nombril,belly button,body_parts,nombril,word,understands; produces,
item_122,yeux,eye,body_parts,yeux,word,understands; produces,
item_123,oreille,ear,body_parts,oreille,word,understands; produces,
item_124,orteil,toe,body_parts,orteil,word,understands; produces,
item_125,pied,foot,body_parts,pied,word,understands; produces,
item_126,tête,head,body_parts,t^ete,word,understands; produces,
item_127,visage,face,body_parts,visage,word,understands; produces,
item_128,bain (object),bathtub,furniture_rooms,bain,word,understands; produces,
item_129,bassinette/berceau,crib,furniture_rooms,bassinette/berceau,word,understands; produces,
item_130,chaise,chair,furniture_rooms,chaise,word,understands; produces,
