itemID,item,type,category_ja,category,definition,definition_ja2,gloss,uni_lemma
item_360,L14,word,人々,people,おばさん,Obasan,Aunt,aunt
item_361,L15,word,人々,people,お姫様,Ohimesama,Princess,princess
item_362,L16,word,人々,people,おまわりさん,Omawarisan,Policeman,policeman
item_363,L17,word,人々,people,看護婦さん,Kangofusan,Nurse,nurse
item_364,L18,word,人々,people,キャラクターの名前（アンパンマン等）,Particular_character_name,Particular_character_name,
item_365,L19,word,人々,people,きょうだいの名前,Particular_sibling_name,Particular_sibling_name,
item_366,L20,word,人々,people,こども（子ども）,Kodomo,Child,child
item_367,L21,word,人々,people,自分の名前,Own_name,Own_name,child's own name
item_368,L22,word,人々,people,せんせい（先生）,Sensei,Teacher,teacher
item_369,L23,word,人々,people,先生の名前,Particular_teacher_name,Particular_teacher_name,
item_370,L24,word,人々,people,友だちの名前,Particular_friend_name,Particular_friend_name,
item_371,L25,word,人々,people,パパ,Papa,Daddy,daddy
item_372,L26,word,人々,people,人,Hito,People,people
item_373,L27,word,人々,people,ペットの名前,Particular_pet_name,Particular_pet_name,
item_374,L28,word,人々,people,ママ,Mama,Mom,mommy
item_375,L29,word,人々,people,郵便屋さん,Yuubinyasan,Postman,postman
item_376,M1,word,日課とあいさつ,games_routines,ありがとう,Arigatou,Thank_you,thank you
item_377,M2,word,日課とあいさつ,games_routines,いただきます,Itadakimasu,Let’s_eat,
item_378,M3,word,日課とあいさつ,games_routines,いってらっしゃい,Itterassyai,Have_a_good_day,
item_379,M4,word,日課とあいさつ,games_routines,（イナイイナイ）バー,Inaiinaibaa,Peekaboo,peekaboo
item_380,M5,word,日課とあいさつ,games_routines,うんち,Unchi,Poop,poop
item_381,M6,word,日課とあいさつ,games_routines,おうた（お歌）,Outa,Song,song
item_382,M7,word,日課とあいさつ,games_routines,お買いもの,Okaimono,Shopping,shopping
item_383,M8,word,日課とあいさつ,games_routines,おしっこ,Oshikko,Pee,pee
item_384,M9,word,日課とあいさつ,games_routines,おしまい,Oshimai,End,end
item_385,M10,word,日課とあいさつ,games_routines,おはよう,Ohayou,Good_morning,good morning
item_386,M11,word,日課とあいさつ,games_routines,おふろ（入浴）,Ofuro,Bath,bath
item_387,M12,word,日課とあいさつ,games_routines,おやすみ,Oyasumi,Good_night,good night
item_388,M13,word,日課とあいさつ,games_routines,おやつ,Oyatsu,Snack,snack
item_389,M14,word,日課とあいさつ,games_routines,ごちそうさま,Gochisousama,Thank_you_for_the_meal,
item_390,M15,word,日課とあいさつ,games_routines,ごはん（食事）,Gohan,Meal,meal
item_391,M16,word,日課とあいさつ,games_routines,ごめんなさい,Gomennasai,Sorry,sorry
item_392,M17,word,日課とあいさつ,games_routines,こんにちは,Konnichiwa,Hello,hello
item_393,M18,word,日課とあいさつ,games_routines,シー（静かに）,Shii,Shush,shh
item_394,M19,word,日課とあいさつ,games_routines,じゃんけんぽん,Jankenpon,Rock_paper_scissors,rock paper scissors
item_395,M20,word,日課とあいさつ,games_routines,だめ,Dame,No_good,don't
item_396,M21,word,日課とあいさつ,games_routines,ちょうだい,Choudai,Give_me,give me
item_397,M22,word,日課とあいさつ,games_routines,どうぞ,Douzo,Here_you_are,
item_398,M23,word,日課とあいさつ,games_routines,はい,Hai,Yes,yes
item_399,M24,word,日課とあいさつ,games_routines,バイバイ,BaiBai,Bye_bye,bye
item_400,M25,word,日課とあいさつ,games_routines,はみがき（歯磨き）,Hamigaki,Teethbrushing,brush teeth
item_401,N1,word,動作語,action_words,あがる,Agaru,Go_up ,go up
item_402,N2,word,動作語,action_words,あける（開ける）,Akeru,Open,open (action)
item_403,N3,word,動作語,action_words,あげる,Ageru,Rise,lift (action)
item_404,N4,word,動作語,action_words,あそぶ（遊ぶ）,Asobu,Play,play
item_405,N5,word,動作語,action_words,あらう（洗う）,Arau,Wash,wash
item_406,N6,word,動作語,action_words,ある,Aru,Exist,be
item_407,N7,word,動作語,action_words,あるく（歩く）,Aruku,Walk,walk
item_408,N8,word,動作語,action_words,いう（言う）,Iu,Say,say
item_409,N9,word,動作語,action_words,行く,Iku,Go,go
item_410,N10,word,動作語,action_words,いる（要る）,Iru,Need,need
item_411,N11,word,動作語,action_words,いる（居る）,Iru,Be_there,
item_412,N12,word,動作語,action_words,いれる（入れる）,Ireru,Put_in,put in
item_413,N13,word,動作語,action_words,うたう（歌う）,Utau,Sing,sing
item_414,N14,word,動作語,action_words,おきる（起きる）,Okiru,Get_up,get up
item_415,N15,word,動作語,action_words,おく（置く）,Oku,Put,put
item_416,N16,word,動作語,action_words,おこる（怒る）,Okoru,Get_angry,
item_417,N17,word,動作語,action_words,おす（押す）,Osu,Push,push
item_418,N18,word,動作語,action_words,おちる（落ちる）,Ochiru,Fall,fall
item_419,N19,word,動作語,action_words,おどる,Odoru,Dance,dance
item_420,N20,word,動作語,action_words,おぶう,Obuu,To_piggyback,
item_421,N21,word,動作語,action_words,およぐ（泳ぐ）,Oyogu,Swim,swim
item_422,N22,word,動作語,action_words,おりる（降りる）,Oriru,Get_off,get off
item_423,N23,word,動作語,action_words,おわる（終わる）,Owaru,End,end
item_424,N24,word,動作語,action_words,買う,Kau,Buy,buy
item_425,N25,word,動作語,action_words,かえる（帰る）,Kaeru,Go_home,
item_426,N26,word,動作語,action_words,かく（書く）,Kaku,Write,write
item_427,N27,word,動作語,action_words,かくす（隠す）,Kakusu,Hide,hide
item_428,N28,word,動作語,action_words,かける,Kakeru,Hang,hang
item_429,N29,word,動作語,action_words,かす（貸す）,Kasu,Lend,lend
item_430,N30,word,動作語,action_words,かたづける,Katazukeru,Clean_up,clean (action)
item_431,N31,word,動作語,action_words,かぶる,Kaburu,Put_on,put on
item_432,N32,word,動作語,action_words,消える,Kieru,Disappear,
item_433,N33,word,動作語,action_words,きく（聞く）,Kiku,Listen,listen
item_434,N34,word,動作語,action_words,聞こえる,Kikoeru,Hear,hear
item_435,N35,word,動作語,action_words,着る,Kiru,Wear,wear
item_436,N36,word,動作語,action_words,切る,Kiru,Cut,cut
item_437,N37,word,動作語,action_words,くっつける,Kuttsukeru,Stick,stick
item_438,N38,word,動作語,action_words,くる（来る）,Kuru,Come,come
item_439,N39,word,動作語,action_words,ける（蹴る）,Keru,Kick,kick
item_440,N40,word,動作語,action_words,こぼす,Kobosu,Spill,spill
item_441,N41,word,動作語,action_words,ころぶ,Korobu,Fall,fall
item_442,N42,word,動作語,action_words,こわす（壊す）,Kowasu,Break_down,break
item_443,N43,word,動作語,action_words,さわる（触る）,Sawaru,Touch,touch
item_444,N44,word,動作語,action_words,しめる（閉める）,Shimeru,Close,close
item_445,N45,word,動作語,action_words,しる（知る）,Shiru,Know,know
item_446,N46,word,動作語,action_words,すき（好き）,Suki,Like,like
item_447,N47,word,動作語,action_words,捨てる,Suteru,Throw_away,
item_448,N48,word,動作語,action_words,する,Suru,Do,do
item_449,N49,word,動作語,action_words,すわる,Suwaru,Sit,sit
item_450,N50,word,動作語,action_words,だく（抱く）,Daku,Hug,hug
item_451,N51,word,動作語,action_words,だす（出す）,Dasu,Put_out,
item_452,N52,word,動作語,action_words,たすける（助ける）,Tasukeru,Help,help
item_453,N53,word,動作語,action_words,たたく,Tataku,Hit,hit
item_454,N54,word,動作語,action_words,たつ（立つ）,Tatsu,Stand,stand
item_455,N55,word,動作語,action_words,たべる（食べる）,Taberu,Eat,eat
item_456,N56,word,動作語,action_words,つかまえる,Tsukamaeru,Catch,catch
item_457,N57,word,動作語,action_words,つく（着く）,Tsuku,Reach,arrive
item_458,N58,word,動作語,action_words,つくる（作る）,Tsukuru,Create,make
item_459,N59,word,動作語,action_words,つける（付ける）,Tsukeru,Attach,attach
item_460,N60,word,動作語,action_words,できる（出来る）,Dekiru,Can_do,
item_461,N61,word,動作語,action_words,でる（出る）,Deru,Get_out,get out
item_462,N62,word,動作語,action_words,とぶ（飛ぶ）,Tobu,Jump,jump
item_463,N63,word,動作語,action_words,とまる,Tomaru,Stop,stop
item_464,N64,word,動作語,action_words,とる（取る）,Toru,Take,take
item_465,N65,word,動作語,action_words,なおす,Naosu,Fix,fix
item_466,N66,word,動作語,action_words,なく（泣く）,Naku,Cry,cry
item_467,N67,word,動作語,action_words,なげる（投げる）,Nageru,Throw,throw
item_468,N68,word,動作語,action_words,なめる,Nameru,Lick,lick
item_469,N69,word,動作語,action_words,なる（…なる）,Naru,Become,become
item_470,N70,word,動作語,action_words,にげる（逃げる）,Nigeru,Escape,escape
item_471,N71,word,動作語,action_words,ぬぐ（脱ぐ）,Nugu,Take_off,remove
item_472,N72,word,動作語,action_words,ぬる（塗る）,Nuru,Paint,paint (action)
item_473,N73,word,動作語,action_words,ねる（寝る）,Neru,Sleep,sleep
item_474,N74,word,動作語,action_words,のぼる（登る）,Noboru,Climb,climb
item_475,N75,word,動作語,action_words,のむ（飲む）,Nomu,Drink,drink (action)
item_476,N76,word,動作語,action_words,のる（乗る）,Noru,Get_on,get on
item_477,N77,word,動作語,action_words,はいる（入る）,Hairu,Enter,enter
item_478,N78,word,動作語,action_words,はく（履く）,Haku,Wear,wear
item_479,N79,word,動作語,action_words,はこぶ（運ぶ）,Hakobu,Carry,carry
item_480,N80,word,動作語,action_words,はしる（走る）,Hashiru,Run,run
item_481,N81,word,動作語,action_words,ひっぱる（引っぱる）,Hipparu,Pull,pull
item_482,N82,word,動作語,action_words,ひろう（拾う）,Hirou,Pick_up,pick up
item_483,N83,word,動作語,action_words,ふく（拭く）,Fuku,Wipe,wipe
item_484,N84,word,動作語,action_words,ふく（吹く）,Fuku,Blow,blow
item_485,N85,word,動作語,action_words,ぶつかる,Butsukaru,Collide,bump
item_486,N86,word,動作語,action_words,ほしい（欲しい）,Hoshii,Want,want
item_487,N87,word,動作語,action_words,まつ（待つ）,Matsu,Wait,wait
item_488,N88,word,動作語,action_words,まわる,Mawaru,Turn_around,turn around
item_489,N89,word,動作語,action_words,みえる,Mieru,Appear,
item_490,N90,word,動作語,action_words,みせる,Miseru,Show,show
item_491,N91,word,動作語,action_words,みる（見る）,Miru,Look,look
item_492,N92,word,動作語,action_words,むく（皮など）,Muku,Peel,peel
item_493,N93,word,動作語,action_words,もつ（持つ）,Motsu,Have,have
item_494,N94,word,動作語,action_words,持ってくる,Mottekuru,Bring_up,bring
item_495,N95,word,動作語,action_words,もらう,Morau,Get,get
item_496,N96,word,動作語,action_words,やぶる（破る）,Yaburu,Break,break
item_497,N97,word,動作語,action_words,やめる,Yameru,Stop,stop
item_498,N98,word,動作語,action_words,やる,Yaru,Do,do
item_499,N99,word,動作語,action_words,よごす（汚す）,Yogosu,Defile,dirty (action)
item_500,N100,word,動作語,action_words,よぶ（呼ぶ）,Yobu,Call,call
item_501,N101,word,動作語,action_words,よむ（読む）,Yomu,Read,read
item_502,N102,word,動作語,action_words,わかる,Wakaru,Understand,understand
item_503,N103,word,動作語,action_words,わらう（笑う）,Warau,Laugh,laugh
item_504,O1,word,時間についてのことば,time_words,あさ（朝）,Asa,Morning,morning
item_505,O2,word,時間についてのことば,time_words,あした（明日）,Ashita,Tomorrow,tomorrow
item_506,O3,word,時間についてのことば,time_words,あとで,Atode,Later,later
item_507,O4,word,時間についてのことば,time_words,いま（今）,Ima,Now,now
item_508,O5,word,時間についてのことば,time_words,きのう（昨日）,Kinou,Yesterday,yesterday
item_509,O6,word,時間についてのことば,time_words,きょう（今日）,Kyou,Today,today
item_510,O7,word,時間についてのことば,time_words,さっき,Sakki,A_moment_ago,
item_511,O8,word,時間についてのことば,time_words,時間,Jikan,Time,time
item_512,O9,word,時間についてのことば,time_words,ひる（昼）,Hiru,Daytime,daytime
item_513,O10,word,時間についてのことば,time_words,まだ,Mada,Yet,yet
item_514,O11,word,時間についてのことば,time_words,夕方,Yuugata,Evening,evening
item_515,O12,word,時間についてのことば,time_words,よる（夜）,Yoru,Night,night
item_516,P1,word,ようす・性質,descriptive_words,青い,Aoi,Blue,blue
item_517,P2,word,ようす・性質,descriptive_words,赤い,Akai,Red,red
item_518,P3,word,ようす・性質,descriptive_words,明るい,Akarui,Bright,bright
item_519,P4,word,ようす・性質,descriptive_words,あたらしい,Atarashii,New,new
item_520,P5,word,ようす・性質,descriptive_words,あつい（熱い・暑い）,Atsui,Hot,hot
item_521,P6,word,ようす・性質,descriptive_words,あまい,Amai,Sweet,sweet
item_522,P7,word,ようす・性質,descriptive_words,いい,Ii,Good,good
item_523,P8,word,ようす・性質,descriptive_words,いじわる,Ijiwaru,Mean,mean
item_524,P9,word,ようす・性質,descriptive_words,いたい（痛い）,Itai,Painful,painful
item_525,P10,word,ようす・性質,descriptive_words,うまい,Umai,Good,good
item_526,P11,word,ようす・性質,descriptive_words,うるさい,Urusai,Noisy,noisy
item_527,P12,word,ようす・性質,descriptive_words,うれしい,Ureshii,Glad,happy
item_528,P13,word,ようす・性質,descriptive_words,おいしい,Oishii,Delicious,tasty
item_529,P14,word,ようす・性質,descriptive_words,大きい,Ookii,Large,large
item_530,P15,word,ようす・性質,descriptive_words,おかしい,Okashii,Funny,funny
item_531,P16,word,ようす・性質,descriptive_words,遅い,Osoi,Slow,slow
item_532,P17,word,ようす・性質,descriptive_words,重い,Omoi,Heavy,heavy
item_533,P18,word,ようす・性質,descriptive_words,おりこう,Orikou,Clever,clever
item_534,P19,word,ようす・性質,descriptive_words,かたい（固い）,Katai,Hard,hard
item_535,P20,word,ようす・性質,descriptive_words,かゆい,Kayui,Itchy,itchy
item_536,P21,word,ようす・性質,descriptive_words,からい,Karai,Spicy,spicy
item_537,P22,word,ようす・性質,descriptive_words,からっぽ,Karappo,Empty,empty
item_538,P23,word,ようす・性質,descriptive_words,かわいい,Kawaii,Cute,cute
item_539,P24,word,ようす・性質,descriptive_words,かわいそう,Kawaisou,Pity,pitiful
item_540,P25,word,ようす・性質,descriptive_words,かわいた,Kawaita,Dried,dry (description)
item_541,P26,word,ようす・性質,descriptive_words,きたない,Kitanai,Dirty,dirty
item_542,P27,word,ようす・性質,descriptive_words,きらい（嫌い）,Kirai,Dislike,dislike
item_543,P28,word,ようす・性質,descriptive_words,きれい,Kirei,Clean,clean (description)
item_544,P29,word,ようす・性質,descriptive_words,くさい（臭い）,Kusai,Odor,smelly
item_545,P30,word,ようす・性質,descriptive_words,くらい（暗い）,Kurai,Dark,dark
item_546,P31,word,ようす・性質,descriptive_words,黒い,Kuroi,Black,black
item_547,P32,word,ようす・性質,descriptive_words,元気,Genki,Energy,
item_548,P33,word,ようす・性質,descriptive_words,こわい,Kowai,Scary,scary
item_549,P34,word,ようす・性質,descriptive_words,寒い,Samui,Cold,cold
item_550,P35,word,ようす・性質,descriptive_words,四角い,Shikakui,Square,square
item_551,P36,word,ようす・性質,descriptive_words,しずか（静か）,Shizuka,Quiet,quiet
item_552,P37,word,ようす・性質,descriptive_words,じょうず,Jyouzu,Good,good
item_553,P38,word,ようす・性質,descriptive_words,白い,Shiroi,White,white
item_554,P39,word,ようす・性質,descriptive_words,すごい,Sugoi,Great,good
item_555,P40,word,ようす・性質,descriptive_words,すっぱい,Suppai,Sour,sour
item_556,P41,word,ようす・性質,descriptive_words,だいじ（大事）,Daiji,Important,
item_557,P42,word,ようす・性質,descriptive_words,大丈夫,Daijoubu,All_right,
item_558,P43,word,ようす・性質,descriptive_words,たかい（高い）,Takai,High,high
item_559,P44,word,ようす・性質,descriptive_words,たのしい（楽しい）,Tanoshii,Pleasant,fun
item_560,P45,word,ようす・性質,descriptive_words,小さい,Chiisai,Small,small
item_561,P46,word,ようす・性質,descriptive_words,ちがう,Chigau,Wrong,wrong
item_562,P47,word,ようす・性質,descriptive_words,疲れた,Tsukareta,Exhausted,tired
item_563,P48,word,ようす・性質,descriptive_words,つめたい（冷たい）,Tsumetai,Cold,cold
item_564,P49,word,ようす・性質,descriptive_words,ない,Nai,None,none
item_565,P50,word,ようす・性質,descriptive_words,長い,Nagai,Long,long
item_566,P51,word,ようす・性質,descriptive_words,ぬれた（濡れた）,Nureta,Wet,wet
item_567,P52,word,ようす・性質,descriptive_words,ねむい,Nemui,Sleepy,sleepy
item_568,P53,word,ようす・性質,descriptive_words,はやい,Hayai,Fast,fast
item_569,P54,word,ようす・性質,descriptive_words,病気,Byouki,Sick,sick
item_570,P55,word,ようす・性質,descriptive_words,へん（変）,Hen,Strange,strange
item_571,P56,word,ようす・性質,descriptive_words,まずい,Mazui,Bad_taste,yucky
item_572,P57,word,ようす・性質,descriptive_words,まるい（丸い）,Marui,Round,round
item_573,P58,word,ようす・性質,descriptive_words,みどり（緑）,Midori,Green,green
item_574,P59,word,ようす・性質,descriptive_words,むずかしい,Muzukashii,Difficult,difficult
item_575,P60,word,ようす・性質,descriptive_words,やさしい,Yasashii,Easy,easy
item_576,P61,word,ようす・性質,descriptive_words,やわらかい（柔らかい）,Yawarakai,Soft,soft
item_577,P62,word,ようす・性質,descriptive_words,ゆっくり,Yukkuri,Slowly,slowly
item_578,P63,word,ようす・性質,descriptive_words,悪い,Warui,Bad,bad
item_579,Q1,word,代名詞,pronouns,あそこ,Asoko,Overthere,there
item_580,Q2,word,代名詞,pronouns,あっち,Acchi,Overthere,there
item_581,Q3,word,代名詞,pronouns,あの,Ano,That,that
item_582,Q4,word,代名詞,pronouns,あれ,Are,That,that
item_583,Q5,word,代名詞,pronouns,あんた,Anta,You,you
item_584,Q6,word,代名詞,pronouns,あんな,Anna,Such,such
item_585,Q7,word,代名詞,pronouns,こう,Kou,Like_this,like this
item_586,Q8,word,代名詞,pronouns,ここ,Koko,Here,here
item_587,Q9,word,代名詞,pronouns,こっち,Kocchi,Here,here
item_588,Q10,word,代名詞,pronouns,この,Kono,This,this
item_589,Q11,word,代名詞,pronouns,これ,Kore,This,this
item_590,Q12,word,代名詞,pronouns,こんな,Konna,Such,such
item_591,Q13,word,代名詞,pronouns,そう,Sou,So,so
item_592,Q14,word,代名詞,pronouns,そこ,Soko,There,there
item_593,Q15,word,代名詞,pronouns,そっち,Socchi,Over_there,there
item_594,Q16,word,代名詞,pronouns,その,Sono,That,that
item_595,Q17,word,代名詞,pronouns,それ,Sore,It,it
item_596,Q18,word,代名詞,pronouns,そんな,Sonna,Such,such
item_597,Q19,word,代名詞,pronouns,ぼく,Boku,I,I
item_598,Q20,word,代名詞,pronouns,ぼくの,Bokuno,My,my
item_599,Q21,word,代名詞,pronouns,わたし,Watashi,I,I
item_600,Q22,word,代名詞,pronouns,わたしの,Watashino,My,my
item_601,R1,word,質問のことば,question_words,いつ,Itsu,When,when (question)
item_602,R2,word,質問のことば,question_words,だれ,Dare,Who,who
item_603,R3,word,質問のことば,question_words,どう,Dou,How,how
item_604,R4,word,質問のことば,question_words,どうして,Doushite,Why,why
item_605,R5,word,質問のことば,question_words,どこ,Doko,Where,where (question)
item_606,R6,word,質問のことば,question_words,どっち,Docchi,Which,which (question)
item_607,R7,word,質問のことば,question_words,どれ,Dore,Which_one,which (question)
item_608,R8,word,質問のことば,question_words,なぜ,Naze,Why,why
item_609,R9,word,質問のことば,question_words,なに,Nani,What,what
item_610,R10,word,質問のことば,question_words,なんで,Nande,Why,why
item_611,S1,word,位置と場所についてのことば,locations,あいだ,Aida,Between,between
item_612,S2,word,位置と場所についてのことば,locations,うえ（上）,Ue,Up,up
item_613,S3,word,位置と場所についてのことば,locations,うしろ（後ろ）,Ushiro,Behind,behind
item_614,S4,word,位置と場所についてのことば,locations,うち（内）,Uchi,Inside,inside
item_615,S5,word,位置と場所についてのことば,locations,かど（角）,Kado,Horn,
item_616,S6,word,位置と場所についてのことば,locations,した（下）,Shita,Under,under
item_617,S7,word,位置と場所についてのことば,locations,すみ（隅）,Sumi,Corner,
item_618,S8,word,位置と場所についてのことば,locations,そと（外）,Soto,Outside,outside
item_619,S9,word,位置と場所についてのことば,locations,そば,Soba,By_the_side,beside
item_620,S10,word,位置と場所についてのことば,locations,近く,Chikaku,Near,near
item_621,S11,word,位置と場所についてのことば,locations,つぎ（次）,Tsugi,Next,next
item_622,S12,word,位置と場所についてのことば,locations,遠く,Tooku,Far,far
item_623,S13,word,位置と場所についてのことば,locations,ところ・とこ,Tokoro_toko,Place,place
item_624,S14,word,位置と場所についてのことば,locations,となり（隣り）,Tonari,Next_to,next to
item_625,S15,word,位置と場所についてのことば,locations,なか（中）,Naka,Center,middle
item_626,S16,word,位置と場所についてのことば,locations,はし（端）,Hashi,End,end
item_627,S17,word,位置と場所についてのことば,locations,反対,Hantai,Opposite,opposite
item_628,S18,word,位置と場所についてのことば,locations,左,Hidari,Left,
item_629,S19,word,位置と場所についてのことば,locations,ふち（縁）,Fuchi,Edge,
item_630,S20,word,位置と場所についてのことば,locations,まえ（前）,Mae,Before,before
item_631,S21,word,位置と場所についてのことば,locations,まわり,Mawari,Around,around
item_632,S22,word,位置と場所についてのことば,locations,まん中,Mannaka,Middle,middle
item_633,S23,word,位置と場所についてのことば,locations,右,Migi,Right,right
item_634,S24,word,位置と場所についてのことば,locations,むこう（向こう）,Mukou,Over_there,
item_635,S25,word,位置と場所についてのことば,locations,よこ（横）,Yoko,Beside,beside
item_636,S26,word,位置と場所についてのことば,locations,わき,Waki,Side,side
item_637,T1,word,数量をあらわすことば,quantifiers,いち,Ichi,One,one
item_638,T2,word,数量をあらわすことば,quantifiers,いちばん（一番）,Ichiban,First,first
item_639,T3,word,数量をあらわすことば,quantifiers,いっかい（一回）,Ikkai,Once,once
item_640,T4,word,数量をあらわすことば,quantifiers,いっしょ（一緒）,Issho,Together,together
item_641,T5,word,数量をあらわすことば,quantifiers,いっぱい,Ippai,Full,full
item_642,T6,word,数量をあらわすことば,quantifiers,同じ,Onaji,Same,same
item_643,T7,word,数量をあらわすことば,quantifiers,ぜんぶ（全部）,Zenbu,All,all
item_644,T8,word,数量をあらわすことば,quantifiers,たくさん,Takusan,Lots,a lot
item_645,T9,word,数量をあらわすことば,quantifiers,ちょっと,Chotto,A_little,a little
item_646,T10,word,数量をあらわすことば,quantifiers,なし,Nashi,None,none
item_647,T11,word,数量をあらわすことば,quantifiers,半分,Hanbun,Half,half
item_648,T12,word,数量をあらわすことば,quantifiers,ひとつ,Hitotsu,One,one
item_649,T13,word,数量をあらわすことば,quantifiers,ほかの,Hokano,Other,other
item_650,T14,word,数量をあらわすことば,quantifiers,みんな,Minna,Everyone,everyone
item_651,T15,word,数量をあらわすことば,quantifiers,もういっかい,Mouikkai,Again,again
item_652,T16,word,数量をあらわすことば,quantifiers,もうひとつ・もひとつ,Mouhitotsu_mohitotsu,Another,another
item_653,T17,word,数量をあらわすことば,quantifiers,もっと,Motto,More,more
item_654,U1,word,接続語,connecting_words,そして,Soshite,And,and
item_655,U2,word,接続語,connecting_words,だから,Dakara,So,so
item_656,U3,word,接続語,connecting_words,だけど,Dakedo,However,however
item_657,U4,word,接続語,connecting_words,だって,Datte,Because,because
item_658,U5,word,接続語,connecting_words,でも,Demo,But,but
item_659,U6,word,接続語,connecting_words,もしも,Moshimo,If,if
item_660,V1,word,幼児語（その２）,sounds2,エンエン（泣く）,Enen,Cry,
item_661,V2,word,幼児語（その２）,sounds2,おてて（お手々）,Otete,Hand,
item_662,V3,word,幼児語（その２）,sounds2,おんぶ,Onbu,Piggyback_ride,
item_663,V4,word,幼児語（その２）,sounds2,カーカー（カラス）,Kaakaa,Caw_caw,
item_664,V5,word,幼児語（その２）,sounds2,きれいきれい,Kireikirei,Clean_up,
item_665,V6,word,幼児語（その２）,sounds2,クック（靴）,Kukku,Shoes,
item_666,V7,word,幼児語（その２）,sounds2,ぐるぐる,Guruguru,Spin,
item_667,V8,word,幼児語（その２）,sounds2,ごっつん,Gottsun,Hit_head,
item_668,V9,word,幼児語（その２）,sounds2,ジャー（水などこぼす時）,Jaa,Spill_water,
item_669,V10,word,幼児語（その２）,sounds2,ジージ・ジジ（祖父）,Jiiji_Jiji,Grandfather,
item_670,V11,word,幼児語（その２）,sounds2,ジージ（字）,Jiiji,Writing,
item_671,V12,word,幼児語（その２）,sounds2,シーシ（おしっこ）,Shiishi,Pee,
item_672,V13,word,幼児語（その２）,sounds2,タイタイ・おとと（魚）,Taitai_ototo,Fish,
item_673,V14,word,幼児語（その２）,sounds2,だっこ,Dakko,Hold_me,
item_674,V15,word,幼児語（その２）,sounds2,ちゃんこ（おすわり）,Chanko,Sitting,
item_675,V16,word,幼児語（その２）,sounds2,チューチュー（ねずみ）,Cyuucyuu,Squeak,
item_676,V17,word,幼児語（その２）,sounds2,チュンチュン（鳥）,Cyuncyun,Little_bird,
item_677,V18,word,幼児語（その２）,sounds2,チョキチョキ（はさみ）,Chokichoki,Scissors,
item_678,V19,word,幼児語（その２）,sounds2,ないない（片づけ）,Nainai,Clean_up,
item_679,V20,word,幼児語（その２）,sounds2,ネンネ,Nenne,Sleep,
item_680,V21,word,幼児語（その２）,sounds2,バーバ・ババ（祖母）,Baaba_baba,Grandmother,
item_681,V22,word,幼児語（その２）,sounds2,パカパカ（馬）,Pakapaka,Horse,
item_682,V23,word,幼児語（その２）,sounds2,パクパク（食べる時）,Pakupaku,Eat,
item_683,V24,word,幼児語（その２）,sounds2,ぴよぴよ（ひよこ）,Piyopiyo,Chirp,
item_684,V25,word,幼児語（その２）,sounds2,ブーブー（豚）,Buubuu,Oink,oink
item_685,V26,word,幼児語（その２）,sounds2,ブーン（飛行機）,Buun,Airplane,
item_686,V27,word,幼児語（その２）,sounds2,ポーン（投げる）,Poon,Throw,
item_687,V28,word,幼児語（その２）,sounds2,ポンポン（おなか）,Ponpon,Stomach,
item_688,V29,word,幼児語（その２）,sounds2,マンマ（食べ物）,Manma,Food,
item_689,W1,word,会話語,conversations,あっ,At,Ah,
item_690,W2,word,会話語,conversations,あのね,Anone,Well,
item_691,W3,word,会話語,conversations,あれっ・あら,Aret_Ara,What?,
item_692,W4,word,会話語,conversations,いいよ,Iiyo,OK,ok
item_693,W5,word,会話語,conversations,いや,Iya,Disagreeable,
item_694,W6,word,会話語,conversations,ううん（打ち消し）,Uun,No,no
item_695,W7,word,会話語,conversations,うん（返事として）,Un,Yup,
item_696,W8,word,会話語,conversations,えっと・ええと,Etto_eeto,Um,
item_697,W9,word,会話語,conversations,そうそう,Sousou,Oh_yeah,
item_698,W10,word,会話語,conversations,ねえ,Nee,Hey,
item_699,W11,word,会話語,conversations,ほら,Hora,You_see,
item_700,W12,word,会話語,conversations,もしもし,Moshimoshi,Hello,hello
item_701,W13,word,会話語,conversations,やだ・いやだ,Yada_Iyada,No,no
item_702,W14,word,会話語,conversations,ん（間をとるのに）,N,Hmm,
item_703,X1,word,その他,others,あった（見つけた時に）,Atta,Found_it,
item_704,X2,word,その他,others,おいで,Oide,Come_here,
item_705,X3,word,その他,others,カンパーイ（乾杯）,Kanpaai,Cheers,
item_706,X4,word,その他,others,こんど,Kondo,Next_time,
item_707,X5,word,その他,others,しまう,Shimau,Store,
item_708,X6,word,その他,others,また,Mata,Also,also
item_709,X7,word,その他,others,もう,Mou,Already,already
item_710,X8,word,その他,others,よいしょ,Yoisho,Heave_ho,
item_711,X9,word,その他,others,よしよし,Yoshiyoshi,There_there,
item_712,q2_1,how_use_words,NA,NA,お子さんはその場にいない人の持ち物をさわったり、指さしして、その人の名前を言いますか。たとえば、”パパ”とか”トーチャン”と言いますか。,,does your child ever pick up or point to an object and name an absent person to whom the object belongs?,
item_713,q2_2,how_use_words,NA,NA,お子さんは目の前にない物についてたずねられた時、わかりますか。たとえば、あなたが”どこにクマさんあるかな？」”とたずねた時、オモチャのぬいぐるみを取りに、いつもおいてある部屋へ行きますか。,,does your child understand if you ask for something that is not in the room?,
item_714,q2_3,how_use_words,NA,NA,お子さんは見つからないオモチャや、ないオモチャについてたずねたり、いない人についてたずねたり、目の前にないものについて話しますか。,,does your child talk a bout objects that are not present?,
