type,value,data_value
sex,M,m
sex,F,f
word,produces,1
word,,NA
how_use_words,often,3
how_use_words,sometimes,2
how_use_words,not yet,1
how_use_words,,NA
case_markers,yes,1
case_markers,no,NA
auxiliary_verbs,yes,1
auxiliary_verbs,no,NA
combine,often,3
combine,sometimes,2
combine,not yet,1
combine,,NA
