field,column,group,type
,row_id,,
,stamp,,
,approval,,
,date_fill_T1,,
study_id,childID,child,study_id
,filled_by,,
,date_birth,,
sex,gender,child,sex
,siblings,,
birth_order,birth_order,child,birth_order
,bilinguism,,
,parentA_gender,,
,education_A,,
,profession_A,,
,parentA_lang,,
,parentB_gender,,
,education_B,,
,profession_B,,
,parentB_lang,,
mom_ed,mom_ed,child,mom_ed
,country_A,,
,country_B,,
,country_explanation,,
,reactions,,
item_2,quand on l'appelle par son nom,,
item_1,"quand on lui dit \non non\""",,
item_519,"quand il entend \""voilà papa et maman\""",,
,sentence_comp,,
item_27,tu as faim?,,
item_9,fais bravo,,
item_16,on s'en va,,
item_520,ça suffit,,
item_17,on va faire dodo,,
item_5,chut,,
item_19,on va se promener,,
item_11,fais un câlin à maman,,
item_29,tu es un amour,,
item_21,papa est là,,
item_3,assieds-toi,,
item_18,on va manger?,,
item_6,crache ça,,
item_521,donne la balle,,
item_28,tu es fatigué?,,
item_14,oh regarde là,,
item_15,on change la couche,,
item_12,faut pas faire ça,,
item_522,debout!,,
item_10,fais-moi un bisou,,
item_4,attention,,
item_24,sois sage,,
item_25,t'en veux encore?,,
item_8,donne à maman,,
item_32,viens voir,,
item_23,regarde papa qui arrive,,
item_31,viens avec maman,,
item_20,ouvre la bouche,,
item_13,ne touche pas,,
item_26,t'es un vrai petit cochon,,
item_30,va chercher la balle,,
item_7,dis aurevoir,,
item_34,imitation,,
item_33,gestures,,
item_35,make_belief,,
#N/A,sound,,
item_43,miam-miam,,
item_37,allô,,
item_44,miaou,,
item_38,bêê bêê,,
item_45,oh oh,,
item_39,cocorico,,
item_46,ouaf-ouaf,,
item_40,coin-coin,,
item_47,tchou tchou,,
item_41,grrrr,,
item_48,vroum,,
item_42,meuh,,
item_55,bravo,,
item_56,chut,,
item_63,oui,,
item_50,attends,,
item_57,coucou,,
item_68,veux,,
item_51,au revoir,,
item_58,déjeuner,,
item_66,salut,,
item_52,bain,,
item_59,dîner,,
item_67,sieste,,
item_53,bonjour,,
item_60,merci,,
item_65,s'il te plaît,,
item_54,bonne nuit,,
item_61,ne fais pas,,
item_64,petit déjeuner,,
item_49,ainsi font font,,
item_62,non,,
item_69,abeille,,
item_70,agneau,,
item_72,animal,,
item_71,âne,,
item_73,bébé chat,,
item_74,bébé chien,,
item_75,biche,,
item_76,canard,,
item_77,chat,,
item_78,cheval,,
item_79,chèvre,,
item_80,chien,,
item_81,cochon,,
item_82,dindon,,
item_83,écureuil,,
item_84,éléphant,,
item_85,girafe,,
item_86,grenouille,,
item_87,hibou,,
item_88,lapin,,
item_89,lion,,
item_90,mouton,,
item_91,nounours,,
item_92,oie,,
item_93,oiseau,,
item_94,ours,,
item_95,papillon,,
item_96,petite bête,,
item_97,pingouin,,
item_98,poisson.an,,
item_99,poney,,
item_100,poule,,
item_101,singe,,
item_102,souris,,
item_103,tigre,,
item_104,tortue,,
item_105,vache,,
item_106,baguette,,
item_107,banane,,
item_108,beurre,,
item_109,boisson,,
item_110,café,,
item_111,carotte,,
item_112,céréales,,
item_113,clémentine,,
item_114,cornflakes,,
item_115,eau.f,,
item_116,fromage,,
item_117,gâteau,,
item_119,glace,,
item_118,gâteaux apéro,,
item_120,jus de fruit,,
item_121,lait,,
item_122,nourriture,,
item_123,oeuf,,
item_124,orange,,
item_125,pain,,
item_126,pâtes,,
item_139,viande,,
item_128,petits pois,,
item_541,petits pots,,
item_129,pizza,,
item_130,poisson.f,,
item_131,pomme,,
item_132,poulet,,
item_133,purée,,
item_134,raisin,,
item_135,soupe,,
item_136,spaghetti,,
item_137,sucre,,
item_138,tartine,,
item_127,petits gâteaux,,
item_140,balle,,
item_141,ballon,,
item_142,bulles,,
item_143,crayon,,
item_144,cube,,
item_145,livre,,
item_146,poupée,,
item_147,aïe bobo,,
item_148,bouche,,
item_149,bras,,
item_150,cheveux,,
item_151,coeur,,
item_152,dent,,
item_153,doigt,,
item_155,figure,,
item_156,genou,,
item_157,jambe,,
item_158,joue,,
item_159,langue,,
item_160,main,,
item_154,doigt de pied,,
item_161,nez,,
item_162,nombril,,
item_163,oreille,,
item_164,pied,,
item_165,pouce,,
item_166,tête,,
item_167,ventre,,
item_168,yeux,,
item_169,bébé,,
item_176,grand-mère,,
item_183,oncle,,
item_170,dame,,
item_177,grand-père,,
item_184,papa,,
item_178,maître/sse,,
item_185,personne,,
item_172,fille,,
item_179,maman,,
item_186,soeur,,
item_173,frère,,
item_187,tante,,
item_180,nom de l'enfant,,
item_174,garçon,,
item_175,gens,,
item_171,enfant,,
item_182,nounou,,
item_181,nom de la nounou,,
item_188,basket,,
item_219,veste,,
item_190,body,,
item_191,bottes,,
item_192,boutons,,
item_193,ceinture,,
item_196,chausson/pantoufle,,
item_195,chaussettes,,
item_194,chapeau,,
item_197,chaussure,,
item_198,chemise,,
item_199,collants,,
item_200,collier,,
item_201,combinaison de ski,,
item_202,couche,,
item_203,culotte/slip,,
