field,column,group,type
,row_id,,
,stamp,,
,approval,,
,date_fill_T1,,
study_id,childID,child,study_id
,filled_by,,
,date_birth,,
sex,gender,child,sex
,siblings,,
birth_order,birth_order,child,birth_order
,bilinguism,,
,parentA_gender,,
,education_A,,
,profession_A,,
,parentA_lang,,
,parentB_gender,,
,education_B,,
,profession_B,,
,parentB_lang,,
mom_ed,mom_ed,child,mom_ed
,country_A,,
,country_B,,
,country_explanation,,
,reactions,,
item_2,quand on l'appelle par son nom,item,first_signs
item_1,"quand on lui dit \non non\""",item,first_signs
item_796,"quand il entend \""voilà papa et maman\""",item,first_signs
,sentence_comp,,
item_27,tu as faim?,item,phrases
item_9,fais bravo,item,phrases
item_16,on s'en va,item,phrases
item_797,ça suffit,item,phrases
item_17,on va faire dodo,item,phrases
item_5,chut,item,phrases
item_19,on va se promener,item,phrases
item_11,fais un câlin à maman,item,phrases
item_29,tu es un amour,item,phrases
item_21,papa est là,item,phrases
item_3,assieds-toi,item,phrases
item_18,on va manger?,item,phrases
item_6,crache ça,item,phrases
item_798,donne la balle,item,phrases
item_28,tu es fatigué?,item,phrases
item_14,oh regarde là,item,phrases
item_15,on change la couche,item,phrases
item_12,faut pas faire ça,item,phrases
item_799,debout!,item,phrases
item_10,fais-moi un bisou,item,phrases
item_4,attention,item,phrases
item_24,sois sage,item,phrases
item_25,t'en veux encore?,item,phrases
item_8,donne à maman,item,phrases
item_32,viens voir,item,phrases
item_23,regarde papa qui arrive,item,phrases
item_31,viens avec maman,item,phrases
item_20,ouvre la bouche,item,phrases
item_13,ne touche pas,item,phrases
item_26,t'es un vrai petit cochon,item,phrases
item_30,va chercher la balle,item,phrases
item_7,dis aurevoir,item,phrases
item_34,imitation,item,starting_to_talk
item_33,gestures,item,starting_to_talk
item_35,make_belief,item,starting_to_talk
,sound,,
item_43,miam-miam,item,word
item_37,allô,item,word
item_44,miaou,item,word
item_38,bêê bêê,item,word
item_45,oh oh,item,word
item_39,cocorico,item,word
item_46,ouaf-ouaf,item,word
item_40,coin-coin,item,word
item_47,tchou tchou,item,word
item_41,grrrr,item,word
item_48,vroum,item,word
item_42,meuh,item,word
item_55,bravo,item,word
item_56,chut,item,word
item_63,oui,item,word
item_50,attends,item,word
item_57,coucou,item,word
item_68,veux,item,word
item_51,au revoir,item,word
item_58,déjeuner,item,word
item_66,salut,item,word
item_52,bain,item,word
item_59,dîner,item,word
item_67,sieste,item,word
item_53,bonjour,item,word
item_60,merci,item,word
item_65,s'il te plaît,item,word
item_54,bonne nuit,item,word
item_61,ne fais pas,item,word
item_64,petit déjeuner,item,word
item_49,ainsi font font,item,word
item_62,non,item,word
item_69,abeille,item,word
item_70,agneau,item,word
item_72,animal,item,word
item_71,âne,item,word
item_73,bébé chat,item,word
item_74,bébé chien,item,word
item_75,biche,item,word
item_76,canard,item,word
item_77,chat,item,word
item_78,cheval,item,word
item_79,chèvre,item,word
item_80,chien,item,word
item_81,cochon,item,word
item_82,dindon,item,word
item_83,écureuil,item,word
item_84,éléphant,item,word
item_85,girafe,item,word
item_86,grenouille,item,word
item_87,hibou,item,word
item_88,lapin,item,word
item_89,lion,item,word
item_90,mouton,item,word
item_91,nounours,item,word
item_92,oie,item,word
item_93,oiseau,item,word
item_94,ours,item,word
item_95,papillon,item,word
item_96,petite bête,item,word
item_97,pingouin,item,word
item_98,poisson.an,item,word
item_99,poney,item,word
item_100,poule,item,word
item_101,singe,item,word
item_102,souris,item,word
item_103,tigre,item,word
item_104,tortue,item,word
item_105,vache,item,word
item_106,baguette,item,word
item_107,banane,item,word
item_108,beurre,item,word
item_109,boisson,item,word
item_110,café,item,word
item_111,carotte,item,word
item_112,céréales,item,word
item_113,clémentine,item,word
item_114,cornflakes,item,word
item_115,eau.f,item,word
item_116,fromage,item,word
item_117,gâteau,item,word
item_119,glace,item,word
item_118,gâteaux apéro,item,word
item_120,jus de fruit,item,word
item_121,lait,item,word
item_122,nourriture,item,word
item_123,oeuf,item,word
item_124,orange,item,word
item_125,pain,item,word
item_126,pâtes,item,word
item_139,viande,item,word
item_128,petits pois,item,word
item_541,petits pots,item,word
item_129,pizza,item,word
item_130,poisson.f,item,word
item_131,pomme,item,word
item_132,poulet,item,word
item_133,purée,item,word
item_134,raisin,item,word
item_135,soupe,item,word
item_136,spaghetti,item,word
item_137,sucre,item,word
item_138,tartine,item,word
item_127,petits gâteaux,item,word
item_140,balle,item,word
item_141,ballon,item,word
item_142,bulles,item,word
item_143,crayon,item,word
item_144,cube,item,word
item_145,livre,item,word
item_146,poupée,item,word
item_147,aïe bobo,item,word
item_148,bouche,item,word
item_149,bras,item,word
item_150,cheveux,item,word
item_151,coeur,item,word
item_152,dent,item,word
item_153,doigt,item,word
item_155,figure,item,word
item_156,genou,item,word
item_157,jambe,item,word
item_158,joue,item,word
item_159,langue,item,word
item_160,main,item,word
item_154,doigt de pied,item,word
item_161,nez,item,word
item_162,nombril,item,word
