itemID,item,type,category_ja,category,definition,definition_ja2,gloss,uni_lemma
item_354,N6,word,時間についてのことば,time_words,ひる,Hiru,Daytime,daytime
item_355,N7,word,時間についてのことば,time_words,まだ,Mada,Yet,yet
item_356,N8,word,時間についてのことば,time_words,よる,Yoru,Night,night
item_357,O1,word,ようす・性質,descriptive_words,赤い,Akai,Red,red
item_358,O2,word,ようす・性質,descriptive_words,あつい（暑い、熱い）,Atsui,Hot,hot
item_359,O3,word,ようす・性質,descriptive_words,あまい,Amai,Sweet,sweet
item_360,O4,word,ようす・性質,descriptive_words,いい,Ii,Good,good
item_361,O5,word,ようす・性質,descriptive_words,いたい,Itai,Painful,painful
item_362,O6,word,ようす・性質,descriptive_words,うるさい,Urusai,Noisy,noisy
item_363,O7,word,ようす・性質,descriptive_words,うれしい,Ureshii,Glad,happy
item_364,O8,word,ようす・性質,descriptive_words,おいしい,Oishii,Delicious,tasty
item_365,O9,word,ようす・性質,descriptive_words,重い,Omoi,Heavy,heavy
item_366,O10,word,ようす・性質,descriptive_words,おりこう,Orikou,Clever,clever
item_367,O11,word,ようす・性質,descriptive_words,かゆい,Kayui,Itchy,itchy
item_368,O12,word,ようす・性質,descriptive_words,からい,Karai,Spicy,spicy
item_369,O13,word,ようす・性質,descriptive_words,からっぽ,Karappo,Empty,empty
item_370,O14,word,ようす・性質,descriptive_words,かわいい,Kawaii,Cute,cute
item_371,O15,word,ようす・性質,descriptive_words,かわいそう,Kawaisou,Pity,pitiful
item_372,O16,word,ようす・性質,descriptive_words,きたない,Kitanai,Dirty,dirty
item_373,O17,word,ようす・性質,descriptive_words,きらい,Kirai,Dislike,dislike
item_374,O18,word,ようす・性質,descriptive_words,きれい,Kirei,Clean,clean (description)
item_375,O19,word,ようす・性質,descriptive_words,くさい,Kusai,Odor,smelly
item_376,O20,word,ようす・性質,descriptive_words,くらい（暗い）,Kurai,Dark,dark
item_377,O21,word,ようす・性質,descriptive_words,こわい,Kowai,Scary,scary
item_378,O22,word,ようす・性質,descriptive_words,寒い,Samui,Cold,cold
item_379,O23,word,ようす・性質,descriptive_words,しずか,Shizuka,Quiet,quiet
item_380,O24,word,ようす・性質,descriptive_words,じょうず,Jyouzu,Good,good
item_381,O25,word,ようす・性質,descriptive_words,すっぱい,Suppai,Sour,sour
item_382,O26,word,ようす・性質,descriptive_words,だいじ,Daiji,Important,
item_383,O27,word,ようす・性質,descriptive_words,だいじょうぶ（大丈夫）,Daijoubu,All_right,
item_384,O28,word,ようす・性質,descriptive_words,高い,Takai,High,high
item_385,O29,word,ようす・性質,descriptive_words,小さい,Chiisai,Small,small
item_386,O30,word,ようす・性質,descriptive_words,ちがう,Chigau,Wrong,wrong
item_387,O31,word,ようす・性質,descriptive_words,つめたい,Tsumetai,Cold,cold
item_388,O32,word,ようす・性質,descriptive_words,ない,Nai,None,none
item_389,O33,word,ようす・性質,descriptive_words,ぬれた,Nureta,Wet,wet
item_390,O34,word,ようす・性質,descriptive_words,ねむい,Nemui,Sleepy,sleepy
item_391,O35,word,ようす・性質,descriptive_words,はやい,Hayai,Fast,fast
item_392,O36,word,ようす・性質,descriptive_words,丸い,Marui,Round,round
item_393,O37,word,ようす・性質,descriptive_words,悪い,Warui,Bad,bad
item_394,P1,word,代名詞,pronouns,あそこ,Asoko,Overthere,there
item_395,P2,word,代名詞,pronouns,あっち,Acchi,There,there
item_396,P3,word,代名詞,pronouns,あれ,Are,That,that
item_397,P4,word,代名詞,pronouns,ここ,Koko,Here,here
item_398,P5,word,代名詞,pronouns,こっち,Kocchi,Here,here
item_399,P6,word,代名詞,pronouns,これ,kore,This,this
item_400,P7,word,代名詞,pronouns,そこ,Soko,There,there
item_401,P8,word,代名詞,pronouns,そっち,Socchi,there,there
item_402,P9,word,代名詞,pronouns,それ,Sore,It,it
item_403,P10,word,代名詞,pronouns,ぼく,Boku,I,I
item_404,P11,word,代名詞,pronouns,わたし,Watashi,I,I
item_405,Q1,word,質問のことば,question_words,だれ,Dare,Who,who
item_406,Q2,word,質問のことば,question_words,どこ,Doko,Where,where (question)
item_407,Q3,word,質問のことば,question_words,どっち,Docchi,Which,which (question)
item_408,Q4,word,質問のことば,question_words,どれ,Dore,Which_one,which (question)
item_409,Q5,word,質問のことば,question_words,なに,Nani,What,what
item_410,Q6,word,質問のことば,question_words,なんで,Nande,Why,why
item_411,R1,word,位置と場所についてのことば,locations,うえ,Ue,Up,up
item_412,R2,word,位置と場所についてのことば,locations,うしろ,Ushiro,Behind,behind
item_413,R3,word,位置と場所についてのことば,locations,した,Shita,Under,under
item_414,R4,word,位置と場所についてのことば,locations,そと,Soto,Outside,outside
item_415,R5,word,位置と場所についてのことば,locations,ところ・とこ,Tokoro_toko,Place,place
item_416,R6,word,位置と場所についてのことば,locations,なか,Naka,Center,middle
item_417,R7,word,位置と場所についてのことば,locations,反対,Hantai,Opposite,opposite
item_418,R8,word,位置と場所についてのことば,locations,まえ,Mae,Before,before
item_419,R9,word,位置と場所についてのことば,locations,まん中,Mannaka,Middle,middle
item_420,R10,word,位置と場所についてのことば,locations,むこう,Mukou,Over_there,
item_421,R11,word,位置と場所についてのことば,locations,よこ,Yoko,Beside,beside
item_422,S1,word,数量を表すことば,quantifiers,いっしょ,Issho,Together,together
item_423,S2,word,数量を表すことば,quantifiers,いっぱい,Ippai,Full,full
item_424,S3,word,数量を表すことば,quantifiers,なし,Nashi,None,none
item_425,S4,word,数量を表すことば,quantifiers,ひとつ,Hitotsu,One,one
item_426,S5,word,数量を表すことば,quantifiers,みんな,Minna,Everyone,everyone
item_427,S6,word,数量を表すことば,quantifiers,もういっかい,Mouikkai,Again,again
item_428,S7,word,数量を表すことば,quantifiers,もうひとつ・もひとつ,Mouhitotsu_mohitotsu,Another,another
item_429,S8,word,数量を表すことば,quantifiers,もっと,Motto,More,more
item_430,T1,word,幼児語（その２）,sounds2,エンエン（泣く）,Enen,Cry,
item_431,T2,word,幼児語（その２）,sounds2,おてて（お手々）,Otete,Hand,
item_432,T3,word,幼児語（その２）,sounds2,おんぶ,Onbu,Piggyback_ride,
item_433,T4,word,幼児語（その２）,sounds2,カーカー（カラス）,Kaakaa,Caw_caw,
item_434,T5,word,幼児語（その２）,sounds2,きれいきれい,Kireikirei,Clean_up,
item_435,T6,word,幼児語（その２）,sounds2,クック（靴）,Kukku,Shose,
item_436,T7,word,幼児語（その２）,sounds2,ぐるぐる,Guruguru,Spin,
item_437,T8,word,幼児語（その２）,sounds2,ごっつん,Gottsun,Hit_head,
item_438,T9,word,幼児語（その２）,sounds2,ジャー（水などこぼす時）,Jaa,Spill_water,
item_439,T10,word,幼児語（その２）,sounds2,ジージ・ジジ（祖父）,Jiiji_Jiji,Grandfather,
item_440,T11,word,幼児語（その２）,sounds2,ジージ（字）,Jiiji,Writing,
item_441,T12,word,幼児語（その２）,sounds2,シーシ（おしっこ）,Shiishi,Pee,
item_442,T13,word,幼児語（その２）,sounds2,タイタイ・おとと（魚）,Taitai_Ototo,Fish,
item_443,T14,word,幼児語（その２）,sounds2,だっこ,Dakko,Hold_me,
item_444,T15,word,幼児語（その２）,sounds2,ちゃんこ（おすわり）,Chanko,Sitting,
item_445,T16,word,幼児語（その２）,sounds2,チューチュー（ねずみ）,Cyuucyuu,Squeak,
item_446,T17,word,幼児語（その２）,sounds2,チュンチュン（鳥）,Cyuncyun,Little_bird,
item_447,T18,word,幼児語（その２）,sounds2,チョキチョキ（はさみ）,Chokichoki,Scissors,
item_448,T19,word,幼児語（その２）,sounds2,ないない（片づけ）,Nainai,Clean_up,
item_449,T20,word,幼児語（その２）,sounds2,ネンネ,Nenne,Sleep,
item_450,T21,word,幼児語（その２）,sounds2,バーバ・ババ（祖母）,Baaba_baba,Grandmother,
item_451,T22,word,幼児語（その２）,sounds2,パカパカ（馬）,Pakapaka,Horse,
item_452,T23,word,幼児語（その２）,sounds2,パクパク（食べる時）,Pakupaku,Eat,
item_453,T24,word,幼児語（その２）,sounds2,ぴよぴよ（ひよこ）,Piyopiyo,Chirp,
item_454,T25,word,幼児語（その２）,sounds2,ブーブー（豚）,Buubuu,Oink,oink
item_455,T26,word,幼児語（その２）,sounds2,ブーン（飛行機）,Buun,Airplane,
item_456,T27,word,幼児語（その２）,sounds2,ポーン（投げる）,Poon,Throw,
item_457,T28,word,幼児語（その２）,sounds2,ポンポン（おなか）,Ponpon,Stomach,
item_458,T29,word,幼児語（その２）,sounds2,マンマ（食べ物）,Manma,Food,
item_459,U1,word,会話語,conversations,あっ,At,Ah,
item_460,U2,word,会話語,conversations,あのね,Anone,Well,
item_461,U3,word,会話語,conversations,あれっ・あら,Aret_ara,What?,
item_462,U4,word,会話語,conversations,いいよ,Iiyo,OK,ok
item_463,U5,word,会話語,conversations,いや,Iya,Disagreeable,
item_464,U6,word,会話語,conversations,ううん（打ち消し）,Uun,No,no
item_465,U7,word,会話語,conversations,うん（返事として）,Un,Yup,
item_466,U8,word,会話語,conversations,えっと・ええと,Etto_eeto,Um,
item_467,U9,word,会話語,conversations,そうそう,Sousou,Oh_yeah,
item_468,U10,word,会話語,conversations,ねえ,Nee,Hey,
item_469,U11,word,会話語,conversations,ほら,Hora,You_see,
item_470,U12,word,会話語,conversations,もしもし,Moshimoshi,Hello,hello
item_471,U13,word,会話語,conversations,やだ・いやだ,Yada_iyada,No,no
item_472,U14,word,会話語,conversations,ん（間をとるのに）,N,Hmm,
item_473,V1,word,その他,others,あった（見つけた時に）,Atta,Found_it,
item_474,V2,word,その他,others,おいで,Oide,Come_here,
item_475,V3,word,その他,others,カンパーイ（乾杯）,Kanpaai,Cheers,
item_476,V4,word,その他,others,こんど,Kondo,Next_time,
item_477,V5,word,その他,others,しまう,Shimau,Store,
item_478,V6,word,その他,others,また,Mata,Also,also
item_479,V7,word,その他,others,もう,Mou,Already,already
item_480,V8,word,その他,others,よいしょ,Yoisho,Heave_ho,
item_481,V9,word,その他,others,よしよし,Yoshiyoshi,There_there,
item_482,GA1,gestures_first,NA,NA,自分がもっているものを、さしだして、みせる。,,armshow,
item_483,GA2,gestures_first,NA,NA,自分が持っているおもちゃや物を、手わたしする。,,reachout,
item_484,GA3,gestures_first,NA,NA,おもしろいものや目についた物を、指さして知らせる。,,points,
item_485,GA4,gestures_first,NA,NA,人がでかけようとすると、自分からバイバイする。,,waves,
item_486,GA5,gestures_first,NA,NA,だっこしてほしくて、腕をのばす。,,pickup,
item_487,GA6,gestures_first,NA,NA,頭をふって、「いやいや」をする。,,shakhead,
item_488,GA7,gestures_first,NA,NA,うなずいて、「はい」をする。,,nodhead,
item_489,GA8,gestures_first,NA,NA,唇に指を当てて、「しーっ」の身ぶりをする。,,showhush,
item_490,GA9,gestures_first,NA,NA,腕をのばして、手を動かして、物をほしがる。,,request,
item_491,GA10,gestures_first,NA,NA,あいさつにおじぎをする。,,blowkiss,
item_492,GA11,gestures_first,NA,NA,おいしい物を食べたとき、「ぱくぱく」する。,,smacklip,
item_493,GA12,gestures_first,NA,NA,首をかしげて、「無くなった」「どっかいっちゃった」などを表現する。,,shrugs,
item_494,GB1,gestures_games,NA,NA,イナイイナイバーをする。,,playpeek,
item_495,GB2,gestures_games,NA,NA,お母さんと手をあわせて、「せっせっせー」の手遊びをする。,,patycak2,
item_496,GB3,gestures_games,NA,NA,ゲンコツ山のタヌキさんをする。,,sobig,
item_497,GB4,gestures_games,NA,NA,「まてまて」（おいかけっこ）をする。,,chase,
item_498,GB5,gestures_games,NA,NA,歌うような声をだす。,,dosing,
item_499,GB6,gestures_games,NA,NA,おどる。,,dodance,
item_500,GC1,gestures_objects,NA,NA,スプーンやフォークでたべる。,,eatspoon,
item_501,GC2,gestures_objects,NA,NA,飲み物が入ったコップから飲む。,,drinkcup,
item_502,GC3,gestures_objects,NA,NA,自分の髪をくしやブラシでとかす。,,combhair,
item_503,GC4,gestures_objects,NA,NA,歯をみがく。,,bshteeth,
item_504,GC5,gestures_objects,NA,NA,タオルやティッシュで手や顔をふく。,,wipeface,
item_505,GC6,gestures_objects,NA,NA,ぼうしをかぶる。,,puthat,
item_506,GC7,gestures_objects,NA,NA,くつ、あるいはソックスをはく。,,putshoe,
item_507,GC8,gestures_objects,NA,NA,腕時計やネックレスをつける。,,putwatch,
item_508,GC9,gestures_objects,NA,NA,耳に手をおき、目を閉じて、ねむっているまねをする。,,ptdsleep,
item_509,GC10,gestures_objects,NA,NA,ふーふーと吹いて、あついことをあらわす。,,blowhot,
item_510,GC11,gestures_objects,NA,NA,飛行機を持って、飛行機が飛んでいるまねをする。,,flyplane,
item_511,GC12,gestures_objects,NA,NA,耳に電話をもっていく。,,ptndtele,
item_512,GC13,gestures_objects,NA,NA,花のにおいをかぐ。,,snifflow,
item_513,GC14,gestures_objects,NA,NA,おもちゃの自動車やトラックをおす。,,pushcar,
item_514,GC15,gestures_objects,NA,NA,ボールをなげる。,,throwges,
item_515,GC16,gestures_objects,NA,NA,一つの容器からもう一つの容器へ水をつぐふりをする。,,ptndpour,
item_516,GC17,gestures_objects,NA,NA,スプーンでカップやなべのなかをかきまぜるふりをする。,,ptndstir,
item_517,GD1,gestures_parent,NA,NA,ベッドや布団におく。,,putobed,
item_518,GD2,gestures_parent,NA,NA,毛布やタオルや布団をかける。,,cover,
item_519,GD3,gestures_parent,NA,NA,ぬいぐるみや人形の口に哺乳びんをあてる。,,feedbotl,
item_520,GD4,gestures_parent,NA,NA,ぬいぐるみや人形の口にスプーンをあてる。,,feedspon,
item_521,GD5,gestures_parent,NA,NA,ぬいぐるみや人形の髪をくしやブラシでとかす。,,brushit,
item_522,GD6,gestures_parent,NA,NA,ぬいぐるみや人形の背中をたたいて、よしよしする。,,burbit,
item_523,GD7,gestures_parent,NA,NA,ベビーカーにぬいぐるみの動物や人形をいれて押す。,,pushit,
item_524,GD8,gestures_parent,NA,NA,ぬいぐるみや人形をゆする。,,rockit,
item_525,GD9,gestures_parent,NA,NA,抱っこする。,,kissit,
item_526,GD10,gestures_parent,NA,NA,くつをはかせたり、ぼうしをかぶせようとしたりする。,,dressit,
item_527,GD11,gestures_parent,NA,NA,ぬいぐるみや人形の顔や手をふく。,,wipeit,
item_528,GD12,gestures_parent,NA,NA,ぬいぐるみや人形にむかって何か言う。,,talkit,
item_529,GD13,gestures_parent,NA,NA,ぬいぐるみや人形におむつをつけようとする。,,diaperit,
item_530,GE1,gestures_adult,NA,NA,ほうきではく。,,sweep,
item_531,GE2,gestures_adult,NA,NA,戸やおもちゃの鍵穴に鍵をいれたり、かけようとする。,,putkey,
item_532,GE3,gestures_adult,NA,NA,本物やおもちゃのとんかちや金づちでたたく。,,pound,
item_533,GE4,gestures_adult,NA,NA,本物やおもちゃの包丁で切るまねをする。,,usesaw,
item_534,GE5,gestures_adult,NA,NA,本物やおもちゃのワープロやコンピューターのキーを”うつ”。,,type,
item_535,GE6,gestures_adult,NA,NA,”読む”（本をひらく、ページをめくる）。,,ptndread,
item_536,GE7,gestures_adult,NA,NA,そうじ機をかける。,,dovacuum,
item_537,GE8,gestures_adult,NA,NA,花に水をやる。,,waterplt,
item_538,GE9,gestures_adult,NA,NA,楽器をひこうとする（例えばピアノ、ギター）。,,playmus,
item_539,GE10,gestures_adult,NA,NA,自動車のハンドルをまわして車を”運転する”。,,ptnddriv,
item_540,GE11,gestures_adult,NA,NA,食器を洗う。,,washdish,
item_541,GE12,gestures_adult,NA,NA,布やぞうきんでふく。,,usecloth,
item_542,GE13,gestures_adult,NA,NA,ペンや鉛筆やボールペンでかく。,,usepen,
item_543,GE14,gestures_adult,NA,NA,スコップでほる。,,dig,
item_544,GE15,gestures_adult,NA,NA,めがねをかける。,,wearglas,
item_545,q6_0,pretends,NA,NA,物のみたて,,,
