itemID,item,type,category,choices,definition,gloss,complexity_category,uni_lemma
item_471,471_tezky,word,descriptive_words,produces,těžký,heavy,,
item_472,472_velky,word,descriptive_words,produces,velký,big,,
item_473,473_zeleny,word,descriptive_words,produces,zelený,green,,
item_474,474_zlobivy,word,descriptive_words,produces,zlobivý,naughty,,
item_475,475_zluty,word,descriptive_words,produces,žlutý,yellow,,
item_476,476_brzy,word,time_words,produces,brzy,soon,,
item_477,477_den,word,time_words,produces,den,day,,
item_478,478_dnes,word,time_words,produces,dnes,today,,
item_479,479_noc,word,time_words,produces,noc,night,,
item_480,480_pak,word,time_words,produces,pak,then,,
item_481,481_potom,word,time_words,produces,potom,then,,
item_482,482_rano,word,time_words,produces,ráno,morning,,
item_483,483_ted,word,time_words,produces,teď,now,,
item_484,484_vcera,word,time_words,produces,včera,yesterday,,
item_485,485_vecer,word,time_words,produces,večer,evening,,
item_486,486_zachvilku,word,time_words,produces,za chvilku,in a while,,
item_487,487_zitra,word,time_words,produces,zítra,tomorrow,,
item_488,488_ja1,word,pronouns,produces,já,I,,
item_489,489_ty1,word,pronouns,produces,ty,you,,
item_490,490_on1,word,pronouns,produces,on,he,,
item_491,491_ona,word,pronouns,produces,ona,she,,
item_492,492_my1,word,pronouns,produces,my,we,,
item_493,493_vy1,word,pronouns,produces,vy,you(pl.),,
item_494,494_oni1,word,pronouns,produces,oni,they,,
item_495,495_moje,word,pronouns,produces,moje,my/mine,,
item_496,496_muj,word,pronouns,produces,můj,my/mine,,
item_497,497_tvuj,word,pronouns,produces,tvůj,yours,,
item_498,498_tvoje,word,pronouns,produces,tvoje,yours,,
item_499,499_nase,word,pronouns,produces,naše,ours,,
item_500,500_vase,word,pronouns,produces,vaše,yours(pl.),,
item_501,501_sam,word,pronouns,produces,sám,himself/herself/alone,,
item_502,502_nic,word,pronouns,produces,nic,nothing,,
item_503,503_ten,word,pronouns,produces,ten,this(masculine),,
item_504,504_ta,word,pronouns,produces,tenhle,this(feminine),,
item_505,505_to,word,pronouns,produces,to,this(neuter),,
item_506,506_tenhle,word,pronouns,produces,tenhle,this-one(masculine),,
item_507,507_dobre,word,locations_quantities_adverbs,produces,dobře,well,,
item_508,508_hodne,word,locations_quantities_adverbs,produces,hodně,many/much,,
item_509,509_malo,word,locations_quantities_adverbs,produces,málo,little/few,,
item_510,510_jeste,word,locations_quantities_adverbs,produces,ještě,still/more,,
item_511,511_nahore,word,locations_quantities_adverbs,produces,nahoře,up,,
item_512,512_dole,word,locations_quantities_adverbs,produces,dole,down,,
item_513,513_nepijedela,word,locations_quantities_adverbs,produces,"ne- (pije, dělá)",not [negation prefix],,
item_514,514_rychle1,word,locations_quantities_adverbs,produces,fast/quickly,fast,,
item_515,515_pomalu,word,locations_quantities_adverbs,produces,pomalu,slowly,,
item_516,516_spatne,word,locations_quantities_adverbs,produces,špatně,wrong,,
item_517,517_tam,word,locations_quantities_adverbs,produces,dobře,there,,
item_518,518_tady,word,locations_quantities_adverbs,produces,tady,here,,
item_519,519_tak,word,locations_quantities_adverbs,produces,tak,so,,
item_520,520_trochu,word,locations_quantities_adverbs,produces,trochu,a little bit,,
item_521,521_vzadu,word,locations_quantities_adverbs,produces,venku,in the back,,
item_522,522_venku2,word,locations_quantities_adverbs,produces,vzadu,outside,,
item_523,523_co,word,question_words,produces,co?,what?,,
item_524,524_jak,word,question_words,produces,jak?,how?,,
item_525,525_kam,word,question_words,produces,kam?,where?,,
item_526,526_kde,word,question_words,produces,kde?,where?,,
item_527,527_kdo,word,question_words,produces,kdo?,who?,,
item_528,528_kolik,word,question_words,produces,kolik?,how much/many?,,
item_529,529_proč,word,question_words,produces,proč?,why?,,
item_530,530_od,word,prepositions,produces,do,from,,
item_531,531_do,word,prepositions,produces,k,to/into,,
item_532,532_k,word,prepositions,produces,na,to/towards,,
item_533,533_na,word,prepositions,produces,od,on,,
item_534,534_okolo,word,prepositions,produces,okolo,around,,
item_535,535_pod,word,prepositions,produces,pod,under/beneath,,
item_536,536_pro,word,prepositions,produces,pro,for,,
item_537,537_s,word,prepositions,produces,s,with,,
item_538,538_u,word,prepositions,produces,u,by/near,,
item_539,539_v,word,prepositions,produces,v,in,,
item_540,540_vedle,word,prepositions,produces,vedle,next to,,
item_541,541_za,word,prepositions,produces,za,behind/for/instead,,
item_542,542_a,word,connecting_words,produces,a,and,,
item_543,543_aby,word,connecting_words,produces,aby,so that/in order to,,
item_544,544_ale,word,connecting_words,produces,ale,but,,
item_545,545_az,word,connecting_words,produces,až,until,,
item_546,546_nebo,word,connecting_words,produces,nebo,or,,
item_547,547_protoze,word,connecting_words,produces,protože,because,,
item_548,548_byt1,word,helping_verbs,produces,být,be,,
item_549,549_chtit1,word,helping_verbs,produces,chtít,want ,,
item_550,550_muset,word,helping_verbs,produces,muset,must/have to,,
item_551,551_smet,word,helping_verbs,produces,smět,can/be allowed to,,
item_552,552_zacit,word,helping_verbs,produces,začít,begin,,
item_553,553_zustat2,word,helping_verbs,produces,zůstat,stay,,
