field,column,group,type
data_age,month,admin,data_age
sex,sex,child,sex
study_id,study_id,child,study_id
item_1,1_1,item,word
item_2,1_2,item,word
item_3,1_3,item,word
item_4,1_4,item,word
item_5,1_5,item,word
item_6,1_6,item,word
item_7,1_7,item,word
item_8,1_8,item,word
item_9,1_9,item,word
item_10,1_10,item,word
item_11,1_11,item,word
item_12,1_12,item,word
item_13,1_13,item,word
item_14,1_14,item,word
item_15,1_15,item,word
item_16,1_16,item,word
item_17,1_17,item,word
item_18,1_18,item,word
item_19,1_19,item,word
item_20,1_20,item,word
item_21,1_21,item,word
item_22,1_22,item,word
item_23,1_23,item,word
item_24,1_24,item,word
item_25,1_25,item,word
item_26,1_26,item,word
item_27,1_27,item,word
item_28,1_28,item,word
item_29,1_29,item,word
item_30,1_30,item,word
item_31,1_31,item,word
item_32,1_32,item,word
item_33,1_33,item,word
item_34,1_34,item,word
item_35,1_35,item,word
item_36,1_36,item,word
item_37,1_37,item,word
item_38,2_1,item,word
item_39,2_2,item,word
item_40,2_3,item,word
item_41,2_4,item,word
item_42,2_5,item,word
item_43,2_6,item,word
item_44,2_7,item,word
item_45,2_8,item,word
item_46,2_9,item,word
item_47,2_10,item,word
item_48,2_11,item,word
item_49,2_12,item,word
item_50,2_13,item,word
item_51,2_14,item,word
item_52,2_15,item,word
item_53,2_16,item,word
item_54,2_17,item,word
item_55,2_18,item,word
item_56,2_19,item,word
item_57,2_20,item,word
item_58,2_21,item,word
item_59,2_22,item,word
item_60,2_23,item,word
item_61,2_24,item,word
item_62,2_25,item,word
item_63,2_26,item,word
item_64,2_27,item,word
item_65,2_28,item,word
item_66,2_29,item,word
item_67,2_30,item,word
item_68,2_31,item,word
item_69,2_32,item,word
item_70,2_33,item,word
item_71,2_34,item,word
item_72,2_35,item,word
item_73,2_36,item,word
item_74,2_37,item,word
item_75,2_38,item,word
item_76,2_39,item,word
item_77,2_40,item,word
item_78,2_41,item,word
item_79,2_42,item,word
item_80,2_43,item,word
item_81,2_44,item,word
item_82,3_1,item,word
item_83,3_2,item,word
item_84,3_3,item,word
item_85,3_4,item,word
item_86,3_5,item,word
item_87,3_6,item,word
item_88,3_7,item,word
item_89,3_8,item,word
item_90,3_9,item,word
item_91,3_10,item,word
item_92,3_11,item,word
item_93,3_12,item,word
item_94,3_13,item,word
item_95,4_1,item,word
item_96,4_2,item,word
item_97,4_3,item,word
item_98,4_4,item,word
item_99,4_5,item,word
item_100,4_6,item,word
item_101,4_7,item,word
item_102,4_8,item,word
item_103,4_9,item,word
item_104,4_10,item,word
item_105,4_11,item,word
item_106,4_12,item,word
item_107,4_13,item,word
item_108,4_14,item,word
item_109,4_15,item,word
item_110,4_16,item,word
item_111,4_17,item,word
item_112,4_18,item,word
item_113,4_19,item,word
item_114,4_20,item,word
item_115,4_21,item,word
item_116,4_22,item,word
item_117,4_23,item,word
item_118,4_24,item,word
item_119,5_1,item,word
item_120,5_2,item,word
item_121,5_3,item,word
item_122,5_4,item,word
item_123,5_5,item,word
item_124,5_6,item,word
item_125,5_7,item,word
item_126,5_8,item,word
item_127,5_9,item,word
item_128,5_10,item,word
item_129,5_11,item,word
item_130,5_12,item,word
item_131,5_13,item,word
item_132,5_14,item,word
item_133,5_15,item,word
item_134,5_16,item,word
item_135,5_17,item,word
item_136,5_18,item,word
item_137,5_19,item,word
item_138,5_20,item,word
item_139,5_21,item,word
item_140,5_22,item,word
item_141,5_23,item,word
item_142,5_24,item,word
item_143,5_25,item,word
