field,column,group,type
study_id,CHILD_ID,child,study_id
date_of_test,FILLEDOUT,admin,date_of_test
,ID_CDI,,
,ID_SCL,,
,AGE,,
data_age,DATA_AGE,admin,data_age
sex,GENDER,child,sex
,CDI_VERSION,,
item_1,p1_c01_i01,item,word
item_2,p1_c01_i02,item,word
item_3,p1_c01_i03,item,word
item_4,p1_c01_i04,item,word
item_5,p1_c01_i05,item,word
item_6,p1_c01_i06,item,word
item_7,p1_c01_i07,item,word
item_8,p1_c01_i08,item,word
item_9,p1_c01_i09,item,word
item_10,p1_c01_i10,item,word
item_11,p1_c01_i11,item,word
item_12,p1_c01_i12,item,word
item_13,p1_c01_i13,item,word
item_14,p1_c01_i14,item,word
item_15,p1_c01_i15,item,word
item_16,p1_c02_i01,item,word
item_17,p1_c02_i02,item,word
item_18,p1_c02_i03,item,word
item_19,p1_c02_i04,item,word
item_20,p1_c02_i05,item,word
item_21,p1_c02_i06,item,word
item_22,p1_c02_i07,item,word
item_23,p1_c02_i08,item,word
item_24,p1_c02_i09,item,word
item_25,p1_c02_i10,item,word
item_26,p1_c02_i11,item,word
item_27,p1_c02_i12,item,word
item_28,p1_c02_i13,item,word
item_29,p1_c02_i14,item,word
item_30,p1_c02_i15,item,word
item_31,p1_c02_i16,item,word
item_32,p1_c02_i17,item,word
item_33,p1_c02_i18,item,word
item_34,p1_c02_i19,item,word
item_35,p1_c02_i20,item,word
item_36,p1_c02_i21,item,word
item_37,p1_c02_i22,item,word
item_38,p1_c02_i23,item,word
item_39,p1_c02_i24,item,word
item_40,p1_c02_i25,item,word
item_41,p1_c02_i26,item,word
item_42,p1_c02_i27,item,word
item_43,p1_c02_i28,item,word
item_44,p1_c02_i29,item,word
item_45,p1_c02_i30,item,word
item_46,p1_c02_i31,item,word
item_47,p1_c02_i32,item,word
item_48,p1_c02_i33,item,word
item_49,p1_c02_i34,item,word
item_50,p1_c02_i35,item,word
item_51,p1_c02_i36,item,word
item_52,p1_c02_i37,item,word
item_53,p1_c02_i38,item,word
item_54,p1_c02_i39,item,word
item_55,p1_c02_i40,item,word
item_56,p1_c02_i41,item,word
item_57,p1_c02_i42,item,word
item_58,p1_c02_i43,item,word
item_59,p1_c02_i44,item,word
item_60,p1_c02_i45,item,word
item_61,p1_c03_i01,item,word
item_62,p1_c03_i02,item,word
item_63,p1_c03_i03,item,word
item_64,p1_c03_i04,item,word
item_65,p1_c03_i05,item,word
item_66,p1_c03_i06,item,word
item_67,p1_c03_i07,item,word
item_68,p1_c03_i08,item,word
item_69,p1_c03_i09,item,word
item_70,p1_c03_i10,item,word
item_71,p1_c03_i11,item,word
item_72,p1_c03_i12,item,word
item_73,p1_c03_i13,item,word
item_74,p1_c03_i14,item,word
item_75,p1_c04_i01,item,word
item_76,p1_c04_i02,item,word
item_77,p1_c04_i03,item,word
item_78,p1_c04_i04,item,word
item_79,p1_c04_i05,item,word
item_80,p1_c04_i06,item,word
item_81,p1_c04_i07,item,word
item_82,p1_c04_i08,item,word
item_83,p1_c04_i09,item,word
item_84,p1_c04_i10,item,word
item_85,p1_c04_i11,item,word
item_86,p1_c04_i12,item,word
item_87,p1_c04_i13,item,word
item_88,p1_c04_i14,item,word
item_89,p1_c04_i15,item,word
item_90,p1_c04_i16,item,word
item_91,p1_c04_i17,item,word
item_92,p1_c04_i18,item,word
item_93,p1_c04_i19,item,word
item_94,p1_c04_i20,item,word
item_95,p1_c04_i21,item,word
item_96,p1_c04_i22,item,word
item_97,p1_c05_i01,item,word
item_98,p1_c05_i02,item,word
item_99,p1_c05_i03,item,word
item_100,p1_c05_i04,item,word
item_101,p1_c05_i05,item,word
item_102,p1_c05_i06,item,word
item_103,p1_c05_i07,item,word
item_104,p1_c05_i08,item,word
item_105,p1_c05_i09,item,word
item_106,p1_c05_i10,item,word
item_107,p1_c05_i11,item,word
item_108,p1_c05_i12,item,word
item_109,p1_c05_i13,item,word
item_110,p1_c05_i14,item,word
item_111,p1_c05_i15,item,word
item_112,p1_c05_i16,item,word
item_113,p1_c05_i17,item,word
item_114,p1_c05_i18,item,word
item_115,p1_c05_i19,item,word
item_116,p1_c05_i20,item,word
item_117,p1_c05_i21,item,word
item_118,p1_c05_i22,item,word
item_119,p1_c05_i23,item,word
item_120,p1_c05_i24,item,word
item_121,p1_c05_i25,item,word
item_122,p1_c05_i26,item,word
item_123,p1_c05_i27,item,word
item_124,p1_c05_i28,item,word
item_125,p1_c05_i29,item,word
item_126,p1_c05_i30,item,word
item_127,p1_c05_i31,item,word
item_128,p1_c05_i32,item,word
item_129,p1_c05_i33,item,word
item_130,p1_c05_i34,item,word
item_131,p1_c05_i35,item,word
item_132,p1_c05_i36,item,word
item_133,p1_c05_i37,item,word
item_134,p1_c05_i38,item,word
item_135,p1_c05_i39,item,word
item_136,p1_c05_i40,item,word
item_137,p1_c05_i41,item,word
item_138,p1_c05_i42,item,word
item_139,p1_c05_i43,item,word
item_140,p1_c05_i44,item,word
item_141,p1_c05_i45,item,word
item_142,p1_c05_i46,item,word
item_143,p1_c05_i47,item,word
item_144,p1_c05_i48,item,word
item_145,p1_c05_i49,item,word
item_146,p1_c05_i50,item,word
item_147,p1_c05_i51,item,word
item_148,p1_c05_i52,item,word
item_149,p1_c05_i53,item,word
item_150,p1_c05_i54,item,word
item_151,p1_c05_i55,item,word
item_152,p1_c05_i56,item,word
item_153,p1_c05_i57,item,word
item_154,p1_c05_i58,item,word
item_155,p1_c05_i59,item,word
item_156,p1_c05_i60,item,word
item_157,p1_c05_i61,item,word
item_158,p1_c05_i62,item,word
item_159,p1_c05_i63,item,word
item_160,p1_c05_i64,item,word
item_161,p1_c05_i65,item,word
item_162,p1_c05_i66,item,word
item_163,p1_c05_i67,item,word
item_164,p1_c05_i68,item,word
item_165,p1_c06_i01,item,word
item_166,p1_c06_i02,item,word
item_167,p1_c06_i03,item,word
item_168,p1_c06_i04,item,word
item_169,p1_c06_i05,item,word
item_170,p1_c06_i06,item,word
item_171,p1_c06_i07,item,word
item_172,p1_c06_i08,item,word
item_173,p1_c06_i09,item,word
item_174,p1_c06_i10,item,word
item_175,p1_c06_i11,item,word
