itemID,item,type,category,choices,definition,complexity_category,new_lemma,gloss,uni_lemma
item_396,tengmant,word,games_routines,produces,tengo manita,NA,have hands,I have a little hand (song),have hands
item_397,tevypagr,word,games_routines,produces,te voy a pegar...,NA,NA,I'm going to hit you,hit
item_398,tortlita,word,games_routines,produces,tortillitas,NA,pattycake,Tortillitas for Mommy (song),pattycake
item_399,unodstrs,word,games_routines,produces,uno dos tres...,NA,NA,one two three,one two three
item_400,vamonos,word,games_routines,produces,vámonos,NA,NA,let's go,leave
item_401,ir,word,action_words,produces,ir(se),NA,go,go to,go
item_402,jalar,word,action_words,produces,jalar,NA,NA,pull,pull
item_403,jugar,word,action_words,produces,jugar,NA,play,to play,play
item_404,juntar,word,action_words,produces,juntar,NA,NA,put together,build
item_405,lastimar,word,action_words,produces,lastimar(se),NA,NA,to hurt,hurt (action)
item_406,lavar,word,action_words,produces,lavar(se),NA,wash,wash,wash
item_407,leer,word,action_words,produces,leer,NA,read,read,read
item_408,levntar,word,action_words,produces,levantar(se),NA,NA,lift,stand
item_409,llevar,word,action_words,produces,llevar(se),NA,take,carry,take
item_410,llorar,word,action_words,produces,llorar,NA,cry,mourn,cry
item_411,llover,word,action_words,produces,llover,NA,NA,to rain,rain
item_412,meterse,word,action_words,produces,meter(se),NA,put,get into,put
item_413,mirar,word,action_words,produces,mirar,NA,look,to see,look
item_414,morder,word,action_words,produces,morder,NA,bite,to bite,bite
item_415,nadar,word,action_words,produces,nadar,NA,NA,to swim,swim
item_416,oir,word,action_words,produces,oír,NA,NA,hear,hear
item_417,parar,word,action_words,produces,parar(se),NA,stop,to stop,stand
item_418,patear,word,action_words,produces,patear,NA,NA,to kick,kick
item_419,patinar,word,action_words,produces,patinar,NA,NA,to skate,skate (action)
item_420,pegar,word,action_words,produces,pegar(se),NA,hit,to hit,hit
item_421,peinarse,word,action_words,produces,peinar(se),NA,comb (action),to comb,comb (action)
item_422,pensar,word,action_words,produces,pensar,NA,NA,to think,think
item_423,perder,word,action_words,produces,perder,NA,NA,to waste,miss
item_424,pintar,word,action_words,produces,pintar,NA,paint (action),to paint,paint (action)
item_425,platicar,word,action_words,produces,platicar,NA,NA,talk,talk
item_426,poder,word,action_words,produces,poder,NA,can (auxiliary),be able to,can (auxiliary)
item_427,poner,word,action_words,produces,poner(se),NA,put,put on,put
item_428,prender,word,action_words,produces,prender,NA,turn on,switch on,turn on
item_429,quedar,word,action_words,produces,quedar(se),NA,NA,stay,stay
item_430,quemar,word,action_words,produces,quemar(se),NA,NA,burn down,burn
item_431,querer,word,action_words,produces,querer,NA,wanna,want to,want
item_432,quitarse,word,action_words,produces,quitar(se),NA,NA,take off,remove
item_433,regalar,word,action_words,produces,regalar,NA,NA,give away,give
item_434,romper,word,action_words,produces,romper,NA,break,to break,break
item_435,saber,word,action_words,produces,saber,NA,NA,to know,know
item_436,sacar,word,action_words,produces,sacar,NA,take out,put off,take
item_437,salir,word,action_words,produces,salir(se),NA,NA,going out,leave
item_438,saltar,word,action_words,produces,saltar,NA,NA,to jump,jump
item_439,saludar,word,action_words,produces,saludar,NA,NA,to greet,greet
item_440,sentar,word,action_words,produces,sentar(se),NA,sit,sit,sit
item_441,soplar,word,action_words,produces,soplar,NA,blow,to blow,blow
item_442,subir,word,action_words,produces,subir(se),NA,NA,to go up,climb
item_443,tapar,word,action_words,produces,tapar,NA,NA,to cover,cover (action)
item_444,tener,word,action_words,produces,tener,NA,have,to have,have
item_445,terminar,word,action_words,produces,terminar,NA,NA,to finish,finish
item_446,tirar,word,action_words,produces,tirar,NA,throw,to throw,throw
item_447,tocar,word,action_words,produces,tocar,NA,touch,to touch,touch
item_448,tomar,word,action_words,produces,tomar(se),NA,take,to take,take
item_449,traer,word,action_words,produces,traer(se),NA,NA,to bring,bring
item_450,venir,word,action_words,produces,venir(se),NA,NA,to come,come
item_451,ver,word,action_words,produces,ver(se),NA,NA,to see,see
item_452,acabarse,word,action_words,produces,acabar,NA,NA,to finish,finish
item_453,acompnar,word,action_words,produces,acompañar,NA,NA,to join,accompany
item_454,acostar,word,action_words,produces,acostar(se),NA,NA,lay down,lie down
item_455,agarrar,word,action_words,produces,agarrar,NA,NA,to grab,hold
item_456,almorzar,word,action_words,produces,almorzar,NA,NA,to launch,lunch (action)
item_457,amararse,word,action_words,produces,amarrar(se),NA,NA,to tie up,tie (action)
item_458,andar,word,action_words,produces,andar,NA,NA,walk,walk
item_459,apagar,word,action_words,produces,apagar,NA,turn off,to turn off,turn off
item_460,apurar,word,action_words,produces,apurar(se),NA,hurry,hurry,hurry
item_461,arreglar,word,action_words,produces,arreglar(se),NA,NA,to fix,fix
item_462,asustar,word,action_words,produces,asustar(se),NA,NA,to frighten,scared
item_463,aventar,word,action_words,produces,aventar,NA,throw,to blow,throw
item_464,ayudar,word,action_words,produces,ayudar,NA,help,to help,help
item_465,bailar,word,action_words,produces,bailar,NA,dance,to dance,dance
item_466,bajarse,word,action_words,produces,bajar(se),NA,NA,to come down,lower (action)
item_467,barrer,word,action_words,produces,barrer,NA,NA,to sweep,sweep
item_468,besar,word,action_words,produces,besar,NA,NA,to kiss,kiss
item_469,brincar,word,action_words,produces,brincar,NA,jump,to hop,jump
item_470,buscar,word,action_words,produces,buscar,NA,NA,search for,watch (action)
item_471,caber,word,action_words,produces,caber,NA,NA,to fit,fit
item_472,caer,word,action_words,produces,caer(se),NA,fall,to fall,fall
item_473,callarse,word,action_words,produces,callar(se),NA,NA,shut up,quiet (action)
item_474,caminar,word,action_words,produces,caminar,NA,walk,walk,walk
item_475,cantar,word,action_words,produces,cantar,NA,sing,to sing,sing
item_476,cargar,word,action_words,produces,cargar,NA,NA,to load,carry
item_477,cenar,word,action_words,produces,cenar,NA,eat dinner,to have dinner,dine
item_478,cerrar,word,action_words,produces,cerrar,NA,close,to close,close
item_479,cocinar,word,action_words,produces,cocinar,NA,NA,to cook,cook
item_480,comer,word,action_words,produces,comer(se),NA,eat,to eat,eat
item_481,comprar,word,action_words,produces,comprar,NA,NA,to purchase,buy
item_482,correr,word,action_words,produces,correr,NA,run,run,run
item_483,cortar,word,action_words,produces,cortar,NA,NA,to cut,cut
item_484,dar,word,action_words,produces,dar,NA,give,to give,give
item_485,decir,word,action_words,produces,decir,NA,say,to say,say
item_486,desyunar,word,action_words,produces,desayunar,NA,eat breakfast,to have breakfast,breakfast (action)
item_487,dibujar,word,action_words,produces,dibujar,NA,draw,to draw,draw
item_488,doler,word,action_words,produces,doler,NA,hurt (action),hurt,hurt (action)
item_489,dormir,word,action_words,produces,dormir(se),NA,sleep,to sleep,sleep
item_490,empujar,word,action_words,produces,empujar,NA,push,push,push
item_491,encontra,word,action_words,produces,encontrar,NA,NA,to find,find
item_492,ensenar,word,action_words,produces,enseñar,NA,show,to teach,show
item_493,entrar,word,action_words,produces,entrar,NA,NA,to enter,enter
item_494,equvcar,word,action_words,produces,equivocar(se),NA,NA,to make a mistake,mistake
item_495,esconder,word,action_words,produces,esconder(se),NA,NA,to hide,hide
item_496,escribir,word,action_words,produces,escribir,NA,write,to write,write
item_497,escuchar,word,action_words,produces,escuchar,NA,NA,to listen,listen
item_498,esperar,word,action_words,produces,esperar(se),NA,wait,to expect,wait
item_499,ganar,word,action_words,produces,ganar,NA,NA,to win,gain
item_500,gritar,word,action_words,produces,gritar,NA,NA,shout,shout
item_501,gustar,word,action_words,produces,gustar,NA,NA,to like,like
item_502,hacer,word,action_words,produces,hacer,NA,NA,to do,do
item_503,abrir,word,action_words,produces,abrir,NA,open (action),to open,open (action)
item_504,estar,word,states,produces,estar,NA,be,be,be
item_505,habrhay,word,states,produces,haber (hay),NA,NA,have,NA
item_506,ser,word,states,produces,ser,NA,be,to be,be
item_507,alto,word,descriptive_words,produces,alto,NA,NA,high up,tall
item_508,amarillo,word,descriptive_words,produces,amarillo,NA,yellow,yellow,yellow
item_509,azul,word,descriptive_words,produces,azul,NA,blue,blue,blue
item_510,blanco,word,descriptive_words,produces,blanco,NA,NA,white,white
item_511,bonita,word,descriptive_words,produces,bonita,NA,pretty,pretty,pretty
item_512,bueno,word,descriptive_words,produces,bueno,NA,NA,okay,good
item_513,caliente,word,descriptive_words,produces,caliente,NA,hot,hot,hot
item_514,cansado,word,descriptive_words,produces,cansado,NA,tired,tired,tired
item_515,chaparo,word,descriptive_words,produces,chaparro,NA,NA,little one,short
item_516,chico,word,descriptive_words,produces,chico,NA,little (description),boy,little (description)
item_517,chulo,word,descriptive_words,produces,chulo,NA,NA,cute,cute
item_518,descompu,word,descriptive_words,produces,descompuesto,NA,NA,out-of-order,NA
item_519,despiert,word,descriptive_words,produces,despierto,NA,NA,awake,awake
item_520,difernte,word,descriptive_words,produces,diferente,NA,different,different,different
item_521,dificil,word,descriptive_words,produces,difícil,NA,hard,difficult,hard
item_522,duro,word,descriptive_words,produces,duro,NA,NA,hard,tough
item_523,enfermo,word,descriptive_words,produces,enfermo,NA,sick,sick,sick
item_524,enojado,word,descriptive_words,produces,enojado,NA,angry,angry,angry
item_525,feliz,word,descriptive_words,produces,feliz,NA,NA,happy,happy
item_526,feo,word,descriptive_words,produces,feo,NA,ugly,ugly,ugly
item_527,flaco,word,descriptive_words,produces,flaco,NA,NA,skinny,thin
item_528,frio,word,descriptive_words,produces,frío,NA,cold,cold,cold
item_529,fuchi,word,descriptive_words,produces,fuchi,NA,yucky,yucky,yucky
item_530,fuerte,word,descriptive_words,produces,fuerte,NA,NA,strong,strong
item_531,gordo,word,descriptive_words,produces,gordo,NA,NA,fat,fat
item_532,grande,word,descriptive_words,produces,grande,NA,big,great,big
item_533,guapo,word,descriptive_words,produces,guapo,NA,cute,handsome,cute
item_534,hambre,word,descriptive_words,produces,hambre,NA,hungry,hunger,hungry
item_535,igual,word,descriptive_words,produces,igual,NA,same,equal,same
item_536,largo,word,descriptive_words,produces,largo,NA,NA,long,long
item_537,lento,word,descriptive_words,produces,lento,NA,NA,slow,slow
item_538,limpio,word,descriptive_words,produces,limpio,NA,clean (description),clean,clean (description)
item_539,linda,word,descriptive_words,produces,linda,NA,NA,cute,cute
item_540,lleno,word,descriptive_words,produces,lleno,NA,full,full,full
item_541,malo,word,descriptive_words,produces,malo,NA,bad,bad,bad
item_542,mejor,word,descriptive_words,produces,mejor,NA,NA,better off,better
item_543,miedsust,word,descriptive_words,produces,miedo/susto,NA,NA,scared,scared
item_544,mojado,word,descriptive_words,produces,mojado,NA,NA,wet,wet (description)
item_545,morado,word,descriptive_words,produces,morado,NA,NA,purple,purple
item_546,negro,word,descriptive_words,produces,negro,NA,NA,black,black
item_547,nuevo,word,descriptive_words,produces,nuevo,NA,new,new,new
item_548,oscuro,word,descriptive_words,produces,oscuro,NA,dark,dark,dark
item_549,pegajoso,word,descriptive_words,produces,pegajoso,NA,NA,sticky,sticky
item_550,pelgrso,word,descriptive_words,produces,peligroso,NA,NA,dangerous,dangerous
item_551,pesado,word,descriptive_words,produces,pesado,NA,heavy,heavy,heavy
item_552,pobre,word,descriptive_words,produces,pobre,NA,NA,poor,poor
item_553,primero,word,descriptive_words,produces,primero,NA,NA,at first,first
item_554,rapido1,word,descriptive_words,produces,rápido (descriptive),NA,NA,fast,fast
item_555,rojo,word,descriptive_words,produces,rojo,NA,red,red,red
item_556,rosa,word,descriptive_words,produces,rosa,NA,NA,pink,pink
item_557,roto,word,descriptive_words,produces,roto,NA,broken,broken,broken
item_558,ruidoso,word,descriptive_words,produces,ruidoso,NA,NA,noisy,noisy
item_559,seco,word,descriptive_words,produces,seco,NA,NA,dry,dry (description)
item_560,suave,word,descriptive_words,produces,suave,NA,soft,soft,soft
item_561,sucio,word,descriptive_words,produces,sucio,NA,dirty,dirty,dirty
item_562,tonto,word,descriptive_words,produces,tonto,NA,NA,silly,silly
item_563,tranquil,word,descriptive_words,produces,tranquilo,NA,NA,quiet,quiet
item_564,travieso,word,descriptive_words,produces,travieso,NA,NA,naughty,naughty
item_565,triste,word,descriptive_words,produces,triste,NA,sad,sad,sad
item_566,ultimo,word,descriptive_words,produces,último,NA,NA,last one,last
item_567,vacio,word,descriptive_words,produces,vacío,NA,empty,empty,empty
item_568,verde,word,descriptive_words,produces,verde,NA,green,green,green
item_569,viejo,word,descriptive_words,produces,viejo,NA,old,old,old
item_570,ahorita,word,time_words,produces,ahorita/ahora,NA,now,right now,now
item_571,alrato,word,time_words,produces,al rato,NA,NA,later,later
item_572,antes,word,time_words,produces,antes,NA,NA,before,before
item_573,ayer,word,time_words,produces,ayer,NA,yesterday,yesterday,yesterday
item_574,despues,word,time_words,produces,después,NA,after,after,after
item_575,dia,word,time_words,produces,día,NA,day,day,day
item_576,enlamana,word,time_words,produces,en la mañana,NA,NA,in the morning,morning
item_577,enlanoch,word,time_words,produces,en la noche,NA,NA,at night,night
item_578,enlatard,word,time_words,produces,en la tarde,NA,NA,in the afternoon,afternoon
item_579,hoy,word,time_words,produces,hoy,NA,today,today,today
item_580,manana,word,time_words,produces,mañana,NA,tomorrow,tomorrow,tomorrow
item_581,noche,word,time_words,produces,noche,NA,night,night,night
item_582,aquel,word,pronouns,produces,aquel,NA,that,that,that
item_583,aquela,word,pronouns,produces,aquella,NA,that,that,that
item_584,aquelas,word,pronouns,produces,aquellas,NA,NA,those,those
item_585,aquelos,word,pronouns,produces,aquellos,NA,NA,those,those
item_586,el1,word,pronouns,produces,él (pronouns),NA,he,he,3SG
item_587,ella,word,pronouns,produces,ella,NA,her,she,3SG
item_588,ellas,word,pronouns,produces,ellas,NA,they,they,3PL
item_589,ellos,word,pronouns,produces,ellos,NA,they,they,3PL
item_590,esa,word,pronouns,produces,esa,NA,that,that,that
item_591,esas,word,pronouns,produces,esas,NA,those,those,those
item_592,ese,word,pronouns,produces,ese,NA,that,that,that
item_593,eso,word,pronouns,produces,eso,NA,that,that,that
item_594,esos,word,pronouns,produces,esos,NA,those,those,those
item_595,esta,word,pronouns,produces,ésta,NA,this,this,this
item_596,estas,word,pronouns,produces,éstas,NA,these,these,these
item_597,este,word,pronouns,produces,éste,NA,this,this,this
item_598,esto,word,pronouns,produces,esto,NA,this,this,this
item_599,estos,word,pronouns,produces,éstos,NA,these,these,these
item_600,prole,word,pronouns,produces,le,NA,it,you,3SG
item_601,les,word,pronouns,produces,les,NA,them,them,3PL
item_602,lo,word,pronouns,produces,lo,NA,him,the,3SG
item_603,me,word,pronouns,produces,me,NA,me,me,1SG
item_604,mi,word,pronouns,produces,mí,NA,NA,my,1SG.POSS
item_605,mia,word,pronouns,produces,mía,NA,mine,mine,1SG.POSS
item_606,mias,word,pronouns,produces,mías,NA,mine,mine,1SG.POSS
item_607,mio,word,pronouns,produces,mío,NA,mine,mine,1SG.POSS
item_608,mios,word,pronouns,produces,míos,NA,mine,mine,1SG.POSS
item_609,nosotros,word,pronouns,produces,nosotros,NA,NA,we,1PL
item_610,nuestro,word,pronouns,produces,nuestro,NA,NA,our,1PL.POSS
item_611,se,word,pronouns,produces,se,NA,self,self,REFL
item_612,su,word,pronouns,produces,su,NA,his,his,3SG.POSS
item_613,suya,word,pronouns,produces,suya,NA,NA,yours,3SG.POSS
item_614,suyas,word,pronouns,produces,suyas,NA,NA,theirs,3SG.POSS
item_615,suyo,word,pronouns,produces,suyo,NA,NA,yours,3SG.POSS
item_616,suyos,word,pronouns,produces,suyos,NA,NA,yours,3SG.POSS
item_617,te2,word,pronouns,produces,te (pronouns),NA,NA,you,2SG
item_618,ti,word,pronouns,produces,tí,NA,NA,you,2SG
item_619,tu,word,pronouns,produces,tú,NA,you,you,2SG
item_620,tuya,word,pronouns,produces,tuya,NA,your,yours,2SG.POSS
item_621,tuyas,word,pronouns,produces,tuyas,NA,your,yours,2SG.POSS
item_622,tuyo,word,pronouns,produces,tuyo,NA,your,yours,2SG.POSS
item_623,tuyos,word,pronouns,produces,tuyos,NA,your,yours,2SG.POSS
item_624,yo,word,pronouns,produces,yo,NA,i,I,1SG
item_625,como,word,question_words,produces,cómo,NA,how,as,how
item_626,cual,word,question_words,produces,cuál,NA,which (question),which,which (question)
item_627,cuando,word,question_words,produces,cuándo,NA,NA,when,when (question)
item_628,donde,word,question_words,produces,dónde,NA,NA,where,where (question)
item_629,porque,word,question_words,produces,por qué,NA,why,why,why
item_630,que1,word,question_words,produces,qué (question_words),NA,NA,what,what
item_631,quien,word,question_words,produces,quién,NA,who,who,who
item_632,a,word,prepositions,produces,a,NA,NA,to,to
item_633,con,word,prepositions,produces,con,NA,NA,with,with
item_634,de,word,prepositions,produces,de,NA,NA,of,of
item_635,el2,word,prepositions,produces,el (propositions),NA,NA,the,the
item_636,en,word,prepositions,produces,en,NA,NA,in,in
item_637,entre,word,prepositions,produces,entre,NA,NA,in between,between
item_638,la,word,prepositions,produces,la,NA,NA,the,the
item_639,las,word,prepositions,produces,las,NA,NA,the,the
item_640,los,word,prepositions,produces,los,NA,NA,the,the
item_641,para,word,prepositions,produces,para,NA,NA,for,for
item_642,pero,word,prepositions,produces,pero,NA,NA,but,but
item_643,un,word,prepositions,produces,un,NA,NA,a,a
item_644,una,word,prepositions,produces,una,NA,NA,a,a
item_645,unas,word,prepositions,produces,unas,NA,NA,some,some
item_646,unos,word,prepositions,produces,unos,NA,NA,some,some
item_647,asi,word,quantifiers,produces,así,NA,NA,so,so
item_648,bien,word,quantifiers,produces,bien,NA,NA,all right,well (modifier)
item_649,despacio,word,quantifiers,produces,despacio,NA,NA,slowly,slowly
item_650,mal,word,quantifiers,produces,mal,NA,NA,wrong,wrong
item_651,mas,word,quantifiers,produces,más,NA,more,more,more
item_652,mucho,word,quantifiers,produces,mucho,NA,a lot,a lot,a lot
item_653,nada,word,quantifiers,produces,nada,NA,nothing,nothing,nothing
item_654,no,word,quantifiers,produces,no,NA,NA,do not,NA
item_655,nohay,word,quantifiers,produces,no hay,NA,none,there is no,none
item_656,otravez,word,quantifiers,produces,otro/otra vez,NA,again,again,again
item_657,pocquito,word,quantifiers,produces,poco/poquito,NA,NA,a little bit,little (amount)
item_658,rapido2,word,quantifiers,produces,rápido (quantifiers),NA,NA,quickly,quickly
item_659,si,word,quantifiers,produces,sí,NA,NA,yes,yes
item_660,todo,word,quantifiers,produces,todo,NA,all,all,all
item_661,ya,word,quantifiers,produces,ya,NA,already,already,already
item_662,abajo,word,locations,produces,abajo,NA,down,down below,down
item_663,adentro,word,locations,produces,adentro,NA,inside,in,inside
item_664,afuera,word,locations,produces,afuera,NA,out,outside,out
item_665,ahi,word,locations,produces,ahí,NA,there,there,there
item_666,alla,word,locations,produces,allá,NA,NA,there,there
item_667,alli,word,locations,produces,allí,NA,NA,there,there
item_668,aqui,word,locations,produces,aquí,NA,here,here,here
item_669,arriba,word,locations,produces,arriba,NA,up,up,up
item_670,atras,word,locations,produces,atrás,NA,back (location),behind,back (location)
item_671,cerca,word,locations,produces,cerca,NA,NA,near,near
item_672,encima,word,locations,produces,encima,NA,on,above,on
item_673,enfrente,word,locations,produces,enfrente,NA,NA,in front,in front
item_674,lejos,word,locations,produces,lejos,NA,NA,far away,far
item_675,entonces,word,connecting_words,produces,entonces,NA,NA,then,then
item_676,luego,word,connecting_words,produces,luego,NA,NA,later,later
item_677,o,word,connecting_words,produces,o,NA,NA,or,or
item_678,pues,word,connecting_words,produces,pues,NA,NA,for,for
item_679,que2,word,connecting_words,produces,que (connection word),NA,NA,that,that
item_680,y,word,connecting_words,produces,y,NA,NA,and,and
item_681,usepast,how_use_words,NA,not yet; sometimes/often,does your child ever talk about past events or people who are not present?,NA,NA,NA,NA
item_682,usefuture,how_use_words,NA,not yet; sometimes/often,does your child ever talk about something that's going to happen in the future?,NA,NA,NA,NA
item_683,miss_produce,how_use_words,NA,not yet; sometimes/often,does your child talk about objects that are not present?,NA,NA,NA,NA
item_684,miss_comp,how_use_words,NA,not yet; sometimes/often,does your child understand if you ask for something that is not in the room?,NA,NA,NA,NA
item_685,usepossessive,how_use_words,NA,not yet; sometimes/often,does your child ever pick up or point to an object and name an absent person to whom the object belongs?,NA,NA,NA,NA
item_686,pracaba,word_forms,NA,produces,acaba (present),NA,NA,(he) ends (present),NA
item_687,pracabas,word_forms,NA,produces,acabas (present),NA,NA,(you) end (present),NA
item_688,pracabms,word_forms,NA,produces,acabamos (present),NA,NA,(we) end (present),NA
item_689,pracabo,word_forms,NA,produces,acabo (present),NA,NA,(I) end (present),NA
item_690,prcome,word_forms,NA,produces,come (present),NA,NA,(he) eats (present),NA
item_691,prcomems,word_forms,NA,produces,comemos (present),NA,NA,(we) eat (present),NA
item_692,prcomes,word_forms,NA,produces,comes (present),NA,NA,(you) eat (present),NA
item_693,prcomo,word_forms,NA,produces,como (present),NA,NA,(I) eat (present),NA
item_694,prsube,word_forms,NA,produces,sube (present),NA,NA,(he) rises (present),NA
item_695,prsubes,word_forms,NA,produces,subes (present),NA,NA,(you) rise (present),NA
item_696,prsubims,word_forms,NA,produces,subimos (present),NA,NA,(we) rise (present),NA
item_697,prsubo,word_forms,NA,produces,subo (present),NA,NA,(I) rise (present),NA
item_698,paacabe,word_forms,NA,produces,acabé (past),NA,NA,(I) ended (past),NA
item_699,paacabo,word_forms,NA,produces,acabó (past),NA,NA,(he) ended (past),NA
item_700,pacomi,word_forms,NA,produces,comí (past),NA,NA,(I) ate (past),NA
item_701,pacomio,word_forms,NA,produces,comió (past),NA,NA,(he) ate (past),NA
item_702,pasubi,word_forms,NA,produces,subí (past),NA,NA,(I) rose (past),NA
item_703,pasubio,word_forms,NA,produces,subió (past),NA,NA,(he) rose (past),NA
item_704,iacaba,word_forms,NA,produces,acaba (imperative),NA,NA,finish (imperative),NA
item_705,iacabate,word_forms,NA,produces,acábate (imperative),NA,NA,finish your (imperative),NA
item_706,icome,word_forms,NA,produces,come (imperative),NA,NA,eat (imperative),NA
item_707,icomete,word_forms,NA,produces,cómete (imperative),NA,NA,eat your (imperative),NA
item_708,isube,word_forms,NA,produces,sube (imperative),NA,NA,rise (imperative),NA
item_709,isubete,word_forms,NA,produces,súbete (imperative),NA,NA,rise (imperative),NA
item_710,scombine,combine,NA,yes; no,combine,NA,NA,NA,NA
item_711,cmplx01,complexity,NA,simple; complex,nene quiere / quiero paleta,syntax,NA,baby wants / I want lollipop,NA
item_712,cmplx02,complexity,NA,simple; complex,tuyo esto / este es tuyo,syntax,NA,yours this / this is yours,NA
item_713,cmplx03,complexity,NA,simple; complex,Tito malo / soy malo,syntax,NA,Tito bad / I'm bad,NA
item_714,cmplx04,complexity,NA,simple; complex,Pepe uvas / quiero uvas,syntax,NA,Pepe grapes / I want grapes,NA
item_715,cmplx05,complexity,NA,simple; complex,agua vamos / vamos al agua,syntax,NA,water let / let the water,NA
item_716,cmplx06,complexity,NA,simple; complex,a silla / en la silla,syntax,NA,to chair / in the chair,NA
item_717,cmplx07,complexity,NA,simple; complex,pollo no / no quiero pollo,syntax,NA,chicken not / I do not want chicken,NA
item_718,cmplx08,complexity,NA,simple; complex,Paloma llorando / Paloma está llorando,syntax,NA,Paloma crying / Paloma is crying,NA
item_719,cmplx09,complexity,NA,simple; complex,mío lápiz / éste es mi lápiz,syntax,NA,my pen / this is my pen,NA
item_720,cmplx10,complexity,NA,simple; complex,más leche / dame más leche,syntax,NA,more milk / gimme more milk,NA
item_721,cmplx11,complexity,NA,simple; complex,papo mami / el zapato es de mami,syntax,NA,shoe Mommy / the shoe is Mommy's,NA
item_722,cmplx12,complexity,NA,simple; complex,no aquí / ése no está aquí,syntax,NA,not here / that is not here,NA
item_723,cmplx13,complexity,NA,simple; complex,rompió globo / se rompió el globo,syntax,NA,broke balloon / the balloon broke,NA
item_724,cmplx14,complexity,NA,simple; complex,leche caliente / la leche está caliente,syntax,NA,hot milk / milk is hot,NA
item_725,cmplx15,complexity,NA,simple; complex,duele panza / me duele la panza,syntax,NA,hurt tummy / my tummy hurts,NA
item_726,cmplx16,complexity,NA,simple; complex,guaguá grande / tengo un perro grande,syntax,NA,Woof woof big / I have a big dog,NA
item_727,cmplx17,complexity,NA,simple; complex,calle allá está / allá está la calle,syntax,NA,Street there is / there is the street,NA
item_728,cmplx18,complexity,NA,simple; complex,puse a mano / lo puse en mi mano,syntax,NA,I put hand / I put it in my hand,NA
item_729,cmplx19,complexity,NA,simple; complex,acabó agua / se me acabó el agua,syntax,NA,finished water / I ran out of water,NA
item_730,cmplx20,complexity,NA,simple; complex,fue casa / se fue a su casa,syntax,NA,went home / he went home,NA
item_731,cmplx21,complexity,NA,simple; complex,silla subir / me quiero subir a la silla,syntax,NA,chair up / I want to climb the chair,NA
item_732,cmplx22,complexity,NA,simple; complex,Marta papá / quiero ir con papá,syntax,NA,Dad go / want to go with dad,NA
item_733,cmplx23,complexity,NA,simple; complex,bravo Tello circo / dije bravo en el circo,syntax,NA,bravo said circus / I said bravo at the circus,NA
item_734,cmplx24,complexity,NA,simple; complex,papá calle / papá se fue a trabajar,syntax,NA,Street Dad / Dad went to work,NA
item_735,cmplx25,complexity,NA,simple; complex,ya puse / ya se lo puse,syntax,NA,I already put / and I put it,NA
item_736,cmplx26,complexity,NA,simple; complex,Chalo osito coche / Chalo dejó el osito en el coche,syntax,NA,Chalo teddy bear car / Chalo left the teddy bear in the car,NA
item_737,cmplx27,complexity,NA,simple; complex,lápiz dibujar / dibujo con el lápiz,syntax,NA,pencil drawing / drawing with pencil,NA
item_738,cmplx28,complexity,NA,simple; complex,ya pinté / ya acabé de pintar,syntax,NA,and I painted / and I finished painting,NA
item_739,cmplx29,complexity,NA,simple; complex,nene rompió bici Danny / el niño rompió la bici de Danny,syntax,NA,baby broke Danny bike / the boy broke Danny's bike,NA
item_740,cmplx30,complexity,NA,simple; complex,pone no / no lo pongas,syntax,NA,puts no / do not put,NA
item_741,cmplx31,complexity,NA,simple; complex,vamos comer papas carne / vamos a comer papas y carne,syntax,NA,we eat potatoes meat / we eat potatoes and meat,NA
item_742,cmplx32,complexity,NA,simple; complex,niño llora cayó / el niño llora porque se cayó,syntax,NA,child cries fell / child cries because he fell,NA
item_743,cmplx33,complexity,NA,simple; complex,mamá nene compra / mamá y nene fueron a comprar,syntax,NA,mom baby buy / mom and baby went to buy,NA
item_744,cmplx34,complexity,NA,simple; complex,abre dame galleta / abre la caja y dame una galleta,syntax,NA,gimme cookie open / open the box and give me a cookie,NA
item_745,cmplx35,complexity,NA,simple; complex,no toca; quemas / no lo toques porque te quemas,syntax,NA,not touch; burning / do not touch it because you burn,NA
item_746,cmplx36,complexity,NA,simple; complex,quiero libro papá / quiero el libra que compró papá,syntax,NA,l want Dad book / I want the book Dad bought,NA
item_747,cmplx37,complexity,NA,simple; complex,pongo agua flores / pongo agua para que crezcan las flores,syntax,NA,put water flowers / put water to grow flowers,NA
