itemID,item,type,category,choices,definition,gloss,uni_lemma,complexity_category,
item_445,escrever,word,action_words,produces,Escrever,,,,Escrever
item_446,espirrar,word,action_words,produces,Espirrar,,,,Espirrar
item_447,estar,word,action_words,produces,Estar,,,,Estar
item_448,falar,word,action_words,produces,Falar,,,,Falar
item_449,fazer,word,action_words,produces,Fazer,,,,Fazer
item_450,fechar,word,action_words,produces,Fechar,,,,Fechar
item_451,fugir,word,action_words,produces,Fugir,,,,Fugir
item_452,gostar,word,action_words,produces,Gostar,,,,Gostar
item_453,gritar,word,action_words,produces,Gritar,,,,Gritar
item_454,guardar,word,action_words,produces,Guardar,,,,Guardar
item_455,haver,word,action_words,produces,Haver,,,,Haver
item_456,ir,word,action_words,produces,Ir,,,,Ir
item_457,jogar,word,action_words,produces,Jogar,,,,Jogar
item_458,lavar,word,action_words,produces,Lavar,,,,Lavar
item_459,ler,word,action_words,produces,Ler,,,,Ler
item_460,levar,word,action_words,produces,Levar,,,,Levar
item_461,limpar,word,action_words,produces,Limpar,,,,Limpar
item_462,molhar,word,action_words,produces,Molhar,,,,Molhar
item_463,morder,word,action_words,produces,Morder,,,,Morder
item_464,mostrar,word,action_words,produces,Mostrar,,,,Mostrar
item_465,olhar,word,action_words,produces,Olhar,,,,Olhar
item_466,ouvir,word,action_words,produces,Ouvir / Escutar,,,,Ouvir
item_467,parar,word,action_words,produces,Para,,,,Parar
item_468,partir,word,action_words,produces,Partir,,,,Partir
item_469,pegar,word,action_words,produces,Pegar / Agarrar / Segurar,,,,Pegar
item_470,pentear,word,action_words,produces,Pentear,,,,Pentear
item_471,pintar,word,action_words,produces,Pintar,,,,Pintar
item_472,poder,word,action_words,produces,Poder,,,,Poder
item_473,por,word,action_words,produces,Pôr,,,,Pôr
item_474,procurar,word,action_words,produces,Procurar,,,,Procurar
item_475,puxar,word,action_words,produces,Puxar,,,,Puxar
item_476,querer,word,action_words,produces,Querer,,,,Querer
item_477,regar,word,action_words,produces,Regar,,,,Regar
item_478,rir,word,action_words,produces,Rir,,,,Rir
item_479,saber,word,action_words,produces,Saber,,,,Saber
item_480,sair,word,action_words,produces,Sair,,,,Sair
item_481,saltar,word,action_words,produces,Saltar,,,,Saltar
item_482,sentar,word,action_words,produces,Sentar,,,,Sentar
item_483,ser,word,action_words,produces,Ser,,,,Ser
item_484,subir,word,action_words,produces,Subir,,,,Subir
item_485,tapar,word,action_words,produces,Tapar,,,,Tapar
item_486,ter,word,action_words,produces,Ter,,,,Ter
item_487,tirar,word,action_words,produces,Tirar,,,,Tirar
item_488,tocar,word,action_words,produces,Tocar,,,,Tocar
item_489,tomar_leite,word,action_words,produces,Tomar (leite),,,,Tomar_leite
item_490,tomar_banho,word,action_words,produces,Tomar banho,,,,Tomar_banho
item_491,tossir,word,action_words,produces,Tossie,,,,Tossir
item_492,trabalhar,word,action_words,produces,Trabalhar,,,,Trabalhar
item_493,ver,word,action_words,produces,Ver,,,,Ver
item_494,vestir,word,action_words,produces,Vestir,,,,Vestir
item_495,aberto,word,descriptive_words,produces,Aberto,,,,Aberto
item_496,alto,word,descriptive_words,produces,Alto,,,,Alto
item_497,amarelo,word,descriptive_words,produces,Amarelo,,,,Amarelo
item_498,azul,word,descriptive_words,produces,Azul,,,,Azul
item_499,baixo,word,descriptive_words,produces,Baixo,,,,Baixo
item_500,bom,word,descriptive_words,produces,Bom,,,,Bom
item_501,bonito,word,descriptive_words,produces,Bonito,,,,Bonito
item_502,branco,word,descriptive_words,produces,Branco,,,,Branco
item_503,caca,word,descriptive_words,produces,Caca,,,,Caca
item_504,castanho,word,descriptive_words,produces,Castanho,,,,Castanho
item_505,cheio,word,descriptive_words,produces,Cheio,,,,Cheio
item_506,contente,word,descriptive_words,produces,Contente,,,,Contente
item_507,cor_laranja,word,descriptive_words,produces,Cor de laranja,,,,Cor_laranja
item_508,cor_rosa,word,descriptive_words,produces,Cor-de-rosa,,,,Cor_rosa
item_509,dificil,word,descriptive_words,produces,Difícil,,,,Difícil
item_510,doente,word,descriptive_words,produces,Doente,,,,Doente
item_511,duro,word,descriptive_words,produces,Duro,,,,Duro
item_512,escuro,word,descriptive_words,produces,Escuro,,,,Escuro
item_513,estragado,word,descriptive_words,produces,Estragado,,,,Estragado
item_514,fechado,word,descriptive_words,produces,Fechado,,,,Fechado
item_515,feio,word,descriptive_words,produces,Feio,,,,Feio
item_516,fixe,word,descriptive_words,produces,Fixe,,,,Fixe
item_517,fofo,word,descriptive_words,produces,Fofo,,,,Fofo
item_518,frio,word,descriptive_words,produces,Frio,,,,Frio
item_519,giro,word,descriptive_words,produces,Giro,,,,Giro
item_520,gordo,word,descriptive_words,produces,Gordo,,,,Gordo
item_521,grande,word,descriptive_words,produces,Grande,,,,Grande
item_522,limpo,word,descriptive_words,produces,Limpo,,,,Limpo
item_523,lindo,word,descriptive_words,produces,Lindo,,,,Lindo
item_524,malandro,word,descriptive_words,produces,Malandro,,,,Malandro
item_525,maluco,word,descriptive_words,produces,Maluco,,,,Maluco
item_526,mau,word,descriptive_words,produces,Mau,,,,Mau
item_527,novo,word,descriptive_words,produces,Novo,,,,Novo
item_528,partido,word,descriptive_words,produces,Partido,,,,Partido
item_529,pequeno,word,descriptive_words,produces,Pequeno,,,,Pequeno
item_530,preto,word,descriptive_words,produces,Preto,,,,Preto
item_531,quente,word,descriptive_words,produces,Quente,,,,Quente
item_532,querido,word,descriptive_words,produces,Querido,,,,Querido
item_533,quieto,word,descriptive_words,produces,Quieto,,,,Quieto
item_534,rasgado,word,descriptive_words,produces,Rasgado,,,,Rasgado
item_535,roxo,word,descriptive_words,produces,Roxo,,,,Roxo
item_536,sujo,word,descriptive_words,produces,Sujo,,,,Sujo
item_537,tolo,word,descriptive_words,produces,Tolo,,,,Tolo
item_538,triste,word,descriptive_words,produces,Triste,,,,Triste
item_539,vazio,word,descriptive_words,produces,Vazio,,,,Vazio
item_540,verde,word,descriptive_words,produces,Verde,,,,Verde
item_541,vermelho,word,descriptive_words,produces,Vermelho,,,,Vermelho
item_542,agora,word,time_words,produces,Agora,,,,Agora
item_543,amanha,word,time_words,produces,Amanhã,,,,Amanhã
item_544,depois,word,time_words,produces,Depois,,,,Depois
item_545,dia,word,time_words,produces,Dia,,,,Dia
item_546,hoje,word,time_words,produces,Hoje,,,,Hoje
item_547,horas,word,time_words,produces,Horas,,,,Horas
item_548,ja,word,time_words,produces,Já,,,,Já
item_549,logo,word,time_words,produces,Logo,,,,Logo
item_550,manha,word,time_words,produces,Manhã,,,,Manhã
item_551,noite,word,time_words,produces,Noite,,,,Noite
item_552,tarde,word,time_words,produces,Tarde (parte do dia),,,,Tarde
item_553,aquele,word,pronouns,produces,Aquele(a),,,,Aquele
item_554,aquilo,word,pronouns,produces,Aquilo,,,,Aquilo
item_555,comigo,word,pronouns,produces,Comigo,,,,Comigo
item_556,contigo,word,pronouns,produces,Contigo,,,,Contigo
item_557,desse,word,pronouns,produces,Desse(a),,,,Desse
item_558,ele,word,pronouns,produces,Ele(a),,,,Ele
item_559,esse,word,pronouns,produces,Esse(a),,,,Esse
item_560,este,word,pronouns,produces,Este(a),,,,Este
item_561,eu,word,pronouns,produces,Eu,,,,Eu
item_562,isso,word,pronouns,produces,Isso,,,,Isso
item_563,isto,word,pronouns,produces,Isto,,,,Isto
item_564,me,word,pronouns,produces,Me (dá-me),,,,Me
item_565,meu,word,pronouns,produces,Meu,,,,Meu
item_566,mim,word,pronouns,produces,Mim (a mim),,,,Mim
item_567,minha,word,pronouns,produces,Minha,,,,Minha
item_568,nosso,word,pronouns,produces,Nosso(a),,,,Nosso
item_569,outro,word,pronouns,produces,Outro(a),,,,Outro
item_570,teu,word,pronouns,produces,Teu,,,,Teu
item_571,ti,word,pronouns,produces,Ti,,,,Ti
item_572,tu,word,pronouns,produces,Tu,,,,Tu
item_573,tua,word,pronouns,produces,Tua,,,,Tua
item_574,aonde,word,question_words,produces,Aonde?,,,,Aonde
item_575,como,word,question_words,produces,Como?,,,,Como
item_576,onde,word,question_words,produces,Onde?,,,,Onde
item_577,onde_esta,word,question_words,produces,Onde está?,,,,Onde_está
item_578,o_que,word,question_words,produces,O quê?,,,,O_quê
item_579,o_que_e,word,question_words,produces,O que é?,,,,O_que_é
item_580,o_que_e_isto,word,question_words,produces,O que é isto?,,,,O_que_é_isto
item_581,porque,word,question_words,produces,Porquê?,,,,Porquê
item_582,quando,word,question_words,produces,Quando?,,,,Quando
item_583,qual,word,question_words,produces,Qual?,,,,Qual
item_584,que_foi,word,question_words,produces,Que foi?,,,,Que_foi
item_585,quem,word,question_words,produces,Quem?,,,,Quem
item_586,quem_e,word,question_words,produces,Quem é?,,,,Quem_é
item_587,queres,word,question_words,produces,Queres?,,,,Queres
item_588,vamos_pa,word,question_words,produces,Vamos?,,,,Vamos_pa
item_589,a,word,prepositions,produces,À (à),,,,À
item_590,a_beira,word,prepositions,produces,À beira (de) / Ao pè (de),,,,À_beira
item_591,a_frente,word,prepositions,produces,À frente,,,,À_frente
item_592,acola,word,prepositions,produces,Acolá,,,,Acolá
item_593,ai,word,prepositions,produces,Aí,,,,Aí
item_594,ali,word,prepositions,produces,Ali,,,,Ali
item_595,ao,word,prepositions,produces,Ao,,,,Ao
item_596,aqui,word,prepositions,produces,Aqui,,,,Aqui
item_597,com,word,prepositions,produces,Com,,,,Com
item_598,da,word,prepositions,produces,Da,,,,Da
item_599,dentro,word,prepositions,produces,Dentro,,,,Dentro
item_600,detras,word,prepositions,produces,Detrás / atrás,,,,Detrás
item_601,do,word,prepositions,produces,Do,,,,Do
item_602,em_baixo,word,prepositions,produces,Em baixo / abaixo,,,,Em_baixo
item_603,em_cima,word,prepositions,produces,Em cima / acima,,,,Em_cima
item_604,fora,word,prepositions,produces,Fora / lá fora,,,,Fora
item_605,longe,word,prepositions,produces,Longe,,,,Longe
item_606,mal,word,prepositions,produces,Mal,,,,Mal
item_607,na,word,prepositions,produces,Na,,,,Na
item_608,no,word,prepositions,produces,No,,,,No
item_609,perto,word,prepositions,produces,Perto,,,,Perto
item_610,a,word,quantifiers,produces,A / O,,,,A
item_611,as,word,quantifiers,produces,As / Os,,,,As
item_612,cinco,word,quantifiers,produces,Cinco,,,,Cinco
item_613,dois,word,quantifiers,produces,Dois / duas,,,,Dois
item_614,dez,word,quantifiers,produces,Dez,,,,Dez
item_615,mais,word,quantifiers,produces,Mais,,,,Mais
item_616,muito,word,quantifiers,produces,Muito,,,,Muito
item_617,nada,word,quantifiers,produces,Nada,,,,Nada
item_618,nenhum,word,quantifiers,produces,Nenhum,,,,Nenhum
item_619,nove,word,quantifiers,produces,Nove,,,,Nove
item_620,oito,word,quantifiers,produces,Oito,,,,Oito
item_621,pouco,word,quantifiers,produces,Pouco,,,,Pouco
item_622,quatro,word,quantifiers,produces,Quatro,,,,Quatro
item_623,seis,word,quantifiers,produces,Seis,,,,Seis
item_624,sete,word,quantifiers,produces,Sete,,,,Sete
item_625,tanto,word,quantifiers,produces,Tanto / tantos,,,,Tanto
item_626,todo,word,quantifiers,produces,Todo(a) / todos(as),,,,Todo
item_627,tres,word,quantifiers,produces,Três,,,,Três
item_628,um,word,quantifiers,produces,Um / Uma,,,,Um
item_629,tao,word,quantifiers,produces,Tão (tão grande),,,,Tão
item_630,estar_a,word,helping_verbs,produces,Estar a (ex: estás a dormir),,,,Estar_a
item_631,haver_ve,word,helping_verbs,produces,Haver (ex: hei de comer),,,,Haver_ve
item_632,ir_ve,word,helping_verbs,produces,Ir (ex: vou fazer),,,,Ir_ve
item_633,poder_ve,word,helping_verbs,produces,Poder (ex: podemos apanhar),,,,Poder_ve
item_634,ter_ve,word,helping_verbs,produces,Ter (ex: tenho de / que comer),,,,Ter_ve
item_635,depois_pa,word,connecting_words,produces,Depois,,,,Depois_pa
item_636,e,word,connecting_words,produces,E,,,,E
item_637,mas,word,connecting_words,produces,Mas,,,,Mas
item_638,porque,word,connecting_words,produces,Porque,,,,Porque
item_639,tambem,word,connecting_words,produces,Também,,,,Também
