type,value,data_value
sex,M,Male
sex,F,Female
mom_ed,Primary,less than high school
mom_ed,Secondary,high school
mom_ed,College,undergrad
mom_ed,Graduate,graduate
mom_ed,,
word,produces,1
word,understands,0
word,,
