itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_25,ALLIGATOR,word,animals,understands; produces,ALLIGATOR,NA,alligator,crocodile
item_26,ANIMAL,word,animals,understands; produces,ANIMAL,NA,animal,animal
item_27,ANT_BUG,word,animals,understands; produces,ANT/BUG,NA,ant/bug,bug
item_28,BEAR,word,animals,understands; produces,BEAR,NA,bear,bear
item_29,BEE,word,animals,understands; produces,BEE,NA,bee,bee
item_30,BIRD_CHICKEN,word,animals,understands; produces,BIRD/CHICKEN,NA,bird/chicken,bird
item_31,BUNNY_RABBIT,word,animals,understands; produces,BUNNY/RABBIT,NA,bunny/rabbit,bunny
item_32,BUTTERFLY,word,animals,understands; produces,BUTTERFLY,NA,butterfly,butterfly
item_33,CAT,word,animals,understands; produces,CAT,NA,cat,cat
item_34,COW,word,animals,understands; produces,COW,NA,cow,cow
item_35,DEER,word,animals,understands; produces,DEER,NA,deer,deer
item_36,DOG,word,animals,understands; produces,DOG,NA,dog,dog
item_37,DONKEY,word,animals,understands; produces,DONKEY,NA,donkey,donkey
item_38,DUCK,word,animals,understands; produces,DUCK,NA,duck,duck
item_39,ELEPHANT,word,animals,understands; produces,ELEPHANT,NA,elephant,elephant
item_40,FISH,word,animals,understands; produces,FISH,NA,fish,fish (animal)
item_41,FOX,word,animals,understands; produces,FOX,NA,fox,fox
item_42,FROG,word,animals,understands; produces,FROG,NA,frog,frog
item_43,GIRAFFE,word,animals,understands; produces,GIRAFFE,NA,giraffe,giraffe
item_44,HEN,word,animals,understands; produces,HEN,NA,hen,hen
item_45,HORSE,word,animals,understands; produces,HORSE,NA,horse,horse
item_46,LION,word,animals,understands; produces,LION,NA,lion,lion
item_47,MONKEY,word,animals,understands; produces,MONKEY,NA,monkey,monkey
item_48,MOUSE,word,animals,understands; produces,MOUSE,NA,mouse,mouse
item_49,OWL,word,animals,understands; produces,OWL,NA,owl,owl
item_50,PIG,word,animals,understands; produces,PIG,NA,pig,pig
item_51,ROOSTER,word,animals,understands; produces,ROOSTER,NA,rooster,rooster
item_52,SHEEP,word,animals,understands; produces,SHEEP,NA,sheep,sheep
item_53,SKUNK,word,animals,understands; produces,SKUNK,NA,skunk,skunk
item_54,SNAKE,word,animals,understands; produces,SNAKE,NA,snake,snake
item_55,SPIDER,word,animals,understands; produces,SPIDER,NA,spider,spider
item_56,SQUIRREL,word,animals,understands; produces,SQUIRREL,NA,squirrel,squirrel
item_57,TIGER,word,animals,understands; produces,TIGER,NA,tiger,tiger
item_58,TURKEY,word,animals,understands; produces,TURKEY,NA,turkey,turkey
item_59,TURTLE,word,animals,understands; produces,TURTLE,NA,turtle,turtle
item_60,WOLF,word,animals,understands; produces,WOLF,NA,wolf,wolf
item_61,ZEBRA,word,animals,understands; produces,ZEBRA,NA,zebra,zebra
item_62,BELT,word,clothing,understands; produces,BELT,NA,belt,belt
item_63,BIB,word,clothing,understands; produces,BIB,NA,bib,bib
item_64,BOOT,word,clothing,understands; produces,BOOT,NA,boot,boots
item_65,BUTTON,word,clothing,understands; produces,BUTTON,NA,button,button
item_66,COAT_JACKET,word,clothing,understands; produces,COAT/JACKET,NA,coat/jacket,coat
item_67,DIAPER,word,clothing,understands; produces,DIAPER,NA,diaper,diaper
item_68,DRESS_CLOTHES,word,clothing,understands; produces,DRESS/CLOTHES,NA,dress/clothes,dress (object)
item_69,EARRING,word,clothing,understands; produces,EARRING,NA,earring,earring
item_70,GLASSES,word,clothing,understands; produces,GLASSES,NA,glasses,glasses
item_71,GLOVES,word,clothing,understands; produces,GLOVES,NA,gloves,glove
item_72,HAT,word,clothing,understands; produces,HAT,NA,hat,hat
item_73,HEARING_AID,word,clothing,understands; produces,HEARING AID,NA,hearing aid,NA
item_74,NECKLACE,word,clothing,understands; produces,NECKLACE,NA,necklace,necklace
item_75,PAJAMAS,word,clothing,understands; produces,PAJAMAS,NA,pajamas,pajamas
