Participant ID:,Sex:,Infant Birthdate:,Test Date:,Age (Months),Primary Caregiver:,Prim. Caregiver Education:,Secondary Caregiver: ,Sec. Caregiver Education: ,Income:,mom_ed,choo choo,meow,ouch,uh oh,bird,dog,duck,kitty,lion,mouse,car,stroller,ball,book,doll,bread,candy,cereal,cookie,juice,toast,hat,pants,shoe,sock,eye,head,leg,nose,tooth,chair,couch,kitchen,table,television,blanket,bottle,cup,dish,lamp,radio,spoon,flower,home,moon,outside,plant,rain,rock,water,babysitter,girl,grandma,mommy,bath,don't ,hi,night night,patty cake,please,wait,break,feed,finish,help,jump,kick,kiss,push,sing,smile,night,today,all gone,big,broken,dark,fast,hurt,pretty,soft,I,me,how,who,away,out,other,some,Total,Notes:
AS-323,M,2013-12-17,2015-06-26,18.28,Mother,High School Diploma ,Father,College Degree ,"$41,000-$60,000",High School Diploma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,89,
AS-324,M,2014-03-11,2015-06-30,15.65,Father,Other: Some College ,Mother,Other: Some College ,"$61,000-$80,000",Some College,0,0,1,2,0,2,0,2,0,0,1,1,2,2,2,1,0,1,2,2,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,2,1,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,36,
AS-325,F,2013-07-05,2015-07-02,23.9,Mother,College Degree ,Grandmother/father,High School Diploma ,"Less than $25,000",College Degree,1,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1,1,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,
AS-326,F,2013-11-22,2015-07-13,19.66,"Mother, Father",College Degree ,Daycare ,High School Diploma ,"$81,000-$100,000",College Degree,2,2,2,2,2,2,2,2,0,0,1,1,2,2,1,1,2,1,2,2,0,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,0,0,1,1,1,1,0,2,0,0,0,2,1,0,2,2,2,1,2,2,1,2,1,0,0,0,0,1,0,1,0,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,60,
AS-327,F,2014-03-10,2015-07-17,16.24,"Mother, Father","College Degree, Graduate Degree ","Mother, Father","College Degree, Graduate Degree ","$61,000-$80,000",College Degree,2,0,2,2,0,2,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,1,2,2,0,0,2,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
AS-328,F,2014-02-28,2015-07-28,16.93,Grandmother/Father,Other: Some College ,Other: Aunt ,High School Diploma ,"$81,000-$100,000",,0,1,1,1,2,2,0,1,1,0,1,1,2,2,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,2,1,0,2,0,0,1,2,0,1,2,2,2,1,2,1,1,2,1,0,2,2,1,1,0,2,1,1,1,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,62,
AS-329,M,2013-12-11,2015-07-30,19.59,Mother,High School Diploma ,Father,Some High School ,"Less than $25,000",High School Diploma,2,0,1,1,1,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
AS-330,F,2013-12-13,2015-07-31,19.56,Mother,High School Diploma ,Father,High School Diploma ,"$61,000-$80,000",High School Diploma,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,89,
AS-331,F,2013-07-02,2015-08-04,25.08,Mother,College Degree ,Father,College Degree ,"$25,000-$40,000",College Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,76,
AS-332,F,2014-03-28,2015-08-11,16.47,Mother,High School Diploma ,Father,High School Diploma ,"Above $150,000",High School Diploma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
AE-001,F,2007-01-24,2008-07-22,17.92,Mother,Tradeschool,Father,TradeSchool,"$81,000-$100,000",Some College,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,0,0,0,0,0,0,144,
AE-002,M,2006-12-28,2008-07-22,18.81,Mother,Graduate Degree,Nanny,College Degree,"$81,000-$100,000",Graduate Degree,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,0,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,0,0,0,2,1,2,2,2,1,0,1,2,0,0,2,2,2,1,2,2,1,2,1,0,0,0,1,1,2,1,1,1,2,2,0,1,1,0,0,0,1,1,1,1,1,0,1,0,2,0,1,107,
AE-003 ,M,2006-12-14,2008-07-22,19.27,Mother,College Degree,Father,High School Diploma ,"$81,000-$100,000",College Degree,0,1,1,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,2,0,0,0,2,0,0,0,2,0,2,2,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,48,
AE-004,F,2006-11-30,2008-07-24,19.79,Mother,College Degree,Father,College Degree,"Above $150,000",College Degree,1,1,2,2,2,2,0,1,0,0,1,1,2,2,1,1,0,2,0,0,0,2,1,2,1,1,0,1,1,1,1,1,1,1,0,2,2,1,0,1,0,2,1,1,0,2,1,0,1,2,0,1,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,0,1,1,1,0,0,2,1,1,1,1,0,0,1,2,0,1,94,
AE-005,M,2007-01-18,2008-08-01,18.44,Father,High School Diploma,Mother,College Degree,"$41,000-$60,000",College Degree,2,1,1,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,
AE-006,F,2007-02-17,2008-08-19,18.05,Mother,College Degree,Daycare,N/A,"Above $150,000",College Degree,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,1,2,0,0,2,1,2,2,2,2,2,2,2,1,1,1,1,0,2,2,2,1,0,0,2,2,2,2,1,0,0,0,2,0,0,2,2,2,1,2,1,0,2,0,0,2,0,2,1,0,2,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,96,
AE-007 ,M,2007-03-30,2008-09-30,18.08,Mother,College Degree,Daycare ,N/A,"$61,000-$80,000",College Degree,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,23,
AE-008 ,F,2007-03-03,2008-10-02,19.04,Mother,College Degree,Nanny,Some High School,"Above $150,000",College Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,153,
AE-009,M,2007-02-22,2008-10-07,19.5,Mother,College Degree,Father,High School Diploma ,"$41,000-$60,000",College Degree,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,0,1,2,2,2,1,2,2,2,1,1,0,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,0,1,0,2,0,1,124,
AE-010,F,2007-03-30,2008-10-07,18.31,Mother,College Degree,Father,College Degree,"Above $150,000",College Degree,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,0,2,1,1,1,2,1,1,2,2,2,1,2,2,1,0,0,0,0,1,2,1,1,2,0,0,2,1,1,2,0,0,2,2,0,1,2,2,2,0,2,2,1,2,1,2,2,0,0,1,1,1,0,1,1,0,0,2,2,0,0,0,0,0,1,1,1,1,1,1,2,0,0,100,
AE-011,M,2007-03-14,2008-10-10,18.94,Father,College Degree,Mother,Graduate Degree,"$41,000-$60,000",Graduate Degree,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,90,
AE-012,M,2007-02-27,2008-10-10,19.43,Mother,College Degree,Father,College Degree,N/A,College Degree,2,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,119,
AE-013,M,2007-04-07,2008-10-18,18.41,Mother,College Degree,Father,Graduate Degree,"Above $150,000",College Degree,2,2,2,2,2,2,2,2,1,2,2,1,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,0,0,1,1,0,0,2,2,2,2,2,2,1,2,1,0,2,2,2,1,1,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,117,
AE-014,M,2007-03-25,2008-10-16,18.77,Mother,Graduate Degree,Father,Graduate Degree,"$101,000-$120,000",Graduate Degree,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,1,2,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,1,1,1,2,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,55,
AE-015,F,2007-04-12,2008-10-17,18.21,Mother,Graduate Degree,Father,Graduate Degree,"$121,000-$150,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,0,1,2,1,0,1,0,2,2,2,2,1,1,1,2,2,0,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,0,0,0,2,2,2,0,0,1,0,1,0,2,0,1,0,2,1,2,121,
AE-016,M,2007-04-12,2008-10-17,18.21,Mother,College Degree,Father,College Degree,"$101,000-$120,000",College Degree,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,0,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,0,1,2,2,0,2,1,1,1,0,2,1,0,1,2,2,2,2,2,1,2,1,0,0,1,1,2,0,1,1,1,1,2,0,2,1,1,1,1,1,0,1,0,1,2,0,1,2,1,1,113,
AE-017,F,2007-04-10,2008-10-22,18.44,Mother,Graduate Degree,Father,Graduate Degree,"$121,000-$150,000",Graduate Degree,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,117,
AE-018,F,2007-04-09,2008-10-27,18.64,Mother,N/A,Father,N/A,"$41,000-$60,000",,0,0,0,1,1,2,1,2,0,0,1,0,2,2,2,0,0,0,0,2,0,1,1,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,
AE-019,F,2007-03-18,2008-10-29,19.43,Mother,Graduate Degree,Father,College Degree,"$81,000-$100,000",Graduate Degree,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,0,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,2,1,0,1,2,0,1,2,2,1,0,2,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,2,0,0,87,
AE-020,F,2007-04-23,2008-10-30,18.28,Mother,College Degree,Father,Graduate Degree,"$61,000-$80,000",College Degree,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,0,1,2,2,2,2,1,0,2,2,0,0,2,2,2,2,1,2,2,1,2,1,0,1,1,1,1,2,2,1,1,1,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,117,
AE-021,F,2007-03-03,2008-11-03,20.09,Mother,Graduate Degree,Father,Graduate Degree,"$41,000-$60,000",Graduate Degree,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,0,2,2,2,1,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,0,1,2,2,2,0,2,1,1,1,2,0,1,1,2,1,0,148,
AE-022,M,2007-03-03,2008-11-04,20.12,Mother,Graduate Degree,Father,Graduate Degree,"$81,000-$100,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,0,1,0,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,0,2,1,0,0,0,2,0,0,1,2,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,107,
AE-023,F,2007-04-25,2008-11-06,18.44,Mother,Graduate Degree,Grandmother/Father,College Degree,"Above $150,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,0,2,2,1,0,1,1,1,2,2,0,0,2,2,2,2,2,2,0,1,1,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,1,2,0,0,0,0,0,2,0,0,0,127,
AE-024 ,F,2007-03-25,2008-11-11,19.63,Mother,Graduate Degree,Father,Graduate Degree,"$101,000-$120,000",Graduate Degree,2,2,1,2,1,1,2,2,1,0,2,1,2,2,0,2,0,1,1,0,1,1,1,2,2,2,2,1,2,2,2,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,2,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,74,
AE-025,M,2007-05-13,2008-11-13,18.08,Mother,Graduate Degree,Father,Graduate Degree,"$121,000-$150,000",Graduate Degree,2,2,2,2,1,2,1,1,0,1,1,1,2,1,0,1,0,0,2,2,0,1,1,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,51,
AE-026,M,2007-05-14,2008-11-17,18.18,Mother,College Degree,Father,High School Diploma ,"$61,000-$80,000",College Degree,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,0,1,2,1,0,1,2,1,0,141,
AE-027,F,2007-03-22,2008-11-18,19.96,Mother,Graduate Degree,Father,Graduate Degree,"$101,000-$120,000",Graduate Degree,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,123,
AE-028,F,2007-04-25,2008-11-19,18.87,Mother,Graduate Degree,Father,Graduate Degree,"$41,000-$60,000",Graduate Degree,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,0,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,0,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,0,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,0,2,1,1,1,2,1,1,2,2,2,0,1,1,2,1,1,139,
AE-029,M,2007-05-21,2008-11-25,18.21,Mother,College Degree,Father,College Degree,"$101,000-$120,000",College Degree,2,2,2,2,2,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1,0,1,1,2,2,1,1,0,2,1,1,0,0,1,0,0,2,1,0,0,1,0,1,0,1,2,0,0,0,2,0,0,2,2,1,1,2,1,0,1,1,0,0,2,0,0,1,1,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,69,
AE-030,M,2007-05-24,2008-12-02,18.35,Mother,College Degree,Father,College Degree ,"$101,000-$120,000",College Degree,2,2,2,2,2,2,2,1,2,0,2,1,2,2,0,1,0,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,2,2,0,1,1,2,1,1,2,1,1,2,1,0,1,0,1,1,1,1,1,1,1,0,0,2,2,0,0,1,1,0,1,1,2,1,1,0,1,1,1,94,
AE-031,M,2007-05-28,2008-12-02,18.21,Mother,College Degree,Daycare ,N/A,"$61,000-$80,000",College Degree,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,101,
AE-032,F,2007-06-04,2008-12-04,18.05,Mother,Other: Some college ,Father,Other: Some College ,"$101,000-$120,000",Some College,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,0,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,152,
AE-033,M,2007-04-24,2008-12-05,19.43,Mother,High School Diploma ,Father,No High School,"$61,000-$80,000",High School Diploma,2,0,0,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,165,
AE-034,M,2007-06-06,2008-12-09,18.15,Mother,Graduate Degree ,Father,Graduate Degree ,"Above $150,000",Graduate Degree,2,2,2,2,2,2,1,2,0,0,2,1,2,1,1,1,0,2,0,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,0,0,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,0,2,1,0,2,1,2,0,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,0,0,111,
AE-035,F,2007-06-21,2009-02-23,20.15,Mother,Graduate Degree,Father,College Degree,"$121,000-$150,000",Graduate Degree,0,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,0,2,0,2,0,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,0,2,1,1,2,1,1,1,0,2,0,0,2,2,2,0,2,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
AE-036,F,2007-07-02,2009-02-27,19.92,"Mother, Father",Graduate Degree ,Daycare ,N/A,"$81,000-$100,000",Graduate Degree,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,0,0,2,2,0,2,157,
AE-037,F,2007-08-21,2009-03-06,18.51,Mother,Graduate Degree ,Father,Graduate Degree ,"Above $150,000",Graduate Degree,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
AE-038,F,2007-07-13,2009-03-06,19.79,Mother,CA Credential,Father,Graduate Degree ,"$121,000-$150,000",Some Graduate,0,0,1,2,0,1,2,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,72,
AE-039,F,2007-07-13,2009-03-06,19.79,Mother,CA Credential,Father,Graduate Degree ,"$121,000-$150,000",Some Graduate,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,66,
AE-040,F,2007-06-28,2009-03-06,20.28,Mother,Graduate Degree ,Father,College Degree ,"$121,000-$150,000",Graduate Degree,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,1,1,2,0,1,2,2,2,0,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,113,
AE-041,F,2007-09-11,2009-03-12,18.02,Mother,Graduate Degree,Grandfather,Graduate Degree,"$121,000-$151,000",Graduate Degree,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,0,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,1,0,1,2,2,1,2,2,2,2,2,0,2,2,1,2,2,1,0,2,0,0,0,2,2,2,2,1,144,
AE-042,F,2007-07-01,2009-03-13,20.42,Mother,Graduate Degree,Father,Some High School,"$25,000-$40,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,173,
AE-043,F,2007-08-03,2009-03-12,19.3,Mother,College Degree,Father,College Degree,"Above $150,000",College Degree,0,2,1,2,2,2,2,1,0,0,1,1,2,2,1,1,0,1,0,2,0,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,2,0,1,0,1,0,0,1,2,1,0,2,2,1,2,1,0,1,0,2,1,0,1,0,1,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,77,
AE-044,F,2007-08-11,2009-03-13,19.07,Mother,Graduate Degree,Father,Graduate Degree," $121,000-$150,000",Graduate Degree,0,1,0,2,2,2,2,2,2,1,2,1,2,2,1,1,0,1,0,1,0,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,0,1,0,2,2,1,2,1,0,1,1,2,1,0,1,2,2,1,2,1,0,0,1,0,1,2,1,0,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,85,
AE-045,F,2007-10-05,2009-03-16,17.36,"Mother, Father",Graduate Degree ,Grandparent,College Degree,"Above $150,000",Graduate Degree,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
