,name,age,category,ci.l,ci.h,productive
478,Original Norming data,22,quantifiers,0.777777778,0.764236111,3.666666667
479,Original Norming data,22,question_words,0.319444444,0.319444444,1.291666667
480,Original Norming data,22,rooms_furn,2.251041667,2.321180556,12.80555556
481,Original Norming data,22,sounds,0.638888889,0.708333333,8.805555556
482,Original Norming data,22,time,0.597222222,0.667013889,2.138888889
483,Original Norming data,22,toys,1.208333333,1.166666667,9.208333333
484,Original Norming data,22,vehicles,0.861458333,0.959027778,7.736111111
485,Original Norming data,23,action_words,6.720121951,6.341768293,47.47560976
486,Original Norming data,23,animals,2.366463415,2.232317073,26.03658537
487,Original Norming data,23,body_parts,1.366463415,1.378658537,19.20731707
488,Original Norming data,23,clothing,1.414634146,1.390243902,15.26829268
489,Original Norming data,23,connecting_words,0.256097561,0.280487805,0.865853659
490,Original Norming data,23,descriptive,3.695426829,3.879268293,26.73170732
491,Original Norming data,23,food_drink,3.378353659,3.414939024,39.14634146
492,Original Norming data,23,games_routines,1.414939024,1.317378049,17.04878049
493,Original Norming data,23,helping_verbs,1.146646341,1.243902439,5.036585366
494,Original Norming data,23,household,2.792682927,2.743902439,28.70731707
495,Original Norming data,23,locations,1.341768293,1.439939024,9.524390244
496,Original Norming data,23,outside,1.866158537,1.768292683,15.84146341
497,Original Norming data,23,people,1.232621951,1.463719512,13.86585366
498,Original Norming data,23,places,1.000914634,1.110060976,8.670731707
499,Original Norming data,23,pronouns,1.232012195,1.329268293,7.085365854
500,Original Norming data,23,quantifiers,0.853658537,0.963719512,4.475609756
501,Original Norming data,23,question_words,0.39054878,0.43902439,2.134146341
502,Original Norming data,23,rooms_furn,2.109756098,1.96402439,15.45121951
503,Original Norming data,23,sounds,0.536585366,0.5,9.597560976
504,Original Norming data,23,time,0.719512195,0.817378049,3.268292683
505,Original Norming data,23,toys,0.830182927,0.853658537,10.63414634
506,Original Norming data,23,vehicles,0.707621951,0.744207317,8.792682927
507,Original Norming data,24,action_words,5.486915888,6.364485981,44.05607477
508,Original Norming data,24,animals,2.38317757,2.309345794,24.81308411
509,Original Norming data,24,body_parts,1.60771028,1.504906542,17.22429907
510,Original Norming data,24,clothing,1.448831776,1.46728972,14.13084112
511,Original Norming data,24,connecting_words,0.23364486,0.261682243,0.747663551
512,Original Norming data,24,descriptive,3.084345794,3.140420561,25.1682243
513,Original Norming data,24,food_drink,3.888084112,3.860046729,36.72897196
514,Original Norming data,24,games_routines,1.23411215,1.22453271,16.39252336
515,Original Norming data,24,helping_verbs,0.832242991,0.962850467,4.168224299
516,Original Norming data,24,household,3.102803738,2.889018692,26.07476636
517,Original Norming data,24,locations,1.159813084,1.140420561,8.214953271
518,Original Norming data,24,outside,1.719859813,1.794626168,14.56074766
519,Original Norming data,24,people,1.271495327,1.308878505,13.48598131
520,Original Norming data,24,places,0.981308411,1.028037383,8.158878505
521,Original Norming data,24,pronouns,1.000233645,1.121962617,6.495327103
522,Original Norming data,24,quantifiers,0.785514019,0.822429907,4.429906542
523,Original Norming data,24,question_words,0.355140187,0.355140187,1.76635514
524,Original Norming data,24,rooms_furn,1.934579439,1.953504673,14.59813084
525,Original Norming data,24,sounds,0.420560748,0.429906542,9.308411215
526,Original Norming data,24,time,0.542056075,0.61682243,2.76635514
527,Original Norming data,24,toys,0.878738318,0.990654206,10.31775701
528,Original Norming data,24,vehicles,0.766588785,0.710280374,8.130841121
529,Original Norming data,25,action_words,6.895723684,6.842105263,52.89473684
530,Original Norming data,25,animals,2.526644737,2.553289474,27.19736842
531,Original Norming data,25,body_parts,1.552631579,1.434210526,19.56578947
532,Original Norming data,25,clothing,1.657894737,1.657894737,16.30263158
533,Original Norming data,25,connecting_words,0.355592105,0.368421053,1.052631579
534,Original Norming data,25,descriptive,3.684539474,3.725,30.38157895
535,Original Norming data,25,food_drink,4.080263158,4.10625,42.15789474
536,Original Norming data,25,games_routines,1.302631579,1.158223684,18.07894737
537,Original Norming data,25,helping_verbs,1.131907895,1.276973684,5.789473684
538,Original Norming data,25,household,2.922039474,2.895065789,30.90789474
539,Original Norming data,25,locations,1.552960526,1.592434211,10.94736842
540,Original Norming data,25,outside,1.85625,1.960855263,17.97368421
541,Original Norming data,25,people,1.355263158,1.36875,14.51315789
542,Original Norming data,25,places,1.197697368,1.157894737,10.02631579
543,Original Norming data,25,pronouns,1.25,1.276315789,8.355263158
544,Original Norming data,25,quantifiers,1.039473684,1.092105263,4.921052632
545,Original Norming data,25,question_words,0.394736842,0.473684211,2.092105263
546,Original Norming data,25,rooms_furn,2.197368421,2.092434211,17.93421053
547,Original Norming data,25,sounds,0.578947368,0.5,9.644736842
548,Original Norming data,25,time,0.75,0.750657895,4.052631579
549,Original Norming data,25,toys,0.948026316,1.039473684,11.81578947
550,Original Norming data,25,vehicles,0.828947368,0.802631579,9.368421053
551,Original Norming data,26,action_words,6.936858974,7.269871795,59.61538462
552,Original Norming data,26,animals,2.935897436,2.474358974,29.51282051
553,Original Norming data,26,body_parts,1.718269231,1.56474359,20.23076923
554,Original Norming data,26,clothing,1.91025641,1.616666667,16.92307692
555,Original Norming data,26,connecting_words,0.371794872,0.410576923,1.487179487
556,Original Norming data,26,descriptive,4.091666667,4.192948718,34.37179487
557,Original Norming data,26,food_drink,4.38525641,4.132051282,44.28205128
558,Original Norming data,26,games_routines,1.308012821,1.282051282,18.92307692
559,Original Norming data,26,helping_verbs,1.423076923,1.386538462,7.641025641
560,Original Norming data,26,household,3.206410256,3.437179487,31.92307692
561,Original Norming data,26,locations,1.538782051,1.577564103,12.30769231
562,Original Norming data,26,outside,2.205128205,2.217948718,18.56410256
563,Original Norming data,26,people,1.551282051,1.474358974,16.55128205
564,Original Norming data,26,places,1.41025641,1.435897436,11.15384615
565,Original Norming data,26,pronouns,1.666987179,1.705769231,9.705128205
566,Original Norming data,26,quantifiers,1.129166667,1.08974359,6.794871795
567,Original Norming data,26,question_words,0.513141026,0.474358974,3
568,Original Norming data,26,rooms_furn,2.294871795,2.346474359,19.30769231
569,Original Norming data,26,sounds,0.474358974,0.487179487,9.846153846
570,Original Norming data,26,time,0.858974359,0.846153846,4.474358974
571,Original Norming data,26,toys,1.205128205,1.102564103,11.93589744
572,Original Norming data,26,vehicles,0.769230769,0.794871795,9.628205128
573,Original Norming data,27,action_words,7.617592593,6.197530864,66.50617284
574,Original Norming data,27,animals,2.408333333,2.197839506,31.2962963
575,Original Norming data,27,body_parts,1.308641975,1.296296296,21.86419753
576,Original Norming data,27,clothing,1.629938272,1.49382716,18.27160494
577,Original Norming data,27,connecting_words,0.407407407,0.395061728,1.691358025
578,Original Norming data,27,descriptive,3.889506173,3.938580247,38.09876543
579,Original Norming data,27,food_drink,3.234876543,3.296296296,50.66666667
580,Original Norming data,27,games_routines,1.234876543,1.148148148,19.61728395
581,Original Norming data,27,helping_verbs,1.433333333,1.432098765,9.24691358
582,Original Norming data,27,household,2.950925926,2.592901235,36.04938272
583,Original Norming data,27,locations,1.617283951,1.518518519,13.90123457
584,Original Norming data,27,outside,1.988888889,1.742283951,22.04938272
585,Original Norming data,27,people,1.469753086,1.518518519,18.35802469
586,Original Norming data,27,places,1.259567901,1.271604938,12.66666667
587,Original Norming data,27,pronouns,1.556790123,1.567901235,11.81481481
588,Original Norming data,27,quantifiers,1.049691358,1.14845679,7.555555556
589,Original Norming data,27,question_words,0.481481481,0.469135802,3.098765432
590,Original Norming data,27,rooms_furn,2.234567901,2.062037037,21.86419753
591,Original Norming data,27,sounds,0.518518519,0.49382716,9.802469136
592,Original Norming data,27,time,0.87654321,0.814814815,5.111111111
593,Original Norming data,27,toys,1,0.864197531,13.69135802
594,Original Norming data,27,vehicles,0.654938272,0.580555556,10.98765432
595,Original Norming data,28,action_words,8.105932203,7.530508475,66.54237288
596,Original Norming data,28,animals,2.661864407,2.305084746,31.18644068
597,Original Norming data,28,body_parts,1.695338983,1.390254237,21.55932203
598,Original Norming data,28,clothing,1.882627119,1.559322034,19.16949153
599,Original Norming data,28,connecting_words,0.440677966,0.423728814,1.423728814
600,Original Norming data,28,descriptive,4.950423729,4.86440678,37.45762712
601,Original Norming data,28,food_drink,4.40720339,3.93220339,49.6779661
602,Original Norming data,28,games_routines,1.627542373,1.406779661,19.93220339
603,Original Norming data,28,helping_verbs,1.593644068,1.61059322,8.372881356
604,Original Norming data,28,household,3.155084746,2.728813559,35.72881356
605,Original Norming data,28,locations,1.796610169,1.796610169,12.79661017
606,Original Norming data,28,outside,2.35720339,2.186864407,21.23728814
607,Original Norming data,28,people,1.729661017,1.81440678,18.05084746
608,Original Norming data,28,places,1.408050847,1.339830508,11.59322034
609,Original Norming data,28,pronouns,1.746186441,1.745762712,11.05084746
610,Original Norming data,28,quantifiers,1.220338983,1.237288136,7.355932203
611,Original Norming data,28,question_words,0.525847458,0.525423729,3.050847458
612,Original Norming data,28,rooms_furn,2.525423729,2.254237288,21.93220339
613,Original Norming data,28,sounds,0.677966102,0.560169492,10.01694915
614,Original Norming data,28,time,0.796610169,0.898305085,4.627118644
615,Original Norming data,28,toys,1.084745763,0.949152542,13.33898305
616,Original Norming data,28,vehicles,0.780084746,0.661016949,10.47457627
617,Original Norming data,29,action_words,7.779661017,7.848305085,73.84745763
618,Original Norming data,29,animals,2.56059322,2.543644068,32.3559322
619,Original Norming data,29,body_parts,1.508474576,1.373305085,22.3220339
620,Original Norming data,29,clothing,1.763559322,1.696186441,19.20338983
621,Original Norming data,29,connecting_words,0.525423729,0.542372881,2.050847458
622,Original Norming data,29,descriptive,4.933050847,4.881355932,40.38983051
623,Original Norming data,29,food_drink,3.730508475,3.441949153,53.20338983
624,Original Norming data,29,games_routines,1.542372881,1.322033898,20.86440678
625,Original Norming data,29,helping_verbs,1.847457627,1.86440678,9.93220339
626,Original Norming data,29,household,3.372881356,2.933050847,37.44067797
627,Original Norming data,29,locations,2.118644068,1.966525424,14.69491525
628,Original Norming data,29,outside,2.426694915,2.237288136,21.88135593
629,Original Norming data,29,people,1.746186441,1.677966102,18.6440678
630,Original Norming data,29,places,1.441101695,1.40720339,13.33898305
631,Original Norming data,29,pronouns,2.136864407,2.169491525,12.77966102
632,Original Norming data,29,quantifiers,1.491949153,1.475,8.237288136
633,Original Norming data,29,question_words,0.593644068,0.61059322,3.627118644
634,Original Norming data,29,rooms_furn,2.324576271,2.288559322,23.13559322
635,Original Norming data,29,sounds,0.610169492,0.542372881,9.881355932
636,Original Norming data,29,time,1.084745763,1.034322034,5.898305085
637,Original Norming data,29,toys,1.08559322,0.93220339,14.06779661
638,Original Norming data,29,vehicles,0.813559322,0.745762712,10.52542373
639,Original Norming data,30,action_words,5.287878788,4.894318182,83.5
640,Original Norming data,30,animals,2.151515152,1.924242424,34.65151515
641,Original Norming data,30,body_parts,0.727272727,0.576136364,24.27272727
642,Original Norming data,30,clothing,1.24280303,1.18219697,21.89393939
643,Original Norming data,30,connecting_words,0.454924242,0.515151515,2.696969697
644,Original Norming data,30,descriptive,3.515151515,3.303409091,48.39393939
645,Original Norming data,30,food_drink,2.273106061,2.136363636,57.77272727
646,Original Norming data,30,games_routines,0.893939394,0.804166667,21.81818182
647,Original Norming data,30,helping_verbs,1.636742424,1.68219697,12.5
648,Original Norming data,30,household,2.015151515,1.696969697,42.51515152
649,Original Norming data,30,locations,1.621969697,1.561363636,17.21212121
650,Original Norming data,30,outside,1.591287879,1.530681818,25.10606061
651,Original Norming data,30,people,1.394318182,1.257954545,21.83333333
652,Original Norming data,30,places,1.076136364,1,15.16666667
653,Original Norming data,30,pronouns,1.712878788,1.576515152,15.10606061
654,Original Norming data,30,quantifiers,1.181818182,1.106060606,10.12121212
655,Original Norming data,30,question_words,0.46969697,0.454545455,4.515151515
656,Original Norming data,30,rooms_furn,1.651515152,1.485227273,26.63636364
657,Original Norming data,30,sounds,0.590909091,0.53030303,10.15151515
658,Original Norming data,30,time,0.788257576,0.863636364,7.439393939
659,Original Norming data,30,toys,0.606439394,0.530681818,15.57575758
660,Original Norming data,30,vehicles,0.53030303,0.439393939,11.75757576
661,San Diego State University,16,action_words,2,2.571428571,2.571428571
662,San Diego State University,16,animals,1.428571429,2,2.714285714
663,San Diego State University,16,body_parts,1.571428571,2.285714286,1.714285714
664,San Diego State University,16,clothing,1.285714286,1.714285714,1.571428571
665,San Diego State University,16,connecting_words,0,0,0
666,San Diego State University,16,descriptive,0.428571429,0.857142857,0.428571429
667,San Diego State University,16,food_drink,4.142857143,4,4.142857143
668,San Diego State University,16,games_routines,1.857142857,2,5.428571429
669,San Diego State University,16,helping_verbs,0,0,0
670,San Diego State University,16,household,0.714285714,0.857142857,1
671,San Diego State University,16,locations,0.571428571,0.857142857,0.571428571
672,San Diego State University,16,outside,0.285714286,0.571428571,0.285714286
673,San Diego State University,16,people,1.285714286,1.289285714,3.428571429
674,San Diego State University,16,places,0,0,0
675,San Diego State University,16,pronouns,0.428571429,0.571428571,0.428571429
676,San Diego State University,16,quantifiers,0,0,0
677,San Diego State University,16,question_words,0,0,0
678,San Diego State University,16,rooms_furn,0.142857143,0.285714286,0.142857143
679,San Diego State University,16,sounds,3,2.714285714,5.857142857
680,San Diego State University,16,time,0,0,0
681,San Diego State University,16,toys,1.285714286,1.571428571,1.714285714
682,San Diego State University,16,vehicles,0.571428571,0.857142857,1
683,San Diego State University,17,action_words,7.456818182,12.45681818,10
684,San Diego State University,17,animals,4.454545455,5.547727273,8
685,San Diego State University,17,body_parts,4.275,4.636363636,6.818181818
686,San Diego State University,17,clothing,2.454545455,3.090909091,3.454545455
687,San Diego State University,17,connecting_words,0.181818182,0.272727273,0.181818182
688,San Diego State University,17,descriptive,4.275,5.636363636,4.818181818
689,San Diego State University,17,food_drink,5.909090909,6.545454545,9.727272727
690,San Diego State University,17,games_routines,2.818181818,3.363636364,7.363636364
691,San Diego State University,17,helping_verbs,1.090909091,1.818181818,1.363636364
692,San Diego State University,17,household,5.093181818,6.272727273,7.454545455
693,San Diego State University,17,locations,1.545454545,1.818181818,2.727272727
694,San Diego State University,17,outside,2.454545455,3,3.181818182
695,San Diego State University,17,people,2.545454545,3,4.909090909
696,San Diego State University,17,places,1.363636364,2,1.636363636
697,San Diego State University,17,pronouns,1,1.181818182,1.454545455
698,San Diego State University,17,quantifiers,0.272727273,0.272727273,0.272727273
699,San Diego State University,17,question_words,0.272727273,0.363636364,0.272727273
700,San Diego State University,17,rooms_furn,2.727272727,4.363636364,3.363636364
701,San Diego State University,17,sounds,1.818181818,1.909090909,6.181818182
702,San Diego State University,17,time,0.272727273,0.272727273,0.272727273
703,San Diego State University,17,toys,2,2.272727273,3.818181818
704,San Diego State University,17,vehicles,1.727272727,1.818181818,2.727272727
705,San Diego State University,18,action_words,3.454545455,5.547727273,4.181818182
706,San Diego State University,18,animals,3.636363636,4.545454545,5.272727273
707,San Diego State University,18,body_parts,2.090909091,2.636363636,2.727272727
708,San Diego State University,18,clothing,1.272727273,2,1.636363636
709,San Diego State University,18,connecting_words,0.090909091,0.181818182,0.090909091
710,San Diego State University,18,descriptive,1.363636364,2,1.818181818
711,San Diego State University,18,food_drink,5.727272727,8.275,8.272727273
712,San Diego State University,18,games_routines,2.090909091,2.181818182,4.454545455
713,San Diego State University,18,helping_verbs,0.272727273,0.272727273,0.272727273
714,San Diego State University,18,household,3.363636364,5.454545455,4.090909091
715,San Diego State University,18,locations,1.181818182,1.909090909,1.454545455
716,San Diego State University,18,outside,1.363636364,2.363636364,1.545454545
717,San Diego State University,18,people,2.363636364,3.277272727,4.545454545
718,San Diego State University,18,places,1.181818182,1.636363636,1.545454545
719,San Diego State University,18,pronouns,1.090909091,1.363636364,1.363636364
720,San Diego State University,18,quantifiers,0.727272727,1.090909091,0.727272727
721,San Diego State University,18,question_words,0.363636364,0.545454545,0.363636364
722,San Diego State University,18,rooms_furn,2.272727273,3.915909091,2.454545455
723,San Diego State University,18,sounds,1.727272727,2.090909091,5.272727273
724,San Diego State University,18,time,0.181818182,0.272727273,0.181818182
725,San Diego State University,18,toys,1.636363636,2.090909091,2.454545455
726,San Diego State University,18,vehicles,1.545454545,2.272727273,1.727272727
727,San Diego State University,19,action_words,7.4025,10.9,11.9
728,San Diego State University,19,animals,1.9,1.9,4.3
729,San Diego State University,19,body_parts,3.1,4.2,7.6
730,San Diego State University,19,clothing,2.6025,3.1025,4.2
731,San Diego State University,19,connecting_words,0,0,0
732,San Diego State University,19,descriptive,2.5,2.9025,4.8
733,San Diego State University,19,food_drink,5.5025,6.2025,9.4
734,San Diego State University,19,games_routines,2.8,2.5,8.8
735,San Diego State University,19,helping_verbs,0.3,0.6,0.3
736,San Diego State University,19,household,5.2,6.5,8.4
737,San Diego State University,19,locations,1.3,1.4025,2
738,San Diego State University,19,outside,2.2,2.9,2.8
739,San Diego State University,19,people,1.3,1.2,5.4
740,San Diego State University,19,places,1,1.1,1.6
741,San Diego State University,19,pronouns,1,1,1.6
742,San Diego State University,19,quantifiers,0.4,0.5,0.7
743,San Diego State University,19,question_words,0.2,0.3,0.2
744,San Diego State University,19,rooms_furn,2.6,3.2,4
745,San Diego State University,19,sounds,1.4,1.4,5.4
746,San Diego State University,19,time,0.4,0.5,0.7
747,San Diego State University,19,toys,1.6,1.7025,4
748,San Diego State University,19,vehicles,1,1.1,2.5
749,San Diego State University,20,action_words,5.803333333,6.07,13.33333333
750,San Diego State University,20,animals,2.666666667,2.733333333,8.8
751,San Diego State University,20,body_parts,3.401666667,3.601666667,7.666666667
752,San Diego State University,20,clothing,1.666666667,2.133333333,4.333333333
753,San Diego State University,20,connecting_words,0.066666667,0.133333333,0.066666667
754,San Diego State University,20,descriptive,2.333333333,2.868333333,4.4
755,San Diego State University,20,food_drink,7.668333333,8.943333333,17.26666667
756,San Diego State University,20,games_routines,3.2,3.066666667,10.46666667
757,San Diego State University,20,helping_verbs,0.466666667,0.6,0.666666667
758,San Diego State University,20,household,4.266666667,5.533333333,10.06666667
759,San Diego State University,20,locations,1.2,1.2,2.2
760,San Diego State University,20,outside,2.868333333,3.466666667,5.466666667
761,San Diego State University,20,people,1.666666667,1.468333333,5.266666667
762,San Diego State University,20,places,1.2,1.266666667,3.2
763,San Diego State University,20,pronouns,0.933333333,0.933333333,2
764,San Diego State University,20,quantifiers,0.601666667,0.666666667,0.933333333
765,San Diego State University,20,question_words,0.266666667,0.333333333,0.333333333
766,San Diego State University,20,rooms_furn,3.6,5.2,7.133333333
767,San Diego State University,20,sounds,1.266666667,1.2,7
768,San Diego State University,20,time,0.4,0.533333333,0.733333333
769,San Diego State University,20,toys,2.133333333,2.6,5.6
770,San Diego State University,20,vehicles,1.466666667,1.535,3.733333333
771,San Diego State University,21,action_words,7.125,8.503125,14.1875
772,San Diego State University,21,animals,4.9390625,5.625,10.25
773,San Diego State University,21,body_parts,3.6890625,4.3140625,9.875
774,San Diego State University,21,clothing,2.3765625,2.75,5.25
775,San Diego State University,21,connecting_words,0.4375,0.75,0.4375
776,San Diego State University,21,descriptive,2.8140625,3.5625,6.125
777,San Diego State University,21,food_drink,6.0015625,6.753125,14.6875
778,San Diego State University,21,games_routines,3,2.6890625,9.9375
779,San Diego State University,21,helping_verbs,0.25,0.375,0.25
780,San Diego State University,21,household,5.4390625,6.8125,13.125
781,San Diego State University,21,locations,1.25,1.5625,2.0625
782,San Diego State University,21,outside,3.0640625,4.125,5.8125
783,San Diego State University,21,people,1.9375,2.0015625,6.4375
784,San Diego State University,21,places,1.4375,1.5640625,2.4375
785,San Diego State University,21,pronouns,0.875,0.9375,2.625
786,San Diego State University,21,quantifiers,0.5625,0.75,1.125
787,San Diego State University,21,question_words,0.4375,0.6875,0.625
788,San Diego State University,21,rooms_furn,3.875,5.0625,6.75
789,San Diego State University,21,sounds,1.1890625,1.25,5.4375
790,San Diego State University,21,time,0.5,0.625,0.8125
791,San Diego State University,21,toys,2.3140625,2.5015625,6
792,San Diego State University,21,vehicles,1.3140625,1.5,3.5625
793,San Diego State University,22,action_words,13.84807692,13.85,23.61538462
794,San Diego State University,22,animals,6.769230769,7.153846154,12.38461538
795,San Diego State University,22,body_parts,5.076923077,5.001923077,10.76923077
796,San Diego State University,22,clothing,3.540384615,4.461538462,6.384615385
797,San Diego State University,22,connecting_words,0.384615385,0.461538462,0.538461538
798,San Diego State University,22,descriptive,7.076923077,8.159615385,11.15384615
799,San Diego State University,22,food_drink,10.38461538,11.61538462,19.84615385
800,San Diego State University,22,games_routines,3.230769231,3.694230769,10.76923077
801,San Diego State University,22,helping_verbs,1.461538462,1.923076923,2.615384615
802,San Diego State University,22,household,9.076923077,9.463461538,17.61538462
803,San Diego State University,22,locations,2.307692308,2.230769231,3.538461538
804,San Diego State University,22,outside,3.463461538,3.771153846,6.692307692
805,San Diego State University,22,people,2.538461538,2.694230769,8.461538462
806,San Diego State University,22,places,1.848076923,1.846153846,3.923076923
807,San Diego State University,22,pronouns,1.153846154,1.384615385,2.923076923
808,San Diego State University,22,quantifiers,1.076923077,1.230769231,1.692307692
809,San Diego State University,22,question_words,0.540384615,0.692307692,1
810,San Diego State University,22,rooms_furn,5.619230769,6.153846154,10.84615385
811,San Diego State University,22,sounds,1.615384615,1.692307692,5
812,San Diego State University,22,time,0.615384615,0.692307692,1
813,San Diego State University,22,toys,2.384615385,2.769230769,6.076923077
814,San Diego State University,22,vehicles,2.538461538,2.923076923,4.153846154
815,San Diego State University,23,action_words,12.6265625,15.19375,27.125
816,San Diego State University,23,animals,4.1875,4.5640625,12.75
817,San Diego State University,23,body_parts,3.1875,3.375,12.75
818,San Diego State University,23,clothing,1.875,2.0625,7
819,San Diego State University,23,connecting_words,0.5,0.8125,0.5625
820,San Diego State University,23,descriptive,6.6875,8.1875,13.8125
821,San Diego State University,23,food_drink,6,6.753125,25.8125
822,San Diego State University,23,games_routines,3.1875,3.1875,13.25
823,San Diego State University,23,helping_verbs,1.75,2.4375,2.8125
824,San Diego State University,23,household,5.6890625,5.690625,17.0625
825,San Diego State University,23,locations,1.4375,1.7515625,2.875
826,San Diego State University,23,outside,2.5,3.0015625,6.25
827,San Diego State University,23,people,2.6890625,3.2515625,9.9375
828,San Diego State University,23,places,2.125,2.4375,4.5
829,San Diego State University,23,pronouns,1.6875,2.2515625,3.625
830,San Diego State University,23,quantifiers,1.1875,1.6875,1.75
831,San Diego State University,23,question_words,0.625,0.75,0.9375
832,San Diego State University,23,rooms_furn,3.6265625,4.128125,8.625
833,San Diego State University,23,sounds,1.5640625,1.5,5.9375
834,San Diego State University,23,time,0.8125,1.0625,1.3125
835,San Diego State University,23,toys,1.6890625,1.8125,6.9375
836,San Diego State University,23,vehicles,1.5,1.75,4.0625
837,San Diego State University,24,action_words,14.46666667,17.40166667,37.33333333
838,San Diego State University,24,animals,6.666666667,7,17.86666667
839,San Diego State University,24,body_parts,4,3.6,16.86666667
840,San Diego State University,24,clothing,3.533333333,3.868333333,11.4
841,San Diego State University,24,connecting_words,0.533333333,0.533333333,0.733333333
842,San Diego State University,24,descriptive,8.403333333,8.868333333,21.46666667
843,San Diego State University,24,food_drink,10.26666667,9.6,33.86666667
844,San Diego State University,24,games_routines,3.2,3.6,14.13333333
845,San Diego State University,24,helping_verbs,1.4,1.868333333,3
846,San Diego State University,24,household,7.533333333,7.001666667,23.8
847,San Diego State University,24,locations,2.068333333,2.001666667,6.133333333
848,San Diego State University,24,outside,4.333333333,4.866666667,11.13333333
849,San Diego State University,24,people,3.666666667,3.733333333,12.93333333
850,San Diego State University,24,places,2.533333333,2.601666667,8.066666667
851,San Diego State University,24,pronouns,2,2.068333333,5.4
852,San Diego State University,24,quantifiers,1.466666667,1.733333333,3.266666667
853,San Diego State University,24,question_words,0.6,0.666666667,1.333333333
854,San Diego State University,24,rooms_furn,4.068333333,4.333333333,14
855,San Diego State University,24,sounds,1.6,1.466666667,7.6
856,San Diego State University,24,time,1.466666667,1.6,2.533333333
857,San Diego State University,24,toys,2.466666667,2.533333333,8.466666667
858,San Diego State University,24,vehicles,1.735,2,6.266666667
859,San Diego State University,25,action_words,15.4525,15.50125,47
860,San Diego State University,25,animals,4.55,5.15125,18.8
861,San Diego State University,25,body_parts,3.7,3.75,16.15
862,San Diego State University,25,clothing,3.0525,3.25,11.5
863,San Diego State University,25,connecting_words,0.95,1.05,1.65
864,San Diego State University,25,descriptive,8.50375,9.55125,26.9
865,San Diego State University,25,food_drink,8.8525,8.10125,36.8
866,San Diego State University,25,games_routines,2.95,2.75,16.15
867,San Diego State University,25,helping_verbs,3.3,3.60125,5.75
868,San Diego State University,25,household,7.3,7.50125,26.05
869,San Diego State University,25,locations,3.60375,4.20125,8.2
870,San Diego State University,25,outside,4.1025,4.3,11.75
871,San Diego State University,25,people,2.95125,3.50125,13.85
872,San Diego State University,25,places,2.65,2.7025,9.2
873,San Diego State University,25,pronouns,3.35,4.10125,8.2
874,San Diego State University,25,quantifiers,2.5,2.8,6
875,San Diego State University,25,question_words,1.15125,1.15,2.85
876,San Diego State University,25,rooms_furn,4.6,4.95,15.6
877,San Diego State University,25,sounds,1.25,1.20125,6.8
878,San Diego State University,25,time,1.9,2.05,3.7
879,San Diego State University,25,toys,1.85,2,9.75
880,San Diego State University,25,vehicles,1.6025,1.55,8
881,San Diego State University,26,action_words,16.925,17.69230769,55.92307692
882,San Diego State University,26,animals,5.230769231,6.076923077,18.92307692
883,San Diego State University,26,body_parts,4.153846154,3.538461538,17.92307692
884,San Diego State University,26,clothing,3,3.538461538,12.07692308
885,San Diego State University,26,connecting_words,0.538461538,0.692307692,0.923076923
886,San Diego State University,26,descriptive,8.394230769,8.692307692,26.07692308
887,San Diego State University,26,food_drink,9.386538462,9.384615385,37
888,San Diego State University,26,games_routines,3.386538462,3.384615385,16.61538462
889,San Diego State University,26,helping_verbs,2.153846154,2.386538462,4.923076923
890,San Diego State University,26,household,8.076923077,8,27.30769231
891,San Diego State University,26,locations,3,3.384615385,8
892,San Diego State University,26,outside,3.694230769,4.230769231,12
893,San Diego State University,26,people,3.846153846,3.846153846,13.07692308
894,San Diego State University,26,places,2.461538462,2.230769231,7.769230769
895,San Diego State University,26,pronouns,2.846153846,2.769230769,6.769230769
896,San Diego State University,26,quantifiers,1.615384615,1.769230769,4.076923077
897,San Diego State University,26,question_words,1,0.925,2.538461538
898,San Diego State University,26,rooms_furn,4.923076923,4.769230769,15
899,San Diego State University,26,sounds,1.538461538,1.615384615,8.461538462
900,San Diego State University,26,time,1.615384615,1.615384615,2.923076923
901,San Diego State University,26,toys,2.076923077,2.153846154,10
902,San Diego State University,26,vehicles,1.692307692,1.769230769,7.692307692
903,San Diego State University,27,action_words,15.41176471,16.11764706,44.64705882
904,San Diego State University,27,animals,5.648529412,6.294117647,19.94117647
905,San Diego State University,27,body_parts,3.648529412,4.001470588,16.64705882
906,San Diego State University,27,clothing,3.297058824,3.705882353,12.70588235
907,San Diego State University,27,connecting_words,0.529411765,0.588235294,1
908,San Diego State University,27,descriptive,10.17647059,10.76617647,23.11764706
909,San Diego State University,27,food_drink,7.647058824,7.829411765,38.41176471
910,San Diego State University,27,games_routines,3.413235294,3.294117647,14.17647059
911,San Diego State University,27,helping_verbs,2.058823529,2.532352941,4.588235294
912,San Diego State University,27,household,6.764705882,6.707352941,27.82352941
913,San Diego State University,27,locations,2.411764706,2.589705882,6.352941176
914,San Diego State University,27,outside,4.647058824,5.058823529,12.35294118
915,San Diego State University,27,people,3.647058824,3.882352941,12.52941176
916,San Diego State University,27,places,2.648529412,2.529411765,7.882352941
917,San Diego State University,27,pronouns,1.941176471,1.764705882,6.058823529
918,San Diego State University,27,quantifiers,1.529411765,1.647058824,3.294117647
919,San Diego State University,27,question_words,0.766176471,0.766176471,1.882352941
920,San Diego State University,27,rooms_furn,4.823529412,4.707352941,16.23529412
