itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_1,a14sheba,word,sounds,produces,Baa baa,NA,Sheep,baa baa
item_2,a1birchr,word,sounds,produces,chri chri chri,NA,bird,NA
item_3,a9donheo,word,sounds,produces,Heoo heoo,NA,Donkey,hee haw
item_4,a16dovhu,word,sounds,produces,Hua,NA,Dove,coo
item_5,a8doghuo,word,sounds,produces,Huo huo,NA,Dog,woof woof
item_6,a17duckh,word,sounds,produces,Khe khe khe,NA,Duck,quack quack
item_7,a11monki,word,sounds,produces,Kima,NA,monkey,monkey
item_8,a4chikru,word,sounds,produces,Kru kru kru,NA,Chicken calling chicks,NA
item_9,a5cockuk,word,sounds,produces,Kukuriukuu,NA,Cockerel,cockadoodledoo
item_10,a7croku,word,sounds,produces,Kunguru,NA,Crow,crow
item_11,a3catmia,word,sounds,produces,miau miau,NA,Cat,meow
item_12,a10goamm,word,sounds,produces,mmee mmee,NA,Goat,baa baa
item_13,a6cowmo,word,sounds,produces,mooh mooh,NA,Cow,moo
item_14,a18motpi,word,sounds,produces,Pikipiki,NA,Motorbike,NA
item_15,a13phosi,word,sounds,produces,Simu,NA,Phone,NA
item_16,a15sweta,word,sounds,produces,Tamu tamu,NA,Sweetness,yum yum
item_17,a12oucum,word,sounds,produces,Umia,NA,Ouch,ouch
item_18,a2carvru,word,sounds,produces,Vruum vruum,NA,Car,vroom
item_19,b8ducbat,word,animals,produces,Bata,NA,Duck,duck
item_20,b37turba,word,animals,produces,Bata mzinga,NA,Turkey,goose
item_21,b36spibu,word,animals,produces,Buibui,NA,Spider,spider
item_22,b17antch,word,animals,produces,Chungu/Mchwa,NA,Ant,ant
item_23,b10froch,word,animals,produces,Chura,NA,Frog,frog
item_24,b27horf,word,animals,produces,Farasi,NA,Horse,horse
item_25,b22cocji,word,animals,produces,Jimbi/jogoo,NA,Cockerel,chicken (animal)
item_26,b31miljo,word,animals,produces,Jongoo,NA,Millipede,chicken (animal)
item_27,b21but,word,animals,produces,Kipepeo,NA,Butterfly,butterfly
item_28,b16torko,word,animals,produces,Kobe,NA,Tortoise,turtle
item_29,b23cocko,word,animals,produces,Kombamwiko,NA,cockroach,cockroach
item_30,b34sheko,word,animals,produces,Kondoo,NA,Sheep,sheep
item_31,b12henko,word,animals,produces,Koo,NA,Hen,hen
item_32,b4chikuk,word,animals,produces,Kuku,NA,Chicken,chicken (animal)
item_33,b19bedku,word,animals,produces,Kunguni,NA,Bed bug,NA
item_34,b6croku,word,animals,produces,Kunguru/Kurabu,NA,Crow,crow
item_35,b32mosmb,word,animals,produces,Mbu,NA,Mosquito,mosquito
item_36,b11goamb,word,animals,produces,Mbuzi/Mee,NA,Goat,goat
item_37,b7dogmbw,word,animals,produces,Mbwa/Jibwa,NA,Dog,dog
item_38,b13insmu,word,animals,produces,Mdudu,NA,Insect,bug
item_39,b1animun,word,animals,produces,Mnyama,NA,Animal,animal
item_40,b30lizmu,word,animals,produces,Mujusi kafiri,NA,Lizard,lizard
item_41,b33pupmw,word,animals,produces,Mwanambwa,NA,Puppy,puppy
item_42,b5cowngo,word,animals,produces,Ng'ombe/Boo,NA,Cow,cow
item_43,b14monny,word,animals,produces,Nyani/kima/tumbili,NA,Monkey,monkey
item_44,b35snany,word,animals,produces,Nyoka,NA,snake,snake
item_45,b20beeny,word,animals,produces,Nyuki,NA,Bee,bee
item_46,b2birnyu,word,animals,produces,Nyuni/ndege/Njiwa,NA,Bird,bird
item_47,b28hounz,word,animals,produces,Nzi,NA,House Fly,fly (animal)
item_48,b3catpak,word,animals,produces,Paka/Nyau,NA,Cat,cat
item_49,b15ratpa,word,animals,produces,Panya,NA,Rat/Mouse,mouse
item_50,b18batpo,word,animals,produces,Popo,NA,Bat,bat (animal)
item_51,b24donpu,word,animals,produces,Punda,NA,Donkey,donkey
item_52,b38zeb,word,animals,produces,Punda milia/Zebra,NA,Zebra,zebra
item_53,b9fissam,word,animals,produces,Samaki,NA,Fish,fish (animal)
item_54,b29liosi,word,animals,produces,Simba,NA,Lion,lion
item_55,b26harsu,word,animals,produces,Sungura,NA,Hare,bunny
item_56,b25elete,word,animals,produces,Tembo/ndovu,NA,Elephant,elephant
item_57,c2bicbai,word,vehicles,produces,Baiskeli,NA,Bicycle,bicycle
item_58,c7busbas,word,vehicles,produces,Basi/Buscar,NA,Bus,bus
item_59,c13smad,word,vehicles,produces,Dau/mashua/mtumbwi/boat,NA,Small boat,boat
item_60,c8handu,word,vehicles,produces,Dukwama/Mkokoteni,NA,Handcart,cart
item_61,c6traga,word,vehicles,produces,Gari la moshi,NA,Train,train
item_62,c3cargar,word,vehicles,produces,Gari/Motokaa,NA,Car,car
item_63,c9helhel,word,vehicles,produces,Helikopta,NA,Helicopter,helicopter
item_64,c10lorlo,word,vehicles,produces,Lori,NA,Lorry,truck
item_65,c11minma,word,vehicles,produces,Matatu/Saa robo,NA,Minibus,time
item_66,c12shime,word,vehicles,produces,Merikebu,NA,Ship,ship
item_67,c1aer,word,vehicles,produces,Ndege/eropleni,NA,Aeroplane,airplane
item_68,c4motpik,word,vehicles,produces,Pikipiki,NA,Motorbike,motorcycle
item_69,c5tratin,word,vehicles,produces,Tingatinga,NA,Tractor,tractor
item_70,d4chach,word,toys,produces,Chaki/Makaa,NA,Chalk,chalk
item_71,d15gungu,word,toys,produces,Gun,NA,Gun,gun
item_72,d18stoha,word,toys,produces,Hadithi/ngano,NA,Story,story
item_73,d9penka,word,toys,produces,Kalamu,NA,Pen,pen
item_74,d17ropka,word,toys,produces,Kamba,NA,Rope,rope
item_75,d2balkib,word,toys,produces,Kibofu,NA,Balloon,balloon
item_76,d12cocki,word,toys,produces,Kifuu/Kifufu,NA,Coconut shell,and
item_77,d5dol,word,toys,produces,Doli/Kinyago,NA,Doll,doll
item_78,d3bokita,word,toys,produces,Kitabu,NA,Book,book
item_79,d7gammch,word,toys,produces,Mchezo,NA,Game/Play,game
item_80,d1balmpi,word,toys,produces,Mpira/Boli,NA,Ball,ball
item_81,d14glung,word,toys,produces,Ngamu/Gundi/Gamu,NA,Glue,glue (object)
item_82,d16penpe,word,toys,produces,Penseli,NA,Pencil,pencil
item_83,d13colpe,word,toys,produces,Penseli rangi/Colour/Rangi,NA,colouring pencil/crayons,NA
item_84,d6foapov,word,toys,produces,Povu,NA,Foam/bubbles,bubbles
item_85,d8mudud,word,toys,produces,Udongo,NA,Mud/Clay,sand
item_86,d11boavi,word,toys,produces,Vibao/Bao,NA,Board,board game
item_87,d10preza,word,toys,produces,Zawadi,NA,Present,present
item_88,e41appap,word,food_drink,produces,Apple,NA,Apple,apple
item_89,e55honas,word,food_drink,produces,asali/uki,NA,Honey,bee
item_90,e42avoav,word,food_drink,produces,Avocado,NA,Avocado,avocado
item_91,e49friba,word,food_drink,produces,Bajia,NA,Fried Potatoes,french fries
item_92,e19iceba,word,food_drink,produces,Barafu,NA,Ice,ice
item_93,e5bubbig,word,food_drink,produces,BigG/Ballgum,NA,Bubblegum,gum
item_94,e68ricbi,word,food_drink,produces,Biriani,NA,Rice made in such away that it has atleast two different colours,rice
item_95,e3bisbis,word,food_drink,produces,Biskuti,NA,Biscuit,cookie
item_96,e35teach,word,food_drink,produces,Chai,NA,Tea,tea
item_97,e17fooch,word,food_drink,produces,Chakula,NA,Food,food
item_98,e10chach,word,food_drink,produces,Chapati,NA,Chapati,tortilla
item_99,e45choch,word,food_drink,produces,Chocolate,NA,Chocolate,chocolate
item_100,e29salch,word,food_drink,produces,Chumvi,NA,Salt,salt
item_101,e24orach,word,food_drink,produces,Chungwa,NA,Orange,orange (food)
item_102,e21manem,word,food_drink,produces,Embe,NA,Mango,mango
item_103,e56iceic,word,food_drink,produces,Ice cream,NA,Ice cream,ice cream
item_104,e57jamja,word,food_drink,produces,Jam,NA,Jam,jam
item_105,e46cofka,word,food_drink,produces,Kahawa,NA,Coffee,coffee
item_106,e6bunkai,word,food_drink,produces,Kaimati,NA,Bun1,bun
item_107,e8carkar,word,food_drink,produces,Karoti,NA,Carrot,carrot
item_108,e7cakkek,word,food_drink,produces,Keki,NA,Cake,cake
item_109,e66potki,word,food_drink,produces,Kiazi,NA,Potato,potato
item_110,e58kinki,word,food_drink,produces,kiboma,NA,Kingfish,fish (food)
