itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_111,e48driki,word,food_drink,produces,Kinywaji,NA,DrinkN,drink (beverage)
item_112,e43bunki,word,food_drink,produces,kitumbua,NA,Bun2,bun
item_113,e74sweko,word,food_drink,produces,Koo,NA,Sweet,sweets
item_114,e11chiku,word,food_drink,produces,Kuku,NA,ChickenF,chicken (food)
item_115,e47cowku,word,food_drink,produces,kunde,NA,Cow peas,peas
item_116,e50fruku,word,food_drink,produces,Kungu,NA,Fruit,crow
item_117,e75unrma,word,food_drink,produces,Madafu,NA,Unripe coconuts,coconut
item_118,e14dumma,word,food_drink,produces,mahamri/maandazi,NA,Dumpling,bun
item_119,e2beamah,word,food_drink,produces,Maharagwe,NA,Beans,beans
item_120,e59maima,word,food_drink,produces,Mahindi,NA,Maize,corn
item_121,e39watma,word,food_drink,produces,Maji,NA,WaterF,water (beverage)
item_122,e25orama,word,food_drink,produces,Maji ya machungwa/juisi,NA,orange juice,orange juice
item_123,e51fruma,word,food_drink,produces,Matomoko,NA,Fruit,fruit
item_124,e23milma,word,food_drink,produces,Maziwa,NA,Milk,milk
item_125,e72souma,word,food_drink,produces,Maziwa mala/lala/kuganda/Yoghurt,NA,Sour milk,NA
item_126,e53gremb,word,food_drink,produces,Mbaazi,NA,Green peas,peas
item_127,e71soumc,word,food_drink,produces,mchuzi,NA,Soup/sauce,sauce
item_128,e4bremka,word,food_drink,produces,Mkate,NA,Bread,bread
item_129,e9casmug,word,food_drink,produces,Muhogo,NA,Cassava,cassava
item_130,e13cocna,word,food_drink,produces,Nazi,NA,Coconut,coconut
item_131,e1bannd,word,food_drink,produces,Ndizi,NA,Bananas,banana
item_132,e18gronj,word,food_drink,produces,Njugu (karanga),NA,Groundnuts,peanut
item_133,e22meany,word,food_drink,produces,Nyama,NA,Meat,meat
item_134,e38tomny,word,food_drink,produces,nyanya/Tomato,NA,Tomatoes,tomato
item_135,e30saome,word,food_drink,produces,Omena/Kumbu,NA,Sardine,sardine
item_135,e30saome,word,food_drink,produces,Omena/Kumbu,NA,NA,sardine
item_136,e62pawpa,word,food_drink,produces,Paipai,NA,Paw paw,papaya
item_137,e70shapa,word,food_drink,produces,Papa,NA,Shark,shark
item_138,e34swepe,word,food_drink,produces,Peremende,NA,Sweets,sweets
item_139,e64pilpi,word,food_drink,produces,Pilau,NA,Pilau,rice
item_140,e63peppi,word,food_drink,produces,Pili pili,NA,Pepper,pepper
item_141,e54grepo,word,food_drink,produces,pojo,NA,Green peas,peas
item_142,e65pobi,word,food_drink,produces,Popcorn/bisi,NA,Popcorns,popcorn
item_143,e16fissa,word,food_drink,produces,Samaki,NA,FishF,fish (food)
item_144,e69samsa,word,food_drink,produces,Sambusa,NA,Samosa,samosa
item_145,e44butsi,word,food_drink,produces,Siagi/Blue Band,NA,Butter,butter
item_146,e52ginsi,word,food_drink,produces,Siki,NA,Ginger,ginger
item_147,e36thisi,word,food_drink,produces,Sima,NA,Thick porridge,porridge
item_148,e31sodso,word,food_drink,produces,Soda,NA,Soda,soda
item_149,e73spasu,word,food_drink,produces,Spaghetti,NA,Spaghetti,pasta
item_150,e20kalsu,word,food_drink,produces,Sukuma,NA,Kale,push
item_151,e33sousu,word,food_drink,produces,Supu,NA,Soup,soup
item_152,e61nooth,word,food_drink,produces,Tambi,NA,Noodles,pasta
item_153,e32somta,word,food_drink,produces,Tamu,NA,Something sweet,yum yum
item_154,e40alcte,word,food_drink,produces,Tembo/pombe,NA,Alcohol,elephant
item_155,e76watti,word,food_drink,produces,Tikiti/Watermelon,NA,Watermelon,watermelon
item_156,e37toato,word,food_drink,produces,Tosti,NA,Toasted Bread,toast
item_157,e26pouji,word,food_drink,produces,uji,NA,Porridge,porridge
item_158,e60maiun,word,food_drink,produces,Unga,NA,Maize Flour,NA
item_159,e27potvi,word,food_drink,produces,Viazi,NA,Potatoes,potato
item_160,e12chivi,word,food_drink,produces,Viazi kaanga/chips,NA,Chips,chips
item_161,e67potvi,word,food_drink,produces,Viazi vya rojo/Viazi karai,NA,potatoes in soup,NA
item_162,e28ricwa,word,food_drink,produces,Wali/Mchele,NA,Rice,rice
item_163,e15eggya,word,food_drink,produces,Yai,NA,Egg,egg
item_164,f16banba,word,clothing,produces,Bangili,NA,Bangles,bracelet
item_165,f18bibbi,word,clothing,produces,Bib,NA,Bib,bib
item_166,f29mosbu,word,clothing,produces,buibui,NA,Moslem overdress,shawl
item_167,f14undch,word,clothing,produces,Chupi/Panti,NA,Underpants,underpants
item_168,f27jacja,word,clothing,produces,jaketi,NA,Jacket,jacket
item_169,f28jeaji,word,clothing,produces,Jeans,NA,Jeans,jeans
item_170,f31petka,word,clothing,produces,Kamisi,NA,Petticoat,NA
item_171,f20cloka,word,clothing,produces,kanga,NA,Cloth1,NA
item_172,f10shoka,word,clothing,produces,Kaptula/Kinyasa/Kipande,NA,Shorts,shorts
item_173,f9shokia,word,clothing,produces,Kiatu,NA,Shoe,shoe
item_174,f19butki,word,clothing,produces,Kifungo,NA,Button,button
item_175,f21cloki,word,clothing,produces,Kikoi,NA,Cloth2,NA
item_176,f4hatki,word,clothing,produces,Kipkapa/kepa/Cap,NA,Hat/cap,hat
item_177,f32petki,word,clothing,produces,kirinda,NA,Peticoat,NA
item_178,f33pieki,word,clothing,produces,Kitambaa,NA,Piece of cloth,bib
item_179,f26heak,word,clothing,produces,Kitambaa cha kichwa/Hijab,NA,headscarf,scarf
item_180,f25hatko,word,clothing,produces,Kofia,NA,Hat,hat
item_181,f22coako,word,clothing,produces,Koti,NA,Coat,coat
item_182,f3colles,word,clothing,produces,leso,NA,Colured cloth worn by women and has wordings,dress (object)
item_183,f13trosu,word,clothing,produces,Longi/Suruali,NA,Trousers,pants
item_184,f1boomab,word,clothing,produces,Mabuti/Njuti,NA,Boots,boots
item_185,f30necmk,word,clothing,produces,Mkufu/Ushanga/Tasbihi,NA,Necklace/Beads,beads
item_186,f17belms,word,clothing,produces,Mshipi,NA,Belt,cook
item_187,f5napnep,word,clothing,produces,Nepi,NA,Nappy,diaper
item_188,f2clongu,word,clothing,produces,Nguo,NA,Clothes,clothes
item_189,f23dreri,word,clothing,produces,Rinda,NA,Dress,dress (object)
item_190,f7sansap,word,clothing,produces,Sapata/pata pata/ndara/Champali/Slipper,NA,Sandals,sandal
item_191,f8shisha,word,clothing,produces,Shati,NA,Shirt,shirt
item_192,f34shesh,word,clothing,produces,shuka/shiti,NA,Sheet,sheet
item_193,f35skisi,word,clothing,produces,Sketi,NA,Skirt,skirt
item_194,f11socso,word,clothing,produces,Soksi,NA,Socks,sock
item_195,f36suisu,word,clothing,produces,suti/Beli,NA,Suit,suit
item_196,f12swesw,word,clothing,produces,Sweta,NA,Sweater,sweater
item_197,f6niptit,word,clothing,produces,Titi/Nono/Nyonyo,NA,Nipple,breast
item_198,f37tstsh,word,clothing,produces,T-Shirt,NA,T-shirt,t-shirt
item_199,f24earvi,word,clothing,produces,Vipuli,NA,Earrings,earring
item_200,f15zipzi,word,clothing,produces,Zip,NA,Zipper,zipper
item_201,g23shobe,word,body_parts,produces,Bega,NA,Shoulder,shoulder
item_202,g20knego,word,body_parts,produces,Goti,NA,Knee,knee
item_203,g3eyeji,word,body_parts,produces,Jicho,NA,Eye,eye
item_204,g14teeji,word,body_parts,produces,Jino,NA,Teeth,tooth
item_205,g9heakic,word,body_parts,produces,Kichwa/Head,NA,Head,head
item_206,g18chiki,word,body_parts,produces,Kidevu,NA,Chin,chin
item_207,g5finkid,word,body_parts,produces,kidole,NA,Finger,toe
item_208,g22palki,word,body_parts,produces,Kiganja,NA,Palm,palm
item_209,g15umbki,word,body_parts,produces,Kitovu,NA,Umbilical cord,belly button
item_210,g6finkuc,word,body_parts,produces,Kucha,NA,Fingernail,nail (body part)
item_211,g1butmak,word,body_parts,produces,Makalio/matako,NA,Buttocks,butt
item_212,g16bacmg,word,body_parts,produces,Mgongo,NA,Back,back (body part)
item_213,g10legmg,word,body_parts,produces,Mguu,NA,Leg,leg
item_214,g11moumi,word,body_parts,produces,Midomo,NA,Mouth,lip
item_215,g8hanmuk,word,body_parts,produces,Mkono,NA,Hand,hand
item_216,g19feeny,word,body_parts,produces,Nyayo,NA,Feet,foot
item_217,g7hainyw,word,body_parts,produces,Nywele,NA,Hair,hair
item_218,g21nospu,word,body_parts,produces,Pua,NA,Nose,nose
item_219,g12grise,word,body_parts,produces,Sehemu za siri/Dudu/Mdudu/Tupu/Tumbaki,NA,Private parts,penis
item_220,g17chesh,word,body_parts,produces,Shavu,NA,Cheeks,cheek
item_221,g2earsik,word,body_parts,produces,Sikio,NA,Ear,ear
item_222,g13stotu,word,body_parts,produces,Tumbo,NA,Stomach,tummy
item_223,g24tonul,word,body_parts,produces,Ulimi,NA,Tongue,tongue
item_224,g4facuso,word,body_parts,produces,Uso,NA,Face,face
item_225,h5bowbak,word,household,produces,Bakuli,NA,Bowl,bowl
item_226,h2basdis,word,household,produces,Beseni/Karai,NA,Basin,dish
item_227,h12glagi,word,household,produces,Bilauri/glasi,NA,Glass,glass
item_228,h36blabl,word,household,produces,Blanketi,NA,Blanket,blanket
item_229,h37brubr,word,household,produces,Brashi,NA,Brush,brush (object)
item_230,h4botchu,word,household,produces,Chupa,NA,Bottle,bottle
item_231,h19medda,word,household,produces,Dawa,NA,Medicine,medicine
item_232,h30stifi,word,household,produces,Fimbo,NA,StickH,stick
item_233,h18matgo,word,household,produces,Godoro,NA,Matress,bed
item_234,h14jugja,word,household,produces,Jagi,NA,Jug,bowl
item_235,h38camka,word,household,produces,Kamera,NA,Camera,camera
item_236,h39carka,word,household,produces,Kapeti,NA,Carpet,carpet
item_237,h22papka,word,household,produces,Karatasi,NA,Paper,paper
item_238,h54tolka,word,household,produces,Karatasi ya chooni/ya kujipangusa,NA,Toliet paper,toilet paper
item_239,h9comki,word,household,produces,Kichana,NA,Comb,comb (object)
item_240,h49opeki,word,household,produces,Kifunuo,NA,Opener,can opener
item_241,h41copki,word,household,produces,Kifuvu/Kifuu,NA,copra (coconut cover),NA
item_242,h29spoki,word,household,produces,Kijiko,NA,Spoon,spoon
item_243,h3baski,word,household,produces,Kikapu,NA,Basket,basket
item_244,h11cupki,word,household,produces,kikombe,NA,Cup,cup
item_245,h16kniki,word,household,produces,Kisu,NA,Knife,knife
item_246,h48mugki,word,household,produces,Kopo,NA,Mug,mug
item_247,h52scima,word,household,produces,Makasi,NA,Scissor,scissors
item_248,h40cocma,word,household,produces,Makuti,NA,coconut leaves,roof
item_249,h35atma,word,household,produces,Mbuzi,NA,A tool used to grate coconut,NA
item_250,h13glami,word,household,produces,Miwani,NA,Glasses,glasses
item_251,h53tinmk,word,household,produces,Mkebe,NA,Tin,NA
item_252,h47matmk,word,household,produces,Mkeka,NA,Mat,mat
item_253,h1bagmko,word,household,produces,Mkoba/mfuko/begi,NA,Bag,bag
item_254,h31tooms,word,household,produces,Mswaki,NA,Toothbrush,toothbrush
item_255,h50pilmt,word,household,produces,Mto,NA,Pillow,pillow
item_256,h10coomw,word,household,produces,Mwiko,NA,Cooking stick,NA
item_257,h8bucndo,word,household,produces,Ndoo,NA,Bucket1,bucket
item_258,h43hamny,word,household,produces,Nyundo,NA,Hammer,hammer
item_259,h21monp,word,household,produces,Pesa/ngenje,NA,Money,money
item_260,h24picpi,word,household,produces,Picha,NA,Picture,picture
item_261,h46letpo,word,household,produces,Posta/barua,NA,letter/ Post office,letter
item_262,h26radre,word,household,produces,Redio,NA,Radio,radio
item_263,h51remre,word,household,produces,Remote,NA,Remote control,remote control
item_264,h34watsa,word,household,produces,Saa,NA,Watch,clock
item_265,h28soasa,word,household,produces,Sabuni,NA,Soap,soap
item_266,h25plasa,word,household,produces,Sahani,NA,Plate,plate
item_267,h6boxsan,word,household,produces,Sanduku,NA,Box,box
item_268,h27shish,word,household,produces,Shilingi,NA,Shilling,penny
item_269,h23phosi,word,household,produces,Simu,NA,Phone,telephone
item_270,h20metsi,word,household,produces,Sinia,NA,Metal tray,dish
item_271,h44lamta,word,household,produces,Taa ya koroboi,NA,Lamp,light (object)
item_272,h45lamta,word,household,produces,Taa ya mkopo/kibatari,NA,Lamp,light (object)
item_273,h17ligta,word,household,produces,Taa/Stima/Kandili,NA,Light,lamp
item_274,h33wasta,word,household,produces,Taka/Chafu,NA,Dirt/Waste,trash
item_275,h32towta,word,household,produces,Tauli/Towel,NA,Towel,towel
item_276,h7broufa,word,household,produces,Ufagio,NA,Broom,broom
item_277,h15keyuf,word,household,produces,Ufunguo,NA,Key,key
item_278,h55waluk,word,household,produces,Ukuta/Kiambaza,NA,Wall,wall
item_279,h42forum,word,household,produces,Uma/Fork,NA,Fork,fork
item_280,i12batba,word,furniture_rooms,produces,Bafu,NA,Bathroom,bathroom
item_281,i7roochu,word,furniture_rooms,produces,Chumba/Bedroom,NA,Room,bedroom
item_282,i21windi,word,furniture_rooms,produces,Dirisha,NA,Window,window
item_283,i16frifr,word,furniture_rooms,produces,Friji/barafu,NA,Fridge,refrigerator
item_284,i17loggo,word,furniture_rooms,produces,Gogo/Kumbi,NA,Log,NA
item_285,i5kitjik,word,furniture_rooms,produces,Jikoni,NA,Kitchen,kitchen
item_286,i3cupkab,word,furniture_rooms,produces,Kabati,NA,Cupboard,closet
item_287,i1bedkit,word,furniture_rooms,produces,Kitanda,NA,Bed,bed
item_288,i2chaki,word,furniture_rooms,produces,Kiti,NA,Chair,chair
item_289,i14couko,word,furniture_rooms,produces,Kochi,NA,Couch,couch
item_290,i13coome,word,furniture_rooms,produces,Meko/Stove/Jiko,NA,Cooker,kitchen
item_291,i10tabme,word,furniture_rooms,produces,Meza,NA,Table,table
item_292,i4doomla,word,furniture_rooms,produces,Mlango,NA,Door,door
item_293,i20toims,word,furniture_rooms,produces,Msalani/Chooni,NA,Toilet,toilet
item_294,i6potpot,word,furniture_rooms,produces,Poti,NA,Potty,potty
item_295,i15flosa,word,furniture_rooms,produces,Sakafu/Simiti,NA,Floor,floor
item_296,i8sofsof,word,furniture_rooms,produces,Sofa/Kochi,NA,Sofa set,couch
item_297,i9stostu,word,furniture_rooms,produces,stuli,NA,Stool,stool
item_298,i19telte,word,furniture_rooms,produces,Televisheni/runinga/TV,NA,Television,TV
item_299,i18strua,word,furniture_rooms,produces,Uani,NA,Structure with walls but no roof,bib
item_300,i11verve,word,furniture_rooms,produces,Veranda/baraza,NA,Veranda,balcony
item_301,j9roabar,word,outside,produces,Barabara,NA,Road,road
item_302,j4hoeje,word,outside,produces,Jembe,NA,Hoe,spade
item_303,j15stoje,word,outside,produces,Jiwe,NA,Stone,stone
item_304,j16sunju,word,outside,produces,Jua,NA,Sun,sun
item_305,j24swiki,word,outside,produces,Kibembea,NA,Swing,swing (object)
item_306,j14stiki,word,outside,produces,Kijiti/Kigongo,NA,StickO,stick
item_307,j18watma,word,outside,produces,Maji,NA,WaterO,water (not beverage)
item_308,j2flomau,word,outside,produces,Maua,NA,Flower,flower
item_309,j19cloma,word,outside,produces,Mawingu,NA,Cloud,cloud
item_310,j22skymb,word,outside,produces,Mbingu,NA,Sky,cloud
item_311,j10sanmc,word,outside,produces,Mchanga,NA,Sand,sand
item_312,j7pipmf,word,outside,produces,mfereji/paipu,NA,Pipe,pipe
item_313,j20hosmp,word,outside,produces,Mpira wa maji,NA,Hose pipe,hose
item_314,j17tremt,word,outside,produces,Mti/Mwembe,NA,Tree,tree
item_315,j8raimvu,word,outside,produces,Mvua,NA,Rain,rain
item_316,j6moomwe,word,outside,produces,Mwezi,NA,Moon,moon
item_317,j13spamw,word,outside,produces,Mwiko,NA,Spade,shovel
item_318,j1bucndo,word,outside,produces,Ndoo,NA,Bucket2,bucket
item_319,j21ladng,word,outside,produces,Ngazi,NA,Ladder,stairs
item_320,j25waynj,word,outside,produces,Njia,NA,Way,sidewalk
item_321,j3granya,word,outside,produces,Nyasi,NA,Grass,grass
item_322,j23stany,word,outside,produces,Nyota,NA,Star,star
item_323,j11slapa,word,outside,produces,Panga,NA,Slasher,machete
item_324,j5holshi,word,outside,produces,Shimo,NA,Hole,hole
item_325,j26winu,word,outside,produces,Upepo,NA,Wind,wind
item_326,j12smavi,word,outside,produces,Vichuma,NA,Small pieces of metal,NA
item_327,k11beaba,word,places,produces,Baharini/Pwani/Beach,NA,Beach,beach
item_328,k21verba,word,places,produces,Barazani,NA,Verandah,balcony
item_329,k9shoduk,word,places,produces,Dukani,NA,shop,store
item_330,k13cinfi,word,places,produces,Filamu/Sinema/Video,NA,Cinema,movie
item_331,k5moska,word,places,produces,Kanisani/Msikitini,NA,Mosque/Church,church
item_332,k22worka,word,places,produces,Kazini,NA,Workplace,work (place)
item_333,k20petki,word,places,produces,Kituo cha mafuta/Petroli/Jina la kituo,NA,Petrol station,gas station
item_334,k17islma,word,places,produces,Madrasa/chuoni,NA,Islamic school for children,NA
item_335,k12busmw,word,places,produces,Mwituni,NA,Bush,town
item_336,k13homny,word,places,produces,Nyumba,NA,House,house
item_337,k3hommud,word,places,produces,Nyumbani,NA,Home,home
item_338,k1farsha,word,places,produces,Shambani,NA,Farm,farm
item_339,k19parsh,word,places,produces,Sherehe/Hafla/Birthday/Harusi,NA,Party,party
item_340,k8schshu,word,places,produces,Shuleni/Skuli,NA,School,school
item_341,k15hossi,word,places,produces,Sipitali,NA,Hospital,hospital
item_342,k18marso,word,places,produces,Sokoni,NA,Market,market
item_343,k14comuw,word,places,produces,Uwanjani,NA,Compound,ground
item_344,l30youba,word,people,produces,Baba mdogo/Ami,NA,Younger paternal uncle,uncle
item_345,l24oldba,word,people,produces,Baba mkubwa,NA,Older paternal uncle,uncle
item_346,l7fatba,word,people,produces,Baba/Daddy,NA,Father,daddy
item_347,l8graba,word,people,produces,Babu,NA,Grandfather,grandpa
item_348,l27wifbi,word,people,produces,Bibi/Mke,NA,Wife,grandma
item_349,l14sisda,word,people,produces,Dada,NA,Sister,sister
item_350,l4docdak,word,people,produces,Daktari/Mganga,NA,Doctor,doctor
item_351,l6expfu,word,people,produces,Fundi,NA,Expert,NA
item_352,l5dogjin,word,people,produces,Jina la mbwa/paka,NA,Dog's / Cat's name,pet's name
item_353,l3chijin,word,people,produces,Jina la mtoto,NA,Child's name,child's own name
item_354,l1carjin,word,people,produces,Jina la mzazi/mlezi,NA,Caregiver's name,babysitter's name
item_355,l10infki,word,people,produces,Kitoto/ Mtoto mchanga,NA,Infant,baby
item_356,l29youma,word,people,produces,Mama mdogo,NA,Younger maternal aunt,aunt
item_357,l23oldma,word,people,produces,Mama mkubwa,NA,Older maternal aunt,aunt
item_358,l12motma,word,people,produces,Mama/Nina/Mummy,NA,Mother,mommy
item_359,l28winmu,word,people,produces,Mgema,NA,Wine tapper,NA
item_360,l11matmj,word,people,produces,Mjomba/Uncle,NA,Maternal Uncle,uncle
item_361,l17farmk,word,people,produces,Mkulima,NA,Farmer,farmer
item_362,l20herml,word,people,produces,Mlisha,NA,Herdsman,herder
item_363,l19girms,word,people,produces,Msichana,NA,Girl,girl
item_364,l2chimt,word,people,produces,Mtoto,NA,Child,child
item_365,l13permt,word,people,produces,Mtu,NA,Person,person
item_366,l22nurna,word,people,produces,Muuguzi,NA,Nurse,nurse
item_367,l16boym,word,people,produces,Mvulana,NA,Boy,boy
item_368,l26teamw,word,people,produces,Mwalimu,NA,Teacher,teacher
item_369,l9granya,word,people,produces,Nyanya/Bibi,NA,Grandmother,grandma
item_370,l25polpo,word,people,produces,Polisi/Askari,NA,Policeman,police
