sno,sex,dtest,data_age,old_data_age,a14sheba,a1birchr,a9donheo,a16dovhu,a8doghuo,a17duckh,a11monki,a4chikru,a5cockuk,a7croku,a3catmia,a10goamm,a6cowmo,a18motpi,a13phosi,a15sweta,a12oucum,a2carvru,b8ducbat,b37turba,b36spibu,b17antch,b10froch,b27horf,b22cocji,b31miljo,b21but,b16torko,b23cocko,b34sheko,b12henko,b4chikuk,b19bedku,b6croku,b32mosmb,b11goamb,b7dogmbw,b13insmu,b1animun,b30lizmu,b33pupmw,b5cowngo,b14monny,b35snany,b20beeny,b2birnyu,b28hounz,b3catpak,b15ratpa,b18batpo,b24donpu,b38zeb,b9fissam,b29liosi,b26harsu,b25elete,c2bicbai,c7busbas,c13smad,c8handu,c6traga,c3cargar,c9helhel,c10lorlo,c11minma,c12shime,c1aer,c4motpik,c5tratin,d4chach,d15gungu,d18stoha,d9penka,d17ropka,d2balkib,d12cocki,d5dol,d3bokita,d7gammch,d1balmpi,d14glung,d16penpe,d13colpe,d6foapov,d8mudud,d11boavi,d10preza,e41appap,e55honas,e42avoav,e49friba,e19iceba,e5bubbig,e68ricbi,e3bisbis,e35teach,e17fooch,e10chach,e45choch,e29salch,e24orach,e21manem,e56iceic,e57jamja,e46cofka,e6bunkai,e8carkar,e7cakkek,e66potki,e58kinki,e48driki,e43bunki,e74sweko,e11chiku,e47cowku,e50fruku,e75unrma,e14dumma,e2beamah,e59maima,e39watma,e25orama,e51fruma,e23milma,e72souma,e53gremb,e71soumc,e4bremka,e9casmug,e13cocna,e1bannd,e18gronj,e22meany,e38tomny,e30saome,e62pawpa,e70shapa,e34swepe,e64pilpi,e63peppi,e54grepo,e65pobi,e16fissa,e69samsa,e44butsi,e52ginsi,e36thisi,e31sodso,e73spasu,e20kalsu,e33sousu,e61nooth,e32somta,e40alcte,e76watti,e37toato,e26pouji,e60maiun,e27potvi,e12chivi,e67potvi,e28ricwa,e15eggya,f16banba,f18bibbi,f29mosbu,f14undch,f27jacja,f28jeaji,f31petka,f20cloka,f10shoka,f9shokia,f19butki,f21cloki,f4hatki,f32petki,f33pieki,f26heak,f25hatko,f22coako,f3colles,f13trosu,f1boomab,f30necmk,f17belms,f5napnep,f2clongu,f23dreri,f7sansap,f8shisha,f34shesh,f35skisi,f11socso,f36suisu,f12swesw,f6niptit,f37tstsh,f24earvi,f15zipzi,g23shobe,g20knego,g3eyeji,g14teeji,g9heakic,g18chiki,g5finkid,g22palki,g15umbki,g6finkuc,g1butmak,g16bacmg,g10legmg,g11moumi,g8hanmuk,g19feeny,g7hainyw,g21nospu,g12grise,g17chesh,g2earsik,g13stotu,g24tonul,g4facuso,h5bowbak,h2basdis,h12glagi,h36blabl,h37brubr,h4botchu,h19medda,h30stifi,h18matgo,h14jugja,h38camka,h39carka,h22papka,h54tolka,h9comki,h49opeki,h41copki,h29spoki,h3baski,h11cupki,h16kniki,h48mugki,h52scima,h40cocma,h35atma,h13glami,h53tinmk,h47matmk,h1bagmko,h31tooms,h50pilmt,h10coomw,h8bucndo,h43hamny,h21monp,h24picpi,h46letpo,h26radre,h51remre,h34watsa,h28soasa,h25plasa,h6boxsan,h27shish,h23phosi,h20metsi,h44lamta,h45lamta,h17ligta,h33wasta,h32towta,h7broufa,h15keyuf,h55waluk,h42forum,i12batba,i7roochu,i21windi,i16frifr,i17loggo,i5kitjik,i3cupkab,i1bedkit,i2chaki,i14couko,i13coome,i10tabme,i4doomla,i20toims,i6potpot,i15flosa,i8sofsof,i9stostu,i19telte,i18strua,i11verve,j9roabar,j4hoeje,j15stoje,j16sunju,j24swiki,j14stiki,j18watma,j2flomau,j19cloma,j22skymb,j10sanmc,j7pipmf,j20hosmp,j17tremt,j8raimvu,j6moomwe,j13spamw,j1bucndo,j21ladng,j25waynj,j3granya,j23stany,j11slapa,j5holshi,j26winu,j12smavi,k11beaba,k21verba,k9shoduk,k13cinfi,k5moska,k22worka,k20petki,k17islma,k12busmw,k13homny,k3hommud,k1farsha,k19parsh,k8schshu,k15hossi,k18marso,k14comuw,l30youba,l24oldba,l7fatba,l8graba,l27wifbi,l14sisda,l4docdak,l6expfu,l5dogjin,l3chijin,l1carjin,l10infki,l29youma,l23oldma,l12motma,l28winmu,l11matmj,l17farmk,l20herml,l19girms,l2chimt,l13permt,l22nurna,l16boym,l26teamw,l9granya,l25polpo,l18frira,l15aunsh,l21maiya,m11thaah,m14brech,m15dinch,m19lunch,m23welka,m2gamki,m3goiku,m13batku,m22relku,m1byekw,m8nola,m6howma,m12yesna,m20mak,m9sorpo,m5hisasa,m7howsh,m16donsi,m10telss,m21pleta,m17gamuk,m18gooum,m24youun,m4gooac,n31leaam,n55wakan,n56wrian,n49takan,n20falan,n18droan,n96spran,n6carbe,n97swibe,n29knobi,n28kisbu,n62choca,n30lauch,n13danch,n35plach,n14drach,n73hatch,n50takch,n24goen,n17drien,n47swefa,n66dofa,n108worf,n25hidfi,n101thif,n10clofu,n34opefu,n64covfu,n90shaga,n76hitgo,n80knogo,n53tougu,n87preig,n42sinim,n68filja,n104tryj,n59buije,n46stak,n65cutka,n103tigk,n43sitke,n40runki,n61chaki,n19eatku,n77hugku,n16driku,n23givku,n105wank,n63clikw,n44slela,n81licla,n5brile,n12cryli,n21feli,n22finma,n36pomw,n94spimw,n54wang,n78isni,n72hani,n60buynu,n102tiny,n48swiog,n41seeon,n93speon,n51tason,n91shoon,n106waos,n15dreot,n86paip,n107wipp,n95spipa,n69getpa,n84lovpe,n8clapi,n27kicpi,n11coopi,n88recpo,n3blopu,n100tear,n79jumru,n52thrru,n9clesa,n75helsa,n71gresa,n98talse,n1beshi,n7catshi,n74heasi,n82lissi,n45stasi,n67dozsi,n39reaso,n38pussu,n83loota,n32loota,n92slite,n33movte,n85makte,n89shati,n2bituma,n70getum,n4brevu,n58brevu,n37pulvu,n26keewe,n57bewe,n99talzu,o23colba,o17badba,o47rotbo,o6fewcha,o5dircha,o31getch,o48smado,o38lasdu,o8hapfu,o24dargi,o13sicgo,o45quiha,o3angha,o44oneii,o29finim,o37hotka,o26dryka,o11noike,o35greki,o12quiki,o51thiki,o19bigku,o30firkw,o49sofla,o32getlo,o16alema,o18beama,o9hotmo,o41newmp,o39lonmr,o34goomz,o36harng,o10hunnj,o46redny,o52whiny,o20blany,o50thinz,o33goonz,o28feaog,o15slopo,o22clesa,o21blusa,o40lousa,o42oksa,o2agate,o27emptu,o7gotum,o53winup,o14sleus,o25dozus,o43oldze,p5morasu,p4latbaa,p11yesja,p3evejio,p9tomke,p8todleo,p2daymc,p7nowsa,p1daysik,p10whosi,p6nigusi,v10idhu,v20idyu,v30idhu,v40idmw,v50idmw,v60ipwa,v70ipwak,v80ipwa,v90ipwe,v100ipwe,v110ipwa,v1202dha,v1302dw,v1402dha,v1502dwo,v1602dwe,v1702dwe,v1805dhi,v1905dli,v2005dhi,v2105dlo,v2205dli,v2305dle,v2405pla,v2505pla,v2605pla,v2705ple,v2805ple,v2905pla,v3006dha,v3106dya,v3206dha,v3306dyo,v3406dme,v3506dye,v3607dhi,v3707dki,v3807dhi,v3907dch,v4007dki,v4107pch,v4207pch,v4307pch,v4407pch,v4507pch,v4607pch,v4708dhi,v4808dvi,v4908dhi,v5008dvi,v5109dhi,v5209dil,v5309dhi,v5409dyo,v5509dny,v5609dye,v5709pya,v5809pya,v5909pya,v6009pye,v6109pye,v6209pya,v6310hi,v6410zi,v6510hi,v6610zo,v6710dze,v6810pza,v6910pza,v7010pza,v7110pze,v7210pze,v7310pza,v7416dha,v7516dpa,v7616dha,v7716dpe,v7816dpe,v7917dhu,v8017dku,v8117dhu,v8217dkw,v8317dku,v8417pkw,v8517pkw,v8617pkw,v8717pkw,v8817pkw,v8917pkw,v90permi,v91persi,v92perwe,v93perye,w6whiga,w7whiip,w9whykw,w4wheli,w8whona,w2hownga,w3whanin,w1howvi,w5whewa,x5dowch,x7herhah,x11nexji,x13onju,x4beskan,x2atkand,x10neaka,x8inska,x1atkwa,x16whek,x6farmba,x9insnda,x14outnj,x3behnyu,x15thepa,x12ofya,y12witbi,y8nonha,y5eveki,y3anony,y2alspia,y11versa,y10samsa,y9notsi,y6mannyi,y1allyo,y4anyyo,y7morzai,z5orama,z2atlang,z7theha,z6sokwa,z4butla,z1andna,z8togpa,z3becsa,a1noun,a2plur,a3adj,a4verb,a5past,b1n1,b2n7,b3n3,b4n11,b5n6,b6n8,b7n4,b8n2,b9n9,b10vperf,b11vpres,b12vperf,b13vneg,b14vsubn,b15vsubp,b16vfut,b17vpres,b18vneg,b19vinf,b20vtens,b21vobj,b22vpass,b23vstat,b24vcaus,b25vneg,b26vprep,b27nloc,combine,d1a4pl,d2a2pl,d3a8pl,d4a6pl,d5v8pl,d6v6pl,d7v2pl,d8v4pl,d9comp1,d10comp2,d11comp3,d12comp4,d13comp5,d14comp6,d15comp7,d16comp8,d17comp9,d18comp1,d19comp1,d20comp1,d21comp1,d22comp1
1,F,2004-12-10,25,25,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,9,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0
2,F,2004-12-16,26,26,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,9,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9,1,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,F,2004-12-10,25,25,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,9,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0
4,F,2004-12-09,22,21,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,9,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,F,2004-12-08,17,16,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,F,2004-12-05,27,26,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
