itemID,category,item,definition,choices,type,gloss,uni_lemma
item_1,sounds,ai,ai,produces,word,oh,oh
item_2,sounds,ala,ala,produces,word,,
item_3,sounds,amunt/aupa,amunt/aupa,produces,word,get up,
item_4,sounds,beee (xai),beee (xai),produces,word,baa baa,baa baa
item_5,sounds,brumbrum (cotxe),brumbrum (cotxe),produces,word,vroom,vroom
item_6,sounds,guau-guaua/bup-bup,guau-guaua/bup-bup,produces,word,woof woof,woof woof
item_7,sounds,miau,miau,produces,word,meow,meow
item_8,sounds,muu,muu,produces,word,moo,moo
item_9,sounds,oh,oh,produces,word,oh,oh
item_10,sounds,piu-piu,piu-piu,produces,word,beep beep,beep beep
item_11,sounds,qua-qua,qua-qua,produces,word,quack quack,quack quack
item_12,sounds,quiquiriqui,quiquiriqui,produces,word,cock-a-doodle-doo,cock-a-doodle-doo
item_13,animals,abella,abella,produces,word,bee,bee
item_14,animals,animal,animal,produces,word,animal,animal
item_15,animals,anec,anec,produces,word,duck,duck
item_16,animals,aranya,aranya,produces,word,spider,spider
item_17,animals,bitxo,bitxo,produces,word,insect,insect
item_18,animals,burro/ase,burro/ase,produces,word,donkey,donkey
item_19,animals,camell,camell,produces,word,camel,camel
item_20,animals,canari,canari,produces,word,canary,
item_21,animals,cargol,cargol,produces,word,snail,snail
item_22,animals,cavall,cavall,produces,word,horse,horse
item_23,animals,colom,colom,produces,word,dove,
item_24,animals,conill,conill,produces,word,rabbit,bunny
item_25,animals,cuc/cuca,cuc/cuca,produces,word,worm,worm
item_26,animals,dinosaure,dinosaure,produces,word,dinosaur,dinosaur
item_27,animals,dofi,dofi,produces,word,dolphin,dolphin
item_28,animals,elefant,elefant,produces,word,elephant,elephant
item_29,animals,formiga,formiga,produces,word,ant,ant
item_30,animals,gallina,gallina,produces,word,hen,hen
item_31,animals,gat,gat,produces,word,cat,cat
item_32,animals,girafa,girafa,produces,word,giraffe,giraffe
item_33,animals,gos,gos,produces,word,dog,dog
item_34,animals,granota,granota,produces,word,frog,frog
item_35,animals,hipopotam,hipopotam,produces,word,hippopotamus,hippopotamus
item_36,animals,lleo,lleo,produces,word,lion,lion
item_37,animals,marieta,marieta,produces,word,ladybug,ladybug
item_38,animals,mico/mono,mico/mono,produces,word,monkey,monkey
item_39,animals,mosca,mosca,produces,word,fly (animal),fly (animal)
item_40,animals,ocell,ocell,produces,word,bird,bird
item_41,animals,os,os,produces,word,bear,bear
item_42,animals,ovella/xai,ovella/xai,produces,word,sheep/lamb,sheep
item_43,animals,papallona,papallona,produces,word,butterfly,butterfly
item_44,animals,peix,peix,produces,word,fish (animal),fish (animal)
item_45,animals,pingui,pingui,produces,word,penguin,penguin
item_46,animals,pop,pop,produces,word,,
item_47,animals,porc,porc,produces,word,pig,pig
item_48,animals,rata/ratoli,rata/ratoli,produces,word,rat/mouse,mouse
item_49,animals,sargantana,sargantana,produces,word,lizard,lizard
item_50,animals,serp,serp,produces,word,snake,snake
item_51,animals,tigre,tigre,produces,word,tiger,tiger
item_52,animals,toro,toro,produces,word,bull,bull
item_53,animals,tortuga,tortuga,produces,word,turtle,turtle
item_54,animals,vaca,vaca,produces,word,cow,cow
item_55,animals,zebra,zebra,produces,word,zebra,zebra
item_56,vehicles,ambulancia,ambulancia,produces,word,ambulance,ambulance
item_57,vehicles,autobus/bus,autobus/bus,produces,word,bus,bus
item_58,vehicles,avio,avio,produces,word,airplane,airplane
item_59,vehicles,bicicleta,bicicleta,produces,word,bicycle,bicycle
item_60,vehicles,camio,camio,produces,word,truck,truck
item_61,vehicles,carro/carreta,carro/carreta,produces,word,cart/carriage,cart
item_62,vehicles,cotxe,cotxe,produces,word,car,car
item_63,vehicles,grua,grua,produces,word,crane,crane
item_64,vehicles,helicopter,helicopter,produces,word,helicopter,helicopter
item_65,vehicles,moto,moto,produces,word,motorcycle,motorcycle
item_66,vehicles,patins,patins,produces,word,skates,skate (object)
item_67,vehicles,tractor,tractor,produces,word,tractor,tractor
item_68,vehicles,tren,tren,produces,word,train,train
item_69,vehicles,vaixell/barco,vaixell/barco,produces,word,ship/boat,boat
item_70,toys,caixa,caixa,produces,word,box,box
item_71,toys,cartes (joc),cartes (joc),produces,word,cards,card
item_72,toys,colors,colors,produces,word,colors,
item_73,toys,conte/llibre,conte/llibre,produces,word,story/book,book
item_74,toys,cuinetes,cuinetes,produces,word,kitchen,
item_75,toys,domino,domino,produces,word,domino,
item_76,toys,galleda,galleda,produces,word,bucket,bucket
item_77,toys,globus,globus,produces,word,balloon,balloon
item_78,toys,guitarra,guitarra,produces,word,guitar,guitar
item_79,toys,joguina,joguina,produces,word,toy,toy (object)
item_80,toys,llapis,llapis,produces,word,pencil,Pencil
item_81,toys,nina/nino,nina/nino,produces,word,doll,doll
item_82,toys,pala,pala,produces,word,shovel,shovel
item_83,toys,pilota,pilota,produces,word,ball,ball
item_84,toys,puzzle/trencaclosques,puzzle/trencaclosques,produces,word,puzzle,puzzle
item_85,toys,retolador,retolador,produces,word,marker,marker
item_86,toys,tambor,tambor,produces,word,drum,drum
item_87,toys,trompeta,trompeta,produces,word,trumpet,trumpet
item_88,food_drink,aigua,aigua,produces,word,water,water (beverage)
item_89,food_drink,amanida,amanida,produces,word,salad,salad
item_90,food_drink,arros,arros,produces,word,rice,rice
item_91,food_drink,berenar,berenar,produces,word,snack,snack
item_92,food_drink,bibero,bibero,produces,word,baby bottle,bottle
item_93,food_drink,cafe,cafe,produces,word,coffee,coffee
item_94,food_drink,caramel,caramel,produces,word,candy,candy
item_95,food_drink,carn,carn,produces,word,meat,meat
item_96,food_drink,ceba,ceba,produces,word,onion,onion
item_97,food_drink,cereals,cereals,produces,word,cereal,cereal
item_98,food_drink,coca,coca,produces,word,cake,cake
item_99,food_drink,cola-cao,cola-cao,produces,word,Cola Cao (chocolate drink),
item_100,food_drink,crispetes,crispetes,produces,word,popcorn,popcorn
item_101,food_drink,croissant,croissant,produces,word,croissant,croissant
item_102,food_drink,croquetes,croquetes,produces,word,croquette,croquette
item_103,food_drink,enciam,enciam,produces,word,lettuce,lettuce
item_104,food_drink,entrepa,entrepa,produces,word,sandwich,sandwich
item_105,food_drink,espaguetis,espaguetis,produces,word,spaghetti,spaghetti
item_106,food_drink,fideus,fideus,produces,word,noodles,noodles
item_107,food_drink,fruita,fruita,produces,word,fruit,fruit
item_108,food_drink,formatge,formatge,produces,word,cheese,cheese
item_109,food_drink,galeta,galeta,produces,word,cookie,cookie
item_110,food_drink,gelat,gelat,produces,word,ice cream,ice cream
item_111,food_drink,hamburguesa,hamburguesa,produces,word,hamburger,hamburger
item_112,food_drink,iogurt,iogurt,produces,word,yogurt,yogurt
item_113,food_drink,kiwi,kiwi,produces,word,kiwi fruit,kiwi
item_114,food_drink,llenties,llenties,produces,word,lentils,
item_115,food_drink,llet,llet,produces,word,milk,milk
