type,value,data_value
sex,M,nen
sex,F,nena
sex,,NA
word,produces,1
word,,NA
how_use_words,often,o
how_use_words,sometimes,s
how_use_words,not yet,n
how_use_words,,NA
mom_ed,primary,primària
mom_ed,college,universitat
mom_ed,secondary,secundària
mom_ed,none,sense escolaritat
mom_ed,,NA
