Subject,Lang,Lang2,Com30AL,Pro30AL,Com30Eng,Pro30Eng,ComLongerAL,ProLongerAL,ComLongerEng,ProLongerEng,AgeAtEngCDI,gender,mumlang,dadlang,EngExp,lang_exp1,lang_exp2,MumEd,DadEd,NumberSibs,AL30_aeroplane,AL30_ball,AL30_bed,AL30_big,AL30_book,AL30_car,AL30_chair,AL30_cold,AL30_cup,AL30_dirty,AL30_door,AL30_elephant,AL30_fall,AL30_fish,AL30_flower,AL30_hot,AL30_lion,AL30_milk,AL30_mummy,AL30_nose,AL30_play,AL30_scissors,AL30_shoes,AL30_sky,AL30_soap,AL30_sock,AL30_table,AL30_tree,AL30_what,AL30_where,Eng30_aeroplane,Eng30_ball,Eng30_bed,Eng30_big,Eng30_book,Eng30_car,Eng30_chair,Eng30_cold,Eng30_cup,Eng30_dirty,Eng30_door,Eng30_elephant,Eng30_fall,Eng30_fish,Eng30_flower,Eng30_hot,Eng30_lion,Eng30_milk,Eng30_mummy,Eng30_nose,Eng30_play,Eng30_scissors,Eng30_shoes,Eng30_sky,Eng30_soap,Eng30_sock,Eng30_table,Eng30_tree,Eng30_what,Eng30_where,Eng_aeroplane,Eng_all,Eng_arm,Eng_aunt,Eng_back,Eng_ball,Eng_balloon,Eng_bed,Eng_bib,Eng_big,Eng_block,Eng_book,Eng_bowl,Eng_broom,Eng_brush,Eng_butter,Eng_cake,Eng_call,Eng_car,Eng_carry,Eng_catch,Eng_cereal,Eng_chair,Eng_clean,Eng_cocksound,Eng_cold,Eng_cup,Eng_dinner,Eng_dirty,Eng_donkey,Eng_door,Eng_drop,Eng_elephant,Eng_fall,Eng_fast,Eng_finish,Eng_fish,Eng_flower,Eng_glass,Eng_go,Eng_goodbye,Eng_goose,Eng_happy,Eng_her,Eng_hot,Eng_I,Eng_in,Eng_jacket,Eng_key,Eng_kitten,Eng_lamp,Eng_light,Eng_lion,Eng_meat,Eng_milk,Eng_money,Eng_mouth,Eng_mummy,Eng_nap,Eng_nose,Eng_not,Eng_now,Eng_old,Eng_other,Eng_outside,Eng_peekaboo,Eng_pen,Eng_penguin,Eng_pig,Eng_play,Eng_scissors,Eng_shoes,Eng_sky,Eng_soap,Eng_sock,Eng_soft,Eng_some,Eng_spectacles,Eng_splash,Eng_squirrel,Eng_swim,Eng_swing,Eng_table,Eng_tea,Eng_there,Eng_tickle,Eng_today,Eng_toe,Eng_tomorrow,Eng_tree,Eng_walk,Eng_wall,Eng_wantto,Eng_watch,Eng_wet,Eng_what,Eng_where,Eng_why,Eng_yes,Eng_zip,AL_CDI_Length
1148,Welsh,Welsh,29,12,28,15,324,113,73,32,24,2,1,2,47.07,English;47.07;,Welsh;52.93;,7,6,0,2,2,1,1,0,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,0,2,2,1,2,1,2,2,2,2,2,1,0,2,2,1,2,1,2,1,1,2,2,2,0,0,2,2,1,0,1,1,1,1,0,1,0,2,1,2,1,1,0,1,1,2,1,1,1,0,0,2,1,2,1,0,1,2,1,1,2,2,0,2,0,2,2,1,0,2,0,0,1,2,0,2,0,2,2,1,2,1,0,0,0,1,2,1,1,1,1,0,2,2,1,2,0,1,1,2,0,1,1,1,2,1,1,0,2,0,2,1,1,1,0,2,1,1,0,2,0,430
1310,Welsh,Welsh,16,4,30,30,147,60,100,100,23.5,2,2,1,97.71,English;97.71;,Welsh;2.29;,7,6,1,1,1,0,0,1,2,1,1,0,0,1,2,0,1,0,0,1,2,2,1,0,0,1,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,430
111,German,German,21,11,23,17,242,48,45,29,23.6,2,1,2,17.18,English;17.18;,German;82.82;,6,6,1,1,2,2,0,2,2,1,0,0,0,1,1,0,2,2,1,1,2,2,2,1,0,2,0,0,1,1,2,0,1,1,2,2,0,2,2,0,2,1,2,2,1,0,2,0,2,1,2,2,2,2,0,2,1,1,2,0,2,0,2,1,0,1,0,0,2,0,2,0,0,0,2,0,0,2,1,1,0,2,1,0,0,0,0,0,2,1,0,2,0,2,0,1,0,0,0,2,0,0,2,2,0,2,0,2,0,2,1,2,0,0,2,1,0,2,0,1,2,0,2,0,0,0,0,1,0,0,1,1,2,0,2,1,1,2,0,0,0,0,0,2,2,0,2,2,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,600
127,German,German,30,5,29,26,451,44,90,67,23.6,2,1,2,75.66,English;75.66;,German;24.34;,7,7,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,0,0,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,0,2,2,2,2,0,2,0,2,2,2,1,2,2,2,2,0,2,1,600
144,German,German,15,5,25,11,145,26,70,31,23.5,2,2,1,69.9,English;69.90;,German;30.10;,7,7,1,1,2,2,0,2,1,0,0,0,1,0,0,0,1,0,1,1,0,2,1,1,0,1,0,0,1,2,0,0,0,2,2,1,2,2,2,1,2,1,1,1,0,1,2,1,1,1,0,2,1,1,1,2,0,0,2,1,2,0,1,2,0,1,0,0,2,2,1,0,2,0,2,1,1,1,1,1,1,2,1,1,1,1,1,0,2,1,2,1,0,1,2,0,1,2,2,2,1,1,2,2,0,0,0,1,0,1,2,2,2,0,1,1,0,0,0,1,2,2,1,1,1,0,0,2,2,1,2,2,1,1,2,0,0,2,0,0,1,1,0,1,2,1,2,0,2,0,1,0,2,1,0,1,0,2,0,1,0,2,1,600
158,German,German,26,16,26,18,319,115,65,39,23.5,2,2,1,79.52,English;79.52;,German;20.48;,3,7,0,2,2,2,0,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,0,2,0,0,2,1,2,1,1,2,2,2,0,2,2,2,0,1,1,2,2,2,2,1,2,1,2,2,2,1,0,2,2,0,2,1,2,1,1,2,0,2,0,0,2,2,2,1,0,1,2,1,1,2,2,2,0,2,0,0,2,2,0,0,0,1,2,1,2,2,1,2,2,0,2,2,1,1,1,2,1,2,0,2,0,1,0,1,0,0,2,1,0,2,0,2,2,0,2,0,0,0,0,0,0,0,2,2,1,0,2,2,0,2,1,0,1,1,2,2,1,1,2,1,1,0,1,0,2,1,0,2,0,2,1,1,0,2,0,600
172,German,German,30,20,14,1,458,219,38,8,24.6,2,1,1,10.38,English;10.38;,German;89.62;,4,4,0,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,2,0,0,0,1,0,1,1,0,2,2,2,0,0,1,0,0,2,0,1,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,600
198,German,German,30,29,29,26,551,456,79,72,23.8,1,1,2,7.48,English;7.48;,German;92.52;,6,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,0,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,1,2,1,2,2,0,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2,0,2,0,2,2,600
201,German,German,21,13,22,7,191,48,54,9,24.2,2,1,2,17.18,English;17.18;,German;82.82;,7,7,1,2,2,2,0,1,2,1,0,1,1,1,1,2,2,0,2,0,2,2,1,1,0,2,0,0,2,2,2,0,0,1,1,1,0,1,2,1,0,1,1,1,1,0,2,1,2,1,2,2,1,0,0,2,0,0,2,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,2,1,0,0,1,0,0,0,2,0,1,1,0,1,0,1,1,1,2,0,1,2,1,1,0,1,0,0,0,1,1,1,1,0,0,2,0,0,2,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,2,1,600
204,German,German,30,4,30,30,501,31,100,88,24,1,1,2,48.94,English;48.94;,German;51.06;,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,600
205,German,German,15,4,27,19,96,26,73,38,24.4,2,2,1,74.57,English;74.57;,German;25.43;,7,6,0,0,1,1,0,0,2,1,0,0,0,0,1,0,2,0,0,1,2,2,1,0,0,1,0,0,1,0,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,0,2,2,2,2,2,2,2,2,1,2,2,0,2,1,2,0,1,2,1,1,1,1,2,2,1,1,1,2,2,1,0,0,0,2,1,2,1,1,0,2,2,0,1,1,2,2,1,2,0,1,0,0,2,2,2,1,2,2,1,1,0,2,1,1,1,2,0,0,2,2,0,2,0,2,2,0,2,1,1,0,0,1,1,0,2,2,2,1,2,2,0,2,0,0,1,2,2,2,1,1,0,1,2,0,1,0,2,1,0,1,0,2,0,1,0,2,1,600
214,German,German,26,22,10,8,337,195,23,15,23.6,1,1,1,27.67,English;27.67;,German;72.33;,6,7,0,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,0,1,2,0,2,2,2,2,0,0,0,2,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,2,2,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,600
228,German,German,25,16,16,12,260,164,40,28,23.8,1,1,2,19.84,English;19.84;,German;80.16;,7,7,2,2,2,2,0,2,2,1,0,1,1,1,2,1,2,2,2,1,2,2,2,2,0,2,0,0,2,1,2,1,1,0,2,2,0,2,2,1,0,0,0,1,2,0,2,2,0,0,2,2,2,1,0,2,0,0,2,1,0,0,0,0,2,2,0,0,2,2,2,0,0,0,2,0,1,1,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,2,2,1,2,2,0,2,0,0,0,0,1,2,2,0,0,0,0,2,0,1,2,0,2,0,0,0,2,0,2,0,0,2,1,0,2,0,0,2,0,0,1,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,600
237,German,German,23,9,26,11,255,43,69,20,24.2,1,2,1,76.19,English;76.19;,German;23.81;,7,6,0,2,2,1,0,2,2,0,0,1,1,2,1,1,2,0,2,1,2,2,1,1,0,1,0,0,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,0,2,0,0,1,1,1,0,1,2,0,1,0,1,2,1,2,2,1,1,2,1,0,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,2,1,0,1,2,0,2,1,2,1,1,1,1,0,0,0,1,0,2,0,2,2,2,2,1,0,0,1,1,1,1,1,2,1,0,2,0,0,1,0,0,1,1,0,1,1,1,2,0,1,0,0,0,1,1,0,1,0,1,0,1,0,2,0,600
253,German,German,27,15,30,20,407,107,99,44,24.8,2,1,2,41.66,English;41.66;,German;58.34;,6,3,0,1,2,2,0,2,2,2,1,2,1,1,1,0,2,1,2,1,2,2,2,1,0,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,0,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,600
277,German,German,21,6,22,10,179,43,34,15,23.9,2,1,1,12.31,English;12.31;,German;87.69;,6,7,2,0,1,1,0,1,2,1,1,0,1,1,0,0,2,1,2,1,2,2,0,1,0,2,0,1,1,1,1,0,1,0,2,1,0,1,1,2,2,1,2,1,0,0,2,2,1,1,1,2,0,1,0,2,0,2,1,1,0,2,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,2,1,0,2,0,1,0,0,0,0,0,2,2,0,1,2,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,1,1,0,2,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,600
297,German,German,27,10,25,13,285,89,68,33,23.5,2,1,2,60.55,English;60.55;,German;39.45;,6,7,0,1,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,0,1,1,1,1,0,0,2,2,2,1,2,2,1,1,1,1,1,2,0,2,1,1,2,2,2,2,1,0,2,0,0,2,1,1,0,1,2,0,2,1,0,2,1,2,1,1,0,2,0,2,2,2,1,1,2,0,0,2,1,1,0,1,1,1,1,0,1,0,2,0,1,0,2,1,1,2,2,0,0,0,1,0,0,1,1,2,2,1,2,0,2,0,2,2,1,2,1,0,0,0,1,2,1,1,2,1,0,2,0,0,2,0,0,1,2,1,1,2,1,2,0,2,0,2,0,1,1,1,1,2,2,0,1,0,2,0,600
310,German,German,19,6,24,18,182,28,64,35,23.8,1,2,1,85.61,English;85.61;,German;14.39;,6,7,0,0,2,1,0,2,1,1,0,0,0,1,1,0,1,1,2,1,1,2,1,0,0,2,0,0,1,1,2,0,1,2,2,2,0,2,2,2,2,1,0,2,1,2,1,1,2,2,2,2,2,0,0,2,2,0,2,1,2,0,1,2,0,1,0,0,2,2,2,0,0,0,2,1,0,1,1,2,1,2,0,1,0,2,2,0,2,1,1,0,2,2,0,1,2,0,0,1,1,1,1,2,2,2,0,2,2,1,1,2,2,0,1,2,0,2,1,1,2,0,2,1,0,0,0,1,0,2,0,2,0,0,2,2,0,2,1,0,1,1,0,0,2,1,2,1,1,0,1,0,2,2,0,2,1,0,0,1,0,2,0,600
315,German,German,26,25,28,14,416,256,72,34,24.9,1,1,2,6.11,English;6.11;,German;93.89;,7,7,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,1,2,0,2,2,2,2,0,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,0,1,2,1,1,0,1,2,1,2,0,0,2,2,2,1,1,0,2,1,0,1,1,2,1,2,0,1,0,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,0,2,0,2,0,2,1,1,0,2,0,1,1,2,0,2,2,0,2,2,0,0,0,1,1,0,1,2,1,1,2,0,1,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0,1,2,0,2,0,1,0,1,0,2,0,600
326,German,German,29,21,22,9,297,178,48,20,24.5,1,1,1,28.57,English;28.57;,German;71.43;,7,7,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,0,1,0,2,1,0,2,2,1,1,2,1,2,1,1,0,0,1,1,1,2,2,0,0,1,1,0,2,1,2,0,1,0,0,1,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,2,0,0,0,1,1,0,1,2,2,1,0,2,1,1,1,0,0,0,0,1,2,2,0,0,0,1,0,0,2,1,0,0,1,1,0,1,0,2,2,0,2,0,1,0,2,1,0,2,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,2,0,2,1,0,1,0,1,0,1,0,2,0,600
336,German,German,25,8,26,19,250,59,73,43,23.9,1,1,2,62.73,English;62.73;,German;37.27;,7,7,0,1,2,2,0,1,1,1,1,1,1,0,2,0,2,1,1,1,2,2,1,1,1,2,0,1,1,2,1,0,1,2,2,2,1,2,2,1,1,2,1,1,2,0,2,0,1,2,2,2,2,2,2,2,1,0,2,2,2,2,0,2,0,2,0,1,2,2,2,1,1,1,2,1,0,0,2,1,1,2,0,1,0,1,1,1,1,2,1,1,1,1,0,2,0,1,2,2,0,2,2,2,0,2,1,1,1,1,2,1,0,1,2,2,0,2,2,1,2,0,2,2,0,0,0,1,2,2,1,2,2,2,2,1,0,2,1,0,1,0,2,0,2,2,2,0,2,0,1,0,2,2,0,2,2,2,2,0,0,2,0,600
370,German,German,30,27,30,24,521,246,96,55,24.1,2,1,2,66.15,English;66.15;,German;33.85;,6,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,0,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,0,1,0,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,2,0,2,2,1,2,1,2,1,1,1,2,1,600
390,German,German,28,12,30,20,424,90,94,39,24.4,1,1,2,53.48,English;53.48;,German;46.52;,7,7,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,0,0,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,0,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,0,2,1,1,2,2,2,1,1,0,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,0,1,0,2,1,2,1,0,1,1,1,1,2,1,600
406,German,German,26,17,28,25,300,185,67,54,24,1,1,2,28.8,English;28.80;,German;71.20;,7,7,0,2,2,2,0,2,2,1,1,1,1,1,1,0,2,1,2,2,2,2,2,2,0,2,1,2,2,1,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,1,1,2,0,2,0,1,2,1,2,0,2,0,2,0,0,2,0,2,0,2,1,2,0,2,2,0,2,0,0,2,2,2,0,2,2,2,2,2,2,0,1,2,0,1,0,2,0,1,2,2,0,0,0,2,0,2,2,2,2,0,2,2,0,0,2,2,2,0,2,1,2,0,2,2,1,2,0,0,2,2,0,1,2,2,2,1,1,0,2,0,2,2,0,2,2,2,1,1,2,2,0,600
428,German,German,26,22,29,24,326,213,86,62,23.6,1,1,2,25.51,English;25.51;,German;74.49;,7,7,1,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,1,2,2,2,1,1,2,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,0,1,2,2,2,1,1,2,1,2,0,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,0,2,2,1,2,2,1,2,0,2,1,2,1,2,2,2,2,1,2,2,0,2,0,2,2,0,2,2,2,1,1,2,0,2,1,2,2,2,2,2,0,2,0,2,2,2,2,2,2,1,2,0,1,2,1,0,2,1,1,2,2,2,2,2,2,0,2,0,2,2,0,2,1,2,1,1,1,2,1,600
429,German,German,27,7,28,5,388,48,73,12,23.9,2,1,2,50.65,English;50.65;,German;49.35;,6,3,3,1,2,2,0,2,1,1,1,1,1,1,1,1,1,1,2,0,2,2,1,1,1,1,1,1,1,2,1,0,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,2,1,1,0,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,0,2,2,0,1,2,1,1,2,0,2,2,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,600
433,German,German,30,28,30,27,600,414,100,68,23.4,2,1,2,56.28,English;56.28;,German;43.72;,6,7,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,600
438,German,German,22,4,24,13,233,50,68,25,23.6,2,1,2,37.87,English;37.87;,German;62.13;,6,6,1,1,1,1,0,1,1,1,2,1,0,1,0,1,0,1,2,0,1,2,1,1,1,2,0,1,1,1,1,0,0,2,1,2,0,1,2,1,2,2,1,2,0,2,0,2,2,0,2,2,1,1,1,2,0,1,2,1,1,0,1,2,0,2,0,0,1,1,2,0,0,0,1,1,1,1,2,1,1,2,1,1,1,1,1,0,2,2,1,1,0,2,1,0,2,0,1,0,2,1,1,2,0,0,0,2,0,1,1,1,2,1,1,0,0,2,2,1,2,1,1,1,0,0,0,1,2,0,2,0,1,1,2,0,1,2,0,0,2,1,0,0,1,1,2,1,1,0,1,0,1,1,0,1,1,2,0,1,0,2,2,600
443,German,German,30,27,30,29,486,253,97,89,23.4,2,1,2,62.25,English;62.25;,German;37.75;,3,7,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,2,600
451,German,German,29,22,28,27,467,281,93,65,23.8,1,1,2,35.91,English;35.91;,German;64.09;,6,3,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,0,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,0,1,2,1,1,1,2,2,1,2,0,2,2,2,2,1,1,0,2,2,2,1,2,2,0,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1,1,2,1,600
465,German,German,28,16,25,19,453,177,74,44,24,2,1,2,30.43,English;30.43;,German;69.57;,7,7,1,2,2,2,2,2,2,1,2,1,0,1,2,1,2,1,2,1,2,2,2,1,1,2,0,1,2,1,2,1,1,2,2,2,0,2,2,1,2,1,0,2,2,0,2,2,2,2,2,2,2,2,1,2,0,0,2,1,2,1,1,2,2,2,0,1,2,2,2,2,0,0,2,1,0,0,1,2,2,2,0,1,2,1,0,1,2,1,2,0,1,2,0,2,0,0,1,2,2,1,2,2,1,0,1,2,1,1,2,2,1,2,1,2,0,2,0,1,2,1,2,2,1,0,1,2,2,1,1,2,2,1,2,0,0,2,0,0,0,1,1,2,2,1,0,2,2,0,1,0,2,2,0,2,0,2,1,1,1,2,0,600
510,German,German,23,6,19,3,244,47,36,8,23.6,2,1,2,14.96,English;14.96;,German;85.04;,7,6,,1,2,1,0,2,2,2,0,1,1,1,1,1,1,1,2,0,0,1,1,1,0,2,0,1,1,1,0,1,1,1,2,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,2,1,1,0,2,0,0,1,0,1,1,1,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,1,1,0,2,0,0,1,0,0,0,1,0,1,0,0,2,2,0,0,1,0,1,1,0,1,1,0,1,1,0,2,0,600
589,German,German,30,12,28,24,465,149,82,64,23.9,2,1,2,62.61,English;62.61;,German;37.39;,6,3,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,1,2,1,2,2,1,2,2,0,2,0,2,2,2,2,1,2,2,2,1,2,1,0,0,2,2,2,2,1,2,0,2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,1,0,2,2,1,0,2,2,2,2,2,0,2,0,2,2,2,1,2,1,2,1,2,1,2,2,0,0,2,2,0,1,2,1,2,2,1,0,2,0,2,2,1,2,1,2,2,0,0,2,1,600
