itemID,item,type,choices,category,definition,complexity_category,gloss,uni_lemma
item_397,397_vecamate_v,word,produces,people,vecāmāte*,NA,grandmother,grandma
item_398,398_vectevs_va,word,produces,people,vectēvs*,NA,grandfather,grandpa
item_399,399_Cepu_cep,word,produces,games_routines,"""Cepu, cepu kukulīti... """,NA,Latvian game routine,NA
item_400,400_Ker_mani_,word,produces,games_routines,"""Ķer mani!""",NA,Catch me!,NA
item_401,401_Sita_jaja,word,produces,games_routines,"""Šitā jāja lieli kungi...""",NA,Latvian game routine,NA
item_402,402_Varu_var,word,produces,games_routines,"""Vāru, vāru putriņu ...""",NA,Latvian game routine,NA
item_403,403_ar_labu_na,word,produces,games_routines,ar labu nakti,NA,good night,good night
item_404,404_atvaino,word,produces,games_routines,atvaino,NA,sorry,sorry
item_405,405_brokastis,word,produces,games_routines,brokastis,NA,breakfast,breakfast
item_406,406_diendusa,word,produces,games_routines,diendusa,NA,siesta,nap
item_407,407_ja,word,produces,games_routines,jā,NA,yes,yes
item_408,408_klusu_,word,produces,games_routines,klusu!,NA,be quiet,shh
item_409,409_labdien,word,produces,games_routines,labdien,NA,good afternoon,hello
item_410,410_labrit,word,produces,games_routines,labrīt,NA,good morning,good morning
item_411,411_labvakar,word,produces,games_routines,labvakar,NA,good evening,good evening
item_412,412_launags,word,produces,games_routines,launags,NA,afternoon snack,snack
item_413,413_ludzu,word,produces,games_routines,lūdzu,NA,please,please
item_414,414_ne,word,produces,games_routines,nē,NA,no,no
item_415,415_paldies,word,produces,games_routines,paldies,NA,thank you,thank you
item_416,416_piedod,word,produces,games_routines,piedod,NA,excuse me,excuse me
item_417,417_pusdienas,word,produces,games_routines,pusdienas,NA,lunch,lunch
item_418,418_sveiki_ca,word,produces,games_routines,"sveiki, čau",NA,hello,hello
item_419,419_uz_redzesa,word,produces,games_routines,uz redzēšanos/atā,NA,bye,bye
item_420,420_vakarinas,word,produces,games_routines,vakariņas,NA,dinner,dinner
item_421,421_aizvert,word,produces,action_words,aizvērt,NA,close,close
item_422,422_apskaut_ap,word,produces,action_words,apskaut/apkampt,NA,hug,hug
item_423,423_apstaties,word,produces,action_words,apstāties,NA,stop,stop
item_424,424_atrast,word,produces,action_words,atrast,NA,find,find
item_425,425_atvert,word,produces,action_words,atvērt,NA,open,open (action)
item_426,426_baidities,word,produces,action_words,baidīties,NA,be scared,fear
item_427,427_barot,word,produces,action_words,barot,NA,feed,feed
item_428,428_beigt,word,produces,action_words,beigt,NA,finish,finish
item_429,429_braukt,word,produces,action_words,braukt,NA,go (by car etc.),go
item_430,430_bucot_skup,word,produces,action_words,bučot/skūpstīt,NA,kiss,kiss
item_431,431_celt,word,produces,action_words,celt,NA,build,build
item_432,432_celties,word,produces,action_words,celties,NA,get up,get up
item_433,433_curat,word,produces,action_words,čurāt,NA,pee,pee
item_434,434_dabut,word,produces,action_words,dabūt,NA,get,get
item_435,435_darit,word,produces,action_words,darīt,NA,do,do
item_436,436_dejot,word,produces,action_words,dejot,NA,dance,dance
item_437,437_domat,word,produces,action_words,domāt,NA,think,think
item_438,438_dot,word,produces,action_words,dot,NA,give,give
item_439,439_dusmoties,word,produces,action_words,dusmoties,NA,be angry,angry
item_440,440_dzert,word,produces,action_words,dzert,NA,drink,drink (action)
item_441,441_dziedat,word,produces,action_words,dziedāt,NA,sing,sing
item_442,442_dzirdet,word,produces,action_words,dzirdēt,NA,hear,hear
item_443,443_est,word,produces,action_words,ēst,NA,eat,eat
item_444,444_gaidit,word,produces,action_words,gaidīt,NA,wait,wait
item_445,445_garsot,word,produces,action_words,garšot,NA,taste,taste
item_446,446_gribet,word,produces,action_words,gribēt,NA,want,want
item_447,447_griezt,word,produces,action_words,griezt,NA,cut,cut
item_448,448_grust,word,produces,action_words,grūst,NA,push,push
item_449,449_gulet,word,produces,action_words,gulēt,NA,sleep,sleep
item_450,450_gerbties,word,produces,action_words,ģērbties,NA,get dressed,dress (action)
item_451,451_iet,word,produces,action_words,iet,NA,go (on foot),go
item_452,452_kakat,word,produces,action_words,kakāt,NA,poop,poop
item_453,453_kapt,word,produces,action_words,kāpt,NA,climb,climb
item_454,454_klausities,word,produces,action_words,klausīties,NA,listen,listen
item_455,455_klauvet,word,produces,action_words,klauvēt,NA,knock,knock
item_456,456_kliegt,word,produces,action_words,kliegt,NA,scream,scream
item_457,457_kniebt,word,produces,action_words,kniebt,NA,pinch,pinch
item_458,458_kost,word,produces,action_words,kost,NA,bite,bite
item_459,459_krasot,word,produces,action_words,krāsot,NA,pain,paint (action)
item_460,460_krist,word,produces,action_words,krist,NA,fall,fall
item_461,461_kert,word,produces,action_words,ķert,NA,catch,catch
item_462,462_laizit,word,produces,action_words,laizīt,NA,lick,lick
item_463,463_lasit,word,produces,action_words,lasīt,NA,read,read
item_464,464_lauzt,word,produces,action_words,lauzt,NA,break,break
item_465,465_lekt,word,produces,action_words,lēkt,NA,jump,jump
item_466,466_lidot,word,produces,action_words,lidot,NA,fly,fly (action)
item_467,467_liet,word,produces,action_words,liet,NA,pour,pour
item_468,468_likt,word,produces,action_words,likt,NA,put,put
item_469,469_mazgat,word,produces,action_words,mazgāt,NA,wash,wash
item_470,470_mazgaties,word,produces,action_words,mazgāties,NA,wash oneself,bathe
item_471,471_meklet,word,produces,action_words,meklēt,NA,search,search
item_472,472_mest,word,produces,action_words,mest,NA,throw,throw
item_473,473_milet,word,produces,action_words,mīlēt,NA,love,love
item_474,474_nest,word,produces,action_words,nest,NA,carry,carry
item_475,475_nokert,word,produces,action_words,noķert,NA,catch/grab,catch
item_476,476_nolikt,word,produces,action_words,nolikt,NA,put down,put
item_477,477_nemt,word,produces,action_words,ņemt,NA,take,take
item_478,478_palidzet,word,produces,action_words,palīdzēt,NA,help,help
item_479,479_paradit,word,produces,action_words,parādīt,NA,show,show
item_480,480_patikt,word,produces,action_words,patikt,NA,like,like
item_481,481_peldet,word,produces,action_words,peldēt,NA,swim,swim
item_482,482_pirkt,word,produces,action_words,pirkt,NA,buy,buy
item_483,483_plest,word,produces,action_words,plēst,NA,tear,tear
item_484,484_prasit,word,produces,action_words,prasīt,NA,ask,ask
item_485,485_pust,word,produces,action_words,pūst,NA,blow,blow
item_486,486_radit,word,produces,action_words,rādīt,NA,show,show
item_487,487_rakstit,word,produces,action_words,rakstīt,NA,write,write
item_488,488_rakt,word,produces,action_words,rakt,NA,dig,dig
item_489,489_rapot,word,produces,action_words,rāpot,NA,crawl,crawl
item_490,490_raudat,word,produces,action_words,raudāt,NA,cry,cry
item_491,491_redzet,word,produces,action_words,redzēt,NA,see,see
item_492,492_runat,word,produces,action_words,runāt,NA,speak,speak
item_493,493_sapet,word,produces,action_words,sāpēt,NA,hurt,hurt (action)
item_494,494_saukt,word,produces,action_words,saukt,NA,call,call
item_495,495_sedet,word,produces,action_words,sēdēt,NA,sit,sit
item_496,496_segt,word,produces,action_words,segt,NA,cover,cover (action)
item_497,497_sist,word,produces,action_words,sist,NA,beat,hit
item_498,498_sasisties,word,produces,action_words,sasisties,NA,to hurt oneself,NA
item_499,499_skart_pie,word,produces,action_words,skart/ pieskarties,NA,touch,touch
item_500,500_skatities,word,produces,action_words,skatīties,NA,watch/look,look
item_501,501_skriet,word,produces,action_words,skriet,NA,run,run
item_502,502_slaucit,word,produces,action_words,slaucīt,NA,wipe,wipe
item_503,503_slept_sle,word,produces,action_words,slēpt/ slēpties,NA,hide,hide
item_504,504_slidet,word,produces,action_words,slīdēt,NA,slide,slide (action)
item_505,505_slidot,word,produces,action_words,slidot,NA,skate,skate (action)
item_506,506_smaidit,word,produces,action_words,smaidīt,NA,smile,smile
item_507,507_smieties,word,produces,action_words,smieties,NA,laugh,laugh
item_508,508_speleties_,word,produces,action_words,spēlēties,NA,play,play
item_509,509_rotalaties,word,produces,action_words,rotaļāties,NA,play,play
item_510,510_spert,word,produces,action_words,spert,NA,kick,kick
item_511,511_splaut,word,produces,action_words,spļaut,NA,spit,spit
item_512,512_staigat,word,produces,action_words,staigāt,NA,walk,walk
item_513,513_stastit,word,produces,action_words,stāstīt,NA,tell,tell
item_514,514_stavet,word,produces,action_words,stāvēt,NA,stand,stand
item_515,515_steigties,word,produces,action_words,steigties,NA,hurry,hurry
item_516,516_stradat,word,produces,action_words,strādāt,NA,work,work (action)
item_517,517_sukat_kemm,word,produces,action_words,sukāt/ķemmēt,NA,brush,brush (action)
item_518,518_skaudit,word,produces,action_words,šķaudīt,NA,sneeze,sneeze
item_519,519_slakstinat,word,produces,action_words,šļakstināt,NA,splash,splash
item_520,520_supot,word,produces,action_words,šūpot,NA,rock/swing,say
item_521,521_teikt_saci,word,produces,action_words,teikt/sacīt,NA,say/tell,say
item_522,522_tirit,word,produces,action_words,tīrīt,NA,clean,clean (action)
item_523,523_turet,word,produces,action_words,turēt,NA,hold,hold
item_524,524_varit,word,produces,action_words,vārīt,NA,cook,cook
item_525,525_veidot,word,produces,action_words,veidot,NA,make,make
item_526,526_vilkt,word,produces,action_words,vilkt,NA,pull,pull
item_527,527_zimet,word,produces,action_words,zīmēt,NA,draw,draw
item_528,528_zvanit,word,produces,action_words,zvanīt,NA,ring,ring (action)
item_529,529_atkal,word,produces,descriptive_words,atkal,NA,again,again
item_530,530_atrs_atri,word,produces,descriptive_words,ātrs/ātri,NA,quick/quickly,fast
item_531,531_augsts,word,produces,descriptive_words,augsts,NA,high,high
item_532,532_augstu,word,produces,descriptive_words,augstu,NA,high above,NA
item_533,533_auksts_auk,word,produces,descriptive_words,auksts/auksti,NA,cold,cold
item_534,534_balts,word,produces,descriptive_words,balts,NA,white,white
item_535,535_bruns,word,produces,descriptive_words,brūns,NA,brown,brown
item_536,536_dusmigs,word,produces,descriptive_words,dusmīgs,NA,angry,angry
item_537,537_dzeltens,word,produces,descriptive_words,dzeltens,NA,yellow,yellow
item_538,538_gars,word,produces,descriptive_words,garš,NA,long,long
item_539,539_garsigs_ga,word,produces,descriptive_words,garšīgs/garšīgi,NA,tasty,yummy
item_540,540_gruti,word,produces,descriptive_words,grūti,NA,difficult/hard,hard
item_541,541_gudrs,word,produces,descriptive_words,gudrs,NA,smart,smart
item_542,542_iss,word,produces,descriptive_words,īss,NA,short,short
item_543,543_jauks_jauk,word,produces,descriptive_words,jauks/jauki,NA,nice,nice
item_544,544_jauns,word,produces,descriptive_words,jauns,NA,new,new
item_545,545_jautrs_jau,word,produces,descriptive_words,jautrs/jautri,NA,merry,fun
item_546,546_karsts_kar,word,produces,descriptive_words,karsts/karsti,NA,hot,hot
item_547,547_kartigs,word,produces,descriptive_words,kārtīgs,NA,tidy,clean (description)
item_548,548_kluss_klus,word,produces,descriptive_words,kluss/klusi,NA,quiet,quiet
item_549,549_labi,word,produces,descriptive_words,labi,NA,fine (okay),ok
item_550,550_labs,word,produces,descriptive_words,labs,NA,good,good
item_551,551_lens_leni,word,produces,descriptive_words,lēns/lēni,NA,slow,slow
item_552,552_liels,word,produces,descriptive_words,liels,NA,big,big
item_553,553_mazs,word,produces,descriptive_words,mazs,NA,small,small
item_554,554_melns,word,produces,descriptive_words,melns,NA,black,black
item_555,555_mierigs_mi,word,produces,descriptive_words,mierīgs/mierīgi,NA,calm/calmly,calm
item_556,556_miksts_mik,word,produces,descriptive_words,mīksts/mīksti,NA,soft,soft
item_557,557_mils_mili,word,produces,descriptive_words,mīļš/mīļi,NA,cute,cute
item_558,558_netirs,word,produces,descriptive_words,netīrs,NA,dirty,dirty
item_559,559_nobijies,word,produces,descriptive_words,nobijies,NA,scared,scared
item_560,560_noguris,word,produces,descriptive_words,noguris,NA,tired,tired
item_561,561_pedejais,word,produces,descriptive_words,pēdējais,NA,last,last
item_562,562_pilns,word,produces,descriptive_words,pilns,NA,full,full
item_563,563_pirmais,word,produces,descriptive_words,pirmais,NA,first,first
item_564,564_pliks,word,produces,descriptive_words,pliks,NA,naked,naked
item_565,565_priecigs_p,word,produces,descriptive_words,priecīgs/priecīgi,NA,happy,happy
item_566,566_roza,word,produces,descriptive_words,rozā,NA,pink,pink
item_567,567_salauzts_,word,produces,descriptive_words,salauzts/ salūzis,NA,broken,broken
item_568,568_salds,word,produces,descriptive_words,salds,NA,sweet,sweet
item_569,569_sarkans,word,produces,descriptive_words,sarkans,NA,red,red
item_570,570_sauss,word,produces,descriptive_words,sauss,NA,dry,dry (description)
item_571,571_silts_silt,word,produces,descriptive_words,silts/silti,NA,warm,warm
item_572,572_skabs,word,produces,descriptive_words,skābs,NA,sour,sour
item_573,573_skaists_sk,word,produces,descriptive_words,skaists/skaisti,NA,pretty,pretty
item_574,574_skals_skal,word,produces,descriptive_words,skaļš/skaļi,NA,loud,loud
item_575,575_skumjs_sku,word,produces,descriptive_words,skumjš/skumji,NA,sad,sad
item_576,576_slapjs,word,produces,descriptive_words,slapjš,NA,wet,wet (description)
item_577,577_slikts_sli,word,produces,descriptive_words,slikts/slikti,NA,bad,bad
item_578,578_slims,word,produces,descriptive_words,slims,NA,sick,sick
item_579,579_smags_smag,word,produces,descriptive_words,smags/smagi,NA,heavy,heavy
item_580,580_stiprs_sti,word,produces,descriptive_words,stiprs/stipri,NA,strong,strong
item_581,581_sausmigs,word,produces,descriptive_words,šausmīgs,NA,terrible,terrible
item_582,582_talu,word,produces,descriptive_words,tālu,NA,far away,far
item_583,583_tirs,word,produces,descriptive_words,tīrs,NA,clean,clean (description)
item_584,584_tukss,word,produces,descriptive_words,tukšs,NA,empty,empty
item_585,585_tumss,word,produces,descriptive_words,tumšs,NA,dark,dark
item_586,586_tuvu,word,produces,descriptive_words,tuvu,NA,close,near
item_587,587_uzmanigs_,word,produces,descriptive_words,uzmanīgs /uzmanīgi,NA,careful,careful
item_588,588_vecs,word,produces,descriptive_words,vecs,NA,old,old
item_589,589_viegls_vie,word,produces,descriptive_words,viegls/viegli,NA,light/easy,light (description)
item_590,590_zals,word,produces,descriptive_words,zaļš,NA,green,green
item_591,591_zils,word,produces,descriptive_words,zils,NA,blue,blue
item_592,592_agri,word,produces,time_words,agri,NA,early,early
item_593,593_diena,word,produces,time_words,diena,NA,day,day
item_594,594_driz,word,produces,time_words,drīz,NA,soon,soon
item_595,595_nakts,word,produces,time_words,nakts,NA,night,night
item_596,596_no_rita,word,produces,time_words,no rīta,NA,in the morning,NA
item_597,597_pec,word,produces,time_words,pēc,NA,after,after
item_598,598_pirms,word,produces,time_words,pirms,NA,before,before
item_599,599_rit,word,produces,time_words,rīt,NA,tomorrow,tomorrow
item_600,600_rits,word,produces,time_words,rīts,NA,morning,morning
item_601,601_sodien,word,produces,time_words,šodien,NA,today,today
item_602,602_tagad,word,produces,time_words,tagad,NA,now,now
item_603,603_tulit,word,produces,time_words,tūlīt,NA,promptly,now
item_604,604_vakar,word,produces,time_words,vakar,NA,yesterday,yesterday
item_605,605_vakara,word,produces,time_words,vakarā,NA,in the evening,NA
item_606,606_vakars,word,produces,time_words,vakars,NA,evening,evening
item_607,607_velak,word,produces,time_words,vēlāk,NA,later,later
item_608,608_velu,word,produces,time_words,vēlu,NA,late,late
item_609,609_es,word,produces,pronouns,es,NA,I,1SG
item_610,610_jums,word,produces,pronouns,jums,NA,you.Dat.pl.,2PL
item_611,611_jus,word,produces,pronouns,jūs,NA,you.Nom.pl.,2PL
item_612,612_jusu,word,produces,pronouns,jūsu,NA,your.pl,2PL.POSS
item_613,613_man,word,produces,pronouns,man,NA,me.Dat.sg.,1SG
item_614,614_manis,word,produces,pronouns,manis,NA,I.Gen.sg,1SG.POSS
item_615,615_mans_mana,word,produces,pronouns,mans/mana,NA,"my.masc.sg, my.fem.sg",1SG.POSS
item_616,616_mes,word,produces,pronouns,mēs,NA,we.nom.sg,1PL
item_617,617_mums,word,produces,pronouns,mums,NA,we.dat.pl.,1PL
item_618,618_musu,word,produces,pronouns,mūsu,NA,our,1PL.POSS
item_619,619_pats_pati,word,produces,pronouns,pats/pati,NA,"self.masc.sg, self.fem.sg",REFL
item_620,620_si,word,produces,pronouns,šī,NA,this.fem.sg,this
item_621,621_sie,word,produces,pronouns,šie,NA,this.masc.pl,these
item_622,622_sis,word,produces,pronouns,šis,NA,this.masc.sg.,this
item_623,623_sis,word,produces,pronouns,šīs,NA,this.fem.pl.,these
item_624,624_ta,word,produces,pronouns,tā,NA,that.fem.sg,that
item_625,625_tas,word,produces,pronouns,tas,NA,that.masc.sg,that
item_626,626_tas,word,produces,pronouns,tās,NA,that.fem.pl,those
item_627,627_tavs_tava,word,produces,pronouns,"tavs, tava",NA,"yours.masc.sg, yours.fem.sg",2SG.POSS
item_628,628_tev,word,produces,pronouns,tev,NA,you.dat.sg,2SG
item_629,629_tevis,word,produces,pronouns,tevis,NA,you.gen.sg,2SG.POSS
item_630,630_tie,word,produces,pronouns,tie,NA,that.masc.pl.,those
item_631,631_tu,word,produces,pronouns,tu,NA,you.Nom.sg.,2SG
item_632,632_vina,word,produces,pronouns,viņa,NA,she.nom.sg,3SG
item_633,633_vinai,word,produces,pronouns,viņai,NA,she.dat.sg.,3SG
item_634,634_vinam,word,produces,pronouns,viņam,NA,he.dat.sg.,3SG
item_635,635_vini,word,produces,pronouns,viņi,NA,they.nom.pl.,3PL
item_636,636_viniem,word,produces,pronouns,viņiem,NA,they.dat.pl.,3PL
item_637,637_vins,word,produces,pronouns,viņš,NA,he.nom.sg.,3SG
item_638,638_cik_,word,produces,question_words,cik?,NA,how many?,how many
item_639,639_ka_,word,produces,question_words,kā?,NA,how?,how
item_640,640_kad_,word,produces,question_words,kad?,NA,when?,when (question)
item_641,641_kads_,word,produces,question_words,kāds?,NA,what kind?,what kind
item_642,642_kam_,word,produces,question_words,kam?,NA,for whom/for what?,NA
item_643,643_kapec_,word,produces,question_words,kāpēc?,NA,why?,why
item_644,644_kas_,word,produces,question_words,kas?,NA,what?,what
item_645,645_ko_,word,produces,question_words,ko?,NA,What (acc.)?,what
item_646,646_kur_,word,produces,question_words,kur?,NA,where?,where (question)
item_647,647_kurs_,word,produces,question_words,kurš?,NA,which?,which (question)
item_648,648_aiz_aiz_m,word,produces,locations,aiz (aiz mājas),NA,behind (e.g. behind the house),behind
item_649,649_aizmugure,word,produces,locations,aizmugurē,NA,behind (one´s back),behind
item_650,650_ar,word,produces,locations,ar,NA,with,with
item_651,651_atpakal,word,produces,locations,atpakaļ,NA,back,back (location)
item_652,652_augsa_aug,word,produces,locations,augšā/ augšup,NA,up,up
item_653,653_blakus,word,produces,locations,blakus,NA,near,near
item_654,654_ieksa_iek,word,produces,locations,iekšā/ iekšpusē,NA,inside,inside
item_655,655_leja_leju,word,produces,locations,lejā/ lejup,NA,down,down
item_656,656_lidz,word,produces,locations,līdz,NA,until,until
item_657,657_no_no_tas,word,produces,locations,no (no tasītes),NA,from (e.g. from the cup),from
item_658,658_no_sejiene,word,produces,locations,no šejienes,NA,from here,here
item_659,659_no_turiene,word,produces,locations,no turienes,NA,from there,there
item_660,660_pa_pa_gal,word,produces,locations,pa (pa galdu),NA,along (e.g. along the table),along
item_661,661_pari,word,produces,locations,pāri,NA,over,over
item_662,662_pie_pie_g,word,produces,locations,pie (pie gultas),NA,by (e.g. by the bed),by
item_663,663_prieksa,word,produces,locations,priekšā,NA,in front of,in front
item_664,664_prom,word,produces,locations,prom,NA,away,away
item_665,665_te_seit,word,produces,locations,"te, šeit",NA,here,here
item_666,666_surp,word,produces,locations,šurp,NA,here (as in “come here”),here
item_667,667_talak,word,produces,locations,tālāk,NA,further,further
item_668,668_tur,word,produces,locations,tur,NA,there,there
item_669,669_turp,word,produces,locations,turp,NA,there (as in “go there”),there
item_670,670_tuvak,word,produces,locations,tuvāk,NA,closer,closer
item_671,671_uz_uz_kre,word,produces,locations,uz (uz krēsla),NA,on (e.g. on the chair),on
item_672,672_virs_virs,word,produces,locations,virs/ virsū,NA,above,above
item_673,673_zem,word,produces,locations,zem,NA,under,under
item_674,674_abi_abas,word,produces,quantifiers,abi/abas,NA,both,both
item_675,675_ari,word,produces,quantifiers,arī,NA,too,too
item_676,676_cits_,word,produces,quantifiers,cits,NA,other,other
item_677,677_daudz,word,produces,quantifiers,daudz,NA,a lot,a lot
item_678,678_dazi,word,produces,quantifiers,daži,NA,some,some
item_679,679_drusku_dru,word,produces,quantifiers,drusku/drusciņ,NA,a bit,little (amount)
item_680,680_ikviens_,word,produces,quantifiers,ikviens,NA,each,each
item_681,681_katrs,word,produces,quantifiers,katrs,NA,every,every
item_682,682_maz,word,produces,quantifiers,maz,NA,little,little (amount)
item_683,683_mazliet,word,produces,quantifiers,mazliet,NA,a little bit,little (amount)
item_684,684_nedaudz,word,produces,quantifiers,nedaudz,NA,not much,a little
item_685,685_neka_nav,word,produces,quantifiers,nekā nav,NA,nothing,nothing
item_686,686_neviens,word,produces,quantifiers,neviens,NA,no one,no one
item_687,687_tads_pats,word,produces,quantifiers,tāds pats,NA,same,same
item_688,688_vairak,word,produces,quantifiers,vairāk,NA,more,more
item_689,689_vel,word,produces,quantifiers,vēl,NA,more,more
item_690,690_visi_visas,word,produces,quantifiers,visi/visas,NA,all,all
item_691,691_bija,word,produces,helping_verbs,bija,NA,be.3p.past,was
item_692,692_biji,word,produces,helping_verbs,biji,NA,be.2p.sg.past,were
item_693,693_biju,word,produces,helping_verbs,biju,NA,be.1p.sg.past,was
item_694,694_bus,word,produces,helping_verbs,būs,NA,be.3p.fut,will be
item_695,695_busi,word,produces,helping_verbs,būsi,NA,be.2p.fut.sg.,will be
item_696,696_busu,word,produces,helping_verbs,būšu,NA,be.1p.fut.sg.,will be
item_697,697_drikst,word,produces,helping_verbs,drīkst,NA,allowed,allowed
item_698,698_esi,word,produces,helping_verbs,esi,NA,be.2p.pres.sg,are
item_699,699_esmu,word,produces,helping_verbs,esmu,NA,be.1p.pres.sg.,am
item_700,700_esmu_bijis,word,produces,helping_verbs,esmu bijis/bijusi,NA,be.1p.pres.perf.sg,have been
item_701,701_gribu,word,produces,helping_verbs,gribu,NA,want.1p.pres.sg.,want
item_702,702_ir,word,produces,helping_verbs,ir,NA,be.3p.pres,is
item_703,703_likt_kaut,word,produces,helping_verbs,likt (kaut ko darīt),NA,make (make one do smth),make
item_704,704_ludzu_kau,word,produces,helping_verbs,lūdzu (kaut ko),NA,ask (for smth),ask
item_705,705_maku,word,produces,helping_verbs,māku,NA,can.1p.pres.sg,can
item_706,706_negribu,word,produces,helping_verbs,negribu,NA,don´t want.1p.pres.sg,don't want
item_707,707_nevaru,word,produces,helping_verbs,nevaru,NA,cannot.1p.pres.sg,cannot
item_708,708_protu,word,produces,helping_verbs,protu,NA,can.1p.pres.sg,can
item_709,709_vajag,word,produces,helping_verbs,vajag,NA,need,need
item_710,710_varu,word,produces,helping_verbs,varu,NA,can.1p.pres.sg,can
item_711,711_velos,word,produces,helping_verbs,vēlos,NA,wish.1p.pres.sg,wish
item_712,712_nedrikst,word,produces,helping_verbs,nedrīkst,NA,not allowed,not allowed
item_713,713_bet_,word,produces,connecting_words,bet,NA,but,but
item_714,714_ja_,word,produces,connecting_words,ja,NA,if,if
item_715,715_jo_,word,produces,connecting_words,jo,NA,because,because
item_716,716_ka_apals_,word,produces,connecting_words,kā (apaļš kā pūpols),NA,like (e.g. round like a willow-catkin),like
item_717,717_ka_es_red,word,produces,connecting_words,"ka (es redzu, ka līst lietus)",NA,how (I see how rain falls),how (connecting)
item_718,718_lai_,word,produces,connecting_words,lai,NA,so that,so
item_719,719_tacu_,word,produces,connecting_words,taču,NA,however,however
item_720,720_tapec_ka_,word,produces,connecting_words,tāpēc ka,NA,because,because
item_721,721_tadel,word,produces,connecting_words,tādēļ,NA,therefore,therefore
item_722,722_un,word,produces,connecting_words,un,NA,and,and
item_723,723_vai_mamin,word,produces,connecting_words,"vai (māmiņ, iedod lācīti vai zilonīti)",NA,"or (e.g. mummy,  give me a bear or an elephant)",NA
