form_id,form_language,form,visit_id,internal_lab_id,child_id,sex,lab_visit_num,child_age,child_age_in_days,child_age_in_months,exposure_to_english,exposure_to_french,exposure_to_other_language,other_language,premature,health_issues,low_birthweight,lang_vocab_production,lang_vocab_comprehension,word_vocab_production,word_vocab_comprehension,concept_vocab_comprehension,concept_vocab_production,forms_filled_visit,responding_caregiver,source_name,years_education,highest_edu_desc,edu_parent,exp_en,exp_fr,exp_ot,en_airplane,en_animal,en_apple,en_arm,en_aunt,en_baa_baa,en_baby,en_babysitter,en_babysitters_name,en_backyard,en_ball,en_balloon,en_banana,en_bathroom,en_bathtub,en_beach,en_beads,en_bear,en_bed,en_bedroom,en_bee,en_belly_button,en_bib,en_bicycle,en_bird,en_blanket,en_block,en_book,en_boots,en_bottle,en_bowl,en_box,en_boy,en_bread,en_broom,en_brother,en_brush,en_bubbles,en_bug,en_bunny,en_bus,en_butter,en_butterfly,en_button,en_cake,en_candy,en_car,en_carrots,en_cat,en_cereal,en_chair,en_cheek,en_cheerios,en_cheese,en_chicken_animal,en_chicken_food,en_child,en_childs_own_name,en_choo_choo,en_church,en_clock,en_coat,en_cockadoodledoo,en_coffee,en_comb,en_cookie,en_couch,en_cow,en_cracker,en_crib,en_cup,en_daddy,en_deer,en_diaper,en_dish,en_dog,en_doll,en_donkey,en_door,en_drawer,en_dress_object,en_drink_beverage,en_duck,en_ear,en_egg,en_elephant,en_eye,en_face,en_finger,en_firetruck,en_fish_animal,en_fish_food,en_flower,en_food,en_foot,en_fork,en_frog,en_garage,en_garden,en_giraffe,en_girl,en_glass,en_glasses,en_goose,en_grandma,en_grandpa,en_grrr,en_hair,en_hammer,en_hand,en_hat,en_head,en_high_chair,en_home,en_horse,en_house,en_ice_cream,en_jacket,en_jeans,en_juice,en_keys,en_kitchen,en_kitty,en_knee,en_lady,en_lamb,en_lamp,en_leg,en_light,en_lion,en_living_room,en_man,en_meat,en_medicine,en_meow,en_milk,en_mommy,en_money,en_monkey,en_moo,en_moon,en_motorcycle,en_mouse,en_mouth,en_necklace,en_noodles,en_nose,en_orange_food,en_ouch,en_outside,en_oven,en_owie_boo_boo,en_owl,en_pajamas,en_pants,en_paper,en_park,en_party,en_peas,en_pen,en_penguin,en_penny,en_people,en_person,en_picture,en_pig,en_pillow,en_pizza,en_plant,en_plate,en_play_pen,en_pony,en_pool,en_potty,en_puppy,en_purse,en_quack_quack,en_radio,en_rain,en_raisin,en_refrigerator,en_rock,en_rocking_chair,en_school,en_scissors,en_sheep,en_shirt,en_shoe,en_shorts,en_shovel,en_sink,en_sister,en_sky,en_slide_object,en_snow,en_soap,en_sock,en_spaghetti,en_spoon,en_squirrel,en_stairs,en_star,en_store,en_stove,en_stroller,en_sun,en_sweater,en_swing_object,en_table,en_teacher,en_teddybear,en_telephone,en_tiger,en_toast,en_toe,en_tongue,en_tooth,en_toothbrush,en_towel,en_toy_object,en_train,en_trash,en_tree,en_truck,en_tummy,en_turkey,en_turtle,en_tv,en_uh_oh,en_uncle,en_vacuum,en_vroom,en_watch_object,en_water_beverage,en_water_not_beverage,en_window,en_woof_woof,en_work_place,en_yum_yum,en_zipper,en_zoo,en_all,en_all_gone,en_another,en_asleep,en_away,en_back,en_bad,en_bath,en_big,en_bite,en_blow,en_blue,en_break,en_breakfast,en_bring,en_broken,en_bump,en_bye,en_careful,en_clean_action,en_clean_description,en_close,en_cold,en_cry,en_cute,en_dance,en_dark,en_day,en_dinner,en_dirty,en_don_t,en_down,en_draw,en_drink_action,en_drive,en_dry_description,en_eat,en_empty,en_fall,en_fast,en_feed,en_fine,en_finish,en_gentle,en_get,en_give,en_go,en_good,en_happy,en_hard,en_hello,en_help,en_her,en_hi,en_his,en_hit,en_hot,en_how,en_hug,en_hungry,en_hurry,en_hurt,en_i,en_in,en_inside,en_it,en_jump,en_kick,en_kiss,en_later,en_little_description,en_look,en_love,en_lunch,en_me,en_mine,en_more,en_morning,en_my,en_nap,en_naughty,en_nice,en_night,en_night_night,en_no,en_none,en_not,en_now,en_off,en_old,en_on,en_open,en_other,en_out,en_pattycake,en_peekaboo,en_play,en_please,en_pretty,en_pull,en_push,en_put,en_read,en_red,en_ride,en_run,en_same,en_say,en_scared,en_see,en_shh_shush_hush,en_show,en_sick,en_sing,en_sleep,en_sleepy,en_smile,en_soft,en_some,en_splash,en_stop,en_swim,en_swing_action,en_take,en_thank_you,en_that,en_there,en_thirsty,en_this,en_throw,en_tickle,en_tired,en_today,en_tomorrow,en_tonight,en_touch,en_under,en_up,en_wait,en_walk,en_wanna_want_to,en_wash,en_watch_action,en_wet,en_what,en_when,en_where,en_who,en_why,en_wipe,en_write,en_yes,en_you,en_your,en_yucky,respname,respno,reactmd,imitate,label,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,arehngry,becarefl,claphand,cgdiaper,comehere,mdhome,dontouch,givemom,givehug,givekiss,goodgb,lookhere,openmth,stopit,throwbll,gobyebye,wantmore,aretired,dontdo,getup,goget,sitdown,spitout,gonight,litpiggy,wantride,bequiet,holdstil
00037_1_en,English (American),WG,00037_1,355,37,male,1,1y 1m 16d,411,13,0.745,0.255,0,NA,no,no,no,1,91,3,114,100,3,English & French,Mother,Byers-Heinlein,NA,Not reported,Not reported,English;74.5;,French;25.5;,NA,0,1,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2,2,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00115_1_en,English (American),WG,00115_1,1075,115,female,1,10m 1d,305,10,0.9,0.1,0,NA,no,no,no,0,0,0,0,0,0,English only,Mother,Byers-Heinlein,18,Master's degree,mother,English;90;,French;10;,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,0,0,0,0,2,0,NA,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00115_2_en,English (American),WG,00115_2,1075,115,female,2,1y 2m 8d,434,14,0.9,0.1,0,NA,no,no,no,9,123,9,123,123,9,English only,Mother,Byers-Heinlein,18,Master's degree,mother,English;90;,French;10;,NA,0,0,1,0,1,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,1,2,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,0,2,2,2,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA
00125_1_en,English (American),WG,00125_1,1314,125,male,1,10m 17d,321,10,0.72,0.28,0,NA,no,no,no,0,4,2,50,47,2,English & French,Mother,Byers-Heinlein,21,Doctoral degree,father,English;72;,French;28;,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00125_2_en,English (American),WG,00125_2,1314,125,male,2,1y 3m 4d,460,15,0.3655,0.6345,0,NA,no,no,no,10,45,24,196,157,18,English & French,Mother,Byers-Heinlein,17,Graduate degree,mother,English;36.55;,French;63.45;,NA,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,2,2,0,2,2,1,2,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00135_1_en,English (American),WG,00135_1,1413,135,female,1,1y 3m 11d,467,15,0.305,0.695,0,NA,no,no,no,1,1,60,90,89,59,English & French,Mother,Byers-Heinlein,17,Graduate degree,mother,English;30.5;,French;69.5;,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00136_1_en,English (American),WG,00136_1,1416,136,female,1,10m 25d,329,10,0.28,0.205,0.515,Spanish,no,no,no,1,55,1,55,55,1,English only,Mother,Byers-Heinlein,15,Some college/university,mother,English;28;,French;20.5;,Spanish;51.5;,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,2,2,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
00137_1_en,English (American),WG,00137_1,1423,137,female,1,1y 2m 2d,428,14,0.56,0.44,0,NA,no,no,no,14,291,14,493,332,14,English & French,Mother,Byers-Heinlein,17,Graduate degree,mother,English;56;,French;44;,NA,1,2,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,2,1,1,1,0,2,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,2,0,1,0,1,1,0,1,1,2,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,2,1,1,1,1,0,1,0,2,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,2,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,0,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,1,0,2,0,2,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA
00140_1_en,English (American),WG,00140_1,1443,140,male,1,1y 2m 17d,443,14,0.42,0.58,0,NA,no,no,no,14,126,28,289,190,21,English & French,Mother,Byers-Heinlein,15,Some college/university,mother,English;42;,French;58;,NA,1,0,0,0,0,0,2,0,0,0,2,0,2,0,1,0,0,1,1,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,2,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,1,1,0,2,0,2,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA
00142_1_en,English (American),WG,00142_1,1445,142,male,1,1y 1m 20d,415,13,0.257,0.146,0.603,Spanish,no,no,no information,6,179,11,285,215,7,English & French,Mother,Byers-Heinlein,18,Master's degree,mother,English;25.7;,French;14.6;,Spanish;60.3;,0,1,0,0,1,2,1,0,0,0,1,2,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,2,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,2,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,1,1,2,2,0,NA,1,0,1,NA,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,NA,0,NA,NA,0,1,0,0,1,1,0,0,1,0,0,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,NA
